Date,IWF,IWM,MTUM,SEIC,SPY,VLUE,VXX
2018-09-24,-0.22359573067788366,-0.6426016539330986,-0.10043780582024207,1.0,-0.4079606260909377,-0.48688013277248404,0.0
2018-09-25,-0.22740808612988206,-0.6409059672431566,-0.1054861986026801,1.0,-0.4062535792005498,-0.483277975031497,0.0
2018-09-26,-0.22740157480314963,-0.6409448818897637,-0.10548317823908375,1.0,-0.4062419470293486,-0.4832355046528275,0.0
2018-09-27,-0.22822882980854534,-0.6382966545516984,-0.10623014623815928,1.0,-0.40608991786623927,-0.4829865781415448,0.0
2018-09-28,-0.22706198843798292,-0.6392307252017629,-0.10660523152652968,1.0,-0.4060156831320474,-0.4829431629557553,0.0
2018-10-01,-0.22815103197549594,-0.6382789912117482,-0.10646093951278163,1.0,-0.4067214381816621,-0.48298170784072375,0.0
2018-10-02,-0.22804703183252076,-0.6500716948666475,-0.10321193002581015,1.0,-0.40536277602523657,-0.4811012331517063,0.0
2018-10-03,-0.22827147036888304,-0.6509953531065344,-0.10352245998508404,1.0,-0.40514026733979697,-0.48055189031036666,0.0
2018-10-04,-0.2271342339752803,-0.6561080770336304,-0.10344926703075596,1.0,-0.4036792181661397,-0.48401839609083075,0.0
2018-10-05,-0.21768025437566244,-0.6522673236128219,-0.09510441433441233,1.0,-0.4082901257555358,-0.4912486751267581,0.0
2018-10-08,-0.21635536740939906,-0.6502674408626755,-0.09287491776551014,1.0,-0.4099711106661709,-0.49083264208689686,0.0
2018-10-09,-0.2173266193636988,-0.6505493247882811,-0.09501602197299154,1.0,-0.40893224994277866,-0.48924238956282906,0.0
2018-10-10,-0.21654536076565992,-0.6534185340134105,-0.0929852713622557,1.0,-0.4095650180526105,-0.4929508854375608,0.0
2018-10-11,-0.19460968114798,-0.6538016971610611,-0.06808378675537763,1.0,-0.40266696738180485,-0.5000422880663077,0.0
2018-10-12,-0.19572327044025156,-0.6514325646401118,-0.0657162823200559,1.0,-0.39208944793850453,-0.49025856044723964,0.0
2018-10-15,-0.18578365706630945,-0.6673922750613975,-0.05232752846617548,1.0,-0.3921355213217236,-0.4931625362804197,0.0
2018-10-16,-0.18416350234532056,-0.6751731069912889,-0.046655126200580745,1.0,-0.3927853473308019,-0.49329908420817514,0.0
2018-10-17,-0.17520364489852272,-0.6549219936490404,-0.038547563164434626,1.0,-0.3922960099406323,-0.5003175479773574,0.0
2018-10-18,-0.17436081506433265,-0.6537357115246563,-0.03917941355127284,1.0,-0.39339554917444364,-0.500414158705616,0.0
2018-10-19,-0.16882116728092852,-0.6520985752791683,-0.03432532042466582,1.0,-0.3937785356730293,-0.5014027174212002,0.0
2018-10-22,-0.17053517408283372,-0.6479566580496122,-0.0302788625488147,1.0,-0.39722787525438646,-0.5041526868709092,0.0
2018-10-23,-0.16934861677504684,-0.650198390829935,-0.02554281935412763,1.0,-0.4025680590763805,-0.5077427532238509,0.0
2018-10-24,-0.16820727904859137,-0.6541762092657487,-0.02635136999530918,1.0,-0.40285864076598327,-0.5077398526530725,0.0
2018-10-25,-0.1495243757431629,-0.6306615501026916,-0.023565019997838072,1.0,-0.4065506431737109,-0.49210896119338454,0.0
2018-10-26,-0.15210320901994798,-0.6323720728534258,-0.026154596704249786,1.0,-0.40622289679098006,-0.49346812662619255,0.0
2018-10-29,-0.13311229481465378,-0.6592292640504402,-0.005245135340797913,1.0,-0.4052342645939776,-0.5148657462767692,0.0
2018-10-30,-0.1481876041410582,-0.6617771586221968,-0.012674478953262859,1.0,-0.40640279712638966,-0.5025540167718321,0.0
2018-10-31,-0.14977566281441196,-0.6515295717199184,-0.013949694085656016,1.0,-0.40445955132562883,-0.499524133242692,0.0
2018-11-01,-0.14498818031138763,-0.657582262315572,-0.00877645844088797,1.0,-0.4054017335543298,-0.5004211613183708,0.0
2018-11-02,-0.1481180611968589,-0.645816409423233,-0.006850798808556729,1.0,-0.40877335499593825,-0.49823991334958023,0.0
2018-11-05,-0.14545602209047348,-0.6534015539132082,-0.006767914670131839,1.0,-0.40945883754297624,-0.4920815398359457,0.0
2018-11-06,-0.15111965557390808,-0.6575505672741058,-0.004034550919281904,1.0,-0.40727302266388665,-0.4877474208659392,0.0
2018-11-07,-0.15064154620756862,-0.6573547723458394,-0.004818363921823398,1.0,-0.4066915705700828,-0.4874397704509772,0.0
2018-11-08,-0.14064519603619127,-0.6585792761740629,-0.0,1.0,-0.4030590262817751,-0.49052132701421797,0.0
2018-11-09,-0.13944964019082015,-0.6593536910761932,-0.0,1.0,-0.40557367328787425,-0.49082284451392066,0.0
2018-11-12,-0.13890232758157287,-0.6516959630167177,-0.0,1.0,-0.4079449551147664,-0.48919529108208354,0.0
2018-11-13,-0.12523709026794538,-0.650949696791601,-0.0,1.0,-0.4075014025058104,-0.4877781636523923,0.0
2018-11-14,-0.12589822358755173,-0.6504073727794845,-0.0,1.0,-0.4075330572993188,-0.487431548016562,0.0
2018-11-15,-0.12520025632809997,-0.6507262629499092,-0.0,1.0,-0.40764178148029473,-0.4865160739079355,0.0
2018-11-16,-0.12931683700914468,-0.6616729424421732,-0.0,1.0,-0.41291016675632053,-0.48569123184507795,0.0
2018-11-19,-0.1303283758706936,-0.6612699351854342,-0.0,1.0,-0.4123389721109109,-0.48546378721458733,0.0
2018-11-20,-0.12153495236817388,-0.6607808935998927,-0.0,1.0,-0.4122903528780357,-0.4888769622970616,0.0
2018-11-21,-0.12304817829974644,-0.6586413986387295,-0.0,1.0,-0.41003603363138935,-0.47743227011877754,0.0
2018-11-23,-0.12310075035381453,-0.6602579508131059,-0.0,1.0,-0.40954364602526105,-0.4773959251248364,0.0
2018-11-26,-0.12307733390301218,-0.6602221747489853,-0.0,1.0,-0.4096346934415724,-0.47746208075197605,0.0
2018-11-27,-0.12046266190501571,-0.660838974468312,-0.0,1.0,-0.407840733436384,-0.4759607696817867,0.0
2018-11-28,-0.12039554347246655,-0.6621621621621622,-0.0,1.0,-0.407244522629138,-0.4755583986353217,0.0
2018-11-29,-0.10378306878306878,-0.6555291005291005,-0.0,1.0,-0.4066931216931217,-0.4794973544973545,0.0
2018-11-30,-0.10334973805365931,-0.6557654654177912,-0.0,1.0,-0.40657247182092393,-0.4802349579298301,0.0
2018-12-03,-0.10270041524504749,-0.6557962389907165,-0.0,1.0,-0.4064111719431881,-0.4799650876775371,0.0
2018-12-04,-0.09827367754197022,-0.6580350543765178,-0.0,1.0,-0.4042075810368493,-0.47912047302291205,0.0
2018-12-06,-0.0932737301649544,-0.6463806760254098,-0.0,1.0,-0.40185083522860954,-0.47266881028938906,0.0
2018-12-07,-0.09543601003764116,-0.6462254286909243,-0.0,1.0,-0.4016102049351736,-0.4706974069427018,0.0
2018-12-10,-0.09112741131326842,-0.647993943981832,-0.0,1.0,-0.4012373071601974,-0.4699939961888851,0.0
2018-12-11,-0.09152135324214264,-0.6478020256865407,-0.0,1.0,-0.4012738853503185,-0.46984963976192967,0.0
2018-12-12,-0.08935992263662737,-0.6492773320090954,-0.0,1.0,-0.4016884033349886,-0.47327565928752513,0.0
2018-12-13,-0.09003274394237067,-0.6529666011787819,-0.0,1.0,-0.40073346430910284,-0.47578258022265885,0.0
2018-12-14,-0.08962733895906495,-0.6554850883169978,-0.0,1.0,-0.39960165627129307,-0.4759945489805546,0.0
2018-12-17,-0.07831199372876928,-0.6562581656650117,-0.0,1.0,-0.39085445518683043,-0.487588189182127,0.0
2018-12-18,-0.07555195991440054,-0.6561929119473876,-0.0,1.0,-0.39007777023853013,-0.4879430032882718,0.0
2018-12-19,-0.0805786202934879,-0.6551517050498722,-0.0,1.0,-0.3880881508172751,-0.48731004229985897,0.0
2018-12-20,-0.08045527947075064,-0.6500494868989947,-0.0,1.0,-0.3891493462520185,-0.48489347293847995,0.0
2018-12-21,-0.0784732904033162,-0.6516672315353129,-0.0,1.0,-0.3893943739082827,-0.48755116406392573,0.0
2018-12-24,-0.0709665688235447,-0.6451931319323584,-0.0,1.0,-0.38701717016910414,-0.49442813725744866,0.0
2018-12-26,-0.07115185950413223,-0.6496900826446281,-0.0,1.0,-0.37412190082644625,-0.48765495867768593,0.0
2018-12-27,-0.06067769897557131,-0.6371539693433996,-0.0,1.0,-0.3543303083454078,-0.48984468339307047,0.0
2018-12-28,-0.06270534600005094,-0.635611135165423,-0.0,1.0,-0.35606041311158093,-0.49252476886636276,0.0
2018-12-31,-0.06217840949615366,-0.6367109888430383,-0.0,1.0,-0.3560802893677722,-0.4922818279076876,0.0
2019-01-02,-0.062487257900101935,-0.6370795107033639,-0.0,1.0,-0.35665137614678893,-0.4922018348623853,0.0
2019-01-03,-0.0681169757489301,-0.6351131037293662,-0.0,1.0,-0.3610148767067455,-0.48313633584674953,0.0
2019-01-04,-0.06956699138062937,-0.6352833171826389,-0.0,1.0,-0.36242158412811754,-0.4828632631203142,0.0
2019-01-07,-0.06418978729861655,-0.6269506057310503,-0.0,1.0,-0.36098535623055716,-0.4770226864614684,0.0
