Date,IWF,IWM,MTUM,PBF,SPY,VLUE,VXX
2018-09-24,-0.45549888952866663,-1.0542485810644073,-0.0942255490663815,1.0,-0.7486633215431439,-0.7602615776918648,0.0
2018-09-25,-0.4637274714397658,-1.0537386068379595,-0.10351796098486411,1.0,-0.7476801253763353,-0.7555986307584445,0.0
2018-09-26,-0.47229606246884864,-1.0677022761256023,-0.11256022595115467,1.0,-0.7527828542947334,-0.7481724538959961,0.0
2018-09-27,-0.47668867023705735,-1.0575414123801221,-0.11562253497737368,1.0,-0.7534354631128825,-0.7483289741354258,0.0
2018-09-28,-0.474337679594718,-1.0597126484511252,-0.11643551200066439,1.0,-0.7533842704094345,-0.7485258699443568,0.0
2018-10-01,-0.4787096774193549,-1.0595213319458898,-0.11579604578563997,1.0,-0.7576690946930281,-0.7505931321540062,0.0
2018-10-02,-0.48165118507102095,-1.0395717915607947,-0.1232557170825176,1.0,-0.7637772316407714,-0.7571541633690173,0.0
2018-10-03,-0.48140125796642647,-1.0279918357145832,-0.12154788186778856,1.0,-0.7689007372849586,-0.7656100304077976,0.0
2018-10-04,-0.4819739952718676,-1.0591860857818305,-0.1211161769672408,1.0,-0.771952043228639,-0.7873606889564336,0.0
2018-10-05,-0.46961860308649767,-1.0538665321054623,-0.10764896345822296,1.0,-0.7781842647491696,-0.7956772213111307,0.0
2018-10-08,-0.4672795197917979,-1.0499937035637827,-0.10275783906309029,1.0,-0.7824371405784326,-0.7951559417369768,0.0
2018-10-09,-0.4665659236871931,-1.0504134659782565,-0.10086890819795995,1.0,-0.7833606178902741,-0.7963732527389498,0.0
2018-10-10,-0.466016560884368,-1.0538018578454036,-0.09860871758227902,1.0,-0.784498339708293,-0.8003867008532638,0.0
2018-10-11,-0.40845531114563743,-1.0569138932046775,-0.01946193474527762,1.0,-0.7754517949137296,-0.8283588192002617,0.0
2018-10-12,-0.41521695257315844,-1.0494853683148335,-0.01360242179616549,1.0,-0.7535822401614531,-0.8044399596367307,0.0
2018-10-15,-0.40212663122281295,-1.0666183341388755,-0.0,1.0,-0.7525374577090382,-0.8064685033027227,0.0
2018-10-16,-0.41633433710425655,-1.0550174981687963,-0.014527549442500204,1.0,-0.7646699763978189,-0.8187515260030928,0.0
2018-10-17,-0.39519423307969564,-1.0099319183019624,-0.0,1.0,-0.7645574689627552,-0.835122146575891,0.0
2018-10-18,-0.39613565301050274,-1.0130281407840938,-0.0,1.0,-0.7636494828830274,-0.8358454261204201,0.0
2018-10-19,-0.37962041936895713,-1.001671109696415,-0.0,1.0,-0.7630605180440059,-0.8344805634026976,0.0
2018-10-22,-0.4059167089893347,-1.1342051802945659,-0.01946842728965634,1.0,-0.8007872016251905,-0.8718892839004572,0.0
2018-10-23,-0.41091479174611245,-1.134951908817423,-0.02860048303038007,1.0,-0.7941188932672345,-0.8685648913181645,0.0
2018-10-24,-0.41010974111266474,-1.1367314944282023,-0.025634507012414726,1.0,-0.795051057158595,-0.8695817973814669,0.0
2018-10-25,-0.3745741143631214,-1.08460243832355,-0.021468741020483562,1.0,-0.7917162678050984,-0.8326012889454456,0.0
2018-10-26,-0.35677062128491166,-1.074138913769237,-0.0,1.0,-0.8123931275954727,-0.828067746926146,0.0
2018-10-29,-0.3504148365056125,-1.0767854237839596,-0.0,1.0,-0.8113307304376118,-0.8284935741011876,0.0
2018-10-30,-0.3505917761418636,-1.076829218692805,-0.0,1.0,-0.8113230568999877,-0.8284052548094522,0.0
2018-10-31,-0.3520340012143291,-1.06468326249747,-0.0,1.0,-0.8074883626796195,-0.823557984213722,0.0
2018-11-01,-0.3541489490948852,-1.0635807718786698,-0.0,1.0,-0.8080427651561172,-0.8239582067792491,0.0
2018-11-02,-0.3573701808806349,-1.0422994803206704,-0.0,1.0,-0.8106191838214559,-0.8182733754985295,0.0
2018-11-05,-0.35177499294838216,-1.0590724100415039,-0.0,1.0,-0.8126284401821332,-0.8059797719305315,0.0
2018-11-06,-0.36411375020197123,-1.071982549684925,-0.0,1.0,-0.8076425916949427,-0.7956858943286476,0.0
2018-11-07,-0.3634889753566796,-1.0792396238651103,-0.0,1.0,-0.8101086251621271,-0.8003404669260701,0.0
2018-11-08,-0.34313173556377674,-1.0771674441048738,-0.0,1.0,-0.7999034904294676,-0.8010696477400675,0.0
2018-11-09,-0.3522448979591837,-1.0961632653061226,-0.0,1.0,-0.8139591836734693,-0.8192653061224491,0.0
2018-11-12,-0.35114814062182487,-1.0795773216825848,-0.0,1.0,-0.8182889656573867,-0.8152001625685836,0.0
2018-11-13,-0.33026782833171986,-1.0763956114875766,-0.0,1.0,-0.8167150693772184,-0.8101403678606002,0.0
2018-11-14,-0.3288468534012368,-1.0804737076108484,-0.0,1.0,-0.8192474030960754,-0.813346267329534,0.0
2018-11-15,-0.32852292020373514,-1.0852938798609426,-0.0,1.0,-0.8276740237691002,-0.8008731506184816,0.0
2018-11-16,-0.32927765875742754,-1.0846436800194026,-0.0,1.0,-0.827398035490521,-0.8008407777193904,0.0
2018-11-19,-0.3317974212845075,-1.083788044137262,-0.0,1.0,-0.8259973323632837,-0.8003314336526414,0.0
2018-11-20,-0.29481719566090797,-1.0763760546404177,-0.0,1.0,-0.8287665729208517,-0.8177179590196866,0.0
2018-11-21,-0.2960864882115929,-1.070850121673914,-0.0,1.0,-0.823951809151474,-0.7984202337734871,0.0
2018-11-23,-0.2972746832416926,-1.0602836879432624,-0.0,1.0,-0.8277153558052436,-0.7991074986054666,0.0
2018-11-26,-0.29917917917917913,-1.057897897897898,-0.0,1.0,-0.8381981981981982,-0.8087287287287287,0.0
2018-11-27,-0.29839323636655046,-1.0591016548463357,-0.0,1.0,-0.8396441880033658,-0.8097527747726089,0.0
2018-11-28,-0.2976190476190476,-1.0647346480679813,-0.0,1.0,-0.8374218374218374,-0.8086018919352252,0.0
2018-11-29,-0.26526566217287867,-1.0507930214115784,-0.0,1.0,-0.8344171292624901,-0.8146312450436162,0.0
2018-11-30,-0.2650650174437044,-1.0510624801776087,-0.0,1.0,-0.834919124643197,-0.8134316523945448,0.0
2018-12-03,-0.26179151803408635,-1.052715021799445,-0.0,1.0,-0.8355925485533096,-0.813436385255648,0.0
2018-12-04,-0.23564268030358376,-1.109460611226105,-0.0,1.0,-0.8669994723811844,-0.8465035106944275,0.0
2018-12-06,-0.22694222713980874,-1.0399905160831424,-0.0,1.0,-0.869082431044021,-0.8156168497589504,0.0
2018-12-07,-0.22924651309810742,-1.0397487059939152,-0.0,1.0,-0.8689399028013751,-0.8132284957920108,0.0
2018-12-10,-0.21010971786833857,-1.0410658307210032,-0.0,1.0,-0.8667319749216301,-0.8006269592476489,0.0
2018-12-11,-0.1884434984825194,-1.0557723384967088,-0.0,1.0,-0.8685901225808995,-0.828702061408695,0.0
2018-12-12,-0.18923180008671317,-1.0555358480154506,-0.0,1.0,-0.8686689527413188,-0.8281108352055497,0.0
2018-12-13,-0.18962256717358758,-1.0540540540540542,-0.0,1.0,-0.8688440627216137,-0.8272791742179497,0.0
2018-12-14,-0.1891263207695947,-1.058784103453714,-0.0,1.0,-0.8668191137044631,-0.8278662671502919,0.0
2018-12-17,-0.16995286724273373,-1.0592301649646503,-0.0,1.0,-0.8527494108405342,-0.845758051846033,0.0
2018-12-18,-0.1539331980646168,-1.0470188855938818,-0.0,1.0,-0.8500858436085531,-0.8509442796940846,0.0
2018-12-19,-0.15949722851120304,-1.0458661878366773,-0.0,1.0,-0.8479194316496212,-0.8502224998048247,0.0
2018-12-20,-0.15486259988306372,-1.0282206197622297,-0.0,1.0,-0.8673163126096278,-0.8474761255115962,0.0
2018-12-21,-0.14994761147114752,-1.0280569676743374,-0.0,1.0,-0.8674764251620164,-0.8351507625441423,0.0
2018-12-24,-0.1267589344230695,-1.0055900381664675,-0.0,1.0,-0.8638343806623231,-0.8589768302555997,0.0
2018-12-26,-0.125138851648983,-1.0077756923430496,-0.0,1.0,-0.8483548473589458,-0.8491209254223004,0.0
2018-12-27,-0.10775075421803419,-0.9752690975455325,-0.0,1.0,-0.7973108868114269,-0.8441655182688368,0.0
2018-12-28,-0.10329424902289223,-0.9801228364042434,-0.0,1.0,-0.7970593709287176,-0.8418760469011726,0.0
2018-12-31,-0.10654943744877432,-0.9757842187616422,-0.0,1.0,-0.7988599955293942,-0.8443111541613889,0.0
2019-01-02,-0.10632033986733248,-0.9762614593426249,-0.0,1.0,-0.7995080867556085,-0.8444883356935231,0.0
2019-01-03,-0.10129511439555108,-0.9793976038517522,-0.0,1.0,-0.797297801664614,-0.8543649460680028,0.0
2019-01-04,-0.08164251207729468,-0.9850241545893719,-0.0,1.0,-0.7903010033444816,-0.8591230026012635,0.0
2019-01-07,-0.06560192968350267,-0.9600540896133324,-0.0,1.0,-0.7868576858416783,-0.84218989839924,0.0
2019-01-08,-0.06915165219928515,-0.9437231016120796,-0.0,1.0,-0.7958275585381867,-0.8385002553067329,0.0
2019-01-09,-0.060699137048413045,-0.9254058797718299,-0.0,1.0,-0.8068597338013749,-0.86364633611233,0.0
2019-01-10,-0.060018298261665146,-0.9275754803293688,-0.0,1.0,-0.8068435498627631,-0.8652516010978957,0.0
2019-01-11,-0.06131124711401033,-0.9125590940741013,-0.0,1.0,-0.8116319126323891,-0.8792098801627148,0.0
2019-01-14,-0.06567579440620881,-0.9098330648704056,-0.0,1.0,-0.8072558207643872,-0.8780568165177918,0.0
2019-01-15,-0.06092321251514818,-0.9022070434431347,-0.0,1.0,-0.8137784143072234,-0.8953398700011017,0.0
2019-01-16,-0.03904356130169691,-0.9099757584661721,-0.0,1.0,-0.8035333872034085,-0.920406963931536,0.0
2019-01-17,-0.03706697035377098,-0.9126777120605415,-0.0,1.0,-0.8037911906248851,-0.9201351897432131,0.0
2019-01-18,-0.046038069942452416,-0.9091412129260735,-0.0,1.0,-0.8051497712852296,-0.9286188579017265,0.0
2019-01-22,-0.0,-0.9499022115239958,-0.0,1.0,-0.8439897698209718,-0.9671656386339702,0.0
2019-01-23,-0.0,-0.9295854200399143,-0.0,1.0,-0.8534473020295967,-0.982452837293369,0.0
2019-01-24,-0.0,-0.9431096070689978,-0.0,1.0,-0.8278247790938146,-0.98917089678511,0.0
2019-01-25,-0.0,-0.9064831192801661,-0.0,1.0,-0.9097515957855878,-1.0290317619010998,0.0
2019-01-28,-0.0,-0.8875115491222667,-0.0,1.0,-0.93717277486911,-1.0250230982445334,0.0
2019-01-29,-0.0,-0.8756043786020965,-0.0,1.0,-0.9560979383437126,-1.0363207364715894,0.0
2019-01-30,-0.0,-0.8737957983518397,-0.0,1.0,-0.9546949355824662,-1.040468913220103,0.0
2019-01-31,-0.0,-0.8888716315912092,-0.0,1.0,-0.9456395123087676,-1.048380834045197,0.0
2019-02-01,-0.0,-0.8896763892674948,-0.0,1.0,-0.9672495034853381,-1.0373067487051675,0.0
2019-02-04,-0.0,-0.8923293455313159,-0.0,1.0,-0.9907342247243726,-1.0265071545859723,0.0
2019-02-05,-0.0,-0.8710003892565199,-0.0,1.0,-0.9838458544180614,-1.0377189567925262,0.0
2019-02-06,-0.0,-0.8641782903452038,-0.0,1.0,-0.9916231590430921,-1.0403646847970076,0.0
2019-02-07,-0.0,-0.8678210116731517,-0.0,1.0,-0.9854085603112839,-1.0378210116731519,0.0
2019-02-08,-0.0,-0.8601149739939775,-0.0,1.0,-0.9933909506863244,-1.0571741425833954,0.0
2019-02-11,-0.0,-0.8551508029768898,-0.0,1.0,-0.989463376419898,-1.072346259302781,0.0
2019-02-12,-0.0,-0.8728873516233001,-0.0,1.0,-0.989191101328512,-1.0684301548620394,0.0
2019-02-13,-0.0,-0.8725005880969183,-0.0,1.0,-0.9891006037795028,-1.0590449306045637,0.0
2019-02-14,-0.0,-0.8081180811808117,-0.0,1.0,-1.0269686739420585,-1.0904844154824525,0.0
2019-02-15,-0.0,-0.7880638172148906,-0.0,1.0,-1.0450659838487295,-1.1062044514477052,0.0
2019-02-19,-0.0,-0.7649283125886246,-0.0,1.0,-1.0693240901213172,-1.1046163541830787,0.0
2019-02-20,-0.0,-0.7637237142632118,-0.0,1.0,-1.0711585413877294,-1.103055839962196,0.0
2019-02-21,-0.0,-0.761523914585139,-0.0,1.0,-1.0716649594200613,-1.1066109841620047,0.0
2019-02-22,-0.0,-0.76320292912007,-0.0,1.0,-1.0795558562502487,-1.1370239184940503,0.0
2019-02-25,-0.0,-0.7543005388146078,-0.0,1.0,-1.093075234484135,-1.143843544202754,0.0
2019-02-26,-0.0,-0.7680889065290732,-0.0,1.0,-1.0709664615995238,-1.1300257987695972,0.0
2019-02-27,-0.0,-0.7691269305594156,-0.0,1.0,-1.0796045579068567,-1.1215309485051814,0.0
2019-02-28,-0.0,-0.7570450565196625,-0.0,1.0,-1.0716048399936315,-1.151568221620761,0.0
2019-03-01,-0.0,-0.7633624297500896,-0.0,1.0,-1.0590697118258998,-1.1633783729921479,0.0
2019-03-04,-0.0,-0.751700274430259,-0.0,1.0,-1.0637950920733406,-1.16175476275703,0.0
2019-03-05,-0.0,-0.7399362295735352,-0.0,1.0,-1.0845356715823038,-1.1611797528895973,0.0
2019-03-06,-0.0,-0.746434356603848,-0.0,1.0,-1.0586306349018215,-1.1457469084587728,0.0
2019-03-07,-0.0,-0.6861895002364812,-0.0,1.0,-1.1142598139681539,-1.1409033580324768,0.0
2019-03-08,-0.0,-0.6675943227448019,-0.0,1.0,-1.157476245378285,-1.1505585814813344,0.0
