Date,IWF,IWM,MTUM,SCS,SPY,VLUE,VXX
2018-09-24,-0.5478510028653295,-1.404489016236867,-0.06938872970391595,1.0,-0.9151862464183381,-0.8386341929321871,0.0
2018-09-25,-0.5477646159724876,-1.4048051203668321,-0.06916316392816202,1.0,-0.9155521589606419,-0.8391287734046619,0.0
2018-09-26,-0.5485334861947072,-1.4057991783701156,-0.07084169293971529,1.0,-0.9151619375179134,-0.8365816375274673,0.0
2018-09-27,-0.5494806693594921,-1.4243604539334487,-0.06900365454895172,1.0,-0.9221004039238315,-0.843575687632237,0.0
2018-09-28,-0.5561450897163804,-1.4248987073123673,-0.06936137372178275,1.0,-0.926056338028169,-0.8469515724483889,0.0
2018-10-01,-0.5566756704611229,-1.424030484275516,-0.06965078140073316,1.0,-0.9262010418676442,-0.8469033378352306,0.0
2018-10-02,-0.5587564867355352,-1.4546777244289246,-0.06353363402686842,1.0,-0.9264755807750134,-0.8464523012755225,0.0
2018-10-03,-0.5580865603644647,-1.4450637328551348,-0.06252120389667037,1.0,-0.9292395676828382,-0.8517423544806862,0.0
2018-10-04,-0.558301831927886,-1.4441698168072112,-0.0633420567994572,1.0,-0.9290006784918097,-0.8515556847920908,0.0
2018-10-05,-0.5430211247226777,-1.4395678595543553,-0.045770232468409375,1.0,-0.9355647728368863,-0.8590720555609145,0.0
2018-10-08,-0.5400529227808516,-1.4350733702189078,-0.04123165744527303,1.0,-0.9375992302140966,-0.8572528265576137,0.0
2018-10-09,-0.5375168560970911,-1.437632440762859,-0.03284530918898093,1.0,-0.9433153534964361,-0.8647177807744172,0.0
2018-10-10,-0.5373033490975775,-1.4427178843740953,-0.030209439243316285,1.0,-0.9454203262233376,-0.8701862754560371,0.0
2018-10-11,-0.4362209139332773,-1.4391645640594337,-0.0,1.0,-0.913839828053453,-0.8832352116624616,0.0
2018-10-12,-0.4332520362615618,-1.4295706594266255,-0.0,1.0,-0.8865675762735262,-0.852330771708619,0.0
2018-10-15,-0.3910982233268894,-1.475375126576452,-0.0,1.0,-0.8805118291448034,-0.8557949001196723,0.0
2018-10-16,-0.3820582667713191,-1.4978992566600489,-0.0,1.0,-0.8809270972805762,-0.8561337088508242,0.0
2018-10-17,-0.34927536231884054,-1.4424365942028985,-0.0,1.0,-0.8718297101449276,-0.8653985507246377,0.0
2018-10-18,-0.3484078744443437,-1.440850948017781,-0.0,1.0,-0.8785267168647374,-0.8681847047083371,0.0
2018-10-19,-0.3241202642577862,-1.4281605321109163,-0.0,1.0,-0.8776684193968809,-0.8642308210866927,0.0
2018-10-22,-0.32518425310084487,-1.4267032176882977,-0.0,1.0,-0.8776739169512853,-0.8643717418658997,0.0
2018-10-23,-0.32741812300642437,-1.4264791769621277,-0.0,1.0,-0.8756008805427018,-0.8631115503841144,0.0
2018-10-24,-0.3247225841232759,-1.421851835212723,-0.0,1.0,-0.8780717911855879,-0.8679185947257289,0.0
2018-10-25,-0.26988328198897904,-1.358962120883412,-0.0,1.0,-0.8875775589013754,-0.8224931661387599,0.0
2018-10-26,-0.2419632112772907,-1.3421437166924532,-0.0,1.0,-0.9011947739384562,-0.8124462781502494,0.0
2018-10-29,-0.2180544281625155,-1.3505788866578374,-0.0,1.0,-0.8894347844661853,-0.8141581578160378,0.0
2018-10-30,-0.2063722559152644,-1.3508157512599301,-0.0,1.0,-0.8899803536345777,-0.82378064405911,0.0
2018-10-31,-0.2103747618039382,-1.3240313360152445,-0.0,1.0,-0.8849036629261062,-0.8152445479568071,0.0
2018-11-01,-0.18865770109109362,-1.3409456144802503,-0.0,1.0,-0.883828131607883,-0.8156559248921594,0.0
2018-11-02,-0.19084675892819586,-1.3219198250115678,-0.0,1.0,-0.88407016363101,-0.8096159508686325,0.0
2018-11-05,-0.18763137980324562,-1.3301521903640798,-0.0,1.0,-0.8841755654586732,-0.8022366097704532,0.0
2018-11-06,-0.19208137188971083,-1.3330110961667787,-0.0,1.0,-0.8807582380632145,-0.7972427706792199,0.0
2018-11-07,-0.19103010960399783,-1.3329693864695753,-0.0,1.0,-0.8788896821064125,-0.7964977113341453,0.0
2018-11-08,-0.15232229066089562,-1.3374812718495088,-0.0,1.0,-0.867071749625437,-0.8049359081072083,0.0
2018-11-09,-0.15367316341829088,-1.3379143761452608,-0.0,1.0,-0.8671497584541062,-0.8058470764617691,0.0
2018-11-12,-0.15177275554634045,-1.3253576612067177,-0.0,1.0,-0.868256272029857,-0.8013684428778769,0.0
2018-11-13,-0.1182001067454941,-1.3239315186599334,-0.0,1.0,-0.868785154165127,-0.7946791476782855,0.0
2018-11-14,-0.11944159310203245,-1.3231369328679943,-0.0,1.0,-0.8691028536234859,-0.7942516936973928,0.0
2018-11-15,-0.11795817958179582,-1.3251742517425174,-0.0,1.0,-0.8728987289872899,-0.7840508405084051,0.0
2018-11-16,-0.11547580117724003,-1.3160153695225638,-0.0,1.0,-0.8699313276651407,-0.7862164813603663,0.0
2018-11-19,-0.11885195633509137,-1.3152622756449568,-0.0,1.0,-0.8684737724355043,-0.7858457009689684,0.0
2018-11-20,-0.07117047622914215,-1.3079046729730828,-0.0,1.0,-0.8729243636068369,-0.8078843733506557,0.0
2018-11-21,-0.06940304519455409,-1.3029082413598647,-0.0,1.0,-0.8671956819463466,-0.7885684363167647,0.0
2018-11-23,-0.07013237838490323,-1.2964229670462317,-0.0,1.0,-0.8686275298756689,-0.7884762402929224,0.0
2018-11-26,-0.0689641289907001,-1.3052457828414992,-0.0,1.0,-0.8661379282579814,-0.7855791295945892,0.0
2018-11-27,-0.051525560719337234,-1.3285108102646999,-0.0,1.0,-0.8722974338250151,-0.7888462315619318,0.0
2018-11-28,-0.053269743755557354,-1.3237410071942446,-0.0,1.0,-0.8744240562606095,-0.7902756446528171,0.0
2018-11-29,-0.02818250768432398,-1.3072532034649316,-0.0,1.0,-0.8662328849147738,-0.7901880164464492,0.0
2018-11-30,-0.027618135376756066,-1.3076708173690932,-0.0,1.0,-0.8666586845466157,-0.7891522988505747,0.0
2018-12-03,-0.023190723710515792,-1.3127548980407837,-0.0,1.0,-0.8706117552978808,-0.791843262694922,0.0
2018-12-04,-0.013352465223803262,-1.317111084539041,-0.0,1.0,-0.8660767667105106,-0.7892701980947826,0.0
2018-12-06,-0.0,-1.2591646343823792,-0.0,1.0,-0.8571594472186738,-0.7546548987728874,0.0
2018-12-07,-0.0,-1.2595431668602401,-0.0,1.0,-0.8569105691056912,-0.7550135501355014,0.0
2018-12-10,-0.0,-1.2572259867539528,-0.0,1.0,-0.8426936181616325,-0.7284177481719689,0.0
2018-12-11,-0.0,-1.2586702433416364,-0.0,1.0,-0.8389729833301399,-0.7345085265376509,0.0
2018-12-12,-0.0,-1.258902901828497,-0.0,1.0,-0.8385786023689962,-0.7358454402575996,0.0
2018-12-13,-0.0,-1.2545085576444461,-0.0,1.0,-0.8408316422253703,-0.7335834896810507,0.0
2018-12-14,-0.0,-1.2527468320508404,-0.0,1.0,-0.8416982504498296,-0.7338922705868841,0.0
2018-12-17,-0.0,-1.2486086757642754,-0.0,1.0,-0.8240832507433101,-0.7391171761835784,0.0
2018-12-18,-0.0,-1.2330457160157433,-0.0,1.0,-0.8133893430214957,-0.7380411746896761,0.0
2018-12-19,-0.0,-1.2329409983726298,-0.0,1.0,-0.8133822805888808,-0.7382204897248609,0.0
2018-12-20,-0.0,-1.215958172311889,-0.0,1.0,-0.8352277032658938,-0.7375539895430779,0.0
2018-12-21,-0.0,-1.225457161246356,-0.0,1.0,-0.8477643584598494,-0.7128308030136676,0.0
2018-12-24,-0.0,-1.1966849582800871,-0.0,1.0,-0.8328572502443058,-0.7290084943245884,0.0
2018-12-26,-0.0,-1.2010794714312303,-0.0,1.0,-0.8085613251442397,-0.7126744835287548,0.0
2018-12-27,-0.0,-1.1488501841851149,-0.0,1.0,-0.7226851686277315,-0.7048746468295124,0.0
2018-12-28,-0.0,-1.1500553907729691,-0.0,1.0,-0.7209377121823964,-0.7025694171461243,0.0
2018-12-31,-0.0,-1.1478515764638593,-0.0,1.0,-0.7225995567312504,-0.7042968470722815,0.0
2019-01-02,-0.0,-1.1468004570775603,-0.0,1.0,-0.7199328667333238,-0.704185116411941,0.0
2019-01-03,-0.0,-1.1462126079817234,-0.0,1.0,-0.7219247519097595,-0.7015063896623117,0.0
2019-01-04,-0.0,-1.1519454700369214,-0.0,1.0,-0.6934819653507527,-0.7047003692132917,0.0
2019-01-07,-0.0,-1.1224489795918366,-0.0,1.0,-0.67921571358919,-0.6809570244480044,0.0
