Date,CTLT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.38889078091475665,-0.8992950311616661,-0.10707352790927359,-0.5557674624527467,-0.45458570309573265,0.0
2018-09-25,1.0,-0.39323813094304894,-0.8974472581029957,-0.11284550628812924,-0.5539688490508162,-0.45073446712790977,0.0
2018-09-26,1.0,-0.39464620630861036,-0.8993350383631714,-0.11553282182438192,-0.553623188405797,-0.44692242114237,0.0
2018-09-27,1.0,-0.40406598672051475,-0.8883564925730715,-0.12002874940105414,-0.5590047231158874,-0.4510917927305086,0.0
2018-09-28,1.0,-0.4132837516785456,-0.8896808180973039,-0.11937472024239919,-0.5648176841235408,-0.4560479289329615,0.0
2018-10-01,1.0,-0.4129903226917381,-0.8902090436339841,-0.11970933636394944,-0.5646588834934738,-0.4563143575438234,0.0
2018-10-02,1.0,-0.41325757575757577,-0.8869490358126723,-0.12110881542699725,-0.5651170798898072,-0.4570592286501377,0.0
2018-10-03,1.0,-0.41320150204981576,-0.8761497915733628,-0.11930271815895548,-0.5706066765425294,-0.46584214696661735,0.0
2018-10-04,1.0,-0.41230854146543394,-0.8798123361390919,-0.11949772319580514,-0.5694425279425969,-0.46860769973782246,0.0
2018-10-05,1.0,-0.41723505176055126,-0.8903507253401656,-0.11788941591939896,-0.5704047363501022,-0.4663642973375342,0.0
2018-10-08,1.0,-0.4155143805309735,-0.8875138274336285,-0.11404175884955753,-0.5739076327433629,-0.4658462389380531,0.0
2018-10-09,1.0,-0.4157707332250147,-0.8878210668233829,-0.11439139903896013,-0.5736509143706572,-0.46527465689494235,0.0
2018-10-10,1.0,-0.41615980094000554,-0.8873375725739563,-0.11477052806192979,-0.5737835222560133,-0.46388581697539394,0.0
2018-10-11,1.0,-0.37756719387583043,-0.8918153306579436,-0.059993929787879804,-0.5660135568070683,-0.4769500556436111,0.0
2018-10-12,1.0,-0.379356478694227,-0.8906950297678773,-0.054853167435948896,-0.5562244966218476,-0.46357615894039733,0.0
2018-10-15,1.0,-0.3644016837041491,-0.9181198637001404,-0.03250484399011158,-0.5575599652568985,-0.46809647892029127,0.0
2018-10-16,1.0,-0.36280406308473667,-0.9249198075380914,-0.027499331729484093,-0.5579390537289495,-0.4681569099171345,0.0
2018-10-17,1.0,-0.35272175089954777,-0.9016604496088205,-0.019113326511075168,-0.5552107747664478,-0.472386359885122,0.0
2018-10-18,1.0,-0.3509769563923695,-0.8994611035805204,-0.020894634178596223,-0.5605845207789202,-0.4741957880120342,0.0
2018-10-19,1.0,-0.34586515670266005,-0.8984066368185409,-0.013530418751646038,-0.5618909665525416,-0.47241243086647355,0.0
2018-10-22,1.0,-0.3451525736505635,-0.9020299215712119,-0.017926580109404865,-0.5594806564291833,-0.47077044750543723,0.0
2018-10-23,1.0,-0.3460385438972163,-0.9014659858342942,-0.020260253664964586,-0.5572063910393675,-0.46934607148739915,0.0
2018-10-24,1.0,-0.3463905987688864,-0.900687975246058,-0.01599789328154317,-0.5583133085355015,-0.47035781296290197,0.0
2018-10-25,1.0,-0.32687230343228796,-0.8736557408719171,-0.012396162019447484,-0.5585356429905338,-0.4483224933994462,0.0
2018-10-26,1.0,-0.3108125399872041,-0.8662507997440818,-0.0,-0.5760716570697376,-0.4458413307741523,0.0
2018-10-29,1.0,-0.3014668367346939,-0.8704081632653061,-0.0,-0.5713966836734694,-0.44550382653061227,0.0
2018-10-30,1.0,-0.2943351716662947,-0.8705091013420891,-0.0,-0.5717109247983677,-0.4513054289266473,0.0
2018-10-31,1.0,-0.29734698405654697,-0.8558432913879995,-0.0,-0.5694316777076929,-0.44705061967098797,0.0
2018-11-01,1.0,-0.32218591838042154,-0.847107438016529,-0.0,-0.5792811839323467,-0.45470561855339864,0.0
2018-11-02,1.0,-0.32224572197654294,-0.8479459078382363,-0.0,-0.5791834903544191,-0.4551368326603858,0.0
2018-11-05,1.0,-0.318261928413497,-0.8594866536354023,-0.0,-0.5803826064664979,-0.4462780786362034,0.0
2018-11-06,1.0,-0.32644614841669606,-0.8673361352626007,-0.0,-0.5759889633931149,-0.4385447078828323,0.0
2018-11-07,1.0,-0.35252059666823937,-1.0085290168039778,-0.0,-0.704605669074148,-0.5636772765216129,0.0
2018-11-08,1.0,-0.34596041824957485,-1.0082130323094178,-0.0,-0.7013640146170266,-0.5625746228155866,0.0
2018-11-09,1.0,-0.3454887490051371,-1.0079227262860866,-0.0,-0.7018667245495984,-0.562405035815064,0.0
2018-11-12,1.0,-0.34520676352886037,-0.9890399105887443,-0.0,-0.7112521181093846,-0.5597577243393301,0.0
2018-11-13,1.0,-0.31028407047824524,-0.9955771305285868,-0.0,-0.7269327580007191,-0.5630348795397339,0.0
2018-11-14,1.0,-0.3121064939737363,-0.9949271451699947,-0.0,-0.7278287461773701,-0.5629069976614499,0.0
2018-11-15,1.0,-0.3112156919097572,-0.9955094122718783,-0.0,-0.7294510705561145,-0.5562580830579107,0.0
2018-11-16,1.0,-0.31197901695889624,-0.9952572578327106,-0.0,-0.7293403276803679,-0.5564458177637253,0.0
2018-11-19,1.0,-0.3108219818136075,-0.9960104949142795,-0.0,-0.7303669625849118,-0.5569852280487367,0.0
2018-11-20,1.0,-0.3007135941478108,-0.9958044967189013,-0.0,-0.7309499049736435,-0.5584681034173629,0.0
2018-11-21,1.0,-0.3096280476953195,-0.992276205730557,-0.0,-0.7310909414486564,-0.5263570030254494,0.0
2018-11-23,1.0,-0.3104,-0.9851022222222221,-0.0,-0.7333333333333333,-0.52672,0.0
2018-11-26,1.0,-0.3090053811339581,-0.9983607141584405,-0.0,-0.73183421831011,-0.5245001960015679,0.0
2018-11-27,1.0,-0.3024056202100483,-0.9995742265114961,-0.0,-0.7270791938688618,-0.5190178824865171,0.0
2018-11-28,1.0,-0.3027249503264263,-0.9993258586432019,-0.0,-0.7269017882486517,-0.5191598069826853,0.0
2018-11-29,1.0,-0.27148526674393286,-0.9877076528641169,-0.0,-0.725986021845257,-0.526920240227584,0.0
2018-11-30,1.0,-0.271297141653206,-0.9879907296860735,-0.0,-0.7264203946906385,-0.525774281901819,0.0
2018-12-03,1.0,-0.2691349359536761,-0.9885593963853309,-0.0,-0.7263028601509037,-0.5253553254957011,0.0
2018-12-04,1.0,-0.2643114736878961,-0.9903364728125766,-0.0,-0.7235390917684955,-0.5231259409684534,0.0
2018-12-06,1.0,-0.25823045267489714,-0.9538065843621398,-0.0,-0.7188271604938271,-0.4985253772290809,0.0
2018-12-07,1.0,-0.2513315693618776,-0.9572866911789973,-0.0,-0.7222088588021031,-0.5054809113088897,0.0
2018-12-10,1.0,-0.2316678587241579,-0.9612751609277613,-0.0,-0.7220462518306597,-0.4908892748884575,0.0
2018-12-11,1.0,-0.22212745633187775,-0.9661913209606988,-0.0,-0.7210357532751093,-0.502149290393013,0.0
2018-12-12,1.0,-0.2255595421151546,-0.966888774987186,-0.0,-0.7242781479583119,-0.500358790363916,0.0
2018-12-13,1.0,-0.2253516318448723,-0.9634029769220265,-0.0,-0.7264782193090262,-0.4986685784514543,0.0
2018-12-14,1.0,-0.22704159983619426,-0.9592191925741391,-0.0,-0.7278435655052383,-0.498549636555984,0.0
2018-12-17,1.0,-0.22535836177474405,-0.9608191126279864,-0.0,-0.7291808873720137,-0.4976450511945393,0.0
2018-12-18,1.0,-0.21257038192795602,-0.951292313954277,-0.0,-0.7274269045519299,-0.5006105420256427,0.0
2018-12-19,1.0,-0.1988206421705638,-0.9601881518849275,-0.0,-0.74064353398323,-0.5088963119503715,0.0
2018-12-20,1.0,-0.19733360472216568,-0.9474523373363186,-0.0,-0.7439107130741571,-0.5036298256326752,0.0
2018-12-21,1.0,-0.19476279544295189,-0.9509947287876213,-0.0,-0.7470838292807346,-0.5079408263900698,0.0
2018-12-24,1.0,-0.1784627864530521,-0.9351720408301223,-0.0,-0.7439329412559994,-0.5223754478469546,0.0
2018-12-26,1.0,-0.179096973150538,-0.9437870814199041,-0.0,-0.7213823618140985,-0.5076928233835015,0.0
2018-12-27,1.0,-0.13898261095250455,-0.9150661821956916,-0.0,-0.6685699454970153,-0.5216389826109524,0.0
2018-12-28,1.0,-0.1335604217356042,-0.9216869424168692,-0.0,-0.6692944038929439,-0.5195782643957826,0.0
2018-12-31,1.0,-0.13411192214111922,-0.9209732360097322,-0.0,-0.6692295214922952,-0.5197729115977291,0.0
2019-01-02,1.0,-0.13330955314871262,-0.9209092677864973,-0.0,-0.6687528374083923,-0.5198132174589792,0.0
2019-01-03,1.0,-0.14282008883701328,-0.9178743961352658,-0.0,-0.6764257692182992,-0.5050740848814966,0.0
2019-01-04,1.0,-0.13151260504201678,-0.9214932126696832,-0.0,-0.6725597931480284,-0.5064964447317388,0.0
2019-01-07,1.0,-0.1209813605225426,-0.9036801019595347,-0.0,-0.6689819977696352,-0.49259200254898833,0.0
2019-01-08,1.0,-0.12084409167702656,-0.9051034394823245,-0.0,-0.6685155079532051,-0.49322622804500976,0.0
2019-01-09,1.0,-0.12104306799706716,-0.9050973891421467,-0.0,-0.6684624948197264,-0.49322579616819145,0.0
2019-01-10,1.0,-0.1207182496651145,-0.906263953562544,-0.0,-0.6683038846718122,-0.4941315302672706,0.0
2019-01-11,1.0,-0.12241572136123981,-0.8999520690206103,-0.0,-0.6711295734142834,-0.5019012621824572,0.0
2019-01-14,1.0,-0.1293384467881112,-0.8980504953659316,-0.0,-0.6717481623521891,-0.4967721316714605,0.0
2019-01-15,1.0,-0.1255879435574185,-0.8925223178574858,-0.0,-0.6719674911208524,-0.5096150769526125,0.0
2019-01-16,1.0,-0.12486813081423229,-0.8904127105910937,-0.0,-0.6717496243726224,-0.5097982801061347,0.0
2019-01-17,1.0,-0.1259671334484302,-0.8891553168361149,-0.0,-0.6712065988873969,-0.5108063175394846,0.0
2019-01-18,1.0,-0.1263594825921874,-0.8801724692708669,-0.0,-0.6738207091833451,-0.5373576163202266,0.0
2019-01-22,1.0,-0.0,-1.0091948068766796,-0.0,-0.779000874154175,-0.44941237413798685,0.0
2019-01-23,1.0,-0.0,-0.9316527149684083,-0.0,-0.7743994355174957,-0.5012348054780461,0.0
2019-01-24,1.0,-0.0,-0.9342948717948717,-0.0,-0.7671794871794871,-0.5036217948717948,0.0
2019-01-25,1.0,-0.0,-0.9237528067948843,-0.0,-0.8483517198737348,-0.4821504116632496,0.0
2019-01-28,1.0,-0.0,-0.9047743112095357,-0.0,-0.8744219370807009,-0.47749625480362146,0.0
2019-01-29,1.0,-0.0,-0.8947299594612266,-0.0,-0.8717470903622336,-0.5027788675297503,0.0
2019-01-30,1.0,-0.0,-0.8951446787641001,-0.0,-0.8721268595716853,-0.5023050514958313,0.0
2019-01-31,1.0,-0.0,-0.9049535401125507,-0.0,-0.8404986258343149,-0.5263708938620599,0.0
2019-02-01,1.0,-0.0,-0.90377771247592,-0.0,-0.8335129134423875,-0.527802265974467,0.0
2019-02-04,1.0,-0.0,-0.8993404727700143,-0.0,-0.8316246571764399,-0.5339885072482695,0.0
2019-02-05,1.0,-0.0,-0.8857170820827353,-0.0,-0.8268302231502023,-0.5498825525251207,0.0
2019-02-06,1.0,-0.0,-0.8734583209337698,-0.0,-0.8751446615745794,-0.5579472935885991,0.0
2019-02-07,1.0,-0.0,-0.8687630195417121,-0.0,-0.8720034388122873,-0.5657838177429488,0.0
2019-02-08,1.0,-0.0,-0.870721929562999,-0.0,-0.8882483517211676,-0.5541530000331313,0.0
2019-02-11,1.0,-0.0,-0.8591820475368477,-0.0,-0.895963351480547,-0.5645000663922454,0.0
2019-02-12,1.0,-0.0,-0.8658926076252578,-0.0,-0.9000266152105928,-0.5609821012708762,0.0
2019-02-13,1.0,-0.0,-0.8705064680256727,-0.0,-0.8967776262844602,-0.5582122310531742,0.0
2019-02-14,1.0,-0.0,-0.8741444614260083,-0.0,-0.8914213569007906,-0.5569140806698119,0.0
2019-02-15,1.0,-0.0,-0.9031056726740706,-0.0,-0.8773359047682382,-0.5446897652457272,0.0
2019-02-19,1.0,-0.0,-0.8863168382597144,-0.0,-0.892992361341747,-0.5418465626037862,0.0
2019-02-20,1.0,-0.0,-0.8802349505541912,-0.0,-0.8965288378575695,-0.5417800491139576,0.0
2019-02-21,1.0,-0.0,-0.9011171147280141,-0.0,-0.8892829913481619,-0.5244472436768655,0.0
2019-02-22,1.0,-0.0,-0.9144526221987525,-0.0,-0.8675533846001519,-0.5184329515825605,0.0
2019-02-25,1.0,-0.0,-0.9174406262438636,-0.0,-0.8776038211489982,-0.5219251691654504,0.0
2019-02-26,1.0,-0.0,-0.9151143520053032,-0.0,-0.881769970169042,-0.5176334106728538,0.0
2019-02-27,1.0,-0.0,-0.9175244084064207,-0.0,-0.8698328644712892,-0.5222902531855039,0.0
2019-02-28,1.0,-0.0,-0.9183166677703463,-0.0,-0.8702403814316932,-0.5225150652274684,0.0
2019-03-01,1.0,-0.0,-0.9182639785480187,-0.0,-0.8771807859105505,-0.515046181348694,0.0
2019-03-04,1.0,-0.0,-0.9248619880334533,-0.0,-0.8594757198109154,-0.5213381375822287,0.0
2019-03-05,1.0,-0.0,-0.9173780689563894,-0.0,-0.8693997749983455,-0.5220369267421084,0.0
2019-03-06,1.0,-0.0,-0.9137697218271426,-0.0,-0.8738464591671352,-0.5200277842093077,0.0
2019-03-07,1.0,-0.0,-0.8877056476871846,-0.0,-0.8874418911344829,-0.5218093699515347,0.0
2019-03-08,1.0,-0.0,-0.8836969878117632,-0.0,-0.9190993324698615,-0.5182491448307928,0.0
2019-03-11,1.0,-0.0,-0.8809149583653813,-0.0,-0.9226833428084138,-0.5405143296659197,0.0
2019-03-12,1.0,-0.0,-0.8429715753540405,-0.0,-0.9499104336363944,-0.5869807685807955,0.0
2019-03-13,1.0,-0.0,-0.8522630810498795,-0.0,-0.9534820549387117,-0.5897253064412075,0.0
2019-03-14,1.0,-0.0,-0.847471396655609,-0.0,-0.9565364565703066,-0.581003317310947,0.0
