Date,IWF,IWM,MCO,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3340197586215885,-0.35072856658759743,1.0,-0.2803482522221933,-0.35229257357349525,-0.2892891588249094,0.0
2018-09-25,-0.3360352376980817,-0.3492493744787323,1.0,-0.2833871976647206,-0.35083924103419517,-0.28680150125104253,0.0
2018-09-26,-0.3355301009467022,-0.3502275223599561,1.0,-0.27836183900831635,-0.35475181756368007,-0.29632825984622624,0.0
2018-09-27,-0.3367224255096707,-0.3468112911657083,1.0,-0.27929952953476217,-0.35470465237846316,-0.2961578672242551,0.0
2018-09-28,-0.3366093366093366,-0.3469339745935491,1.0,-0.27936640702598153,-0.35469705682471636,-0.29622562601286007,0.0
2018-10-01,-0.34868525896414343,-0.35516600265604253,1.0,-0.2758831341301461,-0.370066401062417,-0.30624169986719785,0.0
2018-10-02,-0.3510703363914373,-0.3385454061959846,1.0,-0.2817444488764792,-0.37561494482116736,-0.31221911979789924,0.0
2018-10-03,-0.35259282970550576,-0.3490183525394793,1.0,-0.28283717456252666,-0.37443982074263765,-0.30860542040119504,0.0
2018-10-04,-0.3547561268300488,-0.3452358729566122,1.0,-0.2831008826902051,-0.37737006320168537,-0.3062481666177765,0.0
2018-10-05,-0.3542415767745372,-0.3440404847516314,1.0,-0.28222133439872155,-0.3774936742575576,-0.3054734318817419,0.0
2018-10-08,-0.35380848459040826,-0.34300314046947356,1.0,-0.2815244584020865,-0.37800074519614624,-0.30507797945387766,0.0
2018-10-09,-0.35227091209200784,-0.343618550662904,1.0,-0.27730152814014164,-0.3805441669772643,-0.3085298972365689,0.0
2018-10-10,-0.352806536608735,-0.3428259654539164,1.0,-0.2780454049450403,-0.3807255209858143,-0.30710882814787216,0.0
2018-10-11,-0.33641530684407656,-0.3374630032216664,1.0,-0.2582571570758794,-0.3756515361848136,-0.31142774823856045,0.0
2018-10-12,-0.34049797276224136,-0.3316872855806217,1.0,-0.2592785112797588,-0.36695602453477494,-0.30060297328204594,0.0
2018-10-15,-0.33677707403177237,-0.3370366524763784,1.0,-0.25428304433599835,-0.36675838438376074,-0.3009552486761499,0.0
2018-10-16,-0.33465855940130956,-0.34785885043134807,1.0,-0.24657000311817898,-0.36791913522502856,-0.30147593805217754,0.0
2018-10-17,-0.3281664392203312,-0.3313592707984654,1.0,-0.24059530859747147,-0.36787084481293614,-0.3068723124855164,0.0
2018-10-18,-0.32636004849485384,-0.32922330848401987,1.0,-0.2422679082724998,-0.3731008331828617,-0.30858720045399435,0.0
2018-10-19,-0.32446890592047734,-0.3257034103183993,1.0,-0.24070263875315057,-0.3735661745794969,-0.3074430327658042,0.0
2018-10-22,-0.3288507612643945,-0.31795347399335344,1.0,-0.22881727078341962,-0.3840842929644228,-0.3164850452121493,0.0
2018-10-23,-0.32891110023442127,-0.317885571498493,1.0,-0.2290115665009403,-0.3838841804271105,-0.31633993662897036,0.0
2018-10-24,-0.32866015514264363,-0.31902172512434607,1.0,-0.22982759065020744,-0.38393938612993844,-0.31567146870087365,0.0
2018-10-25,-0.3123358254192766,-0.2936451808446151,1.0,-0.22842998585572846,-0.391720549605981,-0.2996312386340675,0.0
2018-10-26,-0.30474397590361446,-0.28940763052208834,1.0,-0.21546184738955826,-0.4024347389558233,-0.2980170682730924,0.0
2018-10-29,-0.34776143183387326,-0.31079717457114026,1.0,-0.21859896967443837,-0.4615486749163524,-0.31677200063731475,0.0
2018-10-30,-0.3410443004355678,-0.31214809306278546,1.0,-0.21385318176989268,-0.4636141506427281,-0.3252151280144481,0.0
2018-10-31,-0.34564964583994084,-0.29582936885505867,1.0,-0.2149275821968496,-0.4639232477006026,-0.3226556718469183,0.0
2018-11-01,-0.35333262633225515,-0.2887745903812503,1.0,-0.22188345087226258,-0.46434063311946544,-0.3229227424571822,0.0
2018-11-02,-0.35195278228272137,-0.2958817430143833,1.0,-0.22258261771196128,-0.4633770239013107,-0.3248610852630739,0.0
2018-11-05,-0.34984717607973426,-0.3016345514950166,1.0,-0.22253820598006646,-0.4637873754152824,-0.3200265780730897,0.0
2018-11-06,-0.34758789426094355,-0.30038295835327905,1.0,-0.2236849103771076,-0.4652943992340833,-0.32250944098718154,0.0
2018-11-07,-0.34529410201206706,-0.3002684528081227,1.0,-0.22746724078356326,-0.46320070169842914,-0.3217180979719852,0.0
2018-11-08,-0.3364357482813326,-0.3017979904812269,1.0,-0.21858804865150713,-0.4612109994711793,-0.32609730301427814,0.0
2018-11-09,-0.3343219553531234,-0.30323332362365274,1.0,-0.21939464555252491,-0.46439636681407725,-0.32674840452294573,0.0
2018-11-12,-0.33431077296983147,-0.29624346172135047,1.0,-0.21939557246261954,-0.4666613832091721,-0.32511755692925454,0.0
2018-11-13,-0.32918846447067485,-0.2929099082520571,1.0,-0.21422750335182314,-0.4695181261337049,-0.3230368831988223,0.0
2018-11-14,-0.32833109549008765,-0.2952373430218782,1.0,-0.2135165732038017,-0.47084221888739697,-0.3248295289998157,0.0
2018-11-15,-0.3283601726134091,-0.2950215766761394,1.0,-0.2132143984843701,-0.47142406062519737,-0.3233343858541206,0.0
2018-11-16,-0.32708979141491096,-0.29065307623601117,1.0,-0.21136972626490833,-0.47120790206483476,-0.3266957389796669,0.0
2018-11-19,-0.32715190039662734,-0.2901421029129784,1.0,-0.21278663549683485,-0.47033174857503085,-0.32625883218197577,0.0
2018-11-20,-0.2977291841883936,-0.2926566442388562,1.0,-0.17493692178301093,-0.49563708999158956,-0.3672992010092515,0.0
2018-11-21,-0.30013321839981194,-0.2871509547318653,1.0,-0.17963586970718073,-0.49356111067575686,-0.3516704542486221,0.0
2018-11-23,-0.30275229357798167,-0.3122165981229569,1.0,-0.17025202994832858,-0.49449014025097543,-0.35658546873352315,0.0
2018-11-26,-0.3026461441147014,-0.31408465552685677,1.0,-0.16975910600390068,-0.49356913183279744,-0.3555690264087291,0.0
2018-11-27,-0.3022857744772739,-0.3140569863590878,1.0,-0.1685890346026228,-0.493521883393901,-0.3549533891610049,0.0
2018-11-28,-0.3016052929857395,-0.3222447742309619,1.0,-0.16648654347997996,-0.49149906423807893,-0.3541133985291404,0.0
2018-11-29,-0.30019482912958767,-0.321441735558949,1.0,-0.16573640145332003,-0.49096940656100263,-0.3545100310673477,0.0
2018-11-30,-0.29949399114484504,-0.3218690702087287,1.0,-0.165955091714105,-0.49093400801180687,-0.35723698081383093,0.0
2018-12-03,-0.29963080168776374,-0.3218090717299578,1.0,-0.167246835443038,-0.490954641350211,-0.3574894514767933,0.0
2018-12-04,-0.2898195706571843,-0.32795996312392994,1.0,-0.17023574344791256,-0.4886606084551561,-0.357329118925326,0.0
2018-12-06,-0.2817929207676526,-0.3008803594151713,1.0,-0.18692705222427092,-0.4845612486041499,-0.3427428779183005,0.0
2018-12-07,-0.27734944780162535,-0.30516774327984997,1.0,-0.18045426130443842,-0.4899979162325485,-0.3517659929151907,0.0
2018-12-10,-0.2702275436686881,-0.3052661587104131,1.0,-0.17889908256880732,-0.49131809464572646,-0.3459026589954906,0.0
2018-12-11,-0.2694331406650942,-0.3059018687955211,1.0,-0.1782742800860527,-0.49109665379331796,-0.34726938130167695,0.0
2018-12-12,-0.26917593384659255,-0.30614096482359954,1.0,-0.1780335433030044,-0.49101796407185627,-0.3478497550353838,0.0
2018-12-13,-0.270594653573377,-0.31026420388122516,1.0,-0.17590211207232487,-0.4904528096017458,-0.3506871379211805,0.0
2018-12-14,-0.27121900558224066,-0.30099961054134755,1.0,-0.1806828508373361,-0.4937297156951837,-0.3497857977411398,0.0
2018-12-17,-0.26942427385892115,-0.3004927385892116,1.0,-0.17907157676348548,-0.4925051867219917,-0.3518672199170124,0.0
2018-12-18,-0.2681525199968937,-0.2981284460666304,1.0,-0.1777070228572908,-0.4927648779477622,-0.351841785094872,0.0
2018-12-19,-0.27106094340599596,-0.2975715839072128,1.0,-0.17728990835188732,-0.4915341997618185,-0.3514472117226739,0.0
2018-12-20,-0.2683594658125178,-0.29310567509622093,1.0,-0.18229018675896985,-0.4905587270425955,-0.3487975615426343,0.0
2018-12-21,-0.26768548823544575,-0.2923485297528542,1.0,-0.1817900677782646,-0.49166301574620525,-0.3436332242352395,0.0
2018-12-24,-0.26513806325432976,-0.2893538176484212,1.0,-0.1825831853624643,-0.4914948917882601,-0.3448364600221313,0.0
2018-12-26,-0.2670543330686272,-0.2912877526449266,1.0,-0.18080282808617468,-0.4832594717831801,-0.3392678740681917,0.0
2018-12-27,-0.2546216789574705,-0.28192241640569754,1.0,-0.18375593494292355,-0.4632286089503991,-0.3419789877765431,0.0
2018-12-28,-0.25692370006581944,-0.28031492076350567,1.0,-0.183762847450762,-0.4652422662143689,-0.34527365703002383,0.0
2018-12-31,-0.25785462923111974,-0.2791969416947265,1.0,-0.18342236512316767,-0.46545482164105423,-0.34573027165244685,0.0
2019-01-02,-0.25768578730295283,-0.2794969762910858,1.0,-0.18035980870929377,-0.4654993547734116,-0.34728372257787,0.0
2019-01-03,-0.2575673213201053,-0.2800161976108524,1.0,-0.1793379226564082,-0.46530168050212595,-0.3486535735978943,0.0
2019-01-04,-0.2555445970209645,-0.28020129985079534,1.0,-0.17896972915560275,-0.4651645044634954,-0.3490124674405078,0.0
2019-01-07,-0.2541097447034166,-0.27835155677886925,1.0,-0.1803742329739148,-0.46471048710891144,-0.347642736294538,0.0
2019-01-08,-0.25484066155707946,-0.269387858007261,1.0,-0.18276018555869303,-0.46888866478418717,-0.34530052440500203,0.0
2019-01-09,-0.2546187775677379,-0.2683049779458097,1.0,-0.1827599243856333,-0.46880907372400754,-0.3459609325771897,0.0
2019-01-10,-0.2550956136151773,-0.26683631049860174,1.0,-0.18301378146179234,-0.46945151293744175,-0.34506563200725604,0.0
2019-01-11,-0.2576501700037779,-0.27515426268731896,1.0,-0.1770557864248835,-0.4691600554086387,-0.33952902657096085,0.0
2019-01-14,-0.25829888513090316,-0.2723537517224101,1.0,-0.17857948139797067,-0.4600526118000751,-0.3360390830514844,0.0
2019-01-15,-0.25107193901858027,-0.26689400967879445,1.0,-0.18459918256814023,-0.45851407938617383,-0.34635540733682707,0.0
2019-01-16,-0.25547683649884434,-0.26771178776002413,1.0,-0.1860617023414732,-0.4628429303587579,-0.34021706361169735,0.0
2019-01-17,-0.25816911321134123,-0.26802232053086666,1.0,-0.18155539915543936,-0.4636788658757289,-0.34214759702392916,0.0
2019-01-18,-0.25814170213837745,-0.270055159559731,1.0,-0.1829332796010377,-0.462030577034481,-0.34556582625998034,0.0
2019-01-22,-0.22528122404811637,-0.24687319123235274,1.0,-0.13126305458388907,-0.5920175151621914,-0.32111130684248934,0.0
2019-01-23,-0.22716457535001378,-0.2570441054925238,1.0,-0.12452726225361284,-0.5928820096676435,-0.302952889022466,0.0
2019-01-24,-0.23201222567391522,-0.25633831045194905,1.0,-0.12115442429101111,-0.5931706583826034,-0.3026104820122256,0.0
2019-01-25,-0.20802163364334816,-0.2290992721391023,1.0,-0.09482410028305702,-0.7225535786494137,-0.2727961989486454,0.0
2019-01-28,-0.2077357010953429,-0.2268093395057044,1.0,-0.09764488629177102,-0.7246717765804053,-0.2727985631529686,0.0
2019-01-29,-0.2041578363104249,-0.23256635381975982,1.0,-0.09549399535775559,-0.720708446866485,-0.270057523463518,0.0
2019-01-30,-0.2057000302388872,-0.23359540368914425,1.0,-0.09457211974599335,-0.7213738534421933,-0.2646910593690152,0.0
2019-01-31,-0.18179524061877003,-0.24473212708506825,1.0,-0.09667650844121431,-0.7151184798243622,-0.28523481464657935,0.0
2019-02-01,-0.1807842642794099,-0.24448367166813767,1.0,-0.09776825116630941,-0.7131004917412683,-0.2856386332114487,0.0
2019-02-04,-0.17822381360633419,-0.2389681779212265,1.0,-0.10282918957083059,-0.7078521357607546,-0.2936860154319431,0.0
2019-02-05,-0.16627557843211466,-0.23644437716044708,1.0,-0.10670400928519164,-0.7075416950521031,-0.3061842404057225,0.0
2019-02-06,-0.17628787878787877,-0.23487373737373735,1.0,-0.0993181818181818,-0.7114393939393938,-0.30333333333333334,0.0
2019-02-07,-0.18004091839054331,-0.23613952666009955,1.0,-0.09590563511909272,-0.7154656361294234,-0.29824960218231417,0.0
2019-02-08,-0.17228218284761015,-0.2360286125925739,1.0,-0.10514875009478553,-0.7210524985466219,-0.2931274170310644,0.0
2019-02-11,-0.1703581825085432,-0.22933805847361094,1.0,-0.1063156562460448,-0.7245158840653081,-0.3007720541703582,0.0
2019-02-12,-0.17348413765120582,-0.2358177161260873,1.0,-0.1004742220982426,-0.7251794182537468,-0.30099155529632543,0.0
2019-02-13,-0.16627806781894675,-0.24261239799280246,1.0,-0.1072786253738152,-0.7211465355567946,-0.29702468447463126,0.0
2019-02-14,-0.16434427269727658,-0.21789893144496053,1.0,-0.11949541866544836,-0.7263636132896774,-0.3100332495748623,0.0
2019-02-15,-0.16428680319121905,-0.22745058183850808,1.0,-0.11413181564103868,-0.7273235428629504,-0.30761217541541747,0.0
2019-02-19,-0.1404937512804753,-0.24039643515673018,1.0,-0.114500102438025,-0.7478231919688588,-0.3177371440278631,0.0
2019-02-20,-0.14356308889799263,-0.253994264645637,1.0,-0.11222347398607128,-0.7411153215895124,-0.30950430151577224,0.0
2019-02-21,-0.14242890084550347,-0.2535229310786574,1.0,-0.10958237253394826,-0.7442736356648733,-0.31234947476300284,0.0
2019-02-22,-0.13159242191500256,-0.2570916538658474,1.0,-0.1236047107014849,-0.7414234511008705,-0.30647721454173066,0.0
2019-02-25,-0.12596057467423988,-0.25829499601634587,1.0,-0.1268858104808656,-0.7507774550875119,-0.30820632758487754,0.0
2019-02-26,-0.12522485480803824,-0.2591098319370921,1.0,-0.12897671789073342,-0.7491905226910625,-0.3072930050881431,0.0
2019-02-27,-0.12697882401315788,-0.2568359375,1.0,-0.13006270559210525,-0.7505910773026315,-0.3054584703947368,0.0
2019-02-28,-0.13240203379384727,-0.260926506085974,1.0,-0.12706075702326539,-0.7517847054594012,-0.2957732011709722,0.0
2019-03-01,-0.13178234856071694,-0.2615360912102303,1.0,-0.1274169940682536,-0.7523046503864623,-0.2948411781321419,0.0
2019-03-04,-0.13338986535101244,-0.26405591530475897,1.0,-0.124678795354096,-0.7559615582279782,-0.29155103299414126,0.0
2019-03-05,-0.13530519095386678,-0.2672064777327935,1.0,-0.12246318883932024,-0.754196859124784,-0.29954356739472393,0.0
2019-03-06,-0.1354083395652286,-0.27174501663271355,1.0,-0.11426287423605559,-0.7574460403826813,-0.29982722607596896,0.0
2019-03-07,-0.13999948510671162,-0.2569832402234637,1.0,-0.11778183971371933,-0.7662641917462606,-0.2934634297041938,0.0
2019-03-08,-0.12435633367662204,-0.25466014418125643,1.0,-0.1203913491246138,-0.7901132852729145,-0.28514418125643665,0.0
2019-03-11,-0.11128664663835076,-0.25549052108152903,1.0,-0.1294416243654822,-0.7873200041437894,-0.30635553713871333,0.0
2019-03-12,-0.09549161169687839,-0.23866410429543447,1.0,-0.15018438684880278,-0.7904742118111463,-0.3221835558094842,0.0
2019-03-13,-0.09934205393597378,-0.23995527006995554,1.0,-0.1568668244350246,-0.7812394351546044,-0.32317374457129483,0.0
2019-03-14,-0.09941505264526193,-0.24045235928766412,1.0,-0.15770180683738463,-0.779461848433641,-0.32273495385415313,0.0
2019-03-15,-0.10065349267098857,-0.23418990340805543,1.0,-0.16136842927438882,-0.781848004373975,-0.32552266395896795,0.0
2019-03-18,-0.08489751040603158,-0.2387235267938951,1.0,-0.1906856200424095,-0.7704913741197414,-0.3330453676797822,0.0
2019-03-19,-0.08179004249514715,-0.2413566969204134,1.0,-0.18873616284560096,-0.7723624154031792,-0.3388856828078275,0.0
2019-03-20,-0.08605879107888721,-0.24015551527569812,1.0,-0.18714372028265952,-0.7698006147056506,-0.34376231381511546,0.0
2019-03-21,-0.08246393188447691,-0.24258271358368594,1.0,-0.18965653167949964,-0.7755236118045883,-0.33768691036186377,0.0
2019-03-22,-0.08117192462417955,-0.24147787423247935,1.0,-0.19370633072199875,-0.7825269955536734,-0.34776625026466224,0.0
2019-03-25,-0.07209247215566497,-0.21303878459148476,1.0,-0.22085889570552145,-0.7803786302956897,-0.34663893204139123,0.0
2019-03-26,-0.06478181674190227,-0.21374831709828146,1.0,-0.22824107072146987,-0.7793088883609197,-0.3537129431641192,0.0
2019-03-27,-0.07249663756955615,-0.20327540283235315,1.0,-0.22972652232390095,-0.779345446873599,-0.35232996650755555,0.0
2019-03-28,-0.06432378238615376,-0.20249591050604188,1.0,-0.23938050762492744,-0.7752889029602659,-0.3568940952984011,0.0
2019-03-29,-0.06360181568668849,-0.2041855800696717,1.0,-0.23899503853056056,-0.7765227488651959,-0.35574791512720366,0.0
2019-04-01,-0.06295220491153948,-0.20583575389490363,1.0,-0.23797200950620548,-0.7770002640612623,-0.3568259836282018,0.0
2019-04-02,-0.06810196803592657,-0.20639281468762385,1.0,-0.24305904107779686,-0.7729758288204992,-0.3511028926165632,0.0
2019-04-03,-0.07282284265300193,-0.2056050080562086,1.0,-0.2399693599936607,-0.7755091259674055,-0.3474735201669352,0.0
2019-04-04,-0.07895223746464727,-0.2054555546744905,1.0,-0.23328839901673143,-0.7724209023868052,-0.3530780006872307,0.0
2019-04-05,-0.08339061921632912,-0.20366453386917668,1.0,-0.23219290360107872,-0.7703453016762731,-0.3543440325736344,0.0
2019-04-08,-0.0854486383686838,-0.1979978340685174,1.0,-0.23064528909902532,-0.7703056076494361,-0.35700890145011754,0.0
2019-04-09,-0.09405731204398858,-0.19168340911494133,1.0,-0.23199746219731418,-0.7740298191815587,-0.351802897324733,0.0
2019-04-10,-0.09663721482262956,-0.19108532243175524,1.0,-0.237636819200844,-0.7749967031517869,-0.3371225108795991,0.0
2019-04-11,-0.10232459959365683,-0.17195704372147025,1.0,-0.2428823979524526,-0.7858254835219927,-0.33557613657352436,0.0
2019-04-12,-0.10341373401871622,-0.1694213786740477,1.0,-0.24299459601950704,-0.785949650718334,-0.334282325029656,0.0
2019-04-15,-0.10019003378378379,-0.17029138513513511,1.0,-0.24231946790540543,-0.7906197212837838,-0.33596389358108103,0.0
2019-04-16,-0.09656301145662849,-0.16503880470936066,1.0,-0.24644950108230823,-0.7944406314344543,-0.3372841982999842,0.0
2019-04-17,-0.09692502773815186,-0.16463253553125165,1.0,-0.24060865430337613,-0.7956622813969462,-0.3439266656099752,0.0
2019-04-18,-0.08985108577776602,-0.17467664718173884,1.0,-0.24429338482291638,-0.7945618536249901,-0.34162985690480596,0.0
2019-04-22,-0.0919290817676634,-0.1731145805768722,1.0,-0.24390050277851283,-0.7935961894681133,-0.34363588250860017,0.0
