Date,IWF,IWM,JFR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.09252680853889314,-0.20323030443876366,1.0,-0.0,-0.1891039474121045,-0.17511038810132468,0.0
2018-09-25,-0.09421937496888122,-0.202678704794782,1.0,-0.0,-0.18872089356546562,-0.1740494249249,0.0
2018-09-26,-0.09377334373599376,-0.20240367855779287,1.0,-0.0,-0.18884148669510797,-0.17498049501170299,0.0
2018-09-27,-0.09769350925587425,-0.1973146332546778,1.0,-0.0,-0.19055136428595168,-0.1761773405563495,0.0
2018-09-28,-0.09836229112976971,-0.19715687089533626,1.0,-0.0,-0.190772300274337,-0.17635713691911212,0.0
2018-10-01,-0.09894715832543285,-0.19669677161818272,1.0,-0.0,-0.19119139098182059,-0.17640503634216523,0.0
2018-10-02,-0.10136023841632952,-0.1886519154887368,1.0,-0.0,-0.1948287631320447,-0.18007758520220438,0.0
2018-10-03,-0.10124348709070631,-0.18735538428245635,1.0,-0.0,-0.19521249146871306,-0.18082999017861603,0.0
2018-10-04,-0.10181763707180666,-0.18654083025400314,1.0,-0.0,-0.19584540097872766,-0.18031558973334666,0.0
2018-10-05,-0.097317880794702,-0.18245033112582784,1.0,-0.0,-0.19543046357615895,-0.18043046357615894,0.0
2018-10-08,-0.09955708005861197,-0.18677567603570003,1.0,-0.0,-0.19608365525509525,-0.18267949913414147,0.0
2018-10-09,-0.09679622811255685,-0.18674508105226328,1.0,-0.0,-0.19742432067707377,-0.18506239274944603,0.0
2018-10-10,-0.09565638516390843,-0.1888078021409128,1.0,-0.0,-0.197625290158815,-0.18790601359362738,0.0
2018-10-11,-0.07641526349247746,-0.17931832629708716,1.0,-0.0,-0.187696620971817,-0.18658820844675547,0.0
2018-10-12,-0.07393697335736203,-0.17735781663500724,1.0,-0.0,-0.18669329306901758,-0.18555680028574678,0.0
2018-10-15,-0.0677255359108866,-0.1814649310277832,1.0,-0.0,-0.1848487792241435,-0.1850268764976362,0.0
2018-10-16,-0.06244821704167005,-0.19270571034034603,1.0,-0.0,-0.1847128584192998,-0.18469661278531394,0.0
2018-10-17,-0.06019888430754305,-0.18829331392998624,1.0,-0.0,-0.18362034117551942,-0.1848330503678551,0.0
2018-10-18,-0.05989814889661304,-0.18766469970091343,1.0,-0.0,-0.18422116239592592,-0.18488400291003151,0.0
2018-10-19,-0.0558562320330191,-0.1832591902612941,1.0,-0.0,-0.18332342974609345,-0.1835482679428911,0.0
2018-10-22,-0.05590530947868821,-0.181511579353098,1.0,-0.0,-0.1842418013040825,-0.18437028233706998,0.0
2018-10-23,-0.0555609097918273,-0.1815567977383706,1.0,-0.0,-0.18457658699563095,-0.18457658699563095,0.0
2018-10-24,-0.05482505371861069,-0.17905134537057824,1.0,-0.0,-0.1844873480645265,-0.1851608351239537,0.0
2018-10-25,-0.043888523151195964,-0.16260697827518103,1.0,-0.0,-0.18636947866704287,-0.17456660083388192,0.0
2018-10-26,-0.03559754692899169,-0.15817327148771906,1.0,-0.0,-0.19107804376926188,-0.1716682750677085,0.0
2018-10-29,-0.032971807165355554,-0.15769057704541575,1.0,-0.0,-0.18959177023693152,-0.17137581653710687,0.0
2018-10-30,-0.03163251058812578,-0.15766611334336555,1.0,-0.0,-0.18960889867978095,-0.17245070509936547,0.0
2018-10-31,-0.033066658429604,-0.15171124976833258,1.0,-0.0,-0.18879347624637052,-0.17087786495335763,0.0
2018-11-01,-0.02526195583401491,-0.1579605253005355,1.0,-0.0,-0.1887625190969275,-0.17120106171201063,0.0
2018-11-02,-0.02702578056541991,-0.14956417469907302,1.0,-0.0,-0.19110209226890498,-0.16961060123906593,0.0
2018-11-05,-0.026388590047029172,-0.15126179571512002,1.0,-0.0,-0.19119048350905235,-0.1680754925767682,0.0
2018-11-06,-0.028140224691471868,-0.15268876696328398,1.0,-0.0,-0.18991193692655264,-0.1661364439731354,0.0
2018-11-07,-0.028173560197353252,-0.1527182182874533,1.0,-0.0,-0.18996019120517668,-0.16616713545749373,0.0
2018-11-08,-0.02537153362953884,-0.15201470813543744,1.0,-0.0,-0.18857055308717635,-0.16614064654512029,0.0
2018-11-09,-0.025498789420454193,-0.15210395660302184,1.0,-0.0,-0.18855925710257745,-0.16621716877624199,0.0
2018-11-12,-0.025347206307008294,-0.14740798459916576,1.0,-0.0,-0.18994362194618875,-0.16514644543246093,0.0
2018-11-13,-0.018884224246373957,-0.14417786938664162,1.0,-0.0,-0.18944847759203406,-0.16306209363301558,0.0
2018-11-14,-0.018574114507520622,-0.14465065502183405,1.0,-0.0,-0.18963791848617173,-0.16340672003881612,0.0
2018-11-15,-0.01834917943438503,-0.14464361412220675,1.0,-0.0,-0.19053170229516136,-0.16043420335493247,0.0
2018-11-16,-0.018839613204401466,-0.14571523841280426,1.0,-0.0,-0.1908666525205371,-0.16025038649246717,0.0
2018-11-19,-0.023404093433767023,-0.14651145096248955,1.0,-0.0,-0.19055010271627482,-0.16124172563341702,0.0
2018-11-20,-0.016621463961575177,-0.14398703010651678,1.0,-0.0,-0.19068470734405066,-0.163866119183624,0.0
2018-11-21,-0.016153160368092598,-0.14277943154172776,1.0,-0.0,-0.19013584369664094,-0.16196980915396123,0.0
2018-11-23,-0.01680583447838495,-0.1372853971944977,1.0,-0.0,-0.19300285382094914,-0.16287918824648556,0.0
2018-11-26,-0.0162510761051789,-0.14076210901511835,1.0,-0.0,-0.19179592514838922,-0.16151394783344156,0.0
2018-11-27,-0.014440813745124908,-0.14085440226475326,1.0,-0.0,-0.19041093827643846,-0.16011383999156742,0.0
2018-11-28,-0.012800772876852941,-0.149156175467198,1.0,-0.0,-0.18837363765359416,-0.15920961265585845,0.0
2018-11-29,-0.004724622030237581,-0.14602831773458125,1.0,-0.0,-0.18796496280297575,-0.1611621070314375,0.0
2018-11-30,-0.005057478164300507,-0.1467569108863343,1.0,-0.0,-0.1895878980700543,-0.1593180658522676,0.0
2018-12-03,-0.005344944073267772,-0.14682080924855492,1.0,-0.0,-0.18973050071315967,-0.1594925305907965,0.0
2018-12-04,-0.006776189974250478,-0.14668192564260868,1.0,-0.0,-0.191736059871403,-0.1606258187896219,0.0
