Date,EHI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10982618199767304,-0.25822374219934424,-0.0,-0.20840531678595356,-0.1863871945844939,0.0
2018-09-25,1.0,-0.11135001762425097,-0.2576665491716602,-0.0,-0.20801903419104686,-0.1854071201973916,0.0
2018-09-26,1.0,-0.11311035845328815,-0.2595611064069997,-0.0,-0.2083686141687835,-0.18301933389782668,0.0
2018-09-27,1.0,-0.11340788034851317,-0.25891565840064906,-0.0,-0.20838477547708914,-0.18300469152351054,0.0
2018-09-28,1.0,-0.11352009314469182,-0.25900575097907774,-0.0,-0.20846417104752496,-0.1831139964012278,0.0
2018-10-01,1.0,-0.11416016659019516,-0.25846186425722656,-0.0,-0.2089259873645572,-0.18317862563088977,0.0
2018-10-02,1.0,-0.11713876764856603,-0.24869678924210564,-0.0,-0.21346150447951087,-0.18775070240851016,0.0
2018-10-03,1.0,-0.11680327868852458,-0.24524802148106276,-0.0,-0.21459864330130016,-0.18988482193329564,0.0
2018-10-04,1.0,-0.11806365017131153,-0.2432270142347498,-0.0,-0.21617039313341105,-0.188636925576631,0.0
2018-10-05,1.0,-0.11810981955444234,-0.24373379429559203,-0.0,-0.21512356022789408,-0.18691901998483054,0.0
2018-10-08,1.0,-0.11712695505143018,-0.2423911511906439,-0.0,-0.21546075806678877,-0.18632873044948567,0.0
2018-10-09,1.0,-0.12394705174488568,-0.2459828696821689,-0.0,-0.2157216677284632,-0.18400934380972606,0.0
2018-10-10,1.0,-0.1253649473591082,-0.2452800141555339,-0.0,-0.216615057949217,-0.1821817216668141,0.0
2018-10-11,1.0,-0.10173148963350426,-0.23693614376715524,-0.0,-0.20581076182091257,-0.181832306178466,0.0
2018-10-12,1.0,-0.1031681005052574,-0.23217943465792706,-0.0,-0.19834767171924073,-0.1732554963812645,0.0
2018-10-15,1.0,-0.09777777777777777,-0.2358280119199659,-0.0,-0.1966794380587484,-0.1725670498084291,0.0
2018-10-16,1.0,-0.09670004086636698,-0.23751873041819915,-0.0,-0.19632883803296552,-0.17221768151477998,0.0
2018-10-17,1.0,-0.09260511017980264,-0.22941733135054754,-0.0,-0.1947580100040557,-0.17311072056239019,0.0
2018-10-18,1.0,-0.09201562050952614,-0.2282724460297872,-0.0,-0.1966764153973594,-0.17356685206160297,0.0
2018-10-19,1.0,-0.08507890720646687,-0.22147684773676357,-0.0,-0.19756150737082195,-0.1729585590420447,0.0
2018-10-22,1.0,-0.08625713756337482,-0.22991797065808756,-0.0,-0.19626404352439825,-0.1719415856760262,0.0
2018-10-23,1.0,-0.08946117674818398,-0.23054623902381471,-0.0,-0.19429322636644025,-0.17110208484317327,0.0
2018-10-24,1.0,-0.08909522926812828,-0.23130719064390556,-0.0,-0.19419962589103654,-0.17059031698151364,0.0
2018-10-25,1.0,-0.08122121724149356,-0.2192459331411722,-0.0,-0.1941324586687871,-0.1619620316071961,0.0
2018-10-26,1.0,-0.0737236965499087,-0.21467234826672812,-0.0,-0.1978249782004245,-0.15901350751057075,0.0
2018-10-29,1.0,-0.06788849580712789,-0.21606394129979037,-0.0,-0.1942970387840671,-0.15959119496855345,0.0
2018-10-30,1.0,-0.06903443530683791,-0.21612987778906326,-0.0,-0.1943252187018774,-0.15874316044690542,0.0
2018-10-31,1.0,-0.06983012087553088,-0.21238157464880758,-0.0,-0.19362953283240772,-0.15759555700751388,0.0
2018-11-01,1.0,-0.05890614537912563,-0.22166152238172224,-0.0,-0.19404569431515684,-0.15849296947724265,0.0
2018-11-02,1.0,-0.058849478000882256,-0.22229483555802437,-0.0,-0.19396474259480126,-0.15869099939549397,0.0
2018-11-05,1.0,-0.05788485095957534,-0.22484279297672521,-0.0,-0.19413638219681503,-0.15645569620253166,0.0
2018-11-06,1.0,-0.056350465226562875,-0.22394649485716153,-0.0,-0.19596749137409447,-0.15896194790116594,0.0
2018-11-07,1.0,-0.05638593622240391,-0.22395748160261647,-0.0,-0.19599345870809484,-0.15898609975470154,0.0
2018-11-08,1.0,-0.052033288275817144,-0.22344185137533995,-0.0,-0.1939156067293129,-0.15919417618031695,0.0
2018-11-09,1.0,-0.05125823065388878,-0.22390638242388683,-0.0,-0.195302822869809,-0.159365017276224,0.0
2018-11-12,1.0,-0.05104846187633193,-0.22127507279855543,-0.0,-0.19586471669567762,-0.15857884205560346,0.0
2018-11-13,1.0,-0.04548906808008662,-0.21909086501947225,-0.0,-0.19514244622917443,-0.1562303055766527,0.0
2018-11-14,1.0,-0.04498779087630783,-0.21984508158281987,-0.0,-0.19547534727275667,-0.15679425605200603,0.0
2018-11-15,1.0,-0.044759243405643766,-0.2197741846904327,-0.0,-0.19580351806684002,-0.15493708507648324,0.0
2018-11-16,1.0,-0.0427854919605851,-0.21552405373586855,-0.0,-0.19586498298579194,-0.15853048849323462,0.0
2018-11-19,1.0,-0.0460484873936007,-0.21544748275806377,-0.0,-0.19496713129714277,-0.1587065721254018,0.0
2018-11-20,1.0,-0.027984385291329985,-0.21174637343571787,-0.0,-0.19772205175986762,-0.1689986987742775,0.0
2018-11-21,1.0,-0.028954012335815408,-0.2096928829375859,-0.0,-0.1964622415391007,-0.1627944137291873,0.0
2018-11-23,1.0,-0.02952212163305711,-0.20477080040235665,-0.0,-0.19884721623477192,-0.1635132761731411,0.0
2018-11-26,1.0,-0.028925091838364482,-0.2086567640951925,-0.0,-0.19757227279987224,-0.16203481871905445,0.0
2018-11-27,1.0,-0.0265051418383266,-0.2091757139673342,-0.0,-0.19591518354611737,-0.16030437135852782,0.0
