Date,CDZI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.8433384972889232,-1.8661890007745932,-0.0383423702556158,-1.4297702039762459,-1.2773689646269042,0.0
2018-09-25,1.0,-0.8509826739074217,-1.8652702353245407,-0.04745280579260408,-1.428562192914404,-1.2727566589087147,0.0
2018-09-26,1.0,-0.8515645202999741,-1.8661106801137832,-0.048810447375226274,-1.4281742953193688,-1.2703646237393327,0.0
2018-09-27,1.0,-0.8571151734384084,-1.851107809573025,-0.05316194044312383,-1.4283315031328725,-1.2698792067695883,0.0
2018-09-28,1.0,-0.8550209880529545,-1.8517274782047144,-0.05424604455925089,-1.4273813367775268,-1.2694220213109462,0.0
2018-10-01,1.0,-0.8596057510897143,-1.8706655390020168,-0.05705549411228937,-1.437317025567627,-1.2811137857003447,0.0
2018-10-02,1.0,-0.8598465140478667,-1.8662200832466178,-0.059508324661810615,-1.4367845993756503,-1.2811524453694068,0.0
2018-10-03,1.0,-0.8612377850162868,-1.8499022801302931,-0.05680781758957655,-1.4484039087947882,-1.2983061889250813,0.0
2018-10-04,1.0,-0.8651743883394064,-1.8390812077043204,-0.05836803748047892,-1.4527589796980738,-1.2916449765747007,0.0
2018-10-05,1.0,-0.8385189996752193,-1.8313088665151023,-0.02396882104579409,-1.4800909386164338,-1.3217278337122442,0.0
2018-10-08,1.0,-0.8347493352357481,-1.8254750632336727,-0.01446267591932032,-1.4891367792982684,-1.3217458979181531,0.0
2018-10-09,1.0,-0.8349873516248298,-1.826165920736849,-0.014269961730557178,-1.489329960433288,-1.321528183174418,0.0
2018-10-10,1.0,-0.8405561691897864,-1.8267169124813205,-0.018257423169384706,-1.4947696705867066,-1.3169384705347282,0.0
2018-10-11,1.0,-0.6694046442687747,-1.7767416007905137,-0.0,-1.4207633399209485,-1.308979743083004,0.0
2018-10-12,1.0,-0.6815089296561779,-1.7613291216134128,-0.0,-1.376746446361317,-1.2550722876928684,0.0
2018-10-15,1.0,-0.6371055495103373,-1.7936767017289321,-0.0,-1.3640430419538145,-1.2503929391851045,0.0
2018-10-16,1.0,-0.6299679390236524,-1.8075131570987841,-0.0,-1.3626519871756093,-1.2491077369790091,0.0
2018-10-17,1.0,-0.5753408556652562,-1.7080394922425952,-0.0,-1.339327691584391,-1.2541137752703337,0.0
2018-10-18,1.0,-0.5743243243243243,-1.7062279670975324,-0.0,-1.340834312573443,-1.2541128084606346,0.0
2018-10-19,1.0,-0.5366658943466173,-1.674582947173309,-0.0,-1.3367701575532902,-1.2443234476367009,0.0
2018-10-22,1.0,-0.5372442177265087,-1.6595559677699843,-0.0,-1.346530635905165,-1.2534345835024057,0.0
2018-10-23,1.0,-0.5456761462565293,-1.66250725478816,-0.0,-1.3431224608241439,-1.2525246662797447,0.0
2018-10-24,1.0,-0.5408269631688672,-1.6557215659022468,-0.0,-1.342019921241603,-1.2525480657864259,0.0
2018-10-25,1.0,-0.4558774925636223,-1.5397708493995812,-0.0,-1.3414674451911424,-1.1713121075245125,0.0
2018-10-26,1.0,-0.41806291211760893,-1.5025402659171982,-0.0,-1.3398011025835046,-1.1443627715922604,0.0
2018-10-29,1.0,-0.37867824409068984,-1.513265798359865,-0.0,-1.3196655410837754,-1.1483089457040252,0.0
2018-10-30,1.0,-0.36159494077924864,-1.5140682780427674,-0.0,-1.3208639262554263,-1.1628168712149631,0.0
2018-10-31,1.0,-0.370189500504273,-1.469982483146664,-0.0,-1.3163649875258772,-1.1516004034184404,0.0
2018-11-01,1.0,-0.3557860204243611,-1.4759511085242607,-0.0,-1.3114979628551775,-1.1480501613842002,0.0
2018-11-02,1.0,-0.36688720856962825,-1.4172442764125182,-0.0,-1.3287649653434153,-1.1381012392354546,0.0
2018-11-05,1.0,-0.36395110947909565,-1.4231233279127105,-0.0,-1.3277553375649165,-1.1309342705765095,0.0
2018-11-06,1.0,-0.36833551769331585,-1.425478374836173,-0.0,-1.3234076015727392,-1.1252424639580603,0.0
2018-11-07,1.0,-0.366762627584402,-1.4239727819942425,-0.0,-1.3202303062025649,-1.1232138183721538,0.0
2018-11-08,1.0,-0.30824372759856633,-1.4353540075840217,-0.0,-1.3086592904264713,-1.1423302685574777,0.0
2018-11-09,1.0,-0.3087311068404924,-1.434893263387524,-0.0,-1.3083155871812184,-1.1420557835142575,0.0
2018-11-12,1.0,-0.308114546113614,-1.4033452436435192,-0.0,-1.3270156905390709,-1.1399202527057117,0.0
2018-11-13,1.0,-0.254788189987163,-1.4012836970474967,-0.0,-1.3404878048780489,-1.1381771501925544,0.0
2018-11-14,1.0,-0.25582708696991474,-1.4002464318718553,-0.0,-1.340384023000308,-1.13753978847931,0.0
2018-11-15,1.0,-0.2538430006148801,-1.401567944250871,-0.0,-1.345255175240828,-1.1232834597253536,0.0
2018-11-16,1.0,-0.24639607402106126,-1.3845210101216647,-0.0,-1.3449033841120541,-1.1361823944381966,0.0
2018-11-19,1.0,-0.2465242281741975,-1.3843283582089552,-0.0,-1.3446636679615622,-1.1359640155387445,0.0
2018-11-20,1.0,-0.1612197108531867,-1.3752799837100387,-0.0,-1.3652005701486458,-1.1889635512115657,0.0
2018-11-21,1.0,-0.17257552070200213,-1.3669373140349994,-0.0,-1.3663825709818953,-1.137273690049927,0.0
2018-11-23,1.0,-0.1760343087790111,-1.3437436932391524,-0.0,-1.3818365287588297,-1.1437941473259334,0.0
2018-11-26,1.0,-0.17454949270607237,-1.35359143909949,-0.0,-1.379031850991873,-1.1405279895007825,0.0
2018-11-27,1.0,-0.156023040320561,-1.3564237415477085,-0.0,-1.367893814174806,-1.12847483095417,0.0
2018-11-28,1.0,-0.15584285427941472,-1.3613950691521346,-0.0,-1.3660553217077573,-1.1277310082180798,0.0
2018-11-29,1.0,-0.09267615411315515,-1.3454157782515992,-0.0,-1.3712996479397037,-1.1492041453860267,0.0
2018-11-30,1.0,-0.0921437422552664,-1.3454275092936803,-0.0,-1.3720446096654275,-1.147063197026022,0.0
2018-12-03,1.0,-0.08876677063220952,-1.3454626466656765,-0.0,-1.3709589583642754,-1.1456012673894747,0.0
2018-12-04,1.0,-0.07202804107424961,-1.3546603475513428,-0.0,-1.3662618483412323,-1.1438586097946288,0.0
2018-12-06,1.0,-0.05325277504566531,-1.2361013535665777,-0.0,-1.3240597630087583,-1.0701606482131985,0.0
2018-12-07,1.0,-0.04562755509609511,-1.2421408768384945,-0.0,-1.330811522014943,-1.080400357126075,0.0
2018-12-10,1.0,-0.0,-1.2483439106869876,-0.0,-1.332607587900125,-1.051419836012415,0.0
2018-12-11,1.0,-0.0,-1.2483439106869876,-0.0,-1.332236994487423,-1.0518367536017048,0.0
2018-12-12,1.0,-0.0029807647524568025,-1.255647151972428,-0.0,-1.3443714778072748,-1.054492105630851,0.0
2018-12-13,1.0,-0.002053388090349076,-1.2507000186671646,-0.0,-1.359622923277954,-1.0544147843942506,0.0
2018-12-14,1.0,-0.002056939834509841,-1.2586134355570102,-0.0,-1.3577205366743024,-1.0564723481838156,0.0
2018-12-17,1.0,-0.0,-1.2487000928505105,-0.0,-1.3360724233983285,-1.057753017641597,0.0
2018-12-18,1.0,-0.0,-1.2389065890935955,-0.0,-1.3271921318742208,-1.051345985131828,0.0
2018-12-19,1.0,-0.0,-1.2397652712318639,-0.0,-1.3281120044358192,-1.0527215599297661,0.0
2018-12-20,1.0,-0.0,-1.218591341272039,-0.0,-1.3479183974891538,-1.0490168928274717,0.0
2018-12-21,1.0,-0.0,-1.213057004300485,-0.0,-1.3441302955439656,-1.0177509378717173,0.0
2018-12-24,1.0,-0.0,-1.1685454545454543,-0.0,-1.3279545454545456,-1.0490000000000002,0.0
2018-12-26,1.0,-0.0,-1.184612619090419,-0.0,-1.286356282581341,-1.0230091677152615,0.0
2018-12-27,1.0,-0.0,-1.0955518945634268,-0.0,-1.1523254340387783,-0.9763443585519368,0.0
2018-12-28,1.0,-0.0,-1.0980549343909538,-0.0,-1.1491920172144636,-0.9719421121471669,0.0
2018-12-31,1.0,-0.0,-1.1829106653706811,-0.0,-1.2088009189714588,-1.0264204294424317,0.0
2019-01-02,1.0,-0.0,-1.1811562224183583,-0.0,-1.2041482789055604,-1.0277140335392763,0.0
2019-01-03,1.0,-0.0,-1.1803705337450374,-0.0,-1.2164975738861932,-1.0142037935597705,0.0
2019-01-04,1.0,-0.0,-1.178981865850994,-0.0,-1.1801616779549924,-1.0105309154467992,0.0
2019-01-07,1.0,-0.0,-1.122836783169325,-0.0,-1.1524431625381744,-0.9662792670512386,0.0
2019-01-08,1.0,-0.0,-1.0993857233636941,-0.0,-1.1724634611311162,-0.9644990468121161,0.0
2019-01-09,1.0,-0.0,-1.083847519229144,-0.0,-1.1706956301242497,-0.971684557518384,0.0
2019-01-10,1.0,-0.0,-1.0795200067604682,-0.0,-1.1756876663708962,-0.9700426754552753,0.0
2019-01-11,1.0,-0.0,-1.0634047236095827,-0.0,-1.1824684669431982,-0.9867095572674173,0.0
2019-01-14,1.0,-0.0,-1.0667315916500826,-0.0,-1.1888470169792946,-0.97865944023373,0.0
2019-01-15,1.0,-0.0,-1.0574878203770388,-0.0,-1.1825460707477229,-0.9963567040881169,0.0
2019-01-16,1.0,-0.0,-1.057856478742287,-0.0,-1.1662581354069816,-1.0020708308680584,0.0
2019-01-17,1.0,-0.0,-1.0502026684681642,-0.0,-1.1679614929910487,-1.0041378145583517,0.0
2019-01-18,1.0,-0.0,-1.0429699167911244,-0.0,-1.177298911883934,-1.046852997653083,0.0
2019-01-22,1.0,-0.0,-1.0576413427561837,-0.0,-1.3391784452296822,-1.0201413427561838,0.0
2019-01-23,1.0,-0.0,-1.0116211763658223,-0.0,-1.373168885524734,-1.0677234070973773,0.0
2019-01-24,1.0,-0.0,-1.0100195938724617,-0.0,-1.375979693623085,-1.0671535447096543,0.0
