Date,IWF,IWM,MPX,MTUM,SPY,VLUE,VXX
2018-11-30,-0.0,-1.9570378745053703,1.0,-0.0,-1.40423968343697,-1.2916336913510458,0.0
2018-12-03,-0.0,-1.9586748826954605,1.0,-0.0,-1.4037537452654192,-1.2908021934535587,0.0
2018-12-04,-0.0,-1.955614311431143,1.0,-0.0,-1.3895139513951396,-1.280434293429343,0.0
2018-12-06,-0.0,-1.8283187749379919,1.0,-0.0,-1.358783565189259,-1.2049498544160464,0.0
2018-12-07,-0.0,-1.8320466447119796,1.0,-0.0,-1.3645737731468983,-1.2021270852453707,0.0
2018-12-10,-0.0,-1.8331287688777416,1.0,-0.0,-1.3463898820641444,-1.1569987726132664,0.0
2018-12-11,-0.0,-2.1692725158289186,1.0,-0.0,-1.6856829047680577,-1.6058276263083084,0.0
2018-12-12,-0.0,-2.182261525456792,1.0,-0.0,-1.7063528187788541,-1.6137590220430458,0.0
2018-12-13,-0.0,-2.1729708687471616,1.0,-0.0,-1.7071303445143713,-1.607928372153377,0.0
2018-12-14,-0.0,-2.1827873114924596,1.0,-0.0,-1.7063832553302134,-1.611089443577743,0.0
2018-12-17,-0.0,-2.1766344845461028,1.0,-0.0,-1.6667530616212014,-1.6362340439318346,0.0
2018-12-18,-0.0,-2.140569964777457,1.0,-0.0,-1.638488632724944,-1.6250400256163942,0.0
2018-12-19,-0.0,-2.14613309352518,1.0,-0.0,-1.6452980472764642,-1.6319373072970194,0.0
2018-12-20,-0.0,-2.1102136860849656,1.0,-0.0,-1.6387687611294839,-1.6107860595268382,0.0
2018-12-21,-0.0,-2.1035547712088745,1.0,-0.0,-1.629081053825791,-1.570150006302786,0.0
2018-12-24,-0.0,-2.048293504710801,1.0,-0.0,-1.5989892057153554,-1.5922505771510576,0.0
2018-12-26,-0.0,-2.0419961988841884,1.0,-0.0,-1.5390840537060877,-1.5496903929863282,0.0
2018-12-27,-0.0,-1.955377169165388,1.0,-0.0,-1.3801794357218748,-1.5669342462519182,0.0
2018-12-28,-0.0,-1.9593797901190897,1.0,-0.0,-1.3754274260110837,-1.560723971229808,0.0
2018-12-31,-0.0,-1.99629695992355,1.0,-0.0,-1.3971809114256704,-1.5791674132473275,0.0
2019-01-02,-0.0,-1.9939158962123473,1.0,-0.0,-1.3908141962421712,-1.5800775424992546,0.0
2019-01-03,-0.0,-1.9915395614871307,1.0,-0.0,-1.3978193517635846,-1.5687559580552908,0.0
2019-01-04,-0.0,-1.9876783398184177,1.0,-0.0,-1.3474826081829974,-1.5603702393585663,0.0
2019-01-07,-0.0,-1.9075740318906604,1.0,-0.0,-1.2944191343963554,-1.492767653758542,0.0
2019-01-08,-0.0,-1.883607487237663,1.0,-0.0,-1.3030062393647193,-1.4855360181508792,0.0
2019-01-09,-0.0,-1.8621568072459667,1.0,-0.0,-1.3020662326634587,-1.4966883668270592,0.0
2019-01-10,-0.0,-1.8568033946251767,1.0,-0.0,-1.3065912305516267,-1.4943140028288546,0.0
2019-01-11,-0.0,-1.8300124533001245,1.0,-0.0,-1.3138797690478885,-1.5166987433488055,0.0
2019-01-14,-0.0,-1.8324645892351275,1.0,-0.0,-1.3242492917847026,-1.5090651558073653,0.0
2019-01-15,-0.0,-1.829838022165388,1.0,-0.0,-1.3230463199772662,-1.5305484512645637,0.0
2019-01-16,-0.0,-1.8039050191312176,1.0,-0.0,-1.303117263110511,-1.5198627053792484,0.0
2019-01-17,-0.0,-1.8007421567525022,1.0,-0.0,-1.3032160125941752,-1.5184414708197458,0.0
2019-01-18,-0.0,-1.8036511388348404,1.0,-0.0,-1.3435962000686734,-1.5755408034794551,0.0
2019-01-22,-0.0,-1.967346450571138,1.0,-0.0,-1.3669636983434006,-1.6461934094850788,0.0
2019-01-23,-0.0,-1.9330888541541422,1.0,-0.0,-1.3887820127449801,-1.6899122279668153,0.0
2019-01-24,-0.0,-2.019973453005499,1.0,-0.0,-1.4975665255040769,-1.8031729979141646,0.0
2019-01-25,-0.0,-1.969524928217176,1.0,-0.0,-1.6408901070216655,-1.915296267293135,0.0
2019-01-28,-0.0,-1.9463905167820992,1.0,-0.0,-1.7544619072988814,-1.9587107085775175,0.0
2019-01-29,-0.0,-1.92667068838394,1.0,-0.0,-1.7690863998927544,-2.0070380052282326,0.0
2019-01-30,-0.0,-1.9276276074854113,1.0,-0.0,-1.7698034744114293,-2.009926889798108,0.0
2019-01-31,-0.0,-1.9524194091123224,1.0,-0.0,-1.7262265293761356,-2.0512820512820515,0.0
2019-02-01,-0.0,-1.9411725293132327,1.0,-0.0,-1.730921273031826,-2.0281407035175882,0.0
2019-02-04,-0.0,-1.952554007672118,1.0,-0.0,-1.7530116427754223,-2.0243623393229693,0.0
2019-02-05,-0.0,-1.9520474137931034,1.0,-0.0,-1.748114224137931,-2.0346848060344827,0.0
2019-02-06,-0.0,-1.960640608034745,1.0,-0.0,-1.7542073832790446,-2.071254071661238,0.0
2019-02-07,-0.0,-1.9625970840713993,1.0,-0.0,-1.7518735522550755,-2.09844665485761,0.0
2019-02-08,-0.0,-1.9565128345166576,1.0,-0.0,-1.773962315674495,-2.096395412342982,0.0
2019-02-11,-0.0,-1.9362022887685877,1.0,-0.0,-1.7913383128897415,-2.1250599602549167,0.0
2019-02-12,-0.0,-1.936861716809274,1.0,-0.0,-1.8305961910019324,-2.1329699144355505,0.0
2019-02-13,-0.0,-1.959776844135271,1.0,-0.0,-1.8169295406019694,-2.1108203044286795,0.0
2019-02-14,-0.0,-1.9151838260749152,1.0,-0.0,-1.8773800456968774,-2.131136190542131,0.0
2019-02-15,-0.0,-1.951560219612204,1.0,-0.0,-1.87226353464452,-2.1259295295017027,0.0
2019-02-19,-0.0,-1.9166666666666665,1.0,-0.0,-1.899111851235082,-2.122953094643353,0.0
2019-02-20,-0.0,-1.934554792143799,1.0,-0.0,-1.8911097230897358,-2.1144423624123814,0.0
2019-02-21,-0.0,-1.9565430028645288,1.0,-0.0,-1.9042129532592749,-2.125829665339202,0.0
2019-02-22,-0.0,-1.9618581907090462,1.0,-0.0,-1.9063918966119453,-2.117429269996507,0.0
2019-02-25,-0.0,-1.9540683339203948,1.0,-0.0,-1.943219443466009,-2.1474462839027826,0.0
2019-02-26,-0.0,-1.9603855896425557,1.0,-0.0,-1.9358992400788066,-2.140022516183507,0.0
2019-02-27,-0.0,-1.9519650655021834,1.0,-0.0,-1.9480208480067616,-2.1432596140301454,0.0
2019-02-28,-0.0,-1.9483014337170705,1.0,-0.0,-1.9513383713539092,-2.1630058619959036,0.0
2019-03-01,-0.0,-1.9517119661136604,1.0,-0.0,-1.9507236145428875,-2.1571478997529123,0.0
2019-03-04,-0.0,-1.948218694885362,1.0,-0.0,-1.9428571428571428,-2.1635273368606707,0.0
2019-03-05,-0.0,-1.9222629796839732,1.0,-0.0,-1.967127539503386,-2.1648560948081266,0.0
2019-03-06,-0.0,-1.9131108294606392,1.0,-0.0,-1.9690184481059005,-2.1591325165469653,0.0
2019-03-07,-0.0,-1.8585184143941524,1.0,-0.0,-2.0252319370255836,-2.1447146471745855,0.0
2019-03-08,-0.0,-1.8290224822045247,1.0,-0.0,-2.074141940940165,-2.1445485939812534,0.0
2019-03-11,-0.0,-1.840120447375968,1.0,-0.0,-2.0992973903068544,-2.2299971322053342,0.0
2019-03-12,-0.0,-1.724617923512951,1.0,-0.0,-2.122192724402669,-2.328334648776638,0.0
2019-03-13,-0.0,-1.768243145219788,1.0,-0.0,-2.148121282460467,-2.337371246191789,0.0
2019-03-14,-0.0,-1.770803131342418,1.0,-0.0,-2.14554943461873,-2.33219773847492,0.0
2019-03-15,-0.0,-1.7533478893740904,1.0,-0.0,-2.1606986899563316,-2.363901018922853,0.0
2019-03-18,-0.0,-1.8033960871170174,1.0,-0.0,-2.1886304909560725,-2.390697674418605,0.0
2019-03-19,-0.0,-1.8113796950539236,1.0,-0.0,-2.2055039047973226,-2.4208999628114545,0.0
2019-03-20,-0.0,-1.8183583538725818,1.0,-0.0,-2.2086040779744565,-2.4419299424901038,0.0
2019-03-21,-0.0,-1.8190136130328052,1.0,-0.0,-2.215279327531057,-2.40459718812765,0.0
2019-03-22,-0.0,-1.8138205880141363,1.0,-0.0,-2.306188435220693,-2.3993533348372056,0.0
2019-03-25,-0.0,-1.6359212563592125,1.0,-0.0,-2.347194573471946,-2.3898842438988424,0.0
2019-03-26,-0.0,-1.6878030585602388,1.0,-0.0,-2.358373741141365,-2.4138008205893327,0.0
2019-03-27,-0.0,-1.6750781598928095,1.0,-0.0,-2.3597588209021887,-2.408962334375466,0.0
2019-03-28,-0.0,-1.6718388660947407,1.0,-0.0,-2.358970533383066,-2.429093621782917,0.0
2019-03-29,-0.0,-1.6630856460757983,1.0,-0.0,-2.3612354521038497,-2.436213070725157,0.0
2019-04-01,-0.0,-1.6850175779789063,1.0,-0.0,-2.3663699603560473,-2.4285286857655772,0.0
2019-04-02,-0.0,-1.7111326523003503,1.0,-0.0,-2.3869957497576615,-2.358362538214898,0.0
2019-04-03,-0.0,-1.7125726202889915,1.0,-0.0,-2.3784448085803667,-2.357217339490541,0.0
2019-04-04,-0.0,-1.705834201518083,1.0,-0.0,-2.367763059979164,-2.368060723321923,0.0
2019-04-05,-0.0,-1.6982230849634163,1.0,-0.0,-2.3891294609526654,-2.3786023592653427,0.0
2019-04-08,-0.0,-1.6942124105011933,1.0,-0.0,-2.3883502386634845,-2.375671241050119,0.0
2019-04-09,-0.0,-1.5855136522421043,1.0,-0.0,-2.3440507592500177,-2.199615028159977,0.0
2019-04-10,-0.0,-1.5275348121195156,1.0,-0.0,-2.286753901056609,-2.183122244769435,0.0
2019-04-11,-0.0,-1.5351079438272899,1.0,-0.0,-2.2688465031789278,-2.1827010410116676,0.0
2019-04-12,-0.0,-1.5406105587452739,1.0,-0.0,-2.276571908696261,-2.184638005881529,0.0
2019-04-15,-0.0,-1.5468519688355442,1.0,-0.0,-2.27303993823261,-2.1991998315434826,0.0
2019-04-16,-0.0,-1.5472161763673384,1.0,-0.0,-2.2766271150740716,-2.1971494769360387,0.0
2019-04-17,-0.0,-1.5273327712197864,1.0,-0.0,-2.2946880269814502,-2.204398538504778,0.0
2019-04-18,-0.0,-1.524592467678471,1.0,-0.0,-2.285342889263631,-2.2164839797639124,0.0
2019-04-22,-0.0,-1.5265127444750406,1.0,-0.0,-2.3016310103791566,-2.2325072371672667,0.0
2019-04-23,-0.0,-1.5303758123763775,1.0,-0.0,-2.308137892059904,-2.2256287086747673,0.0
2019-04-24,-0.0,-1.50468738986396,1.0,-0.0,-2.304504123493339,-2.2395150489885105,0.0
2019-04-25,-0.0,-1.6033696291936432,1.0,-0.0,-2.4545320776927606,-2.299367274867569,0.0
2019-04-26,-0.0,-1.5891632878732032,1.0,-0.0,-2.467674161444895,-2.315075562108367,0.0
2019-04-29,-0.0,-1.581115943097221,1.0,-0.0,-2.4674578020196063,-2.3222525245079972,0.0
2019-04-30,-0.0,-1.5832780847145487,1.0,-0.0,-2.4663720073664823,-2.31683241252302,0.0
2019-05-01,-0.0,-1.5848639079442355,1.0,-0.0,-2.4842516780998745,-2.307221361658184,0.0
2019-05-02,-0.0,-1.5875718708536046,1.0,-0.0,-2.455919209789179,-2.3278785198289844,0.0
2019-05-03,-0.0,-1.5886645047169812,1.0,-0.0,-2.4548201650943398,-2.3267983490566038,0.0
2019-05-06,-0.0,-1.5318976921946201,1.0,-0.0,-2.4698662354843455,-2.347861237689255,0.0
2019-05-07,-0.0,-1.5299440847557384,1.0,-0.0,-2.472042377869335,-2.3553560918187166,0.0
2019-05-08,-0.0,-1.5045315012425085,1.0,-0.0,-2.4455488963601812,-2.358792574185061,0.0
2019-05-09,-0.0,-1.5025210084033613,1.0,-0.0,-2.452100840336134,-2.352648885641213,0.0
2019-05-10,-0.0,-1.501497552779604,1.0,-0.0,-2.4588355613996637,-2.344802396084447,0.0
2019-05-13,-0.0,-1.5025622254758417,1.0,-0.0,-2.4599560761347,-2.358125915080527,0.0
2019-05-14,-0.0,-1.3753333813883082,1.0,-0.0,-2.490232826353348,-2.3426079434873497,0.0
2019-05-15,-0.0,-1.387450414713307,1.0,-0.0,-2.510277677605482,-2.314677244861161,0.0
2019-05-16,-0.0,-1.3989742107924583,1.0,-0.0,-2.50494834934624,-2.3199450986057935,0.0
2019-05-17,-0.0,-1.3736675309709019,1.0,-0.0,-2.4746470757706716,-2.35422068568136,0.0
2019-05-20,-0.0,-1.3652849740932642,1.0,-0.0,-2.4755325273459987,-2.355497985031664,0.0
2019-05-21,-0.0,-1.3713976164680393,1.0,-0.0,-2.4832069339111595,-2.3682195738533767,0.0
2019-05-22,-0.0,-1.3592499098449333,1.0,-0.0,-2.48856833754057,-2.3645870897944463,0.0
2019-05-23,-0.0,-1.3556741937811123,1.0,-0.0,-2.5225452709039753,-2.3362672245869707,0.0
2019-05-24,-0.0,-1.304500753714737,1.0,-0.0,-2.5287488335367168,-2.3449860024406006,0.0
2019-05-28,-0.0,-1.279532669839896,1.0,-0.0,-2.5610125486802247,-2.371339968267705,0.0
2019-05-29,-0.0,-1.3048174551739038,1.0,-0.0,-2.567365161661986,-2.3287967163534242,0.0
2019-05-30,-0.0,-1.3001653605579122,1.0,-0.0,-2.560716083111654,-2.3287799266661873,0.0
2019-05-31,-0.0,-1.3037819959735402,1.0,-0.0,-2.563272936439459,-2.323123382226057,0.0
2019-06-03,-0.0,-1.310364464692483,1.0,-0.0,-2.5517511389521643,-2.2563354214123006,0.0
2019-06-04,-0.0,-1.3106049822064056,1.0,-0.0,-2.5683985765124553,-2.2385053380782916,0.0
2019-06-05,-0.0,-1.281123092003921,1.0,-0.0,-2.6003360873827193,-2.12029127573169,0.0
2019-06-06,-0.0,-1.29605033205173,1.0,-0.0,-2.578049632995456,-2.1165326808808107,0.0
2019-06-07,-0.0,-1.334478407178912,1.0,-0.0,-2.563166012338755,-2.113081884464386,0.0
2019-06-10,-0.0,-1.3450332963374028,1.0,-0.0,-2.4975027746947838,-2.0942008879023306,0.0
2019-06-11,-0.0,-1.3515109412990622,1.0,-0.040291767974991316,-2.480653004515457,-2.0744008336227857,0.0
2019-06-12,-0.0,-1.3363617449198972,1.0,-0.03093140994521118,-2.481309383452389,-2.0867605243082044,0.0
2019-06-13,-0.0,-1.3799888749826172,1.0,-0.07210401891252956,-2.4543874287303575,-2.046655541649284,0.0
2019-06-14,-0.0,-1.4036309900781088,1.0,-0.06600520723383295,-2.4817394975723035,-2.0854267820702277,0.0
2019-06-17,-0.0,-1.3739689028396234,1.0,-0.10161325644207607,-2.6647200525585806,-2.159500693481276,0.0
2019-06-18,-0.0,-1.3757297139521307,1.0,-0.09975189725627555,-2.6646234676007006,-2.156961471103328,0.0
2019-06-19,-0.0,-1.3694563135405924,1.0,-0.14373066155886252,-2.7139384116693677,-2.1399734787092974,0.0
2019-06-20,-0.0,-1.3832680511418223,1.0,-0.12807626930751606,-2.727292883009386,-2.151725666986919,0.0
2019-06-21,-0.0,-1.3935007385524372,1.0,-0.12813884785819796,-2.7093057607090105,-2.154579025110783,0.0
2019-06-24,-0.0,-1.3523931174393267,1.0,-0.131790517694793,-2.781952062514088,-2.2475768277105717,0.0
2019-06-25,-0.0,-1.360633484162896,1.0,-0.1260180995475113,-2.7951734539969837,-2.259653092006033,0.0
2019-06-26,-0.0,-1.3536365005270292,1.0,-0.1003613913567234,-2.7641168498720075,-2.3108718566480952,0.0
2019-06-27,-0.0,-1.3532274005930205,1.0,-0.15760662966623581,-2.807040218961453,-2.2848779746065535,0.0
2019-06-28,-0.0,-1.3169805589307413,1.0,-0.16828675577156743,-2.8244987849331715,-2.2844775212636694,0.0
2019-07-01,-0.0,-1.2929493545183715,1.0,-0.18982507065923154,-2.8857994041708044,-2.2701856237109466,0.0
2019-07-02,-0.0,-1.3084618909424164,1.0,-0.17664579196578586,-2.878188483274782,-2.273865892775317,0.0
2019-07-03,-0.0,-1.3042946660553263,1.0,-0.18057465994192268,-2.8822405624331346,-2.2745682408681036,0.0
2019-07-05,-0.0,-1.2952170264703637,1.0,-0.17934243649401174,-2.8763444961476847,-2.2775192615760163,0.0
2019-07-08,-0.0,-1.296,1.0,-0.17363809523809523,-2.8703238095238093,-2.2790857142857144,0.0
2019-07-09,-0.0,-1.287844211166895,1.0,-0.1702418986764035,-2.870074547390842,-2.2787159592271413,0.0
2019-07-10,-0.0,-1.2852034994294408,1.0,-0.16934195511601366,-2.8730315709395207,-2.2798782807151006,0.0
2019-07-11,-0.0,-1.221868211440985,1.0,-0.2055032585083273,-2.707313540912382,-2.1065170166545983,0.0
2019-07-12,-0.0,-1.1797999858145967,1.0,-0.21377402652670402,-2.67380665295411,-2.0253918717639547,0.0
2019-07-15,-0.0,-1.2239778927230214,1.0,-0.2551548217955077,-2.646708708283143,-1.9597534188336994,0.0
2019-07-16,-0.0,-1.2476265258048398,1.0,-0.2397744307231066,-2.669997858519523,-1.9807980583910345,0.0
2019-07-17,-0.0,-1.2720462328767124,1.0,-0.22873858447488582,-2.663384703196347,-1.970462328767123,0.0
2019-07-18,-0.0,-1.2684573296383146,1.0,-0.21601648546862787,-2.6629005897818523,-1.9584310381581755,0.0
2019-07-19,-0.0,-1.2762773462552555,1.0,-0.22390080524478012,-2.6712035915342405,-1.9546782583909355,0.0
2019-07-22,-0.0,-1.2726884171534407,1.0,-0.21577147741843566,-2.6684000569881747,-1.966661917652087,0.0
2019-07-23,-0.0,-1.2844485398355543,1.0,-0.21477176070314713,-2.6439608732633966,-1.9449957470938473,0.0
2019-07-24,-0.0,-1.2856231390897492,1.0,-0.23826740394158516,-2.6390897490429603,-1.9262725081525593,0.0
2019-07-25,-0.0,-1.280028328611898,1.0,-0.23774787535410769,-2.643342776203966,-1.9211048158640227,0.0
2019-07-26,-0.0,-1.2483474305210036,1.0,-0.25069301300732105,-2.6726135475158146,-1.936171725069301,0.0
2019-07-29,-0.0,-1.2332811610700058,1.0,-0.25362834376778604,-2.6750853727945363,-1.9524046670461015,0.0
2019-07-30,-0.0,-1.211489761956443,1.0,-0.277838072498372,-2.728890818319948,-2.017147818537009,0.0
2019-07-31,-0.0,-1.267906436147029,1.0,-0.2745169257591166,-2.717565015254976,-2.0042859218364084,0.0
2019-08-01,-0.0,-1.3039222794170957,1.0,-0.26810701080258104,-2.6998477488581165,-1.9781773363300224,0.0
2019-08-02,-0.0,-1.2927376728694517,1.0,-0.2608066034320469,-2.6932155528202157,-1.9937730794294402,0.0
2019-08-05,-0.0,-1.2843996811825231,1.0,-0.23882327367582062,-2.715527860299978,-2.007028476197377,0.0
2019-08-06,-0.0,-1.270840661273303,1.0,-0.2049243756595146,-2.5976785086176575,-1.9613788251846642,0.0
2019-08-07,-0.0,-1.283964443200112,1.0,-0.17288444040036396,-2.5787079162875344,-1.9638132568068873,0.0
2019-08-08,-0.0,-1.283273822026185,1.0,-0.17006231183924944,-2.581040397675558,-1.9669537212070294,0.0
2019-08-09,-0.0,-1.2446053181122092,1.0,-0.14993735208130307,-2.5590978699707643,-2.0072393150494223,0.0
2019-08-12,-0.0,-1.2303894297635605,1.0,-0.18150208623087621,-2.571557719054242,-1.9705841446453407,0.0
2019-08-13,-0.0,-1.20748959778086,1.0,-0.16844660194174757,-2.581900138696255,-1.9770457697642165,0.0
2019-08-14,-0.0,-1.2174122505161733,1.0,-0.15567790777701307,-2.553819683413627,-1.9554026152787334,0.0
2019-08-15,-0.0,-1.2473814130362266,1.0,-0.17466141837347388,-2.4616051771298957,-1.7879111348322103,0.0
2019-08-16,-0.0,-1.2326834786080245,1.0,-0.18124958413733447,-2.455053563111318,-1.7848160223567766,0.0
2019-08-19,-0.0,-1.1905737704918034,1.0,-0.190309360126917,-2.46602326811211,-1.7633527234267583,0.0
2019-08-20,-0.0,-1.1947351102336294,1.0,-0.19440605462323132,-2.45357025337282,-1.7383349786113853,0.0
2019-08-21,-0.0,-1.2011305376626793,1.0,-0.21046404627316945,-2.444853424477455,-1.7164453792559484,0.0
2019-08-22,-0.0,-1.2088300799161538,1.0,-0.18878553648630944,-2.4377702083060395,-1.7151185641294382,0.0
2019-08-23,-0.0,-1.1955351280367696,1.0,-0.19080761654629022,-2.441891004596192,-1.7377544320420224,0.0
2019-08-26,-0.0,-1.1513593418600165,1.0,-0.17327591747541615,-2.4136512629346356,-1.6888617520406195,0.0
2019-08-27,-0.0,-1.144733550162622,1.0,-0.12634475856892668,-2.328058543907931,-1.6554916187140358,0.0
2019-08-28,-0.0,-1.1317877897894144,1.0,-0.13409985627694807,-2.3342498281572204,-1.6486908704617884,0.0
2019-08-29,-0.0,-1.107548346849657,1.0,-0.14485339987523393,-2.340361821584529,-1.645539613225203,0.0
2019-08-30,-0.0,-1.0871508379888268,1.0,-0.1505276225946617,-2.343761638733706,-1.6258845437616387,0.0
2019-09-03,-0.0,-1.1033798449612402,1.0,-0.17444961240310075,-2.320868217054264,-1.6028527131782946,0.0
2019-09-04,-0.0,-1.0750077423350881,1.0,-0.19083307525549706,-2.315391762155466,-1.6126354908640443,0.0
2019-09-05,-0.0,-1.0754232626367581,1.0,-0.14992971089786686,-2.3065827272171626,-1.5802212578693233,0.0
2019-09-06,-0.0,-1.0615140995188501,1.0,-0.16919422620135208,-2.321335038674706,-1.5384615384615383,0.0
2019-09-09,-0.0,-1.079815062659691,1.0,-0.1693636695461735,-2.314150139919698,-1.5201971042705926,0.0
2019-09-10,-0.0,-1.0667068757539202,1.0,-0.22201447527141135,-2.278890229191797,-1.463751507840772,0.0
2019-09-11,-0.0,-0.9930932971014493,1.0,-0.13949275362318841,-2.1371150362318843,-1.3915307971014492,0.0
2019-09-12,-0.0,-0.9856351091505485,1.0,-0.14212193190815517,-2.136918900576858,-1.390792896731139,0.0
2019-09-13,-0.0,-0.9838244443187603,1.0,-0.1413381596063571,-2.1380012442735143,-1.392681409422544,0.0
2019-09-16,-0.0,-0.984445701357466,1.0,-0.1474547511312217,-2.1330316742081448,-1.391233031674208,0.0
2019-09-17,-0.0,-0.9444696797637974,1.0,-0.1579037020213491,-2.1547808312514194,-1.420849420849421,0.0
