Date,AZPN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4047734743461484,-0.558696584250393,-0.2933257110190082,-0.3480920394454766,-0.25345147920537375,0.0
2018-09-25,1.0,-0.40707079367801313,-0.5570036297121953,-0.2967504072708566,-0.34650890279802227,-0.2507073651719112,0.0
2018-09-26,1.0,-0.40805649265252447,-0.5583223740636972,-0.29878780948024475,-0.34613185430842247,-0.24766996397735722,0.0
2018-09-27,1.0,-0.4082099365387914,-0.557743982619633,-0.2989251615116345,-0.34609227602767134,-0.24767023040420785,0.0
2018-09-28,1.0,-0.4087893864013267,-0.5572997083547778,-0.2989077600503231,-0.34631440498656146,-0.24792703150912104,0.0
2018-10-01,1.0,-0.4084370084370084,-0.5579865579865579,-0.29904189904189904,-0.34626054626054625,-0.24824824824824823,0.0
2018-10-02,1.0,-0.4080966559780119,-0.5656493357764545,-0.29675332111772795,-0.3453389830508475,-0.24722285845167202,0.0
2018-10-03,1.0,-0.41371021460221846,-0.5935879984940196,-0.2987343971733905,-0.3470126560282661,-0.24310000289611633,0.0
2018-10-04,1.0,-0.4144180660104227,-0.59171974522293,-0.2988998262883613,-0.3480023161551824,-0.2421829762594094,0.0
2018-10-05,1.0,-0.4087709174841315,-0.5881130986728217,-0.29399884593191,-0.3501154068090017,-0.24417195614541257,0.0
2018-10-08,1.0,-0.40826150874866685,-0.5871839958490674,-0.2932172609610562,-0.3504078867717852,-0.24352137441987837,0.0
2018-10-09,1.0,-0.413464040947341,-0.5897168965616957,-0.3020444752898991,-0.3480523987160579,-0.23848356033660104,0.0
2018-10-10,1.0,-0.414809032295371,-0.5885159163847689,-0.3036690085870414,-0.3486570098591956,-0.23560875473443782,0.0
2018-10-11,1.0,-0.4041678561233229,-0.5871824150727948,-0.29089351984013706,-0.3407365115615187,-0.2317156722809021,0.0
2018-10-12,1.0,-0.4126603016778713,-0.5826506977006949,-0.2928930568894413,-0.324614428563358,-0.2118524377153833,0.0
2018-10-15,1.0,-0.4041731284364866,-0.597546877202876,-0.28100944593260957,-0.3240377837304384,-0.21291414070210063,0.0
2018-10-16,1.0,-0.4055129217921228,-0.5936688861302336,-0.28425121318135654,-0.3244272655456495,-0.21354813226498137,0.0
2018-10-17,1.0,-0.4002630916062582,-0.5804528534243891,-0.28050043382126566,-0.3223431946038232,-0.21525931316297686,0.0
2018-10-18,1.0,-0.3998432865058488,-0.5797559747019645,-0.28088095371355015,-0.3228297979515308,-0.21514523982761516,0.0
2018-10-19,1.0,-0.3964413009578971,-0.5758799287146358,-0.27843060815326354,-0.32212073958565385,-0.2117119625751838,0.0
2018-10-22,1.0,-0.39415178446269866,-0.5933443606493033,-0.29011186184081417,-0.3173343799938322,-0.20864055622529368,0.0
2018-10-23,1.0,-0.39415178446269866,-0.5933443606493033,-0.2900557907426617,-0.3173624155429084,-0.2086685917743699,0.0
2018-10-24,1.0,-0.3946380546839982,-0.5926994621246078,-0.2885477364410578,-0.3172344240251008,-0.20828664276109368,0.0
2018-10-25,1.0,-0.38161368386316136,-0.5720217797822021,-0.28921460785392145,-0.3166593334066659,-0.1904630953690463,0.0
2018-10-26,1.0,-0.37044849023090587,-0.5837311278863233,-0.24802952930728245,-0.3664520426287744,-0.2066773978685613,0.0
2018-10-29,1.0,-0.3747773820124666,-0.5844556990204808,-0.24905387355298306,-0.3701580587711487,-0.2043354853072128,0.0
2018-10-30,1.0,-0.4217192750667777,-0.6093574977740759,-0.2623143866501996,-0.39164775827900167,-0.18712123388000115,0.0
2018-10-31,1.0,-0.43077452273118155,-0.588459553975807,-0.2617668978960041,-0.3976380209826292,-0.1878117296336639,0.0
2018-11-01,1.0,-0.4419435718608605,-0.579642064612813,-0.27107409435430413,-0.39969451569209485,-0.18957318654716274,0.0
2018-11-02,1.0,-0.4462522956841139,-0.5637052341597796,-0.2683080808080808,-0.40452823691460055,-0.18678259871441688,0.0
2018-11-05,1.0,-0.4434563084514315,-0.5714900453267543,-0.26817373343278444,-0.4051867577026795,-0.1804750702851569,0.0
2018-11-06,1.0,-0.460544158804351,-0.5889090856631756,-0.25765313482789465,-0.40459909403041056,-0.1735479961914654,0.0
2018-11-07,1.0,-0.45660148464804595,-0.5907686086479303,-0.2642904595476734,-0.40276132982871665,-0.1739984402530256,0.0
2018-11-08,1.0,-0.4570133133104225,-0.5913304646663008,-0.2639269933866636,-0.40277817887775436,-0.1728708811043405,0.0
2018-11-09,1.0,-0.45638300944240706,-0.5910889087811498,-0.2643296468481996,-0.4029915393722387,-0.17279316219572058,0.0
2018-11-12,1.0,-0.4566599248772031,-0.5928922276798613,-0.2639988442646634,-0.40291823172493496,-0.17284021958971393,0.0
2018-11-13,1.0,-0.454095720202485,-0.592815232397607,-0.25995167970547634,-0.402669121030833,-0.16667625402669123,0.0
2018-11-14,1.0,-0.45367439719169017,-0.5936007366058583,-0.2597398860562813,-0.40306151809863616,-0.167261322437705,0.0
2018-11-15,1.0,-0.4542789815506638,-0.5944307144088741,-0.25883671475372144,-0.40508075176734293,-0.16107247542962239,0.0
2018-11-16,1.0,-0.45546237860580385,-0.5989740929656207,-0.2595314256073312,-0.40693351776605863,-0.1608599175816259,0.0
2018-11-19,1.0,-0.45594973918556725,-0.5970489063085391,-0.2658001671517911,-0.40367157554972766,-0.1594570448716101,0.0
