Date,AAT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.25707133197134063,-0.6749345380254942,-0.0,-0.5115241849624493,-0.43391937386700424,0.0
2018-09-25,1.0,-0.25462855820411945,-0.6813816246239297,-0.0,-0.5164892386021754,-0.4403783846331868,0.0
2018-09-26,1.0,-0.2580785393421243,-0.6854658745109404,-0.0,-0.5177510505723808,-0.4368352412693812,0.0
2018-09-27,1.0,-0.25767244880199575,-0.6876776701282126,-0.0,-0.5181005975517782,-0.43728607066194813,0.0
2018-09-28,1.0,-0.2576799234183274,-0.6877266266353379,-0.0,-0.518057610303716,-0.4373567719664665,0.0
2018-10-01,1.0,-0.257477545562887,-0.6913641252216377,-0.0,-0.5188501002819521,-0.43903147981280705,0.0
2018-10-02,1.0,-0.25722846006166733,-0.6955611146663564,-0.0,-0.5178893478387341,-0.4381581243818721,0.0
2018-10-03,1.0,-0.25692687890681787,-0.6925134467219073,-0.0,-0.5184183747637738,-0.4395406309056549,0.0
2018-10-04,1.0,-0.26302454934622443,-0.6863624450333441,-0.0,-0.5266606482425231,-0.4360930720172399,0.0
2018-10-05,1.0,-0.2482758620689655,-0.6787308026658939,-0.0,-0.5301361924079977,-0.44056795131845844,0.0
2018-10-08,1.0,-0.24512615509400074,-0.675907418672692,-0.0,-0.5352104516091655,-0.44057240520263025,0.0
2018-10-09,1.0,-0.2372856600356381,-0.682528554318932,-0.0,-0.5461981129319662,-0.4551456197236584,0.0
2018-10-10,1.0,-0.2380284980144826,-0.6817916374678814,-0.0,-0.5466596589581874,-0.4534279373978043,0.0
2018-10-11,1.0,-0.1792284866468843,-0.6681362159106966,-0.0,-0.5246008195563091,-0.45411897696764164,0.0
2018-10-12,1.0,-0.17517102164405068,-0.6648816866659191,-0.0,-0.5182236178086801,-0.44538521924414043,0.0
2018-10-15,1.0,-0.14510155986982382,-0.6972000897766806,-0.0,-0.5148973179216699,-0.448322298283021,0.0
2018-10-16,1.0,-0.13861469670125706,-0.7111842290278129,-0.0,-0.5145532776512275,-0.44787536207429907,0.0
2018-10-17,1.0,-0.12866861030126336,-0.6915729557128973,-0.0,-0.5089546022490629,-0.4474524503679022,0.0
2018-10-18,1.0,-0.12904570079177663,-0.6930129184608974,-0.0,-0.5084039449923601,-0.44767328795666067,0.0
2018-10-19,1.0,-0.11331257405825457,-0.6832373446498939,-0.0,-0.511642646532007,-0.44743586210697456,0.0
2018-10-22,1.0,-0.11336255617125685,-0.674716731453147,-0.0,-0.5166652882309155,-0.4521269263639622,0.0
2018-10-23,1.0,-0.11086866454909544,-0.6762049440684988,-0.0,-0.5203148736362381,-0.45466095843115595,0.0
2018-10-24,1.0,-0.1089764822789003,-0.6723252732692945,-0.0,-0.5217511317213205,-0.4572706194104008,0.0
2018-10-25,1.0,-0.07512605943568286,-0.6345080999892715,-0.0,-0.539614848192254,-0.432920287522798,0.0
2018-10-26,1.0,-0.07312316323804434,-0.6300828212663638,-0.0,-0.5383382313652151,-0.4301095378039006,0.0
2018-10-29,1.0,-0.06820121625946869,-0.631334684732743,-0.0,-0.5380614531099969,-0.4296383228422064,0.0
2018-10-30,1.0,-0.041603875134553284,-0.6408772874058127,-0.0,-0.5479547900968784,-0.4606297093649085,0.0
2018-10-31,1.0,-0.0446421415404344,-0.6256044455130774,-0.0,-0.5452699633993214,-0.4560658277897999,0.0
2018-11-01,1.0,-0.036788048552754436,-0.6309723889555823,-0.0,-0.5443243964252368,-0.4556489262371615,0.0
2018-11-02,1.0,-0.04166003712543092,-0.6072924953593212,-0.0,-0.5513391673296208,-0.4514982763192787,0.0
2018-11-05,1.0,-0.04443381434531877,-0.6022748412128943,-0.0,-0.5524462515612958,-0.45836987429907783,0.0
2018-11-06,1.0,-0.042142533876420946,-0.6010169581769294,-0.0,-0.5559460107020205,-0.463115299629955,0.0
2018-11-07,1.0,-0.041385000266141475,-0.601878958854527,-0.0,-0.5549582157875127,-0.4631926332038111,0.0
2018-11-08,1.0,-0.026342184448081084,-0.6004592725545057,-0.0,-0.5484347780182653,-0.46426120466663146,0.0
2018-11-09,1.0,-0.02574121498534731,-0.6006283496581039,-0.0,-0.5495683396256303,-0.4642131108588325,0.0
2018-11-12,1.0,-0.025604551920341393,-0.5843211632685317,-0.0,-0.560692271218587,-0.4635688319898846,0.0
2018-11-13,1.0,-0.0048020460892032255,-0.5809431844873032,-0.0,-0.5636401597202286,-0.4603961688023593,0.0
2018-11-14,1.0,-0.005689677671930054,-0.5803732219757276,-0.0,-0.5638000782983166,-0.4600809082604724,0.0
2018-11-15,1.0,-0.004742300276199906,-0.5806451612903226,-0.0,-0.5655062796393767,-0.45476575121163165,0.0
2018-11-16,1.0,-0.0,-0.5724908033082,-0.0,-0.5688643063998539,-0.4676093819301312,0.0
2018-11-19,1.0,-0.0,-0.5736004806562002,-0.0,-0.5705180115461979,-0.46814346542671303,0.0
2018-11-20,1.0,-0.0,-0.5574888314131201,-0.0,-0.564621051806568,-0.49039893408574337,0.0
2018-11-21,1.0,-0.0,-0.5526676848999457,-0.0,-0.5632814724688705,-0.4727795179787206,0.0
2018-11-23,1.0,-0.0,-0.5433506580818659,-0.0,-0.5681224627000749,-0.47431024228790114,0.0
2018-11-26,1.0,-0.0,-0.5442655155478584,-0.0,-0.5671931139659316,-0.47338899371882026,0.0
2018-11-27,1.0,-0.0,-0.5438483695093097,-0.0,-0.560487604155951,-0.4674159037136097,0.0
2018-11-28,1.0,-0.0,-0.5361624281775785,-0.0,-0.5679833037025586,-0.4724176135631651,0.0
2018-11-29,1.0,-0.0,-0.5252514936424449,-0.0,-0.5586733391206659,-0.46928458356737984,0.0
2018-11-30,1.0,-0.0,-0.5251965689778413,-0.0,-0.558766465842949,-0.46888083324823854,0.0
2018-12-03,1.0,-0.0,-0.5276710222905457,-0.0,-0.5623622854214707,-0.4720983858570331,0.0
