Date,HNGR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.46024783886215553,-1.1784269471532596,-0.0,-0.8638163778052208,-0.7559085295745859,0.0
2018-09-25,1.0,-0.4594363060053114,-1.18786944230275,-0.0,-0.8712841600274137,-0.7647991090550843,0.0
2018-09-26,1.0,-0.4587065529507564,-1.1878883984056916,-0.0,-0.8720267432391892,-0.7671538164830926,0.0
2018-09-27,1.0,-0.45898337047831306,-1.1877678724498542,-0.0,-0.8719783987656438,-0.7672295559746272,0.0
2018-09-28,1.0,-0.45657974008090196,-1.1984249935450555,-0.0,-0.8764953954729322,-0.7718392288492986,0.0
2018-10-01,1.0,-0.45914430621179936,-1.212492955914864,-0.0,-0.8832199055008886,-0.7799644544626989,0.0
2018-10-02,1.0,-0.46378697198369323,-1.1970248937462051,-0.0,-0.8895394223263074,-0.7864949258391881,0.0
2018-10-03,1.0,-0.47407700074630144,-1.2285877343166953,-0.0,-0.8978884059879714,-0.7894112998814699,0.0
2018-10-04,1.0,-0.4823234544015478,-1.2207369624483333,-0.0,-0.9088910386069826,-0.785199190924281,0.0
2018-10-05,1.0,-0.45480374158580295,-1.2064865809948422,-0.0,-0.9153772182883119,-0.7943439111810473,0.0
2018-10-08,1.0,-0.4493681917211329,-1.199433551198257,-0.0,-0.9173420479302832,-0.7911546840958605,0.0
2018-10-09,1.0,-0.4515172654342518,-1.2008196721311475,-0.0,-0.9174223927450296,-0.7901988140913847,0.0
2018-10-10,1.0,-0.45858117564730577,-1.2032015395381386,-0.0,-0.924641357592722,-0.7872638208537438,0.0
2018-10-11,1.0,-0.3515362607289464,-1.1577310610772484,-0.0,-0.8666500808558278,-0.7705353070448232,0.0
2018-10-12,1.0,-0.3515298885511651,-1.1364944275582574,-0.0,-0.8327456940222897,-0.7319148936170213,0.0
2018-10-15,1.0,-0.327120148470911,-1.1533123537480836,-0.0,-0.8253852981521828,-0.7287178245783911,0.0
2018-10-16,1.0,-0.32840941195463536,-1.152157242604028,-0.0,-0.8260483512935384,-0.7293861242281148,0.0
2018-10-17,1.0,-0.2936155006749782,-1.0943381243548003,-0.0,-0.8278805685698405,-0.7546652902406099,0.0
2018-10-18,1.0,-0.29291119076065314,-1.0943050577459181,-0.0,-0.8364396654719235,-0.758821186778176,0.0
2018-10-19,1.0,-0.2715627333097568,-1.0749341820896696,-0.0,-0.8321348579511966,-0.7508350033400134,0.0
2018-10-22,1.0,-0.27550092874362725,-1.0909773544638977,-0.0,-0.8331818361459117,-0.7524404220843379,0.0
2018-10-23,1.0,-0.2811610249920911,-1.0922571970895287,-0.0,-0.8299193293261626,-0.7510677000949066,0.0
2018-10-24,1.0,-0.2805298853765914,-1.099551818506326,-0.0,-0.8332606195216753,-0.7528655852139768,0.0
2018-10-25,1.0,-0.22983870967741937,-1.0197844437744952,-0.0,-0.82389960807959,-0.694942719324691,0.0
2018-10-26,1.0,-0.2102982033709946,-0.9961103908131134,-0.0,-0.8201148360807556,-0.6778662715317652,0.0
2018-10-29,1.0,-0.1758371877890842,-1.0198704902867715,-0.0,-0.8109528214616096,-0.6936170212765957,0.0
2018-10-30,1.0,-0.18537345553040702,-1.0226336685095172,-0.0,-0.8133649957329968,-0.689028236429075,0.0
2018-10-31,1.0,-0.18678235185527048,-1.0126638360716265,-0.0,-0.8084548643160422,-0.6841794351116854,0.0
2018-11-01,1.0,-0.15401156755153492,-1.0471229423105444,-0.0,-0.8147337980127539,-0.6916802610114192,0.0
2018-11-02,1.0,-0.15639239314630013,-1.0779890792694409,-0.0,-0.8234230841649406,-0.708002259461495,0.0
2018-11-05,1.0,-0.15561829474872954,-1.0796536796536798,-0.0,-0.8231507622811971,-0.7059288537549407,0.0
2018-11-06,1.0,-0.1563970339142545,-1.079459479805774,-0.0,-0.822637106184364,-0.7055745850114804,0.0
2018-11-07,1.0,-0.15530801941820643,-1.0808339291762314,-0.0,-0.8213223949121288,-0.7057539607872653,0.0
2018-11-08,1.0,-0.10818823176223358,-1.0977559291504053,-0.0,-0.8181852296607626,-0.7284599219453617,0.0
2018-11-09,1.0,-0.11373366167834817,-1.1089979162720212,-0.0,-0.8265201742754309,-0.7393445728357643,0.0
2018-11-12,1.0,-0.12470383825619963,-1.1177144211025114,-0.0,-0.9177460116885168,-0.7886984678565786,0.0
2018-11-13,1.0,-0.08991783169126523,-1.1090385139608239,-0.0,-0.9164687098407258,-0.7788075859651855,0.0
2018-11-14,1.0,-0.09014095475430263,-1.1087142745892065,-0.0,-0.9163227162993537,-0.7785997975235573,0.0
2018-11-15,1.0,-0.0928313563692625,-1.129130797000833,-0.0,-0.9339072479866704,-0.8112429087158328,0.0
2018-11-16,1.0,-0.08632380348150204,-1.1163012014750782,-0.0,-0.936714382013561,-0.8259248978944446,0.0
2018-11-19,1.0,-0.08224142737663787,-1.1233422278864151,-0.0,-0.9451989326536303,-0.8318531203950775,0.0
2018-11-20,1.0,-0.023032553729456385,-1.112278761061947,-0.0,-0.9530657395701644,-0.8623182680151706,0.0
2018-11-21,1.0,-0.026748170066967763,-1.0983102320510825,-0.0,-0.9425712505840211,-0.8258448839744588,0.0
2018-11-23,1.0,-0.028979306052590637,-1.0802862922047614,-0.0,-0.9516881904465536,-0.8288470515014782,0.0
2018-11-26,1.0,-0.028774740444064237,-1.080802581949683,-0.0,-0.9508496325387875,-0.8280514834545242,0.0
2018-11-27,1.0,-0.021779425393883223,-1.0776181649675625,-0.0,-0.9423076923076922,-0.8198949644732777,0.0
2018-11-28,1.0,-0.0233267678523153,-1.0737651102614607,-0.0,-0.9439230680106593,-0.8210327115436604,0.0
2018-11-29,1.0,-0.0,-1.049722496768798,-0.0,-0.9300919942218505,-0.8215996350642438,0.0
2018-11-30,1.0,-0.0,-1.0732885180033997,-0.0,-0.960168443826302,-0.829933549683202,0.0
2018-12-03,1.0,-0.0,-1.0725118666306486,-0.0,-0.9583220777216068,-0.8282329332767336,0.0
2018-12-04,1.0,-0.0,-1.1011521187268112,-0.0,-0.9648115602421402,-0.8395625854325327,0.0
2018-12-06,1.0,-0.0,-1.0087243044894596,-0.0,-0.9467929756243681,-0.7888194106414049,0.0
2018-12-07,1.0,-0.0,-1.0151503759398495,-0.0,-0.9569172932330826,-0.7873684210526315,0.0
2018-12-10,1.0,-0.0,-1.0137733887733889,-0.0,-0.9445351945351945,-0.7542322542322543,0.0
2018-12-11,1.0,-0.0,-1.014410399257196,-0.0,-0.9425812441968432,-0.7570287836583102,0.0
2018-12-12,1.0,-0.0,-1.0232366697848456,-0.0,-0.957867165575304,-0.7607109448082321,0.0
2018-12-13,1.0,-0.0,-1.017196261682243,-0.0,-0.9634018691588784,-0.7577196261682243,0.0
2018-12-14,1.0,-0.0,-1.0033999626377732,-0.0,-0.9737717167943208,-0.7590883616663553,0.0
2018-12-17,1.0,-0.0,-0.9957309377088129,-0.0,-0.9498849209295419,-0.766575098374044,0.0
2018-12-18,1.0,-0.0,-0.9754508649245491,-0.0,-0.9384983437615017,-0.7665439823334561,0.0
2018-12-19,1.0,-0.0,-0.9755594817432274,-0.0,-0.9386410482921085,-0.7666372202591284,0.0
2018-12-20,1.0,-0.0,-0.9563677523002775,-0.0,-0.9384767051263326,-0.7563896597049803,0.0
2018-12-21,1.0,-0.0,-0.9535608201115697,-0.0,-0.9367166557994637,-0.7321596754328769,0.0
2018-12-24,1.0,-0.0,-0.939974089535051,-0.0,-0.9265510292212464,-0.7321505685907586,0.0
2018-12-26,1.0,-0.0,-0.9385222585691937,-0.0,-0.9021476319158015,-0.7150120893187313,0.0
