Date,IWF,IWM,MAN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4762719428741446,-0.720172567688188,1.0,-0.14757512645046117,-0.6706709312704552,-0.7044778339779827,0.0
2018-09-25,-0.477934342119939,-0.7184816150500056,1.0,-0.1503513402981745,-0.6691080789679147,-0.7020113767334647,0.0
2018-09-26,-0.47770961145194274,-0.7183491355270496,1.0,-0.14973043316601597,-0.6693809258226435,-0.7029931213980293,0.0
2018-09-27,-0.48101077666295056,-0.7103307320698624,1.0,-0.152099591230026,-0.6697138610182088,-0.7029357116313638,0.0
2018-09-28,-0.4784952232259023,-0.713058994089439,1.0,-0.15281959778446896,-0.6697892271662763,-0.703170885840675,0.0
2018-10-01,-0.4779867174091486,-0.7209536601746139,1.0,-0.15379449294828745,-0.6717036042086412,-0.7065890605178718,0.0
2018-10-02,-0.4780045520689526,-0.7213163687922092,1.0,-0.1541733517406067,-0.67139285847543,-0.7063169284728181,0.0
2018-10-03,-0.4784215635033226,-0.7241469424326141,1.0,-0.15478234898827745,-0.6708728440229971,-0.7050698125886657,0.0
2018-10-04,-0.4779441975124192,-0.7258805513016845,1.0,-0.15511896313450116,-0.6700780637209128,-0.7061218391663242,0.0
2018-10-05,-0.46935736093528935,-0.7203812644277311,1.0,-0.1447241045498548,-0.6754039764688362,-0.7134187206791273,0.0
2018-10-08,-0.467953007658562,-0.7178600639452748,1.0,-0.142166703844152,-0.6769648300988921,-0.7128039259424493,0.0
2018-10-09,-0.4661410880963891,-0.7186791119705478,1.0,-0.13714625711204495,-0.679892900970585,-0.7168941281469637,0.0
2018-10-10,-0.46941167574107684,-0.7450090744101633,1.0,-0.12768451300665457,-0.6943058076225045,-0.7445931639443436,0.0
2018-10-11,-0.41851934192974655,-0.7562990958944716,1.0,-0.046168667555950796,-0.6971987550022232,-0.7872017192826442,0.0
2018-10-12,-0.42700047652212164,-0.7489461530002566,1.0,-0.04090759136395294,-0.6797771342692717,-0.7688867710127928,0.0
2018-10-15,-0.4075431587435399,-0.7862405160722794,1.0,-0.010629329619176776,-0.6830993659055089,-0.7777737052376937,0.0
2018-10-16,-0.4014577044835456,-0.8129647353309283,1.0,-0.0,-0.6865567253184127,-0.7800927630125892,0.0
2018-10-17,-0.38751455180442373,-0.7868524447031432,1.0,-0.0,-0.6808789289871944,-0.7827051804423748,0.0
2018-10-18,-0.3866918907119729,-0.785207552661258,1.0,-0.0,-0.6830501691708808,-0.7831702259249826,0.0
2018-10-19,-0.3706086453664884,-0.7730229868440075,1.0,-0.0,-0.6855573225386729,-0.7850946942316034,0.0
2018-10-22,-0.37494540690056777,-0.796112971320425,1.0,-0.0,-0.6843790944824575,-0.7840660940457127,0.0
2018-10-23,-0.3841132061709034,-0.7993726977643241,1.0,-0.0,-0.6805864546482366,-0.7829971917283636,0.0
2018-10-24,-0.3826629225775865,-0.793990007658364,1.0,-0.0,-0.6825790452572845,-0.7876080376353889,0.0
2018-10-25,-0.3508292197876345,-0.7516957278312439,1.0,-0.0,-0.6877019780531979,-0.761071060762101,0.0
2018-10-26,-0.3333685284904797,-0.7395206419596664,1.0,-0.0,-0.6939429134551086,-0.752648435575265,0.0
2018-10-29,-0.31134092900964067,-0.74965819456617,1.0,-0.0,-0.6843120070113935,-0.7603856266432953,0.0
2018-10-30,-0.2952608131336163,-0.751324236152524,1.0,-0.0,-0.6863577366962501,-0.7749675518293753,0.0
2018-10-31,-0.2985563846851245,-0.7343608340888487,1.0,-0.0,-0.6837994281330637,-0.770276867285027,0.0
2018-11-01,-0.2889631874064013,-0.7410928847560339,1.0,-0.0,-0.6827917667955282,-0.7699299968655312,0.0
2018-11-02,-0.28895549437144946,-0.743142926846269,1.0,-0.0,-0.6826403652458787,-0.7704666643432195,0.0
2018-11-05,-0.284693664180665,-0.7555238028856208,1.0,-0.0,-0.6838711925838155,-0.7609604795427616,0.0
2018-11-06,-0.288974841452366,-0.7587985225451251,1.0,-0.0,-0.6807094571050247,-0.7560457174716008,0.0
2018-11-07,-0.28854525824539407,-0.7586459095183367,1.0,-0.0,-0.6798314352383938,-0.7556855779612023,0.0
2018-11-08,-0.27245985603543743,-0.7575442967884829,1.0,-0.0,-0.6728612956810631,-0.7578211517165006,0.0
2018-11-09,-0.272293158932835,-0.7573618464306723,1.0,-0.0,-0.673137478805495,-0.7575348627980206,0.0
2018-11-12,-0.2714512346530556,-0.745758035591116,1.0,-0.0,-0.6764381293971583,-0.7551041522968686,0.0
2018-11-13,-0.24419321685508735,-0.7435765673175745,1.0,-0.0,-0.6820829051044879,-0.7559780746831107,0.0
2018-11-14,-0.2436341204290757,-0.7444737653792111,1.0,-0.0,-0.6824428527365571,-0.7566057781281058,0.0
2018-11-15,-0.24316640405562787,-0.7472083304788656,1.0,-0.0,-0.6880180859080633,-0.7470028087963281,0.0
2018-11-16,-0.24045658043129084,-0.7397901643826253,1.0,-0.0,-0.6866819315812857,-0.7505553467072213,0.0
2018-11-19,-0.23965134165099986,-0.7402837121859512,1.0,-0.0,-0.6873696803965135,-0.7509143736113485,0.0
2018-11-20,-0.20433910293467542,-0.7333628047743734,1.0,-0.0,-0.6920801169789507,-0.7708028700649505,0.0
