Date,IWF,IWM,MTUM,SPY,SXT,VLUE,VXX
2018-09-24,-0.20152452256944442,-0.6720106336805556,-0.0,-0.4200303819444444,1.0,-0.4191351996527778,0.0
2018-09-25,-0.20138907729455496,-0.6721289237364009,-0.0,-0.42016875118695574,1.0,-0.4193548387096775,0.0
2018-09-26,-0.20286039947894052,-0.6736050803300043,-0.0,-0.42029418150238823,1.0,-0.4170918367346939,0.0
2018-09-27,-0.20317460317460317,-0.6728530728530729,-0.0,-0.4202686202686203,1.0,-0.4170397503730837,0.0
2018-09-28,-0.20363636363636362,-0.6725915875169606,-0.0,-0.42035278154681144,1.0,-0.417123473541384,0.0
2018-10-01,-0.20413590968302214,-0.6720039079461573,-0.0,-0.4205927051671733,1.0,-0.4170918367346939,0.0
2018-10-02,-0.20779926135129265,-0.6596784705626765,-0.0,-0.425809254833804,1.0,-0.42236041711927,0.0
2018-10-03,-0.20755741354036594,-0.6567946142570172,-0.0,-0.42648895162603834,1.0,-0.4237743634290678,0.0
2018-10-04,-0.20933387600054265,-0.6536426536426537,-0.0,-0.4284628951295618,1.0,-0.42189662189662186,0.0
2018-10-05,-0.1959629259329316,-0.6477152971059529,-0.0,-0.43156700083767935,1.0,-0.42697327532628965,0.0
2018-10-08,-0.19301137745588193,-0.6452449801367456,-0.0,-0.43691052076858633,1.0,-0.4272896792151987,0.0
2018-10-09,-0.1891950355568775,-0.6453776059270476,-0.0,-0.43879620366114164,1.0,-0.4306032501419571,0.0
2018-10-10,-0.18830149883664302,-0.6464747578594232,-0.0,-0.43874790325198854,1.0,-0.4319571451761268,0.0
2018-10-11,-0.14723910171730514,-0.6392866578599735,-0.0,-0.4226155878467635,1.0,-0.4328665785997358,0.0
2018-10-12,-0.14762539533181737,-0.6354844611725347,-0.0,-0.41080530071355764,1.0,-0.4198227867952639,0.0
2018-10-15,-0.13067855838940176,-0.650367704584572,-0.0,-0.407082876962395,1.0,-0.4197047931987691,0.0
2018-10-16,-0.12365338353728689,-0.6653069762577136,-0.0,-0.40670431963183773,1.0,-0.41912456855977404,0.0
2018-10-17,-0.11641953546246371,-0.6522708419742845,-0.0,-0.4035669846536707,1.0,-0.4200279966818748,0.0
2018-10-18,-0.11561997614479075,-0.6508064097910076,-0.0,-0.4059534304828087,1.0,-0.42060364051236837,0.0
2018-10-19,-0.10604185998556552,-0.6464326219197856,-0.0,-0.40573770491803274,1.0,-0.4193989071038251,0.0
2018-10-22,-0.20717348397195942,-1.0057510379092083,-0.0,-0.5915061593956306,1.0,-0.598550330089158,0.0
2018-10-23,-0.20944474686989656,-1.0057498639085465,-0.0,-0.5895821992378878,1.0,-0.5975095264017419,0.0
2018-10-24,-0.20708872803887587,-1.0027865565637002,-0.0,-0.5896285723994971,1.0,-0.5987358548271996,0.0
2018-10-25,-0.1686040767938881,-0.9580136332202721,-0.0,-0.5994006651957717,1.0,-0.5670299996706952,0.0
2018-10-26,-0.14326054835002464,-0.951600722377278,-0.0,-0.6232474142176982,1.0,-0.5654243966507962,0.0
2018-10-29,-0.11618922900638402,-0.9685054837125552,-0.0,-0.613651988868882,1.0,-0.5755115403503028,0.0
2018-10-30,-0.09162691232110544,-0.975160388221747,-0.0,-0.6208915940121731,1.0,-0.6023359105115973,0.0
2018-10-31,-0.0931928952275032,-0.9630368650027805,-0.0,-0.617218932975696,1.0,-0.597625200353276,0.0
2018-11-01,-0.06948581154060157,-0.9844532451805059,-0.0,-0.6187281118057146,1.0,-0.6003665761136385,0.0
2018-11-02,-0.07457395602966047,-0.9571679458826592,-0.0,-0.625536620267985,1.0,-0.5949655262130871,0.0
2018-11-05,-0.06995054659031753,-0.9714666840187403,-0.0,-0.6273750650702759,1.0,-0.5846889640812077,0.0
2018-11-06,-0.07523102954575037,-0.9755954705193284,-0.0,-0.62390993101653,1.0,-0.5792008330079396,0.0
2018-11-07,-0.07558290999088185,-0.9761299986974078,-0.0,-0.6249185879901002,1.0,-0.5798488993096261,0.0
2018-11-08,-0.04817994062217633,-0.9782173744675359,-0.0,-0.61559313282561,1.0,-0.58509745708016,0.0
2018-11-09,-0.04810918946824987,-0.9778329891584926,-0.0,-0.6158363448631906,1.0,-0.5848606091894684,0.0
2018-11-12,-0.0470270791172786,-0.9629950852847644,-0.0,-0.6206675018470336,1.0,-0.5815425138929042,0.0
2018-11-13,-0.01672986839170199,-0.9641184156017973,-0.0,-0.626143207673433,1.0,-0.5796501067524936,0.0
2018-11-14,-0.016919449400968643,-0.9638669385674229,-0.0,-0.6260833545755798,1.0,-0.5794672444557736,0.0
2018-11-15,-0.015748783048582612,-0.9652572301231269,-0.0,-0.6289650345200599,1.0,-0.5716012853552226,0.0
2018-11-16,-0.013738181356685067,-0.9579605304905132,-0.0,-0.6270067897709245,1.0,-0.5740846500412462,0.0
2018-11-19,-0.016820590942270463,-0.9573772572915675,-0.0,-0.6256942460884192,1.0,-0.5738043098797169,0.0
2018-11-20,-0.0,-0.9456850870552611,-0.0,-0.6209626545546303,1.0,-0.5875283875851628,0.0
2018-11-21,-0.0,-0.9428276702822668,-0.0,-0.6210184114282141,1.0,-0.562001813009909,0.0
2018-11-23,-0.0,-0.9266316250547525,-0.0,-0.6341906013390901,1.0,-0.567861835930167,0.0
2018-11-26,-0.0,-0.9275326056360053,-0.0,-0.6331905044881618,1.0,-0.5669158352359803,0.0
2018-11-27,-0.0,-0.9291250350172752,-0.0,-0.6244280511719115,1.0,-0.5591247237526069,0.0
2018-11-28,-0.0,-0.9282512606611467,-0.0,-0.6249766544232086,1.0,-0.5595467845358899,0.0
2018-11-29,-0.0,-0.9101680310211117,-0.0,-0.6110051086354403,1.0,-0.5562873145811534,0.0
2018-11-30,-0.0,-0.9104642934063567,-0.0,-0.6114888772653149,1.0,-0.5548752346081659,0.0
2018-12-03,-0.0,-0.9125962426855558,-0.0,-0.6120726824761319,1.0,-0.5550970126270404,0.0
2018-12-04,-0.0,-0.9173507978968729,-0.0,-0.605325461980752,1.0,-0.5520708421732312,0.0
2018-12-06,-0.0,-0.8666606859842709,-0.0,-0.5995335067731229,1.0,-0.5241769085852696,0.0
2018-12-07,-0.0,-0.8674190265221816,-0.0,-0.5993234748248817,1.0,-0.5267317248398491,0.0
2018-12-10,-0.0,-0.8649369903632321,-0.0,-0.5897405485544849,1.0,-0.510481838398814,0.0
2018-12-11,-0.0,-0.8653338474772343,-0.0,-0.5879927624358556,1.0,-0.5128882033636877,0.0
2018-12-12,-0.0,-0.8653475332997123,-0.0,-0.5888041769260435,1.0,-0.5123854163576493,0.0
2018-12-13,-0.0,-0.860650633136621,-0.0,-0.594525666498621,1.0,-0.5103644613149076,0.0
2018-12-14,-0.0,-0.8575240128068303,-0.0,-0.5963773271670817,1.0,-0.5106130677101862,0.0
2018-12-17,-0.0,-0.854822035149904,-0.0,-0.5852902082410278,1.0,-0.5136907399202482,0.0
2018-12-18,-0.0,-0.8460454878943506,-0.0,-0.5777549523110784,1.0,-0.5109024211298606,0.0
2018-12-19,-0.0,-0.8464971519173176,-0.0,-0.5784837629925421,1.0,-0.5111867989899583,0.0
2018-12-20,-0.0,-0.8336206140991557,-0.0,-0.582137953197581,1.0,-0.5057699611440591,0.0
2018-12-21,-0.0,-0.8374476013041453,-0.0,-0.5873893805309734,1.0,-0.48620167675826736,0.0
2018-12-24,-0.0,-0.8360369788941218,-0.0,-0.5854700854700855,1.0,-0.4856386999244142,0.0
2018-12-26,-0.0,-0.8398673969443644,-0.0,-0.56840588065725,1.0,-0.47440184491207843,0.0
2018-12-27,-0.0,-0.8045615305355203,-0.0,-0.5087025536773511,1.0,-0.4715530925394748,0.0
2018-12-28,-0.0,-0.8045621657754011,-0.0,-0.5088848039215687,1.0,-0.4717580213903743,0.0
2018-12-31,-0.0,-0.8082745546293457,-0.0,-0.508461345451504,1.0,-0.4711589394741978,0.0
2019-01-02,-0.0,-0.8074138027070685,-0.0,-0.5059600066841197,1.0,-0.4716760430011698,0.0
2019-01-03,-0.0,-0.8068143859258434,-0.0,-0.5101881750361875,1.0,-0.4666518205099655,0.0
2019-01-04,-0.0,-0.8074004320611533,-0.0,-0.49670414889492054,1.0,-0.4655181964216474,0.0
2019-01-07,-0.0,-0.7866968103941383,-0.0,-0.4878925721134203,1.0,-0.44924141312341676,0.0
2019-01-08,-0.0,-0.7768022181146027,-0.0,-0.49423725127759055,1.0,-0.4472382298575623,0.0
2019-01-09,-0.0,-0.7750366788023693,-0.0,-0.49394120523827634,1.0,-0.44797043960223876,0.0
2019-01-10,-0.0,-0.7727754093464035,-0.0,-0.49577755451163547,1.0,-0.44684606402910915,0.0
2019-01-11,-0.0,-0.7516545513724638,-0.0,-0.49845394379950086,1.0,-0.4622979277422155,0.0
2019-01-14,-0.0,-0.7501638448935007,-0.0,-0.498416166029492,1.0,-0.4821682140906608,0.0
2019-01-15,-0.0,-0.7502602882349718,-0.0,-0.49649295851827496,1.0,-0.4931229108444298,0.0
2019-01-16,-0.0,-0.7470660648338121,-0.0,-0.4941594857064697,1.0,-0.4944056900560799,0.0
