Date,AOSL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5022372346025619,-1.3518599754342868,-0.024477978592735566,-0.741928408492718,-0.7662309177048605,0.0
2018-09-25,1.0,-0.5121790071796678,-1.3528168083513192,-0.0348852574549619,-0.742368849931727,-0.7624543011936749,0.0
2018-09-26,1.0,-0.5118328852849147,-1.3529152527433783,-0.03292054118372923,-0.7435987836587192,-0.7658102331320789,0.0
2018-09-27,1.0,-0.5115127944491095,-1.361426614221947,-0.03190878154417289,-0.7462323772484201,-0.7684624563574491,0.0
2018-09-28,1.0,-0.5080348842356899,-1.367435477444774,-0.033113462304661556,-0.7479304086059586,-0.7703749612643322,0.0
2018-10-01,1.0,-0.5076718403547672,-1.3715742793791574,-0.0341019955654102,-0.7488691796008868,-0.7723725055432372,0.0
2018-10-02,1.0,-0.5078822327812069,-1.3818109152271416,-0.032106221413029,-0.7479017718371153,-0.7710377903104045,0.0
2018-10-03,1.0,-0.5098815988605003,-1.3907237603489717,-0.03391792041306864,-0.747796670524348,-0.7688507077361346,0.0
2018-10-04,1.0,-0.5098842386464827,-1.390872662511131,-0.0346393588601959,-0.747506678539626,-0.7694568121104185,0.0
2018-10-05,1.0,-0.5085719374805183,-1.3993409627287705,-0.02680678630271185,-0.7484080687536181,-0.7698267800685755,0.0
2018-10-08,1.0,-0.5146484813136525,-1.4118623536273498,-0.029745614428641928,-0.7529274530037238,-0.7773341109964557,0.0
2018-10-09,1.0,-0.5188098341498495,-1.414445593060362,-0.0364061306126118,-0.7513146658276777,-0.7735628567576072,0.0
2018-10-10,1.0,-0.5203558910757617,-1.4131392109283725,-0.038060573380066506,-0.7520895119978431,-0.7699290015278152,0.0
2018-10-11,1.0,-0.42812814125256765,-1.4217035968707659,-0.0,-0.7261920370613172,-0.7944145797823521,0.0
2018-10-12,1.0,-0.5326755931407093,-1.5442800093962883,-0.0,-0.7856236786469345,-0.8355649518440216,0.0
2018-10-15,1.0,-0.48506689278311665,-1.6020821556434899,-0.0,-0.7810439042773696,-0.8425664217071792,0.0
2018-10-16,1.0,-0.4781932198594936,-1.615399123013815,-0.0,-0.7799519072092037,-0.8414352397567071,0.0
2018-10-17,1.0,-0.4420091747370372,-1.5553959501413281,-0.0,-0.7757749872573098,-0.860525462212131,0.0
2018-10-18,1.0,-0.4411137879911045,-1.5539751667902149,-0.0,-0.7773350630096368,-0.8606838398813935,0.0
2018-10-19,1.0,-0.4214584002569869,-1.543710706254876,-0.0,-0.7704556927171768,-0.8534257262172457,0.0
2018-10-22,1.0,-0.42227218500504726,-1.5413416536661466,-0.0,-0.7709461319629256,-0.8538129760484537,0.0
2018-10-23,1.0,-0.42170720513997245,-1.5415787058283614,-0.0,-0.7716842588343276,-0.854290959155576,0.0
2018-10-24,1.0,-0.4200827205882353,-1.5375919117647059,-0.0,-0.7759191176470588,-0.8619944852941176,0.0
2018-10-25,1.0,-0.37775125961283484,-1.4735702289401573,-0.0,-0.7570494121806771,-0.8112790594890834,0.0
2018-10-26,1.0,-0.3462737692679285,-1.4601905932984938,-0.0,-0.780071143120636,-0.805015150849765,0.0
2018-10-29,1.0,-0.307398127390215,-1.4929447448239483,-0.0,-0.7696162468679942,-0.8258384983955339,0.0
2018-10-30,1.0,-0.3021089630931459,-1.492530755711775,-0.0,-0.7693760984182776,-0.8296572934973638,0.0
2018-10-31,1.0,-0.30615531951941494,-1.464173776771722,-0.0,-0.7627981890997736,-0.819954727494341,0.0
2018-11-01,1.0,-0.28155170914151517,-1.4840393146038096,-0.0,-0.7623293032965122,-0.8210402713751414,0.0
2018-11-02,1.0,-0.28652800552343144,-1.449426080952792,-0.0,-0.7671096918960905,-0.8121601795115215,0.0
2018-11-05,1.0,-0.3316014669926651,-1.8011919315403422,-0.0,-1.02740423797881,-0.9335268948655256,0.0
2018-11-06,1.0,-0.3502972529725297,-1.8232369823698238,-0.0,-1.0264452644526447,-0.9250717507175072,0.0
2018-11-07,1.0,-0.34941363240641166,-1.82270702104778,-0.0,-1.0249398269063348,-0.9240538741230091,0.0
2018-11-08,1.0,-0.2951620287938139,-1.836394159841278,-0.0,-1.0136846924759628,-0.9420053924810501,0.0
2018-11-09,1.0,-0.29404573931645694,-1.8380278103193604,-0.0,-1.017979931747568,-0.943462537564305,0.0
