Date,HARP,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-10-09,1.0,-1.67935689367511,-0.8595480054603366,-5.236462915213105,-4.150462611861064,-2.2417715759138477,0.0
2019-10-10,1.0,-1.636514148103552,-0.9021673690547863,-5.180764599638772,-4.120559903672487,-2.2108669476219145,0.0
2019-10-11,1.0,-1.6410179189881042,-0.9278723083872912,-5.20599307333233,-4.113838277367867,-2.1692516187321185,0.0
2019-10-14,1.0,-1.6691684178925248,-0.870009006304413,-5.2340138096667665,-4.135845091564095,-2.101471029720805,0.0
2019-10-15,1.0,-1.6699849170437406,-0.8799396681749624,-5.266515837104072,-4.157918552036199,-2.1085972850678734,0.0
2019-10-16,1.0,-1.645345345345345,-0.873123123123123,-5.2957957957957955,-4.14054054054054,-2.06021021021021,0.0
2019-10-17,1.0,-1.6430501350945663,-0.8988291804262984,-5.271540078054638,-4.150855598919244,-2.046232362653858,0.0
2019-10-18,1.0,-1.644014401440144,-0.8855385538553856,-5.268826882688269,-4.14971497149715,-2.0534053405340535,0.0
2019-10-21,1.0,-1.6192255942592315,-0.8795036627298549,-5.251158618627597,-4.1378382418896695,-2.0623411571236354,0.0
2019-10-22,1.0,-1.631201434548715,-0.861625821876868,-5.260310818888225,-4.135534967124926,-2.0543933054393304,0.0
2019-10-23,1.0,-1.5768599970180408,-0.8789324586253168,-5.188161622185776,-4.137468316684061,-2.128373341285224,0.0
2019-10-24,1.0,-1.578586340590516,-0.8796600059648078,-5.186698478974054,-4.138830897703549,-2.1280942439606325,0.0
2019-10-25,1.0,-1.5542330010415115,-0.8918315726826365,-5.1362892426722215,-4.148489808064276,-2.147894658532956,0.0
2019-10-28,1.0,-1.5518111638954868,-0.893853919239905,-5.134055819477434,-4.151722090261282,-2.1141627078384797,0.0
2019-10-29,1.0,-1.5329776196828218,-0.888543056173114,-5.142878316288721,-4.165110419445679,-2.091892693048762,0.0
2019-10-30,1.0,-1.5563831371964847,-0.8723372560703114,-5.168628035155669,-4.193058245195889,-2.1059138984060777,0.0
2019-10-31,1.0,-1.5493376990623604,-0.8760232177407352,-5.159249888376246,-4.188867390980801,-2.1096889418068163,0.0
2019-11-01,1.0,-1.5536085536085538,-0.8688743688743689,-5.143451143451144,-4.18993168993169,-2.0942975942975943,0.0
2019-11-04,1.0,-1.551948051948052,-0.8257083825265643,-5.156729634002361,-4.179014167650531,-2.04456906729634,0.0
2019-11-05,1.0,-1.5551948051948052,-0.828512396694215,-5.167945690672963,-4.175619834710744,-2.0306965761511218,0.0
2019-11-06,1.0,-1.5470501474926253,-0.8328908554572272,-5.1488200589970505,-4.1759587020648965,-2.044542772861357,0.0
2019-11-07,1.0,-1.5492021276595744,-0.8476654846335696,-5.148049645390071,-4.183953900709219,-2.046690307328605,0.0
2019-11-08,1.0,-1.5525770142180098,-0.8545616113744077,-5.171504739336493,-4.191795023696683,-2.0401362559241707,0.0
2019-11-11,1.0,-1.5572677433693882,-0.8570158542006224,-5.152170691954364,-4.207141798785006,-2.043265668987998,0.0
2019-11-12,1.0,-1.5632235084594834,-0.8579697239536955,-5.1688928465420005,-4.2077767883645,-2.0433363015731674,0.0
2019-11-13,1.0,-1.5613123515439429,-0.8619358669833729,-5.1668646080760094,-4.207986935866983,-2.047654394299287,0.0
2019-11-14,1.0,-1.561580745803001,-0.8601990788887239,-5.178428168177091,-4.21170702718764,-2.0445699004605555,0.0
2019-11-15,1.0,-1.5586617100371745,-0.862899628252788,-5.187509293680297,-4.212788104089219,-2.0480297397769514,0.0
2019-11-18,1.0,-1.535931249073937,-0.8648688694621426,-5.187138835383021,-4.202252185508964,-2.026670617869314,0.0
2019-11-19,1.0,-1.5366720995703067,-0.8662024003556082,-5.185953474588828,-4.201363164913321,-2.026818787968588,0.0
2019-11-20,1.0,-1.5414430530709602,-0.8928145497912939,-5.252087060226596,-4.225402504472272,-1.9958258795468098,0.0
2019-11-21,1.0,-1.5403273809523812,-0.8992559523809524,-5.2474702380952385,-4.2212797619047615,-1.972619047619048,0.0
2019-11-22,1.0,-1.5563943832100258,-0.8715083798882682,-5.293975539785595,-4.324626302279934,-2.052544164276008,0.0
2019-11-25,1.0,-1.5729656008486137,-0.8721018336111532,-5.318836187301107,-4.341869980300046,-2.048037581451735,0.0
2019-11-26,1.0,-1.548547343067891,-0.8038536805660094,-5.306488032515429,-4.345325906969743,-2.049074213457775,0.0
2019-11-27,1.0,-1.545757071547421,-0.8010890939343518,-5.360913628800484,-4.377250037815762,-2.041446074723945,0.0
2019-11-29,1.0,-1.5582822085889572,-0.8124233128834357,-5.449846625766871,-4.45536809815951,-2.061349693251534,0.0
2019-12-02,1.0,-1.5571384803921569,-0.8016237745098039,-5.4468443627450975,-4.458946078431373,-2.053921568627451,0.0
2019-12-03,1.0,-1.5000757690559177,-0.7754205182603425,-5.396423700560692,-4.438854371874527,-2.043036823761176,0.0
2019-12-04,1.0,-1.4842652001222119,-0.8313473877176902,-5.525053467766575,-4.453712190650779,-1.9821264894592117,0.0
2019-12-05,1.0,-1.4873398413666872,-0.8262660158633315,-5.52333740085418,-4.4443258084197685,-1.9719341061622944,0.0
2019-12-06,1.0,-1.4906955460646738,-0.828248932275778,-5.521201952410006,-4.4426479560707755,-1.9704087858450274,0.0
2019-12-09,1.0,-1.4722517865288127,-0.812832598449141,-5.5304850235669765,-4.4290710050174855,-1.9600121636004257,0.0
2019-12-10,1.0,-1.4546285018270402,-0.8017661388550548,-5.556790499390987,-4.452192448233861,-1.9599573690621195,0.0
2019-12-11,1.0,-1.4532087609128503,-0.7915454127737784,-5.605299433297596,-4.492571603614643,-1.9736559963240925,0.0
2019-12-12,1.0,-1.4522566779244703,-0.7824685293214615,-5.624808105618667,-4.510439054344489,-1.9815781393920786,0.0
2019-12-13,1.0,-1.4636015325670497,-0.791264367816092,-5.658850574712644,-4.488275862068965,-1.9236781609195401,0.0
2019-12-16,1.0,-1.4551045510455105,-0.8031980319803198,-5.662515375153752,-4.499692496924969,-1.9544895448954491,0.0
2019-12-17,1.0,-1.4416103257529196,-0.811462814996927,-5.675476336816226,-4.504763368162262,-1.9325445605408726,0.0
2019-12-18,1.0,-1.4421570133661086,-0.8127208480565372,-5.673221693040406,-4.503149485328008,-1.9320940236595485,0.0
2019-12-19,1.0,-1.4496436318562134,-0.8198016733808491,-5.726836070653858,-4.542764177254416,-1.9553765106910443,0.0
2019-12-20,1.0,-1.4411264118830263,-0.8189695187993191,-5.711279591520965,-4.543400897416061,-1.9579142812935169,0.0
2019-12-23,1.0,-1.4657022865142324,-0.8628091460569295,-5.715041219474258,-4.595893607092861,-1.9152278736973092,0.0
2019-12-24,1.0,-1.5137963843958135,-0.8763082778306374,-5.788455439264193,-4.730732635585156,-1.9486203615604185,0.0
2019-12-26,1.0,-1.5034438571199744,-0.8910780073682525,-5.876181323081852,-4.786160499759731,-1.961236584975172,0.0
2019-12-27,1.0,-1.454694951488242,-0.9509949021542509,-6.099325768788028,-4.909061009702351,-2.0305870744943264,0.0
2019-12-30,1.0,-1.446592234627562,-0.9715047492084652,-6.192967838693551,-4.994667555407432,-2.0583236127312117,0.0
2019-12-31,1.0,-1.4134663341645886,-0.9655860349127182,-6.199501246882793,-5.0003325020781375,-2.0463840399002495,0.0
2020-01-02,1.0,-1.4343451282911286,-0.9776957907093744,-6.2572530605399965,-5.04745933255073,-2.0533288613114205,0.0
2020-01-03,1.0,-1.3342837973834283,-1.0451190875545118,-6.327742368332774,-5.010566923851057,-2.0551828245555184,0.0
2020-01-06,1.0,-1.296754767480763,-1.069253931080629,-6.36734693877551,-4.981431917029107,-2.013047842087655,0.0
2020-01-07,1.0,-1.2751340482573728,-1.0713806970509383,-6.3930965147453085,-4.978887399463807,-2.037701072386059,0.0
2020-01-08,1.0,-1.2751632892312845,-1.0629710266287054,-6.388377156255234,-4.965499916261932,-2.0556020767040697,0.0
2020-01-09,1.0,-1.2467771639042358,-1.0708186840783527,-6.3909258329147836,-4.9599866063954465,-2.073497404989118,0.0
2020-01-10,1.0,-1.2231128924515697,-1.094689378757515,-6.357381429525718,-4.932197728790915,-2.0928523714094855,0.0
2020-01-13,1.0,-1.2261407320742101,-1.0939328096272771,-6.375731238509109,-4.929633962894869,-2.0885843222463647,0.0
2020-01-14,1.0,-1.2052482032425202,-1.0855757980946013,-6.35534013036938,-4.934648169814475,-2.1332107638308537,0.0
2020-01-15,1.0,-1.17837384744342,-1.1052808046940485,-6.379882648784577,-4.939983235540653,-2.1611064543168483,0.0
2020-01-16,1.0,-1.183160013418316,-1.081348540758135,-6.349714860784972,-4.951526333445152,-2.2069775243206977,0.0
2020-01-17,1.0,-1.1820620284995809,-1.031349538977368,-6.356412405699916,-4.963453478625314,-2.2310142497904444,0.0
2020-01-21,1.0,-1.1779120510238337,-1.0572339711312522,-6.348271231957033,-4.966767371601208,-2.233971131252098,0.0
2020-01-22,1.0,-1.175848169297951,-1.0636546859254281,-6.345314074571717,-4.974638898219684,-2.2361437688948604,0.0
2020-01-23,1.0,-1.1803967720242097,-1.0726294552790854,-6.3471755211835905,-4.991761936785474,-2.2204102219233355,0.0
2020-01-24,1.0,-1.1794392523364485,-1.0633814783347493,-6.439762107051826,-5.062361937128292,-2.2474086661002546,0.0
2020-01-27,1.0,-1.1515406634113488,-0.9850143121737667,-6.429365212998822,-5.003704327327833,-2.268395352752989,0.0
2020-01-28,1.0,-1.060346276685157,-1.1200201714573876,-6.540931248949404,-4.959320894267944,-2.129097327281896,0.0
2020-01-29,1.0,-1.006887283722493,-1.1422812027549136,-6.563245422476062,-4.950445153704015,-2.1352259365026036,0.0
2020-01-30,1.0,-1.0102263202011734,-1.1173512154233025,-6.548868398994132,-4.960268231349539,-2.1279128248113994,0.0
2020-01-31,1.0,-0.9767283845761848,-1.2031595039918466,-6.611516901647699,-5.021742823169697,-2.1736028537455407,0.0
2020-02-03,1.0,-0.9795918367346939,-1.1400133824021412,-6.52542656406825,-4.938440950150552,-2.1446972231515558,0.0
