Date,IWF,IWM,MHK,MTUM,SPY,VLUE,VXX
2018-09-24,-0.6956066524382878,-0.8121853984617243,1.0,-0.005959811541094511,-0.8305480610477993,-0.682599766439818,0.0
2018-09-25,-0.6948981649526115,-0.8153256704980844,1.0,-0.003670094777172817,-0.8331518451300666,-0.6860254083484574,0.0
2018-09-26,-0.6946909795062127,-0.8152735194448927,1.0,-0.0025012102630304987,-0.8338308859125384,-0.6878731644344037,0.0
2018-09-27,-0.6967437736761505,-0.8081728056742161,1.0,-0.004513581042959619,-0.8333601998871605,-0.6872330136213427,0.0
2018-09-28,-0.6940289481111155,-0.8111518767890982,1.0,-0.005362254565979922,-0.8334878845300971,-0.687699068661049,0.0
2018-10-01,-0.6991057338243031,-0.8124468903006514,1.0,-0.004855743940436207,-0.8390320883745398,-0.6909723627240724,0.0
2018-10-02,-0.6988181008661863,-0.8149437383631506,1.0,-0.004938071723467983,-0.838379341050757,-0.6905205213308508,0.0
2018-10-03,-0.6997567896230239,-0.8207944872314552,1.0,-0.006080259424402108,-0.8379408188082691,-0.6889339278475881,0.0
2018-10-04,-0.7004010857675323,-0.8182149657659118,1.0,-0.006846817647773772,-0.8385933638536646,-0.6873151561803671,0.0
2018-10-05,-0.6817299919159256,-0.8069523039611964,1.0,-0.0,-0.8513742926434923,-0.7019401778496362,0.0
2018-10-08,-0.6795368353102558,-0.8035584604212056,1.0,-0.0,-0.8513273622206085,-0.7001129669974986,0.0
2018-10-09,-0.6740193107906112,-0.8045085444188583,1.0,-0.0,-0.8551690704157072,-0.7061770290469842,0.0
2018-10-10,-0.6766945141775381,-0.83307955059879,1.0,-0.0,-0.8709823449524671,-0.7346804395242603,0.0
2018-10-11,-0.5836574315384307,-0.8227416703420072,1.0,-0.0,-0.8475201475482138,-0.7555430816727476,0.0
2018-10-12,-0.5927287097411579,-0.8089705591780281,1.0,-0.0,-0.8236316933412369,-0.7264572218929065,0.0
2018-10-15,-0.5573200600458246,-0.8456190250454295,1.0,-0.0,-0.8184798925495774,-0.7289642095283243,0.0
2018-10-16,-0.5540722015957026,-0.8505411169918634,1.0,-0.0,-0.8173236432577612,-0.727822102851726,0.0
2018-10-17,-0.526579233276424,-0.8004811423250039,1.0,-0.0,-0.8127425112525222,-0.7403771534999224,0.0
2018-10-18,-0.5258787925816714,-0.7990222705051602,1.0,-0.0,-0.8143477923488787,-0.7406300923411189,0.0
2018-10-19,-0.5113649475020191,-0.7838160070766509,1.0,-0.0,-0.8138533133341025,-0.7369716549363486,0.0
2018-10-22,-0.5116323783887714,-0.7828109978850221,1.0,-0.0,-0.8138434916362238,-0.7371274754854835,0.0
2018-10-23,-0.5110008462189399,-0.7830986998999924,1.0,-0.0,-0.8146780521578583,-0.737672128625279,0.0
2018-10-24,-0.5117340034796057,-0.7800502609704234,1.0,-0.0,-0.8240479412333269,-0.7503576261357047,0.0
2018-10-25,-0.47091743461552815,-0.7198447934932657,1.0,-0.0,-0.8294593888743798,-0.7107040256687684,0.0
2018-10-26,-0.4562587593125323,-0.7045437781220034,1.0,-0.0,-0.827948661208232,-0.6993803938924541,0.0
2018-10-29,-0.7067223963775687,-1.0479673583121858,1.0,-0.0,-1.2203811514156342,-1.0008458973976215,0.0
2018-10-30,-0.6831312677742852,-1.0538841490794792,1.0,-0.0,-1.226263533403183,-1.0259941126577856,0.0
2018-10-31,-0.6842657342657343,-1.0563936063936066,1.0,-0.0,-1.226873126873127,-1.0274725274725276,0.0
2018-11-01,-0.6638253327351578,-1.070335476795773,1.0,-0.0,-1.2242161407706496,-1.0264194207666617,0.0
2018-11-02,-0.6646244271767284,-1.0679418210798965,1.0,-0.0,-1.2231520223152024,-1.025403466826061,0.0
2018-11-05,-0.6590444876201863,-1.0849399691127386,1.0,-0.0,-1.2245802819708067,-1.0133014497085637,0.0
2018-11-06,-0.6733703536945319,-1.1025564060233128,1.0,-0.0,-1.2219720846465556,-1.0048526689679325,0.0
2018-11-07,-0.672087670136109,-1.1050340272217776,1.0,-0.0,-1.221126901521217,-1.0057045636509208,0.0
2018-11-08,-0.6258256766823939,-1.1116463868885027,1.0,-0.0,-1.2103799354358082,-1.0186739508318847,0.0
2018-11-09,-0.624732839604354,-1.1129777821959341,1.0,-0.0,-1.21328097817983,-1.0194343655251255,0.0
2018-11-12,-0.6230343190584511,-1.0881218474928296,1.0,-0.0,-1.2201562654534663,-1.0137968549104934,0.0
2018-11-13,-0.5920981859077796,-1.0756442227763925,1.0,-0.0,-1.2187668084690235,-1.0032272260525157,0.0
2018-11-14,-0.5955810307662159,-1.076670585929845,1.0,-0.0,-1.2219772682735646,-1.00480109739369,0.0
2018-11-15,-0.5940448833911895,-1.0758812888084879,1.0,-0.0,-1.2234879968708747,-0.9957952378624163,0.0
2018-11-16,-0.5904706226249635,-1.0653317743349897,1.0,-0.0,-1.2190392672707786,-0.9970281594075806,0.0
2018-11-19,-0.5915534122460909,-1.064737688148473,1.0,-0.0,-1.2182765843440986,-0.9965414779092991,0.0
2018-11-20,-0.5170316301703163,-1.059270072992701,1.0,-0.0,-1.2408272506082725,-1.0490997566909976,0.0
2018-11-21,-0.5290902935628959,-1.0541664651545195,1.0,-0.0,-1.2448130773323016,-1.0082216956038108,0.0
2018-11-23,-0.5296049454264464,-1.046218487394958,1.0,-0.0,-1.2459673524582247,-1.0076789336424226,0.0
2018-11-26,-0.5283602280413566,-1.0550294714465167,1.0,-0.0,-1.2433085322253359,-1.0046864431346023,0.0
2018-11-27,-0.5156722507560121,-1.0547688763020209,1.0,-0.0,-1.2345317525080401,-0.9950559208947344,0.0
2018-11-28,-0.5142953245879583,-1.0646773341021576,1.0,-0.0,-1.2320407476815147,-0.9941377156311566,0.0
2018-11-29,-0.4818233456404431,-1.0423648584682381,1.0,-0.0,-1.2185932026886301,-0.9906749976332482,0.0
2018-11-30,-0.48101265822784806,-1.0443749111079506,1.0,-0.0,-1.220310055468639,-0.995164272507467,0.0
2018-12-03,-0.47880452801591433,-1.0441434187467438,1.0,-0.0,-1.2193908966039881,-0.9940321129162127,0.0
2018-12-04,-0.463527851458886,-1.0577396741189844,1.0,-0.0,-1.2190223569533913,-0.9963527851458887,0.0
2018-12-06,-0.44822688536607713,-0.9673325391734628,1.0,-0.0,-1.2141482635388985,-0.9519838724457069,0.0
2018-12-07,-0.4567312104248876,-0.9682481416903735,1.0,-0.0,-1.2161604111223272,-0.9472790676332936,0.0
2018-12-10,-0.4202747427120642,-0.9713016276012152,1.0,-0.0,-1.2175726526726212,-0.9246044339665414,0.0
2018-12-11,-0.421570405295131,-0.9708495783842597,1.0,-0.0,-1.217381448907426,-0.9237011515096563,0.0
2018-12-12,-0.4215895180668269,-0.9709389309516253,1.0,-0.0,-1.2172099560230314,-0.924015051910958,0.0
2018-12-13,-0.4208786231884058,-0.9650815217391304,1.0,-0.0,-1.2219202898550725,-0.9211503623188405,0.0
2018-12-14,-0.42505430847212167,-0.9532494569152788,1.0,-0.0,-1.2267831281679942,-0.9206191165821869,0.0
2018-12-17,-0.4018839012078601,-0.9525869839552912,1.0,-0.0,-1.211736073553272,-0.940733729944114,0.0
2018-12-18,-0.3829701552642176,-0.9361492684236431,1.0,-0.0,-1.2098080451026891,-0.9455456619982998,0.0
2018-12-19,-0.39429289303661164,-0.9368269921033741,1.0,-0.0,-1.2088119167264897,-0.9468772433596555,0.0
2018-12-20,-0.39101734980598546,-0.9175326702644842,1.0,-0.0,-1.2131483876722717,-0.9383613576557691,0.0
2018-12-21,-0.3844994236055689,-0.9168661878159086,1.0,-0.0,-1.2170790103751,-0.9153586946883037,0.0
2018-12-24,-0.35948287234510357,-0.8889230904533661,1.0,-0.0,-1.2123477419638538,-0.9365902994591268,0.0
2018-12-26,-0.3584421235857267,-0.8977806788511749,1.0,-0.0,-1.1803307223672759,-0.9151000870322019,0.0
2018-12-27,-0.3054285476764486,-0.8462465707872642,1.0,-0.0,-1.0953944633801647,-0.9095519162025106,0.0
2018-12-28,-0.30265780730897013,-0.8485465116279071,1.0,-0.0,-1.0943521594684384,-0.9072674418604652,0.0
2018-12-31,-0.303405315614618,-0.8477159468438539,1.0,-0.0,-1.0942691029900333,-0.9074335548172758,0.0
2019-01-02,-0.2989669335767332,-0.8474463759697963,1.0,-0.0,-1.0926440692030037,-0.9098037588681908,0.0
2019-01-03,-0.2990623184797942,-0.8475230271346776,1.0,-0.0,-1.0922745000414902,-0.9101734295909053,0.0
2019-01-04,-0.25852753144978347,-0.8612497422148897,1.0,-0.0,-1.081831305423799,-0.9229531862239637,0.0
2019-01-07,-0.24078633996689944,-0.8273119928954911,1.0,-0.0,-1.0706817906591852,-0.8978726839704516,0.0
2019-01-08,-0.2430331829896907,-0.8163257087628866,1.0,-0.0,-1.073534149484536,-0.894128543814433,0.0
2019-01-09,-0.23816806181584033,-0.8016741790083708,1.0,-0.0,-1.0772698003863488,-0.9073164842240824,0.0
2019-01-10,-0.23667420449038928,-0.808875787433371,1.0,-0.0,-1.0793894362784686,-0.9131804231949605,0.0
2019-01-11,-0.23658132103709095,-0.8015208510294058,1.0,-0.0,-1.0842939772681308,-0.9224204182340331,0.0
2019-01-14,-0.24575173976371584,-0.8021929114743487,1.0,-0.0,-1.0835895776015536,-0.914468360576145,0.0
2019-01-15,-0.24007132436375425,-0.794618252553088,1.0,-0.0,-1.0845761063381423,-0.9332549846004214,0.0
2019-01-16,-0.21582383713857012,-0.8036416724116956,1.0,-0.0,-1.0752666369276938,-0.9605823431607121,0.0
2019-01-17,-0.21617569593581587,-0.8016532274403338,1.0,-0.0,-1.075246160703432,-0.9589529559544552,0.0
2019-01-18,-0.22140612886114172,-0.7978944791284123,1.0,-0.0,-1.0761007059207572,-0.9850654914922268,0.0
2019-01-22,-0.0,-0.8225270332814407,1.0,-0.0,-1.3276812386923045,-1.0573063491395633,0.0
2019-01-23,-0.0,-0.790736984448952,1.0,-0.0,-1.3504901960784312,-1.0845588235294117,0.0
2019-01-24,-0.0,-0.7921935129191863,1.0,-0.0,-1.3512073413117944,-1.0855076753922273,0.0
2019-01-25,-0.0,-0.73307862631876,1.0,-0.0,-1.4625537272608866,-1.1459644857378544,0.0
2019-01-28,-0.0,-0.6955094991364421,1.0,-0.0,-1.4901122625215888,-1.132167530224525,0.0
2019-01-29,-0.0,-0.68960436798544,1.0,-0.0,-1.4929150236165878,-1.1507561641461195,0.0
2019-01-30,-0.0,-0.6874972933177428,1.0,-0.0,-1.4898012212550342,-1.1533930968775714,0.0
2019-01-31,-0.0,-0.7081142161762789,1.0,-0.0,-1.4452605502194795,-1.192750662784128,0.0
2019-02-01,-0.0,-0.7076132851608411,1.0,-0.0,-1.4594524006442346,-1.1858703695642712,0.0
2019-02-04,-0.0,-0.7110908062480964,1.0,-0.0,-1.4578166470869773,-1.182178131662533,0.0
2019-02-05,-0.0,-0.6991420234310353,1.0,-0.0,-1.4524193197160402,-1.2036496668263577,0.0
2019-02-06,-0.0,-0.6940874035989717,1.0,-0.0,-1.4507864581064005,-1.212234761012592,0.0
2019-02-07,-0.0,-0.6952658856321589,1.0,-0.0,-1.4468446496232743,-1.213100474718,0.0
2019-02-08,-0.0,-0.7030265920223933,1.0,-0.0,-1.4677221833449965,-1.202982855143457,0.0
2019-02-11,-0.0,-0.714043917865574,1.0,-0.0,-1.5260344750790613,-1.2140216471426664,0.0
2019-02-12,-0.0,-0.7339683391467667,1.0,-0.0,-1.5256685448528753,-1.212235041588409,0.0
2019-02-13,-0.0,-0.7444046553267681,1.0,-0.0,-1.5217994628469114,-1.2100716204118176,0.0
2019-02-14,-0.0,-0.7129371572417513,1.0,-0.0,-1.56140429740178,-1.2208936438011329,0.0
2019-02-15,-0.0,-0.7496859296482412,1.0,-0.0,-1.5375538406317302,-1.1994346733668342,0.0
2019-02-19,-0.0,-0.7314677788241626,1.0,-0.0,-1.5538364949100858,-1.199246602986681,0.0
2019-02-20,-0.0,-0.7325769127275988,1.0,-0.0,-1.553995874069423,-1.1981343618261728,0.0
2019-02-21,-0.0,-0.7444683328854251,1.0,-0.0,-1.5489115829078206,-1.1857475588999375,0.0
2019-02-22,-0.0,-0.7479070600349196,1.0,-0.0,-1.5488651116980794,-1.1801047589201772,0.0
2019-02-25,-0.0,-0.7477611268619775,1.0,-0.0,-1.560145808019441,-1.1923405787318304,0.0
2019-02-26,-0.0,-0.7443565068801152,1.0,-0.0,-1.5613814191923734,-1.1911143088407232,0.0
2019-02-27,-0.0,-0.7433743598957865,1.0,-0.0,-1.5696702901805766,-1.1789147426107267,0.0
2019-02-28,-0.0,-0.7422675777737817,1.0,-0.0,-1.568422945513397,-1.1848588383384284,0.0
2019-03-01,-0.0,-0.7424228797553737,1.0,-0.0,-1.5680366939472976,-1.186347693137872,0.0
2019-03-04,-0.0,-0.738942826321467,1.0,-0.0,-1.5663430420711975,-1.1895001797914417,0.0
2019-03-05,-0.0,-0.7305489152496505,1.0,-0.0,-1.586035812547923,-1.1938117360515992,0.0
2019-03-06,-0.0,-0.7333934611048478,1.0,-0.0,-1.582367531003382,-1.1938218714768885,0.0
2019-03-07,-0.0,-0.7035038006566815,1.0,-0.0,-1.6063059416183152,-1.1880088157243736,0.0
2019-03-08,-0.0,-0.7004096495220755,1.0,-0.0,-1.6467455621301774,-1.204506144742831,0.0
2019-03-11,-0.0,-0.7145757393992526,1.0,-0.0,-1.6549623956074377,-1.24449776219259,0.0
2019-03-12,-0.0,-0.6703845435878291,1.0,-0.0,-1.6880250140003732,-1.3083815568415158,0.0
2019-03-13,-0.0,-0.6925751879699249,1.0,-0.0,-1.6929981203007518,-1.3136748120300754,0.0
2019-03-14,-0.0,-0.6934779546414988,1.0,-0.0,-1.6917406207447059,-1.3102784429731889,0.0
2019-03-15,-0.0,-0.6938630887702556,1.0,-0.0,-1.6990598573250817,-1.3314121037463977,0.0
2019-03-18,-0.0,-0.7255126918112721,1.0,-0.0,-1.7085424733495866,-1.3462402600506715,0.0
2019-03-19,-0.0,-0.7310258748979885,1.0,-0.0,-1.7092794392972013,-1.3601843406461522,0.0
2019-03-20,-0.0,-0.7355415605018989,1.0,-0.0,-1.710542762367194,-1.361328782270083,0.0
2019-03-21,-0.0,-0.7369053339740509,1.0,-0.0,-1.7240749639596347,-1.3444497837578087,0.0
2019-03-22,-0.0,-0.7366868198307135,1.0,-0.0,-1.7560338573155987,-1.34403869407497,0.0
2019-03-25,-0.0,-0.6350486919992363,1.0,-0.0,-1.7951594424288715,-1.3435172808860036,0.0
2019-03-26,-0.0,-0.6497740167323781,1.0,-0.0,-1.7987306471776132,-1.35969804788922,0.0
2019-03-27,-0.0,-0.632281611679393,1.0,-0.0,-1.8098256735340728,-1.3602746962493397,0.0
2019-03-28,-0.0,-0.632311173157464,1.0,-0.0,-1.8079237471718097,-1.373658113897848,0.0
2019-03-29,-0.0,-0.6274188889958603,1.0,-0.0,-1.8084143641089825,-1.3779243284875324,0.0
2019-04-01,-0.0,-0.637318177439553,1.0,-0.0,-1.8053174068008861,-1.3738079183123013,0.0
2019-04-02,-0.0,-0.6518105849582173,1.0,-0.0,-1.8093362789357412,-1.3414657573720106,0.0
2019-04-03,-0.0,-0.65028319093789,1.0,-0.0,-1.8117500239992321,-1.3378131899779209,0.0
2019-04-04,-0.0,-0.6494161741386767,1.0,-0.0,-1.8178847724760945,-1.3378021238767959,0.0
2019-04-05,-0.0,-0.6507469879518073,1.0,-0.0,-1.8192289156626507,-1.3493493975903617,0.0
2019-04-08,-0.0,-0.6492774566473988,1.0,-0.0,-1.8197976878612716,-1.3478805394990365,0.0
2019-04-09,-0.0,-0.6468374583876103,1.0,-0.0,-1.8272784291021373,-1.3505089979254112,0.0
2019-04-10,-0.0,-0.6351156069364161,1.0,-0.0,-1.8350674373795761,-1.3467726396917148,0.0
2019-04-11,-0.0,-0.618120481927711,1.0,-0.0,-1.8603373493975903,-1.340819277108434,0.0
2019-04-12,-0.0022955523672883787,-0.6067910090865614,1.0,-0.0,-1.8464849354375896,-1.326781444285031,0.0
2019-04-15,-0.0,-0.6069209444603767,1.0,-0.0,-1.8447089188414112,-1.3280757097791798,0.0
2019-04-16,-0.0,-0.596561413535267,1.0,-0.0,-1.8393580035243131,-1.3266657141496403,0.0
2019-04-17,-0.0,-0.5944735588375417,1.0,-0.0,-1.8487851357789424,-1.3209147212958552,0.0
2019-04-18,-0.0,-0.5931631246137022,1.0,-0.0,-1.8303618123900538,-1.3309085722436174,0.0
2019-04-22,-0.004389731844641665,-0.5949995228552344,1.0,-0.0,-1.8331901899036167,-1.33891592709228,0.0
2019-04-23,-0.007775975574849728,-0.6005629233851731,1.0,-0.0,-1.8318385650224216,-1.3304074038736762,0.0
2019-04-24,-0.006237501190362822,-0.5978954385296638,1.0,-0.0,-1.8261117988762976,-1.331254166269879,0.0
2019-04-25,-0.007991627818475884,-0.5918085814860623,1.0,-0.0,-1.832699077157264,-1.3244220340595567,0.0
2019-04-26,-0.007011351712296098,-0.5881427072402938,1.0,-0.0,-1.8365448821902126,-1.3378803777544597,0.0
2019-04-29,-0.0019167185777948154,-0.5699362691072883,1.0,-0.0,-1.8496813455364418,-1.3702621112655136,0.0
2019-04-30,-0.0,-0.5709894332372719,1.0,-0.0,-1.8501921229586935,-1.3818924111431317,0.0
2019-05-01,-0.0,-0.5595111067998836,1.0,-0.0,-1.8744301096129594,-1.4161897371229024,0.0
2019-05-02,-0.0,-0.5574955138464522,1.0,-0.0,-1.86585188418449,-1.426548329210922,0.0
2019-05-03,-0.0,-0.5596450392784406,1.0,-0.0,-1.8645136262244206,-1.4250315197362042,0.0
2019-05-06,-0.0,-0.5256836926638693,1.0,-0.0,-1.8590652582838953,-1.438479718323446,0.0
2019-05-07,-0.0,-0.5241359335779108,1.0,-0.0,-1.8611218381927013,-1.4419772156787023,0.0
2019-05-08,-0.0,-0.5137443031902135,1.0,-0.0,-1.844087311105781,-1.4394818901415207,0.0
2019-05-09,-0.0,-0.5145640385815059,1.0,-0.0,-1.8443783290944864,-1.4397523873506408,0.0
2019-05-10,-0.0,-0.5157283974297497,1.0,-0.0,-1.8425721684089382,-1.4369425529874364,0.0
2019-05-13,-0.0,-0.5101002830958207,1.0,-0.0,-1.8481838683364522,-1.4399980807063,0.0
2019-05-14,-0.0,-0.4490335995463352,1.0,-0.020603941212608102,-1.8371532536269553,-1.4189310524077314,0.0
2019-05-15,-0.0,-0.46023880315257915,1.0,-0.025532115720420974,-1.837746000283166,-1.3959601680117042,0.0
2019-05-16,-0.0,-0.460557994618326,1.0,-0.026389085587499413,-1.8375584194873247,-1.3962611528112165,0.0
2019-05-17,-0.0,-0.44748685394855275,1.0,-0.04708891941825761,-1.8367520962622579,-1.4059879672177744,0.0
