Date,IWF,IWM,MTUM,PETS,SPY,VLUE,VXX
2018-11-02,-0.5389705882352941,-1.545757918552036,-0.0,1.0,-1.3651583710407238,-1.2062782805429864,0.0
2018-11-05,-0.5318847960165224,-1.5678718949810446,-0.0,1.0,-1.3676795111186557,-1.1909126916765687,0.0
2018-11-06,-0.5275344180225282,-1.56963249516441,-0.0,1.0,-1.3828080555239506,-1.2090112640801,0.0
2018-11-07,-0.52625,-1.5682954545454546,-0.0,1.0,-1.3800568181818182,-1.2072727272727273,0.0
2018-11-08,-0.46602051166460046,-1.578158458244111,-0.0,1.0,-1.3659979713738306,-1.2248394004282654,0.0
2018-11-09,-0.46869884278859725,-1.5809201241885407,-0.0,1.0,-1.3674287327123906,-1.2278295230031047,0.0
2018-11-12,-0.46559453098733605,-1.5530651126302812,-0.0,1.0,-1.3674773058388434,-1.2173596324106242,0.0
2018-11-13,-0.42293669207822343,-1.5381725776157333,-0.0,1.0,-1.3612860457408023,-1.2019113910065187,0.0
2018-11-14,-0.423506020103833,-1.5372804595161824,-0.0,1.0,-1.360985308737435,-1.2013144813873855,0.0
2018-11-15,-0.42132231404958675,-1.5367493112947659,-0.0,1.0,-1.3628650137741047,-1.1886501377410468,0.0
2018-11-16,-0.41769513466074265,-1.5225714442433218,-0.0,1.0,-1.3560967582688828,-1.1887992978991828,0.0
2018-11-19,-0.43139419361960474,-1.5300805828457889,-0.0,1.0,-1.3613533502594106,-1.1966000662324758,0.0
2018-11-20,-0.37237762237762234,-1.5120192307692308,-0.0,1.0,-1.3609047202797202,-1.2179851398601398,0.0
2018-11-21,-0.37793705539987066,-1.4943953438241,-0.0,1.0,-1.3486203923259321,-1.1681396852769994,0.0
2018-11-23,-0.37913417585372405,-1.4803979564399032,-0.0,1.0,-1.3509545576767947,-1.1673568163484809,0.0
2018-11-26,-0.378554152109648,-1.4817522171459285,-0.0,1.0,-1.3490997043805428,-1.1655468959957,0.0
2018-11-27,-0.36450890476698306,-1.479204436386904,-0.0,1.0,-1.335981657246454,-1.1524474778713873,0.0
2018-11-28,-0.36677333333333334,-1.4728533333333333,-0.0,1.0,-1.3391466666666665,-1.1546133333333333,0.0
2018-11-29,-0.3087484875585249,-1.4502077963070126,-0.0,1.0,-1.3352622442001156,-1.166447472249987,0.0
2018-11-30,-0.3095161635624063,-1.477253264825519,-0.0,1.0,-1.360575893812888,-1.2047741383001498,0.0
2018-12-03,-0.3064421277733227,-1.477091686714782,-0.0,1.0,-1.3593691526329859,-1.2032611601176155,0.0
2018-12-04,-0.293197061641648,-1.4802512509315446,-0.0,1.0,-1.351538379644416,-1.1981794953688918,0.0
2018-12-06,-0.27504096681687834,-1.364604670217124,-0.0,1.0,-1.341151167554281,-1.1400553052027858,0.0
2018-12-07,-0.28111071263896714,-1.3647215533582664,-0.0,1.0,-1.3420257185306625,-1.1353552948409242,0.0
2018-12-10,-0.24859954579863738,-1.3589704769114308,-0.0,1.0,-1.331516527882917,-1.1075952561191018,0.0
2018-12-11,-0.2775661536898776,-1.3590837523490273,-0.0,1.0,-1.3512113362791405,-1.0911168672863019,0.0
2018-12-12,-0.2778059928897918,-1.358862366683596,-0.0,1.0,-1.350888776028441,-1.091163026917217,0.0
2018-12-13,-0.27708153635395,-1.3514637982647522,-0.0,1.0,-1.357603125475671,-1.0876249429194784,0.0
2018-12-14,-0.2798397728425109,-1.3451475509583208,-0.0,1.0,-1.3587364364668897,-1.0868066119054862,0.0
2018-12-17,-0.24470993216563736,-1.3513212513921231,-0.0,1.0,-1.341095474334312,-1.1251392123114308,0.0
2018-12-18,-0.21585458217621814,-1.338247917192628,-0.0,1.0,-1.3503155768745265,-1.1447614238828578,0.0
2018-12-19,-0.21590507447614238,-1.3381974248927038,-0.0,1.0,-1.3502650845746023,-1.144811916182782,0.0
2018-12-20,-0.21172687534542528,-1.3137215495151482,-0.0,1.0,-1.3625584082801587,-1.1363613525599157,0.0
2018-12-21,-0.2019534184823441,-1.322314049586777,-0.0,1.0,-1.3778111695467068,-1.1066867017280242,0.0
2018-12-24,-0.15636563656365637,-1.288978897889789,-0.0,1.0,-1.3885888588858886,-1.1665666566656665,0.0
2018-12-26,-0.15668961388805747,-1.3280953806245637,-0.0,1.0,-1.3537364062655892,-1.1500049885263894,0.0
2018-12-27,-0.06200810875268304,-1.2748867159551633,-0.0,1.0,-1.2496541855473409,-1.1833532077271642,0.0
2018-12-28,-0.058596541374874946,-1.2772140441141442,-0.0,1.0,-1.2479157734267068,-1.1802200943261396,0.0
2018-12-31,-0.05983516745271783,-1.275832499642704,-0.0,1.0,-1.2478681339621742,-1.1804106521842694,0.0
2019-01-02,-0.04979927356146052,-1.2828809023131331,-0.0,1.0,-1.2526763525138598,-1.1938443892181227,0.0
2019-01-03,-0.05915775401069519,-1.2787433155080214,-0.0,1.0,-1.2580213903743316,-1.178714667685256,0.0
2019-01-04,-0.014962121212121213,-1.290151515151515,-0.0,1.0,-1.2413352272727274,-1.1884469696969697,0.0
2019-01-07,-0.0,-1.2359478028311892,-0.0,1.0,-1.2252040392862082,-1.1499054733250333,0.0
2019-01-08,-0.0,-1.2176370571205366,-0.0,1.0,-1.2330775240108451,-1.1446165157851202,0.0
2019-01-09,-0.0,-1.2040245691235791,-0.0,1.0,-1.2304272093876054,-1.1493399339933994,0.0
2019-01-10,-0.0,-1.2027398515531935,-0.0,1.0,-1.2305049024099697,-1.1484468065609823,0.0
2019-01-11,-0.0,-1.2209215558250164,-0.0,1.0,-1.2636880887976867,-1.1791810465441657,0.0
2019-01-14,-0.0,-1.2263649090060662,-0.0,1.0,-1.2751749883341112,-1.1648623425104994,0.0
2019-01-15,-0.0,-1.2196091266130542,-0.0,1.0,-1.2790817280718159,-1.1768281279221993,0.0
2019-01-16,-0.0,-1.2130589004013814,-0.0,1.0,-1.2849341921030524,-1.1691402968356202,0.0
2019-01-17,-0.0,-1.2214959379960781,-0.0,1.0,-1.282706135026613,-1.1647212624894947,0.0
2019-01-18,-0.0008955083188009616,-1.2145449403779986,-0.0,1.0,-1.2918414478955556,-1.205919781307442,0.0
2019-01-22,-0.0,-1.221795302819269,-0.0,1.0,-1.4424379232505642,-1.1386100571538351,0.0
2019-01-23,-0.0,-1.2225748859353303,-0.0,1.0,-1.4924618131323149,-1.2442967665145803,0.0
2019-01-24,-0.0,-1.2216256899147013,-0.0,1.0,-1.5373808329152032,-1.258554942298043,0.0
2019-01-25,-0.0,-1.1492754375941412,-0.0,1.0,-1.7194722900327222,-1.325248013296629,0.0
2019-01-28,-0.0,-1.1247008635937987,-0.0,1.0,-1.7547601706378109,-1.3229112475288733,0.0
2019-01-29,-0.0,-1.1277540022190522,-0.0,1.0,-1.7682675542875257,-1.3874359380778782,0.0
2019-01-30,-0.0,-1.1433752933646255,-0.0,1.0,-1.7942713889481545,-1.396202261574568,0.0
2019-01-31,-0.0,-1.167076429716729,-0.0,1.0,-1.7575628006413684,-1.4200427578834847,0.0
2019-02-01,-0.0,-1.1682212930202638,-0.0,1.0,-1.7747400021443123,-1.4178192344805403,0.0
2019-02-04,-0.0,-1.1780638240815233,-0.0,1.0,-1.7816036470903727,-1.4037007240547064,0.0
2019-02-05,-0.0,-1.17837003936589,-0.0,1.0,-1.7445472922651346,-1.3967975316523036,0.0
2019-02-06,-0.0,-1.1457041395028356,-0.0,1.0,-1.7461705623575556,-1.4083850108655325,0.0
2019-02-07,-0.0,-1.143243386523883,-0.0,1.0,-1.7677993956422626,-1.390340878969411,0.0
2019-02-08,-0.0,-1.1449822026244487,-0.0,1.0,-1.7814907294267652,-1.386123359719492,0.0
2019-02-11,-0.0,-1.1259796342698727,-0.0,1.0,-1.80108759396492,-1.4042224236285121,0.0
2019-02-12,-0.0,-1.1361915426865035,-0.0,1.0,-1.8080840398869513,-1.3882045539380365,0.0
2019-02-13,-0.0,-1.1386880714437593,-0.0,1.0,-1.7983733786944502,-1.3787476079098446,0.0
2019-02-14,-0.0,-1.0973059482528675,-0.0,1.0,-1.8342491331021606,-1.4032008535609495,0.0
2019-02-15,-0.0,-1.1363854650232112,-0.0,1.0,-1.8140440744890882,-1.3854650232111414,0.0
2019-02-19,-0.0,-1.109778843591793,-0.0,1.0,-1.8371436184385823,-1.382200905941913,0.0
2019-02-20,-0.0,-1.1095007193477913,-0.0,1.0,-1.8408376405392444,-1.3782170831779186,0.0
2019-02-21,-0.0,-1.0963855421686748,-0.0,1.0,-1.8480115150868963,-1.386661691011835,0.0
2019-02-22,-0.0,-1.1045466631215104,-0.0,1.0,-1.8311619250199416,-1.3820260568997609,0.0
2019-02-25,-0.0,-1.090933290741628,-0.0,1.0,-1.8452856306234362,-1.3877974764414631,0.0
2019-02-26,-0.0,-1.0868174061433449,-0.0,1.0,-1.8496693686006827,-1.3962777303754268,0.0
2019-02-27,-0.0,-1.0815858278640413,-0.0,1.0,-1.862013766607972,-1.3922949682514274,0.0
2019-02-28,-0.0,-1.085082518827111,-0.0,1.0,-1.8640709288041446,-1.391870960850291,0.0
2019-03-01,-0.0,-1.0875347148045291,-0.0,1.0,-1.8633838923306987,-1.3897671437726982,0.0
2019-03-04,-0.0,-1.087040821673741,-0.0,1.0,-1.7728868626526229,-1.3803385211968766,0.0
2019-03-05,-0.0,-1.0841427364864866,-0.0,1.0,-1.7925464527027026,-1.4020798141891893,0.0
2019-03-06,-0.0,-1.0829342735357574,-0.0,1.0,-1.7911382413303163,-1.3883071094037782,0.0
2019-03-07,-0.0,-1.0479987410166292,-0.0,1.0,-1.8171326653727116,-1.3806326391438912,0.0
2019-03-08,-0.0,-1.0224117834057433,-0.0,1.0,-1.8892656564586205,-1.3866165094839462,0.0
2019-03-11,-0.0,-1.0270935960591132,-0.0,1.0,-1.905975583636753,-1.4213964446348253,0.0
2019-03-12,-0.0,-0.9729523394045153,-0.0,1.0,-1.9677173083215183,-1.5124877303958992,0.0
2019-03-13,-0.0,-0.994814365311414,-0.0,1.0,-1.9955315275555803,-1.5262315882385393,0.0
2019-03-14,-0.0,-0.9943835691867189,-0.0,1.0,-1.9937228126204505,-1.518198337095975,0.0
2019-03-15,-0.0,-0.9751186141454263,-0.0,1.0,-1.9904556989959175,-1.551417852808121,0.0
2019-03-18,-0.0,-1.0099972074839432,-0.0,1.0,-2.0003909522479755,-1.5746439542027368,0.0
2019-03-19,-0.0,-1.0065548272414175,-0.0,1.0,-1.9638929007888013,-1.5844906121542048,0.0
2019-03-20,-0.0,-0.9991621983914208,-0.0,1.0,-1.9781613047363715,-1.6080205540661303,0.0
2019-03-21,-0.0,-1.0008951549737048,-0.0,1.0,-2.0333445227705043,-1.5604229607250755,0.0
2019-03-22,-0.0,-1.0053552919497868,-0.0,1.0,-2.1794886559944717,-1.5735920764712656,0.0
2019-03-25,-0.0,-0.8024017467248908,-0.0,1.0,-2.3226269823029186,-1.6208342909675937,0.0
2019-03-26,-0.0,-0.8601930389002632,-0.0,1.0,-2.3523252412986255,-1.6372038607780055,0.0
2019-03-27,-0.0,-0.8359543992984507,-0.0,1.0,-2.3728734288219817,-1.637474422683426,0.0
2019-03-28,-0.0,-0.8427963094393186,-0.0,1.0,-2.390525195173882,-1.6810977052282943,0.0
2019-03-29,-0.0,-0.8047746282527881,-0.0,1.0,-2.3543796468401488,-1.649395910780669,0.0
2019-04-01,-0.0,-0.8053281051781802,-0.0,1.0,-2.31651481951332,-1.6445046707415525,0.0
2019-04-02,-0.0,-0.8295819935691318,-0.0,1.0,-2.3344051446945335,-1.577859439595774,0.0
2019-04-03,-0.0,-0.8306632213608959,-0.0,1.0,-2.3324145851277636,-1.5790410565604365,0.0
2019-04-04,-0.0,-0.8300683633021199,-0.0,1.0,-2.33618659160108,-1.5785603492847706,0.0
2019-04-05,-0.0,-0.8193908687892222,-0.0,1.0,-2.347285393517186,-1.5907075824745234,0.0
2019-04-08,-0.0,-0.8074512735008337,-0.0,1.0,-2.3492209509572817,-1.5927097108031967,0.0
2019-04-09,-0.0,-0.7923765521224372,-0.0,1.0,-2.396130522668207,-1.5867744730002888,0.0
2019-04-10,-0.0,-0.7629253076078792,-0.0,1.0,-2.429437929640113,-1.5843105539830165,0.0
2019-04-11,-0.0,-0.7485978606533681,-0.0,1.0,-2.4549869904596706,-1.578433073142527,0.0
2019-04-12,-0.0,-0.7464617873028709,-0.0,1.0,-2.4554329617006525,-1.5747790422274854,0.0
2019-04-15,-0.0,-0.7590853409554921,-0.0,1.0,-2.4611794901709154,-1.6130198915009042,0.0
2019-04-16,-0.0,-0.7510329977303148,-0.0,1.0,-2.4552755630565093,-1.6134551591689459,0.0
2019-04-17,-0.0,-0.7364770342737235,-0.0,1.0,-2.4859524364653764,-1.6064933550944278,0.0
2019-04-18,-0.0,-0.7420727442294242,-0.0,1.0,-2.470447656796456,-1.6163441361622757,0.0
2019-04-22,-0.0,-0.7409970674486803,-0.0,1.0,-2.487683284457478,-1.636480938416422,0.0
2019-04-23,-0.0,-0.727725674091442,-0.0,1.0,-2.474736225087925,-1.659202813599062,0.0
2019-04-24,-0.0,-0.7262035803255894,-0.0,1.0,-2.4228028503562946,-1.6444006720352238,0.0
2019-04-25,-0.0,-0.7547169811320754,-0.0,1.0,-2.4394945259725134,-1.6292219892848823,0.0
2019-04-26,-0.0,-0.7287150578253037,-0.0,1.0,-2.44865461730691,-1.6342186319521126,0.0
2019-04-29,-0.0,-0.7096717877094972,-0.0,1.0,-2.451757448789572,-1.657937616387337,0.0
2019-04-30,-0.0,-0.713727548402146,-0.0,1.0,-2.4527058549101937,-1.6651504548635412,0.0
2019-05-01,-0.0,-0.7265327633659308,-0.0,1.0,-2.475844703402237,-1.6534520114774258,0.0
2019-05-02,-0.0,-0.7158134642356242,-0.0,1.0,-2.470780738662927,-1.657199625993455,0.0
2019-05-03,-0.0,-0.7222676797194623,-0.0,1.0,-2.467621274108708,-1.6546464056107537,0.0
2019-05-06,-0.0,-0.6606361248905748,-0.0,1.0,-2.490283046396265,-1.6851473592063029,0.0
2019-05-07,-0.0,-0.6318011822897815,-0.0,1.0,-2.614066835565207,-1.7862830256967064,0.0
2019-05-08,-0.0,-0.6442077549066539,-0.0,1.0,-2.5568453805648637,-1.7826112972714219,0.0
2019-05-09,-0.0,-0.6397347000301478,-0.0,1.0,-2.604582454024721,-1.7852879107627375,0.0
2019-05-10,-0.0,-0.6374149250135517,-0.0,1.0,-2.6070589652472442,-1.7785339998795398,0.0
2019-05-13,-0.0,-0.6370987207337677,-0.0,1.0,-2.6014361573738833,-1.7957398020757906,0.0
2019-05-14,-0.0,-0.546871296515762,-0.0,1.0,-2.6058900213320695,-1.7727542071580944,0.0
2019-05-15,-0.0,-0.5658923915619816,-0.0,1.0,-2.6154894524768904,-1.7441929367148614,0.0
2019-05-16,-0.0,-0.5644004504771502,-0.0,1.0,-2.6186355284215517,-1.7442949439867228,0.0
2019-05-17,-0.0,-0.5591243495424367,-0.0,1.0,-2.61020395956696,-1.8119504755069082,0.0
2019-05-20,-0.0,-0.5375574249746435,-0.0,1.0,-2.616311675914325,-1.812362030905077,0.0
2019-05-21,-0.0,-0.5295833333333333,-0.0,1.0,-2.613630952380952,-1.8091666666666666,0.0
2019-05-22,-0.0,-0.5068181818181818,-0.0,1.0,-2.65938995215311,-1.8145933014354068,0.0
2019-05-23,-0.0,-0.4992540430864713,-0.0,1.0,-2.669928984901832,-1.7984722802410935,0.0
2019-05-24,-0.0,-0.4464624881291548,-0.0,1.0,-2.6795465337132005,-1.8094135802469138,0.0
2019-05-28,-0.0,-0.43101717929039496,-0.0,1.0,-2.675423578723655,-1.797036424818466,0.0
2019-05-29,-0.0,-0.43547723935389127,-0.0,1.0,-2.672834067547724,-1.765403817914831,0.0
2019-05-30,-0.0,-0.4273099415204678,-0.0,1.0,-2.6552046783625727,-1.7654385964912278,0.0
2019-05-31,-0.0,-0.43429674701614795,-0.0,1.0,-2.648724549496841,-1.7676690849520245,0.0
2019-06-03,-0.0,-0.4407259695971331,-0.0,1.0,-2.650367030807468,-1.6888619154962141,0.0
2019-06-04,-0.0,-0.4169452449567724,-0.0,1.0,-2.6521613832853026,-1.6945821325648416,0.0
2019-06-05,-0.0,-0.4037028674644389,-0.0,1.0,-2.6503725445924586,-1.5905396251975612,0.0
2019-06-06,-0.0,-0.41263098272444065,-0.0,1.0,-2.6095157179269326,-1.64197111299915,0.0
2019-06-07,-0.0,-0.4677768906125242,-0.0,1.0,-2.592620052469488,-1.6428082582411314,0.0
2019-06-10,-0.0,-0.47626887702963555,-0.0,1.0,-2.5582491200181674,-1.6427841489724084,0.0
2019-06-11,-0.0,-0.4857566934977451,-0.0,1.0,-2.572757892333162,-1.6502825826340128,0.0
2019-06-12,-0.0,-0.47745327770474943,-0.0,1.0,-2.5747842487283537,-1.6630279476481684,0.0
2019-06-13,-0.0,-0.5264059377676278,-0.0,1.0,-2.554096488723951,-1.628889523265772,0.0
2019-06-14,-0.0,-0.5080068143100511,-0.029131175468483816,1.0,-2.5577512776831344,-1.5837592277115273,0.0
2019-06-17,-0.0,-0.49877931073638787,-0.032759893260659735,1.0,-2.5695225117810705,-1.5765059898938283,0.0
2019-06-18,-0.0,-0.49951751149457907,-0.03235511153998979,1.0,-2.5689958562751887,-1.575466878583187,0.0
2019-06-19,-0.0,-0.5093192408228208,-0.053528810092055915,1.0,-2.5872258211160357,-1.5323900443232188,0.0
2019-06-20,-0.0,-0.5173105582941648,-0.03204172876304024,1.0,-2.626218044250831,-1.5564599335091138,0.0
2019-06-21,-0.0,-0.5400872961176201,-0.0268205835056283,1.0,-2.608143808867448,-1.5681139444061567,0.0
2019-06-24,-0.0,-0.43445534057778956,-0.023164590511529283,1.0,-2.322979061754572,-1.5202756427246222,0.0
2019-06-25,-0.0,-0.41081909999471206,-0.0248532600074031,1.0,-2.3282216699275553,-1.524033631219925,0.0
2019-06-26,-0.0,-0.406817339755465,-0.0068808553432488226,1.0,-2.299899433652676,-1.5793150902450643,0.0
2019-06-27,-0.0,-0.39639687516607325,-0.0,1.0,-2.2882499867141415,-1.629696550991125,0.0
2019-06-28,-0.0,-0.3638960901539601,-0.0,1.0,-2.3041638008570975,-1.6226654674355852,0.0
2019-07-01,-0.0,-0.34857626759817933,-0.006562930030697576,1.0,-2.3347094315655763,-1.6028368794326242,0.0
2019-07-02,-0.0,-0.35855332629355857,-0.0,1.0,-2.312935586061246,-1.6083421330517422,0.0
2019-07-03,-0.0,-0.3459036335748665,-0.003067646903263342,1.0,-2.333262812714868,-1.6067594012799493,0.0
2019-07-05,-0.0,-0.31433542468497916,-0.01465703590446565,1.0,-2.329783307850477,-1.6135393051088731,0.0
2019-07-08,-0.0,-0.3094824408992787,-0.02079713578686885,1.0,-2.32748907492234,-1.607329015953246,0.0
2019-07-09,-0.0,-0.2840629611411707,-0.0,1.0,-2.1356123954746677,-1.49877029021151,0.0
2019-07-10,-0.0,-0.26014660304029125,-0.0,1.0,-2.15658975746544,-1.502779554287401,0.0
2019-07-11,-0.0,-0.26259856016455263,-0.0,1.0,-2.1350213036877417,-1.4997306430285517,0.0
2019-07-12,-0.0,-0.3052928652770213,-0.0,1.0,-2.1520522849928203,-1.4938357181759665,0.0
2019-07-15,-0.0,-0.3239122902539227,-0.0,1.0,-2.156065930802356,-1.469732217987428,0.0
2019-07-16,-0.0,-0.2966444309682636,-0.09657368101879926,1.0,-2.2025469981807158,-1.457752173034162,0.0
2019-07-17,-0.0,-0.3199244473939456,-0.08530297616008983,1.0,-2.2263004747562407,-1.4733268671193014,0.0
2019-07-18,-0.0,-0.32003062005613675,-0.0888491962235264,1.0,-2.2330186272008166,-1.4614442459811177,0.0
2019-07-19,-0.0,-0.32631199464386873,-0.08065097594891074,1.0,-2.280836380491322,-1.4623783282690423,0.0
2019-07-22,-0.0,-0.3193221037449132,-0.07247720599598208,1.0,-2.281100293617679,-1.4782877453252976,0.0
2019-07-23,-0.0,-0.32740672026386314,-0.07060399917542776,1.0,-2.2785508142651003,-1.4769635126777985,0.0
2019-07-24,-0.0,-0.32596342597375766,-0.06689740675689637,1.0,-2.287994627544168,-1.4849674553156318,0.0
2019-07-25,-0.0,-0.3269946258784622,-0.0656262918561389,1.0,-2.288342290202563,-1.48651302190988,0.0
2019-07-26,-0.0,-0.3365124035855743,-0.054878048780487805,1.0,-2.3160308526162185,-1.5042213883677298,0.0
2019-07-29,-0.0,-0.3061416335909755,-0.06068518905368707,1.0,-2.315176519740965,-1.5404742009609358,0.0
2019-07-30,-0.0,-0.30268659836922435,-0.06956930796571191,1.0,-2.3049341417520384,-1.5496550282249637,0.0
2019-07-31,-0.0,-0.3922087545651829,-0.06340972847086222,1.0,-2.3063568517440323,-1.530990313872863,0.0
2019-08-01,-0.0,-0.4368325501922255,-0.03919265271251602,1.0,-2.3415207176420334,-1.5220525416488682,0.0
2019-08-02,-0.0,-0.43098003532623236,-0.025210084033613446,1.0,-2.345822405395279,-1.5504469303645025,0.0
2019-08-05,-0.0,-0.422683723170797,-0.016057378365358883,1.0,-2.3696408499705615,-1.5440775036129102,0.0
2019-08-06,-0.0,-0.4259432978945174,-0.007817385866166354,1.0,-2.2600583698144674,-1.5177194079633103,0.0
2019-08-07,-0.0,-0.4455939693267481,-0.0,1.0,-2.242162724200676,-1.5110995580972186,0.0
2019-08-08,-0.0,-0.4476115896632733,-0.009240407204385279,1.0,-2.25304098146698,-1.510623858000522,0.0
2019-08-09,-0.0,-0.3968840771058886,-0.0,1.0,-2.266173752310536,-1.618167414840243,0.0
2019-08-12,-0.0,-0.39321304940732194,-0.014580929403125983,1.0,-2.2523339976922268,-1.5848106577153047,0.0
2019-08-13,-0.0,-0.36210091597395033,-0.010906973050246202,1.0,-2.300047651824006,-1.6215915709217978,0.0
2019-08-14,-0.0,-0.3689912695908278,-0.005417061112864206,1.0,-2.280214578731461,-1.6046597244135898,0.0
2019-08-15,-0.0,-0.41946429489486403,-0.041334635751375255,1.0,-2.217109660171714,-1.4632152588555858,0.0
2019-08-16,-0.0,-0.43554169914263446,-0.03471031436736815,1.0,-2.221719927253832,-1.5041309431021044,0.0
2019-08-19,-0.0,-0.4246171357615894,-0.03559602649006622,1.0,-2.2181291390728477,-1.4956022350993377,0.0
2019-08-20,-0.0,-0.419573245794009,-0.05144645055395979,1.0,-2.185832991382848,-1.472404595814526,0.0
2019-08-21,-0.0,-0.4289448060267514,-0.05570645210885051,1.0,-2.185261107979296,-1.4548762363552503,0.0
2019-08-22,-0.0,-0.4364925525402979,-0.03596204856151806,1.0,-2.1708324831667007,-1.457763721689451,0.0
2019-08-23,-0.0,-0.45059895566704206,-0.03757550936828095,1.0,-2.187314426128801,-1.4437903143237432,0.0
2019-08-26,-0.0,-0.43219786284051576,-0.03481663572969448,1.0,-2.142828475392565,-1.4069131590829278,0.0
2019-08-27,-0.0,-0.4280359820089955,-0.023138430784607693,1.0,-2.130584707646177,-1.415742128935532,0.0
2019-08-28,-0.0,-0.4054648084319896,-0.041860232778860085,1.0,-2.1474599130825713,-1.4005195064688545,0.0
2019-08-29,-0.0,-0.40677203160948283,-0.04041212363709113,1.0,-2.1487946383915175,-1.405521656496949,0.0
2019-08-30,-0.0,-0.37242040466219284,-0.06216257126999344,1.0,-2.2080326958978755,-1.4030475806044704,0.0
2019-09-03,-0.0,-0.3798312534734502,-0.0803314303036427,1.0,-2.1858737937654724,-1.4062547365230131,0.0
2019-09-04,-0.0,-0.35762660466996865,-0.08192661477812593,1.0,-2.1957444657838874,-1.4187304154452642,0.0
2019-09-05,-0.0,-0.3735461457127033,-0.07099340415890439,1.0,-2.2039675746437744,-1.3864357283117668,0.0
2019-09-06,-0.0,-0.37718990010541636,-0.0663621304151398,1.0,-2.1999899603433564,-1.3762863310074798,0.0
2019-09-09,-0.0,-0.39618174491235136,-0.07147894418698368,1.0,-2.2091476929276648,-1.3604674591980657,0.0
2019-09-10,-0.0,-0.39670545564455195,-0.07385018386983024,1.0,-2.207445468742129,-1.3595788625258174,0.0
2019-09-11,-0.0,-0.4294731483838127,-0.007381012980402137,1.0,-2.218834308984474,-1.4347162127767878,0.0
2019-09-12,-0.0,-0.4242254667548456,-0.009818385308032763,1.0,-2.218395482525309,-1.4348578114666533,0.0
