Date,CHX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-09-15,1.0,-0.2903716583351445,-1.1100847641816995,-0.7149532710280374,-1.206042164746794,-1.1121495327102804,0.0
2020-09-16,1.0,-0.2905188807389296,-1.1100244498777507,-0.7145340939961966,-1.2058136375984787,-1.1123607715294757,0.0
2020-09-17,1.0,-0.2779653632501906,-1.1241694804487528,-0.7054242457248666,-1.2075481973641216,-1.1309770177540572,0.0
2020-09-18,1.0,-0.276964120433386,-1.1239723416997878,-0.704742200686013,-1.206566124026787,-1.1323024990472041,0.0
2020-09-21,1.0,-0.27784737730813225,-1.1231003867313034,-0.7043411950541969,-1.2086714962688598,-1.1329593115093415,0.0
2020-09-22,1.0,-0.2846719303022053,-1.109501769670569,-0.7136945276340865,-1.2099646065886196,-1.1273618295671113,0.0
2020-09-23,1.0,-0.2816548720740338,-1.1089820359281437,-0.7144801306477954,-1.2083287969515515,-1.1301578660860097,0.0
2020-09-24,1.0,-0.27194744557250666,-1.105054563222759,-0.7079103100059722,-1.2086432488191543,-1.1356751180845865,0.0
2020-09-25,1.0,-0.2723422738625258,-1.1051688565533717,-0.7081659246389401,-1.2083831034857204,-1.1353567162558367,0.0
2020-09-28,1.0,-0.2686235147306169,-1.1030871900602246,-0.6995279691823557,-1.208887200911508,-1.1455157072323803,0.0
2020-09-29,1.0,-0.2695246870088342,-1.0967969215760662,-0.7022383610644408,-1.2092027532383067,-1.1419977237006125,0.0
2020-09-30,1.0,-0.2700168049005258,-1.0967637014148643,-0.702119585840516,-1.2097360004336748,-1.1423537702607471,0.0
2020-10-01,1.0,-0.2702439024390244,-1.097669376693767,-0.7011382113821139,-1.2089430894308943,-1.142059620596206,0.0
2020-10-02,1.0,-0.26922451633880673,-1.0923969002330245,-0.6994526635235463,-1.2117270904459978,-1.1463718636536064,0.0
2020-10-05,1.0,-0.25765375237063126,-1.104849634245462,-0.6855594689785965,-1.2119750745055542,-1.158547819019236,0.0
2020-10-06,1.0,-0.25701920476061674,-1.097971328103868,-0.6815796591831215,-1.2130375980524752,-1.1601839329185828,0.0
2020-10-07,1.0,-0.2547312641937926,-1.0995998702281822,-0.6800583973180491,-1.2119065642911215,-1.1608629825889478,0.0
2020-10-08,1.0,-0.2586318865678104,-1.0947072193960385,-0.6829743478731465,-1.2167442363892196,-1.1588375365299275,0.0
2020-10-09,1.0,-0.25499972901197765,-1.0964175383448052,-0.6819684569942008,-1.2205842501761421,-1.165790472061135,0.0
2020-10-12,1.0,-0.2534814413438093,-1.0961257111893796,-0.6809536710918451,-1.2193985369818476,-1.168572202655107,0.0
2020-10-13,1.0,-0.24646705289945314,-1.1015756131896692,-0.6783258433049976,-1.2160376847690726,-1.172072120851156,0.0
2020-10-14,1.0,-0.24612885760693015,-1.10162425554954,-0.6785056848944233,-1.2160259880887925,-1.171954520844613,0.0
2020-10-15,1.0,-0.24501948895625814,-1.09944781290602,-0.6782698137721959,-1.2157860545690775,-1.1750757903854483,0.0
2020-10-16,1.0,-0.24426158510177567,-1.100909484625379,-0.6772412299696838,-1.2152988306626245,-1.1758878302295366,0.0
2020-10-19,1.0,-0.24844080481587938,-1.102879765713976,-0.6800802646564348,-1.2177992298931613,-1.1740875318618145,0.0
2020-10-20,1.0,-0.244770781402406,-1.1035005960767312,-0.6774682995556518,-1.2145334344857484,-1.1786604530183158,0.0
2020-10-21,1.0,-0.24586429462493897,-1.1038672235179259,-0.6756522210771817,-1.217877094972067,-1.1806150675272549,0.0
2020-10-22,1.0,-0.24677296886864086,-1.102559930578154,-0.6750189825360668,-1.218353400585747,-1.1808764508081138,0.0
2020-10-23,1.0,-0.24709838377264348,-1.1021260440394838,-0.6753443974400695,-1.2185161080377482,-1.1804968000867773,0.0
2020-10-26,1.0,-0.2475999349134892,-1.1025654933015132,-0.6754352660411129,-1.2185821988392906,-1.1796387698649453,0.0
2020-10-27,1.0,-0.24002818122696729,-1.1030782570995015,-0.6742900498590939,-1.2215477996965098,-1.1804682419249948,0.0
2020-10-28,1.0,-0.24077385790928302,-1.1029642876497046,-0.6745786592965913,-1.2216441770985746,-1.179212052240828,0.0
