Date,CHX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-03,1.0,-0.4022666006491721,-1.0560048412829401,-0.8659294713098973,-1.1989327171700501,-0.9783242559278209,0.0
2020-08-04,1.0,-0.40172679278486584,-1.0536735591728992,-0.8648812142542894,-1.1995710514738231,-0.9795424549054114,0.0
2020-08-05,1.0,-0.40162807326329686,-1.0540124305593752,-0.8649139211264507,-1.199438974753864,-0.9801991089599033,0.0
2020-08-06,1.0,-0.40170517051705174,-1.054840484048405,-0.8646314631463147,-1.1994499449944995,-0.97992299229923,0.0
2020-08-07,1.0,-0.4018701870187019,-1.054840484048405,-0.8646864686468648,-1.1987898789878988,-0.9803630363036304,0.0
2020-08-10,1.0,-0.4000330014850668,-1.0568725592651669,-0.8629888344975525,-1.1982289203014136,-0.9821241955888015,0.0
2020-08-11,1.0,-0.39391103281215595,-1.0606144021140718,-0.8561990750935917,-1.1997907949790796,-0.9948799823827351,0.0
2020-08-12,1.0,-0.38863523846196163,-1.0622696517960284,-0.8477914076681886,-1.2006160954948017,-1.0015402387370043,0.0
2020-08-13,1.0,-0.38357142857142856,-1.0686813186813187,-0.83510989010989,-1.1992307692307693,-1.007912087912088,0.0
2020-08-14,1.0,-0.38456043956043956,-1.0686263736263737,-0.8357142857142859,-1.198791208791209,-1.0068131868131867,0.0
2020-08-17,1.0,-0.38499999999999995,-1.0685714285714285,-0.8357692307692308,-1.1985714285714286,-1.0066483516483518,0.0
2020-08-18,1.0,-0.38498323531028417,-1.06826801517067,-0.826361787500687,-1.2032649920299014,-1.0137415489473973,0.0
2020-08-19,1.0,-0.38395998240985046,-1.069975813544415,-0.8254727352682498,-1.2026715039577838,-1.0147867194371152,0.0
2020-08-20,1.0,-0.38353303286797846,-1.0702429372320545,-0.8251071781906123,-1.2023744091458723,-1.0150599098603936,0.0
2020-08-21,1.0,-0.37975588299978014,-1.0732351000659777,-0.8208709038926765,-1.2028260391466903,-1.0214427094787772,0.0
2020-08-24,1.0,-0.3794259951616451,-1.0747745766439412,-0.820376072135474,-1.2021662634704202,-1.0213327468660656,0.0
2020-08-25,1.0,-0.37844680499752326,-1.0758985084484562,-0.8157300897132479,-1.2058451208101713,-1.0279597115966757,0.0
2020-08-26,1.0,-0.37842597688497526,-1.075894331315355,-0.8154650522839846,-1.2055035773252616,-1.0282883874518438,0.0
2020-08-27,1.0,-0.36708860759493667,-1.0867914144193727,-0.8078701155751239,-1.2036323610346726,-1.0381948266373142,0.0
2020-08-28,1.0,-0.3663785985578246,-1.0873011504376067,-0.8073429845323938,-1.204326526118787,-1.039081851709143,0.0
2020-08-31,1.0,-0.3666336415675914,-1.0871862615587846,-0.8074086305592248,-1.204150154117129,-1.0388595332452664,0.0
2020-09-01,1.0,-0.36489238729564594,-1.0890625860075962,-0.8041503825617878,-1.2058677822425277,-1.0405130181097595,0.0
2020-09-02,1.0,-0.3624057667968965,-1.086997193638915,-0.803224563913498,-1.2050294392780498,-1.045011830737908,0.0
2020-09-03,1.0,-0.3684645474078563,-1.0944851523332049,-0.8131783372816925,-1.2030191174039997,-1.0301911740399976,0.0
2020-09-04,1.0,-0.3221869527145359,-1.1070490367775832,-0.769319176882662,-1.2061077057793346,-1.06819176882662,0.0
2020-09-08,1.0,-0.31719459489031127,-1.1067345040757153,-0.764976202199245,-1.2044422561409267,-1.0774659445265058,0.0
2020-09-09,1.0,-0.3002777323966672,-1.1156673746119916,-0.7386048031367424,-1.1994772096062736,-1.0917061482328596,0.0
2020-09-10,1.0,-0.2902997660627822,-1.1198520211087535,-0.7218323268592568,-1.200369947228116,-1.1081007562156575,0.0
2020-09-11,1.0,-0.2878046127067015,-1.1204852045256746,-0.7212249782419495,-1.2014251523063535,-1.1085726718885989,0.0
2020-09-14,1.0,-0.2881853785900783,-1.1193429068755438,-0.7210617928633595,-1.2010987815491732,-1.1098237597911227,0.0
