Date,IWF,IWM,MTUM,SPY,TUP,VLUE,VXX
2018-09-24,-0.544234180958013,-1.694086339444116,-0.0,-1.2713187463039621,1.0,-1.4039621525724424,0.0
2018-09-25,-0.5437043199239409,-1.7046764513637176,-0.0,-1.2798146057400914,1.0,-1.413928337987997,0.0
2018-09-26,-0.543261231281198,-1.7045994770620392,-0.0,-1.2799500831946755,1.0,-1.4146660328024718,0.0
2018-09-27,-0.5626083318391012,-1.6951168489630029,-0.0,-1.2936465244157553,1.0,-1.4255573486342719,0.0
2018-09-28,-0.5608415013148459,-1.6968682763566818,-0.0,-1.2933899115467367,1.0,-1.4254721491752331,0.0
2018-10-01,-0.5611884976385484,-1.697853769354935,-0.0,-1.2935373946314341,1.0,-1.4258384647575775,0.0
2018-10-02,-0.5618683093116441,-1.7012738472579392,-0.0,-1.2926260391124933,1.0,-1.4247353627175408,0.0
2018-10-03,-0.5633507225520178,-1.6841758109971818,-0.0,-1.3055105834382683,1.0,-1.4433051508065,0.0
2018-10-04,-0.5668503654007429,-1.6762908829519585,-0.0,-1.3086737750089852,1.0,-1.4383610878159818,0.0
2018-10-05,-0.53328173374613,-1.660157180281019,-0.0,-1.3120981185996665,1.0,-1.4482614908311502,0.0
2018-10-08,-0.5266749747789449,-1.6520087828615515,-0.0,-1.3115542104326154,1.0,-1.4441279449290845,0.0
2018-10-09,-0.5208197208197208,-1.6531036531036531,-0.0,-1.3154737154737155,1.0,-1.4506088506088506,0.0
2018-10-10,-0.5213961271814487,-1.66722448003825,-0.0,-1.3227946449916328,1.0,-1.465156586182166,0.0
2018-10-11,-0.3641323073389227,-1.6356954174801883,-0.0,-1.2652463535086713,1.0,-1.477431951303549,0.0
2018-10-12,-0.3842772322448047,-1.6418702900205526,-0.0,-1.2374400548070335,1.0,-1.445421329070564,0.0
2018-10-15,-0.3333523505248745,-1.6924349612049294,-0.0,-1.229518484710178,1.0,-1.4498516659059792,0.0
2018-10-16,-0.3231823153531748,-1.7388751367221231,-0.0,-1.2376950089229175,1.0,-1.4569685107362844,0.0
2018-10-17,-0.286323108843156,-1.666741434419335,-0.0,-1.2092188639039982,1.0,-1.445298042954074,0.0
2018-10-18,-0.2868686868686869,-1.669584736251403,-0.0,-1.208922558922559,1.0,-1.4462962962962964,0.0
2018-10-19,-0.2513033832501387,-1.6470881863560733,-0.0,-1.2048252911813646,1.0,-1.4430948419301164,0.0
2018-10-22,-0.25216426193118757,-1.6321864594894562,-0.0,-1.2139844617092121,1.0,-1.451054384017758,0.0
2018-10-23,-0.263544331961286,-1.6371676493492044,-0.0,-1.210813216153076,1.0,-1.450884414284125,0.0
2018-10-24,-0.2634020906702443,-1.6354184135502263,-0.0,-1.2230979931801667,1.0,-1.4681088937335791,0.0
2018-10-25,-0.3558524780148613,-1.9514622673665556,-0.0,-1.7335878382984529,1.0,-1.7761946962983164,0.0
2018-10-26,-0.31107556977209116,-1.8984406237505,-0.0,-1.718979075036652,1.0,-1.73557243769159,0.0
2018-10-29,-0.27603720071235405,-1.8937405184354592,-0.0,-1.696655893410725,1.0,-1.7295033309148473,0.0
2018-10-30,-0.2656826568265683,-1.8921982076963628,-0.0,-1.695440168687401,1.0,-1.7360305745914604,0.0
2018-10-31,-0.2654861516507751,-1.8381007978205879,-0.0,-1.6727638321333593,1.0,-1.7100603230200426,0.0
2018-11-01,-0.2129739727837231,-1.9349319593077026,-0.0,-1.7095389087065664,1.0,-1.7484476152728237,0.0
2018-11-02,-0.21485983140560674,-1.8927661242893552,-0.0,-1.698555838724433,1.0,-1.7284846108606158,0.0
2018-11-05,-0.20719652036378014,-1.9518913931725317,-0.0,-1.7186635033610123,1.0,-1.7124686964544615,0.0
2018-11-06,-0.21173603793466805,-1.9537012644889358,-0.0,-1.7140410958904109,1.0,-1.7064014752370915,0.0
2018-11-07,-0.21053325423505373,-1.9583415727374593,-0.0,-1.7139938039680969,1.0,-1.7085887548612482,0.0
2018-11-08,-0.14577524155372543,-1.9481226898385318,-0.0,-1.6824460151741132,1.0,-1.7082549769794435,0.0
2018-11-09,-0.1473793461338869,-1.9483653347171772,-0.0,-1.6824078879086664,1.0,-1.7086144265697978,0.0
2018-11-12,-0.14158950617283952,-1.9104938271604939,-0.0,-1.6828060699588478,1.0,-1.695087448559671,0.0
2018-11-13,-0.07465905486837932,-1.8983824928639388,-0.0,-1.6839835077703773,1.0,-1.6861401839517918,0.0
2018-11-14,-0.07765079365079365,-1.8984761904761904,-0.0,-1.686222222222222,1.0,-1.686857142857143,0.0
2018-11-15,-0.07335907335907337,-1.8967656180770935,-0.0,-1.6871320969681627,1.0,-1.6722577378315084,0.0
2018-11-16,-0.06696035242290749,-1.875141598489616,-0.0,-1.6777847702957833,1.0,-1.6733794839521712,0.0
2018-11-19,-0.06682607601308833,-1.8749056128869872,-0.0,-1.6774477724641328,1.0,-1.6732318147495593,0.0
2018-11-20,-0.0,-1.848646967340591,-0.0,-1.6722239502332814,1.0,-1.6999066874027993,0.0
2018-11-21,-0.0,-1.826433121019108,-0.0,-1.6567246447819695,1.0,-1.6412910338069573,0.0
2018-11-23,-0.0,-1.8320250214644915,-0.0,-1.6576720225683796,1.0,-1.6430148411627619,0.0
2018-11-26,-0.0,-1.8326080294207785,-0.0,-1.6555930125651244,1.0,-1.6411277965062825,0.0
2018-11-27,-0.0,-1.8228811495372625,-0.0,-1.639003896736483,1.0,-1.6267657087189478,0.0
2018-11-28,-0.0,-1.826502649046952,-0.0,-1.6373546069057914,1.0,-1.6258449546312648,0.0
2018-11-29,-0.0,-1.7892641737032569,-0.0,-1.6135102533172496,1.0,-1.6285886610373943,0.0
2018-11-30,-0.0,-1.790854798817639,-0.0,-1.6164565361645653,1.0,-1.6251432707968871,0.0
2018-12-03,-0.0,-1.790152473934792,-0.0,-1.6138733200747302,1.0,-1.6226119447959984,0.0
2018-12-04,-0.0,-1.7971249849633106,-0.0,-1.6010465535907614,1.0,-1.6165042704198245,0.0
2018-12-06,-0.0,-1.6499913748490598,-0.0,-1.5632223563912366,1.0,-1.5368868955206716,0.0
2018-12-07,-0.0,-1.6500689972401106,-0.0,-1.5633624655013798,1.0,-1.5363960441582338,0.0
2018-12-10,-0.0,-1.6378919959243743,-0.0,-1.535152269896977,1.0,-1.4876033057851237,0.0
2018-12-11,-0.0,-1.6413061964964,-0.0,-1.5317761777878565,1.0,-1.496173252451953,0.0
2018-12-12,-0.0,-1.6476277164637616,-0.0,-1.5430083058368418,1.0,-1.4982933211969507,0.0
2018-12-13,-0.0,-1.6432791728212703,-0.0,-1.542551982729235,1.0,-1.4953414384729007,0.0
2018-12-14,-0.0,-1.6217045454545456,-0.0,-1.561193181818182,1.0,-1.4989204545454546,0.0
2018-12-17,-0.0,-1.6103580707104936,-0.0,-1.5241725968598216,1.0,-1.513215859030837,0.0
2018-12-18,-0.0,-1.57806566897476,-0.0,-1.5007259325441145,1.0,-1.505304891668528,0.0
2018-12-19,-0.0,-1.592824152303706,-0.0,-1.5181367579137095,1.0,-1.5215726033569899,0.0
2018-12-20,-0.0,-1.5720592344230233,-0.0,-1.5089689857502095,1.0,-1.507069013690975,0.0
2018-12-21,-0.0,-1.5653812056737588,-0.0,-1.502382535460993,1.0,-1.4729609929078016,0.0
2018-12-24,-0.0,-1.5203131844064826,-0.0,-1.473280770915462,1.0,-1.4816579062636883,0.0
2018-12-26,-0.0,-1.5231416549789623,-0.0,-1.4226993203150284,1.0,-1.4484841946272522,0.0
2018-12-27,-0.0,-1.4183372341508091,-0.0,-1.2565381092907297,1.0,-1.41314745090058,0.0
2018-12-28,-0.0,-1.4307488402915836,-0.0,-1.2565631849926084,1.0,-1.4103073864505276,0.0
2018-12-31,-0.0,-1.4284184219921456,-0.0,-1.2590401387259653,1.0,-1.4127097465191005,0.0
2019-01-02,-0.0,-1.4255893284455987,-0.0,-1.2540094699862532,1.0,-1.4117916603024285,0.0
2019-01-03,-0.0,-1.4262938060309698,-0.0,-1.2530562347188263,1.0,-1.4143744906275468,0.0
2019-01-04,-0.0,-1.4347958253115818,-0.0,-1.2104063228290607,1.0,-1.4211672915188975,0.0
2019-01-07,-0.0,-1.3724100595501747,-0.0,-1.1763374181800286,1.0,-1.3728037797135686,0.0
2019-01-08,-0.0,-1.3629891491137627,-0.0,-1.1780330927480729,1.0,-1.3689301320763982,0.0
2019-01-09,-0.0,-1.351670422259234,-0.0,-1.1751739002645245,1.0,-1.3717546781620458,0.0
2019-01-10,-0.0,-1.3479494959381424,-0.0,-1.1764216501908584,1.0,-1.3693843594009985,0.0
2019-01-11,-0.0,-1.3429705493213113,-0.0,-1.1803302788258931,1.0,-1.3769784877738032,0.0
2019-01-14,-0.0,-1.3421465711762974,-0.0,-1.180761306779162,1.0,-1.3824193073678015,0.0
2019-01-15,-0.0,-1.3306467466090033,-0.0,-1.1801159819146845,1.0,-1.4037251818360528,0.0
2019-01-16,-0.0,-1.2711274322777566,-0.0,-1.1471289584128195,1.0,-1.3509156810377718,0.0
2019-01-17,-0.0,-1.2696923516525385,-0.0,-1.1451566815887229,1.0,-1.3475092865987235,0.0
2019-01-18,-0.0,-1.2686682063125483,-0.0,-1.1637317167051577,1.0,-1.379041570438799,0.0
2019-01-22,-0.0,-1.3129835770977885,-0.0,-1.1996206259671542,1.0,-1.4792093046473318,0.0
2019-01-23,-0.0,-1.2505244231345518,-0.0,-1.208520627309959,1.0,-1.5354609929078014,0.0
2019-01-24,-0.0,-1.2510606438732217,-0.0,-1.2055902171200399,1.0,-1.5346643374095335,0.0
2019-01-25,-0.0,-1.169150904605263,-0.0,-1.3157894736842104,1.0,-1.6548622532894735,0.0
2019-01-28,-0.0,-1.151093951093951,-0.0,-1.3433204633204634,1.0,-1.6535907335907336,0.0
2019-01-29,-0.0,-1.1319681456200228,-0.0,-1.3501913331264868,1.0,-1.6890061019753855,0.0
2019-01-30,-0.0,-1.1294926824222993,-0.0,-1.3476754408646636,1.0,-1.6942648807984695,0.0
2019-01-31,-0.0,-1.6766008294088703,-0.0,-1.9325929570534899,1.0,-2.419624657341674,0.0
2019-02-01,-0.0,-1.6789722594762477,-0.0,-1.950801157619821,1.0,-2.428884026258206,0.0
2019-02-04,-0.0,-1.6873852239016809,-0.0,-1.9557847153552759,1.0,-2.4199039412346375,0.0
2019-02-05,-0.0,-1.6896210407239818,-0.0,-1.9536199095022624,1.0,-2.42689479638009,0.0
2019-02-06,-0.0,-1.6784047518031395,-0.0,-1.9586338565973698,1.0,-2.4341677273370106,0.0
2019-02-07,-0.0,-1.6797256205360298,-0.0,-1.9601159748249768,1.0,-2.431794073969309,0.0
2019-02-08,-0.0,-1.6811666193585015,-0.0,-1.9816207777462391,1.0,-2.43343741129719,0.0
2019-02-11,-0.0,-1.6699686431014824,-0.0,-1.9990022805017105,1.0,-2.4575969213226907,0.0
2019-02-12,-0.0,-1.6834826227158723,-0.0,-2.022357577929058,1.0,-2.460050161232533,0.0
2019-02-13,-0.0,-1.701059716454246,-0.0,-2.0152513246455674,1.0,-2.443935271373335,0.0
2019-02-14,-0.0,-1.6594855537142446,-0.0,-2.062324374954968,1.0,-2.483320123928237,0.0
2019-02-15,-0.0,-1.7021907309666693,-0.0,-2.0536476032101803,1.0,-2.4742245679994217,0.0
2019-02-19,-0.0,-1.6781227436823103,-0.0,-2.0698916967509025,1.0,-2.4722021660649816,0.0
2019-02-20,-0.0,-1.6933921341816078,-0.0,-2.0636205899363795,1.0,-2.4726720647773277,0.0
2019-02-21,-0.0,-1.7048244980499785,-0.0,-2.0566228513650153,1.0,-2.4609273436371515,0.0
2019-02-22,-0.0,-1.7033855482566955,-0.0,-2.0592651411246665,1.0,-2.45600230996896,0.0
2019-02-25,-0.0,-1.7086001164144353,-0.0,-2.0902939464493597,1.0,-2.4770081490104774,0.0
2019-02-26,-0.0,-1.7084151574659974,-0.0,-2.0914975634591606,1.0,-2.4733435158920645,0.0
2019-02-27,-0.0,-1.70261414111993,-0.0,-2.103182116070778,1.0,-2.476006699191728,0.0
2019-02-28,-0.0,-1.7013545004369357,-0.0,-2.1023885814156715,1.0,-2.478590154383921,0.0
2019-03-01,-0.0,-1.7051589900312887,-0.0,-2.100414756603362,1.0,-2.470857891290111,0.0
2019-03-04,-0.0,-1.696230274693162,-0.0,-2.1076125073056695,1.0,-2.5018264172998244,0.0
2019-03-05,-0.0,-1.6858147713950764,-0.0,-2.1356975381008207,1.0,-2.5056418522860495,0.0
2019-03-06,-0.0,-1.6816018742221248,-0.0,-2.135661468628743,1.0,-2.5039168313932207,0.0
2019-03-07,-0.0,-1.6341623513966888,-0.0,-2.1668003792575306,1.0,-2.492378382320764,0.0
2019-03-08,-0.0,-1.6333726763056948,-0.0,-2.2277958099734434,1.0,-2.5156388315137206,0.0
2019-03-11,-0.0,-1.6477757009345793,-0.0,-2.249271028037383,1.0,-2.5795887850467287,0.0
2019-03-12,-0.0,-1.6016111871105032,-0.0,-2.3158534731722145,1.0,-2.6824745402036783,0.0
2019-03-13,-0.0,-1.6416928139588274,-0.0,-2.3309099257672,1.0,-2.680186729930359,0.0
2019-03-14,-0.0,-1.650939777522056,-0.0,-2.3358649789029533,1.0,-2.684771768316072,0.0
2019-03-15,-0.0,-1.6484628456666153,-0.0,-2.3603429630773984,1.0,-2.7155878263556312,0.0
2019-03-18,-0.0,-1.7054007242953866,-0.0,-2.4079672492520867,1.0,-2.7593292394898445,0.0
2019-03-19,-0.0,-1.7131108650956826,-0.0,-2.4135695081448683,1.0,-2.7809584058200225,0.0
2019-03-20,-0.0,-1.7312803373915813,-0.0,-2.425240709795496,1.0,-2.80082756425559,0.0
2019-03-21,-0.0,-1.7333811002308734,-0.0,-2.4551389220603457,1.0,-2.7726295677095774,0.0
2019-03-22,-0.0,-1.753504578235151,-0.0,-2.5523053237176887,1.0,-2.7972611619803907,0.0
2019-03-25,-0.0,-1.5759974667511085,-0.0,-2.5642811906269793,1.0,-2.7761241291956935,0.0
2019-03-26,-0.0,-1.4962826647037173,-0.0,-2.275966139124034,1.0,-2.5888111888111887,0.0
2019-03-27,-0.0,-1.4756867930071984,-0.0,-2.2814749522550315,1.0,-2.5882180108711617,0.0
2019-03-28,-0.0,-1.475951977609192,-0.0,-2.2822420269573547,1.0,-2.607203358621198,0.0
2019-03-29,-0.0,-1.4715453139954353,-0.0,-2.280644923801811,1.0,-2.609953618493705,0.0
2019-04-01,-0.0,-1.4864286767959873,-0.0,-2.283522643457737,1.0,-2.605767812361705,0.0
2019-04-02,-0.0,-1.5084982709145758,-0.0,-2.2960782871017584,1.0,-2.5531601795305714,0.0
2019-04-03,-0.0,-1.507982049584345,-0.0,-2.2986095784595015,1.0,-2.550136099462959,0.0
2019-04-04,-0.0,-1.5102010644589,-0.0,-2.3231815493790653,1.0,-2.5586930810171493,0.0
2019-04-05,-0.0,-1.512927191679049,-0.0,-2.3375928677563147,1.0,-2.57890044576523,0.0
2019-04-08,-0.0,-1.506819866567828,-0.0,-2.334247590808006,1.0,-2.571830985915493,0.0
2019-04-09,-0.0,-1.4893000445831475,-0.0,-2.374869965819587,1.0,-2.5663545846336753,0.0
2019-04-10,-0.0,-1.4610046982291292,-0.0,-2.3025659559089267,1.0,-2.4644741597397903,0.0
2019-04-11,-0.0,-1.444692496039176,-0.0,-2.3178741178165057,1.0,-2.4389312977099236,0.0
2019-04-12,-0.0,-1.4453962997624359,-0.0,-2.315600028795623,1.0,-2.4378374487077963,0.0
2019-04-15,-0.0,-1.4528833646480706,-0.0,-2.318687671628848,1.0,-2.4549067784361904,0.0
2019-04-16,-0.0,-1.4550253073029644,-0.0,-2.32292118582791,1.0,-2.4527838033261027,0.0
2019-04-17,-0.0,-1.4421852387843705,-0.0,-2.342112879884226,1.0,-2.451591895803184,0.0
2019-04-18,-0.0,-1.4426917510853836,-0.0,-2.3362518089725035,1.0,-2.4570188133140376,0.0
2019-04-22,-0.0,-1.4530318452813726,-0.0,-2.349352915515486,1.0,-2.4683001308710195,0.0
2019-04-23,-0.0,-1.462288875946418,-0.0,-2.3497379149679674,1.0,-2.4681857891671517,0.0
2019-04-24,-0.0,-1.4488451234523205,-0.0,-2.3295199478676416,1.0,-2.462240243284338,0.0
2019-04-25,-0.0,-1.4328214259218044,-0.0,-2.4264411306476745,1.0,-2.5596112471251575,0.0
2019-04-26,-0.0,-1.4300707108299218,-0.0,-2.4395236323036844,1.0,-2.573650911797544,0.0
2019-04-29,-0.0,-1.4320196677344856,-0.0,-2.4432690158682857,1.0,-2.574610742754973,0.0
2019-04-30,-0.0,-1.434310370480583,-0.0,-2.4400386847195357,1.0,-2.565020086296682,0.0
2019-05-01,-0.0,-1.4305059523809525,-0.0,-2.449479166666667,1.0,-2.560416666666667,0.0
2019-05-02,-0.0,-1.4337457147115815,-0.0,-2.447756744671337,1.0,-2.571173051125354,0.0
2019-05-03,-0.0,-1.4393916803339792,-0.0,-2.4462501863724464,1.0,-2.5692560011927834,0.0
2019-05-06,-0.0,-1.399050585966474,-0.0,-2.4428126390743214,1.0,-2.57543391188251,0.0
2019-05-07,-0.0,-1.4031048057639457,-0.0,-2.443957513184283,1.0,-2.58070266656763,0.0
2019-05-08,-0.0,-1.3740334339789382,-0.0,-2.4178510936004125,1.0,-2.5723543707194936,0.0
2019-05-09,-0.0,-1.3754422169811322,-0.0,-2.4178213443396226,1.0,-2.5770931603773586,0.0
2019-05-10,-0.0,-1.3748987257862562,-0.0,-2.4179863003609046,1.0,-2.5725123370405836,0.0
2019-05-13,-0.0,-1.371721190686708,-0.0,-2.417329796640141,1.0,-2.579059829059829,0.0
2019-05-14,-0.0,-1.2690118230915195,-0.0,-2.4544592030360532,1.0,-2.574806597576996,0.0
2019-05-15,-0.0,-1.2786109493302271,-0.0,-2.4621432731508444,1.0,-2.539385556202679,0.0
2019-05-16,-0.0,-1.276751962779878,-0.0,-2.4568188426868276,1.0,-2.535911602209945,0.0
2019-05-17,-0.0,-1.259001161440186,-0.0,-2.4404761904761907,1.0,-2.559596399535424,0.0
2019-05-20,-0.0,-1.2446554098123053,-0.0,-2.4414812667584607,1.0,-2.5608377418653525,0.0
2019-05-21,-0.0,-1.2390801272779868,-0.0,-2.4363610066531676,1.0,-2.5561903384437374,0.0
2019-05-22,-0.0,-1.2235872235872236,-0.0,-2.448836537071831,1.0,-2.554054054054054,0.0
2019-05-23,-0.0,-1.2213889089204586,-0.0,-2.45496502487921,1.0,-2.5350832912670374,0.0
2019-05-24,-0.0,-1.1776089449541285,-0.0,-2.4508314220183487,1.0,-2.5390625,0.0
2019-05-28,-0.0,-1.1665232974910393,-0.0,-2.4577777777777774,1.0,-2.54415770609319,0.0
2019-05-29,-0.0,-1.1661312201042338,-0.0,-2.4482044691939744,1.0,-2.524951809809381,0.0
2019-05-30,-0.0,-1.1624687834463077,-0.0,-2.446450231894399,1.0,-2.5262932572244026,0.0
2019-05-31,-0.0,-1.166393033050182,-0.0,-2.4436433721179247,1.0,-2.528231850952959,0.0
2019-06-03,-0.0,-1.1688247364324629,-0.0,-2.4357178235335737,1.0,-2.471166772801245,0.0
2019-06-04,-0.0,-1.161228678604289,-0.0,-2.4332224502795667,1.0,-2.4832613773090806,0.0
2019-06-05,-0.0,-1.1236273223288902,-0.0,-2.3980247254644658,1.0,-2.3849022722563715,0.0
2019-06-06,-0.0,-1.131767955801105,-0.0,-2.379903314917127,1.0,-2.394406077348066,0.0
2019-06-07,-0.0,-1.151076187222412,-0.0,-2.325862658011616,1.0,-2.3560642295866074,0.0
2019-06-10,-0.0,-1.1550871009286248,-0.0,-2.2855690368060735,1.0,-2.337626245509388,0.0
2019-06-11,-0.0,-1.1767185693887263,-0.0,-2.2869381926973547,1.0,-2.3358264771877337,0.0
2019-06-12,-0.0,-1.1760505915952673,-0.0,-2.286277709778322,1.0,-2.3376172990616078,0.0
2019-06-13,-0.0,-1.211039182282794,-0.0,-2.28442930153322,1.0,-2.3188415672913116,0.0
2019-06-14,-0.0,-1.199918317337145,-0.0,-2.3035872302770404,1.0,-2.303383023619903,0.0
2019-06-17,-0.0,-1.1976467387607972,-0.0,-2.3017071345983813,1.0,-2.3019791879208324,0.0
2019-06-18,-0.0,-1.2012898845892737,-0.0,-2.290631364562118,1.0,-2.2969450101832996,0.0
2019-06-19,-0.0,-1.1836238346169434,-0.0,-2.2923253614376433,1.0,-2.2798946088366434,0.0
2019-06-20,-0.0,-1.1933615049073065,-0.0,-2.3195883315158126,1.0,-2.302753544165758,0.0
2019-06-21,-0.0,-1.2040079067548224,-0.0,-2.309658509985686,1.0,-2.3025015336377885,0.0
2019-06-24,-0.0,-1.1859649122807017,-0.0,-2.3437908496732023,1.0,-2.350189198486412,0.0
2019-06-25,-0.0,-1.178485452919733,-0.0,-2.347685535456359,1.0,-2.3519499277804528,0.0
2019-06-26,-0.0,-1.1735747727898649,-0.0,-2.3256678600936382,1.0,-2.3859129716331586,0.0
2019-06-27,-0.0,-1.1583442385839244,-0.0,-2.328948274674564,1.0,-2.4002341759074315,0.0
2019-06-28,-0.0,-1.1092001657687527,-0.012708937698577153,-2.37277248238707,1.0,-2.4123497720679654,0.0
2019-07-01,-0.0,-1.0850858443080744,-0.02889057436392471,-2.3862649107081295,1.0,-2.3948838171412814,0.0
2019-07-02,-0.0,-1.1002211777716338,-0.01638097871163948,-2.387959635056677,1.0,-2.4072435720210117,0.0
2019-07-03,-0.0,-1.1003386082509847,-0.015202819431967383,-2.386497132195425,1.0,-2.4083339091977054,0.0
2019-07-05,-0.0,-1.0813568670711529,-0.020959735245449532,-2.384169884169884,1.0,-2.4081632653061225,0.0
2019-07-08,-0.0,-1.080810866717231,-0.02240915672619458,-2.384127421912708,1.0,-2.4078466524167417,0.0
2019-07-09,-0.0,-1.0703808277666829,-0.02052200261689966,-2.384684250395978,1.0,-2.4110598443633355,0.0
2019-07-10,-0.0,-1.0742385786802031,-0.025098702763677382,-2.4641849971799212,1.0,-2.4866751269035534,0.0
