Date,IWF,IWM,MTUM,SPY,TSE,VLUE,VXX
2018-09-24,-0.2905980172689479,-0.6597697473616886,-0.06511032938919092,-0.5573712823792774,1.0,-0.6250719539494723,0.0
2018-09-25,-0.2892416225749559,-0.6646143979477313,-0.06092672759339426,-0.5615199615199614,1.0,-0.6303671637004971,0.0
2018-09-26,-0.2900577293136626,-0.6656510583707504,-0.06270044900577293,-0.5611289288005131,1.0,-0.6276779987171263,0.0
2018-09-27,-0.2961250762464285,-0.655622973450191,-0.06610164050210281,-0.5633888728370092,1.0,-0.6291052682269094,0.0
2018-09-28,-0.2954961317453693,-0.6559982023049019,-0.06654682032679528,-0.5631921928670027,1.0,-0.6289364707393021,0.0
2018-10-01,-0.2947856016984592,-0.6604690063370541,-0.06723067520185286,-0.5637083025058707,1.0,-0.6305851320487664,0.0
2018-10-02,-0.2954457738324971,-0.6548308246494275,-0.0695034092371028,-0.5647755049530426,1.0,-0.631705905055963,0.0
2018-10-03,-0.2953002862933059,-0.6450928040660083,-0.0679383665197671,-0.5693376652620067,1.0,-0.6391095956509152,0.0
2018-10-04,-0.293624760481959,-0.6658114384073268,-0.06725991361112013,-0.5681855087525575,1.0,-0.6528531064272027,0.0
2018-10-05,-0.2846505002104445,-0.6614433256709944,-0.05795318418752226,-0.5732508822481951,1.0,-0.6603101628516852,0.0
2018-10-08,-0.2830481612058091,-0.6587961315780962,-0.05346573082769997,-0.578322605686192,1.0,-0.6608338454571918,0.0
2018-10-09,-0.2820131319338875,-0.6591195782255717,-0.05087815764789598,-0.5796810816055892,1.0,-0.6628068700067924,0.0
2018-10-10,-0.287515762925599,-0.6940665029534745,-0.0386938342072078,-0.5997876153182452,1.0,-0.6984469370146678,0.0
2018-10-11,-0.4781006958657389,-0.8806794924273434,-0.17020057306590258,-0.7726156365124847,1.0,-0.7917314776913631,0.0
2018-10-12,-0.48768033716971954,-0.8750607878100178,-0.1651402172151078,-0.7544172475279624,1.0,-0.7702220781325985,0.0
2018-10-15,-0.4874756809338522,-0.8761348897535668,-0.16265402075226978,-0.7557149805447471,1.0,-0.7711981193255513,0.0
2018-10-16,-0.48900965203990593,-0.8724146321680591,-0.1659907535079893,-0.7562657149809393,1.0,-0.7718387541568659,0.0
2018-10-17,-0.4730081235743727,-0.8364480371363401,-0.1476649725879387,-0.758053543559166,1.0,-0.7865860978830685,0.0
2018-10-18,-0.47405301513574116,-0.8387523023944903,-0.1465123728677825,-0.7576679746936814,1.0,-0.787218707455754,0.0
2018-10-19,-0.4697235980188528,-0.8374740373861638,-0.13836076050487295,-0.7599057357405335,1.0,-0.7887841508228151,0.0
2018-10-22,-0.47081137198530587,-0.8338524197412553,-0.13560134163871584,-0.7620987062769525,1.0,-0.7906085289889795,0.0
2018-10-23,-0.4703814659476732,-0.8345116836428998,-0.13401238266427,-0.7637307769123227,1.0,-0.791771519872179,0.0
2018-10-24,-0.47064223845447656,-0.8325549834351176,-0.1290065062068415,-0.765297569153395,1.0,-0.7939967269388897,0.0
2018-10-25,-0.4507163548109293,-0.8032960150317074,-0.12260236436232677,-0.7635246222500587,1.0,-0.774367807093087,0.0
2018-10-26,-0.4387327224724336,-0.7944168349122533,-0.10440285758658177,-0.7751980121136822,1.0,-0.7698012113682249,0.0
2018-10-29,-0.4172661870503597,-0.8243437682286604,-0.07944779311685787,-0.7741784950418045,1.0,-0.7935835115691231,0.0
2018-10-30,-0.41521832108557877,-0.8245266145651076,-0.0780356934561997,-0.7745635522376454,1.0,-0.7958318752673121,0.0
2018-10-31,-0.42010438816934087,-0.8020104388169341,-0.0791416972743089,-0.7736709839551518,1.0,-0.791262323603325,0.0
2018-11-01,-0.4138343890004635,-0.8094778309902673,-0.07230032442453269,-0.7743704619187395,1.0,-0.7921751892476441,0.0
2018-11-02,-0.4125523986958547,-0.8235910572892409,-0.07390156807949078,-0.7744527247321845,1.0,-0.7968871293277442,0.0
2018-11-05,-0.40768782760629,-0.8395651329838867,-0.07322849932052028,-0.7763541059988351,1.0,-0.7858668219763153,0.0
2018-11-06,-0.4118948716953298,-0.8425792926744051,-0.07147016576730464,-0.77409837338406,1.0,-0.7820955782444972,0.0
2018-11-07,-0.4119108626446153,-0.8426508269275566,-0.07127882599580714,-0.7742448947899683,1.0,-0.782164764345058,0.0
2018-11-08,-0.3987500482234482,-0.8443347093090544,-0.05736661394236334,-0.7703020716793333,1.0,-0.7871224104008333,0.0
2018-11-09,-0.40368820703548736,-0.8498372849837285,-0.05435456376878971,-0.7736711607004493,1.0,-0.792615837594917,0.0
2018-11-12,-0.4030249110320284,-0.8455825468048892,-0.05334210119139718,-0.7746402599412037,1.0,-0.7915828562587033,0.0
2018-11-13,-0.44020881388855165,-0.8991137550078911,-0.053943587875844766,-0.8176925255958885,1.0,-0.8357816357087936,0.0
2018-11-14,-0.4439617723718506,-0.9349220139836993,-0.0437300897770055,-0.8484133879442307,1.0,-0.8662033014769766,0.0
2018-11-15,-0.44958175537891715,-0.9502268092721295,-0.03587331973864913,-0.8696574971908942,1.0,-0.8562986391443672,0.0
2018-11-16,-0.4574915824915825,-0.9721801346801346,-0.0390993265993266,-0.8811868686868687,1.0,-0.8587962962962963,0.0
2018-11-19,-0.45828223453292166,-0.9832959783482048,-0.023174187000465172,-0.8953355605362201,1.0,-0.8687782805429864,0.0
2018-11-20,-0.4368842105263158,-0.9811368421052632,-0.0,-0.9044210526315789,1.0,-0.8880842105263158,0.0
2018-11-21,-0.4385796143711573,-0.9751557990714793,-0.0,-0.9006650215400058,1.0,-0.8681249738592162,0.0
2018-11-23,-0.4385187661957703,-0.970450555880632,-0.0012120705508651677,-0.9014879210900275,1.0,-0.8678843099556968,0.0
2018-11-26,-0.44027847676564336,-0.9679583962422412,-0.0012162388860929374,-0.9092853548062405,1.0,-0.8751887267237041,0.0
2018-11-27,-0.4366603892027621,-0.9682360326428123,-0.0,-0.9072190834902699,1.0,-0.8729022808118853,0.0
2018-11-28,-0.43720443607449255,-0.9672316384180791,-0.0,-0.9074701820464532,1.0,-0.8731115296087049,0.0
2018-11-29,-0.4104551861371362,-0.9549788574745047,-0.0,-0.9036149573003898,1.0,-0.8765856894121549,0.0
2018-11-30,-0.41096231187030974,-0.9558854015506448,-0.0,-0.9055101786972927,1.0,-0.8737509847008583,0.0
2018-12-03,-0.41092085078154156,-0.9558854015506448,-0.0,-0.9055516397860608,1.0,-0.8737509847008583,0.0
2018-12-04,-0.4077694027996356,-0.9565145365692039,-0.0,-0.9042905657251717,1.0,-0.8728982026008448,0.0
2018-12-06,-0.39581813761244833,-0.900397114839128,-0.005632547208039549,-0.9027068644136478,1.0,-0.8475970500040522,0.0
2018-12-07,-0.39965145497284593,-0.8994488125151981,-0.00899732511955905,-0.9018399935154414,1.0,-0.8429520953230122,0.0
2018-12-10,-0.39292929292929296,-0.9011717171717172,-0.002101010101010101,-0.904080808080808,1.0,-0.8401212121212122,0.0
2018-12-11,-0.4008084074373484,-0.8969280517380759,-0.00856911883589329,-0.9059417946645109,1.0,-0.8297493936944219,0.0
2018-12-12,-0.4001617141702042,-0.897513644633111,-0.007964422882555083,-0.9059632100262787,1.0,-0.8312916919345058,0.0
2018-12-13,-0.3986833070802537,-0.893089381639,-0.010460842521911224,-0.907993053031221,1.0,-0.8287087523728744,0.0
2018-12-14,-0.3991036821705426,-0.8888485142118863,-0.013121770025839792,-0.9085109819121446,1.0,-0.8278423772609819,0.0
2018-12-17,-0.3875759893715528,-0.8912597125488143,-0.0,-0.9003985667699987,1.0,-0.8463706268368292,0.0
2018-12-18,-0.3729879074237207,-0.8796748618563306,-0.0,-0.899375350364379,1.0,-0.8521262112597101,0.0
2018-12-19,-0.3763565736254055,-0.8788594769933122,-0.0,-0.8979215890432902,1.0,-0.8515077489888271,0.0
2018-12-20,-0.3692755704483804,-0.8616164033827987,-0.008496888463379607,-0.9048587841072283,1.0,-0.8449018669219721,0.0
2018-12-21,-0.36712939023905167,-0.8673481563979157,-0.0018296806014080585,-0.9153176086870052,1.0,-0.8259416888747464,0.0
2018-12-24,-0.33921436765694846,-0.8426361802286483,-0.010562126666402943,-0.911942719253135,1.0,-0.8514972902409114,0.0
2018-12-26,-0.3440298507462687,-0.8554595443833464,-0.0,-0.8897093479968579,1.0,-0.8385310290652004,0.0
2018-12-27,-0.2959451741861793,-0.8257757471920807,-0.0,-0.8340757662288216,1.0,-0.8515134209023415,0.0
2018-12-28,-0.289810372401188,-0.83337141116442,-0.0,-0.8349706800700631,1.0,-0.8495925672073719,0.0
2018-12-31,-0.2908876280415826,-0.831918053387152,-0.0,-0.8351167129964586,1.0,-0.8499676326110962,0.0
2019-01-02,-0.29044663595171916,-0.8319308532917032,-0.0,-0.8351673456954652,1.0,-0.8500932871339908,0.0
2019-01-03,-0.28893036721011733,-0.832888922748743,-0.0,-0.8342221545025141,1.0,-0.8531921377418865,0.0
2019-01-04,-0.27107839417166274,-0.8375578659785992,-0.0,-0.8282993094027473,1.0,-0.8575548303862791,0.0
2019-01-07,-0.26144723014562377,-0.8214607416303858,-0.0010508932592703797,-0.8232622729319922,1.0,-0.8460066056147725,0.0
2019-01-08,-0.2622883260902143,-0.8106923422748389,-0.004046156151655927,-0.8267271092462162,1.0,-0.8426869473999701,0.0
2019-01-09,-0.25979420018709076,-0.8001496725912067,-0.0029934518241347056,-0.828288119738073,1.0,-0.8505893358278765,0.0
2019-01-10,-0.2597305389221557,-0.8006362275449103,-0.0029565868263473054,-0.8282185628742516,1.0,-0.8509356287425149,0.0
2019-01-11,-0.2614202735619262,-0.7865092748735245,-0.006782836799700207,-0.8303166572981076,1.0,-0.8623946037099495,0.0
2019-01-14,-0.2681034482758621,-0.7863568215892054,-0.010569715142428786,-0.8306596701649176,1.0,-0.8524362818590705,0.0
2019-01-15,-0.26123184326089405,-0.7838831963367489,-0.019442255001313666,-0.8274218368802312,1.0,-0.8613519498554968,0.0
2019-01-16,-0.2519705727798213,-0.788529389685459,-0.009871631258914496,-0.8243375121987839,1.0,-0.878800390361084,0.0
2019-01-17,-0.24862044371034947,-0.7940237996921806,-0.008483801944517436,-0.8248432748977064,1.0,-0.877923345470926,0.0
2019-01-18,-0.24312393887945669,-0.7849085078287116,-0.020184870779098283,-0.8240332012827768,1.0,-0.9005847953216374,0.0
2019-01-22,-0.04105356660101186,-0.8395319198238906,-0.0,-0.9881821341675356,1.0,-0.9932800370756575,0.0
2019-01-23,-0.036872984419318494,-0.820725026226833,-0.0,-0.9994560360570386,1.0,-1.0283638341687067,0.0
2019-01-24,-0.015560950372109684,-0.8736021013252677,-0.0,-1.0135312611931389,1.0,-1.077088390973853,0.0
2019-01-25,-0.0,-0.8545661821587068,-0.0,-1.0531737307112903,1.0,-1.1637555474125645,0.0
2019-01-28,-0.0,-0.8491212331280839,-0.0,-1.0645108673490193,1.0,-1.1642131876197854,0.0
2019-01-29,-0.0,-0.8428600612870276,-0.0,-1.0651685393258428,1.0,-1.1777323799795711,0.0
2019-01-30,-0.0,-0.8411829582124913,-0.0,-1.0646215432376127,1.0,-1.1789959560475471,0.0
2019-01-31,-0.0,-0.8474084368868542,-0.0,-1.0514224983649445,1.0,-1.1888489208633093,0.0
2019-02-01,-0.0,-0.8462357227657921,-0.0,-1.0551848364514675,1.0,-1.1923690997666518,0.0
2019-02-04,-0.0,-0.8476120137863122,-0.0,-1.0523961923518792,1.0,-1.20306088954538,0.0
