Date,IWF,IWM,MTUM,PACK,SPY,VLUE,VXX
2018-12-24,-0.0,-0.0,-0.0,1.0,-0.1203137020748889,-0.027936938074842977,0.0
2018-12-26,-0.0,-0.0,-0.0,1.0,-0.11627189524560382,-0.02633713822141478,0.0
2018-12-27,-0.0,-0.0,-0.0,1.0,-0.0960226759418195,-0.033257295148613246,0.0
2018-12-28,-0.0,-0.0,-0.0,1.0,-0.09589814208637154,-0.032846468158114546,0.0
2018-12-31,-0.0,-0.0,-0.0,1.0,-0.09593154520003613,-0.03294048586652217,0.0
2019-01-02,-0.0,-0.0,-0.0,1.0,-0.09431642585637104,-0.033611928850990874,0.0
2019-01-03,-0.0,-0.0,-0.0,1.0,-0.09563608883474888,-0.03228098670185768,0.0
2019-01-04,-0.0,-0.0,-0.0,1.0,-0.09154097918142863,-0.033179246662392727,0.0
2019-01-07,-0.0,-0.0,-0.0,1.0,-0.0897889294267744,-0.029343957741119593,0.0
2019-01-08,-0.0,-0.0,-0.0,1.0,-0.0905124676980904,-0.02817957065028918,0.0
2019-01-09,-0.0,-0.0,-0.0,1.0,-0.09173551868520632,-0.027809498219923425,0.0
2019-01-10,-0.0,-0.0,-0.0,1.0,-0.0927028539451595,-0.026491326245103527,0.0
2019-01-11,-0.0,-0.0,-0.0,1.0,-0.09339009634774816,-0.026932556576293974,0.0
2019-01-14,-0.0,-0.0,-0.0,1.0,-0.09397687550416778,-0.026395984583669447,0.0
2019-01-15,-0.0,-0.0,-0.0,1.0,-0.09389318963489093,-0.02641691220129732,0.0
2019-01-16,-0.0,-0.0,-0.0,1.0,-0.08539861642823561,-0.03400720890142611,0.0
2019-01-17,-0.0,-0.0,-0.0,1.0,-0.08541582695149805,-0.03420439786824309,0.0
2019-01-18,-0.0,-0.0,-0.0,1.0,-0.08535288520736553,-0.03402921587283819,0.0
2019-01-22,-0.0,-0.0,-0.0,1.0,-0.08556347085071404,-0.03277826860063297,0.0
2019-01-23,-0.0,-0.0,-0.0,1.0,-0.08526621274695836,-0.030929791271347245,0.0
2019-01-24,-0.0,-0.0,-0.0,1.0,-0.08508500686529509,-0.03122313883524408,0.0
2019-01-25,-0.0,-0.0,-0.0,1.0,-0.08575574905112748,-0.030553695021210088,0.0
2019-01-28,-0.0,-0.0,-0.0,1.0,-0.08589600535594734,-0.029915197500557912,0.0
2019-01-29,-0.0,-0.0,-0.0,1.0,-0.08534980708758,-0.029750886505051404,0.0
2019-01-30,-0.0,-0.0,-0.0,1.0,-0.08511207761793241,-0.03008810081409613,0.0
2019-01-31,-0.0,-0.0,-0.0,1.0,-0.08365379256534582,-0.030987014434598448,0.0
2019-02-01,-0.0,-0.0,-0.0,1.0,-0.08354416271942045,-0.030972415714683756,0.0
2019-02-04,-0.0,-0.0,-0.0,1.0,-0.08378474776521991,-0.03081878775719477,0.0
2019-02-05,-0.0,-0.0,-0.0,1.0,-0.08360734308993835,-0.031008615981363622,0.0
2019-02-06,-0.0,-0.0,-0.0,1.0,-0.08183399103738881,-0.03291864535259626,0.0
2019-02-07,-0.0,-0.0,-0.0,1.0,-0.08205311155209703,-0.03279894757965618,0.0
2019-02-08,-0.0,-0.0,-0.0,1.0,-0.08303823968285784,-0.030511569898220528,0.0
2019-02-11,-0.0,-0.0,-0.0,1.0,-0.08289157163221667,-0.0307933891660727,0.0
2019-02-12,-0.0,-0.0,-0.0,1.0,-0.08298898455164118,-0.030807613913547107,0.0
2019-02-13,-0.0,-0.0,-0.0,1.0,-0.08306317747847108,-0.030981584840078874,0.0
2019-02-14,-0.0,-0.0,-0.0,1.0,-0.08296378830083566,-0.03124233983286908,0.0
2019-02-15,-0.0,-0.0,-0.0,1.0,-0.08293411172263197,-0.031183849907529135,0.0
2019-02-19,-0.0,-0.0,-0.0,1.0,-0.08295033688813529,-0.03257328990228013,0.0
2019-02-20,-0.0,-0.0,-0.0,1.0,-0.08317436944323596,-0.032372856776323865,0.0
2019-02-21,-0.0,-0.0,-0.0,1.0,-0.08351464435146444,-0.03224546722454672,0.0
2019-02-22,-0.0,-0.0,-0.0,1.0,-0.08389759607340064,-0.031613586926208935,0.0
2019-02-25,-0.0,-0.0,-0.0,1.0,-0.08422039231438709,-0.03157706813059293,0.0
2019-02-26,-0.0,-0.0,-0.0,1.0,-0.08370260405621101,-0.032492103001417555,0.0
2019-02-27,-0.0,-0.0,-0.0,1.0,-0.08355662736691676,-0.0329135405501965,0.0
2019-02-28,-0.0,-0.0,-0.0,1.0,-0.08352784820022559,-0.033292755112297436,0.0
2019-03-01,-0.0,-0.0,-0.0,1.0,-0.08281876346907556,-0.03378853690945431,0.0
2019-03-04,-0.0,-0.0,-0.0,1.0,-0.0831453396171629,-0.03364901387058587,0.0
2019-03-05,-0.0,-0.0,-0.0,1.0,-0.08249267452524213,-0.0359004182790167,0.0
2019-03-06,-0.0,-0.0,-0.0,1.0,-0.08294008453917205,-0.03530293203318945,0.0
2019-03-07,-0.0,-0.0,-0.0,1.0,-0.08139742873113472,-0.03654555617663499,0.0
2019-03-08,-0.0,-0.0,-0.0,1.0,-0.08207181981459376,-0.03348914001405607,0.0
2019-03-11,-0.0,-0.0,-0.0,1.0,-0.08129215875221299,-0.039206238935078325,0.0
2019-03-12,-0.0,-0.0,-0.0,1.0,-0.08032065564226294,-0.039298229900242954,0.0
2019-03-13,-0.0,-0.0,-0.0,1.0,-0.08190999887779149,-0.04029850746268657,0.0
2019-03-14,-0.0,-0.0,-0.0,1.0,-0.08175585453158137,-0.04032810062949539,0.0
2019-03-15,-0.0,-0.0,-0.0,1.0,-0.08102455698479805,-0.04337950886030404,0.0
2019-03-18,-0.0,-0.0,-0.0,1.0,-0.08278926062492248,-0.04482257027840736,0.0
2019-03-19,-0.0,-0.0,-0.0,1.0,-0.08232179317462811,-0.03953420538939622,0.0
2019-03-20,-0.0,-0.0,-0.0,1.0,-0.08251272963818668,-0.03904129561920998,0.0
2019-03-21,-0.0,-0.0,-0.0,1.0,-0.083749256945457,-0.03784250608463531,0.0
2019-03-22,-0.0,-0.0,-0.0,1.0,-0.08098291556432446,-0.04004304739697771,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-0.07893676552881924,-0.04024622271964186,0.0
2019-03-26,-0.0,-0.0,-0.0,1.0,-0.07809816708383376,-0.04431324570953947,0.0
2019-03-27,-0.0,-0.0,-0.0,1.0,-0.08050039268484237,-0.04145629978682822,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-0.07769541778975741,-0.04539532794249775,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-0.07807568320434914,-0.04515382628132406,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-0.07732469169142138,-0.047889098928796475,0.0
2019-04-02,-0.0,-0.0,-0.0,1.0,-0.08399622488876902,-0.039548784324300035,0.0
2019-04-03,-0.0,-0.0,-0.0,1.0,-0.08711631618580917,-0.036820158924617576,0.0
2019-04-04,-0.0,-0.0,-0.0,1.0,-0.08821016659547201,-0.035915825445715956,0.0
2019-04-05,-0.0,-0.0,-0.0,1.0,-0.08784308429830189,-0.03749592068690006,0.0
2019-04-08,-0.0,-0.0,-0.0,1.0,-0.08805165877310414,-0.036921623111451106,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-0.08975888696278621,-0.03588554447421149,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-0.08982440342188204,-0.035794687077892844,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-0.0927833890709275,-0.03322861421702755,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-0.09241425916539955,-0.03390212310638058,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-0.09181868373314105,-0.03494045137519577,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-0.0919798029889773,-0.03508554425985619,0.0
2019-04-17,-0.0,-0.0,-0.0,1.0,-0.09282866731232686,-0.033322822586094286,0.0
2019-04-18,-0.0,-0.0,-0.0,1.0,-0.09245297902791395,-0.034472655149486685,0.0
2019-04-22,-0.0,-0.0,-0.0,1.0,-0.09318753737996095,-0.035264114109031,0.0
2019-04-23,-0.0,-0.0,-0.0,1.0,-0.09336207285694939,-0.03515325238116734,0.0
2019-04-24,-0.0,-0.0,-0.0,1.0,-0.09470415537488708,-0.034473803071364044,0.0
2019-04-25,-0.0,-0.0,-0.0,1.0,-0.096058918546465,-0.03351444159540941,0.0
2019-04-26,-0.0,-0.0,-0.0,1.0,-0.09637097229913767,-0.0338264712198099,0.0
2019-04-29,-0.0,-0.0,-0.0,1.0,-0.09511271823266851,-0.03490592688852478,0.0
2019-04-30,-0.0,-0.0,-0.0,1.0,-0.09535645689752571,-0.03445938312055135,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-0.09637613952541452,-0.034666455538715585,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-0.09510405715513051,-0.03533760640282158,0.0
2019-05-03,-0.0,-0.0,-0.0,1.0,-0.09524509360586055,-0.03526046848150493,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-0.09488358431523175,-0.034817383838497945,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-0.09466693772446975,-0.034751869169433715,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-0.0985567901374973,-0.03872442538866585,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-0.09648993143597849,-0.04055851819846044,0.0
2019-05-10,-0.0,-0.0,-0.0,1.0,-0.09593357220042086,-0.04152874936017745,0.0
2019-05-13,-0.0,-0.0,-0.0,1.0,-0.09495333052899646,-0.0419399947702907,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-0.09628676512451463,-0.042393049498411536,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.09768130803851194,-0.041713667179399526,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-0.09945482333082416,-0.04108214147220512,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-0.09534130315751049,-0.045377806169008945,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.09519899646481925,-0.04518189075151101,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.09485548869438366,-0.04482357768052516,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.0950492341356674,-0.04462983223924143,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.08937269879022114,-0.05408557641731653,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-0.08857883379194592,-0.053206672527773655,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-0.0888650352285574,-0.05307693186100421,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-0.08831492249168943,-0.0540330595506003,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-0.08792024483829709,-0.05404942444728668,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-0.08327603593692702,-0.06267189218921893,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-0.08060412619113701,-0.07583957812933666,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-0.09837186395503794,-0.06044382640940958,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-0.1074295454283707,-0.044259406419514216,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-0.09262358467700049,-0.06156438637596519,0.0
2019-06-07,-0.0,-0.0004983506965044259,-0.0,1.0,-0.10803531170649518,-0.07800374949571656,0.0
2019-06-10,-0.0,-0.0007260953922700598,-0.0,1.0,-0.11302091392793802,-0.07657330587661139,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-0.12926322558306333,-0.10733806544159473,0.0
2019-06-12,-0.0,-0.0026938714424683844,-0.0,1.0,-0.1407921977501185,-0.10368910728093587,0.0
2019-06-13,-0.0,-0.01253494114845131,-0.0,1.0,-0.1485139827268511,-0.09243265602867995,0.0
2019-06-14,-0.0,-0.0182201570746736,-0.0,1.0,-0.14369049723477864,-0.10074749362357635,0.0
2019-06-17,-0.0,-0.008289470338444325,-0.0,1.0,-0.16372975309583748,-0.09937193276883564,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-0.1886990525680393,-0.12353358003306827,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-0.18809432994436479,-0.1271586589680525,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-0.23387799714985402,-0.14968800586631983,0.0
2019-06-21,-0.0,-0.0,-0.0,1.0,-0.2573528378511305,-0.14787178730520076,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-0.26240652617267163,-0.15386358486290505,0.0
2019-06-25,-0.0,-0.0020736746996874674,-0.0,1.0,-0.29133648334394857,-0.18778605601884082,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-0.3390936262535844,-0.17810380664835915,0.0
2019-06-27,-0.0,-0.006054582982952373,-0.0,1.0,-0.36446754835257245,-0.15841296536962005,0.0
2019-06-28,-0.0,-0.023168219413953202,-0.0,1.0,-0.35365741167788944,-0.1605325461980752,0.0
2019-07-01,-0.0,-0.029152258524709644,-0.0,1.0,-0.3476406829071625,-0.17387461427530276,0.0
2019-07-02,-0.0,-0.0007942543303760033,-0.0,1.0,-0.47413603717786224,-0.21497253907900293,0.0
2019-07-03,-0.0,-0.02254797348120419,-0.0,1.0,-0.4779680584952857,-0.24874490527752022,0.0
2019-07-05,-0.0,-0.01708047191406938,-0.0,1.0,-0.48281387568233847,-0.26097904560662094,0.0
2019-07-08,-0.0,-0.02595452595452595,-0.0,1.0,-0.48732661232661223,-0.2742206492206492,0.0
2019-07-09,-0.0,-0.02746396920597977,-0.0,1.0,-0.48917733416882997,-0.27370871005281533,0.0
2019-07-10,-0.0,-0.021629778672032193,-0.0,1.0,-0.4938380281690141,-0.28104340327680366,0.0
2019-07-11,-0.0,-0.014489341278322134,-0.0,1.0,-0.5152409758571351,-0.2814373426548096,0.0
2019-07-12,-0.0,-0.03008849557522124,-0.0,1.0,-0.5233464099990877,-0.2712343764255086,0.0
2019-07-15,-0.0,-0.039213897303018136,-0.0,1.0,-0.5254552753549141,-0.26008174884128316,0.0
2019-07-16,-0.0,-0.04749876448300478,-0.0,1.0,-0.5279958999139714,-0.25490088408104994,0.0
2019-07-17,-0.0,-0.02480796363066311,-0.0,1.0,-0.6341315253174479,-0.3006153002037937,0.0
2019-07-18,-0.0,-0.026299274367523044,-0.0,1.0,-0.6396940576583644,-0.29517552461266916,0.0
2019-07-19,-0.0,-0.02825652492233413,-0.0,1.0,-0.6587055028988662,-0.2917862160397333,0.0
2019-07-22,-0.0,-0.026401130055905934,-0.0,1.0,-0.6736963571613314,-0.28943755844259195,0.0
2019-07-23,-0.0,-0.031376416366454,-0.0,1.0,-0.6801779137400125,-0.30104453881296916,0.0
2019-07-24,-0.0,-0.033992508759917835,-0.0,1.0,-0.6866365943050465,-0.2931249748278223,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-0.8805177348018385,-0.2875509496140838,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-0.925563723837144,-0.3226096535599469,0.0
2019-07-29,-0.0,-0.005243322955923316,-0.0,1.0,-1.0010533461295381,-0.33447250766601905,0.0
2019-07-30,-0.0,-0.021053131831574947,-0.0,1.0,-1.018581883851345,-0.33656496530748026,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-1.0940910895018854,-0.386559833300258,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-1.091800599291746,-0.3846115747505015,0.0
2019-08-02,-0.0,-0.0,-0.0,1.0,-1.12536545141058,-0.3734726005147555,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-1.1275107199277816,-0.3800496501918303,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-1.0759151363178208,-0.38250116773606707,0.0
2019-08-07,-0.0,-0.0,-0.0,1.0,-1.0617713032118121,-0.40316497818531394,0.0
2019-08-08,-0.0,-0.013411932267763887,-0.0,1.0,-1.878699161259693,-1.0642111093527458,0.0
2019-08-09,-0.0,-0.0014497864503742017,-0.0,1.0,-1.8517299478860547,-1.0651620234316839,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-1.8587335816506567,-1.0620662615173495,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-1.8559693318729464,-1.0557815678297606,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-1.8614254282571114,-1.0675388967468176,0.0
2019-08-15,-0.0,-0.019217491369390105,-0.0,1.0,-1.8049865746068279,-1.0116225546605295,0.0
2019-08-16,-0.0,-0.0013372138755604502,-0.005545504601588925,1.0,-1.8950680405883742,-1.0310705576968457,0.0
2019-08-19,-0.0,-0.0,-0.0045769275906583735,1.0,-1.8892539999217617,-1.018072996127215,0.0
2019-08-20,-0.0,-0.0,-0.0006633628594841379,1.0,-1.8888281890193936,-1.0126429156748742,0.0
2019-08-21,-0.0,-0.0,-0.016135318419206485,1.0,-1.8847143191207423,-0.9965702704809416,0.0
2019-08-22,-0.0,-0.0,-0.009854327335047128,1.0,-1.8814364726961128,-1.0037002414894445,0.0
2019-08-23,-0.0,-0.0,-0.00985931959003936,1.0,-1.8794668952885702,-1.007638049959082,0.0
2019-08-26,-0.0,-0.0,-0.0039665729579851355,1.0,-1.8787692070705126,-0.9683059267531867,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-1.8709194254551043,-0.9696213226822338,0.0
2019-08-28,-0.0,-0.0,-0.04950691116479861,1.0,-1.9556814131252724,-0.9553645688938176,0.0
2019-08-29,-0.0,-0.0,-0.06006184586108468,1.0,-1.9647161433555342,-0.9397002854424357,0.0
2019-08-30,-0.0,-0.0,-0.061509344688904656,1.0,-1.95915148647583,-0.9222458796624872,0.0
2019-09-03,-0.0,-0.0,-0.07683205805790014,1.0,-1.9494359864321211,-0.9179222213457443,0.0
2019-09-04,-0.0,-0.0,-0.08118592407869216,1.0,-1.9537267941257965,-0.9234453548668011,0.0
2019-09-05,-0.0,-0.0,-0.07797785570747467,1.0,-1.9583907955396194,-0.9038575199968478,0.0
2019-09-06,-0.0,-0.0,-0.09323532879996856,1.0,-1.9737431704728587,-0.8637239102236546,0.0
2019-09-09,-0.0,-0.0,-0.1015262110152621,1.0,-2.081079960185799,-0.9647063702720637,0.0
2019-09-10,-0.0,-0.0,-0.10538098001824062,1.0,-2.0824143934997097,-0.9577978608738911,0.0
2019-09-11,-0.0,-0.0,-0.04573042232150384,1.0,-2.1151057911152322,-1.0539492539829722,0.0
2019-09-12,-0.0,-0.0,-0.046849349665361785,1.0,-2.112009092057078,-1.0504693353537904,0.0
2019-09-13,-0.0,-0.0,-0.04055078322385043,1.0,-2.112935826174836,-1.0573943068890013,0.0
2019-09-16,-0.0,-0.0,-0.05024276968545493,1.0,-2.114798395609035,-1.0569981000633313,0.0
2019-09-17,-0.0,-0.0,-0.048765982753493906,1.0,-2.1402234399558218,-1.0589184826472962,0.0
2019-09-18,-0.0,-0.0,-0.06061896045293942,1.0,-2.1433740581499294,-1.0529990209016218,0.0
2019-09-19,-0.0,-0.0,-0.06174153715137322,1.0,-2.1385991058122205,-1.0576538215882478,0.0
2019-09-20,-0.0,-0.0,-0.09204521219876306,1.0,-2.1170825335892514,-1.0561740243122202,0.0
2019-09-23,-0.0,-0.0,-0.1012182477967859,1.0,-2.1536633834456542,-1.0651460169345084,0.0
2019-09-24,-0.0,-0.0,-0.10559113726847845,1.0,-2.1545785009520513,-1.0673359875367838,0.0
2019-09-25,-0.0,-0.0,-0.0992442237097819,1.0,-2.157374217231699,-1.0621032174476355,0.0
2019-09-26,-0.0,-0.0,-0.27095596623317364,1.0,-2.2784850558977867,-1.0136436230892083,0.0
2019-09-27,-0.0,-0.0,-0.2734865263935032,1.0,-2.302094868955334,-1.0387135474344777,0.0
2019-09-30,-0.0,-0.0,-0.31723498028299696,1.0,-2.2887033170958015,-1.0333101368591975,0.0
2019-10-01,-0.0,-0.0,-0.3330084922734234,1.0,-2.2777391062230268,-1.0298389716460161,0.0
2019-10-02,-0.0,-0.0,-0.40335111859964434,1.0,-2.2852195076289434,-0.9917626134980811,0.0
2019-10-03,-0.0,-0.0,-0.3871549452073797,1.0,-2.2757201646090537,-0.960974707541499,0.0
2019-10-04,-0.0,-0.0,-0.42297920391455723,1.0,-2.2802296038392775,-1.0017878987484707,0.0
2019-10-07,-0.0,-0.0,-0.4144709130902794,1.0,-2.2627884120372537,-1.0029016708007676,0.0
2019-10-08,-0.0,-0.0,-0.40018748535270676,1.0,-2.278322006093274,-1.0086243262245136,0.0
2019-10-09,-0.0,-0.0,-0.405865244789142,1.0,-2.4128453708191953,-1.0286476005816771,0.0
2019-10-10,-0.0,-0.0,-0.5312468803034841,1.0,-2.3422681441549367,-1.117999401018269,0.0
2019-10-11,-0.0,-0.0,-0.627736858036525,1.0,-2.283220663908788,-1.1339420845525174,0.0
2019-10-14,-0.0,-0.0,-0.7486880772460117,1.0,-2.4155646515533165,-1.0834382871536523,0.0
2019-10-15,-0.0,-0.0,-0.7865993086944961,1.0,-2.4449880350970488,-1.0861473012496676,0.0
2019-10-16,-0.0,-0.0,-0.8068266666666667,1.0,-2.4354666666666667,-1.09104,0.0
2019-10-17,-0.0,-0.0,-0.8582061579651941,1.0,-2.41194109772423,-1.0846050870147257,0.0
2019-10-18,-0.0,-0.0,-0.9172985652719436,1.0,-2.4005237030167477,-1.1374174894986635,0.0
2019-10-21,-0.0,-0.0,-0.9168031444480839,1.0,-2.3791352767769403,-1.1632274265749536,0.0
2019-10-22,-0.0,-0.0,-0.9290018626054564,1.0,-2.385449764435192,-1.163854497644352,0.0
2019-10-23,-0.0,-0.0,-0.9049185721335746,1.0,-2.3939792729067277,-1.184514996984153,0.0
2019-10-24,-0.0,-0.0,-1.0125243529084331,1.0,-2.386807681603117,-1.167047035903145,0.0
2019-10-25,-0.0,-0.0,-0.9955456570155901,1.0,-2.395489977728285,-1.176893095768374,0.0
2019-10-28,-0.0,-0.0,-1.0252747865870668,1.0,-2.3852591642024215,-1.1688891368632484,0.0
2019-10-29,-0.0,-0.0,-1.1304912478825522,1.0,-2.3278373800112933,-1.1882552230378316,0.0
2019-10-30,-0.0,-0.0,-1.1307244903721272,1.0,-2.3267829916991363,-1.1892822858433565,0.0
2019-10-31,-0.0,-0.0,-1.1414832833625614,1.0,-2.299994342931493,-1.2155908808055664,0.0
2019-11-01,-0.0,-0.0,-1.1630928068981166,1.0,-2.3050828227819378,-1.204674381665532,0.0
2019-11-04,-0.0,-0.0,-1.1792783621762244,1.0,-2.302850356294537,-1.1732835652075557,0.0
2019-11-05,-0.0,-0.0,-1.3571387598233235,1.0,-2.2367922904835655,-1.1423162966787128,0.0
2019-11-06,-0.0,-0.0,-1.360638422720338,1.0,-2.2568360521065602,-1.250381410632555,0.0
2019-11-07,-0.0,-0.0,-1.3598825256975036,1.0,-2.2583847283406753,-1.2554478707782672,0.0
2019-11-08,-0.0,-0.0,-1.3684334372610154,1.0,-2.2595446790987705,-1.2547208659332902,0.0
2019-11-11,-0.0,-0.0,-1.429584177290599,1.0,-2.259263672107709,-1.2684379840343143,0.0
2019-11-12,-0.0,-0.0,-1.4598821123541441,1.0,-2.2755322988090945,-1.279261397810658,0.0
2019-11-13,-0.0,-0.0,-1.6469030907523703,1.0,-2.233715059721709,-1.2763206501662356,0.0
2019-11-14,-0.0,-0.0,-1.6388511426806673,1.0,-2.2358245830759733,-1.3020382952439777,0.0
2019-11-15,-0.0,-0.0,-1.6797210634456137,1.0,-2.232239586576178,-1.3143017246746778,0.0
2019-11-18,-0.0,-0.0,-1.6888555534720922,1.0,-2.2467029189324332,-1.3148321770110631,0.0
2019-11-19,-0.0,-0.0,-1.712087912087912,1.0,-2.32120232708468,-1.4308338720103424,0.0
2019-11-20,-0.0,-0.0,-1.731332641949702,1.0,-2.3278454757583615,-1.4225434275343531,0.0
2019-11-21,-0.0,-0.0,-1.860526664020114,1.0,-2.272991928013762,-1.482863570199815,0.0
2019-11-22,-0.0,-0.0,-1.8499469073533314,1.0,-2.2890230953013004,-1.4976108308999203,0.0
2019-11-25,-0.0,-0.0,-1.8494487979811398,1.0,-2.289812724133351,-1.5017266569265508,0.0
2019-11-26,-0.0,-0.0,-1.848952810180276,1.0,-2.2806866383881235,-1.4981442205726405,0.0
2019-11-27,-0.0,-0.0,-1.8207273685597574,1.0,-2.2613651337462115,-1.5063249439978916,0.0
2019-11-29,-0.0,-0.0,-1.9065501600853787,1.0,-2.3086979722518675,-1.455042689434365,0.0
2019-12-02,-0.0,-0.0,-2.05541804180418,1.0,-2.34756600660066,-1.4727035203520351,0.0
