Date,IWF,IWM,MTUM,SPY,UE,VLUE,VXX
2018-09-24,-0.29175146653896805,-0.7369507961211541,-0.0,-0.512001676044535,1.0,-0.45220280138872265,0.0
2018-09-25,-0.2890953927583303,-0.7430530494406352,-0.0,-0.5167207987489475,1.0,-0.4584987369180802,0.0
2018-09-26,-0.29124285284381585,-0.7453505868191393,-0.0,-0.5171531748420103,1.0,-0.45558230514595244,0.0
2018-09-27,-0.2918935178222289,-0.7436005414348023,-0.0,-0.5170401564144983,1.0,-0.455436907805685,0.0
2018-09-28,-0.291614028755339,-0.7437887264633339,-0.0,-0.5169644468507489,1.0,-0.4554833664200205,0.0
2018-10-01,-0.291753543045357,-0.7513371407850603,-0.0,-0.5193847641495181,1.0,-0.459281419031215,0.0
2018-10-02,-0.29106532328825147,-0.7589482920335239,-0.0,-0.5178965840670479,1.0,-0.45774711809022417,0.0
2018-10-03,-0.29198849008026656,-0.7627442071785552,-0.0,-0.5175829168559746,1.0,-0.4565803422686658,0.0
2018-10-04,-0.30012457083827065,-0.7561449883024945,-0.0,-0.5289399325494486,1.0,-0.4530732537295294,0.0
2018-10-05,-0.2867382428549826,-0.7497656131861484,-0.0,-0.5313775895962498,1.0,-0.4564645395433238,0.0
2018-10-08,-0.283543768501178,-0.7463903824080226,-0.0,-0.534948347731529,1.0,-0.45571799673775143,0.0
2018-10-09,-0.27545838781281357,-0.7516647915589747,-0.0,-0.5446224952108736,1.0,-0.46896950162678264,0.0
2018-10-10,-0.27509350199166843,-0.7519384559248335,-0.0,-0.5446224952108736,1.0,-0.4690303159303068,0.0
2018-10-11,-0.23000414421881477,-0.7403350896927358,-0.0,-0.5247469066366705,1.0,-0.4650997572671837,0.0
2018-10-12,-0.22545261543905173,-0.7409919207406971,-0.0,-0.5218493837353305,1.0,-0.4603113758329893,0.0
2018-10-15,-0.21125227927768958,-0.75222045762014,-0.0,-0.5183518616551968,1.0,-0.45917887183106876,0.0
2018-10-16,-0.20744837324233686,-0.758722127434253,-0.0,-0.5173265870447725,1.0,-0.45819850561863856,0.0
2018-10-17,-0.19497402861205418,-0.7350047880212414,-0.0,-0.5119990714140623,1.0,-0.4598241490380429,0.0
2018-10-18,-0.1953492422922836,-0.7363699703884341,-0.0,-0.5113801312198805,1.0,-0.4599953550484817,0.0
2018-10-19,-0.1795751304297697,-0.7269477992678638,-0.0,-0.5153777419075893,1.0,-0.4605251779897962,0.0
2018-10-22,-0.1795293303339678,-0.7177712406990828,-0.0,-0.5209667185787622,1.0,-0.46570917690488556,0.0
2018-10-23,-0.1759039629736766,-0.7203066242406712,-0.0,-0.5267283772056697,1.0,-0.4697425513450969,0.0
2018-10-24,-0.17417564951015807,-0.7192439961853018,-0.0,-0.5267462358755021,1.0,-0.4697858567176257,0.0
2018-10-25,-0.14320599545288687,-0.6817862856822073,-0.0,-0.5376820950402785,1.0,-0.44418558958093585,0.0
2018-10-26,-0.14160579856155375,-0.6780566982900961,-0.0,-0.5368706797638039,1.0,-0.44202837713038373,0.0
2018-10-29,-0.12680331977942405,-0.6837018882638,-0.0,-0.5301342394028853,1.0,-0.4444104049462485,0.0
2018-10-30,-0.10598691933590476,-0.6882162222594891,-0.0,-0.5350774218793672,1.0,-0.4657331320923473,0.0
2018-10-31,-0.1072859846376489,-0.6801180006679283,-0.0,-0.5328954692196372,1.0,-0.4627629967716799,0.0
2018-11-01,-0.0742267463054878,-0.7169176411205519,-0.0,-0.5410953142087995,1.0,-0.47194414065786155,0.0
2018-11-02,-0.07695956692803527,-0.7014259006055193,-0.0,-0.5437955185980969,1.0,-0.4682590618634372,0.0
2018-11-05,-0.08138232328889884,-0.6937941077629662,-0.0,-0.5458720734849334,1.0,-0.47944438221126917,0.0
2018-11-06,-0.08052901454229595,-0.6929025750231165,-0.0,-0.5471713973493234,1.0,-0.48135279778082884,0.0
2018-11-07,-0.08008064064512516,-0.6928375427003416,-0.0,-0.5461723693789551,1.0,-0.4809598476787814,0.0
2018-11-08,-0.060628784091540294,-0.693273343331667,-0.0,-0.5391323668277509,1.0,-0.48428039771149256,0.0
2018-11-09,-0.059670381590283754,-0.6938662071648926,-0.0,-0.5411745087685167,1.0,-0.48453350379366883,0.0
2018-11-12,-0.05905152127571219,-0.6802137260873177,-0.0,-0.5469671382298387,1.0,-0.482184878602475,0.0
2018-11-13,-0.035427880918378556,-0.6790618477425024,-0.0,-0.5516038668570801,1.0,-0.48028122596946066,0.0
2018-11-14,-0.035240475732688764,-0.6793199110061252,-0.0,-0.5516796220507045,1.0,-0.48045705496195784,0.0
2018-11-15,-0.03426893845858369,-0.6794523554750733,-0.0,-0.5523637062035284,1.0,-0.47765248168573543,0.0
2018-11-16,-0.02975211144016672,-0.670587912690578,-0.0,-0.5541570692113633,1.0,-0.48763299330920257,0.0
2018-11-19,-0.03131254969701955,-0.6700666282800033,-0.0,-0.5532340763894602,1.0,-0.48729127251789095,0.0
2018-11-20,-0.008371281324134922,-0.6655577672947399,-0.0,-0.5554495132658904,1.0,-0.49742317236113764,0.0
2018-11-21,-0.012141369892647575,-0.6613125659122251,-0.0,-0.5539871826072847,1.0,-0.4766501717097969,0.0
2018-11-23,-0.014009086975335353,-0.6472306360882736,-0.0,-0.5630138468195587,1.0,-0.4802033751622674,0.0
2018-11-26,-0.014121848284817658,-0.6466832593875121,-0.0,-0.5637106373769072,1.0,-0.4808191754139162,0.0
2018-11-27,-0.005012666415135019,-0.6518083328841696,-0.0,-0.5609065919258341,1.0,-0.47725435239583897,0.0
2018-11-28,-0.00603724766191413,-0.6491119316497318,-0.0,-0.5620300245263186,1.0,-0.47804759722933454,0.0
2018-11-29,-0.0,-0.6394997728669535,-0.0,-0.5555674317932823,1.0,-0.47711300537102846,0.0
2018-11-30,-0.0,-0.640170162671233,-0.0,-0.5555436643835616,1.0,-0.4797998715753425,0.0
2018-12-03,-0.0,-0.6420465216108174,-0.0,-0.5584739623856411,1.0,-0.4823867142435543,0.0
2018-12-04,-0.0,-0.6492565355091524,-0.0,-0.5534918675183852,1.0,-0.481265768425573,0.0
2018-12-06,-0.0,-0.6096186607259861,-0.0,-0.5504652077054121,1.0,-0.4608046127637269,0.0
2018-12-07,-0.0,-0.6234622027368141,-0.0,-0.571223595057792,1.0,-0.46238873389132457,0.0
2018-12-10,-0.0,-0.6216366231432046,-0.0,-0.5670032246127821,1.0,-0.45448538351747103,0.0
