Date,IWF,IWM,KALA,MTUM,SPY,VLUE,VXX
2018-09-24,-1.5338322419706891,-3.167550150711984,1.0,-0.16214530714062986,-2.3836399542667084,-2.14676229082216,0.0
2018-09-25,-1.543552919138308,-3.166094286606307,1.0,-0.17421167655323136,-2.3821417421167657,-2.141013633052347,0.0
2018-09-26,-1.5508900523560207,-3.183350785340314,1.0,-0.16764397905759162,-2.4011518324607333,-2.168062827225131,0.0
2018-09-27,-1.5629692291424342,-3.224595537696944,1.0,-0.17056148884424235,-2.424764724542667,-2.1913926192238553,0.0
2018-09-28,-1.5773031558814152,-3.2341940282647963,1.0,-0.1737328657953459,-2.437466794177027,-2.2031665072787163,0.0
2018-10-01,-1.5796130952380951,-3.2325680272108843,1.0,-0.17442602040816327,-2.4389880952380953,-2.2036564625850343,0.0
2018-10-02,-1.5796408458187225,-3.227287217086388,1.0,-0.17766443523536285,-2.4379980873445968,-2.2032727659122306,0.0
2018-10-03,-1.5775230818210761,-3.2179772896105274,1.0,-0.17765042979942697,-2.436060702536347,-2.203120025469596,0.0
2018-10-04,-1.8249349420392713,-3.5056777856635915,1.0,-0.25751123728412584,-2.7879110480246037,-2.4528034066713977,0.0
2018-10-05,-1.7867803837953093,-3.5039090262970864,1.0,-0.19924188580905003,-2.8431651267472167,-2.5125562662876098,0.0
2018-10-08,-1.771983519717481,-3.4788699234844027,1.0,-0.18434373160682754,-2.838493231312537,-2.497939964685109,0.0
2018-10-09,-1.8038127413127414,-3.5707046332046333,1.0,-0.15444015444015446,-2.935810810810811,-2.6009893822393826,0.0
2018-10-10,-1.8106280193236715,-3.5705314009661837,1.0,-0.15966183574879228,-2.9420289855072466,-2.5944444444444446,0.0
2018-10-11,-1.5412472521115352,-3.5377762351035518,1.0,-0.0,-2.8612750202475987,-2.6297581858151102,0.0
2018-10-12,-1.533814247069432,-3.473399458972047,1.0,-0.0,-2.7559738503155997,-2.508228133453562,0.0
2018-10-15,-1.486646552687451,-3.475583864118896,1.0,-0.0,-2.7272320929712817,-2.4849703877528215,0.0
2018-10-16,-1.4815149802148104,-3.5591859807801014,1.0,-0.0,-2.7538722442057657,-2.511249293386094,0.0
2018-10-17,-1.364470036255065,-3.299744081893794,1.0,-0.0,-2.6033269353806783,-2.3956067391767966,0.0
2018-10-18,-1.362502664677041,-3.296312086975058,1.0,-0.0,-2.6048816883393733,-2.395011724578981,0.0
2018-10-19,-1.2910080602951952,-3.229875431801528,1.0,-0.0,-2.583376949649325,-2.3636553962106146,0.0
2018-10-22,-1.2909566126502876,-3.219027705175118,1.0,-0.0,-2.5820177731312075,-2.362780972294825,0.0
2018-10-23,-1.29071712314447,-3.2189002717959445,1.0,-0.0,-2.5816433200919926,-2.36242943759147,0.0
2018-10-24,-1.2911246328157784,-3.2178976080570707,1.0,-0.0,-2.598300461603021,-2.383550146873689,0.0
2018-10-25,-1.1151258889102442,-2.9095714011147416,1.0,-0.0,-2.443782433211609,-2.1413607534114933,0.0
2018-10-26,-1.0465771433937459,-2.835383604094281,1.0,-0.0,-2.4235139449713587,-2.0850784111184146,0.0
2018-10-29,-0.9944367176634213,-2.8263328697264716,1.0,-0.0,-2.384144645340751,-2.0672229949003245,0.0
2018-10-30,-0.9891586360266864,-2.8249629355077834,1.0,-0.0,-2.382876204595997,-2.0692179392142327,0.0
2018-10-31,-1.0178505020453699,-2.781889178133135,1.0,-0.0,-2.4133506879880993,-2.0840461137969504,0.0
2018-11-01,-0.9611614228363365,-2.848846979740454,1.0,-0.0,-2.4255438334422554,-2.100550835589581,0.0
2018-11-02,-0.9569576013979584,-2.7724639014071553,1.0,-0.0,-2.404488181734572,-2.063184033845305,0.0
2018-11-05,-0.9522322248759876,-2.7790740400514427,1.0,-0.0,-2.4018004776777517,-2.052911997060445,0.0
2018-11-06,-0.9662497700938016,-2.7929004965973885,1.0,-0.0,-2.395714548464227,-2.041383115688799,0.0
2018-11-07,-0.9628133321090808,-2.7911119272794047,1.0,-0.0,-2.3900468276558624,-2.038013038288495,0.0
2018-11-08,-0.8728621844176998,-2.784363406026604,1.0,-0.0,-2.350827979368383,-2.0409917654510905,0.0
2018-11-09,-0.8718087995654535,-2.7853521636791596,1.0,-0.0,-2.3541553503530688,-2.041734564548253,0.0
2018-11-12,-0.8611235552369859,-2.738016306782546,1.0,-0.0,-2.3432488128303914,-2.0173819550219516,0.0
2018-11-13,-0.8076212267887003,-2.7022793276423482,1.0,-0.0,-2.3126815101645697,-1.9779107630027284,0.0
2018-11-14,-0.8121970564907024,-2.7035339737375517,1.0,-0.0,-2.3170000881290207,-1.9800828412796332,0.0
2018-11-15,-0.8066046021429827,-2.699279817319515,1.0,-0.0,-2.3146847005093973,-1.9621464956964694,0.0
2018-11-16,-0.7971381205828462,-2.671320129133583,1.0,-0.0,-2.2991885524823314,-1.9576825756914755,0.0
2018-11-19,-0.7992672075372939,-2.670156154584315,1.0,-0.0,-2.2975660821774406,-1.956730349821164,0.0
2018-11-20,-0.7052903225806451,-2.6344946236559137,1.0,-0.0,-2.2859354838709676,-1.9764301075268815,0.0
2018-11-21,-0.7113183552352692,-2.6070368800339128,1.0,-0.0,-2.2663840610428148,-1.8935142009325987,0.0
2018-11-23,-0.7111243004917754,-2.6075970832626756,1.0,-0.0,-2.2664914363235544,-1.8936747498728168,0.0
2018-11-26,-0.7110979127778719,-2.608094349227897,1.0,-0.0,-2.269472255218055,-1.896063125742406,0.0
2018-11-27,-0.6815270520815776,-2.6148660037080735,1.0,-0.0,-2.252991741109051,-1.8780549469071295,0.0
2018-11-28,-0.6808367071524967,-2.62609649122807,1.0,-0.0,-2.2502530364372473,-1.877361673414305,0.0
2018-11-29,-0.6040722116890611,-2.5673068996785093,1.0,-0.0,-2.211441760778172,-1.860522627977908,0.0
2018-11-30,-0.6021629654090647,-2.5717823825641872,1.0,-0.0,-2.2151407578634523,-1.8665070585321557,0.0
2018-12-03,-0.6001980034650606,-2.5709924923686165,1.0,-0.0,-2.2139262437092646,-1.8650276379836648,0.0
2018-12-04,-0.576246093107419,-2.583237374568186,1.0,-0.0,-2.205050172725777,-1.860585622635302,0.0
2018-12-06,-0.5379087032064445,-2.4027799715684726,1.0,-0.0,-2.19041225714737,-1.766624545885326,0.0
2018-12-07,-0.5393240682248894,-2.402716361339229,1.0,-0.0,-2.190540113708149,-1.7638976626658243,0.0
2018-12-10,-0.47371273712737133,-2.3922570654277973,1.0,-0.0,-2.1683313975996907,-1.7086333720480065,0.0
2018-12-11,-0.49325267566309916,-2.389173258880099,1.0,-0.0,-2.177601985419575,-1.6955172948658292,0.0
2018-12-12,-0.49387311928028543,-2.3888630370715065,1.0,-0.0,-2.1772142081588335,-1.6955948503179772,0.0
2018-12-13,-0.4927962819519752,-2.3776917118512784,1.0,-0.0,-2.1851278079008525,-1.690317583268784,0.0
2018-12-14,-0.49609102871739297,-2.369997677838842,1.0,-0.0,-2.1853858657790854,-1.6890626209458937,0.0
2018-12-17,-0.4697971103596679,-2.3608207808177064,1.0,-0.0,-2.1616968951736855,-1.6928988625883798,0.0
2018-12-18,-0.4341775039926991,-2.329226557152635,1.0,-0.0,-2.1493649707202067,-1.6923720435014071,0.0
2018-12-19,-0.43372119552817706,-2.3293026085633888,1.0,-0.0,-2.1495931249524682,-1.6926762491444216,0.0
2018-12-20,-0.4283024551890344,-2.2903298689561677,1.0,-0.0,-2.142792589245368,-1.6698297936436208,0.0
2018-12-21,-0.41335820895522385,-2.2845522388059702,1.0,-0.0,-2.1385820895522385,-1.626194029850746,0.0
2018-12-24,-0.37440129688305945,-2.238891754476457,1.0,-0.0,-2.117161594576671,-1.638199101024243,0.0
2018-12-26,-0.3868210016643971,-2.371765773944621,1.0,-0.0,-2.131336056892117,-1.6755182327129672,0.0
2018-12-27,-0.2276511831726556,-2.315512708150745,1.0,-0.0,-2.007522640958224,-1.75284837861525,0.0
2018-12-28,-0.23525095391840325,-2.3185353683592598,1.0,-0.0,-2.018197828001174,-1.7657763428235982,0.0
2018-12-31,-0.23245904048196311,-2.327088384394975,1.0,-0.0,-2.020277716552788,-1.7672470795679964,0.0
2019-01-02,-0.22118288281652795,-2.3353465419459383,1.0,-0.0,-2.0254842748766295,-1.7833100095750165,0.0
2019-01-03,-0.21030042918454936,-2.3491934290365544,1.0,-0.0,-2.029080953085689,-1.8110848009471658,0.0
2019-01-04,-0.11724799056116805,-2.3925226753189293,1.0,-0.0,-2.0143794705405207,-1.849937320256618,0.0
2019-01-07,-0.10121803547261202,-2.301445971935323,1.0,-0.0,-1.9490704466130067,-1.7712800056984117,0.0
2019-01-08,-0.10191173335228484,-2.290597683178168,1.0,-0.0,-1.9487598607064176,-1.7655461587662569,0.0
2019-01-09,-0.09728619003755402,-2.271310139587614,1.0,-0.0,-1.9455820874371146,-1.7715581378870546,0.0
2019-01-10,-0.10244528409495972,-2.271476438297569,1.0,-0.0,-1.973551008768803,-1.7816354174092819,0.0
2019-01-11,-0.10479662592036601,-2.2507684609335907,1.0,-0.0,-1.9857745371363213,-1.8071341768532423,0.0
2019-01-14,-0.11725616291532692,-2.2445873526259383,1.0,-0.0,-1.9828510182207935,-1.8006430868167205,0.0
2019-01-15,-0.10920448018380242,-2.234491671453188,1.0,-0.0,-1.99547673750718,-1.8406088454910972,0.0
2019-01-16,-0.07959344356166344,-2.2421444420585495,1.0,-0.0,-1.9738744542266125,-1.8620714336840598,0.0
2019-01-17,-0.08569583004378094,-2.2356994186463788,1.0,-0.0,-1.9850714131917029,-1.8707385344146987,0.0
2019-01-18,-0.09717868338557994,-2.227017569439382,1.0,-0.0,-2.016111394619815,-1.9499890646642855,0.0
2019-01-22,-0.0,-2.4138247438446245,1.0,-0.0,-2.253784982413213,-1.9788193913442422,0.0
2019-01-23,-0.0,-2.1747124752765368,1.0,-0.0,-2.1441652626181233,-2.006519668888726,0.0
2019-01-24,-0.0,-2.139081045656448,1.0,-0.0,-2.1641301973348868,-1.9785188960897109,0.0
2019-01-25,-0.0,-2.0179372197309418,1.0,-0.0,-2.4127055306427505,-2.0431240657698058,0.0
2019-01-28,-0.0,-1.9577579806978473,1.0,-0.0,-2.4510764662212328,-2.0151447661469937,0.0
2019-01-29,-0.0,-1.959297153024911,1.0,-0.0,-2.4492141162514827,-2.00541221826809,0.0
2019-01-30,-0.0,-1.9528162783839573,1.0,-0.0,-2.4341639634326158,-1.9854762606900618,0.0
2019-01-31,-0.0,-1.9864326795457896,1.0,-0.0,-2.358575431352308,-2.0286093496534434,0.0
2019-02-01,-0.0,-1.987734594354958,1.0,-0.0,-2.3709915767696175,-2.030072410226097,0.0
2019-02-04,-0.0,-1.9977710082472697,1.0,-0.0,-2.3731332194070887,-2.0590682814473587,0.0
2019-02-05,-0.0,-2.025818968733677,1.0,-0.0,-2.378255354078054,-2.058055369002313,0.0
2019-02-06,-0.0,-2.0380533656761672,1.0,-0.0,-2.4561097634930262,-2.086264402668284,0.0
2019-02-07,-0.0,-2.0329470574869344,1.0,-0.0,-2.4626978716958265,-2.078315534348254,0.0
2019-02-08,-0.0,-2.0445850163859465,1.0,-0.0,-2.512156085664203,-2.0645530066305926,0.0
2019-02-11,-0.0,-2.0320552147239264,1.0,-0.0,-2.5220858895705525,-2.1145705521472395,0.0
2019-02-12,-0.0,-2.052088149175528,1.0,-0.0,-2.535059331175836,-2.1182000308213897,0.0
2019-02-13,-0.0,-2.0875038378876263,1.0,-0.0,-2.5052195271722444,-2.0830518882407123,0.0
2019-02-14,-0.0,-1.9611694837825489,1.0,-0.0,-2.554667275772803,-2.0979138114816505,0.0
2019-02-15,-0.0,-2.030919944895148,1.0,-0.0,-2.5385733966018673,-2.083958365222715,0.0
2019-02-19,-0.0,-1.9811421591082605,1.0,-0.0,-2.5761184913727284,-2.0775690945182466,0.0
2019-02-20,-0.0,-1.9924481775448872,1.0,-0.0,-2.594821607459351,-2.118671495723203,0.0
2019-02-21,-0.0,-2.024333359247454,1.0,-0.0,-2.6151753090258887,-2.1347275130218457,0.0
2019-02-22,-0.0,-2.0406026365348398,1.0,-0.0,-2.4665160075329564,-2.0259133709981167,0.0
2019-02-25,-0.0,-2.049517000076063,1.0,-0.0,-2.5061230699018786,-2.0506579447782762,0.0
2019-02-26,-0.0,-2.055948846768669,1.0,-0.0,-2.5093248077947785,-2.0468143411737842,0.0
2019-02-27,-0.0,-2.0602464628023736,1.0,-0.0,-2.498478624676708,-2.048227597748365,0.0
2019-02-28,-0.0,-2.0515354211006382,1.0,-0.0,-2.489054423837032,-2.0605047126786253,0.0
2019-03-01,-0.0,-2.057531539747682,1.0,-0.0,-2.4940720474236207,-2.048335613315093,0.0
2019-03-04,-0.0,-2.041654089948687,1.0,-0.0,-2.500452761847268,-2.003999396317537,0.0
2019-03-05,-0.0,-2.0283440697233797,1.0,-0.0,-2.530882910193255,-2.0193255020841225,0.0
2019-03-06,-0.0,-2.0157396897465003,1.0,-0.0,-2.5394627317442304,-2.0119561104805146,0.0
2019-03-07,-0.0,-2.0185255198487715,1.0,-0.0,-2.538525519848771,-2.004461247637051,0.0
2019-03-08,-0.0,-1.9996926386967881,1.0,-0.0,-2.6500691562932226,-2.0342707853081294,0.0
2019-03-11,-0.0,-1.9834079333230439,1.0,-0.0,-2.624787775891341,-2.1090446056490197,0.0
2019-03-12,-0.0,-1.6961761962838082,1.0,-0.0,-2.4167443862543943,-2.06112346653275,0.0
2019-03-13,-0.0,-1.735866282744575,1.0,-0.0,-2.33232670833626,-1.954842334433598,0.0
2019-03-14,-0.0,-1.7374105765184455,1.0,-0.0,-2.3318137186141112,-1.944382101276476,0.0
2019-03-15,-0.0,-1.6939379004435684,1.0,-0.0,-2.361261705273534,-1.98549602196719,0.0
2019-03-18,-0.0,-1.7295834816660733,1.0,-0.0,-2.3750088999644,-2.0154503381986473,0.0
2019-03-19,-0.0,-1.729863249087134,1.0,-0.0,-2.385265268132026,-2.044533543352187,0.0
2019-03-20,-0.0,-1.7373904296594338,1.0,-0.0,-2.3863342434257793,-2.0612156919097573,0.0
2019-03-21,-0.0,-1.737201120126373,1.0,-0.0,-2.4039635240898973,-2.039132620090472,0.0
2019-03-22,-0.0,-1.736505368436535,1.0,-0.0,-2.572437123106339,-2.0450801588468894,0.0
2019-03-25,-0.0,-1.5558038932948812,1.0,-0.0,-2.615068493150685,-2.0389329488103822,0.0
2019-03-26,-0.0,-1.6386254195242962,1.0,-0.0,-2.618123449584124,-2.039325842696629,0.0
2019-03-27,-0.0,-1.6402501090591828,1.0,-0.0,-2.611967427657409,-2.0183219427075763,0.0
2019-03-28,-0.0,-1.6286026200873363,1.0,-0.0,-2.6053129548762737,-2.04410480349345,0.0
2019-03-29,-0.0,-1.6219538808467302,1.0,-0.0,-2.602676947697679,-2.04968356732378,0.0
2019-04-01,-0.0,-1.6152943764205585,1.0,-0.0,-2.6198401642349145,-2.096781288950803,0.0
2019-04-02,-0.0,-1.646294267981015,1.0,-0.0,-2.6519167579408545,-2.003797006206645,0.0
2019-04-03,-0.0,-1.6488082221736278,1.0,-0.0,-2.646184124207304,-1.9941686711859463,0.0
2019-04-04,-0.0,-1.6470545295277028,1.0,-0.0,-2.6388057522446893,-2.013869625520111,0.0
2019-04-05,-0.0,-1.6205738482879462,1.0,-0.0,-2.6552529751040375,-2.025041979995619,0.0
2019-04-08,-0.0,-1.6070464658253703,1.0,-0.0,-2.6598584871252466,-2.027573127142753,0.0
2019-04-09,-0.0,-1.5840299164100309,1.0,-0.0,-2.7210001466490685,-2.0273500513271743,0.0
2019-04-10,-0.0,-1.5924104521432767,1.0,-0.0,-2.723429242513212,-2.024221961244862,0.0
2019-04-11,-0.0,-1.5361410237498156,1.0,-0.0,-2.814131877858091,-2.025519988198849,0.0
2019-04-12,-0.0,-1.5318647314521476,1.0,-0.0,-2.813674206144552,-2.0220290282177857,0.0
2019-04-15,-0.0,-1.533480989294943,1.0,-0.0,-2.8194905869324476,-2.029826504245109,0.0
2019-04-16,-0.0,-1.5250663521085224,1.0,-0.0,-2.815025066352108,-2.0323650840460044,0.0
2019-04-17,-0.0,-1.4811320754716981,1.0,-0.0,-2.86438679245283,-2.0246904481132075,0.0
2019-04-18,-0.0,-1.4954622592783884,1.0,-0.0,-2.8566369069578688,-2.0263410315059396,0.0
2019-04-22,-0.0,-1.4971525774720804,1.0,-0.0,-2.863027882553066,-2.035796168922417,0.0
2019-04-23,-0.0,-1.5015163843479546,1.0,-0.0,-2.8626377690657594,-2.0328426658776535,0.0
2019-04-24,-0.0,-1.4591640821149017,1.0,-0.0,-2.8685570816718355,-2.056712450155073,0.0
