Date,IMVT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-04-09,1.0,-0.6774743408406775,-0.6887172233706889,-0.5276175969245277,-0.732927138867733,-0.0,0.0
2020-04-13,1.0,-0.6802681645225584,-0.6803044029715529,-0.529987316542852,-0.733285015401341,-0.0,0.0
2020-04-14,1.0,-0.6834686186403827,-0.6702420640672562,-0.537940281200174,-0.7320626177706915,-0.0,0.0
2020-04-15,1.0,-0.6904311786519304,-0.6672725950701665,-0.5425725296298989,-0.7352941176470588,-0.0,0.0
2020-04-16,1.0,-0.7217451675375451,-0.6204187525121496,-0.5701026784083019,-0.7418058245331969,-0.0,0.0
2020-04-17,1.0,-0.7280785290454913,-0.6124459746538715,-0.5797011207970112,-0.7425097062486266,-0.0,0.0
2020-04-20,1.0,-0.7541975218124495,-0.5682601363736344,-0.6045531197301854,-0.7389104773077204,-0.0,0.0
2020-04-21,1.0,-0.7550219941348973,-0.57133431085044,-0.6085777126099707,-0.7307551319648095,-0.0,0.0
2020-04-22,1.0,-0.7424247948951687,-0.5832269826800365,-0.5916134913400183,-0.7290428441203282,-0.0,0.0
2020-04-23,1.0,-0.7299485720538351,-0.6039683408104459,-0.58270416165153,-0.7307509939088885,-0.0,0.0
2020-04-24,1.0,-0.7290572095738471,-0.6074868651488617,-0.5815820198482194,-0.7304436660828955,-0.0,0.0
2020-04-27,1.0,-0.7276868690549946,-0.6052334268741572,-0.5809978497758664,-0.7305295382484783,-0.0,0.0
2020-04-28,1.0,-0.7525776965265082,-0.5604021937842778,-0.5948080438756855,-0.7485191956124314,-0.0,0.0
2020-04-29,1.0,-0.7471575329945527,-0.5696632910466859,-0.5907944283990787,-0.7482908638906153,-0.0,0.0
2020-04-30,1.0,-0.7466409350762845,-0.5378145140734807,-0.5994246804791902,-0.7573462476786951,-0.0,0.0
2020-05-01,1.0,-0.7496542185338867,-0.5325034578146612,-0.5992210817500182,-0.758426148358448,-0.0,0.0
2020-05-04,1.0,-0.7512791668178684,-0.5119570345102878,-0.6036215843524332,-0.7619479624051965,-0.0,0.0
2020-05-05,1.0,-0.7512791668178684,-0.5119570345102878,-0.6036941611931633,-0.7618753855644664,-0.0,0.0
2020-05-06,1.0,-0.7507799463106726,-0.5121526518174563,-0.602626423855474,-0.762098236958572,-0.0,0.0
2020-05-07,1.0,-0.7730870712401056,-0.5098578129580768,-0.6188434476693051,-0.7628261506889475,-0.0,0.0
2020-05-08,1.0,-0.7732057416267942,-0.506624953993375,-0.6339344865660655,-0.7668016194331984,-0.0,0.0
2020-05-11,1.0,-0.7829734005371399,-0.48026194768404395,-0.6440528310216695,-0.7717523269931202,-0.0,0.0
2020-05-12,1.0,-0.8109111361079865,-0.46700412448443945,-0.6913385826771653,-0.7802774653168354,-0.0,0.0
2020-05-13,1.0,-0.8131502133073871,-0.44783324601451985,-0.6963550632437692,-0.7848963400943043,-0.0,0.0
2020-05-14,1.0,-0.8162545495478594,-0.4534914262129,-0.6927319800382724,-0.7897264642977748,-0.0,0.0
2020-05-15,1.0,-0.825568138633427,-0.4722581135517216,-0.7091662233031847,-0.7932659420840618,-0.0,0.0
2020-05-18,1.0,-0.8300422326218467,-0.46429250846554804,-0.7056652589126051,-0.8047407069208233,-0.0,0.0
2020-05-19,1.0,-0.8418514580801945,-0.40993317132442286,-0.7461649453219927,-0.7991342648845687,-0.0,0.0
2020-05-20,1.0,-0.8425648228996622,-0.4081469951786189,-0.7464788732394367,-0.7991723928476521,-0.0,0.0
2020-05-21,1.0,-0.8424187246310837,-0.39402905807822164,-0.7567998179128258,-0.8002351959333864,-0.0,0.0
2020-05-22,1.0,-0.8485682608861871,-0.41220323431586187,-0.755744160263027,-0.8065909699124517,-0.0,0.0
2020-05-26,1.0,-0.8491432068543452,-0.41133720930232553,-0.7553549571603426,-0.8091722766217869,-0.0,0.0
2020-05-27,1.0,-0.8526418786692759,-0.4711937377690802,-0.7258708414872799,-0.8641487279843444,-0.0,0.0
2020-05-28,1.0,-0.8495749370277079,-0.48917663727959704,-0.7238271410579346,-0.8731895465994963,-0.0,0.0
2020-05-29,1.0,-0.847901409559808,-0.49484211355224816,-0.7219072367902986,-0.8726277659658241,-0.0,0.0
2020-06-01,1.0,-0.8511444356748225,-0.48859510655090765,-0.732359905288082,-0.8742304656669297,-0.0,0.0
2020-06-02,1.0,-0.8509588824875701,-0.48796464367453246,-0.7323810275432089,-0.8746744534764423,-0.0,0.0
2020-06-03,1.0,-0.8509253048178985,-0.48790593063173265,-0.7325099633034763,-0.8745610227676281,-0.0,0.0
2020-06-04,1.0,-0.8536845430850644,-0.4755548534870863,-0.7488350051338757,-0.87102124634705,-0.0,0.0
2020-06-05,1.0,-0.8604393429645756,-0.473263407876509,-0.7547199683356421,-0.8696220067286761,-0.0,0.0
2020-06-08,1.0,-0.8613681296955318,-0.4523131672597865,-0.7775405298536971,-0.862870699881376,-0.0,0.0
2020-06-09,1.0,-0.867341692046039,-0.44713839338686073,-0.7790610291500217,-0.8616857176759087,-0.0,0.0
2020-06-10,1.0,-0.8665268489573029,-0.4515848205452891,-0.7734557397807764,-0.8655375727118041,-0.0,0.0
2020-06-11,1.0,-0.8640212058870075,-0.4594872606425067,-0.769979427124545,-0.8627947460041147,-0.0,0.0
2020-06-12,1.0,-0.8504231834314911,-0.41323764577401617,-0.7939857248722649,-0.8426225671828075,-0.0,0.0
2020-06-15,1.0,-0.8554705790541595,-0.400499453722491,-0.8025206805056968,-0.8434914936787888,-0.0,0.0
2020-06-16,1.0,-0.8557571964956194,-0.40417709637046306,-0.8087061952440551,-0.8424984355444305,-0.0,0.0
2020-06-17,1.0,-0.8533661355826305,-0.40100749765698224,-0.809746954076851,-0.8409481412058734,-0.0,0.0
2020-06-18,1.0,-0.852047194874199,-0.4054930457884044,-0.8076652601969057,-0.8416549460853258,-0.0,0.0
2020-06-19,1.0,-0.8538302115512454,-0.40652250420365227,-0.807844210690963,-0.8421772963672624,-0.0,0.0
2020-06-22,1.0,-0.8535841382816471,-0.4058894841812991,-0.8116616479605804,-0.8395447968401706,-0.0,0.0
2020-06-23,1.0,-0.8552204357860971,-0.4049994132144114,-0.8120721355083518,-0.8396510581700113,-0.0,0.0
2020-06-24,1.0,-0.8551869816930059,-0.40420122046628076,-0.8122359568142701,-0.8400876232201534,-0.0,0.0
2020-06-25,1.0,-0.8505455962587686,-0.3994544037412315,-0.8127825409197194,-0.8343335931410756,-0.0,0.0
2020-06-26,1.0,-0.8510165926618367,-0.39674378748928874,-0.8121056321570459,-0.8351250292124327,-0.0,0.0
2020-06-29,1.0,-0.8475017483875981,-0.3924935892454736,-0.8137772942730593,-0.8315719947159842,-0.0,0.0
2020-06-30,1.0,-0.8773169965441407,-0.352693999371662,-0.8463320766572417,-0.850808985234056,-0.0,0.0
2020-07-01,1.0,-0.8791247782377292,-0.3541099940863395,-0.8383205204021289,-0.8708850778631975,-0.0,0.0
2020-07-02,1.0,-0.869427758457161,-0.37567183054062603,-0.8336626620297186,-0.8731821055959533,-0.0,0.0
2020-07-06,1.0,-0.8705050185726706,-0.3751679443610211,-0.8331620959456255,-0.8727969651466055,-0.0,0.0
2020-07-07,1.0,-0.8660273864488377,-0.3793457243202714,-0.8278678820883153,-0.8728937295292214,-0.0,0.0
2020-07-08,1.0,-0.8707404915502435,-0.37372857877864407,-0.8398306090948668,-0.8734317489215182,-0.0,0.0
2020-07-09,1.0,-0.8760507533703411,-0.3749405233941317,-0.8413957176843776,-0.8727200634417129,-0.0,0.0
2020-07-10,1.0,-0.8719904648390943,-0.38990862137465243,-0.8332936034962257,-0.8778307508939215,-0.0,0.0
2020-07-13,1.0,-0.8813471708616646,-0.3840709372142033,-0.8351027873871726,-0.8757803491192493,-0.0,0.0
2020-07-14,1.0,-0.8829495286958597,-0.38189555741160564,-0.8358191146641213,-0.8765461559877501,-0.0,0.0
2020-07-15,1.0,-0.8877035149874607,-0.3762987142231599,-0.8391783766569803,-0.8775128378647347,-0.0,0.0
2020-07-16,1.0,-0.8905963850625049,-0.37061071741380686,-0.8400748467234652,-0.8799267457600126,-0.0,0.0
2020-07-17,1.0,-0.8915969733174034,-0.3714854639585823,-0.841178813221824,-0.8782158502588611,-0.0,0.0
2020-07-20,1.0,-0.9031316242050955,-0.373315202175739,-0.8438187417509899,-0.8792544894612647,-0.0,0.0
2020-07-21,1.0,-0.9028489116517285,-0.3704385403329065,-0.847871318822023,-0.8800816261203586,-0.0,0.0
2020-07-22,1.0,-0.9020243238918227,-0.3716994719155065,-0.8468554968795008,-0.8800208033285326,-0.0,0.0
2020-07-23,1.0,-0.9049259110933119,-0.3746896275530637,-0.8477773327993592,-0.8773728474169002,-0.0,0.0
2020-07-24,1.0,-0.8906,-0.39152,-0.83896,-0.87892,-0.0,0.0
2020-07-27,1.0,-0.8908368771563828,-0.39625290860948403,-0.8453020941988285,-0.8794832704806226,-0.0,0.0
2020-07-28,1.0,-0.8925848647781077,-0.3929058663028649,-0.8407029933392184,-0.8863253350453415,-0.0,0.0
2020-07-29,1.0,-0.9036699099681054,-0.3956558601477654,-0.8445637692276636,-0.8934151560418264,-0.0,0.0
2020-07-30,1.0,-0.9040393850127114,-0.38892700052459545,-0.8462531778378597,-0.8961704531697672,-0.0,0.0
2020-07-31,1.0,-0.9001293870289504,-0.396086042374252,-0.846716804140385,-0.9004124211547792,-0.0,0.0
2020-08-03,1.0,-0.8922361504245856,-0.4040841083704004,-0.8482410028305702,-0.8991103922361504,-0.0,0.0
2020-08-04,1.0,-0.8920525783619818,-0.4040849342770475,-0.8479271991911022,-0.9004246713852376,-0.0,0.0
2020-08-05,1.0,-0.895054233446657,-0.4026631050671847,-0.8485510765743889,-0.9010037234903676,-0.0,0.0
2020-08-06,1.0,-0.900109948283585,-0.41829213666164433,-0.8471311642301583,-0.9066254021256668,-0.0,0.0
2020-08-07,1.0,-0.9056804250102166,-0.42603187576624435,-0.8480997139354312,-0.9068246832856558,-0.0,0.0
2020-08-10,1.0,-0.893787903622357,-0.44439436158006884,-0.8454761514505819,-0.9140304868054417,-0.0,0.0
2020-08-11,1.0,-0.8906787998032465,-0.4513034923757993,-0.8403016888014427,-0.9167076569929496,-0.0,0.0
2020-08-12,1.0,-0.8890300372904971,-0.4526082858664919,-0.8385854198254312,-0.917674056468467,-0.0,0.0
2020-08-13,1.0,-0.8842768840312742,-0.4664947398583651,-0.8229972573580581,-0.9196856195505342,-0.0,0.0
2020-08-14,1.0,-0.8871820081110975,-0.46569169636639224,-0.8257343001106059,-0.9179058621113433,-0.0,0.0
2020-08-17,1.0,-0.889522013609904,-0.46884479790112327,-0.8250799376895959,-0.9159219480200049,-0.0,0.0
2020-08-18,1.0,-0.8887385725413028,-0.46849506005821345,-0.8190054523838807,-0.9232976673635879,-0.0,0.0
2020-08-19,1.0,-0.8900733937430809,-0.47439419410389927,-0.8140555168313584,-0.9217270080774119,-0.0,0.0
2020-08-20,1.0,-0.9076845890124592,-0.4890459068483987,-0.8335145079019985,-0.9507065808177941,-0.0,0.0
2020-08-21,1.0,-0.9112933595547931,-0.48386961797564754,-0.8396585631197957,-0.9494539520482028,-0.0,0.0
2020-08-24,1.0,-0.9119862727044445,-0.4814597806980832,-0.8422616556457688,-0.9494852264166735,-0.0,0.0
2020-08-25,1.0,-0.9105595781191144,-0.4886368392416189,-0.8374837818607961,-0.9486041936968986,-0.0,0.0
2020-08-26,1.0,-0.9114666219951421,-0.48689169947231764,-0.8410252114917498,-0.9485300276405059,-0.0,0.0
2020-08-27,1.0,-0.8999581414817915,-0.5005023022185014,-0.836207618250314,-0.9491837588949351,-0.0,0.0
2020-08-28,1.0,-0.903919513728778,-0.5005239991616014,-0.8387759379584991,-0.9487738419618529,-0.0,0.0
2020-08-31,1.0,-0.9048658633863722,-0.5022041227591418,-0.8394978798438221,-0.951761199042781,-0.0,0.0
2020-09-01,1.0,-0.9051923481185621,-0.5092285053605213,-0.8283371873029219,-0.9616144628967837,-0.0,0.0
2020-09-02,1.0,-0.9023068196142694,-0.5088449094499768,-0.82822807680995,-0.9625194335896465,-0.0,0.0
2020-09-03,1.0,-0.9141414141414141,-0.5073423308717426,-0.8324420677361855,-0.9901960784313725,-0.0,0.0
2020-09-04,1.0,-0.8804000672381912,-0.5197932425617751,-0.8000504286434694,-1.0021011934778954,-0.0,0.0
2020-09-08,1.0,-0.8815369093660669,-0.5234572053136035,-0.7992685387590381,-0.9995375819741046,-0.0,0.0
2020-09-09,1.0,-0.8651291050388569,-0.5404445558619537,-0.7720815576167795,-1.0005013787916772,-0.0,0.0
2020-09-10,1.0,-0.8580416666666667,-0.5464166666666667,-0.7602083333333334,-1.0019583333333333,-0.0,0.0
2020-09-11,1.0,-0.853125,-0.5530833333333334,-0.7618750000000001,-0.998625,-0.0,0.0
2020-09-14,1.0,-0.8529522063419308,-0.5508562856785699,-0.7619484145172715,-1.0011250468769533,-0.0,0.0
2020-09-15,1.0,-0.8535793112064298,-0.5488277183192437,-0.7557156540207387,-1.0063299046349894,-0.0,0.0
2020-09-16,1.0,-0.8568749218522068,-0.5424082023923644,-0.7544283749426917,-1.0141707998166132,-0.0,0.0
2020-09-17,1.0,-0.8542439268302846,-0.545606066919455,-0.7525313554731448,-1.0144172673861411,-0.0,0.0
2020-09-18,1.0,-0.8525355223134297,-0.5440643360140005,-0.7551564648527022,-1.015125630234593,-0.0,0.0
2020-09-21,1.0,-0.851108148641893,-0.5449091818030328,-0.7567072154640893,-1.0132477920346608,-0.0,0.0
2020-09-22,1.0,-0.8454213683459877,-0.5717521708125342,-0.7532195142413692,-1.024413775745627,-0.0,0.0
2020-09-23,1.0,-0.8441117262204327,-0.5699127663143768,-0.7553262875356483,-1.024576413353464,-0.0,0.0
2020-09-24,1.0,-0.8406476174538762,-0.5658703928377191,-0.7498640338032884,-1.027193239342342,-0.0,0.0
2020-09-25,1.0,-0.8404201891688289,-0.5700175776345525,-0.7475098351050472,-1.0272034820457017,-0.0,0.0
2020-09-28,1.0,-0.8374347190307082,-0.5704198871944851,-0.7414664716941717,-1.0287027365782326,-0.0,0.0
2020-09-29,1.0,-0.8386544801969867,-0.5660448228371103,-0.7395350778348149,-1.0292141396435874,-0.0,0.0
2020-09-30,1.0,-0.8386612135881812,-0.5658125365161506,-0.7406309990818796,-1.028169601869627,-0.0,0.0
2020-10-01,1.0,-0.8406306193283988,-0.573202860368837,-0.7388031614602935,-1.0291473257224104,-0.0,0.0
2020-10-02,1.0,-0.8457636356013919,-0.5769924118559511,-0.7426319540519012,-1.0269567769253345,-0.0,0.0
2020-10-05,1.0,-0.8438167874952857,-0.579181159116624,-0.7400159242341701,-1.0275321627624356,-0.0,0.0
2020-10-06,1.0,-0.8453128926866046,-0.5754796012398425,-0.7412666499120382,-1.0265979726899557,-0.0,0.0
2020-10-07,1.0,-0.8471244131455399,-0.5734825620389,-0.7415744466800805,-1.0295942320590208,-0.0,0.0
2020-10-08,1.0,-0.8475428379906992,-0.5708659767899785,-0.7436842766768612,-1.0273995559093385,-0.0,0.0
2020-10-09,1.0,-0.8465859077000462,-0.5723686968185439,-0.7428427715136018,-1.029886406505428,-0.0,0.0
2020-10-12,1.0,-0.849662516245336,-0.5728419905253008,-0.7410388630360961,-1.0288433320756298,-0.0,0.0
2020-10-13,1.0,-0.8393463230672532,-0.5827362245966897,-0.7407500523779593,-1.0274041483343808,-0.0,0.0
2020-10-14,1.0,-0.841683786843319,-0.5801853171774769,-0.7460903106787975,-1.0247369083057314,-0.0,0.0
2020-10-15,1.0,-0.842471787557159,-0.5811972983177414,-0.7469480219826321,-1.0245416789025463,-0.0,0.0
2020-10-16,1.0,-0.8411626541397534,-0.5871571176914688,-0.7418421273383106,-1.0240751614797416,-0.0,0.0
2020-10-19,1.0,-0.8402113739305485,-0.587485321254823,-0.7404378459989934,-1.025792652239557,-0.0,0.0
2020-10-20,1.0,-0.8385421030582322,-0.5879346459991621,-0.739086719731881,-1.0237955592794301,-0.0,0.0
2020-10-21,1.0,-0.839194292908099,-0.5880822492656315,-0.7459504825849769,-1.0231640788921528,-0.0,0.0
2020-10-22,1.0,-0.8392077878482712,-0.5881587781134608,-0.7452584759986572,-1.0234138972809668,-0.0,0.0
2020-10-23,1.0,-0.8362865300638227,-0.5930886798790728,-0.7449193819281156,-1.024521330198186,-0.0,0.0
2020-10-26,1.0,-0.8361674434227653,-0.5929378175252972,-0.7450980392156863,-1.0245203006256036,-0.0,0.0
2020-10-27,1.0,-0.8335988596344122,-0.5880429314103639,-0.7489099446587288,-1.022010732852591,-0.0,0.0
2020-10-28,1.0,-0.8376326496371795,-0.5847909064217104,-0.7513527117151126,-1.020678662807768,-0.0,0.0
2020-10-29,1.0,-0.8214568652795731,-0.5859567193428679,-0.7466121836300713,-1.015636075553517,-0.0,0.0
2020-10-30,1.0,-0.8214672780325135,-0.584660275114631,-0.7459774906210922,-1.0163401417257192,-0.0,0.0
2020-11-02,1.0,-0.805899262592176,-0.585843436237137,-0.7446569178852644,-1.02978794317377,-0.0,0.0
2020-11-03,1.0,-0.8071797434616025,-0.5841662502082292,-0.7458770614692654,-1.027319673496585,-0.0,0.0
