Date,GOLF,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.302712275753501,-0.8505460627726215,-0.050145944704994914,-0.5170706109999672,-0.5591486012265915,0.0
2018-09-25,1.0,-0.31262782872600114,-0.852411427063403,-0.05977436168107145,-0.5180444679026193,-0.5559477469156165,0.0
2018-09-26,1.0,-0.3126834900214416,-0.8525812304139866,-0.0599703117268679,-0.5179284182747815,-0.5555335642421244,0.0
2018-09-27,1.0,-0.3132994856916788,-0.850026374785705,-0.06069497560332322,-0.5176381379401294,-0.5551562706053014,0.0
2018-09-28,1.0,-0.31164891687823537,-0.8514622968116325,-0.061261498895446596,-0.5175904250057701,-0.5552441557585149,0.0
2018-10-01,1.0,-0.3116921656554999,-0.8513255077815879,-0.0614943286731733,-0.5175415457662885,-0.5552294908994989,0.0
2018-10-02,1.0,-0.3117526590473674,-0.8626213912928585,-0.058697231948206384,-0.5164167272246812,-0.5536764220122877,0.0
2018-10-03,1.0,-0.316606173620592,-0.8842196397056374,-0.06100362958276447,-0.5177316772668242,-0.5503313242982252,0.0
2018-10-04,1.0,-0.31771284031152236,-0.8814151634160954,-0.06153897357385342,-0.5188710643679691,-0.5486920055914265,0.0
2018-10-05,1.0,-0.3144006115191598,-0.8839442985808768,-0.05590082754494999,-0.5195586426933431,-0.5496693143673769,0.0
2018-10-08,1.0,-0.31266390041493775,-0.8812946058091286,-0.05138589211618257,-0.5242821576763486,-0.5498755186721991,0.0
2018-10-09,1.0,-0.31632686999035486,-0.8831941996208468,-0.05770446003924569,-0.5224997505570892,-0.5461469385040078,0.0
2018-10-10,1.0,-0.31589456869009586,-0.8848509052183173,-0.0564430244941427,-0.5228301384451544,-0.5479898828541001,0.0
2018-10-11,1.0,-0.2752867232553619,-0.8870601956845721,-0.00398496727791097,-0.5116633188621784,-0.5618479880774963,0.0
2018-10-12,1.0,-0.28162703619547474,-0.8835088168464171,-0.0,-0.4931033379204403,-0.5417800108810445,0.0
2018-10-15,1.0,-0.2635829662261381,-0.8992530166634745,-0.0,-0.4883164144799847,-0.5411160058737151,0.0
2018-10-16,1.0,-0.26532111263692393,-0.8972311819372144,-0.0,-0.48912592214096373,-0.5419154983553157,0.0
2018-10-17,1.0,-0.24695745149218531,-0.8643982515173433,-0.0,-0.48448064404541025,-0.5489480801283059,0.0
2018-10-18,1.0,-0.25132249992080835,-0.8771896480724761,-0.0,-0.48509613861699763,-0.5540878710127023,0.0
2018-10-19,1.0,-0.2333837333837334,-0.8681723681723682,-0.0,-0.4907074907074907,-0.5577395577395576,0.0
2018-10-22,1.0,-0.233787912191742,-0.8662404333721773,-0.0,-0.49129161286258693,-0.5581871437120091,0.0
2018-10-23,1.0,-0.24084413740891453,-0.8683953187596605,-0.0,-0.4880603135547774,-0.5571748525283114,0.0
2018-10-24,1.0,-0.23977014397575144,-0.8720005051780753,-0.0,-0.4884124778984592,-0.5572114170245012,0.0
2018-10-25,1.0,-0.20832055920044146,-0.8331902630449445,-0.0,-0.4943282849960144,-0.5299221288858912,0.0
2018-10-26,1.0,-0.19294996356570318,-0.8214415836774351,-0.0,-0.49957493320378915,-0.5222249210590235,0.0
2018-10-29,1.0,-0.1776206448493639,-0.8278790076451213,-0.0,-0.4914030157435107,-0.5249146345148521,0.0
2018-10-30,1.0,-0.17519108184042775,-0.8277393432222591,-0.0,-0.49134467236639373,-0.5267514576598894,0.0
2018-10-31,1.0,-0.17490229345290392,-0.8325506710697731,-0.0,-0.493259005665465,-0.5289484048838126,0.0
2018-11-01,1.0,-0.16175981118944596,-0.8424460649338861,-0.0,-0.4925413779539472,-0.5290326484916336,0.0
2018-11-02,1.0,-0.16228720026609417,-0.8404039793172265,-0.0,-0.4926370536119259,-0.5284690514347918,0.0
2018-11-05,1.0,-0.16508648108320967,-0.8350043922091298,-0.0,-0.4936237239875201,-0.5353951473661891,0.0
2018-11-06,1.0,-0.16823137492428833,-0.837068443367656,-0.0,-0.49127801332525745,-0.5318594791035736,0.0
2018-11-07,1.0,-0.17137441917339202,-0.8443384690633406,-0.0,-0.5019870383956957,-0.5393127904133039,0.0
2018-11-08,1.0,-0.1452234323332221,-0.8479203955950613,-0.0,-0.4940691077875194,-0.546491520796044,0.0
2018-11-09,1.0,-0.14383832244339764,-0.8495973256344019,-0.0,-0.498009421060629,-0.5476067466950311,0.0
2018-11-12,1.0,-0.1437908496732026,-0.8599657931708509,-0.0,-0.49874778571864886,-0.5516462036528007,0.0
2018-11-13,1.0,-0.12304616503089785,-0.8591421301344965,-0.0,-0.4985156912637828,-0.5484975160547679,0.0
2018-11-14,1.0,-0.12361048008480993,-0.8586097228532485,-0.0,-0.49853097077086167,-0.5481750719369983,0.0
2018-11-15,1.0,-0.1227857316185392,-0.8600764377578259,-0.0,-0.49872603736957055,-0.5516561514195584,0.0
2018-11-16,1.0,-0.11874413394289866,-0.8508583366132794,-0.0,-0.4989857398044144,-0.5590238880983379,0.0
2018-11-19,1.0,-0.12376852890357391,-0.850556246021401,-0.0,-0.4977416714662463,-0.5592470217345175,0.0
2018-11-20,1.0,-0.10543786589413966,-0.8478483915746272,-0.0,-0.4977367372804635,-0.5666304544631541,0.0
2018-11-21,1.0,-0.10911213554451296,-0.8439501885888763,-0.0,-0.4943123989702448,-0.5460695683410165,0.0
2018-11-23,1.0,-0.10940165823580472,-0.8433356281241582,-0.0,-0.49444760393905834,-0.5460504654434434,0.0
2018-11-26,1.0,-0.10861042109358635,-0.8480232244934607,-0.0,-0.4923832041421004,-0.5438601741837009,0.0
2018-11-27,1.0,-0.10184136821405163,-0.8501281210893273,-0.0,-0.4879625767236756,-0.5396579464870985,0.0
2018-11-28,1.0,-0.0982624325943679,-0.87309766327142,-0.0,-0.4852007189934092,-0.5392450569203115,0.0
2018-11-29,1.0,-0.06799085537840326,-0.8643448828716487,-0.0,-0.4875449066239126,-0.5491523410825094,0.0
2018-11-30,1.0,-0.06716395732414038,-0.8652560254390919,-0.0,-0.487651936164522,-0.551754881274332,0.0
2018-12-03,1.0,-0.06362852128387422,-0.8682511824374571,-0.0,-0.48984144926674006,-0.5529345271737514,0.0
2018-12-04,1.0,-0.06862097935669707,-0.8719695151224195,-0.0,-0.4999099855976956,-0.5599795967354776,0.0
2018-12-06,1.0,-0.062018681736991606,-0.8263301221047701,-0.0,-0.5006002752481626,-0.5392228631665252,0.0
2018-12-07,1.0,-0.06512445095168375,-0.826207906295754,-0.0,-0.5004685212298682,-0.5364568081991214,0.0
2018-12-10,1.0,-0.03718012025445145,-0.8371626920730821,-0.0,-0.506433903622157,-0.5239201789293287,0.0
2018-12-11,1.0,-0.026932595719901004,-0.8427427573154753,-0.0,-0.5058378220992866,-0.5361187945843645,0.0
2018-12-12,1.0,-0.027137200093174933,-0.8426217097600744,-0.0,-0.5058234334963895,-0.5361344048450966,0.0
2018-12-13,1.0,-0.02699557831044915,-0.8392483127763555,-0.0,-0.5083488480335117,-0.5344135443332558,0.0
2018-12-14,1.0,-0.017458348103509394,-0.8826361810232778,-0.0,-0.5069419827484344,-0.5469691598723857,0.0
2018-12-17,1.0,-0.0,-0.8856426886792453,-0.0,-0.4935731132075472,-0.5688679245283018,0.0
2018-12-18,1.0,-0.0,-0.8811145692641964,-0.0,-0.4880497974044278,-0.5670327089083329,0.0
2018-12-19,1.0,-0.0,-0.8811593351735478,-0.0,-0.48828331473542025,-0.5670699477300758,0.0
2018-12-20,1.0,-0.0,-0.8680817472151566,-0.0,-0.4936993830950502,-0.5619390111978482,0.0
2018-12-21,1.0,-0.0,-0.8716903090501297,-0.0,-0.4977716932218694,-0.5433573155457168,0.0
2018-12-24,1.0,-0.0,-0.8509825485486066,-0.0,-0.48635429629844007,-0.5567389228142274,0.0
2018-12-26,1.0,-0.0,-0.8525926572917576,-0.0,-0.4957929367921507,-0.5630768334934637,0.0
2018-12-27,1.0,-0.0,-0.8216789146410401,-0.0,-0.44511023176936126,-0.5596664782362917,0.0
2018-12-28,1.0,-0.0,-0.8238666854963989,-0.0,-0.4433272136703855,-0.5572376782940263,0.0
2018-12-31,1.0,-0.0,-0.8219472226931119,-0.0,-0.4447363959993219,-0.5586257557778155,0.0
2019-01-02,1.0,-0.0,-0.8211251305501454,-0.0,-0.44214864368984114,-0.5594038445253621,0.0
2019-01-03,1.0,-0.0,-0.8234544836956522,-0.0,-0.43642436594202905,-0.5707370923913044,0.0
2019-01-04,1.0,-0.0,-0.8240785267743488,-0.0,-0.4342734293230743,-0.5703940482588895,0.0
2019-01-07,1.0,-0.0,-0.8110921453955284,-0.0,-0.42720429806642973,-0.5599238884069732,0.0
2019-01-08,1.0,-0.0,-0.7899513867423497,-0.0,-0.45682412116784216,-0.5632112850198105,0.0
2019-01-09,1.0,-0.0,-0.7967319340752219,-0.0,-0.4589660515565573,-0.5616002253838569,0.0
2019-01-10,1.0,-0.0,-0.7950891222932447,-0.0,-0.46008503928138994,-0.5606960831244896,0.0
2019-01-11,1.0,-0.0,-0.7895137420718815,-0.0,-0.4626638477801268,-0.5666807610993657,0.0
2019-01-14,1.0,-0.0,-0.7875155139343337,-0.0,-0.46262552183233663,-0.570602504795216,0.0
2019-01-15,1.0,-0.0,-0.7815059594419025,-0.0,-0.4656555386092753,-0.5772185505281591,0.0
2019-01-16,1.0,-0.0,-0.783294755264495,-0.0,-0.45994467340371475,-0.5795460960876192,0.0
2019-01-17,1.0,-0.0,-0.7866802179498038,-0.0,-0.4585980068321052,-0.5779057621185172,0.0
2019-01-18,1.0,-0.0,-0.782425946437193,-0.0,-0.46564993893953593,-0.5919172985714691,0.0
2019-01-22,1.0,-0.0,-0.872390838316597,-0.0,-0.36697506487645265,-0.5813494302155027,0.0
2019-01-23,1.0,-0.0,-0.8638837963615852,-0.0,-0.36832604710196026,-0.5882668170920886,0.0
2019-01-24,1.0,-0.0,-0.8589280677009873,-0.0,-0.37661495063469674,-0.5853314527503526,0.0
2019-01-25,1.0,-0.0,-0.8479079856156173,-0.0,-0.3786745818825275,-0.6274616131057708,0.0
2019-01-28,1.0,-0.0,-0.8436125223512049,-0.0,-0.3722362557829308,-0.6223994550563393,0.0
