Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XBIT
2018-09-24,-1.9301966833783264,-3.6206453271628747,-0.7079316107468827,-2.841239233834683,-2.755109911299653,0.0,1.0
2018-09-25,-1.9296082209377006,-3.617212588310854,-0.7086705202312138,-2.838150289017341,-2.7515735388567757,0.0,1.0
2018-09-26,-1.9854215918045706,-3.70869451011295,-0.7423167848699764,-2.9032046230627793,-2.794063567113213,0.0,1.0
2018-09-27,-2.026308796173266,-3.7229604039330324,-0.7621578527770396,-2.944592080786607,-2.8311187882009037,0.0,1.0
2018-09-28,-2.030730344552348,-3.725954503126247,-0.7632034056139417,-2.948516695490222,-2.834641479313556,0.0,1.0
2018-10-01,-2.0308633763469466,-3.7254223759478515,-0.7641346281761341,-2.9482506319010247,-2.834508447518957,0.0,1.0
2018-10-02,-2.0410776206988532,-3.7021872499333153,-0.7787409975993598,-2.9642571352360627,-2.8506268338223526,0.0,1.0
2018-10-03,-2.0893732970027243,-3.739782016348774,-0.7892370572207084,-3.0550408719346045,-2.9505449591280652,0.0,1.0
2018-10-04,-2.1202140798682585,-3.7461232331549335,-0.7988198161108823,-3.096610402085906,-2.961300946891725,0.0,1.0
2018-10-05,-2.078756334748664,-3.732091494315847,-0.7461991508012601,-3.133543350225996,-3.006026571702506,0.0,1.0
2018-10-08,-2.0662938207611514,-3.712590369663075,-0.7297776565270768,-3.135179375255763,-2.9969990451507296,0.0,1.0
2018-10-09,-2.0671397379912664,-3.7154748908296944,-0.7287117903930131,-3.136872270742358,-2.998089519650655,0.0,1.0
2018-10-10,-2.082773742633959,-3.727011100452241,-0.7387967657941621,-3.1545840756475267,-3.0009592983417845,0.0,1.0
2018-10-11,-1.9811083123425695,-3.969353484466835,-0.43884690736076126,-3.3178001679261127,-3.286593898684579,0.0,1.0
2018-10-12,-1.9262790385390092,-3.835772794413858,-0.38230159795890967,-3.163018665234323,-3.120854035181953,0.0,1.0
2018-10-15,-1.8608336662671459,-3.8977227327207347,-0.29604474630443467,-3.1455586629378076,-3.1171927020908243,0.0,1.0
2018-10-16,-1.8545962485033924,-3.9083410935213516,-0.2846880404416655,-3.1420779566316352,-3.1136091525874683,0.0,1.0
2018-10-17,-1.7046418767157474,-3.6187921138008483,-0.21275268280509108,-2.9698028450212126,-2.9722984776640877,0.0,1.0
2018-10-18,-1.702557704304429,-3.614971927635683,-0.21422333125389895,-2.9725514660012475,-2.972426699937617,0.0,1.0
2018-10-19,-1.6622409728254126,-3.5933738677255245,-0.15733962030028542,-3.0023576126070233,-2.993175331927038,0.0,1.0
2018-10-22,-1.6622910216718265,-3.5754798761609905,-0.14972136222910215,-3.003095975232198,-2.993312693498452,0.0,1.0
2018-10-23,-1.6620433436532507,-3.5758513931888545,-0.14910216718266253,-3.003343653250774,-2.993560371517028,0.0,1.0
2018-10-24,-1.714086648087155,-3.64783379782113,-0.11869774512287815,-3.095768938434254,-3.09133519128452,0.0,1.0
2018-10-25,-1.553897978825794,-3.4292589027911458,-0.040062560153994224,-3.0696583253128007,-2.9379210779595764,0.0,1.0
2018-10-26,-1.4679762873416253,-3.3100081366965015,-0.0,-3.0045333023363945,-2.841218179704754,0.0,1.0
2018-10-29,-1.3920801197191204,-3.320133532865201,-0.0,-2.9600552549787036,-2.839069874525152,0.0,1.0
2018-10-30,-1.3630918096993434,-3.3245017855085823,-0.0,-2.9646354106669737,-2.867181200322544,0.0,1.0
2018-10-31,-1.363201639530912,-3.241830809518387,-0.0,-2.9440965501537057,-2.8363884777410906,0.0,1.0
2018-11-01,-1.3175178348997847,-3.2563696070660173,-0.0,-2.926735364058431,-2.8231230891178805,0.0,1.0
2018-11-02,-1.3534365043240784,-3.1862767410104684,-0.0,-2.997041420118343,-2.8423987255348204,0.0,1.0
2018-11-05,-1.3498452012383901,-3.2591445935099186,-0.0,-3.024538470358904,-2.833046668959982,0.0,1.0
2018-11-06,-1.356979142791657,-3.263694705477882,-0.0,-3.0169608067843225,-2.8223699289479716,0.0,1.0
2018-11-07,-1.3577992189294739,-3.275786813691707,-0.0,-3.02228348265564,-2.8304617505168848,0.0,1.0
2018-11-08,-1.2486181613085165,-3.2507614213197966,-0.0,-2.9639029892836994,-2.817146080090242,0.0,1.0
2018-11-09,-1.251779057946459,-3.2551677397492376,-0.0,-2.9672427425731387,-2.8214164689935615,0.0,1.0
2018-11-12,-1.2549152542372883,-3.211977401129944,-0.0,-3.0051977401129943,-2.8274576271186445,0.0,1.0
2018-11-13,-1.1896888276495579,-3.2886668963141577,-0.0,-3.1036858422321734,-2.900447812607647,0.0,1.0
2018-11-14,-1.190426997245179,-3.2865013774104685,-0.0,-3.1026170798898067,-2.8988751147842056,0.0,1.0
2018-11-15,-1.190645828545162,-3.299241553665824,-0.0,-3.120317168467019,-2.8814065732015632,0.0,1.0
2018-11-16,-1.169757651609967,-3.250881784048242,-0.0,-3.090453976561611,-2.8666514961884175,0.0,1.0
2018-11-19,-1.177851202005241,-3.253731343283582,-0.0,-3.092172724165432,-2.8696593369032697,0.0,1.0
2018-11-20,-1.0369146633245983,-3.250085450609548,-0.0,-3.1351258972314007,-2.9711746610459158,0.0,1.0
2018-11-21,-1.0461521101331528,-3.228616565109456,-0.0,-3.1261566237869554,-2.8832092078537577,0.0,1.0
2018-11-23,-1.043825148893134,-3.1921564220698952,-0.0,-3.1254073491403527,-2.875941116979436,0.0,1.0
2018-11-26,-1.0425149027106062,-3.2094252615003933,-0.0,-3.1228208300528624,-2.87268023844337,0.0,1.0
2018-11-27,-1.0054920421430174,-3.2284241201524324,-0.0,-3.1133154001344994,-2.861017709033849,0.0,1.0
2018-11-28,-1.005722621184919,-3.2409111310592453,-0.0,-3.112432675044883,-2.861759425493716,0.0,1.0
2018-11-29,-0.892227519680674,-3.203237609491074,-0.0,-3.107550726244595,-2.8847987581771815,0.0,1.0
2018-11-30,-0.8907479224376732,-3.202105263157895,-0.0,-3.107368421052632,-2.88,0.0,1.0
2018-12-03,-0.8942157953281424,-3.2151279199110125,-0.0,-3.12146829810901,-2.89265850945495,0.0,1.0
2018-12-04,-0.8637474994443209,-3.2376083574127583,-0.0,-3.1178039564347633,-2.8944209824405425,0.0,1.0
2018-12-06,-0.772512842016983,-2.9538735716532134,-0.0,-3.0297725128420168,-2.727015410420379,0.0,1.0
2018-12-07,-0.7669291338582678,-2.9600000000000004,-0.0,-3.0364304461942253,-2.735328083989501,0.0,1.0
2018-12-10,-0.6698614439004063,-2.9921866861131363,-0.0,-3.055734972392958,-2.6999687467444526,0.0,1.0
2018-12-11,-0.6760079174914053,-2.989894780706323,-0.0,-3.0565683925408895,-2.6952807584123346,0.0,1.0
2018-12-12,-0.6862437185929648,-3.003664154103853,-0.0,-3.075062814070352,-2.7040410385259634,0.0,1.0
2018-12-13,-0.683084629030575,-2.985912553480121,-0.0,-3.07398518209329,-2.692163205676719,0.0,1.0
2018-12-14,-0.6945139758030872,-2.9552565707133915,-0.0,-3.088130997079683,-2.6918022528160197,0.0,1.0
2018-12-17,-0.6375755051031036,-2.9653197250572796,-0.0,-3.063215996667361,-2.748385752968132,0.0,1.0
2018-12-18,-0.5929286608260325,-2.955778055903212,-0.0,-3.090008343763037,-2.7908844388819354,0.0,1.0
2018-12-19,-0.6271007293097981,-2.9900644752140364,-0.0,-3.1259909100517915,-2.8265511045344045,0.0,1.0
2018-12-20,-0.6777438679778457,-3.1571154063524363,-0.0,-3.426246185147508,-3.0421611845823446,0.0,1.0
2018-12-21,-0.6982575935954791,-3.3256416293854487,-0.0,-3.6249117023781494,-3.1242053214033434,0.0,1.0
2018-12-24,-0.628822537924392,-3.3408379484709854,-0.0,-3.7433180833132673,-3.3265109559354684,0.0,1.0
2018-12-26,-0.5927048129588627,-3.2828341685118287,-0.0,-3.581633842209533,-3.196480596667055,0.0,1.0
2018-12-27,-0.4598569157392686,-3.7982246952835186,-0.0,-4.042527821939586,-3.9479332273449916,0.0,1.0
2018-12-28,-0.4439839572192513,-3.859358288770053,-0.0,-4.084759358288769,-3.980882352941176,0.0,1.0
2018-12-31,-0.44612299465240635,-3.857754010695187,-0.0,-4.084358288770053,-3.9807486631016045,0.0,1.0
2019-01-02,-0.42927412922095187,-3.838473810156873,-0.0,-4.060356288221218,-3.966365328370115,0.0,1.0
2019-01-03,-0.44661095636026,-3.8235840297121637,-0.0,-4.0639342087810055,-3.9300968298182783,0.0,1.0
2019-01-04,-0.3080722734953854,-3.811256986871182,-0.0,-3.9699727024567792,-3.9095281424671784,0.0,1.0
2019-01-07,-0.1823960880195599,-3.5535452322738386,-0.0,-3.799755501222494,-3.689242053789731,0.0,1.0
2019-01-08,-0.19025042548018478,-3.487964989059081,-0.0,-3.812302455628495,-3.6660588378312666,0.0,1.0
2019-01-09,-0.17804082618673753,-3.4378548133832587,-0.0,-3.795385916173451,-3.667471916898176,0.0,1.0
2019-01-10,-0.17935437244037583,-3.420862442784871,-0.0,-3.790652854733799,-3.654300168634064,0.0,1.0
2019-01-11,-0.18698897973693562,-3.2950586562388904,-0.0,-3.732788245052731,-3.635027846901291,0.0,1.0
2019-01-14,-0.20794780545670227,-3.293950177935943,-0.0,-3.730723606168446,-3.6298932384341636,0.0,1.0
2019-01-15,-0.18614718614718614,-3.2230022230022226,-0.0,-3.666198666198666,-3.624663624663625,0.0,1.0
2019-01-16,-0.13275596156127653,-3.2860363032388182,-0.0,-3.702099893225768,-3.742792739352236,0.0,1.0
2019-01-17,-0.12075070821529744,-3.2817516525023605,-0.0,-3.681657223796034,-3.719428706326723,0.0,1.0
2019-01-18,-0.16456456456456456,-3.2957357357357355,-0.0,-3.725165165165165,-3.8264264264264263,0.0,1.0
2019-01-22,-0.0,-3.6421251348435812,-0.0,-4.460760517799352,-4.3816073354908305,0.0,1.0
2019-01-23,-0.0,-3.3991320357706467,-0.0,-4.3705944239873755,-4.381246712256707,0.0,1.0
2019-01-24,-0.0,-3.383129680725266,-0.0,-4.384574957298647,-4.3711733018000265,0.0,1.0
2019-01-25,-0.0,-3.434994272623139,-0.0,-4.9899770904925544,-4.893470790378007,0.0,1.0
2019-01-28,-0.0,-3.4396915466317477,-0.0,-5.137203550123672,-4.972792084970173,0.0,1.0
2019-01-29,-0.0,-3.3999123319696083,-0.0,-5.1724137931034475,-5.039158386908241,0.0,1.0
2019-01-30,-0.0,-3.3914248213504448,-0.0,-5.160274172378591,-5.031938165378445,0.0,1.0
2019-01-31,-0.0,-3.464034057545508,-0.0,-5.097768643570171,-5.118173810921903,0.0,1.0
2019-02-01,-0.0,-3.4145137880986938,-0.0,-5.057039187227867,-5.042380261248185,0.0,1.0
2019-02-04,-0.0,-3.412532637075718,-0.0,-5.055555555555555,-5.037278793153467,0.0,1.0
2019-02-05,-0.0,-3.427385287691187,-0.0,-5.070648215586307,-5.068463219227968,0.0,1.0
2019-02-06,-0.0,-3.5382049727107336,-0.0,-5.335809581564584,-5.28668890236507,0.0,1.0
2019-02-07,-0.0,-3.735628502802242,-0.0,-5.6278622898318655,-5.649319455564452,0.0,1.0
2019-02-08,-0.0,-3.6835241730279895,-0.0,-5.608142493638677,-5.611641221374046,0.0,1.0
2019-02-11,-0.0,-3.669619845360825,-0.0,-5.689755154639174,-5.748872422680412,0.0,1.0
2019-02-12,-0.0,-3.708420882495555,-0.0,-5.715532568288347,-5.739130434782608,0.0,1.0
2019-02-13,-0.0,-3.8319672131147544,-0.0,-5.781475409836065,-5.78,0.0,1.0
2019-02-14,-0.0,-3.7532553156419977,-0.0,-5.892863029503873,-5.836492500412065,0.0,1.0
2019-02-15,-0.0,-3.8989949748743715,-0.0,-5.955611390284757,-5.895812395309883,0.0,1.0
2019-02-19,-0.0,-3.83364109451066,-0.0,-6.0374349504784295,-5.9160651334564385,0.0,1.0
2019-02-20,-0.0,-3.8739905787348587,-0.0,-6.037853297442799,-5.911843876177658,0.0,1.0
2019-02-21,-0.0,-3.882065948855989,-0.0,-6.038189771197847,-5.90343203230148,0.0,1.0
2019-02-22,-0.0,-3.8347811560307385,-0.0,-6.018877380554628,-5.8519879719345145,0.0,1.0
2019-02-25,-0.0,-3.8236577181208053,-0.0,-6.065604026845637,-5.889261744966443,0.0,1.0
2019-02-26,-0.0,-3.850995612554843,-0.0,-6.109686128923388,-5.914107323658454,0.0,1.0
2019-02-27,-0.0,-3.851864406779661,-0.0,-6.159661016949153,-5.937627118644069,0.0,1.0
2019-02-28,-0.0,-3.855733242599524,-0.0,-6.1789724396053085,-5.977883633889078,0.0,1.0
2019-03-01,-0.0,-3.852871219843697,-0.0,-6.181107713217805,-5.955487597689433,0.0,1.0
2019-03-04,-0.0,-3.97382108183079,-0.0,-6.3150138696255205,-6.048196948682385,0.0,1.0
2019-03-05,-0.0,-3.963792198705615,-0.0,-6.4243484344936155,-6.1033758964491875,0.0,1.0
2019-03-06,-0.0,-3.967169943820225,-0.0,-6.468750000000001,-6.120259831460674,0.0,1.0
2019-03-07,-0.0,-3.8255370755370754,-0.0,-6.468641718641718,-6.0308385308385315,0.0,1.0
2019-03-08,-0.0,-3.9551585854903393,-0.0,-6.917608457892818,-6.355450236966825,0.0,1.0
2019-03-11,-0.0,-4.025966747618158,-0.0,-7.0467027834858955,-6.60844386325425,0.0,1.0
2019-03-12,-0.0,-4.033148074632791,-0.0,-7.586542278682017,-7.229654624851131,0.0,1.0
2019-03-13,-0.0,-4.11668657905217,-0.0,-7.590800477897252,-7.20489844683393,0.0,1.0
2019-03-14,-0.0,-4.136245761021344,-0.0,-7.603231597845601,-7.208657490524637,0.0,1.0
2019-03-15,-0.0,-4.190505297473512,-0.0,-7.776691116544418,-7.407497962510187,0.0,1.0
2019-03-18,-0.0,-4.4758547008547005,-0.0,-8.138034188034187,-7.753632478632479,0.0,1.0
2019-03-19,-0.0,-4.476047904191617,-0.0,-8.113772455089821,-7.796193327630452,0.0,1.0
2019-03-20,-0.0,-4.503783783783784,-0.0,-8.196756756756757,-7.921081081081081,0.0,1.0
2019-03-21,-0.0,-4.5448005232177895,-0.0,-8.378678875081754,-7.877261826902114,0.0,1.0
2019-03-22,-0.0,-4.501855490067671,-0.0,-8.49421523684785,-7.833224186858765,0.0,1.0
2019-03-25,-0.0,-3.846547838557673,-0.0,-8.190124974390494,-7.450932186027454,0.0,1.0
