Date,GNR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1938390414190018,-0.31786017548825357,-0.07875742994622134,-0.3765449570714218,-0.39171148221530333,0.0
2018-09-25,1.0,-0.19508111677042067,-0.31675627240143367,-0.08073948311639313,-0.37547160913035277,-0.3899971703452179,0.0
2018-09-26,1.0,-0.19679406973724592,-0.31922377770957766,-0.0837130243867891,-0.3752921457069336,-0.38575037182180877,0.0
2018-09-27,1.0,-0.19692176951041027,-0.31884707993012606,-0.08384873235446863,-0.37526556819791324,-0.38569944761814834,0.0
2018-09-28,1.0,-0.1961237931115885,-0.3196100186492293,-0.08413399117112438,-0.37513278723354027,-0.38566133943957887,0.0
2018-10-01,1.0,-0.19678904497698027,-0.31901782552237046,-0.08405146972022194,-0.3755164679494747,-0.385621532286625,0.0
2018-10-02,1.0,-0.19795036482561573,-0.3097121537698647,-0.08741646792132045,-0.377931001912678,-0.38829724432690266,0.0
2018-10-03,1.0,-0.19772904322371995,-0.30469063525412526,-0.08668350605509786,-0.3799013243313425,-0.3916810273600718,0.0
2018-10-04,1.0,-0.19969792797470146,-0.3013876433662151,-0.08703450228913957,-0.3823335063954311,-0.3894841176192948,0.0
2018-10-05,1.0,-0.19598427606336652,-0.29837817479933154,-0.08339806510839631,-0.38424781677376835,-0.39187439681755054,0.0
2018-10-08,1.0,-0.19509614932530914,-0.2967464384785369,-0.08187973106398985,-0.38551412854389017,-0.39160280220038557,0.0
2018-10-09,1.0,-0.19550038789759502,-0.2966828878388227,-0.0828690316665491,-0.3850295037261678,-0.390812704233961,0.0
2018-10-10,1.0,-0.19592959037390426,-0.29592724025287304,-0.08347629902940003,-0.38525534065004347,-0.38955606213720007,0.0
2018-10-11,1.0,-0.18430343289822085,-0.2911227760486831,-0.06963348353230826,-0.38377386537836206,-0.3938542295721652,0.0
2018-10-12,1.0,-0.18734317088330762,-0.28529662285043395,-0.06876309307304496,-0.375768318791869,-0.384907571537098,0.0
2018-10-15,1.0,-0.1795531856210352,-0.29718672428059206,-0.058127240967178445,-0.37627562747080995,-0.3872850969936563,0.0
2018-10-16,1.0,-0.17841789466424515,-0.3022368330306444,-0.054415044024000554,-0.37658336973263756,-0.3872732706499,0.0
2018-10-17,1.0,-0.1720329720375262,-0.2866836688222971,-0.04845614354677111,-0.3768785863922033,-0.3930230439930777,0.0
2018-10-18,1.0,-0.17327680525164116,-0.2890681983953318,-0.04722830051057622,-0.37618526622902987,-0.3935995623632385,0.0
2018-10-19,1.0,-0.17047339833185607,-0.2860616804163542,-0.044248994341037705,-0.37744596713711054,-0.3944228540260449,0.0
2018-10-22,1.0,-0.17250471665946857,-0.28170390743982,-0.03893801286568318,-0.3818562043961539,-0.3980860591457732,0.0
2018-10-23,1.0,-0.17178932999658741,-0.28258446138095783,-0.0365601183028097,-0.38439312933682174,-0.399726993516096,0.0
2018-10-24,1.0,-0.17087352076065396,-0.28638529767197934,-0.03837471783295711,-0.3850468568301525,-0.39943452584536104,0.0
2018-10-25,1.0,-0.16427313372171792,-0.27647563564106037,-0.03696427764982162,-0.3861717021180509,-0.39416519893420043,0.0
2018-10-26,1.0,-0.15994789678172797,-0.2727783142812226,-0.030947514990904396,-0.39036988793316413,-0.3917847598086554,0.0
2018-10-29,1.0,-0.15103968484902747,-0.2788683215077109,-0.02339011124292141,-0.3872462340801755,-0.39772142265595267,0.0
2018-10-30,1.0,-0.15322093101363607,-0.2787891001097154,-0.024719553973265262,-0.3869371487427509,-0.3954009090705537,0.0
2018-10-31,1.0,-0.15344530673405946,-0.2767875114619909,-0.024981548990226553,-0.38648715138773954,-0.39476214971037504,0.0
2018-11-01,1.0,-0.153051412214594,-0.2772994610550797,-0.02459914573875707,-0.3865196681351611,-0.3947939262472885,0.0
2018-11-02,1.0,-0.15255982628550963,-0.2797340556513174,-0.024960265048913167,-0.38602225157260867,-0.3953347809540866,0.0
2018-11-05,1.0,-0.15035473691278173,-0.28598285624762204,-0.024887536089165416,-0.38662966361540696,-0.3902553658154473,0.0
2018-11-06,1.0,-0.1517063891686248,-0.28689716907239565,-0.024392973033456417,-0.38585655141546377,-0.38905673044645855,0.0
2018-11-07,1.0,-0.15161008794503997,-0.2868619509029472,-0.02457090428983821,-0.3857497706268042,-0.3889945621769195,0.0
2018-11-08,1.0,-0.14533342245393577,-0.28768130472562,-0.018470244858855248,-0.3843103179377493,-0.3922197714056547,0.0
2018-11-09,1.0,-0.14786435528549727,-0.28994281118756143,-0.01653114109552319,-0.38513090876597267,-0.3944911089268162,0.0
2018-11-12,1.0,-0.14763647725751014,-0.2879971432397446,-0.016292460831138687,-0.3857519082265768,-0.3941659599160826,0.0
2018-11-13,1.0,-0.14323513062812676,-0.2861812117843246,-0.01151750972762646,-0.3877709838799333,-0.394774874930517,0.0
2018-11-14,1.0,-0.1428666755638596,-0.28682325726233376,-0.011343920992926733,-0.3880288269051114,-0.39523555318297077,0.0
2018-11-15,1.0,-0.14295871661556236,-0.28722836955072656,-0.010420832777851842,-0.3899035684131005,-0.39141447806959073,0.0
2018-11-16,1.0,-0.14304441531317352,-0.28711089386095495,-0.010620570133534783,-0.38971715510920524,-0.39138356255693557,0.0
2018-11-19,1.0,-0.1429873710423337,-0.2884427250088937,-0.0076929918178584135,-0.39172002845962295,-0.39254268943436504,0.0
2018-11-20,1.0,-0.13034519431027605,-0.28574910267204323,-0.0,-0.3963309256879514,-0.4031772056542739,0.0
2018-11-21,1.0,-0.12925712009559848,-0.2847816946602049,-0.0,-0.39657881342804663,-0.4023324260328841,0.0
2018-11-23,1.0,-0.1289607799689785,-0.28920895191668516,-0.0,-0.3953467759805008,-0.40230445380013297,0.0
2018-11-26,1.0,-0.13032799696340455,-0.2860428249268761,-0.0,-0.4051845401567419,-0.4112354031303727,0.0
