Date,CATC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.36379255934640065,-0.8672113327956801,-0.02531645569620253,-0.6861040008415443,-0.5639748939303623,0.0
2018-09-25,1.0,-0.36647269157961154,-0.8650354062960106,-0.02948187618313118,-0.6840426277781673,-0.5605412606043608,0.0
2018-09-26,1.0,-0.36801852371596966,-0.8673168678080269,-0.03206567499298344,-0.6839741790625876,-0.5568692113387594,0.0
2018-09-27,1.0,-0.373587025205364,-0.8575440567296215,-0.035315593624938565,-0.6859158885066349,-0.5581338201221653,0.0
2018-09-28,1.0,-0.3749078009202346,-0.8570826454989287,-0.0355800639246953,-0.6862421411260581,-0.558533244353904,0.0
2018-10-01,1.0,-0.37511854167398406,-0.8566962874503881,-0.035790804678444726,-0.6862070176670998,-0.5584981208949458,0.0
2018-10-02,1.0,-0.375254761402769,-0.8593365661676857,-0.0355963173799986,-0.6856419987349778,-0.5581207393351606,0.0
2018-10-03,1.0,-0.376403505684418,-0.8645243039667735,-0.036499947203547926,-0.6854035408820527,-0.5569321741578966,0.0
2018-10-04,1.0,-0.38040609494316785,-0.8578315796882148,-0.037301615230319884,-0.6905725446035824,-0.552943660484921,0.0
2018-10-05,1.0,-0.36958880139982503,-0.851408573928259,-0.0263167104111986,-0.6951531058617673,-0.557095363079615,0.0
2018-10-08,1.0,-0.3676044032849904,-0.8481216145378297,-0.021142757295124933,-0.7006814607723222,-0.5571203914031102,0.0
2018-10-09,1.0,-0.36537788050710934,-0.851474399383624,-0.012397562513133011,-0.7074315332352735,-0.5654549275057784,0.0
2018-10-10,1.0,-0.3654027938241782,-0.8511360851451178,-0.012358645800511152,-0.7075237194972517,-0.564611560410321,0.0
2018-10-11,1.0,-0.2947846567967698,-0.8293741588156123,-0.0,-0.677792732166891,-0.5628196500672947,0.0
2018-10-12,1.0,-0.2957928160349276,-0.816861811205927,-0.0,-0.6571740424687438,-0.5376728186809553,0.0
2018-10-15,1.0,-0.2575088778998374,-0.8625336032657396,-0.0,-0.6551060369718894,-0.5436925425641366,0.0
2018-10-16,1.0,-0.2510058187863674,-0.8762094763092269,-0.0,-0.6546300914380715,-0.5431421446384039,0.0
2018-10-17,1.0,-0.22568550096182063,-0.8302631149946204,-0.0,-0.6500603175638225,-0.5543999217501875,0.0
2018-10-18,1.0,-0.22643603133159268,-0.8327349869451697,-0.0,-0.6495104438642297,-0.5550261096605744,0.0
2018-10-19,1.0,-0.20667788274880292,-0.819399508217937,-0.0,-0.6543289763168112,-0.555001941244985,0.0
2018-10-22,1.0,-0.20727919767065675,-0.8184082821093497,-0.0,-0.6542866386282756,-0.5552248463280491,0.0
2018-10-23,1.0,-0.21143578293369572,-0.8190143351778143,-0.0,-0.6515225059055755,-0.553926803222988,0.0
2018-10-24,1.0,-0.20923395043778875,-0.8160641013214437,-0.0,-0.6514813737843689,-0.5541662628024943,0.0
2018-10-25,1.0,-0.17369449874336776,-0.763101554500605,-0.0,-0.6500046541934282,-0.515994911415185,0.0
2018-10-26,1.0,-0.1634562296791608,-0.7498006257284829,-0.0,-0.6475062879577941,-0.5065640144776394,0.0
2018-10-29,1.0,-0.1398351648351648,-0.7613247863247863,-0.0,-0.638064713064713,-0.5133089133089134,0.0
2018-10-30,1.0,-0.11671575846833579,-0.7679491899852725,-0.0,-0.6450969563082966,-0.538506381934217,0.0
2018-10-31,1.0,-0.12072006324879889,-0.7470656206288391,-0.0,-0.6410326582740377,-0.5319892963571125,0.0
2018-11-01,1.0,-0.10598700588985366,-0.7579998785597183,-0.0,-0.6400813649887668,-0.5319387940980023,0.0
2018-11-02,1.0,-0.109252057520123,-0.7371197732959512,-0.0,-0.6421874528956015,-0.5261523620029543,0.0
2018-11-05,1.0,-0.1090914571652499,-0.7375354193042745,-0.0,-0.6421293784288901,-0.5256526195213119,0.0
2018-11-06,1.0,-0.10725390165122105,-0.7365291152232318,-0.0,-0.6451535001660277,-0.5297491472212998,0.0
2018-11-07,1.0,-0.10673462617245227,-0.7362246282836203,-0.0,-0.6438761045932986,-0.5291491992641072,0.0
2018-11-08,1.0,-0.07621012347893683,-0.7400364756181421,-0.0,-0.6357819834364816,-0.5377462851675785,0.0
2018-11-09,1.0,-0.08052010740036805,-0.7486952062026729,-0.0,-0.641536187286934,-0.5460826017437476,0.0
2018-11-12,1.0,-0.08209113816448586,-0.7310179422568991,-0.0,-0.6694799477822642,-0.5533258447433134,0.0
2018-11-13,1.0,-0.059176749632209445,-0.7254631158615307,-0.0,-0.6701894496652356,-0.5475425586213108,0.0
2018-11-14,1.0,-0.059983788165360714,-0.724819117956108,-0.0,-0.6702692965865081,-0.5471494190759254,0.0
2018-11-15,1.0,-0.058961202628499416,-0.7248777267680859,-0.0,-0.6706274192096499,-0.5460737540132625,0.0
2018-11-16,1.0,-0.05737876566847159,-0.7184312083046639,-0.0,-0.6682023513925868,-0.5476112124928949,0.0
2018-11-19,1.0,-0.06172506738544475,-0.7182988918837976,-0.0,-0.6670560047918539,-0.5478286912249177,0.0
2018-11-20,1.0,-0.020524108391088373,-0.7106695618549035,-0.0,-0.673517951158571,-0.5697968410720129,0.0
2018-11-21,1.0,-0.027582142330926773,-0.705436864594077,-0.0,-0.6734050390452335,-0.5403860321202298,0.0
2018-11-23,1.0,-0.028746285344396383,-0.6955012210551094,-0.0,-0.6769647218053962,-0.5410892400035308,0.0
2018-11-26,1.0,-0.02862269812319821,-0.695916926516444,-0.0,-0.6765311525563334,-0.5406542330999589,0.0
2018-11-27,1.0,-0.019770706598034628,-0.6982627515208235,-0.0,-0.6715313523631259,-0.5351251754796443,0.0
2018-11-28,1.0,-0.022373854218525786,-0.6905731103757284,-0.0,-0.6768383752599056,-0.5387296102146601,0.0
2018-11-29,1.0,-0.0009538123590959015,-0.6779582634834384,-0.0,-0.6711659633504826,-0.5402624429157755,0.0
2018-11-30,1.0,-0.0,-0.6789362502532048,-0.0,-0.6717597013629656,-0.5429290737043146,0.0
2018-12-03,1.0,-0.0,-0.6785600693942461,-0.0,-0.6708110452508314,-0.5420558045395403,0.0
2018-12-04,1.0,-0.0,-0.6802144586648219,-0.0,-0.6640724086244667,-0.5382220684884123,0.0
2018-12-06,1.0,-0.0,-0.6272976143918655,-0.0,-0.6564612548187049,-0.5096653444326499,0.0
2018-12-07,1.0,-0.0,-0.6292487460419761,-0.0,-0.6575503684815198,-0.5153417210749012,0.0
2018-12-10,1.0,-0.0,-0.6247334754797441,-0.0,-0.6479384155290339,-0.49641403372746656,0.0
