Date,CNP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.32586758552793504,-0.5265403232422676,-0.0,-0.5407334481909919,-0.34156479886236224,0.0
2018-09-25,1.0,-0.32539943094769097,-0.5270847012475377,-0.0,-0.5411195009848981,-0.3422247756620705,0.0
2018-09-26,1.0,-0.32450041062140705,-0.5267177662195456,-0.0,-0.5416643854366274,-0.3446208595674788,0.0
2018-09-27,1.0,-0.3235487764731702,-0.5315483375397783,-0.0,-0.542521672336223,-0.3456874794249973,0.0
2018-09-28,1.0,-0.3245691074761225,-0.5312054012515095,-0.0,-0.5427324623998243,-0.3460313975189373,0.0
2018-10-01,1.0,-0.32421960870520994,-0.5336062870960651,-0.0,-0.5429764783468893,-0.34705429764783463,0.0
2018-10-02,1.0,-0.3243830044522618,-0.5339416259000714,-0.0,-0.5427911834221953,-0.3471939757049414,0.0
2018-10-03,1.0,-0.3243369906820312,-0.5225781551524508,-0.0,-0.5506699013067211,-0.3592380217235486,0.0
2018-10-04,1.0,-0.3356761862429159,-0.5178908767640849,-0.0,-0.5672852539171018,-0.35726191799088786,0.0
2018-10-05,1.0,-0.32233004340493765,-0.5089712753310663,-0.0,-0.5720051975339361,-0.3613115479251334,0.0
2018-10-08,1.0,-0.32002554207501593,-0.5091201865682,-0.0,-0.5826924678641828,-0.36450206835281374,0.0
2018-10-09,1.0,-0.3155627206270673,-0.5096311532367902,-0.0,-0.5854851710815243,-0.3689023542819024,0.0
2018-10-10,1.0,-0.3183082142261276,-0.5088426672598855,-0.0,-0.5875924587064123,-0.36594182748456705,0.0
2018-10-11,1.0,-0.2628643784686675,-0.49353413438224036,-0.0,-0.570181583059432,-0.36750363704940997,0.0
2018-10-12,1.0,-0.2609323211803699,-0.4882123382871806,-0.0,-0.565807762215332,-0.35796001283010803,0.0
2018-10-15,1.0,-0.2482541713310944,-0.4974945359560744,-0.0,-0.5631163708086785,-0.3565222026760488,0.0
2018-10-16,1.0,-0.24280033095790962,-0.5081004617396643,-0.0,-0.5623615448261137,-0.3557530626951717,0.0
2018-10-17,1.0,-0.22678112038641254,-0.47758177140757074,-0.0,-0.5589069144747204,-0.36181550900404263,0.0
2018-10-18,1.0,-0.2271891579555602,-0.47890949204181327,-0.0,-0.5583863003624521,-0.3620055681042181,0.0
2018-10-19,1.0,-0.21207058577842752,-0.46783961574605826,-0.0,-0.5665396261877415,-0.3639448679127075,0.0
2018-10-22,1.0,-0.21210059403867793,-0.4578023185826813,-0.0,-0.5749614005704864,-0.3720723314055426,0.0
2018-10-23,1.0,-0.2100007862253322,-0.45889351888251173,-0.0,-0.5778494116413764,-0.3740073905181225,0.0
2018-10-24,1.0,-0.2086747114100987,-0.4567704107007303,-0.0,-0.5783315446430909,-0.37381881004109624,0.0
2018-10-25,1.0,-0.17725292364136666,-0.41947565543071164,-0.0,-0.6002191138627736,-0.35086244235521924,0.0
2018-10-26,1.0,-0.16001010483769104,-0.4107111279525073,-0.0,-0.6099280030314513,-0.3455854490337249,0.0
2018-10-29,1.0,-0.15644782970566723,-0.41037604983732245,-0.0,-0.610835077807763,-0.3444727483669197,0.0
2018-10-30,1.0,-0.1481855092931178,-0.4107633722543061,-0.0,-0.6114291478576652,-0.3514992560462008,0.0
2018-10-31,1.0,-0.1518588058580548,-0.3948178745775441,-0.0,-0.6094880460633371,-0.3472775065715359,0.0
2018-11-01,1.0,-0.13041951904511148,-0.4150053913087089,-0.0,-0.6116753178364553,-0.3504601419293363,0.0
2018-11-02,1.0,-0.13354106942540198,-0.3978063068677552,-0.0,-0.61498192695999,-0.3465038015704849,0.0
2018-11-05,1.0,-0.1339450456290829,-0.3969979554181419,-0.0,-0.6150201964793297,-0.34742931232234575,0.0
2018-11-06,1.0,-0.12921897316394798,-0.3961011300709113,-0.0,-0.6228419654714475,-0.3575634568643664,0.0
2018-11-07,1.0,-0.129418843704558,-0.3963796820939678,-0.0,-0.6234267662839091,-0.3579200722057865,0.0
2018-11-08,1.0,-0.11982565379825653,-0.39414694894146945,-0.0,-0.619227895392279,-0.3574844333748443,0.0
2018-11-09,1.0,-0.12077391044180712,-0.3949586117482796,-0.0,-0.6191283534456966,-0.3584073002892191,0.0
2018-11-12,1.0,-0.12046188229451203,-0.3811522224981375,-0.0,-0.6255028557238639,-0.3561211820213559,0.0
2018-11-13,1.0,-0.10126208576278693,-0.3759195020542721,-0.0,-0.631018279331808,-0.35200629812778317,0.0
2018-11-14,1.0,-0.10221456692913386,-0.3753937007874016,-0.0,-0.6312992125984253,-0.3517224409448819,0.0
2018-11-15,1.0,-0.10159755436122479,-0.3763128050885065,-0.0,-0.6322419999013856,-0.3552093092056605,0.0
