Date,ASR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4606347212472752,-0.7259762810802822,-0.12664868659252962,-0.7641408357039938,-0.6170983115971478,0.0
2018-09-25,1.0,-0.45970668839345236,-0.7305755129249686,-0.12313902673876011,-0.7680171839123029,-0.6219909636323235,0.0
2018-09-26,1.0,-0.4603703703703703,-0.7314444444444443,-0.12466666666666666,-0.7676296296296296,-0.6195925925925926,0.0
2018-09-27,1.0,-0.466945979014497,-0.720848318564384,-0.12843424418820212,-0.7701234659449038,-0.6213340254347262,0.0
2018-09-28,1.0,-0.4691454228357267,-0.7202864670303165,-0.12857619948792162,-0.7707521614902223,-0.621952577090059,0.0
2018-10-01,1.0,-0.4700686583781777,-0.7193542401187604,-0.1285581740582668,-0.7712377064390424,-0.622007793653739,0.0
2018-10-02,1.0,-0.4708545137471708,-0.711216652443323,-0.13172052985046934,-0.7726986011650773,-0.6239100589959555,0.0
2018-10-03,1.0,-0.47096367212141454,-0.7114920776281123,-0.13202716241790047,-0.772459089391072,-0.6237708263757468,0.0
2018-10-04,1.0,-0.47746944537315655,-0.7039265945986106,-0.13288012184702258,-0.7813068836138044,-0.6192652030164567,0.0
2018-10-05,1.0,-0.47893033808160074,-0.7077769925986536,-0.1286495332316733,-0.784728679287388,-0.6191839922639193,0.0
2018-10-08,1.0,-0.47859965699798673,-0.7078517634777421,-0.12083364402356274,-0.7975542465140556,-0.6234434419506375,0.0
2018-10-09,1.0,-0.479082774049217,-0.7079791200596569,-0.1215510812826249,-0.7973154362416107,-0.6226696495152871,0.0
2018-10-10,1.0,-0.48103956150490335,-0.7064021775606847,-0.12360639844886089,-0.7986502106715389,-0.6189641671948992,0.0
2018-10-11,1.0,-0.4386626536606592,-0.6973927548319251,-0.06559814338035318,-0.7925082496283133,-0.6320484461689089,0.0
2018-10-12,1.0,-0.4439031379853847,-0.6870611835506519,-0.060968620146152744,-0.7784424702679467,-0.6117996847685915,0.0
2018-10-15,1.0,-0.43106900250268143,-0.707543796925277,-0.04190203789774759,-0.7797640328923846,-0.6150518412584912,0.0
2018-10-16,1.0,-0.42868902329909453,-0.7203034966536631,-0.033033892845639026,-0.781145986185176,-0.6157975734583586,0.0
2018-10-17,1.0,-0.4134869464115844,-0.6836134305746397,-0.018426522918648484,-0.7807842722756579,-0.6269597998802099,0.0
2018-10-18,1.0,-0.4158342451731319,-0.6885037591331051,-0.016201334227524622,-0.7805583989269704,-0.6286047086230631,0.0
2018-10-19,1.0,-0.41377365805519334,-0.6881189863602721,-0.008881683290452191,-0.784795404081345,-0.6289430091988863,0.0
2018-10-22,1.0,-0.4196272672201832,-0.6758008765990807,-0.0,-0.8129921961301357,-0.6550261910700923,0.0
2018-10-23,1.0,-0.41496476984155367,-0.6798168747093959,-0.0,-0.8210594084194713,-0.660860545799206,0.0
2018-10-24,1.0,-0.416375490796441,-0.6940672165988256,-0.0,-0.8277439573502394,-0.6639890493858289,0.0
2018-10-25,1.0,-0.40099833610648916,-0.6689205933373455,-0.0,-0.8243353276454137,-0.6459447020922576,0.0
2018-10-26,1.0,-0.3883471306299986,-0.6570787147467377,-0.0,-0.8249263364669566,-0.637435105935176,0.0
2018-10-29,1.0,-0.35738337425464745,-0.6791301297790248,-0.0,-0.8171869519466853,-0.653805682216766,0.0
2018-10-30,1.0,-0.3997284647540104,-0.6990960734574296,-0.0,-0.8341848583372038,-0.63982278752367,0.0
2018-10-31,1.0,-0.41147915476870356,-0.6735436893203883,-0.0,-0.8427684180468302,-0.641597658480868,0.0
2018-11-01,1.0,-0.42208931705046027,-0.6690541847222721,-0.0,-0.8460408981842926,-0.6440926834509186,0.0
2018-11-02,1.0,-0.42031625737812434,-0.7101581286890623,-0.0,-0.8515995044815274,-0.6614807257888217,0.0
2018-11-05,1.0,-0.424927832791318,-0.7021595352066357,-0.0,-0.8538020243358789,-0.6731099499397084,0.0
2018-11-06,1.0,-0.41183273025702244,-0.7105606744507033,-0.0,-0.8914462640355132,-0.7164919610549484,0.0
2018-11-07,1.0,-0.41096453529653576,-0.7151986247617624,-0.0,-0.8919242124145147,-0.7190104263985948,0.0
2018-11-08,1.0,-0.3582539264057851,-0.748371059470453,-0.0,-0.9007570336333848,-0.7589544649919023,0.0
2018-11-09,1.0,-0.3760282021151586,-0.7981590285938112,-0.0,-0.9393654524089305,-0.8033685859772816,0.0
2018-11-12,1.0,-0.3752446566977217,-0.7966022077820402,-0.0,-0.93979487982463,-0.8028262741720816,0.0
2018-11-13,1.0,-0.3509486672098708,-0.7889651961354905,-0.0,-0.942226360920343,-0.7978504636635239,0.0
2018-11-14,1.0,-0.3493539850560398,-0.794403798256538,-0.0,-0.9457892278953922,-0.8021092777085926,0.0
2018-11-15,1.0,-0.3484511981297487,-0.7954802259887006,-0.0,-0.9468926553672318,-0.8055328268069356,0.0
2018-11-16,1.0,-0.3476096004979188,-0.7913019800054459,-0.0,-0.9449177266892285,-0.8061617458279846,0.0
2018-11-19,1.0,-0.34582749494005915,-0.7925813482796202,-0.0,-0.9466760080959054,-0.8071773314650476,0.0
2018-11-20,1.0,-0.28175465838509317,-0.7855590062111801,-0.0,-0.9642080745341615,-0.8504658385093168,0.0
2018-11-21,1.0,-0.2808155699721965,-0.780043249922768,-0.0,-0.9621949335804757,-0.8385464936669755,0.0
2018-11-23,1.0,-0.2832271762208068,-0.7622466705269253,-0.0,-0.9724763559158462,-0.8423470372514958,0.0
2018-11-26,1.0,-0.28316090179122916,-0.7620830759728228,-0.0,-0.9726683137739346,-0.8424953675108091,0.0
2018-11-27,1.0,-0.2624249794061115,-0.8062997685639196,-0.0,-0.9949397873926176,-0.8589808967167458,0.0
2018-11-28,1.0,-0.2636905695904598,-0.8029970186725247,-0.0,-0.996273340655892,-0.859877608661541,0.0
2018-11-29,1.0,-0.24355690110231332,-0.7895901257568702,-0.0,-0.9888216115510015,-0.8594162397143301,0.0
2018-11-30,1.0,-0.2439630406087429,-0.7906281543598106,-0.0,-0.9913036726453919,-0.8563941299790357,0.0
2018-12-03,1.0,-0.23906955033452623,-0.796289092889373,-0.0,-0.9953710907110628,-0.8591100046678077,0.0
2018-12-04,1.0,-0.2309183990071362,-0.7989062984796773,-0.0,-0.991583928017375,-0.856926776295377,0.0
2018-12-06,1.0,-0.22445796880943322,-0.7183720045644731,-0.0,-1.0241536705971852,-0.8367820464054773,0.0
2018-12-07,1.0,-0.23588648153799205,-0.7202471772963075,-0.0,-1.0275022886786696,-0.8308285016783643,0.0
2018-12-10,1.0,-0.19243177591376628,-0.7394390253159753,-0.0,-1.0469503169241279,-0.8166774205791931,0.0
2018-12-11,1.0,-0.20597400623242382,-0.7363760735730029,-0.0,-1.0523295584099719,-0.8056167819411721,0.0
2018-12-12,1.0,-0.2059438300459849,-0.7364800668870901,-0.0,-1.0520275149165812,-0.8059514308516704,0.0
2018-12-13,1.0,-0.20801409745632854,-0.7512641740729391,-0.0,-1.0547425681887834,-0.8168096843395648,0.0
