Date,ALRS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12439210171676335,-0.35680943731567744,-0.0,-0.23800316400070312,-0.23388215073924337,0.0
2018-09-25,1.0,-0.13406219726774876,-0.36163776912279316,-0.007077756469820683,-0.24113797671062256,-0.23313101757576957,0.0
2018-09-26,1.0,-0.13405689658580947,-0.3616432398236562,-0.007077476622580708,-0.24110867287428583,-0.23306249135084908,0.0
2018-09-27,1.0,-0.13501234567901235,-0.35859753086419754,-0.007940740740740741,-0.24094814814814816,-0.23282962962962964,0.0
2018-09-28,1.0,-0.13439617534917717,-0.3591734329006894,-0.008178747110768683,-0.24091744206720797,-0.2328769829510658,0.0
2018-10-01,1.0,-0.13473089385916384,-0.35884770410179406,-0.00819963644985379,-0.24112858610606178,-0.23290919149608788,0.0
2018-10-02,1.0,-0.13489340604858702,-0.3710461080813089,-0.004838869608329202,-0.24053544868616758,-0.23182944967773925,0.0
2018-10-03,1.0,-0.15952817712554923,-0.45390555010451766,-0.004394010494432832,-0.2691224777099953,-0.2460432575402073,0.0
2018-10-04,1.0,-0.16111975779800866,-0.4508453617039422,-0.0047544933159925805,-0.271155363196384,-0.24418480694198666,0.0
2018-10-05,1.0,-0.15141815406791875,-0.4450756772798576,-0.0,-0.274452028659855,-0.24886590070801715,0.0
2018-10-08,1.0,-0.14901097039264688,-0.4426278114278453,-0.0,-0.2776695328052861,-0.24852810368927103,0.0
2018-10-09,1.0,-0.1440830979034348,-0.44414469910996873,-0.0,-0.2815812392463411,-0.2543704993946088,0.0
2018-10-10,1.0,-0.14458291756013672,-0.4435786925967602,-0.0,-0.2817774569542048,-0.2531581070465595,0.0
2018-10-11,1.0,-0.12685029042533258,-0.43653321674681994,-0.0,-0.2707721774613287,-0.24774634105718985,0.0
2018-10-12,1.0,-0.1318158515328617,-0.43090331180149705,-0.0,-0.25647493079052597,-0.23145698759356095,0.0
2018-10-15,1.0,-0.12003025285664644,-0.4404243576378243,-0.0,-0.2531223809815826,-0.23053494409353859,0.0
2018-10-16,1.0,-0.1131509158563411,-0.4573936640421027,-0.0,-0.25407561211273977,-0.2311535061571038,0.0
2018-10-17,1.0,-0.09638259736027376,-0.4314404432132964,-0.0,-0.25955271305197974,-0.2494500570311227,0.0
2018-10-18,1.0,-0.0960778723577567,-0.4308842096688796,-0.0,-0.2600089602085285,-0.24943998696696942,0.0
2018-10-19,1.0,-0.09572796113730533,-0.43551119547690487,-0.0,-0.26030249219276225,-0.2495866756475415,0.0
2018-10-22,1.0,-0.0957288329285962,-0.43183070424259734,-0.0,-0.26198396016570413,-0.2511478889047609,0.0
2018-10-23,1.0,-0.09672549219626646,-0.43174538406610224,-0.0,-0.2610833418341324,-0.2506171580128532,0.0
2018-10-24,1.0,-0.09562118126272913,-0.4293686354378819,-0.0,-0.26073319755600816,-0.2509368635437882,0.0
2018-10-25,1.0,-0.07556958279909261,-0.4013019035407831,-0.0,-0.2644442252687642,-0.23126541079001872,0.0
2018-10-26,1.0,-0.0656794561225287,-0.39372509181839493,-0.0,-0.26789481909822616,-0.22630303977494726,0.0
2018-10-29,1.0,-0.06036495214380203,-0.3946385495292195,-0.0,-0.2646097579954867,-0.22578009493424633,0.0
2018-10-30,1.0,-0.07410600568237484,-0.398706769863819,-0.0,-0.2680709317135299,-0.21855589301459785,0.0
2018-10-31,1.0,-0.07519163627143108,-0.3925959156605356,-0.0,-0.2663987984942168,-0.21632955587196942,0.0
2018-11-01,1.0,-0.06835226055281766,-0.39749108829888774,-0.0,-0.26585114050295106,-0.21621832206790426,0.0
2018-11-02,1.0,-0.0707407335645502,-0.38493731956365895,-0.0,-0.26846989982755615,-0.21342349499137783,0.0
2018-11-05,1.0,-0.0719383994724388,-0.38242367818767214,-0.0,-0.2687652740602816,-0.2164358586446332,0.0
2018-11-06,1.0,-0.0733235077376566,-0.38327580188496296,-0.0,-0.2677151611526975,-0.21494783384400573,0.0
2018-11-07,1.0,-0.07265172989554616,-0.3852560866695143,-0.0,-0.26767755212984895,-0.21593600745544209,0.0
2018-11-08,1.0,-0.05883711530688839,-0.385395615605212,-0.0,-0.26210135304193855,-0.2183536385857536,0.0
2018-11-09,1.0,-0.05818924018947125,-0.38564331651711786,-0.0,-0.263237955867062,-0.21843108560865712,0.0
2018-11-12,1.0,-0.057960733185060204,-0.3766968325791855,-0.0,-0.266239742311527,-0.2164276401564537,0.0
2018-11-13,1.0,-0.05504762633411117,-0.3771278834015532,-0.0,-0.2657319918901343,-0.2147966795455415,0.0
2018-11-14,1.0,-0.059764063566344935,-0.3866822657697182,-0.0,-0.2794579311689578,-0.22398362094179583,0.0
2018-11-15,1.0,-0.05969882745074698,-0.3956312124278317,-0.0,-0.28597504116818445,-0.24268396722417318,0.0
2018-11-16,1.0,-0.05611961608630126,-0.3891092250337115,-0.0,-0.2874791782343143,-0.2503172840485445,0.0
2018-11-19,1.0,-0.05832060462994188,-0.38870484616452766,-0.0,-0.28652476642002744,-0.25012398087718957,0.0
2018-11-20,1.0,-0.024812817321559096,-0.3848159781900077,-0.0,-0.2942175862818309,-0.27169639858551137,0.0
2018-11-21,1.0,-0.03157481859188076,-0.38282016081584624,-0.0,-0.2955089233182977,-0.25128456560109824,0.0
