Date,COOP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-04,1.0,-1.4443815987933635,-2.0080128205128207,-1.0389328808446456,-1.9654034690799398,-1.9701168929110107,0.0
2018-12-06,1.0,-1.3727181909000092,-1.903278539642176,-0.9997275451820906,-1.9097266369993642,-1.8963763509218055,0.0
2018-12-07,1.0,-1.3736034153874104,-1.9035334726133164,-1.0003633390862023,-1.910073576164956,-1.8959033518030701,0.0
2018-12-10,1.0,-1.3300633193614555,-1.881120128422367,-0.9636136627129225,-1.8832605012039598,-1.860162311602604,0.0
2018-12-11,1.0,-1.3338094812963128,-1.8819748236764573,-0.9662530131238283,-1.886260155343273,-1.8594768324256763,0.0
2018-12-12,1.0,-1.3338987590393714,-1.881885545933399,-0.9664315686099455,-1.886260155343273,-1.859298276939559,0.0
2018-12-13,1.0,-1.330630068621335,-1.8760360039212192,-0.9653328580340432,-1.8847696283753677,-1.8550931289546386,0.0
2018-12-14,1.0,-1.3305718866916088,-1.8733297701763763,-0.9664172456796722,-1.883841083199715,-1.853643327988598,0.0
2018-12-17,1.0,-1.309921371145861,-1.8620902906617194,-0.9454015372382719,-1.8658008658008658,-1.8514003003798922,0.0
2018-12-18,1.0,-1.2845315904139434,-1.8347712418300652,-0.9194771241830065,-1.8436601307189542,-1.8321568627450981,0.0
2018-12-19,1.0,-1.2835352566896192,-1.8355268892181644,-0.9198117318922688,-1.8445044887997908,-1.8328248932275777,0.0
2018-12-20,1.0,-1.2681009158458616,-1.809400380162433,-0.9210298945913254,-1.8290133056851563,-1.812424399516157,0.0
2018-12-21,1.0,-1.2556384529628675,-1.800274419003516,-0.9072120744361546,-1.8203413086356228,-1.7921276048366348,0.0
2018-12-24,1.0,-1.226967818629532,-1.770060287000085,-0.8972573660524752,-1.804873906767428,-1.792137216608644,0.0
2018-12-26,1.0,-1.223537368955022,-1.7817044301657086,-0.8799458911058506,-1.7882144064930674,-1.7811126141359486,0.0
2018-12-27,1.0,-1.1405609316057077,-1.7388059701492535,-0.8176152206002951,-1.7278989667049367,-1.775873380350992,0.0
2018-12-28,1.0,-1.1386016740521911,-1.7454455933037913,-0.8155260134580666,-1.7297718693582802,-1.7767930411948136,0.0
2018-12-31,1.0,-1.139414377364698,-1.7532488896200034,-0.8167461753577892,-1.7343313044908701,-1.7812140154630698,0.0
2019-01-02,1.0,-1.137312941950337,-1.755221180726854,-0.8093241243216576,-1.7354053609603683,-1.7849860220358493,0.0
2019-01-03,1.0,-1.1369096593714003,-1.757939772914267,-0.8068125719927596,-1.7375349679117986,-1.7885469804179694,0.0
2019-01-04,1.0,-1.1024426108978023,-1.7637447920921494,-0.7875990523650028,-1.7237970754023364,-1.791683685973368,0.0
2019-01-07,1.0,-1.0411718131433096,-1.70055423594616,-0.7602533650039588,-1.6779097387173396,-1.737767220902613,0.0
2019-01-08,1.0,-1.0367623856106027,-1.6882297254654464,-0.7569422530766802,-1.6756074471442095,-1.7313821394761753,0.0
2019-01-09,1.0,-1.0317909977966635,-1.6776833490714511,-0.7526754800125905,-1.6738275102297766,-1.7332389046270067,0.0
2019-01-10,1.0,-1.0309772780879,-1.6746599575438321,-0.7513955499646199,-1.6737951096784338,-1.7314254265272426,0.0
2019-01-11,1.0,-1.034047919293821,-1.6701607818411097,-0.7567780580075663,-1.6794609079445146,-1.7409363177805801,0.0
2019-01-14,1.0,-1.040154622909435,-1.6700852003786681,-0.76285894603976,-1.6797096875986113,-1.736115493846639,0.0
2019-01-15,1.0,-1.0391180654338548,-1.6678520625889044,-0.7699541646910067,-1.6812865497076022,-1.7443496127706652,0.0
2019-01-16,1.0,-1.029641308632243,-1.6654316121403234,-0.7617658651951124,-1.677256602286165,-1.7493102089081594,0.0
2019-01-17,1.0,-1.0173007671833414,-1.6574291529669642,-0.7555190230155002,-1.6637701581337092,-1.7344606231407549,0.0
2019-01-18,1.0,-1.034698071451154,-1.6596585520075877,-0.7850142269996839,-1.672620929497313,-1.7518969332911793,0.0
2019-01-22,1.0,-1.0880782187166214,-1.722947991126448,-0.8535042313696491,-1.745049708323063,-1.8067537589351739,0.0
2019-01-23,1.0,-1.0887750041329145,-1.7154901636634154,-0.8688212927756653,-1.7619441229955364,-1.8307984790874523,0.0
2019-01-24,1.0,-1.0902777777777777,-1.7153604497354498,-0.8698743386243386,-1.7614087301587302,-1.830274470899471,0.0
2019-01-25,1.0,-1.1489469250210615,-1.698062342038753,-0.9467565290648694,-1.783403538331929,-1.8475147430497052,0.0
2019-01-28,1.0,-1.154605263157895,-1.6875,-0.9657557354925776,-1.7843286099865046,-1.842442645074224,0.0
2019-01-29,1.0,-1.1620106988197334,-1.6958478390082365,-0.9760550225014859,-1.7971469814044325,-1.8600662307888258,0.0
2019-01-30,1.0,-0.0,-0.9153725722506664,-0.0,-1.176617441712859,-1.1393813735031524,0.0
2019-01-31,1.0,-0.0,-0.9201099598223726,-0.0,-1.1501797420173399,-1.1589765278071475,0.0
2019-02-01,1.0,-0.0,-0.9189040399762852,-0.0,-1.158126535106293,-1.1577454052680616,0.0
2019-02-04,1.0,-0.0,-0.9280496558713001,-0.0,-1.1523455643288434,-1.1420428155216822,0.0
2019-02-05,1.0,-0.0,-0.8997327904313526,-0.0,-1.1483225177079355,-1.1933664164227848,0.0
2019-02-06,1.0,-0.0,-0.8970638153428377,-0.0,-1.151052274270197,-1.194967752885268,0.0
2019-02-07,1.0,-0.0,-0.8911113942328108,-0.0,-1.145453773304455,-1.2102603304030237,0.0
2019-02-08,1.0,-0.0,-0.890066845488994,-0.0,-1.1626431643036572,-1.204964448418274,0.0
2019-02-11,1.0,-0.0,-0.8885811674478058,-0.0,-1.164124414145718,-1.208010225820196,0.0
2019-02-12,1.0,-0.0,-0.8625414745550911,-0.0,-1.213513164131512,-1.2330331365536262,0.0
2019-02-13,1.0,-0.0,-0.8996463118421614,-0.0,-1.1729662930924278,-1.1886905015553755,0.0
2019-02-14,1.0,-0.0,-0.8850746907503316,-0.0,-1.2058810940375806,-1.1893592432478706,0.0
2019-02-15,1.0,-0.0,-0.878763256927814,-0.0,-1.2071501881628464,-1.1904721176873077,0.0
2019-02-19,1.0,-0.0,-0.8647136695563054,-0.0,-1.2180894222146303,-1.1875987530426615,0.0
2019-02-20,1.0,-0.0,-0.8446127015185674,-0.0,-1.226806754859841,-1.1823131566634055,0.0
2019-02-21,1.0,-0.0,-0.8426813168093352,-0.0,-1.2325710148630808,-1.1835100719730847,0.0
2019-02-22,1.0,-0.0,-0.8326732251607684,-0.0,-1.2533111877688343,-1.1728205783399346,0.0
2019-02-25,1.0,-0.0,-0.8238393010107932,-0.0,-1.2683313345896865,-1.1908514647935584,0.0
2019-02-26,1.0,-0.0,-0.836915025951186,-0.0,-1.2677476086303778,-1.1847896023677777,0.0
2019-02-27,1.0,-0.0,-0.8377499036773834,-0.0,-1.255447579091571,-1.187850507299114,0.0
2019-02-28,1.0,-0.0,-0.8313026377666625,-0.0,-1.246419563079817,-1.1974263605660296,0.0
2019-03-01,1.0,-0.0,-0.8319647592164914,-0.0,-1.2447609272089641,-1.2000256607646909,0.0
2019-03-04,1.0,-0.0,-0.740654580458848,-0.0,-1.1944489010107493,-1.075806192844537,0.0
2019-03-05,1.0,-0.0,-0.7267063268751508,-0.0,-1.21328081035453,-1.0796285875070344,0.0
2019-03-06,1.0,-0.0,-0.7255193474504761,-0.0,-1.216779844898943,-1.0758227186884717,0.0
2019-03-07,1.0,-0.0,-0.6862257184138706,-0.0,-1.2748836089259914,-1.052375983303901,0.0
2019-03-08,1.0,-0.0,-0.6739130434782609,-0.0,-1.307661225149507,-1.0591967027638596,0.0
2019-03-11,1.0,-0.0,-0.6636504442814054,-0.0,-1.3002364066193854,-1.112089345398223,0.0
2019-03-12,1.0,-0.0,-0.5935574577182319,-0.0,-1.341562254476285,-1.2000165405450112,0.0
2019-03-13,1.0,-0.0,-0.6240595218190937,-0.0,-1.3506520648720948,-1.205191439558602,0.0
2019-03-14,1.0,-0.0,-0.6281869096380506,-0.0,-1.3485329766780907,-1.2028337373568503,0.0
2019-03-15,1.0,-0.0,-0.6159429410530732,-0.0,-1.3570799244808056,-1.2224459827984058,0.0
2019-03-18,1.0,-0.0,-0.6327906385143729,-0.0,-1.3702620198422792,-1.2367506147714746,0.0
2019-03-19,1.0,-0.0,-0.6314219988071909,-0.0,-1.3728806338928177,-1.2557297435460508,0.0
2019-03-20,1.0,-0.0,-0.6378205128205128,-0.0,-1.3724786324786324,-1.263247863247863,0.0
2019-03-21,1.0,-0.0,-0.6713027145476499,-0.0,-1.371718617235365,-1.4290505791333123,0.0
2019-03-22,1.0,-0.0,-0.6652819795006095,-0.0,-1.4363119158351019,-1.4136903418070166,0.0
2019-03-25,1.0,-0.0,-0.658459738038439,-0.0,-1.4344871044695502,-1.4081109060629249,0.0
2019-03-26,1.0,-0.0,-0.6357785182818277,-0.0,-1.458620532249966,-1.470397589811476,0.0
2019-03-27,1.0,-0.0,-0.6143600036493021,-0.0,-1.475139129641456,-1.4721284554328986,0.0
2019-03-28,1.0,-0.0,-0.6133931021864422,-0.0,-1.4716860305553014,-1.489113530326594,0.0
2019-03-29,1.0,-0.0,-0.6130301505238597,-0.0,-1.4713821658965092,-1.4907809854966374,0.0
2019-04-01,1.0,-0.0,-0.6352989804353817,-0.0,-1.481307981996877,-1.4760723799026363,0.0
2019-04-02,1.0,-0.0,-0.6654934405997166,-0.0,-1.5171641449924578,-1.3883073547561366,0.0
2019-04-03,1.0,-0.0,-0.6649741548876995,-0.0,-1.513379991766159,-1.3959562691551164,0.0
2019-04-04,1.0,-0.0,-0.6641944787803872,-0.0,-1.5149017992034062,-1.3990294373483494,0.0
2019-04-05,1.0,-0.0,-0.6429747530186608,-0.0,-1.525155506769118,-1.4055982436882546,0.0
2019-04-08,1.0,-0.0,-0.6363926794760623,-0.0,-1.519738943909452,-1.4078316827164439,0.0
2019-04-09,1.0,-0.0,-0.6252062328139322,-0.0,-1.5492667277726857,-1.4084784601283227,0.0
2019-04-10,1.0,-0.0,-0.6259381292330223,-0.0,-1.5512996522057478,-1.3990023796448838,0.0
2019-04-11,1.0,-0.0,-0.5886870544952864,-0.0,-1.6048746838353645,-1.4051965969188318,0.0
2019-04-12,1.0,-0.0,-0.5920949346631574,-0.0,-1.620261347370365,-1.4050422496190607,0.0
2019-04-15,1.0,-0.0,-0.5937673386351027,-0.0,-1.6178102459774366,-1.412058442759386,0.0
2019-04-16,1.0,-0.0,-0.5849705076401468,-0.0,-1.640471877757652,-1.4190237332218663,0.0
2019-04-17,1.0,-0.0,-0.5620284995808886,-0.0,-1.6514389494272144,-1.4433268138213655,0.0
2019-04-18,1.0,-0.0,-0.6007979347570993,-0.0,-1.6580145505749824,-1.4349213799577565,0.0
2019-04-22,1.0,-0.0,-0.6133308174913911,-0.0,-1.6639464125666303,-1.4399264116231898,0.0
2019-04-23,1.0,-0.0,-0.625767160796903,-0.0,-1.65909734680389,-1.4360778019072797,0.0
2019-04-24,1.0,-0.0,-0.6175388967468176,-0.0,-1.659123055162659,-1.438095238095238,0.0
2019-04-25,1.0,-0.0,-0.6098859673923287,-0.0,-1.671991329752144,-1.4302139289416644,0.0
2019-04-26,1.0,-0.0,-0.6014372842891589,-0.0,-1.6726868705971347,-1.453784691031157,0.0
2019-04-29,1.0,-0.0,-0.6156109134045077,-0.0,-1.6851720047449585,-1.4442230130486358,0.0
2019-04-30,1.0,-0.0,-0.6254594052789842,-0.0,-1.6891795141043386,-1.4584506706123812,0.0
2019-05-01,1.0,-0.0,-0.6282652377762893,-0.0,-1.7213663764233087,-1.434599559850732,0.0
2019-05-02,1.0,-0.0,-0.6188213393425758,-0.0,-1.7509920148924705,-1.5290256209278401,0.0
2019-05-03,1.0,-0.0,-0.6225509404388714,-0.0,-1.748971394984326,-1.5266457680250785,0.0
2019-05-06,1.0,-0.0,-0.5755261869799315,-0.0,-1.771120900636319,-1.5481155163974547,0.0
2019-05-07,1.0,-0.0,-0.5740123517302226,-0.0,-1.774090775414175,-1.5533771198902067,0.0
2019-05-08,1.0,-0.0,-0.5745036367210538,-0.0,-1.7629251032042461,-1.5770591704344408,0.0
2019-05-09,1.0,-0.0,-0.5699412838604628,-0.0,-1.7929145902205559,-1.5713228400848671,0.0
2019-05-10,1.0,-0.0,-0.5728193723745985,-0.0,-1.8036570298986905,-1.5654558932542624,0.0
2019-05-13,1.0,-0.0,-0.5714779858674705,-0.0,-1.8017492711370262,-1.5682166329001332,0.0
2019-05-14,1.0,-0.0,-0.5194602757075357,-0.0,-1.7913195966681281,-1.56037800185104,0.0
2019-05-15,1.0,-0.0,-0.5345718743904817,-0.0,-1.801589623561537,-1.540033157792081,0.0
2019-05-16,1.0,-0.0,-0.5387655525737985,-0.0,-1.7964381556477191,-1.5439863381312515,0.0
2019-05-17,1.0,-0.0,-0.5311537897668963,-0.0,-1.7881053608952744,-1.5676587010702243,0.0
2019-05-20,1.0,-0.0,-0.5176224320903514,-0.0,-1.7837601012559636,-1.5666926297342032,0.0
2019-05-21,1.0,-0.0,-0.5157040062232594,-0.0,-1.7807273434461297,-1.56549008168028,0.0
2019-05-22,1.0,-0.0,-0.49761904761904757,-0.0,-1.7987852283770651,-1.5626822157434401,0.0
2019-05-23,1.0,-0.0,-0.49978086194302407,-0.001314828341855369,-1.846944241538836,-1.5216946676406136,0.0
2019-05-24,1.0,-0.0,-0.44412036361868645,-0.03660492926935978,-1.843760633902095,-1.536726459579019,0.0
2019-05-28,1.0,-0.0,-0.45035754244296344,-0.03487863015031376,-1.8439461010847886,-1.5353407598384978,0.0
2019-05-29,1.0,-0.0,-0.4385758422833603,-0.02682556029620911,-1.8690598793585405,-1.5696630866558776,0.0
2019-05-30,1.0,-0.0,-0.43588863836878733,-0.023380060778355062,-1.8693265366140575,-1.5728850112734045,0.0
2019-05-31,1.0,-0.0,-0.4538951107602743,-0.0,-1.877941684345552,-1.6018550495831072,0.0
2019-06-03,1.0,-0.0,-0.4491751457077941,-0.0,-1.882445915242517,-1.6076261977674602,0.0
2019-06-04,1.0,-0.0,-0.4378351290403408,-0.03327486845402155,-1.9971936857930344,-1.5429716862941618,0.0
2019-06-05,1.0,-0.0,-0.4429347826086956,-0.05034584980237154,-1.9667490118577073,-1.4806818181818182,0.0
2019-06-06,1.0,-0.0,-0.4570986730519805,-0.0,-1.953357278260002,-1.5781203232565102,0.0
2019-06-07,1.0,-0.0,-0.5034831854858918,-0.0,-1.9355485390668068,-1.5727459529895251,0.0
2019-06-10,1.0,-0.0,-0.5175836783558637,-0.0,-1.8918541427645033,-1.5788397266423904,0.0
2019-06-11,1.0,-0.0,-0.5248730964467005,-0.0,-1.927208121827411,-1.6241116751269036,0.0
2019-06-12,1.0,-0.0,-0.5151484343228955,-0.0,-1.930103700691338,-1.638115087433916,0.0
2019-06-13,1.0,-0.0,-0.5287491079620756,-0.0,-1.9277194413293914,-1.6408400448567644,0.0
2019-06-14,1.0,-0.0,-0.5292470600213817,-0.0,-1.9165606068319505,-1.645013490810976,0.0
2019-06-17,1.0,-0.0,-0.5343659244917716,-0.0,-1.910531410811637,-1.6500738778213684,0.0
2019-06-18,1.0,-0.0,-0.5080164910673385,-0.0,-1.9181045452231893,-1.6637654603756298,0.0
2019-06-19,1.0,-0.0,-0.4581315577078289,-0.01926957223567393,-1.8943704600484261,-1.6726694915254237,0.0
2019-06-20,1.0,-0.0,-0.47486765817998483,-0.01114192084698765,-1.885303755986892,-1.6702798084194606,0.0
2019-06-21,1.0,-0.0,-0.48631483441705725,-0.01013155905035536,-1.872070164826856,-1.672110489439992,0.0
2019-06-24,1.0,-0.0,-0.45284540551439084,-0.017944452845405513,-1.8535208427844143,-1.7162659408236303,0.0
2019-06-25,1.0,-0.0,-0.4513689305702617,-0.017697776433217367,-1.8552916855745474,-1.7177935763626277,0.0
2019-06-26,1.0,-0.0,-0.4445284540551439,-0.0,-1.8085588991380612,-1.787438883008216,0.0
2019-06-27,1.0,-0.0,-0.4044651067742925,-0.0,-1.8243588433636455,-1.8800449575968121,0.0
2019-06-28,1.0,-0.0,-0.39690563725490197,-0.0,-1.829452614379085,-1.8797998366013073,0.0
2019-07-01,1.0,-0.0,-0.39868581907090467,-0.0,-1.8274755501222493,-1.8675122249388754,0.0
2019-07-02,1.0,-0.0,-0.40418065303631373,-0.0,-1.816905706438816,-1.8649170989726378,0.0
2019-07-03,1.0,-0.0,-0.41449009724555774,-0.0,-1.8061198513313985,-1.8707805101573238,0.0
2019-07-05,1.0,-0.0,-0.41741253051261185,-0.0,-1.7953112286411717,-1.8727115541090318,0.0
2019-07-08,1.0,-0.0,-0.43376860931863215,-0.0,-1.7665260911539045,-1.8807479294751281,0.0
2019-07-09,1.0,-0.0,-0.43285707021914877,-0.0,-1.7695632277419027,-1.8822901306757513,0.0
2019-07-10,1.0,-0.0,-0.484529328764362,-0.0,-1.702832090304374,-1.8519955654101996,0.0
2019-07-11,1.0,-0.0,-0.47938092357330103,-0.0,-1.715920548497681,-1.845987094172212,0.0
2019-07-12,1.0,-0.0,-0.448159863433248,-0.0,-1.7419792137370083,-1.8306471858211577,0.0
2019-07-15,1.0,-0.0,-0.46759700818232014,-0.0,-1.7443401435670902,-1.8076401787058882,0.0
2019-07-16,1.0,-0.0,-0.46749349869973994,-0.0,-1.7030406081216243,-1.8304660932186438,0.0
2019-07-17,1.0,-0.0,-0.5052532461096244,-0.0,-1.6579938546932305,-1.7926454554465259,0.0
2019-07-18,1.0,-0.0,-0.49536968984271645,-0.0,-1.6319760889803518,-1.772453329413494,0.0
2019-07-19,1.0,-0.0,-0.5065559440559441,-0.0,-1.5958624708624711,-1.7538364413364416,0.0
2019-07-22,1.0,-0.0,-0.4612033496297014,-0.0,-1.5783919841231424,-1.8009100150055666,0.0
2019-07-23,1.0,-0.0,-0.47513031616894824,-0.0,-1.5844984654357674,-1.8120037024406879,0.0
2019-07-24,1.0,-0.0,-0.4786141793586687,-0.0,-1.5874166707216195,-1.7999124130212643,0.0
2019-07-25,1.0,-0.0,-0.4822065772977143,-0.0,-1.561577779920918,-1.7783296364162406,0.0
2019-07-26,1.0,-0.0,-0.472748301286685,-0.0,-1.565948628981736,-1.7803479350392752,0.0
2019-07-29,1.0,-0.0,-0.47210798780782814,-0.0,-1.5835792733078522,-1.7824761720450917,0.0
2019-07-30,1.0,-0.0,-0.4779234551238793,-0.0,-1.5653137954304444,-1.777017256338571,0.0
2019-07-31,1.0,-0.0,-0.488689528770559,-0.0,-1.5611344233830127,-1.7734047171176386,0.0
2019-08-01,1.0,-0.0,-0.5148157070585401,-0.0,-1.5498434112262105,-1.753505179474825,0.0
2019-08-02,1.0,-0.0,-0.49097716989963075,-0.08960424359041032,-1.8225596754901452,-1.7973893598211035,0.0
2019-08-05,1.0,-0.0,-0.4773795069418783,-0.08393601858206198,-1.910837776487357,-1.8068415773636701,0.0
2019-08-06,1.0,-0.0,-0.4788768543709255,-0.06241979364509009,-1.8228017042246292,-1.7691083619937373,0.0
2019-08-07,1.0,-0.0,-0.5225885225885226,-0.03607041107041107,-1.77004477004477,-1.7588522588522588,0.0
2019-08-08,1.0,-0.0,-0.521615153521055,-0.031722592800040736,-1.7742756759509137,-1.764295534395845,0.0
2019-08-09,1.0,-0.0,-0.5061834334460653,-0.015647872394124476,-1.7490283176013324,-1.7768411488566958,0.0
2019-08-12,1.0,-0.0,-0.4958033874453435,-0.047695632507413176,-1.743328139920591,-1.7390058802834596,0.0
2019-08-13,1.0,-0.0,-0.4635313279381076,-0.050236677355321425,-1.7918766223850968,-1.7842927673436146,0.0
2019-08-14,1.0,-0.0,-0.48064646874050054,-0.04666126253926436,-1.7626405917519505,-1.7764211166278245,0.0
2019-08-15,1.0,-0.0,-0.5220422189494355,-0.046686303387334316,-1.6772704958271971,-1.6632302405498283,0.0
2019-08-16,1.0,-0.0,-0.5158866571723224,-0.05259539360605019,-1.6795658792908705,-1.6628198202622404,0.0
2019-08-19,1.0,-0.0,-0.5353731270911118,-0.055666003976143144,-1.631818843039325,-1.6260970760801046,0.0
2019-08-20,1.0,-0.0,-0.5496937840574818,-0.045956502869267495,-1.624776968703284,-1.6018228287601872,0.0
2019-08-21,1.0,-0.0,-0.5574698853001872,-0.01281374478091856,-1.6305610212602581,-1.5983106973172723,0.0
2019-08-22,1.0,-0.0,-0.5644019138755981,-0.0,-1.6207177033492823,-1.5995693779904308,0.0
2019-08-23,1.0,-0.0,-0.5641835318884264,-0.0,-1.6201138701497535,-1.6001626716425053,0.0
2019-08-26,1.0,-0.0,-0.5467690278824415,-0.0,-1.5954691032403918,-1.5675866616428034,0.0
2019-08-27,1.0,-0.0,-0.5400394292151708,-0.0,-1.5844442358242583,-1.5694235824258354,0.0
2019-08-28,1.0,-0.0,-0.533912962183892,-0.0,-1.5880895620062636,-1.5524236899920534,0.0
2019-08-29,1.0,-0.0,-0.5238764703125732,-0.02371245138010216,-1.613899432963119,-1.5247668588031305,0.0
2019-08-30,1.0,-0.0,-0.5156053184044785,-0.02901796127828318,-1.6086307441101002,-1.5120597154187077,0.0
2019-09-03,1.0,-0.0,-0.5158164453761938,-0.026554856743535988,-1.6091777311903097,-1.5071977638015372,0.0
2019-09-04,1.0,-0.0,-0.49670991658943464,-0.04879518072289157,-1.5804911955514365,-1.5079240037071362,0.0
