Date,IMXI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2481232610635729,-0.558113286786708,-0.0,-0.43952438448212505,-0.37907501706126306,0.0
2018-09-25,1.0,-0.24618954696482254,-0.563235061441907,-0.0,-0.4434365276093033,-0.38410421391276833,0.0
2018-09-26,1.0,-0.24699367088607593,-0.5640031645569621,-0.0,-0.44345991561181436,-0.3826740506329114,0.0
2018-09-27,1.0,-0.26670075900306833,-0.56424611078215,-0.0,-0.4622651666038651,-0.39828820584593855,0.0
2018-09-28,1.0,-0.2693323986194996,-0.5641177739430544,-0.0,-0.4635191975841243,-0.3993474978429681,0.0
2018-10-01,1.0,-0.28194342499011915,-0.6160295861329117,-0.0,-0.49424086725763655,-0.43089040709163795,0.0
2018-10-02,1.0,-0.28161970623535465,-0.6509115848431161,-0.0,-0.49477053209121563,-0.43033091387094935,0.0
2018-10-03,1.0,-0.2817293082193744,-0.6400619248301367,-0.0,-0.5028238869298471,-0.4422464952266277,0.0
2018-10-04,1.0,-0.28159754402224285,-0.6566265060240964,-0.0,-0.5043153382761817,-0.45368975903614467,0.0
2018-10-05,1.0,-0.26990615464333007,-0.6492313892567217,-0.0,-0.5045771201566008,-0.4550348321722609,0.0
2018-10-08,1.0,-0.27088940901111763,-0.659713282621416,-0.0,-0.5279695728496197,-0.4671152720889409,0.0
2018-10-09,1.0,-0.2686951433586893,-0.6595962551199532,-0.0,-0.5287887653598596,-0.4686073727325922,0.0
2018-10-10,1.0,-0.2698189899698804,-0.6585957832558412,-0.0,-0.5293739216890371,-0.466444424949557,0.0
2018-10-11,1.0,-0.2167275794208603,-0.6351419735732359,-0.0,-0.5005341579983131,-0.4589541748664605,0.0
2018-10-12,1.0,-0.21989282952159983,-0.6241299303944315,-0.0,-0.4811899237653298,-0.43694066953927746,0.0
2018-10-15,1.0,-0.22488992273822384,-0.6217496053834012,-0.0,-0.48433995181523637,-0.43825981003018477,0.0
2018-10-16,1.0,-0.22382811418445606,-0.6232798958939004,-0.0,-0.4838718608965307,-0.4377993742558906,0.0
2018-10-17,1.0,-0.20908893473775655,-0.592328157237485,-0.0,-0.4754316429579759,-0.43788684982082743,0.0
2018-10-18,1.0,-0.20968399315273212,-0.5942450343721979,-0.0,-0.47487976523652964,-0.4383338314811292,0.0
2018-10-19,1.0,-0.2003286726474312,-0.5858455238557072,-0.0,-0.47301920849160806,-0.4348177483229612,0.0
2018-10-22,1.0,-0.20200600178431424,-0.5946632782719187,-0.0,-0.47235664657060206,-0.43445348617156454,0.0
2018-10-23,1.0,-0.20213024789813738,-0.5946311264902273,-0.0,-0.47222297315563244,-0.4343759292800951,0.0
2018-10-24,1.0,-0.20140166684706137,-0.5971696071003355,-0.0,-0.4729949128693582,-0.4343814265613162,0.0
2018-10-25,1.0,-0.17481624354897568,-0.5553615180107387,-0.0,-0.4714851691601939,-0.4047854871500808,0.0
2018-10-26,1.0,-0.16442451420029897,-0.544327611978764,-0.0,-0.4714447708880986,-0.3969898458842328,0.0
2018-10-29,1.0,-0.1539545850633041,-0.546337587779999,-0.0,-0.4653749551489056,-0.39725255010507965,0.0
2018-10-30,1.0,-0.1438605485772879,-0.5470648551653422,-0.0,-0.466393232504486,-0.40615226864906434,0.0
2018-10-31,1.0,-0.15396274887604366,-0.5286319845857419,-0.0,-0.47648041104688504,-0.40999357739242137,0.0
2018-11-01,1.0,-0.1702127659574468,-0.524468085106383,-0.0,-0.4840425531914893,-0.4159833938764919,0.0
2018-11-02,1.0,-0.17180275359698294,-0.5140908738666599,-0.0,-0.4844109213959136,-0.4127812362772196,0.0
2018-11-05,1.0,-0.1804342139680879,-0.5050483913157207,-0.0,-0.49298979858749675,-0.4373005493068271,0.0
2018-11-06,1.0,-0.17813998584942742,-0.5041010455700846,-0.0,-0.4964492544744635,-0.4417861167160189,0.0
2018-11-07,1.0,-0.17793724791786705,-0.5038761720182285,-0.0,-0.4957833534126028,-0.4414383741029805,0.0
2018-11-08,1.0,-0.15118212522733177,-0.5077162899454404,-0.0,-0.48903611327617563,-0.4501428942582489,0.0
2018-11-09,1.0,-0.1522870375188635,-0.5088723526044648,-0.0,-0.4893323619711713,-0.45137118176614455,0.0
2018-11-12,1.0,-0.15700034954693337,-0.5057675244010648,-0.0,-0.5473367212497646,-0.4787179694011992,0.0
2018-11-13,1.0,-0.13913852698750334,-0.49896304174421696,-0.0,-0.5470087742621643,-0.47375697952672163,0.0
2018-11-14,1.0,-0.13946193109315186,-0.49859102509570397,-0.0,-0.5468949383241174,-0.4734953211399404,0.0
2018-11-15,1.0,-0.1394709446654032,-0.5064196674051731,-0.0,-0.558978191815925,-0.46443157248485173,0.0
2018-11-16,1.0,-0.13344413467724642,-0.4995442847951962,-0.0,-0.5661055114733005,-0.48161055114733003,0.0
2018-11-19,1.0,-0.14186561521011126,-0.503996975261964,-0.0,-0.5687317705520147,-0.486064599762342,0.0
2018-11-20,1.0,-0.11075084409668257,-0.49560533790664024,-0.0,-0.5718420065383997,-0.5014738196044805,0.0
2018-11-21,1.0,-0.09959320683867663,-0.5484026967826359,-0.0,-0.6229909253833243,-0.5737205928370267,0.0
2018-11-23,1.0,-0.09901731679549404,-0.6335610282221822,-0.0,-0.6539636886571993,-0.6094733057702678,0.0
2018-11-26,1.0,-0.1004039064383892,-0.6329877019532192,-0.0,-0.6630998312032794,-0.6177357125632988,0.0
2018-11-27,1.0,-0.09397279971241987,-0.6323467737103828,-0.0,-0.6572104727098437,-0.612096339344557,0.0
2018-11-28,1.0,-0.09612040534868381,-0.6259219284043893,-0.0,-0.6613299754152425,-0.6147688433171434,0.0
2018-11-29,1.0,-0.07784484289011184,-0.6129060891176993,-0.0,-0.6540031954553523,-0.6139712409018285,0.0
2018-11-30,1.0,-0.07730326437598034,-0.6131581283849773,-0.0,-0.6542069904406759,-0.6148450679215128,0.0
2018-12-03,1.0,-0.07482027158959795,-0.614330936954528,-0.0,-0.6545960178692939,-0.6147451258838497,0.0
2018-12-04,1.0,-0.07564570174658246,-0.6153070604631854,-0.0,-0.6576223942116657,-0.6167600747264479,0.0
2018-12-06,1.0,-0.07008326155612978,-0.5604364053976457,-0.0,-0.6505311513063451,-0.5900373241458513,0.0
2018-12-07,1.0,-0.06622592699051452,-0.5620293187697615,-0.0,-0.6523426271917219,-0.5937913193446394,0.0
2018-12-10,1.0,-0.05747093604501699,-0.5602844982718729,-0.0,-0.6507183867005627,-0.587934531120569,0.0
2018-12-11,1.0,-0.05430278087398897,-0.5619766212238132,-0.0,-0.6500328674726343,-0.5917288290605619,0.0
2018-12-12,1.0,-0.052379998282623005,-0.5638434897100495,-0.0,-0.6508000114491799,-0.5952714886796233,0.0
2018-12-13,1.0,-0.05330570186800218,-0.5718849840255591,-0.0,-0.6519874507094954,-0.6010707192815818,0.0
2018-12-14,1.0,-0.05377241716802441,-0.5722386942629322,-0.0,-0.6515731598491609,-0.6010247848239731,0.0
2018-12-17,1.0,-0.04923023897058823,-0.5711741727941176,-0.0,-0.6484949448529411,-0.6033145680147058,0.0
2018-12-18,1.0,-0.04174270072992701,-0.5623574361313869,-0.0,-0.6442461222627738,-0.6029311131386862,0.0
