Date,HTGC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15770881244221058,-0.4951041987719007,-0.0,-0.36778965836079563,-0.3502216742928945,0.0
2018-09-25,1.0,-0.15903111890597968,-0.49444220605313677,-0.0,-0.36731211338373665,-0.3492522456331619,0.0
2018-09-26,1.0,-0.15868689262858496,-0.49426404361223036,-0.0,-0.36738563640673144,-0.3498696373548234,0.0
2018-09-27,1.0,-0.1599715774514448,-0.4913784936049266,-0.0,-0.3674324964471814,-0.3497868308858361,0.0
2018-09-28,1.0,-0.1588448508682571,-0.492715169031769,-0.0,-0.3675108384070503,-0.3499798630688683,0.0
2018-10-01,1.0,-0.15959337456458375,-0.49202625530200705,-0.0,-0.36797706215492526,-0.3500154024786143,0.0
2018-10-02,1.0,-0.16226531386307605,-0.4828608003034326,-0.0,-0.37165750047411344,-0.3537834249952589,0.0
2018-10-03,1.0,-0.16176122091094364,-0.4771790132233755,-0.0,-0.3735485094080288,-0.3572918147779515,0.0
2018-10-04,1.0,-0.16313719916619293,-0.4747489103657381,-0.0,-0.37504737540269095,-0.35581296191017625,0.0
2018-10-05,1.0,-0.15873165890886753,-0.47361954492828956,-0.0,-0.37485527963518656,-0.3555749828698344,0.0
2018-10-08,1.0,-0.15645343900367958,-0.4709170676478913,-0.0,-0.3766393055948674,-0.354726861024625,0.0
2018-10-09,1.0,-0.16493207842393495,-0.47592517958322467,-0.0,-0.37746852848438867,-0.3524098527773168,0.0
2018-10-10,1.0,-0.166887951064536,-0.4751529233249562,-0.0,-0.3788467921665323,-0.3500165963298402,0.0
2018-10-11,1.0,-0.13059951484347926,-0.46544992491625276,-0.0,-0.3641215201570983,-0.35012128913018364,0.0
2018-10-12,1.0,-0.13036224431493543,-0.4606559250371386,-0.0,-0.3548623014512627,-0.3395726202719689,0.0
2018-10-15,1.0,-0.11881097838971459,-0.4697045682502052,-0.0,-0.35203337284581016,-0.338994255493754,0.0
2018-10-16,1.0,-0.11369603433711559,-0.4797607360562544,-0.0,-0.3513618410538572,-0.3382342868884272,0.0
2018-10-17,1.0,-0.09931776732037917,-0.4545290793236214,-0.0,-0.3505955463490419,-0.3471731249859275,0.0
2018-10-18,1.0,-0.0996058114652551,-0.4555693208694673,-0.0,-0.35006194391260276,-0.3472913616398243,0.0
2018-10-19,1.0,-0.08816363026712865,-0.4473901866547446,-0.0,-0.3522297976975522,-0.34760254834022575,0.0
2018-10-22,1.0,-0.0881057268722467,-0.4406404436592947,-0.0,-0.3562244236230685,-0.35123772892953775,0.0
2018-10-23,1.0,-0.08684463738280113,-0.44102575577882697,-0.0,-0.3576719103135,-0.35214482311083267,0.0
2018-10-24,1.0,-0.08560441771557602,-0.44034071854948686,-0.0,-0.3575756220796351,-0.35216526191061726,0.0
2018-10-25,1.0,-0.07032035313141907,-0.4194528211179581,-0.0,-0.35782964031292336,-0.33761636292120095,0.0
2018-10-26,1.0,-0.06257724582059455,-0.412845031331989,-0.0,-0.35983000498709855,-0.33305145384765494,0.0
2018-10-29,1.0,-0.053998618188099146,-0.4151049313412211,-0.0,-0.35577338284825977,-0.33420416270835135,0.0
2018-10-30,1.0,-0.05598393053845655,-0.4152789477094537,-0.0,-0.3558608177282446,-0.3327717661288581,0.0
2018-10-31,1.0,-0.05902308105206656,-0.40324208266237255,-0.0,-0.35484702093397746,-0.3299838969404187,0.0
2018-11-01,1.0,-0.0626048071548351,-0.40125553596766567,-0.0,-0.35557036591133856,-0.33045964655802557,0.0
2018-11-02,1.0,-0.0662102898705744,-0.3845117124826185,-0.0,-0.3608942132848433,-0.3276714087068136,0.0
2018-11-05,1.0,-0.06694632308877665,-0.3828439345946409,-0.0,-0.3609708072938961,-0.3294666552521188,0.0
2018-11-06,1.0,-0.06367499356167912,-0.381363207142244,-0.0,-0.3655893209717572,-0.3354794402953043,0.0
2018-11-07,1.0,-0.06333647906657516,-0.3813701098146877,-0.0,-0.364855010295127,-0.3352350720658888,0.0
2018-11-08,1.0,-0.04775185216724857,-0.3822702886826194,-0.0,-0.3598526781912629,-0.3390530528825684,0.0
2018-11-09,1.0,-0.05120708558161533,-0.38910505836575876,-0.0,-0.36390996839865003,-0.3455510888492379,0.0
2018-11-12,1.0,-0.051099584172846914,-0.37681656449607753,-0.0,-0.3710292793758306,-0.3444935053800317,0.0
2018-11-13,1.0,-0.04086584509290594,-0.37400761977736624,-0.0,-0.371198092927229,-0.3423791584190026,0.0
2018-11-14,1.0,-0.04096965053420168,-0.37387732516068617,-0.0,-0.37117439237219596,-0.3422934491125016,0.0
2018-11-15,1.0,-0.04070423434739106,-0.3767057671428267,-0.0,-0.3765567453643583,-0.33489451386966984,0.0
2018-11-16,1.0,-0.03764720887717359,-0.3702648696909145,-0.0,-0.3769822711619404,-0.3408443518557885,0.0
2018-11-19,1.0,-0.039801841260391636,-0.369804180043799,-0.0,-0.37597006357238527,-0.34059064911870385,0.0
2018-11-20,1.0,-0.018965262067361568,-0.365181723999408,-0.0,-0.3786920946360234,-0.35145992346237603,0.0
2018-11-21,1.0,-0.020493438320209972,-0.3617007874015748,-0.0,-0.37709186351706037,-0.3404514435695538,0.0
2018-11-23,1.0,-0.02104225233919356,-0.3575294759367264,-0.0,-0.378613686904712,-0.340746024419922,0.0
2018-11-26,1.0,-0.02023509655751469,-0.3629093198992443,-0.0,-0.37703610411418975,-0.33889588581024355,0.0
2018-11-27,1.0,-0.01243510299782281,-0.3684893652654497,-0.0,-0.37571177357226593,-0.33679450678278344,0.0
2018-11-28,1.0,-0.01206232199698442,-0.3712095828446976,-0.0,-0.37462305243759425,-0.3362372256659407,0.0
2018-11-29,1.0,-0.005204646708581422,-0.3670733230628305,-0.0,-0.3727567972686014,-0.33682391639255527,0.0
2018-11-30,1.0,-0.005140906631145152,-0.3671481496898805,-0.0,-0.3731840319693627,-0.33586562877242643,0.0
2018-12-03,1.0,-0.0025204132644559237,-0.36925095817363773,-0.0,-0.37460423262789533,-0.336610564905849,0.0
2018-12-04,1.0,-0.0,-0.37016792750852107,-0.0,-0.37264111729985866,-0.3355017042148142,0.0
2018-12-06,1.0,-0.0,-0.346743920352538,-0.0,-0.36977721560306837,-0.32362901909580544,0.0
2018-12-07,1.0,-0.0,-0.3479444205701189,-0.0,-0.3700247610862136,-0.32840157979822787,0.0
2018-12-10,1.0,-0.0,-0.3471444795976312,-0.0,-0.3652754116978989,-0.31564857629593573,0.0
2018-12-11,1.0,-0.0,-0.34859963035928265,-0.0,-0.36161829518451577,-0.3207750269106566,0.0
2018-12-12,1.0,-0.0,-0.34862087175529105,-0.0,-0.3615184628508754,-0.32097737335987325,0.0
2018-12-13,1.0,-0.0,-0.3460726608483864,-0.0,-0.36395372437588797,-0.31962654759488535,0.0
2018-12-14,1.0,-0.0,-0.35231085175169274,-0.0,-0.36091173420629913,-0.32008295886622884,0.0
2018-12-17,1.0,-0.0,-0.35105022831050225,-0.0,-0.3573211567732116,-0.3210553018772197,0.0
2018-12-18,1.0,-0.0,-0.3712078739176478,-0.0,-0.37552690047550824,-0.32969953695051807,0.0
2018-12-19,1.0,-0.0,-0.3726322800882561,-0.0,-0.37714916115065983,-0.33170975396528035,0.0
2018-12-20,1.0,-0.0,-0.3625124667553191,-0.0,-0.38605385638297873,-0.32920545212765956,0.0
2018-12-21,1.0,-0.0,-0.3700634249471459,-0.0,-0.3946723044397463,-0.34942917547568714,0.0
2018-12-24,1.0,-0.0,-0.34867144664698435,-0.0,-0.38869675242513707,-0.3714677351328553,0.0
2018-12-26,1.0,-0.0,-0.36504968591777137,-0.0,-0.37183554276350345,-0.3639992436815899,0.0
2018-12-27,1.0,-0.0,-0.3456103396797481,-0.0,-0.33587598928403445,-0.36356571709032903,0.0
2018-12-28,1.0,-0.0,-0.3458448328733517,-0.0,-0.3354594705100685,-0.36305836655422674,0.0
2018-12-31,1.0,-0.0,-0.34693794090583785,-0.0,-0.3351600040895614,-0.36268275227481855,0.0
2019-01-02,1.0,-0.0,-0.34897800032835335,-0.0,-0.3345920210146117,-0.3686381546544082,0.0
2019-01-03,1.0,-0.0,-0.3507418153383953,-0.0,-0.3298557524127004,-0.37712204457065246,0.0
2019-01-04,1.0,-0.0,-0.3563607283464567,-0.0,-0.3112286745406824,-0.38293553149606296,0.0
2019-01-07,1.0,-0.0,-0.3500641404166073,-0.0,-0.3079758099000224,-0.37816375150170023,0.0
2019-01-08,1.0,-0.0,-0.3626984452557739,-0.0,-0.3051236821594126,-0.3832916273536531,0.0
