Date,CRY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6030044729513039,-1.169128196472276,-0.15992910794159845,-0.753017132247447,-0.534644273778378,0.0
2018-09-25,1.0,-0.6108055508546285,-1.168556439329836,-0.16893721441868337,-0.7521154171602641,-0.5304196987645965,0.0
2018-09-26,1.0,-0.6119339822259839,-1.169995768091409,-0.1712230215827338,-0.7517139229792636,-0.5270842149809564,0.0
2018-09-27,1.0,-0.6114641586171836,-1.1736570072869006,-0.1706914082358922,-0.7525843077444501,-0.5281731909845789,0.0
2018-09-28,1.0,-0.6096589705570854,-1.1747511120525311,-0.17131963567040878,-0.752298241897903,-0.5283626350349502,0.0
2018-10-01,1.0,-0.6106944620990636,-1.1735519681369433,-0.1713486716664548,-0.7529765687894581,-0.5285369264014237,0.0
2018-10-02,1.0,-0.6126153057738298,-1.2134437991117184,-0.1621540826785104,-0.7537581141100101,-0.5286556200888282,0.0
2018-10-03,1.0,-0.6134935225960922,-1.2183932617897304,-0.16323912950532302,-0.7532173243832571,-0.5271708922997991,0.0
2018-10-04,1.0,-0.6191616766467065,-1.2101368691189052,-0.16424294268605644,-0.7609067579127459,-0.5227117194183062,0.0
2018-10-05,1.0,-0.6185020519835842,-1.215672024623803,-0.15761798905608757,-0.7626538987688098,-0.5205198358413132,0.0
2018-10-08,1.0,-0.616424914675768,-1.2121587030716723,-0.15392491467576794,-0.7648037542662117,-0.5188993174061434,0.0
2018-10-09,1.0,-0.6333246955169732,-1.227520082923037,-0.17426794506348794,-0.768204197978751,-0.5155912585298437,0.0
2018-10-10,1.0,-0.6337535618685779,-1.227009757361195,-0.17459632156117777,-0.7683274328641742,-0.513815732665573,0.0
2018-10-11,1.0,-0.582246635079039,-1.2321271332131325,-0.09895593106629208,-0.7551679315694578,-0.5245502956098788,0.0
2018-10-12,1.0,-0.6017350157728706,-1.232857380043168,-0.09401461065913996,-0.7313631080856716,-0.490785322928773,0.0
2018-10-15,1.0,-0.5913853799958584,-1.2507765582936425,-0.07773866224891281,-0.7308759577552287,-0.4908676744667633,0.0
2018-10-16,1.0,-0.5884427113581682,-1.2679830747531735,-0.06604164938189662,-0.7332614286899527,-0.49261594623745125,0.0
2018-10-17,1.0,-0.5966206867636578,-1.2854806926334326,-0.07119198356463041,-0.7410590750911911,-0.4983019579891828,0.0
2018-10-18,1.0,-0.5983799210946026,-1.2891798875178375,-0.06958784521111391,-0.7406614622681105,-0.4993284647024259,0.0
2018-10-19,1.0,-0.5857840070078839,-1.2817753305802362,-0.052475701831226795,-0.7506778459099821,-0.5006465607141367,0.0
2018-10-22,1.0,-0.5844144973633547,-1.2929187243659495,-0.06260986021595379,-0.7466309533774169,-0.4985770486314556,0.0
2018-10-23,1.0,-0.5836196062002513,-1.2946795140343528,-0.05927943024717218,-0.7505236698785086,-0.5012987012987014,0.0
2018-10-24,1.0,-0.6008857848564858,-1.306788178179031,-0.030619197683331916,-0.7830678817817902,-0.5372625841069756,0.0
2018-10-25,1.0,-0.5620772149810263,-1.2535472694274874,-0.019963702359346643,-0.7941346312489689,-0.49505032172908764,0.0
2018-10-26,1.0,-0.5376082474226804,-1.2521649484536082,-0.0,-0.8330721649484536,-0.5009072164948454,0.0
2018-10-29,1.0,-0.5162229787932237,-1.2624389843717954,-0.0,-0.8215677427293983,-0.5017022847532713,0.0
2018-10-30,1.0,-0.505166899040433,-1.2626507012220127,-0.0,-0.8221110473222341,-0.510784876568523,0.0
2018-10-31,1.0,-0.514548051418078,-1.2337482146500713,-0.0,-0.8249336870026526,-0.5075698836972047,0.0
2018-11-01,1.0,-0.4823399558498896,-1.2644509852015369,-0.0,-0.8283051263183713,-0.5128771155261221,0.0
2018-11-02,1.0,-0.5063401292889109,-1.2183407923089673,-0.0,-0.8876595392010609,-0.5315348914304657,0.0
2018-11-05,1.0,-0.4947888096544158,-1.2925439891978563,-0.0,-0.9165787585974091,-0.5156757669099962,0.0
2018-11-06,1.0,-0.5058773784355179,-1.303890063424947,-0.0,-0.9117970401691332,-0.5068076109936575,0.0
2018-11-07,1.0,-0.5053454468624551,-1.3035284174941897,-0.0,-0.9106697654764421,-0.506063807310374,0.0
2018-11-08,1.0,-0.46501488282396347,-1.3107785184253553,-0.0,-0.9003060411688257,-0.516245336016434,0.0
2018-11-09,1.0,-0.46352417730020146,-1.3122481531229013,-0.0,-0.904130288784419,-0.5175873069173942,0.0
2018-11-12,1.0,-0.4626628135862964,-1.3066549399003224,-0.0,-0.9041755664446957,-0.5146375172760397,0.0
2018-11-13,1.0,-0.4489965858939129,-1.3076442667999002,-0.0,-0.903197601798651,-0.5037055541677076,0.0
2018-11-14,1.0,-0.4472384937238494,-1.316234309623431,-0.0,-0.9095397489539749,-0.5110878661087866,0.0
2018-11-15,1.0,-0.44630550102334904,-1.3170293638528046,-0.0,-0.9114489787394009,-0.5021093521573868,0.0
2018-11-16,1.0,-0.4424366074030895,-1.306116500811925,-0.0,-0.9087313153183162,-0.5064745805054753,0.0
2018-11-19,1.0,-0.4384493406776832,-1.3104656985478218,-0.0,-0.9141629110332165,-0.5098481054915707,0.0
2018-11-20,1.0,-0.429332889147997,-1.3113600399766805,-0.0,-0.9148413425501791,-0.508703256433747,0.0
2018-11-21,1.0,-0.4473147801489247,-1.3174008902200591,-0.0,-0.9283248055243563,-0.46686634219393486,0.0
2018-11-23,1.0,-0.44842769908195906,-1.3058613384289453,-0.0,-0.9320815851784157,-0.46761932455448013,0.0
2018-11-26,1.0,-0.4471551473338598,-1.314907942313287,-0.0,-0.929429367025477,-0.46461078093179836,0.0
2018-11-27,1.0,-0.434503867311908,-1.3212143773007403,-0.0,-0.9236464408321958,-0.45675642139223227,0.0
2018-11-28,1.0,-0.4329896907216495,-1.3304351426323853,-0.0,-0.9207551856912185,-0.45609241088063596,0.0
