Date,DLTR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6633413840176415,-1.2646224929118974,-0.06295285099233436,-1.1482200987083901,-1.111309461304211,0.0
2018-09-25,1.0,-0.668593044026479,-1.2624776715351476,-0.07003257328990227,-1.146001891352317,-1.1065987180834296,0.0
2018-09-26,1.0,-0.6686629892303652,-1.2626740215392698,-0.07023903335960074,-1.1458891515629106,-1.1060152350932493,0.0
2018-09-27,1.0,-0.6702345348654178,-1.2550501075607323,-0.07209192507476783,-1.1447610052993336,-1.1047274253633452,0.0
2018-09-28,1.0,-0.6671766195399873,-1.2711542519518886,-0.07401350495885207,-1.1515087571217557,-1.1115741717661953,0.0
2018-10-01,1.0,-0.6684254959898691,-1.2700506542845083,-0.07413465597298438,-1.1522266779231745,-1.1115977205571972,0.0
2018-10-02,1.0,-0.6713124274099883,-1.2513990074965684,-0.08167036215816703,-1.1574807306514623,-1.117358251504593,0.0
2018-10-03,1.0,-0.6704467535207553,-1.2431035392162033,-0.08096418587478242,-1.1590273748615432,-1.1209979429294794,0.0
2018-10-04,1.0,-0.6741513809825006,-1.2351886991355683,-0.08217372970693654,-1.1633459835547122,-1.1160130718954249,0.0
2018-10-05,1.0,-0.6542257217847769,-1.2243044619422572,-0.05858267716535433,-1.1783727034120735,-1.1338582677165354,0.0
2018-10-08,1.0,-0.6508327223211481,-1.2186550748926366,-0.05232010055514822,-1.1827799308683358,-1.1326594741803708,0.0
2018-10-09,1.0,-0.6483701366982124,-1.2263932702418505,-0.03822292323869611,-1.1958464773922188,-1.1487907465825447,0.0
2018-10-10,1.0,-0.65203893712181,-1.225203893712181,-0.04146277295448566,-1.1988950276243093,-1.1441199684293606,0.0
2018-10-11,1.0,-0.5315685458706053,-1.253172456833784,-0.0,-1.2017370501352194,-1.2142708550031203,0.0
2018-10-12,1.0,-0.5224828433883028,-1.2330738502509475,-0.0,-1.1775069138584453,-1.1883642323056438,0.0
2018-10-15,1.0,-0.49964278424168196,-1.2460706266585018,-0.0,-1.1712084098795672,-1.1862114717289243,0.0
2018-10-16,1.0,-0.4951015409735688,-1.2531891009286664,-0.0,-1.1696091437901828,-1.1846617001734872,0.0
2018-10-17,1.0,-0.4776104417670683,-1.2140562248995985,-0.0,-1.152710843373494,-1.1757028112449799,0.0
2018-10-18,1.0,-0.47790277219766975,-1.215648854961832,-0.0,-1.1523704298915227,-1.1761249497790278,0.0
2018-10-19,1.0,-0.4484304932735426,-1.1953662182361735,-0.0,-1.1593423019431988,-1.179422022919781,0.0
2018-10-22,1.0,-0.44853856495543487,-1.186476124085047,-0.0,-1.162276552307922,-1.182044515261664,0.0
2018-10-23,1.0,-0.4488424197162061,-1.1863579785909883,-0.0,-1.1618620861339308,-1.1817774458551158,0.0
2018-10-24,1.0,-0.44596545373089747,-1.1797501120015927,-0.0,-1.1648165662800538,-1.1873164418338393,0.0
2018-10-25,1.0,-0.3823924731182795,-1.1006624423963134,-0.0,-1.1791954685099846,-1.1380568356374807,0.0
2018-10-26,1.0,-0.35252003224124034,-1.0788962116542602,-0.0,-1.1871888483239297,-1.1228011948224361,0.0
2018-10-29,1.0,-0.31499338249196446,-1.0986954055587068,-0.0,-1.1754584987710344,-1.1376441671393458,0.0
2018-10-30,1.0,-0.29761679591450724,-1.1003404577264988,-0.0,-1.1773690183468886,-1.1532532627198788,0.0
2018-10-31,1.0,-0.30373634616286155,-1.0664291406872626,-0.0,-1.1734095916740894,-1.1444376728704702,0.0
2018-11-01,1.0,-0.2794682145866492,-1.085057578878382,-0.0,-1.1719876416065913,-1.1446961894953656,0.0
2018-11-02,1.0,-0.28686925006969616,-1.0411671777715825,-0.0,-1.1824179908930397,-1.135907443546139,0.0
2018-11-05,1.0,-0.28115995910400593,-1.058555627846454,-0.0,-1.184217864113765,-1.123338600241658,0.0
2018-11-06,1.0,-0.2824551621596506,-1.0587770653285011,-0.0,-1.1830684880587308,-1.1221076108168386,0.0
2018-11-07,1.0,-0.2811049210770659,-1.0590064995357475,-0.0,-1.181012070566388,-1.1214484679665737,0.0
2018-11-08,1.0,-0.2362624729847795,-1.0617096611026808,-0.0,-1.1682530923805583,-1.132110176116246,0.0
2018-11-09,1.0,-0.2351477162741393,-1.065262478683689,-0.0,-1.1740793658109416,-1.134396460340139,0.0
2018-11-12,1.0,-0.23282775053842275,-1.0430279979837784,-0.0,-1.1780690097603446,-1.1284424689547725,0.0
2018-11-13,1.0,-0.18949854651162792,-1.0372002180232558,-0.0,-1.187363735465116,-1.1280432412790697,0.0
2018-11-14,1.0,-0.1922604701923514,-1.0371970351507434,-0.0,-1.1893501887135647,-1.1285525896957846,0.0
2018-11-15,1.0,-0.1900698919851139,-1.036262140328583,-0.0,-1.190478351638377,-1.121630207860579,0.0
2018-11-16,1.0,-0.18444273496538305,-1.0223539526675416,-0.0,-1.1886510701841715,-1.1296891262048057,0.0
2018-11-19,1.0,-0.19089055064581914,-1.0228869249943349,-0.0,-1.1878087468842056,-1.1305234534330386,0.0
2018-11-20,1.0,-0.12612044502499886,-1.0110805819557678,-0.0,-1.1994955182198999,-1.167560019818927,0.0
2018-11-21,1.0,-0.12719825475268243,-0.9972841814701038,-0.0,-1.1920217265482391,-1.1356573616490806,0.0
2018-11-23,1.0,-0.12844444444444444,-0.9849333333333333,-0.0,-1.1953333333333334,-1.1357777777777778,0.0
2018-11-26,1.0,-0.12714730752113929,-0.9969737427681352,-0.0,-1.1932799287939473,-1.1330218068535824,0.0
2018-11-27,1.0,-0.11157848129289352,-1.0024352446313924,-0.0,-1.1872924507416427,-1.1264113349568299,0.0
2018-11-28,1.0,-0.1103032452562511,-1.0134332328427025,-0.0,-1.1844741975527575,-1.125155169356269,0.0
2018-11-29,1.0,-0.07270185249912617,-0.993184201328207,-0.0,-1.1756815798671794,-1.127534078993359,0.0
2018-11-30,1.0,-0.08184097421203439,-1.03125,-0.0,-1.2203617478510027,-1.143624641833811,0.0
2018-12-03,1.0,-0.07679877911935007,-1.0384218322186813,-0.0,-1.2258180349207775,-1.147493154989003,0.0
2018-12-04,1.0,-0.0628553521063706,-1.0456641446926624,-0.0,-1.2220083269910909,-1.1463938756323588,0.0
2018-12-06,1.0,-0.04504269036417495,-0.9504704652378464,-0.0,-1.2438578149503399,-1.1168322007318348,0.0
2018-12-07,1.0,-0.047654310232173196,-0.9499934660452151,-0.0,-1.2441521104673956,-1.114126410245241,0.0
2018-12-10,1.0,-0.015941219438834704,-0.9464615649035363,-0.0,-1.2404503072229622,-1.0939715550208395,0.0
2018-12-11,1.0,-0.024499269320037823,-0.9440385111321241,-0.0,-1.2428006533138485,-1.0867789908020287,0.0
2018-12-12,1.0,-0.027578195585767757,-0.9446715140042162,-0.0,-1.244976982317257,-1.0851008905907154,0.0
2018-12-13,1.0,-0.027124618492885697,-0.9386579546920002,-0.0,-1.2507845075871555,-1.082104629669432,0.0
2018-12-14,1.0,-0.0343449105914718,-0.9201770976616231,-0.0,-1.2614769601100413,-1.0824019944979366,0.0
2018-12-17,1.0,-0.003605769230769231,-0.925051510989011,-0.0,-1.2472098214285714,-1.11667239010989,0.0
2018-12-18,1.0,-0.0,-0.9031324480762682,-0.0,-1.2365083418454206,-1.1164027919645896,0.0
2018-12-19,1.0,-0.0,-0.9040845010434856,-0.0,-1.2373184547893863,-1.1177222198560415,0.0
2018-12-20,1.0,-0.0,-0.8836380604929369,-0.0,-1.2480380095872396,-1.1104653629151997,0.0
2018-12-21,1.0,-0.0,-0.8775071633237822,-0.0,-1.244437889769088,-1.0917326816113264,0.0
2018-12-24,1.0,-0.0,-0.8388324342407895,-0.0,-1.2285785974156316,-1.11441475348137,0.0
2018-12-26,1.0,-0.0,-0.8552538860103628,-0.0,-1.1947357512953367,-1.0951295336787565,0.0
2018-12-27,1.0,-0.0,-0.790435950086874,-0.0,-1.0868741115147684,-1.0714737008371504,0.0
2018-12-28,1.0,-0.0,-0.7963591849628809,-0.0,-1.0848602116569261,-1.0676038540514925,0.0
2018-12-31,1.0,-0.0,-0.7978672985781992,-0.0,-1.084439178515008,-1.0671406003159558,0.0
2019-01-02,1.0,-0.0,-0.7991143794725813,-0.0,-1.086585221207449,-1.0679634681532442,0.0
2019-01-03,1.0,-0.0,-0.7984116322256906,-0.0,-1.090165553755581,-1.0626259433403138,0.0
2019-01-04,1.0,-0.0,-0.8014604844725374,-0.0,-1.0588119822543285,-1.0658003219347494,0.0
2019-01-07,1.0,-0.0,-0.757998925803729,-0.0,-1.0427760300774955,-1.0356402977058237,0.0
2019-01-08,1.0,-0.0,-0.7754778914848426,-0.0,-1.0424020081096737,-1.0439080903649354,0.0
2019-01-09,1.0,-0.0,-0.7634317428505357,-0.0,-1.0411238726585985,-1.0496030216603716,0.0
2019-01-10,1.0,-0.0,-0.759723722796728,-0.0,-1.0495446828214232,-1.0493517518135516,0.0
