Date,IWF,IWM,MTUM,RVNC,SPY,VLUE,VXX
2018-09-24,-0.6438043425462671,-1.263758682663817,-0.14475154223539127,1.0,-0.9225239228639434,-0.8825958128916307,0.0
2018-09-25,-0.6489284152208777,-1.2612139767701802,-0.15186859114545365,1.0,-0.9201535695193663,-0.8776789619478058,0.0
2018-09-26,-0.6555392874572962,-1.271400683260127,-0.16022449975597852,1.0,-0.9230844314299659,-0.8701805758906783,0.0
2018-09-27,-0.659663239457607,-1.3194258183082501,-0.15487011374360501,1.0,-0.943326876272786,-0.8897332737296976,0.0
2018-09-28,-0.6624745240343988,-1.3183874335139436,-0.15529154446488047,1.0,-0.9442759854849133,-0.8905403390167521,0.0
2018-10-01,-0.6619417089426043,-1.320153188103054,-0.15607281408534765,1.0,-0.9442454988560629,-0.8912264995523724,0.0
2018-10-02,-0.6619241866480947,-1.3226047159486618,-0.1560541239677644,1.0,-0.9434882101283454,-0.8905581534175704,0.0
2018-10-03,-0.6664333566643336,-1.342765723427657,-0.15893410658934107,1.0,-0.9442055794420557,-0.8871612838716129,0.0
2018-10-04,-0.6659162539396668,-1.3449397168442643,-0.15963780079043474,1.0,-0.9433188253539446,-0.8889389164040221,0.0
2018-10-05,-0.6463036963036963,-1.3384115884115886,-0.13626373626373625,1.0,-0.9625874125874126,-0.9114385614385615,0.0
2018-10-08,-0.643686755396042,-1.3343302926075469,-0.13179801605104433,1.0,-0.9649568815113903,-0.9100244255022182,0.0
2018-10-09,-0.642590100194407,-1.334928468172075,-0.12880713822840337,1.0,-0.9664523204227107,-0.9119684960869348,0.0
2018-10-10,-0.6458707360861758,-1.3333832036704567,-0.13200678236584878,1.0,-0.9687811689607021,-0.9069918212647118,0.0
2018-10-11,-0.5753211366290385,-1.351109381082133,-0.021701050992604127,1.0,-0.9668158816660178,-0.950759050214091,0.0
2018-10-12,-0.5950843373493977,-1.350698795180723,-0.013542168674698795,1.0,-0.9412048192771085,-0.9187469879518073,0.0
2018-10-15,-0.5929851609173251,-1.355897089998073,-0.006937752938909232,1.0,-0.9424262863750241,-0.919589516284448,0.0
2018-10-16,-0.5907579627041873,-1.3651520262130776,-0.0,1.0,-0.9428998217125235,-0.9196260781573748,0.0
2018-10-17,-0.563562331329009,-1.3155627100989535,-0.0,1.0,-0.9318687562141943,-0.923630509919038,0.0
2018-10-18,-0.5628195417534557,-1.3141923878053399,-0.0,1.0,-0.9332039386479832,-0.9236886953228555,0.0
2018-10-19,-0.5406547982526188,-1.2998262013246278,-0.0,1.0,-0.9347080651979895,-0.9220254591573113,0.0
2018-10-22,-0.5409897642971171,-1.2956146117006293,-0.0,1.0,-0.9356747112404921,-0.922997464550662,0.0
2018-10-23,-0.5352458242898934,-1.3025384542795133,-0.0,1.0,-0.948192884778711,-0.9323865244880627,0.0
2018-10-24,-0.5327864988450478,-1.2976005279781266,-0.0,1.0,-0.9488992598878045,-0.9348041295432046,0.0
2018-10-25,-0.49079866660578114,-1.2395086533631674,-0.0,1.0,-0.944152701036577,-0.8919585369194941,0.0
2018-10-26,-0.4786111991308678,-1.2246163596034585,-0.0,1.0,-0.9419673170069259,-0.881490199628808,0.0
2018-10-29,-0.44867691475454174,-1.2400937654961006,-0.0,1.0,-0.928909525312176,-0.8902312581706712,0.0
2018-10-30,-0.45378264988496414,-1.240943745206839,-0.0,1.0,-0.9295348942121171,-0.8869490684350612,0.0
2018-10-31,-0.4629845656855707,-1.2099784637473079,-0.0,1.0,-0.9311288585786073,-0.8826274228284279,0.0
2018-11-01,-0.436687292619496,-1.2318626132185453,-0.0,1.0,-0.9310824141332616,-0.8842704690162317,0.0
2018-11-02,-0.4370569762225214,-1.2333333333333334,-0.0,1.0,-0.9310004486316735,-0.8849259757738898,0.0
2018-11-05,-0.4257384358164592,-1.3576072821846554,-0.0,1.0,-0.9884358164592234,-0.8724224410180196,0.0
2018-11-06,-0.4284321463391987,-1.358883885045731,-0.0,1.0,-0.9861182041877525,-0.8693068387576024,0.0
2018-11-07,-0.4294802825466623,-1.3736258595686954,-0.0,1.0,-0.9944332694016934,-0.8803854610094962,0.0
2018-11-08,-0.38482258963403304,-1.3818502693665242,-0.0,1.0,-0.9836057960245216,-0.8939717629574586,0.0
2018-11-09,-0.38467610866032037,-1.3813791502205712,-0.0,1.0,-0.9838402600417924,-0.8937079173438588,0.0
2018-11-12,-0.38297970692922845,-1.362409282115287,-0.0,1.0,-0.9885360329126798,-0.8886423519622798,0.0
2018-11-13,-0.354367152414994,-1.3597287141416918,-0.0,1.0,-0.9876271652460819,-0.8807625332233526,0.0
2018-11-14,-0.35236646850085257,-1.3706622424996546,-0.0,1.0,-0.9957140882068298,-0.8897645052767409,0.0
2018-11-15,-0.3510270020770829,-1.3732748672974844,-0.0,1.0,-0.9969074544195707,-0.8944841910916224,0.0
2018-11-16,-0.3458387037378015,-1.3600626035720862,-0.0,1.0,-0.9953047320935371,-0.9020438225004603,0.0
2018-11-19,-0.34746386817637853,-1.359385068581423,-0.0,1.0,-0.9942925527018318,-0.901592561907392,0.0
2018-11-20,-0.2769879849582684,-1.3529762450701641,-0.0,1.0,-1.0100431074016325,-0.9458864532697423,0.0
2018-11-21,-0.28060528946650914,-1.3454966827228938,-0.0,1.0,-1.0045442152140325,-0.9135690266291011,0.0
2018-11-23,-0.2816230200154314,-1.3360413924567696,-0.0,1.0,-1.00721644805519,-0.913765715063768,0.0
2018-11-26,-0.2802002730996814,-1.3538916704597177,-0.0,1.0,-1.0060537096040054,-0.9115157032316795,0.0
2018-11-27,-0.2598147128967162,-1.387451843698404,-0.0,1.0,-1.0188497523390203,-0.9201981287837094,0.0
2018-11-28,-0.25828818073284965,-1.3993020479382863,-0.0,1.0,-1.0154743318945725,-0.9187712370281935,0.0
2018-11-29,-0.23372082462991556,-1.382481155208428,-0.0,1.0,-1.0066751430387795,-0.9180365089455998,0.0
2018-11-30,-0.23215586307356154,-1.3858794610342318,-0.0,1.0,-1.0087399854333576,-0.9253459577567371,0.0
2018-12-03,-0.2317389523506121,-1.385746142993674,-0.0,1.0,-1.0084649342374732,-0.925044372639148,0.0
2018-12-04,-0.22406281201779066,-1.3881274394118182,-0.0,1.0,-1.0041299809385495,-0.922165743850413,0.0
2018-12-06,-0.36395460448308964,-1.528936818926091,-0.0,1.0,-1.4991248376715038,-1.2541923098639265,0.0
2018-12-07,-0.3569650333823695,-1.533948172456716,-0.0,1.0,-1.5044132624193731,-1.2627588548149824,0.0
2018-12-10,-0.3164021164021164,-1.5284878863826235,-0.0,1.0,-1.4933444722918408,-1.2312447786131997,0.0
2018-12-11,-0.31978168857206507,-1.52712185341947,-0.0,1.0,-1.4935954555580306,-1.2286143907329026,0.0
