Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WSM
2018-09-24,-0.6171000234246896,-1.3201218083860387,-0.11136097446708831,-0.8403373155305692,-0.7960178027641134,0.0,1.0
2018-09-25,-0.6175354784319236,-1.319048288136387,-0.112500585452672,-0.8395391316565968,-0.7949510561566202,0.0,1.0
2018-09-26,-0.6176002248032971,-1.3191738478831023,-0.11254215061820907,-0.8394529786436868,-0.7946328212813788,0.0,1.0
2018-09-27,-0.6232203072311727,-1.307605844885725,-0.11628887223679282,-0.8409048332708879,-0.7953821656050957,0.0,1.0
2018-09-28,-0.6200609327396296,-1.3116943988750878,-0.11731895945629248,-0.841621748300914,-0.7964377782985703,0.0,1.0
2018-10-01,-0.6202662167229097,-1.3110704911886013,-0.11764154480689915,-0.8415823022122235,-0.7963535808023997,0.0,1.0
2018-10-02,-0.6203065672901139,-1.3120986265410397,-0.11807996999953126,-0.841138142783481,-0.7959968124501945,0.0,1.0
2018-10-03,-0.6232068105921641,-1.3245378862706365,-0.12031419030149099,-0.8415408494426415,-0.7938478905037393,0.0,1.0
2018-10-04,-0.6273154677950165,-1.3166901739539256,-0.12139163140573578,-0.8467795016455101,-0.789280677009873,0.0,1.0
2018-10-05,-0.6135778786319188,-1.3109062836288774,-0.10517943199363683,-0.852617788798952,-0.7965657605389979,0.0,1.0
2018-10-08,-0.6119221411192215,-1.3086281115478196,-0.0974639715515628,-0.8624368332397531,-0.7985682201010668,0.0,1.0
2018-10-09,-0.6094430652489577,-1.3113026371258605,-0.08904398332474588,-0.8681905475666306,-0.8060799100660452,0.0,1.0
2018-10-10,-0.6097893548993794,-1.3194470566108707,-0.08548053413579086,-0.8720613127703591,-0.8150742900131653,0.0,1.0
2018-10-11,-0.5341872549913392,-1.325690582550825,-0.0,-0.8557753669432036,-0.8426474610265293,0.0,1.0
2018-10-12,-0.5493916178458765,-1.3228931951329428,-0.0,-0.826408292023434,-0.8078413699864805,0.0,1.0
2018-10-15,-0.5186483328839759,-1.3501393007998563,-0.0,-0.8184146670261526,-0.8064168239417634,0.0,1.0
2018-10-16,-0.513438202247191,-1.3589662921348316,-0.0,-0.8169887640449438,-0.8049887640449438,0.0,1.0
2018-10-17,-0.4821176885130374,-1.3026338971106415,-0.0,-0.8067300916138125,-0.8130725863284003,0.0,1.0
2018-10-18,-0.4840019418332671,-1.308089500860585,-0.0,-0.8062579990290832,-0.8149079835826823,0.0,1.0
2018-10-19,-0.4636065573770492,-1.2942513661202184,-0.0,-0.803672131147541,-0.8100546448087431,0.0,1.0
2018-10-22,-0.465312732525058,-1.2990326957587428,-0.0,-0.8030375979340832,-0.8095592419135992,0.0,1.0
2018-10-23,-0.4662173989147558,-1.2987922282513567,-0.0,-0.8020304568527918,-0.808944512515316,0.0,1.0
2018-10-24,-0.46376114705368077,-1.2942822171708341,-0.0,-0.802281867459346,-0.8110246546599056,0.0,1.0
2018-10-25,-0.4182583087925957,-1.2296171644930585,-0.0,-0.7963819941102229,-0.762726125368111,0.0,1.0
2018-10-26,-0.3960453620238441,-1.2096955094919621,-0.0,-0.7992356582062892,-0.7490549578365804,0.0,1.0
2018-10-29,-0.3663661179584747,-1.2260732897675573,-0.0,-0.7859210852841426,-0.7576309041277195,0.0,1.0
2018-10-30,-0.35828854898718476,-1.2258371227780074,-0.0,-0.785944605208764,-0.7638693675072343,0.0,1.0
2018-10-31,-0.35881744883192057,-1.2257184205085796,-0.0,-0.7861070911722142,-0.76410998552822,0.0,1.0
