Date,CLR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4279743787761777,-1.2105119701994276,-0.023849543451596785,-0.9231817562349521,-0.957252532594376,0.0
2018-09-25,1.0,-0.45526461880088825,-1.2290433012583273,-0.04348630643967432,-0.9368523316062176,-0.9615562546262029,0.0
2018-09-26,1.0,-0.4629982789897205,-1.2411274943020607,-0.0520954462998279,-0.9408809712079632,-0.9543234569049723,0.0
2018-09-27,1.0,-0.46577761256447187,-1.232284745132661,-0.05450490218856001,-0.9404767436457413,-0.9535802239672878,0.0
2018-09-28,1.0,-0.4646192445291084,-1.232913627282442,-0.0552896900989639,-0.940064117455745,-0.9533522278492775,0.0
2018-10-01,1.0,-0.4643422400148962,-1.2378735685690345,-0.05637277720882599,-0.9409738385625174,-0.9554976259193743,0.0
2018-10-02,1.0,-0.47508321222633726,-1.203834794430641,-0.07200787586142235,-0.961230134545966,-0.9758567343303174,0.0
2018-10-03,1.0,-0.4745127436281859,-1.1939186656671665,-0.07088643178410794,-0.9642991004497752,-0.9815404797601199,0.0
2018-10-04,1.0,-0.47467316433156836,-1.194039642003655,-0.07164612717304719,-0.9637786420505131,-0.9816784593036878,0.0
2018-10-05,1.0,-0.47028520582587924,-1.1980517960005619,-0.06237999344354424,-0.96749871212476,-0.9849669835620288,0.0
2018-10-08,1.0,-0.4682094436652641,-1.1951846657316503,-0.05970079476390837,-0.9682561944834034,-0.9837774661056569,0.0
2018-10-09,1.0,-0.47786238014664406,-1.2025756721188192,-0.0730400451212634,-0.9678040985147585,-0.9788964090994549,0.0
2018-10-10,1.0,-0.47829355384326255,-1.201559857169705,-0.07357639541439578,-0.9680981018605526,-0.9767900770531855,0.0
2018-10-11,1.0,-0.4300214896438206,-1.189931873256824,-0.017511773581454896,-0.9514882721411916,-0.9833112340542272,0.0
2018-10-12,1.0,-0.43075811622341625,-1.1811983564365376,-0.00898541563191403,-0.9324061949699733,-0.9619361538808868,0.0
2018-10-15,1.0,-0.4193969985127766,-1.1930686376132318,-0.0,-0.9313623867682185,-0.9629546171526432,0.0
2018-10-16,1.0,-0.40904363554148765,-1.21817770743839,-0.0,-0.9316301153063531,-0.962966312457608,0.0
2018-10-17,1.0,-0.37656903765690375,-1.1631799163179917,-0.0,-0.929493456779133,-0.9818837354224161,0.0
2018-10-18,1.0,-0.37922414177938485,-1.1712423552519977,-0.0,-0.9289317441185662,-0.9846435426989867,0.0
2018-10-19,1.0,-0.3599025254762959,-1.159503766061143,-0.0,-0.9283562250775365,-0.982853345148427,0.0
2018-10-22,1.0,-0.3599805128659374,-1.1498737765180036,-0.0,-0.9325036538376367,-0.9865361619203685,0.0
2018-10-23,1.0,-0.3559472539182169,-1.1531323535941038,-0.0,-0.9393952848199617,-0.9914753807219286,0.0
2018-10-24,1.0,-0.3549407466809231,-1.1631471086162344,-0.0,-0.9432861088835428,-0.9937182571504946,0.0
2018-10-25,1.0,-0.30873987243578693,-1.1026547147043613,-0.0,-0.9454404413032236,-0.952766764350974,0.0
2018-10-26,1.0,-0.2850748177516306,-1.084878714243083,-0.0,-0.9525941083685041,-0.9405721106705887,0.0
2018-10-29,1.0,-0.2585160989267382,-1.0951512323420862,-0.0,-0.9412463411530141,-0.9471429177448776,0.0
2018-10-30,1.0,-0.30255106437990176,-1.1150133586141515,-0.0,-0.9588899422563131,-0.9328190985090064,0.0
2018-10-31,1.0,-0.3034518289541474,-1.1054868624420402,-0.0,-0.955564142194745,-0.9288167611196978,0.0
2018-11-01,1.0,-0.28027963630125236,-1.1240349974266597,-0.0,-0.9549665465774575,-0.9296191456510551,0.0
2018-11-02,1.0,-0.29251090023082843,-1.077797725912627,-0.0,-0.9777293323074292,-0.9265196204154911,0.0
2018-11-05,1.0,-0.30425972234198495,-1.0641114081227903,-0.0,-0.9869793912218677,-0.9561093386220575,0.0
2018-11-06,1.0,-0.30587525324367426,-1.0647010647010646,-0.0,-0.9856028277080908,-0.9543514806672702,0.0
2018-11-07,1.0,-0.3049489598139295,-1.064737046129991,-0.0,-0.983761898608778,-0.9537407933841582,0.0
2018-11-08,1.0,-0.2811565729905185,-1.0618860510805501,-0.0,-0.9728794738190826,-0.9550269069787307,0.0
2018-11-09,1.0,-0.2874790169155942,-1.0723539792536478,-0.0,-0.9793827745017862,-0.9650066715447855,0.0
2018-11-12,1.0,-0.2885492897115799,-1.0460611278519156,-0.0,-1.0028842014636246,-0.9672836848902282,0.0
2018-11-13,1.0,-0.2680840142019934,-1.0420926551738887,-0.0,-1.0034649441758994,-0.9640672455832655,0.0
2018-11-14,1.0,-0.265871306744767,-1.054440520285985,-0.0,-1.0126195193384444,-0.9740718408131622,0.0
2018-11-15,1.0,-0.2646793134598013,-1.0562223082548285,-0.0,-1.0173785864842775,-0.9633070933883942,0.0
2018-11-16,1.0,-0.2655141272093924,-1.0552186814604567,-0.0,-1.0166430138046705,-0.9631445404893992,0.0
2018-11-19,1.0,-0.2674578603371173,-1.0544805641554869,-0.0,-1.0153938768489852,-0.9626332989336086,0.0
2018-11-20,1.0,-0.2179059829059829,-1.0447008547008547,-0.0,-1.0222222222222221,-0.9887179487179487,0.0
2018-11-21,1.0,-0.21460506706408344,-1.0418565041515861,-0.0,-1.0209921226314669,-0.9805833510751543,0.0
2018-11-23,1.0,-0.21440786660966224,-1.0578452330055579,-0.0,-1.0201368106028217,-0.982941427960667,0.0
2018-11-26,1.0,-0.2162359405855585,-1.0555507856100284,-0.0,-1.0295355027045592,-0.9916287455997252,0.0
2018-11-27,1.0,-0.20456195805390628,-1.058604929306736,-0.0,-1.023236939900047,-0.9850924778950065,0.0
