Date,EXC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23894308173122453,-0.4348896675821574,-0.0,-0.41320200776588695,-0.2806136944786438,0.0
2018-09-25,1.0,-0.23730542900531512,-0.43728644646924836,-0.0,-0.4149819665907365,-0.28324316628701596,0.0
2018-09-26,1.0,-0.23566301833702935,-0.43858645110522926,-0.0,-0.41834179841190355,-0.29191406156854327,0.0
2018-09-27,1.0,-0.2351846106112318,-0.44060717439557034,-0.0,-0.4186018759397599,-0.29229814554046635,0.0
2018-09-28,1.0,-0.2395611240207939,-0.44079246819826073,-0.0,-0.42093285101693695,-0.2943008408595453,0.0
2018-10-01,1.0,-0.2399507496197581,-0.4505444098404191,-0.0,-0.4244465367808599,-0.29926848699934816,0.0
2018-10-02,1.0,-0.23950128062629875,-0.4549122891799159,-0.0,-0.42345237519934276,-0.29843425312907745,0.0
2018-10-03,1.0,-0.23950150324895744,-0.4444525264280865,-0.0,-0.43094753176219575,-0.3096935311802929,0.0
2018-10-04,1.0,-0.25100372111241676,-0.4406825303564434,-0.0,-0.44817371719545634,-0.3082403055229142,0.0
2018-10-05,1.0,-0.23770771404902294,-0.432288874811169,-0.0,-0.45302373178695,-0.3134837483553433,0.0
2018-10-08,1.0,-0.2352294921875,-0.43098144531249993,-0.0,-0.4602783203125,-0.31491699218749997,0.0
2018-10-09,1.0,-0.23254621376767357,-0.43088080877145857,-0.0,-0.461527191033186,-0.3170130155551757,0.0
2018-10-10,1.0,-0.23315189533549754,-0.4302033244648392,-0.0,-0.46186140740559933,-0.31565329883570503,0.0
2018-10-11,1.0,-0.19078838370689452,-0.41577714136943505,-0.0,-0.44588293768194837,-0.314383091524461,0.0
2018-10-12,1.0,-0.18921582429959172,-0.4107419400253414,-0.0,-0.44072926932282136,-0.30573935895630955,0.0
2018-10-15,1.0,-0.17694953323506704,-0.42004164619452045,-0.0,-0.4380103413584146,-0.30469572541587703,0.0
2018-10-16,1.0,-0.17427521819500666,-0.4244799588178861,-0.0,-0.437208975828907,-0.30392868006645296,0.0
2018-10-17,1.0,-0.16252592763309517,-0.40142890066835674,-0.0,-0.4335561189214105,-0.30716755012675734,0.0
2018-10-18,1.0,-0.1638174005452109,-0.4053966640484221,-0.0,-0.4327496188143972,-0.3082520907452756,0.0
2018-10-19,1.0,-0.15223518089957153,-0.39541278097289373,-0.0,-0.43612950530440164,-0.30756364136287606,0.0
2018-10-22,1.0,-0.15319779558190152,-0.3851016533135739,-0.0,-0.4534571388876025,-0.32380864168943635,0.0
2018-10-23,1.0,-0.14965828257938538,-0.3878608954391185,-0.0,-0.4592263703565949,-0.3278627551257613,0.0
2018-10-24,1.0,-0.14837511606313836,-0.38472609099350047,-0.0,-0.45970287836583096,-0.3284586815227483,0.0
2018-10-25,1.0,-0.11798111572321306,-0.3564065137070656,-0.0,-0.4925420790950144,-0.3138028554486156,0.0
2018-10-26,1.0,-0.09940231347862646,-0.3519760016362521,-0.0,-0.5090107492670954,-0.3121832602322569,0.0
2018-10-29,1.0,-0.08877839303876145,-0.35382529099333254,-0.0,-0.5046219911854447,-0.3129167137529664,0.0
2018-10-30,1.0,-0.07501415147741425,-0.35602852937846713,-0.0,-0.5070757387071211,-0.3261179667157251,0.0
2018-10-31,1.0,-0.07741949991005577,-0.3440366972477064,-0.0,-0.5047670444324519,-0.3223826227738802,0.0
2018-11-01,1.0,-0.05566582461205342,-0.3655043305665825,-0.0,-0.5079393720678456,-0.32637134608444607,0.0
2018-11-02,1.0,-0.060765797088445754,-0.34317310064825823,-0.0,-0.516004575940423,-0.32318700791817145,0.0
2018-11-05,1.0,-0.06095071449402158,-0.3428000987056105,-0.0,-0.5160060120690042,-0.3235749377481661,0.0
2018-11-06,1.0,-0.05675261449693473,-0.34191309051568697,-0.0,-0.5228543094121889,-0.33235665344392357,0.0
2018-11-07,1.0,-0.05641891891891892,-0.3418018018018018,-0.0,-0.5220045045045045,-0.3320045045045045,0.0
2018-11-08,1.0,-0.042780271060798895,-0.34023265679773146,-0.0,-0.5165561435237904,-0.3332216937950745,0.0
2018-11-09,1.0,-0.04253181513730744,-0.3402098682741683,-0.0,-0.5168117883456128,-0.333087742799732,0.0
2018-11-12,1.0,-0.04228673117562006,-0.32694917139361585,-0.0,-0.5237904571237905,-0.33139806473139805,0.0
2018-11-13,1.0,-0.01816813826373675,-0.3266502910000221,-0.0,-0.535395782159375,-0.33271371351435086,0.0
2018-11-14,1.0,-0.01892220869757663,-0.326170189222087,-0.0,-0.5355759654752683,-0.33243332964479366,0.0
2018-11-15,1.0,-0.018224443756358653,-0.3258946344052727,-0.0,-0.536095014818419,-0.33149024638386343,0.0
2018-11-16,1.0,-0.017280953431913486,-0.3222908850143456,-0.0,-0.5346943279629222,-0.3327521518428603,0.0
2018-11-19,1.0,-0.01631850903148876,-0.3229474892902884,-0.0,-0.5356180718102725,-0.33328180894757764,0.0
2018-11-20,1.0,-0.0,-0.31300607842706984,-0.0,-0.5357793333479625,-0.34559259177985996,0.0
2018-11-21,1.0,-0.0,-0.30898741630863846,-0.0,-0.5348832137482826,-0.33698994613220506,0.0
2018-11-23,1.0,-0.0,-0.29690843194620326,-0.0,-0.5449325356971312,-0.341469804812017,0.0
2018-11-26,1.0,-0.0,-0.29773674676444273,-0.0,-0.5441192518387569,-0.34066653571662414,0.0
2018-11-27,1.0,-0.0,-0.2964958397601616,-0.0,-0.5396580565271231,-0.33631682996241663,0.0
2018-11-28,1.0,-0.0,-0.2925551570481469,-0.0,-0.5427018802304098,-0.3384197369851103,0.0
2018-11-29,1.0,-0.0,-0.2814241153060127,-0.0,-0.5333118210175325,-0.33649564375605034,0.0
2018-11-30,1.0,-0.0,-0.28126747838058774,-0.0,-0.5333433721980811,-0.33657445252334034,0.0
2018-12-03,1.0,-0.0,-0.282876003106394,-0.0,-0.5356588143929588,-0.33868323410130297,0.0
2018-12-04,1.0,-0.0,-0.28327454185666356,-0.0,-0.5315538157102296,-0.3360793254753506,0.0
2018-12-06,1.0,-0.0,-0.23619291148791685,-0.0,-0.5414474649451909,-0.318312338873635,0.0
2018-12-07,1.0,-0.0,-0.23599061150928372,-0.0,-0.5416404711010521,-0.3180141665618844,0.0
2018-12-10,1.0,-0.0,-0.23297951737291647,-0.0,-0.5371714072476989,-0.3029894684468032,0.0
2018-12-11,1.0,-0.0,-0.23305620633176455,-0.0,-0.5375572740654739,-0.3026558580225157,0.0
2018-12-12,1.0,-0.0,-0.2332593683250036,-0.0,-0.537172601148877,-0.3033325729453972,0.0
2018-12-13,1.0,-0.0,-0.2308457299133966,-0.0,-0.5390129697924004,-0.3019931214519538,0.0
2018-12-14,1.0,-0.0,-0.22699691428334748,-0.0,-0.5416571748089548,-0.30231739391554663,0.0
2018-12-17,1.0,-0.0,-0.2233884604280942,-0.0,-0.5296119107518457,-0.30911040541097873,0.0
2018-12-18,1.0,-0.0,-0.2308204360126477,-0.0,-0.537610251289732,-0.3118031286403728,0.0
2018-12-19,1.0,-0.0,-0.23095168740377015,-0.0,-0.5375972701926678,-0.31209687486995963,0.0
2018-12-20,1.0,-0.0,-0.22371091323255332,-0.0,-0.5385379995858356,-0.3085524953406502,0.0
2018-12-21,1.0,-0.0,-0.22254257882488623,-0.0,-0.5403958234652059,-0.2964969005498692,0.0
2018-12-24,1.0,-0.0,-0.20610967979389033,-0.0,-0.5335541651331125,-0.30509548930601565,0.0
2018-12-26,1.0,-0.0,-0.2094081308957342,-0.0,-0.5575173219801319,-0.32006010518407213,0.0
2018-12-27,1.0,-0.0,-0.18762253168138732,-0.0,-0.5140772480142289,-0.31944135658993067,0.0
2018-12-28,1.0,-0.0,-0.1877487524496434,-0.0,-0.5137483079782613,-0.3188274036810312,0.0
2018-12-31,1.0,-0.0,-0.18737624762597488,-0.0,-0.5139208792985008,-0.31914979593486076,0.0
2019-01-02,1.0,-0.0,-0.18708973763406112,-0.0,-0.5135828401769303,-0.3190806083496597,0.0
2019-01-03,1.0,-0.0,-0.19125183016105418,-0.0,-0.5385350577517488,-0.3037253945013828,0.0
2019-01-04,1.0,-0.0,-0.19229758415040937,-0.0,-0.5243909835237037,-0.30494288891135146,0.0
2019-01-07,1.0,-0.0,-0.17672808309124913,-0.0,-0.5193799992041067,-0.29362489553901866,0.0
2019-01-08,1.0,-0.0,-0.17039361321841365,-0.0,-0.5233347896890018,-0.29223100448822337,0.0
2019-01-09,1.0,-0.0,-0.1737383382069185,-0.0,-0.5240993813530663,-0.2913807165164807,0.0
2019-01-10,1.0,-0.0,-0.17137967403633758,-0.0,-0.5279496925434319,-0.2906807824719906,0.0
2019-01-11,1.0,-0.0,-0.17082825213410366,-0.0,-0.5317566622018752,-0.2965754383159073,0.0
2019-01-14,1.0,-0.0,-0.1718054640882875,-0.0,-0.5287672873136562,-0.29507673272266455,0.0
2019-01-15,1.0,-0.0,-0.17626404494382023,-0.0,-0.5286717495987159,-0.3014847512038523,0.0
2019-01-16,1.0,-0.0,-0.1791191782749402,-0.0,-0.5314478682988604,-0.299523608514744,0.0
2019-01-17,1.0,-0.0,-0.1805975226622376,-0.0,-0.5271846797270526,-0.29331839193164305,0.0
2019-01-18,1.0,-0.0,-0.1813142511590405,-0.0,-0.5261842370489821,-0.3082039911308204,0.0
2019-01-22,1.0,-0.0,-0.09605925925925926,-0.0,-0.6558617283950617,-0.22338765432098764,0.0
2019-01-23,1.0,-0.0,-0.059895833333333336,-0.0,-0.6631944444444445,-0.24976325757575757,0.0
2019-01-24,1.0,-0.0,-0.05985623444843793,-0.0,-0.6643034874995063,-0.2506418104980449,0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.7832245742479707,-0.20627088970237148,0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.7807081855469912,-0.20078467117126045,0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.7840119165839127,-0.20208540218470705,0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.7812084268212776,-0.2043762285805055,0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.7721805856509553,-0.21577241914001152,0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.7718457223559365,-0.2173134684621964,0.0
2019-02-04,1.0,-0.0,-0.0,-0.0,-0.7758901929580266,-0.21336781380545053,0.0
2019-02-05,1.0,-0.0,-0.0,-0.0,-0.7672418940705797,-0.2231643478433948,0.0
2019-02-06,1.0,-0.0,-0.0,-0.0,-0.761246086163846,-0.22044310570330153,0.0
2019-02-07,1.0,-0.0,-0.0,-0.0,-0.7612339514978602,-0.22004279600570617,0.0
2019-02-08,1.0,-0.0,-0.0,-0.0,-0.7777449357610151,-0.19279577520296365,0.0
2019-02-11,1.0,-0.0,-0.0,-0.0,-0.7679726282063959,-0.2097779008365801,0.0
2019-02-12,1.0,-0.0,-0.0,-0.0,-0.7570295743885401,-0.2106609472462171,0.0
2019-02-13,1.0,-0.0,-0.0,-0.0,-0.7550639501758384,-0.2096111907896029,0.0
2019-02-14,1.0,-0.0,-0.0,-0.0,-0.7598526050287696,-0.21066840072515172,0.0
2019-02-15,1.0,-0.0,-0.0,-0.0,-0.7600678086377165,-0.2111135203327354,0.0
2019-02-19,1.0,-0.0,-0.0,-0.0,-0.7540388989098893,-0.20659163987138263,0.0
2019-02-20,1.0,-0.0,-0.0,-0.0,-0.7460711493354182,-0.20858092259577793,0.0
2019-02-21,1.0,-0.0,-0.008858363739244111,-0.0,-0.7437708532516438,-0.19855222337125128,0.0
2019-02-22,1.0,-0.0,-0.017112632233976355,-0.0,-0.7351820161792159,-0.1923226509023024,0.0
2019-02-25,1.0,-0.0,-0.015114235500878734,-0.0,-0.7424721734036321,-0.19515719586018357,0.0
2019-02-26,1.0,-0.0,-0.017807924624196104,-0.0,-0.7442187774889067,-0.192720448814434,0.0
2019-02-27,1.0,-0.0,-0.016365876072971863,-0.0,-0.7462213792698902,-0.19271454549009637,0.0
2019-02-28,1.0,-0.0,-0.01198740637894284,-0.0,-0.7401881221033694,-0.20335569157361597,0.0
2019-03-01,1.0,-0.0,-0.012887958852404516,-0.0,-0.744959223984511,-0.1978370132790957,0.0
2019-03-04,1.0,-0.0,-0.00409300875124252,-0.0,-0.7498002221919036,-0.19517804588067905,0.0
2019-03-05,1.0,-0.0,-0.0019535065442469234,-0.0,-0.7535260793123657,-0.19800742332486815,0.0
2019-03-06,1.0,-0.0,-0.0016799171761764304,-0.0,-0.753989803293419,-0.19772234485183524,0.0
2019-03-07,1.0,-0.0,-0.0,-0.0,-0.7595407944489924,-0.1895684715237984,0.0
2019-03-08,1.0,-0.0,-0.0,-0.0,-0.7905142991644108,-0.170962300419756,0.0
2019-03-11,1.0,-0.0,-0.0,-0.0,-0.7876767557574684,-0.17900761106849963,0.0
2019-03-12,1.0,-0.0,-0.0,-0.0,-0.7906681479130298,-0.1931439454054912,0.0
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.7969067644596803,-0.1961773029856101,0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.7968921207291563,-0.19533818109373444,0.0
2019-03-15,1.0,-0.0,-0.0,-0.0,-0.796997428075842,-0.19672229200311023,0.0
2019-03-18,1.0,-0.0,-0.0,-0.0,-0.795629332214698,-0.2019336409580312,0.0
2019-03-19,1.0,-0.0,-0.0,-0.0,-0.7989997999599919,-0.20142028405681137,0.0
2019-03-20,1.0,-0.0,-0.0,-0.0,-0.8037527904591436,-0.2073889346982282,0.0
2019-03-21,1.0,-0.0,-0.0,-0.0,-0.8112585444310414,-0.1991958182549256,0.0
2019-03-22,1.0,-0.0,-0.0,-0.0,-0.8203186686372563,-0.20425971291478548,0.0
2019-03-25,1.0,-0.0,-0.0,-0.0,-0.8301738710456412,-0.18224261450535298,0.0
2019-03-26,1.0,-0.0,-0.0,-0.0,-0.8316208891226082,-0.1909510133085231,0.0
2019-03-27,1.0,-0.0,-0.0,-0.0,-0.8321579404692142,-0.1885747772142179,0.0
2019-03-28,1.0,-0.0,-0.0,-0.0,-0.8118847683715698,-0.19701474546988632,0.0
2019-03-29,1.0,-0.0,-0.0,-0.0,-0.8085406101585769,-0.20385575142880144,0.0
2019-04-01,1.0,-0.0,-0.0,-0.0,-0.8082128328029967,-0.20570346799854997,0.0
2019-04-02,1.0,-0.0,-0.0,-0.0,-0.821290944123314,-0.18577392421323058,0.0
2019-04-03,1.0,-0.0,-0.0,-0.0,-0.8265558166154587,-0.18159728497700664,0.0
2019-04-04,1.0,-0.0,-0.0,-0.0,-0.8332226849337115,-0.1785663990987185,0.0
2019-04-05,1.0,-0.0,-0.0,-0.0,-0.8380586353301004,-0.17413525967362214,0.0
2019-04-08,1.0,-0.0,-0.0,-0.0,-0.8382994990242036,-0.1736313703398185,0.0
2019-04-09,1.0,-0.0,-0.0,-0.0,-0.8639618618497807,-0.14754395140201954,0.0
2019-04-10,1.0,-0.0,-0.0,-0.0,-0.8630797997466675,-0.1474958280555723,0.0
2019-04-11,1.0,-0.0,-0.0,-0.0,-0.8655071880969136,-0.14516939780838442,0.0
2019-04-12,1.0,-0.0,-0.0,-0.0,-0.8627167339722339,-0.1464046772346453,0.0
2019-04-15,1.0,-0.0,-0.0,-0.0,-0.8595405117485075,-0.15048943739824325,0.0
2019-04-16,1.0,-0.0,-0.0,-0.0,-0.8588788237893427,-0.14965754112519333,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.8952053408861015,-0.12785757637062514,0.0
2019-04-18,1.0,-0.0,-0.0,-0.0,-0.8866917384447409,-0.13522584819442757,0.0
2019-04-22,1.0,-0.0,-0.0,-0.0,-0.8900781964049964,-0.14099725804813648,0.0
2019-04-23,1.0,-0.0,-0.0,-0.0,-0.8894913189156259,-0.14117169255762005,0.0
2019-04-24,1.0,-0.0,-0.0,-0.0,-0.8789838523877851,-0.14199389664719791,0.0
2019-04-25,1.0,-0.0,-0.0,-0.0,-0.881862725410659,-0.12625005020281937,0.0
2019-04-26,1.0,-0.0,-0.0,-0.0,-0.8886552518273755,-0.11396815860618804,0.0
2019-04-29,1.0,-0.0,-0.0,-0.0,-0.8869175160702486,-0.11560566313555079,0.0
2019-04-30,1.0,-0.0,-0.0,-0.0,-0.8920522896784024,-0.11294009142673832,0.0
2019-05-01,1.0,-0.0,-0.0,-0.0,-0.8918504469239927,-0.12586509553883093,0.0
2019-05-02,1.0,-0.0,-0.0,-0.0,-0.8850565428109856,-0.13432956381260097,0.0
2019-05-03,1.0,-0.0,-0.0,-0.0,-0.8841905454251733,-0.13515478281940996,0.0
2019-05-06,1.0,-0.0,-0.0,-0.0,-0.8814348799225697,-0.1349787268364487,0.0
2019-05-07,1.0,-0.0,-0.0,-0.0,-0.8858973581549532,-0.13540719180158872,0.0
2019-05-08,1.0,-0.0,-0.0,-0.0,-0.8604576151597622,-0.15548835802842456,0.0
2019-05-09,1.0,-0.0,-0.0,-0.0,-0.8528070387859709,-0.16519352625418737,0.0
2019-05-10,1.0,-0.0,-0.0,-0.0,-0.8554632355906909,-0.16123502601540754,0.0
2019-05-13,1.0,-0.0,-0.0,-0.0,-0.8591774069734557,-0.16094299220233527,0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-0.8530413527808943,-0.15046481807982048,0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-0.8645766516998076,-0.1399334509300834,0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-0.8628623006719487,-0.14295456824791897,0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-0.8500962078088672,-0.15425318688366874,0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-0.8465457306109402,-0.15129659967235387,0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-0.8444235989142583,-0.151405077438927,0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-0.8382282996432817,-0.14353943717796272,0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-0.8505397176861333,-0.12646791348701117,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-0.8515290730918627,-0.12021610111008144,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-0.8510923574414385,-0.12067197728527485,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-0.8467199368649501,-0.12625036993193253,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-0.8508964399375359,-0.12579809840083814,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-0.8395936082067469,-0.13318208719668573,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-0.8473406653727773,-0.11307808425964044,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-0.8322628798145857,-0.13187201697012552,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-0.8400124503929655,-0.10536145047078048,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-0.8637412491689156,-0.09175173061128712,0.0
2019-06-07,1.0,-0.0,-0.0,-0.0,-0.8611105678017485,-0.09482269642263384,0.0
2019-06-10,1.0,-0.0,-0.0,-0.0,-0.8532965743782263,-0.10196699515094634,0.0
2019-06-11,1.0,-0.0,-0.0,-0.0,-0.8675709581307826,-0.09259840050180336,0.0
2019-06-12,1.0,-0.0,-0.0,-0.0,-0.8710417892878163,-0.09089660584657641,0.0
2019-06-13,1.0,-0.0,-0.0,-0.014888977002379065,-0.8845757335448058,-0.08308881839809676,0.0
2019-06-14,1.0,-0.0,-0.0,-0.02135379490839876,-0.888492346736458,-0.07286462050916012,0.0
