Date,BTZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10916597584564619,-0.19199947985240812,-0.0,-0.17504591927959556,-0.1492498496448367,0.0
2018-09-25,1.0,-0.10940268183665176,-0.19188947582283625,-0.0,-0.17496952458350265,-0.14909386428281188,0.0
2018-09-26,1.0,-0.10821989187780891,-0.19160750341952712,-0.0,-0.17587767862958378,-0.15264117762000912,0.0
2018-09-27,1.0,-0.1084808127513391,-0.1910909949365852,-0.0,-0.17588446948112207,-0.15265137330880316,0.0
2018-09-28,1.0,-0.1082577472357472,-0.1914703056555228,-0.0,-0.17595140777410476,-0.15274634011301275,0.0
2018-10-01,1.0,-0.10848534201954398,-0.1913029315960912,-0.0,-0.17610749185667754,-0.15278501628664495,0.0
2018-10-02,1.0,-0.11281992612689178,-0.17883175889909458,-0.0,-0.18304840976694017,-0.15966070669761057,0.0
2018-10-03,1.0,-0.1123810458157559,-0.1732234540043821,-0.0,-0.1855848785113967,-0.16391968344288566,0.0
2018-10-04,1.0,-0.1205809539527975,-0.16968146558838093,-0.0,-0.19808549265555372,-0.1620894537052319,0.0
2018-10-05,1.0,-0.11827939315241867,-0.16703101628889364,-0.0,-0.19727477440457603,-0.16111375926626012,0.0
2018-10-08,1.0,-0.11728314024090059,-0.1655453083461879,-0.0,-0.19767632675834454,-0.16049099084315205,0.0
2018-10-09,1.0,-0.12294906254637798,-0.16857675246936993,-0.0023085929126197583,-0.19733522418086175,-0.15782530547631218,0.0
2018-10-10,1.0,-0.12383982591206583,-0.16764206465652254,-0.003346576765195602,-0.1978107123427686,-0.15592080317842366,0.0
2018-10-11,1.0,-0.11521619254597944,-0.16083882059100196,-0.0,-0.19256219793051996,-0.15321612767199713,0.0
2018-10-12,1.0,-0.114813444242434,-0.1567583222048815,-0.0,-0.18882435280678325,-0.14852058629511045,0.0
2018-10-15,1.0,-0.11852889554449865,-0.1532293125935945,-0.0,-0.18999082169943482,-0.14847913949406633,0.0
2018-10-16,1.0,-0.1173174462603655,-0.15514048788342324,-0.0,-0.18961436277272362,-0.1481040173899042,0.0
2018-10-17,1.0,-0.11757599188131253,-0.15580147876093367,-0.0,-0.18970988579068607,-0.14777944232349105,0.0
2018-10-18,1.0,-0.11788309993070441,-0.1566564066201473,-0.0,-0.18914476334746103,-0.14782524616054019,0.0
2018-10-19,1.0,-0.11376795368030453,-0.15090688077796616,-0.0,-0.18866958830491667,-0.14610856978343623,0.0
2018-10-22,1.0,-0.11376469647284652,-0.14986803167239862,-0.0,-0.18926657602175478,-0.146716787970887,0.0
2018-10-23,1.0,-0.1135036554736118,-0.14991441232462524,-0.0,-0.18950871074565262,-0.14685885232526516,0.0
2018-10-24,1.0,-0.11333248032755422,-0.15035826242722794,-0.0,-0.18941526453841723,-0.1462798285458384,0.0
2018-10-25,1.0,-0.10201849768778902,-0.13262404699412572,-0.0,-0.19292900887389078,-0.1347331583552056,0.0
2018-10-26,1.0,-0.09593145092438801,-0.12874683721146832,-0.0,-0.19546421198056538,-0.13213082690427036,0.0
2018-10-29,1.0,-0.09235526010667079,-0.12863878797248204,-0.0,-0.1930586689340651,-0.13190074978743138,0.0
2018-10-30,1.0,-0.09586666872997943,-0.12899831324182542,-0.0,-0.1932653471781619,-0.12936970953714735,0.0
2018-10-31,1.0,-0.09680106117160749,-0.12487275195113676,-0.0,-0.19255328994046333,-0.12817348921861985,0.0
2018-11-01,1.0,-0.0936315156746093,-0.12718473536574088,-0.0,-0.1923029499707161,-0.12812490367128018,0.0
2018-11-02,1.0,-0.0940093301103909,-0.12523286785422855,-0.0,-0.19268371541623686,-0.1276962633369771,0.0
2018-11-05,1.0,-0.0927365358863458,-0.12872292939709706,-0.0,-0.1929689544244178,-0.12475180470686019,0.0
2018-11-06,1.0,-0.09345995782604012,-0.12933860764364544,-0.0,-0.1924148440025243,-0.12398220689867474,0.0
2018-11-07,1.0,-0.09333456425406203,-0.12932360905957654,-0.0,-0.1921005662235352,-0.12389217134416541,0.0
2018-11-08,1.0,-0.08712880375747746,-0.12874256077597418,-0.0,-0.18937319278490888,-0.1246729801263712,0.0
2018-11-09,1.0,-0.08668574314088537,-0.1288733148689385,-0.0,-0.1899894416305795,-0.12466526908540038,0.0
2018-11-12,1.0,-0.086651411136537,-0.12372234935163998,-0.0,-0.1916857360793288,-0.12349351639969489,0.0
2018-11-13,1.0,-0.07954871981005097,-0.12013973957624427,-0.0,-0.19180920405910198,-0.1208202894605508,0.0
2018-11-14,1.0,-0.07854879546384876,-0.12218196152155125,-0.0,-0.1929835200654952,-0.12237905365454298,0.0
2018-11-15,1.0,-0.07846135214508464,-0.12219564625026492,-0.0,-0.19396590874685882,-0.11919828029913108,0.0
2018-11-16,1.0,-0.07748703762489986,-0.11982827687330884,-0.0,-0.19359666228288966,-0.12073526521850861,0.0
2018-11-19,1.0,-0.07965030099525063,-0.11953595305079107,-0.0,-0.19272771273860304,-0.12064010648274194,0.0
2018-11-20,1.0,-0.07885320893156393,-0.1184836269758594,-0.0,-0.19252079653365942,-0.11987257877017377,0.0
2018-11-21,1.0,-0.08245306483271153,-0.11541631081344302,-0.0,-0.1917112419652088,-0.10874874514915871,0.0
2018-11-23,1.0,-0.08285671507710735,-0.11172331187303489,-0.0,-0.19341218745321154,-0.1092379098667465,0.0
2018-11-26,1.0,-0.08232246083805074,-0.11517956090693984,-0.0,-0.19221553299188304,-0.10787132716326714,0.0
2018-11-27,1.0,-0.08007879538569446,-0.11559641242221196,-0.0,-0.19060126251697534,-0.10607530331746483,0.0
2018-11-28,1.0,-0.07963452322300353,-0.11776473925441544,-0.0,-0.18982995177736972,-0.10573147609023453,0.0
2018-11-29,1.0,-0.07373189751206832,-0.1153063497957668,-0.0,-0.18924619383587077,-0.10704790196806535,0.0
2018-11-30,1.0,-0.07374188854075406,-0.11521613233743672,-0.0,-0.18929955600433604,-0.1066777541838053,0.0
2018-12-03,1.0,-0.0740135488471595,-0.11528405039220346,-0.0,-0.18944616115997145,-0.10687544568576182,0.0
2018-12-04,1.0,-0.0731761598836778,-0.11532812059526105,-0.0,-0.18884553183281652,-0.10633688927135418,0.0
2018-12-06,1.0,-0.07347599667410616,-0.09935378466296152,-0.0,-0.18791300161918514,-0.09799717007279041,0.0
2018-12-07,1.0,-0.07181006303992528,-0.09971106700910577,-0.0,-0.18836096194256363,-0.09939003035255663,0.0
2018-12-10,1.0,-0.06295487100834865,-0.10116765297411484,-0.0,-0.1897182874423046,-0.09307944959703673,0.0
2018-12-11,1.0,-0.06044767475531361,-0.10234841026235016,-0.0,-0.1892337985753171,-0.09581861354027915,0.0
2018-12-12,1.0,-0.06120734604020624,-0.10232605295174092,-0.0,-0.1896906320607149,-0.09512774462661491,0.0
2018-12-13,1.0,-0.06109301483894318,-0.10144046326456749,-0.0,-0.19050307636626856,-0.09466521896489324,0.0
2018-12-14,1.0,-0.06155538826799467,-0.10026637327002143,-0.0,-0.19112282124037291,-0.09472175574729283,0.0
2018-12-17,1.0,-0.059294987508484116,-0.09954221843545569,-0.0,-0.18884572616864267,-0.09642294973067424,0.0
2018-12-18,1.0,-0.0567745829202052,-0.09600379359399921,-0.0,-0.18769668491615296,-0.09649236251814171,0.0
2018-12-19,1.0,-0.04677024659359118,-0.10217054488061279,-0.0,-0.1971011135083477,-0.10195334559302646,0.0
2018-12-20,1.0,-0.046240688340936656,-0.09841485245712306,-0.0,-0.19859097996188715,-0.10042155107697638,0.0
2018-12-21,1.0,-0.04581263051775041,-0.0977028875927126,-0.0,-0.19861741196802765,-0.09806293655937207,0.0
2018-12-24,1.0,-0.045976183962332065,-0.09802876931273308,-0.0,-0.19903814309781276,-0.09686244582355397,0.0
2018-12-26,1.0,-0.04592994856765221,-0.09772146079360974,-0.0,-0.19762664138149008,-0.0953653420682125,0.0
2018-12-27,1.0,-0.04029636779129348,-0.09335301548550097,-0.0,-0.18798347834726697,-0.09775311200374719,0.0
2018-12-28,1.0,-0.03983882867033653,-0.09373758583508314,-0.0,-0.18787242494750583,-0.09731286533113898,0.0
2018-12-31,1.0,-0.03801838407660505,-0.09706337818062996,-0.0,-0.18834443860371944,-0.09729069288362908,0.0
2019-01-02,1.0,-0.03725367709693907,-0.09692486796524505,-0.0,-0.18785848145834516,-0.09770571866659096,0.0
2019-01-03,1.0,-0.03309749882557262,-0.09924979002662035,-0.0,-0.18590117727447436,-0.10531410594046721,0.0
2019-01-04,1.0,-0.027284335981838822,-0.10085130533484678,-0.0,-0.18388195232690124,-0.10683881952326903,0.0
2019-01-07,1.0,-0.027519545131485426,-0.10199004975124377,-0.0,-0.1843781094527363,-0.10757640369580668,0.0
