Date,AVYA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.540461432506887,-1.2078598484848486,-0.09504132231404959,-0.765237603305785,-0.6958075068870523,0.0
2018-09-25,1.0,-0.5450043066322137,-1.2057278208441,-0.10120585701981051,-0.7631782945736435,-0.6915159345391904,0.0
2018-09-26,1.0,-0.5450043066322137,-1.2058570198105083,-0.10116279069767442,-0.7631782945736435,-0.6914298018949182,0.0
2018-09-27,1.0,-0.5473077584723895,-1.1971873387235508,-0.1034749698950628,-0.7623860313091347,-0.6904352313779459,0.0
2018-09-28,1.0,-0.5483565651350886,-1.1965238341077267,-0.10389778007227672,-0.7626914472552055,-0.6907589055240062,0.0
2018-10-01,1.0,-0.5480466899254857,-1.199250549166559,-0.10453546969892752,-0.763233837274411,-0.6921221518714735,0.0
2018-10-02,1.0,-0.5487536181794617,-1.2163563312740313,-0.100790599213721,-0.7629498423121787,-0.6913638916490258,0.0
2018-10-03,1.0,-0.5480291844752406,-1.2063635971160904,-0.09959849760393731,-0.7660493027673444,-0.6971894832275611,0.0
2018-10-04,1.0,-0.5503127021781324,-1.2001725253396593,-0.10049601035152038,-0.7686866508518438,-0.6935087340953202,0.0
2018-10-05,1.0,-0.532295519050486,-1.1936441042401307,-0.07985722886385138,-0.7836501247097274,-0.7108454459447837,0.0
2018-10-08,1.0,-0.5298507462686567,-1.1893978383942356,-0.07715731686395608,-0.7838823125750557,-0.7086121118545206,0.0
2018-10-09,1.0,-0.5362262688880279,-1.1941969090361186,-0.085970123552456,-0.7833742304877523,-0.7051530414567997,0.0
2018-10-10,1.0,-0.5379412019772787,-1.207354088977539,-0.08121585291822045,-0.7906946492064869,-0.7189749371260082,0.0
2018-10-11,1.0,-0.48138120626457853,-1.1885204931689437,-0.017494168610463177,-0.7606214595134955,-0.7173025658113963,0.0
2018-10-12,1.0,-0.48804846103470856,-1.1766944990176817,-0.012524557956777994,-0.7315815324165029,-0.6841437459070071,0.0
2018-10-15,1.0,-0.44276448961044323,-1.2506299830627505,-0.0,-0.7370182178708639,-0.7006650968728054,0.0
2018-10-16,1.0,-0.43821524478413554,-1.2581284858500312,-0.0,-0.7357157612063623,-0.6993596364387524,0.0
2018-10-17,1.0,-0.4064132151099235,-1.2013441839750598,-0.0,-0.7287744443094862,-0.7122555569051379,0.0
2018-10-18,1.0,-0.40556297825822907,-1.1998056601481841,-0.0,-0.7307583302967733,-0.7125794566581642,0.0
2018-10-19,1.0,-0.3966545747682386,-1.197621926642483,-0.0,-0.7278113663845225,-0.7085449415558243,0.0
2018-10-22,1.0,-0.39791843156238654,-1.200411472830691,-0.0,-0.7273790794303925,-0.708338375892533,0.0
2018-10-23,1.0,-0.397708476217372,-1.2005083309799491,-0.0,-0.7276394884415217,-0.7084762173720095,0.0
2018-10-24,1.0,-0.39526264904930714,-1.1967048018047053,-0.0,-0.7271592007734451,-0.7092732839187883,0.0
2018-10-25,1.0,-0.3895534290271132,-1.1797448165869215,-0.0,-0.7202153110047846,-0.6977272727272726,0.0
2018-10-26,1.0,-0.40065972082545553,-1.1880204352548371,-0.0,-0.7262560843155397,-0.707751719699103,0.0
2018-10-29,1.0,-0.37822383941780957,-1.1969291055220121,-0.0,-0.7130233116078213,-0.7103442760606182,0.0
2018-10-30,1.0,-0.3859030837004405,-1.1984781738085704,-0.0,-0.714417300760913,-0.7060072086503805,0.0
2018-10-31,1.0,-0.39334287759484604,-1.1696094806331025,-0.0,-0.713552851348127,-0.7002704207428616,0.0
2018-11-01,1.0,-0.37215028993565813,-1.1861545793947097,-0.0,-0.7126856779728333,-0.700770513940742,0.0
2018-11-02,1.0,-0.37835173501577285,-1.1508280757097793,-0.0,-0.7206624605678233,-0.6933359621451104,0.0
2018-11-05,1.0,-0.38559758902371316,-1.1416052026330397,-0.0,-0.7263462606075025,-0.7119121262590212,0.0
2018-11-06,1.0,-0.38843302810480834,-1.1431402862012925,-0.0,-0.7239465651880921,-0.7084869385975344,0.0
2018-11-07,1.0,-0.39126620139581264,-1.1492323030907279,-0.0,-0.7326819541375873,-0.7148155533399801,0.0
2018-11-08,1.0,-0.35541597534960895,-1.152405783360986,-0.0,-0.7200758473571937,-0.7224460772694952,0.0
2018-11-09,1.0,-0.3556389492395813,-1.152083744815327,-0.0,-0.7200869049970374,-0.7224175390084929,0.0
2018-11-12,1.0,-0.35446323240267397,-1.139127015336217,-0.0,-0.720959496657491,-0.7178529296106959,0.0
2018-11-13,1.0,-0.3276251264886744,-1.1354012609947848,-0.0,-0.7184556705845723,-0.7105160737915467,0.0
2018-11-14,1.0,-0.32789819823325683,-1.1350352181188466,-0.0,-0.7183328793244348,-0.7102385492469939,0.0
2018-11-15,1.0,-0.3269365239686116,-1.1359645715173647,-0.0,-0.7205733820215989,-0.7012275658456997,0.0
2018-11-16,1.0,-0.3234986641886398,-1.125721144538661,-0.0,-0.7179695667324894,-0.7047276106400279,0.0
2018-11-19,1.0,-0.3325688073394495,-1.1281293733478464,-0.0,-0.7189395117400093,-0.7078214896594619,0.0
2018-11-20,1.0,-0.30260211566674394,-1.1210331248552237,-0.0,-0.7180526600262528,-0.7190564435178751,0.0
2018-11-21,1.0,-0.3050646469283146,-1.1139163032667738,-0.0,-0.7105041695356132,-0.6957769107183842,0.0
2018-11-23,1.0,-0.3050632911392405,-1.1232067510548525,-0.0,-0.7101649405446874,-0.6973532796317606,0.0
2018-11-26,1.0,-0.3048280093569046,-1.1239406373432528,-0.0,-0.7093990873183265,-0.696629213483146,0.0
2018-11-27,1.0,-0.29721586575133485,-1.1242944317315027,-0.0,-0.7024027459954234,-0.6899694889397406,0.0
2018-11-28,1.0,-0.2947541485050088,-1.1400550584996558,-0.0,-0.6995870612525809,-0.6891106522902807,0.0
2018-11-29,1.0,-0.2753562922919896,-1.1253544021472046,-0.0,-0.6917173855517333,-0.6878614901901486,0.0
2018-11-30,1.0,-0.2753798473051629,-1.1258598533524833,-0.0,-0.6926071509562326,-0.6856905283846096,0.0
2018-12-03,1.0,-0.27403882468464386,-1.1257270186569983,-0.0,-0.6920084598534633,-0.6849459928997658,0.0
2018-12-04,1.0,-0.2669226714855809,-1.1283035915970183,-0.0,-0.6873352910172427,-0.6822151946389579,0.0
2018-12-06,1.0,-0.269137917607663,-1.0850790436881863,-0.0,-0.8170313838486098,-0.7225293980219609,0.0
2018-12-07,1.0,-0.2672820033493009,-1.0859134634108347,-0.0,-0.8176188807103634,-0.7237216185691475,0.0
2018-12-10,1.0,-0.21400046981442333,-1.127123952705348,-0.0,-0.8556886696421581,-0.7183071020280323,0.0
2018-12-11,1.0,-0.2213650781219407,-1.124603516466304,-0.0,-0.8578924697497748,-0.7120256882170968,0.0
2018-12-12,1.0,-0.2243569636135508,-1.1253136762860727,-0.0,-0.8607277289836889,-0.7105552070263488,0.0
2018-12-13,1.0,-0.22551870480980823,-1.1292439484438856,-0.0,-0.8610106884627476,-0.7138478465891229,0.0
2018-12-14,1.0,-0.22680128859904142,-1.126856289777638,-0.0,-0.8612791702679344,-0.7136795788481182,0.0
2018-12-17,1.0,-0.2070138400187661,-1.126593166002033,-0.0,-0.8455313159746657,-0.7304714989444053,0.0
2018-12-18,1.0,-0.20300253460713588,-1.1243127315266133,-0.0,-0.8433612790017547,-0.7287580425034119,0.0
2018-12-19,1.0,-0.1908492635537449,-1.133147916013789,-0.0,-0.8561971168912565,-0.7370338451895958,0.0
2018-12-20,1.0,-0.19130773728318065,-1.122237380627558,-0.0,-0.8535178327811342,-0.730851685831222,0.0
2018-12-21,1.0,-0.18693798449612403,-1.1210077519379844,-0.0,-0.8514728682170541,-0.7165891472868217,0.0
2018-12-24,1.0,-0.17741375987666216,-1.1105800732318365,-0.0,-0.8458662555405665,-0.7204470996338408,0.0
2018-12-26,1.0,-0.17858780375974323,-1.1280758062051046,-0.0,-0.81292984869326,-0.7012838147638698,0.0
2018-12-27,1.0,-0.11048668503213958,-1.091423324150597,-0.0,-0.7407162534435262,-0.7304683195592286,0.0
2018-12-28,1.0,-0.1005269558167815,-1.1066809153554187,-0.0,-0.7465084570881085,-0.731326233555662,0.0
2018-12-31,1.0,-0.09938437718877871,-1.1091901057986506,-0.0,-0.7466361927231171,-0.7311534633391086,0.0
2019-01-02,1.0,-0.09705091859651706,-1.1084643422554397,-0.0,-0.7446706675011965,-0.7316004565369463,0.0
2019-01-03,1.0,-0.10352058271713938,-1.105543906117794,-0.0,-0.7485192951477027,-0.721149247691572,0.0
2019-01-04,1.0,-0.058621068433964335,-1.1252608838929368,-0.0,-0.738933030646992,-0.7386767236644575,0.0
2019-01-07,1.0,-0.04947757710674662,-1.0985242899716348,-0.0,-0.7257549100570896,-0.7167785716850383,0.0
2019-01-08,1.0,-0.05376729514660549,-1.0778908882357157,-0.0,-0.7394078428561187,-0.7134203168685928,0.0
2019-01-09,1.0,-0.04941808415398388,-1.0638854073410924,-0.0,-0.7423455684870188,-0.7254073410922113,0.0
2019-01-10,1.0,-0.05007158196134575,-1.0622763063707947,-0.0,-0.7424123120973515,-0.724337866857552,0.0
