Date,IWF,IWM,MTUM,SPG,SPY,VLUE,VXX
2018-12-27,-0.0,-0.3585321185988826,-0.0,1.0,-0.5322576906136264,-0.4273825254421958,0.0
2018-12-28,-0.0,-0.35947273316962425,-0.0,1.0,-0.5312746142797572,-0.4258907473474494,0.0
2018-12-31,-0.0,-0.36079894339272883,-0.0,1.0,-0.5308524688926478,-0.4254697963250458,0.0
2019-01-02,-0.0,-0.3600333364200389,-0.0,1.0,-0.5287063617001574,-0.4263126215390314,0.0
2019-01-03,-0.0,-0.3620257279524451,-0.0,1.0,-0.5489016857846096,-0.41108995495286305,0.0
2019-01-04,-0.0,-0.36408361242637716,-0.0,1.0,-0.532509527659083,-0.4131423951957501,0.0
2019-01-07,-0.0,-0.3465037987352714,-0.0,1.0,-0.5274100359401301,-0.4007779445885083,0.0
2019-01-08,-0.0,-0.3430278793937879,-0.0,1.0,-0.5292767717161618,-0.3998773034014224,0.0
2019-01-09,-0.0,-0.3500421710091408,-0.0,1.0,-0.5312635346144201,-0.3981855068499396,0.0
2019-01-10,-0.0,-0.34840061970290714,-0.0,1.0,-0.5325799690148547,-0.3973161396154197,0.0
2019-01-11,-0.0,-0.3376430884297898,-0.0,1.0,-0.5356865964336206,-0.40696401696538514,0.0
2019-01-14,-0.0,-0.340872264189698,-0.0,1.0,-0.5389917155441951,-0.4023552502453386,0.0
2019-01-15,-0.0,-0.3401550316694487,-0.0,1.0,-0.5372601925319553,-0.40916470399926824,0.0
2019-01-16,-0.0,-0.34058252427184466,-0.0,1.0,-0.5294802969731582,-0.4143232438606511,0.0
2019-01-17,-0.0,-0.34601391604893356,-0.0,1.0,-0.5223975624175724,-0.40542998772113326,0.0
2019-01-18,-0.0,-0.3462626631377202,-0.0,1.0,-0.5226795655745186,-0.41270420735602814,0.0
2019-01-22,-0.0,-0.3046253447922128,-0.0,1.0,-0.6130120591788816,-0.3619805320628262,0.0
2019-01-23,-0.0,-0.28407352437492867,-0.0,1.0,-0.620824295010846,-0.37849069528484985,0.0
2019-01-24,-0.0,-0.28475868681795347,-0.0,1.0,-0.6191041504954111,-0.3791379389068992,0.0
2019-01-25,-0.0,-0.23701021655404628,-0.0,1.0,-0.7011139041996264,-0.36809575424921015,0.0
2019-01-28,-0.0,-0.2409792929870724,-0.0,1.0,-0.6828051710330626,-0.3642832627845784,0.0
2019-01-29,-0.0,-0.22945818231866769,-0.0,1.0,-0.6824333623893196,-0.3820021103821627,0.0
2019-01-30,-0.0,-0.22848031568321556,-0.0,1.0,-0.6817243277966414,-0.3840277140497385,0.0
2019-01-31,-0.0,-0.24080574483217473,-0.0,1.0,-0.6600133067198936,-0.3934429990593526,0.0
2019-02-01,-0.0,-0.23996513601541358,-0.0,1.0,-0.6595027294830038,-0.39421533097848527,0.0
2019-02-04,-0.0,-0.24458809726471736,-0.0,1.0,-0.6710529342750006,-0.384848972831213,0.0
2019-02-05,-0.0,-0.2508008942358662,-0.0,1.0,-0.6718984074304547,-0.38200926502108834,0.0
2019-02-06,-0.0,-0.2650255096204443,-0.0,1.0,-0.6632958887185706,-0.3595369374728317,0.0
2019-02-07,-0.0,-0.2699263381148943,-0.0,1.0,-0.6589431914068735,-0.35168418892107006,0.0
2019-02-08,-0.0,-0.27852203482666543,-0.0,1.0,-0.6729123399593765,-0.3307620330008901,0.0
2019-02-11,-0.0,-0.27662005301160775,-0.0,1.0,-0.6667123663284892,-0.34162782195411756,0.0
2019-02-12,-0.0,-0.2716354324820413,-0.0,1.0,-0.6526320560175848,-0.3418387001744884,0.0
2019-02-13,-0.0,-0.28111476152713266,-0.0,1.0,-0.6493939050640081,-0.33526679506060947,0.0
2019-02-14,-0.0,-0.25060722311760836,-0.0,1.0,-0.6687853267654871,-0.3506004131387193,0.0
2019-02-15,-0.0,-0.25875618952437196,-0.0,1.0,-0.6652432653432062,-0.34740834961159317,0.0
2019-02-19,-0.0,-0.24844621875425307,-0.0,1.0,-0.6744544753436466,-0.34539309531370505,0.0
2019-02-20,-0.0,-0.25368289637952557,-0.0,1.0,-0.6755873340143004,-0.34061967994552267,0.0
2019-02-21,-0.0,-0.2635910961551579,-0.0,1.0,-0.6786112184807076,-0.33150678702166847,0.0
2019-02-22,-0.0,-0.26536427464210816,-0.0,1.0,-0.6898650496945382,-0.32433664630254394,0.0
2019-02-25,-0.0,-0.263337376696496,-0.0,1.0,-0.6981209804774221,-0.32723777264092646,0.0
2019-02-26,-0.0,-0.26446016159674063,-0.0,1.0,-0.6986197898784591,-0.32582572272196664,0.0
2019-02-27,-0.0,-0.2633337911459049,-0.0,1.0,-0.706038547818523,-0.31966762807306687,0.0
2019-02-28,-0.0,-0.25717234262125904,-0.0,1.0,-0.7004471964224286,-0.3356954477697512,0.0
2019-03-01,-0.0,-0.2528727738863709,-0.0,1.0,-0.7046651101039234,-0.33150208304720047,0.0
2019-03-04,-0.0,-0.23585014943354263,-0.0,1.0,-0.7108403030373236,-0.37010865787827535,0.0
2019-03-05,-0.0,-0.23230355320530663,-0.0,1.0,-0.7165321458391316,-0.37051210687447816,0.0
2019-03-06,-0.0,-0.22831304347826087,-0.0,1.0,-0.7226666666666666,-0.36786086956521735,0.0
2019-03-07,-0.0,-0.21286693212334476,-0.0,1.0,-0.7412491897397906,-0.36091304750439857,0.0
2019-03-08,-0.0,-0.20255406413124533,-0.0,1.0,-0.770576994780015,-0.35724272930648765,0.0
2019-03-11,-0.0,-0.20042789297973387,-0.0,1.0,-0.7699017256782809,-0.38073070955000704,0.0
2019-03-12,-0.0,-0.17540863046521007,-0.0,1.0,-0.7835029535264394,-0.4133988091001827,0.0
2019-03-13,-0.0,-0.17698714897667778,-0.0,1.0,-0.7864112327463113,-0.41642075202284623,0.0
2019-03-14,-0.0,-0.16702194944833565,-0.0,1.0,-0.7822624095200169,-0.39323947621167044,0.0
2019-03-15,-0.0,-0.15277940727878547,-0.0,1.0,-0.7865171175821855,-0.4071849262031583,0.0
2019-03-18,-0.0,-0.17229319820141317,-0.0,1.0,-0.796635976494659,-0.41013013584564506,0.0
2019-03-19,-0.0,-0.1698045587040665,-0.0,1.0,-0.8024800496965642,-0.4169493955177522,0.0
2019-03-20,-0.0,-0.17399416351719849,-0.0,1.0,-0.8019901449552697,-0.41604075969956467,0.0
2019-03-21,-0.0,-0.17567050724291247,-0.0,1.0,-0.8222259406224602,-0.392527609121767,0.0
2019-03-22,-0.0,-0.17519941986947063,-0.0,1.0,-0.8369108049311095,-0.4050761421319797,0.0
2019-03-25,-0.0,-0.12041608743588515,-0.0,1.0,-0.8679353818129525,-0.4084655577393222,0.0
2019-03-26,-0.0,-0.12667003683108255,-0.0,1.0,-0.8674321754411304,-0.4131580847837077,0.0
2019-03-27,-0.0,-0.13060771882457875,-0.0,1.0,-0.8659209796784225,-0.41407323481908254,0.0
2019-03-28,-0.0,-0.11950904392764858,-0.0,1.0,-0.8434299933007944,-0.42965834051105367,0.0
2019-03-29,-0.0,-0.12716140913113147,-0.0,1.0,-0.8393322650850213,-0.42513094013823455,0.0
2019-04-01,-0.0,-0.136628115796279,-0.0,1.0,-0.8412470368508009,-0.41658884658669154,0.0
2019-04-02,-0.0,-0.14535981453598146,-0.0,1.0,-0.8517721851772184,-0.3928682392868239,0.0
2019-04-03,-0.0,-0.14632806154140188,-0.0,1.0,-0.8506856514883654,-0.3920158631563859,0.0
2019-04-04,-0.0,-0.14584475974722785,-0.0,1.0,-0.8579229760343388,-0.38087516394419935,0.0
2019-04-05,-0.0,-0.15046455813511395,-0.0,1.0,-0.8520780362616734,-0.3737138511988214,0.0
2019-04-08,-0.0,-0.14806545851839537,-0.0,1.0,-0.8524333182908581,-0.37465263757926986,0.0
2019-04-09,-0.0,-0.1381190476190476,-0.0,1.0,-0.8817857142857144,-0.36104761904761906,0.0
2019-04-10,-0.0,-0.1285697301153252,-0.0,1.0,-0.8808702889073833,-0.3683985257401023,0.0
2019-04-11,-0.0,-0.1374496326143636,-0.0,1.0,-0.8581891443470017,-0.374591135340128,0.0
2019-04-12,-0.0,-0.14478459104866473,-0.0,1.0,-0.8237182469526381,-0.3577510002791477,0.0
2019-04-15,-0.0,-0.1452191327837548,-0.0,1.0,-0.8234828373154487,-0.3600204927576731,0.0
2019-04-16,-0.0,-0.13740033376599295,-0.0,1.0,-0.8164055256814389,-0.3640135360652698,0.0
2019-04-17,-0.0,-0.1407973862398788,-0.0,1.0,-0.8933424878071878,-0.33339646763577824,0.0
2019-04-18,-0.0,-0.1377546186641402,-0.0,1.0,-0.888702036949313,-0.34208905731880623,0.0
2019-04-22,-0.0,-0.13741745451090312,-0.0,1.0,-0.8911587248800418,-0.34683357879234167,0.0
2019-04-23,-0.0,-0.14267927690650065,-0.0,1.0,-0.8863402370405842,-0.3653298216209745,0.0
2019-04-24,-0.0,-0.15027904859996646,-0.0,1.0,-0.8823205346235838,-0.362667369278306,0.0
2019-04-25,-0.0,-0.15770789858722506,-0.0,1.0,-0.8870979348060732,-0.3537933846633566,0.0
2019-04-26,-0.0,-0.1544001152239666,-0.0,1.0,-0.8929137260550195,-0.35318546257621586,0.0
2019-04-29,-0.0,-0.1513080593722274,-0.0,1.0,-0.8915425748747092,-0.35505838908471815,0.0
2019-04-30,-0.0,-0.137389173214157,-0.0,1.0,-0.9026886758451669,-0.36269492299190276,0.0
2019-05-01,-0.0,-0.1565134099616858,-0.0,1.0,-0.8802442528735631,-0.35787835249042144,0.0
2019-05-02,-0.0,-0.1443788408241957,-0.0,1.0,-0.8849740932642487,-0.38055187371972526,0.0
2019-05-03,-0.0,-0.14835958953606013,-0.0,1.0,-0.8813412342824107,-0.3791251144192321,0.0
2019-05-06,-0.0,-0.13583425573896724,-0.0,1.0,-0.8832715722604553,-0.38716973867847343,0.0
2019-05-07,-0.0,-0.13426025982758205,-0.0,1.0,-0.8835818745047186,-0.38349782676560285,0.0
2019-05-08,-0.0,-0.1517094017094017,-0.0,1.0,-0.8621194660520504,-0.38701622971285893,0.0
2019-05-09,-0.0,-0.15208413369189394,-0.0,1.0,-0.8582404917402996,-0.390727045716481,0.0
2019-05-10,-0.0,-0.15337334933973593,-0.0,1.0,-0.8602400960384154,-0.38734693877551024,0.0
2019-05-13,-0.0,-0.1514889529298751,-0.0,1.0,-0.8616234390009606,-0.3884005763688761,0.0
2019-05-14,-0.0,-0.11700304645849202,-0.0,1.0,-0.872691355674029,-0.3903512947448591,0.0
2019-05-15,-0.0,-0.11801818961001857,-0.0,1.0,-0.8784105518784819,-0.38441026617780105,0.0
2019-05-16,-0.0,-0.11847585501106694,-0.0,1.0,-0.8768117666658733,-0.3847252302639408,0.0
2019-05-17,-0.0,-0.11388544744115126,-0.0,1.0,-0.8702468312208138,-0.39840846278471365,0.0
2019-05-20,-0.0,-0.1095277744736529,-0.0,1.0,-0.8716783632687046,-0.3977637682883311,0.0
2019-05-21,-0.0,-0.10919869956014533,-0.0,1.0,-0.879996175176898,-0.4013195639701664,0.0
2019-05-22,-0.0,-0.1090201323048265,-0.0,1.0,-0.8793733432044516,-0.39978028801375587,0.0
2019-05-23,-0.0,-0.10698851562686533,-0.0,1.0,-0.8797841606379676,-0.400830886039682,0.0
2019-05-24,-0.0,-0.09038942479456949,-0.0,1.0,-0.8864118137430035,-0.40500178635226863,0.0
2019-05-28,-0.0,-0.08624714176829268,-0.0,1.0,-0.8879811356707317,-0.40765529725609756,0.0
2019-05-29,-0.0,-0.08074519345451076,-0.0,1.0,-0.890248556843662,-0.41436477267305954,0.0
2019-05-30,-0.0,-0.08347651775486827,-0.0,1.0,-0.8944492172584955,-0.4084812905689194,0.0
2019-05-31,-0.0,-0.08244274809160305,-0.0,1.0,-0.8871421755725191,-0.4159112595419847,0.0
2019-06-03,-0.0,-0.08634819583343231,-0.0,1.0,-0.8943867734042806,-0.39470746133928786,0.0
2019-06-04,-0.0,-0.08108043901743717,-0.0,1.0,-0.904784529861738,-0.38977051361239134,0.0
2019-06-05,-0.0,-0.0765627942007155,-0.0,1.0,-0.9248022971191866,-0.35224063264921857,0.0
2019-06-06,-0.0,-0.06305458140136982,-0.0,1.0,-0.9448301833502012,-0.3457763551203898,0.0
2019-06-07,-0.0,-0.0831627250264737,-0.0,1.0,-0.9282739145781856,-0.3418049182256736,0.0
2019-06-10,-0.0,-0.09232353009990407,-0.0,1.0,-0.9046114971572962,-0.3427388222081842,0.0
2019-06-11,-0.0,-0.09109064423664301,-0.0,1.0,-0.9240637188102062,-0.3343592876274611,0.0
2019-06-12,-0.0,-0.08682669926880304,-0.0,1.0,-0.9241294994474879,-0.34015940563797525,0.0
2019-06-13,-0.0,-0.09368898925034694,-0.0,1.0,-0.921059440641686,-0.3374967656951991,0.0
2019-06-14,-0.0,-0.094,-0.0,1.0,-0.9233176470588235,-0.3356235294117647,0.0
2019-06-17,-0.0,-0.0952649777715052,-0.0,1.0,-0.9241878954672689,-0.3327452779149907,0.0
2019-06-18,-0.0,-0.11762759142377609,-0.0,1.0,-0.924615275512375,-0.3216556745384488,0.0
2019-06-19,-0.0,-0.10582547169811321,-0.0,1.0,-0.9349056603773584,-0.31775943396226414,0.0
2019-06-20,-0.0,-0.10560237977193852,-0.0,1.0,-0.9354770167858913,-0.3197818542389687,0.0
2019-06-21,-0.0,-0.11089861642347829,-0.0,1.0,-0.9267837748500731,-0.3233696935354394,0.0
2019-06-24,-0.0,-0.10274053581140195,-0.0,1.0,-0.9210233855903147,-0.3408290179943723,0.0
2019-06-25,-0.0,-0.11165301387376297,-0.0,1.0,-0.9156210047824234,-0.3402859983900753,0.0
2019-06-26,-0.0,-0.11138988827873508,-0.0,1.0,-0.9050369248248437,-0.35054913842075364,0.0
2019-06-27,-0.0,-0.11632875931817103,-0.0,1.0,-0.923958976306918,-0.3337923175537724,0.0
2019-06-28,-0.0,-0.11105309377447606,-0.0,1.0,-0.9284646239289868,-0.3338950466380272,0.0
2019-07-01,-0.0,-0.10501730924266137,-0.0,1.0,-0.9384454877412625,-0.32766633470858825,0.0
2019-07-02,-0.0,-0.11158788108671946,-0.0,1.0,-0.92994642264473,-0.3291688397894837,0.0
2019-07-03,-0.0,-0.098464985460266,-0.0,1.0,-0.9562854554988797,-0.328812508938361,0.0
2019-07-05,-0.0,-0.07349543928171665,-0.0,1.0,-0.9741598990211723,-0.3339207887780133,0.0
2019-07-08,-0.0,-0.06753771231737736,-0.0,1.0,-0.9813517044779666,-0.32668963059745815,0.0
2019-07-09,-0.0,-0.059926785204906345,-0.0,1.0,-0.9848103071218027,-0.3323666444803651,0.0
2019-07-10,-0.0,-0.04819534927956631,-0.0,1.0,-0.9949355651719054,-0.3345380189262447,0.0
2019-07-11,-0.0,-0.0493292740938065,-0.0,1.0,-0.9944106174483875,-0.3347207687184854,0.0
2019-07-12,-0.0,-0.05849177831187683,-0.0,1.0,-0.9927420698189087,-0.3284153915712824,0.0
2019-07-15,-0.0,-0.054350150906628016,-0.0,1.0,-0.9987404643646475,-0.3233679507592861,0.0
2019-07-16,-0.0,-0.06711583924349881,-0.0,1.0,-1.0098817966903073,-0.2870921985815603,0.0
2019-07-17,-0.0,-0.054536486835615475,-0.00345256828804284,1.0,-1.001127369236912,-0.28954599901355194,0.0
2019-07-18,-0.0,-0.052788470566144025,-0.0,1.0,-1.0065486808750352,-0.2878368228335368,0.0
2019-07-19,-0.0,-0.05622932745314223,-0.0029088179408383965,1.0,-1.0022285298740294,-0.28445424476295483,0.0
2019-07-22,-0.0,-0.06393026643484799,-0.008364268596400545,1.0,-1.0077064047742117,-0.26951271086885015,0.0
2019-07-23,-0.0,-0.07003689863451551,-0.006674657453759196,1.0,-1.0053350255000117,-0.2682084185292251,0.0
2019-07-24,-0.0,-0.06835389296412482,-0.000825530108262377,1.0,-1.0135386937755029,-0.2759157487558082,0.0
2019-07-25,-0.0,-0.06539984911354206,-0.0019332327423613731,1.0,-1.016479630328178,-0.2737881931346662,0.0
2019-07-26,-0.0,-0.06066748373715471,-0.0011077590270576034,1.0,-1.020458187989064,-0.27470066936928444,0.0
2019-07-29,-0.0,-0.05716169130803277,-0.004755626706846219,1.0,-1.0115123834636028,-0.2808409454750918,0.0
2019-07-30,-0.0,-0.05263654149871532,-0.008745256111071825,1.0,-1.0067651981236594,-0.28904132192442783,0.0
2019-07-31,-0.0,-0.06486677670360765,-0.0077340249941051644,1.0,-1.0017448714925725,-0.28356519688752657,0.0
2019-08-01,-0.0,-0.08710817817581899,-0.0046193730850813105,1.0,-0.9960641055856705,-0.26903134574593446,0.0
2019-08-02,-0.0,-0.08958377852173707,-0.0,1.0,-1.0025167984424341,-0.28221383289408075,0.0
2019-08-05,-0.0,-0.08449299453811447,-0.0,1.0,-1.012942293991926,-0.2773213013535977,0.0
2019-08-06,-0.0,-0.09007422021796317,-0.0,1.0,-0.9868705373919578,-0.2718198045847426,0.0
2019-08-07,-0.0,-0.10523724681170292,-0.0,1.0,-0.9614122280570143,-0.2776866091522881,0.0
2019-08-08,-0.0,-0.10675697846110578,-0.0,1.0,-0.9615159256568309,-0.27548222279513446,0.0
2019-08-09,-0.0,-0.09962677863307673,-0.0,1.0,-0.9495917891299277,-0.28339164917191506,0.0
2019-08-12,-0.0,-0.09712900820283371,-0.0,1.0,-0.9612462714392245,-0.2719985085756898,0.0
2019-08-13,-0.0,-0.08395452851285874,-0.0,1.0,-0.9677832650018635,-0.2777441297055535,0.0
2019-08-14,-0.0,-0.08535085072305655,-0.0,1.0,-0.9658085931152944,-0.270049441749263,0.0
2019-08-15,-0.0,-0.09856988728967242,-0.0,1.0,-0.953974703303262,-0.24298142919449991,0.0
2019-08-16,-0.0,-0.10273105860156916,-0.0,1.0,-0.9447576099210823,-0.25331891493914366,0.0
2019-08-19,-0.0,-0.08895304873857153,-0.0,1.0,-0.952659196627025,-0.24981095758575653,0.0
2019-08-20,-0.0,-0.08922893936274846,-0.0,1.0,-0.9525149248610444,-0.24559116173745965,0.0
2019-08-21,-0.0,-0.08761765177365059,-0.0,1.0,-0.9571071976549796,-0.24533400508393066,0.0
2019-08-22,-0.0,-0.09042310152608973,-0.0,1.0,-0.9451247372749704,-0.24904048250022845,0.0
2019-08-23,-0.0,-0.09125553375017115,-0.0,1.0,-0.9418785085117065,-0.24880197161243212,0.0
2019-08-26,-0.0,-0.08597377301655607,-0.0,1.0,-0.9381468982855072,-0.2407310941498879,0.0
2019-08-27,-0.0,-0.08539478143002373,-0.0,1.0,-0.931254941827629,-0.2424714785948266,0.0
2019-08-28,-0.0,-0.08761465817179521,-0.0,1.0,-0.9298043468437938,-0.2418779088156884,0.0
2019-08-29,-0.0,-0.08389822848879248,-0.0,1.0,-0.9324611352133043,-0.24322125813449022,0.0
2019-08-30,-0.0,-0.08803926866612627,-0.0,1.0,-0.9238494100693506,-0.23977753760244977,0.0
2019-09-03,-0.0,-0.09430733201225006,-0.0,1.0,-0.9186633039092056,-0.2388758782201405,0.0
2019-09-04,-0.0,-0.07976868207286064,-0.0,1.0,-0.9233815620710605,-0.2470466461150739,0.0
2019-09-05,-0.0,-0.07950438822922044,-0.0,1.0,-0.9235034005970685,-0.24163318444030435,0.0
2019-09-06,-0.0,-0.07606479510675958,-0.0,1.0,-0.9390137342325184,-0.22543857683776578,0.0
2019-09-09,-0.0,-0.0723799273510023,-0.0,1.0,-0.9391676756805238,-0.23072783532893854,0.0
2019-09-10,-0.0,-0.08800000000000001,-0.0,1.0,-0.8693105413105414,-0.3218917378917379,0.0
2019-09-11,-0.0,-0.09343359312504286,-0.0,1.0,-0.8445363746485955,-0.3475875939935547,0.0
2019-09-12,-0.0,-0.04813521954804336,-0.0,1.0,-0.8834512217527098,-0.36494120889215503,0.0
2019-09-13,-0.0,-0.04603021092382795,-0.0,1.0,-0.8757713917288386,-0.38086027447729576,0.0
2019-09-16,-0.0,-0.042310615657461366,-0.0,1.0,-0.8802312458253679,-0.38070341110624867,0.0
2019-09-17,-0.0,-0.0420380991868795,-0.0,1.0,-0.882385460576325,-0.37901089535392624,0.0
2019-09-18,-0.0,-0.039710692403372175,-0.0,1.0,-0.8814668079421385,-0.382226931404616,0.0
