Date,IWF,IWM,MTUM,RA,SPY,VLUE,VXX
2018-10-17,-0.0778551217733956,-0.2457861023833909,-0.0,1.0,-0.1950630999704897,-0.21719582689603698,0.0
2018-10-18,-0.07728369767159203,-0.2446651502786797,-0.0,1.0,-0.1967773861406768,-0.21759588838921393,0.0
2018-10-19,-0.0740593511813201,-0.24200210857429266,-0.0,1.0,-0.19569989111460617,-0.21657823329127707,0.0
2018-10-22,-0.07412848476468656,-0.24051573653191377,-0.0,1.0,-0.19647764392747885,-0.2172350023332584,0.0
2018-10-23,-0.07456883143815021,-0.24046936024608578,-0.0,1.0,-0.19607368748487888,-0.21700134794179657,0.0
2018-10-24,-0.07433426193483639,-0.24291869257522533,-0.0,1.0,-0.19635596006436765,-0.21672174830861868,0.0
2018-10-25,-0.06626270191145683,-0.23102585487906588,-0.0,1.0,-0.19611581079470988,-0.2086772991098024,0.0
2018-10-26,-0.06172651395872483,-0.22745356967511468,-0.0,1.0,-0.19762303824470515,-0.2061895813229045,0.0
2018-10-29,-0.056503557818770436,-0.22844231612315782,-0.0,1.0,-0.19441540484942502,-0.20680875459481332,0.0
2018-10-30,-0.06309670660200409,-0.22932121191638924,-0.0,1.0,-0.19505229895740042,-0.20230149208334036,0.0
2018-10-31,-0.06740495144487268,-0.21751350623558913,-0.0,1.0,-0.19669454869818404,-0.20140700472928624,0.0
2018-11-01,-0.06348165338176437,-0.2203780311438469,-0.0,1.0,-0.19641475801298222,-0.2013587596273501,0.0
2018-11-02,-0.06178346109490535,-0.23280306627772876,-0.0,1.0,-0.19603486873346446,-0.20531171562309203,0.0
2018-11-05,-0.0723414600263944,-0.22079252622074047,-0.0,1.0,-0.2067270959227617,-0.23661179412377578,0.0
2018-11-06,-0.07959774121583937,-0.22899818739542666,-0.0,1.0,-0.20388315672058002,-0.2304273563859453,0.0
2018-11-07,-0.08037510716097766,-0.23047045856150605,-0.0,1.0,-0.2066413562643246,-0.23208006018510416,0.0
2018-11-08,-0.07522817529436356,-0.2298300006967185,-0.0,1.0,-0.2040688357834599,-0.23265171044380967,0.0
2018-11-09,-0.07515981257947084,-0.22983400393652786,-0.0,1.0,-0.2042291546916096,-0.23258608977373676,0.0
2018-11-12,-0.07508289498810825,-0.22234953040640243,-0.0,1.0,-0.2072287901671788,-0.23135947780497543,0.0
2018-11-13,-0.06788219277233012,-0.21941509986730315,-0.0,1.0,-0.20636944870491325,-0.22965171385734226,0.0
2018-11-14,-0.06745409086990259,-0.2200706957496336,-0.0,1.0,-0.20663850331925168,-0.23012328649021468,0.0
2018-11-15,-0.06716340680947946,-0.22008347994066715,-0.0,1.0,-0.20640587809168998,-0.2311221497809514,0.0
2018-11-16,-0.06492164628896159,-0.2153779920785259,-0.0,1.0,-0.20657826760805922,-0.23514723609436888,0.0
2018-11-19,-0.06737197601488731,-0.21503894134675028,-0.0,1.0,-0.20563098766282997,-0.23500930456957753,0.0
2018-11-20,-0.053186383737273316,-0.21130574886016934,-0.0,1.0,-0.20681498748757327,-0.24272393815775942,0.0
2018-11-21,-0.05319439699350871,-0.20977109668602664,-0.0,1.0,-0.20567133583874272,-0.23959685685001705,0.0
2018-11-23,-0.054054976950657335,-0.20230493426668944,-0.0,1.0,-0.2099539013146662,-0.24102782994707186,0.0
2018-11-26,-0.05415791361377261,-0.20178989257228744,-0.0,1.0,-0.2104490102645557,-0.2415159433656129,0.0
2018-11-27,-0.05200333747679944,-0.20200248607965673,-0.0,1.0,-0.2087796073356378,-0.2400088545302842,0.0
2018-11-28,-0.05243617909024337,-0.20075273761474138,-0.0,1.0,-0.20943817163098827,-0.24038215909671487,0.0
2018-11-29,-0.04754718260899055,-0.19834500534142746,-0.0,1.0,-0.20868872195750598,-0.24109338171705696,0.0
2018-11-30,-0.04784194013397778,-0.19879589587043162,-0.0,1.0,-0.20987026201984227,-0.23941321122699905,0.0
2018-12-03,-0.047193639707752026,-0.1989625536098727,-0.0,1.0,-0.2097947144479666,-0.23922293231170855,0.0
2018-12-04,-0.04658411397015229,-0.19892263649145395,-0.0,1.0,-0.20942523673199737,-0.2390527332170142,0.0
2018-12-06,-0.045337781484570475,-0.18285237698081733,-0.0,1.0,-0.20758965804837365,-0.2322602168473728,0.0
2018-12-07,-0.042979703565229004,-0.1835024702897583,-0.0,1.0,-0.20823875016691146,-0.2343937775403926,0.0
2018-12-10,-0.03612041242581971,-0.18370188641713356,-0.0,1.0,-0.2078374167025826,-0.23000033153200944,0.0
2018-12-11,-0.04114632568784517,-0.18226445760153903,-0.0,1.0,-0.20967875682040563,-0.2253843474799741,0.0
2018-12-12,-0.040001327844907716,-0.18299362634444297,-0.0,1.0,-0.20974970123489578,-0.2270614792192272,0.0
2018-12-13,-0.04023733546071001,-0.18451668661082302,-0.0,1.0,-0.2092308203696317,-0.22801156761069008,0.0
2018-12-14,-0.03961746361746362,-0.18709355509355513,-0.0,1.0,-0.20824948024948026,-0.22825779625779627,0.0
2018-12-17,-0.0377596599305913,-0.1865898410906132,-0.0,1.0,-0.2065655978612822,-0.2295966657257194,0.0
2018-12-18,-0.03886589680261665,-0.19045791335691875,-0.0,1.0,-0.20921500567385357,-0.23024163940991924,0.0
2018-12-19,-0.04064022965485012,-0.1900494024968289,-0.0,1.0,-0.2083750584151145,-0.22992189064690566,0.0
2018-12-20,-0.040390922864325794,-0.18685380350631836,-0.0,1.0,-0.20928025573148196,-0.22839352013718928,0.0
2018-12-21,-0.03955504772146794,-0.18952480172066138,-0.0,1.0,-0.2122093023255814,-0.2390442263745127,0.0
2018-12-24,-0.04079089194287254,-0.19268728105631908,-0.0,1.0,-0.21363850714093235,-0.23706548100242522,0.0
2018-12-26,-0.04204857161972302,-0.19620994179434,-0.0,1.0,-0.2029336990700475,-0.23138422425904864,0.0
2018-12-27,-0.03463167784792391,-0.18975719913626846,-0.0,1.0,-0.19044950302470864,-0.23350421151532133,0.0
2018-12-28,-0.033856698024614065,-0.1904706987165758,-0.0,1.0,-0.19024004481275847,-0.23296044285549533,0.0
2018-12-31,-0.024751399682460096,-0.2090749561293557,-0.0,1.0,-0.1990640929222027,-0.2383889028160775,0.0
2019-01-02,-0.023883089770354905,-0.2089185803757829,-0.0,1.0,-0.19848016701461377,-0.23886430062630482,0.0
2019-01-03,-0.014843828800053792,-0.21473960259556868,-0.0,1.0,-0.19576034697239683,-0.2557240359076085,0.0
2019-01-04,-0.0016909425749204753,-0.21967185668843126,-0.0,1.0,-0.19199732127908922,-0.2608404486857525,0.0
2019-01-07,-0.0,-0.21240567211211542,-0.0,1.0,-0.1901318517289991,-0.2559747906128203,0.0
2019-01-08,-0.0,-0.2201099633455515,-0.0,1.0,-0.18735421526157947,-0.2586471176274575,0.0
2019-01-09,-0.0,-0.21959020489755124,-0.0,1.0,-0.18732300516408462,-0.25892053973013496,0.0
2019-01-10,-0.0,-0.21862354919820823,-0.0,1.0,-0.1881837710022813,-0.2583884235591894,0.0
2019-01-11,-0.0,-0.21655105716000803,-0.0,1.0,-0.18943840458880812,-0.2614553458280531,0.0
2019-01-14,-0.0,-0.21654285952758537,-0.0,1.0,-0.18968366580418997,-0.2630999081879643,0.0
2019-01-15,-0.0,-0.21535380507343124,-0.0,1.0,-0.1902536715620828,-0.2632843791722297,0.0
2019-01-16,-0.0,-0.21478144811478142,-0.0,1.0,-0.19032365699032364,-0.26322989656322987,0.0
2019-01-17,-0.0,-0.2147684605757197,-0.0,1.0,-0.19022110972048395,-0.2637630371297455,0.0
2019-01-18,-0.0003509182360510001,-0.21479538124759787,-0.0,1.0,-0.1921026686496332,-0.2637902511571947,0.0
2019-01-22,-0.0,-0.19723072485135978,-0.0,1.0,-0.13577140659305437,-0.2695876536482956,0.0
2019-01-23,-0.0,-0.19762159060113818,-0.0,1.0,-0.13503690360427856,-0.26144968197541885,0.0
2019-01-24,-0.0,-0.1960871852926639,-0.0,1.0,-0.1382081413332908,-0.26016869429341327,0.0
2019-01-25,-0.0,-0.18508435946946913,-0.0,1.0,-0.11807160267164697,-0.27957329619195337,0.0
2019-01-28,-0.0,-0.16811525743977326,-0.0,1.0,-0.13641946150212564,-0.2700047236655645,0.0
2019-01-29,-0.0,-0.16240516112749814,-0.0,1.0,-0.1348328785273751,-0.28010789154060917,0.0
2019-01-30,-0.0,-0.16112899154360721,-0.0,1.0,-0.13339328537170264,-0.2831629433295469,0.0
2019-01-31,-0.0,-0.16652431115750846,-0.0,1.0,-0.13017620448578027,-0.2850431811711113,0.0
2019-02-01,-0.0,-0.16679334916864608,-0.0,1.0,-0.13274742676167856,-0.284006334125099,0.0
2019-02-04,-0.0,-0.16708904869008775,-0.0,1.0,-0.13162479804859503,-0.2852345804162575,0.0
2019-02-05,-0.0,-0.1663629304470469,-0.0,1.0,-0.1292490055940288,-0.28911462212573097,0.0
2019-02-06,-0.0,-0.16488120744655524,-0.0,1.0,-0.1248869209160596,-0.2972908632100176,0.0
2019-02-07,-0.0,-0.16303588440774847,-0.0,1.0,-0.12187996189266433,-0.30290568434423626,0.0
2019-02-08,-0.0,-0.16337066158367086,-0.0,1.0,-0.12469224048923834,-0.30038916686522116,0.0
2019-02-11,-0.0,-0.1611239353657566,-0.0,1.0,-0.13227732229563002,-0.2985751810873199,0.0
2019-02-12,-0.0,-0.16465242346938777,-0.0,1.0,-0.1328762755102041,-0.296859056122449,0.0
2019-02-13,-0.0,-0.16826601205088149,-0.0,1.0,-0.13220900946854974,-0.2935569228807345,0.0
2019-02-14,-0.0,-0.1754748798880015,-0.0,1.0,-0.12863915492061473,-0.2867574533074549,0.0
2019-02-15,-0.0,-0.18348930481283424,-0.0,1.0,-0.12466577540106952,-0.28339062897886425,0.0
2019-02-19,-0.0,-0.17921392101035488,-0.0,1.0,-0.12885523867088708,-0.2825557906122254,0.0
2019-02-20,-0.0,-0.17700889659892094,-0.0,1.0,-0.12870625308357073,-0.2858211449397609,0.0
2019-02-21,-0.0,-0.17559718000541083,-0.0,1.0,-0.12938237025956045,-0.2864395181183061,0.0
2019-02-22,-0.0,-0.1753449539530289,-0.0,1.0,-0.1281826582964214,-0.28977725375227054,0.0
2019-02-25,-0.0,-0.17561279800450902,-0.0,1.0,-0.13237716058265778,-0.2909451399881678,0.0
2019-02-26,-0.0,-0.1760058849868867,-0.0,1.0,-0.1343632060385083,-0.28881212819036656,0.0
2019-02-27,-0.0,-0.17228308676529389,-0.0,1.0,-0.14354258296681327,-0.2835345861655338,0.0
2019-02-28,-0.0,-0.17315498449835395,-0.0,1.0,-0.14422923258861509,-0.28073960430849876,0.0
2019-03-01,-0.0,-0.17007833814636947,-0.0,1.0,-0.14818833064760598,-0.27721492732581327,0.0
2019-03-04,-0.0,-0.17134607408352745,-0.0,1.0,-0.14401939827074625,-0.27988705612098397,0.0
2019-03-05,-0.0,-0.16902263325187278,-0.0,1.0,-0.14849777181465332,-0.27974507642915325,0.0
2019-03-06,-0.0,-0.16665069324643791,-0.0,1.0,-0.1528816050092646,-0.2778097246182352,0.0
2019-03-07,-0.0,-0.15621809596733027,-0.0,1.0,-0.16405053598774885,-0.27494895354772847,0.0
2019-03-08,-0.0,-0.15012013455069678,-0.0,1.0,-0.1738427038282877,-0.2778471888515137,0.0
2019-03-11,-0.0,-0.14850511725360627,-0.0,1.0,-0.174599081311951,-0.2886292207268918,0.0
2019-03-12,-0.0,-0.13293915077482862,-0.0,1.0,-0.18119944121373577,-0.31022383938143666,0.0
2019-03-13,-0.0,-0.1386868456244496,-0.0,1.0,-0.18408950063602858,-0.3080661469715255,0.0
2019-03-14,-0.0,-0.13850392930511624,-0.0,1.0,-0.18490559885218638,-0.30700753252682034,0.0
2019-03-15,-0.0,-0.13637402834933698,-0.0,1.0,-0.18588738650467046,-0.31076490953034164,0.0
2019-03-18,-0.0,-0.14326096602954952,-0.0,1.0,-0.18840698801912997,-0.31179844528078626,0.0
2019-03-19,-0.0,-0.1439914339840211,-0.0,1.0,-0.18598138538835352,-0.31732147269582406,0.0
2019-03-20,-0.0,-0.14539217626492512,-0.0,1.0,-0.18522000131934824,-0.3185731248763111,0.0
2019-03-21,-0.0,-0.1445483174226311,-0.0,1.0,-0.2027996240787456,-0.30144597780745575,0.0
2019-03-22,-0.0,-0.14316009211550887,-0.0,1.0,-0.2125449394456502,-0.30103215759041735,0.0
2019-03-25,-0.0,-0.12698935714521073,-0.0,1.0,-0.2188375234768856,-0.30169033576065113,0.0
2019-03-26,-0.0,-0.12640583970537234,-0.0,1.0,-0.21768426615580258,-0.3074102822414163,0.0
2019-03-27,-0.0,-0.1175150194758038,-0.0,1.0,-0.22294843863471317,-0.31001188354129533,0.0
2019-03-28,-0.0,-0.117521755643257,-0.0,1.0,-0.22090853547779854,-0.31285192952327484,0.0
2019-03-29,-0.0,-0.11299136550494462,-0.0,1.0,-0.22178930511300787,-0.3161744068943884,0.0
2019-04-01,-0.0,-0.11535610141847476,-0.0,1.0,-0.22244188536878695,-0.3096756124483105,0.0
2019-04-02,-0.0,-0.1168447786793324,-0.0,1.0,-0.2256580249356818,-0.30668249884557025,0.0
2019-04-03,-0.0,-0.1175752979772169,-0.0,1.0,-0.2252757216571325,-0.3057089632206268,0.0
2019-04-04,-0.0,-0.11761599894396409,-0.0,1.0,-0.2222130552438783,-0.31024354828064155,0.0
2019-04-05,-0.0,-0.11618038011261374,-0.0,1.0,-0.22573933719720612,-0.3093079704760489,0.0
2019-04-08,-0.0,-0.11350619769917639,-0.0,1.0,-0.2267318071533497,-0.310264578209847,0.0
2019-04-09,-0.0,-0.11065573770491804,-0.0,1.0,-0.23360655737704922,-0.30831901110523535,0.0
2019-04-10,-0.0,-0.10572126977835034,-0.0,1.0,-0.23859544808905625,-0.30732005417368613,0.0
2019-04-11,-0.0,-0.10253911089818776,-0.0,1.0,-0.24355310326598714,-0.30589926155981034,0.0
2019-04-12,-0.0,-0.10262340580188992,-0.0,1.0,-0.24355712680896058,-0.3058382343223419,0.0
2019-04-15,-0.0,-0.1027256789388376,-0.0,1.0,-0.24407065594919122,-0.30713506003770963,0.0
2019-04-16,-0.0,-0.10111969303541009,-0.0,1.0,-0.24555513289118963,-0.3072292145609712,0.0
2019-04-17,-0.0,-0.09782248990667813,-0.0,1.0,-0.25368985372956515,-0.3031140379906016,0.0
2019-04-18,-0.0,-0.10093201119075604,-0.0,1.0,-0.2549704504444849,-0.2995348221232638,0.0
2019-04-22,-0.0,-0.10149951895962579,-0.0,1.0,-0.2565438078492519,-0.3007165842815911,0.0
2019-04-23,-0.0,-0.09496271748135873,-0.0,1.0,-0.2500414250207125,-0.311996685998343,0.0
2019-04-24,-0.0,-0.0975872468763464,-0.0,1.0,-0.24833460378484074,-0.3111888111888112,0.0
2019-04-25,-0.0,-0.09485818543705424,-0.0,1.0,-0.25100348316470394,-0.3127881904130038,0.0
2019-04-26,-0.0,-0.09598439385673428,-0.0,1.0,-0.25660863958736296,-0.30061664104217295,0.0
2019-04-29,-0.0,-0.09788648541377257,-0.0,1.0,-0.2574915657868625,-0.2983892306674605,0.0
2019-04-30,-0.0,-0.09961128111818708,-0.0,1.0,-0.25647175585145976,-0.2980398643619221,0.0
2019-05-01,-0.0,-0.09520655683417502,-0.0,1.0,-0.26306813477936913,-0.2974915141981952,0.0
2019-05-02,-0.0,-0.09680995400244878,-0.0,1.0,-0.25232469638307026,-0.30547006849995034,0.0
2019-05-03,-0.0,-0.0934511400112512,-0.0,1.0,-0.2549223998146861,-0.306198087296072,0.0
2019-05-06,-0.0,-0.08221351713194823,-0.0,1.0,-0.25964860084957275,-0.31100312391530716,0.0
2019-05-07,-0.0,-0.0835068927898443,-0.0,1.0,-0.2584217660087937,-0.3110185460676386,0.0
2019-05-08,-0.0,-0.08644689855839176,-0.0,1.0,-0.2579850548869197,-0.30878852003703217,0.0
2019-05-09,-0.0,-0.08576766023574534,-0.0,1.0,-0.26089040982658,-0.30651854056109373,0.0
2019-05-10,-0.0,-0.08524926395183434,-0.0,1.0,-0.2612392073836382,-0.3075523503920077,0.0
2019-05-13,-0.0,-0.08578277401223343,-0.0,1.0,-0.25991072904612333,-0.3074723094726401,0.0
2019-05-14,-0.0,-0.06391576457446983,-0.023703533354140313,1.0,-0.2500123199237807,-0.30504131281107805,0.0
2019-05-15,-0.0,-0.0666524141560321,-0.024700697276674125,1.0,-0.25287791080121036,-0.3002729903960005,0.0
2019-05-16,-0.0,-0.06773976093783397,-0.02883872346722349,1.0,-0.24846681244964733,-0.2991236579470906,0.0
2019-05-17,-0.0,-0.06590352132366244,-0.029983059489153138,1.0,-0.24315389549513985,-0.30566931464943004,0.0
2019-05-20,-0.0,-0.0616681455190772,-0.032731933353051364,1.0,-0.2424825002464754,-0.30627033422064476,0.0
2019-05-21,-0.0,-0.06331171496593055,-0.035120269271816766,1.0,-0.2375831212544126,-0.30588621623840406,0.0
2019-05-22,-0.0,-0.05846734492943879,-0.04030193633081719,1.0,-0.23793895635050866,-0.3042500820479159,0.0
2019-05-23,-0.0,-0.05900682235633692,-0.04460771451062713,1.0,-0.23714248228811338,-0.2992324849120966,0.0
2019-05-24,-0.0,-0.05187197277130514,-0.04989200157088624,1.0,-0.23350569446262598,-0.3010538028537767,0.0
2019-05-28,-0.0,-0.05356061969342516,-0.0503868994061544,1.0,-0.23261406579743815,-0.2993767075105927,0.0
2019-05-29,-0.0,-0.05615261490216575,-0.05120373697448796,1.0,-0.2323686015744945,-0.2935517590566099,0.0
2019-05-30,-0.0,-0.056060878227215574,-0.051553799173702175,1.0,-0.23203292127308653,-0.29335205839606776,0.0
2019-05-31,-0.0,-0.055590929127687705,-0.04863594063770388,1.0,-0.23080439503028521,-0.2975951413038154,0.0
2019-06-03,-0.0,-0.052487913967178605,-0.03905350741605551,1.0,-0.23811951195448414,-0.3146972736540928,0.0
2019-06-04,-0.0,-0.049366068638897566,-0.038562102251237435,1.0,-0.24079525085921955,-0.3156994622683396,0.0
2019-06-05,-0.0,-0.04893848486846443,-0.038026636777213685,1.0,-0.24090129887255227,-0.3204654842750709,0.0
2019-06-06,-0.0,-0.050347851890929475,-0.040687131128622774,1.0,-0.23986943189686435,-0.317666260015167,0.0
2019-06-07,-0.0,-0.05840258541089566,-0.041946972694895134,1.0,-0.23379171613243635,-0.31471771534098403,0.0
2019-06-10,-0.0,-0.05945438371058614,-0.04059174327040295,1.0,-0.23042074396230766,-0.3169253072386412,0.0
2019-06-11,-0.0,-0.05876337967773325,-0.03874127950126169,1.0,-0.23046855672653505,-0.3213101776260452,0.0
2019-06-12,-0.0,-0.060729012040244106,-0.04016163615371928,1.0,-0.22917697509483753,-0.31928088405079996,0.0
2019-06-13,-0.0,-0.06622090143635463,-0.044031698860822185,1.0,-0.22565626547795936,-0.31507346871388475,0.0
2019-06-14,-0.0,-0.06626277299965333,-0.04922660415669313,1.0,-0.2249368572230384,-0.31036532017102203,0.0
2019-06-17,-0.0,-0.061351922822783136,-0.04940861636051275,1.0,-0.23263843002510903,-0.30852715739394737,0.0
2019-06-18,-0.0,-0.0655694361821667,-0.048053407363341925,1.0,-0.23331019895564808,-0.3055390310000661,0.0
2019-06-19,-0.0,-0.06452624111134941,-0.05243272673277128,1.0,-0.23348897064889212,-0.2994340961211661,0.0
2019-06-20,-0.0,-0.06522277432028659,-0.05043168199151493,1.0,-0.2352212886078875,-0.2999158096307179,0.0
2019-06-21,-0.0,-0.06543042861385158,-0.05046688883756228,1.0,-0.233906358267067,-0.29996370475467715,0.0
2019-06-24,-0.0,-0.05979912779172724,-0.05229945817364874,1.0,-0.23080481036077707,-0.3090062111801242,0.0
2019-06-25,-0.0,-0.05412639405204461,-0.05368029739776952,1.0,-0.23415117719950437,-0.31025196199917393,0.0
2019-06-26,-0.0,-0.05154776139232098,-0.05427129002258536,1.0,-0.24642952039325094,-0.3084396173774412,0.0
2019-06-27,-0.0,-0.052068449908622694,-0.0570526665559063,1.0,-0.24781525170294066,-0.30448579498255524,0.0
2019-06-28,-0.0,-0.04218028374921088,-0.05925839784696149,1.0,-0.25485928830115956,-0.3049971757982523,0.0
2019-07-01,-0.0,-0.038568819525153585,-0.06113232608334717,1.0,-0.25978748132160057,-0.300813548065748,0.0
2019-07-02,-0.0,-0.0410120282040647,-0.060323517212774784,1.0,-0.2570883450850269,-0.30065532973869763,0.0
2019-07-03,-0.0,-0.039360414005871716,-0.061553517225364486,1.0,-0.2582726533861898,-0.2994741992734993,0.0
2019-07-05,-0.0,-0.034407282736664074,-0.062264745386107746,1.0,-0.259041238993815,-0.302469033445537,0.0
2019-07-08,-0.0,-0.03449362365466575,-0.061872937430556704,1.0,-0.25891776255783483,-0.30306296744664263,0.0
2019-07-09,-0.0,-0.031525036049922926,-0.06258598113801733,1.0,-0.25849866573848473,-0.30484146321250394,0.0
2019-07-10,-0.0,-0.02636247575149636,-0.06070001492215608,1.0,-0.2640890023709648,-0.3068824299902177,0.0
2019-07-11,-0.0,-0.0247763819512438,-0.06199903748817604,1.0,-0.2661843044192569,-0.3065434208997826,0.0
2019-07-12,-0.0,-0.02049894600561024,-0.06302388500672233,1.0,-0.27020432552658225,-0.30608992978903515,0.0
2019-07-15,-0.0,-0.028054448871181935,-0.06834329349269587,1.0,-0.2658034528552457,-0.29782536520584324,0.0
2019-07-16,-0.0,-0.026435082941733225,-0.06992345117313983,1.0,-0.2659615097221992,-0.2981751158195374,0.0
2019-07-17,-0.0,-0.027913850650105442,-0.06924494777569286,1.0,-0.265804287540891,-0.29758722040484215,0.0
2019-07-18,-0.0,-0.02822018713915987,-0.07084079899130666,1.0,-0.2649644966487491,-0.2950262127546619,0.0
2019-07-19,-0.0,-0.029371255994557192,-0.07138708660372037,1.0,-0.2655360669067255,-0.2930985845377761,0.0
2019-07-22,-0.0,-0.02966157929661579,-0.07120106171201061,1.0,-0.2648307896483079,-0.29323158593231585,0.0
2019-07-23,-0.0,-0.028026385574118275,-0.07070405727923627,1.0,-0.2644192521877486,-0.2942521877486078,0.0
2019-07-24,-0.0,-0.027972027972027972,-0.07160375169853843,1.0,-0.2638948728996122,-0.2936400092798197,0.0
2019-07-25,-0.0,-0.020422360248447204,-0.07494824016563147,1.0,-0.2718178053830228,-0.2891262939958592,0.0
2019-07-26,-0.0,-0.016042515148505018,-0.0765537564981292,1.0,-0.2733684315088904,-0.2896096155756432,0.0
2019-07-29,-0.0,-0.012741069653389886,-0.07651269136457022,1.0,-0.2743554907548545,-0.2932102856385446,0.0
2019-07-30,-0.0,-0.012183026415842893,-0.07656957714814693,1.0,-0.2730188117829867,-0.2913016166892584,0.0
2019-07-31,-0.0,-0.017215198230614334,-0.07595814214505002,1.0,-0.27049153269732285,-0.2868979632258278,0.0
2019-08-01,-0.0,-0.016034505465560386,-0.07129922296852365,1.0,-0.27312985644672727,-0.2857895430001317,0.0
2019-08-02,-0.0,-0.011732036346308681,-0.07934734386039863,1.0,-0.27151284115742946,-0.28053369263379285,0.0
2019-08-05,-0.0,-0.01042042731957071,-0.07809576947060946,1.0,-0.2749680002625619,-0.2775279792576061,0.0
2019-08-06,-0.0,-0.012525925563013407,-0.07878104943412864,1.0,-0.2659676971567619,-0.27581532833602795,0.0
2019-08-07,-0.0,-0.011578981701947228,-0.0769105319808213,1.0,-0.2652728399491177,-0.27708013960011746,0.0
2019-08-08,-0.0,-0.012839127526632625,-0.07988971727817022,1.0,-0.2643359381372661,-0.27433642755762927,0.0
2019-08-09,-0.0,-0.009044032727686776,-0.07931421507230345,1.0,-0.2594140898222099,-0.27885225368837124,0.0
2019-08-12,-0.0,-0.0059643762595072486,-0.08566274458818177,1.0,-0.2640414743548073,-0.2695020477150101,0.0
2019-08-13,-0.0,-0.0036014405762304926,-0.08513675740566497,1.0,-0.26378118815093604,-0.26975114370072356,0.0
2019-08-14,-0.0,-0.008492397282432871,-0.08573277256551277,1.0,-0.2556454221934649,-0.26772889032675506,0.0
2019-08-15,-0.0,-0.019458057076967426,-0.09419941705903077,1.0,-0.2459722622593767,-0.2418564427788988,0.0
2019-08-16,-0.0,-0.018519111851590785,-0.09474223831341513,1.0,-0.24603505174457724,-0.242702893210727,0.0
2019-08-19,-0.0,-0.01347183379944067,-0.096763883339992,1.0,-0.24789452656811825,-0.2399680383539752,0.0
2019-08-20,-0.0,-0.013510060683487705,-0.09747684445863941,1.0,-0.24687000958160335,-0.2390769722133504,0.0
2019-08-21,-0.0,-0.0154594767070836,-0.1022495213784301,1.0,-0.24358647096362476,-0.23410976388002552,0.0
2019-08-22,-0.0,-0.01656648117735223,-0.1006744582808489,1.0,-0.2451966771369804,-0.2320423489643956,0.0
2019-08-23,-0.0,-0.017091564228886656,-0.10062020694823105,1.0,-0.24537236332328885,-0.23127820028379648,0.0
2019-08-26,-0.0,-0.012637580172618576,-0.10251009581122812,1.0,-0.24283791274051789,-0.22568691107767838,0.0
2019-08-27,-0.0,-0.012340014871299971,-0.1011723014127735,1.0,-0.24157952190352638,-0.2269613504406018,0.0
2019-08-28,-0.0,-0.013307804291410852,-0.09989556301031713,1.0,-0.2408696752959048,-0.22830558896132666,0.0
2019-08-29,-0.0,-0.010253489034463116,-0.10103167821766512,1.0,-0.2423336181524732,-0.2286939460109497,0.0
2019-08-30,-0.0,-0.00756905378926743,-0.10149484861892422,1.0,-0.24426395297389547,-0.22685038872384805,0.0
2019-09-03,-0.0,-0.009072947127163519,-0.1032640480518454,1.0,-0.24296214336520983,-0.2253536710661503,0.0
2019-09-04,-0.0,-0.0035712592639413425,-0.10805429578243761,1.0,-0.2397642336804513,-0.2288134254065073,0.0
2019-09-05,-0.0,-0.0003006138851971394,-0.1071767609644959,1.0,-0.24101322701094866,-0.23367191949876587,0.0
