Date,INDB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.196278563032197,-0.7940881332607013,-0.052725135468333385,-0.4028785228934316,-0.4210843200779839,0.0
2018-09-25,1.0,-0.1951044123569004,-0.7989702582983375,-0.04855318414542944,-0.40720819191163776,-0.42653742161882297,0.0
2018-09-26,1.0,-0.19459646292989227,-0.7991531770263264,-0.045653551471858976,-0.4091825565988824,-0.4317933060660176,0.0
2018-09-27,1.0,-0.1935763888888889,-0.8099247685185185,-0.043460648148148144,-0.4119791666666667,-0.4345486111111111,0.0
2018-09-28,1.0,-0.19049689801124833,-0.8150692874123036,-0.044181596799443376,-0.41328926769873015,-0.4360178581782339,0.0
2018-10-01,1.0,-0.1905949205612896,-0.8149136031543546,-0.04435811202597704,-0.41331323205380954,-0.4360431404383625,0.0
2018-10-02,1.0,-0.190651763681231,-0.8238060676440704,-0.04200899985484106,-0.41216431993032376,-0.43457686166352155,0.0
2018-10-03,1.0,-0.19042920572274297,-0.8197568124437737,-0.04161467250935895,-0.413360805595055,-0.43683798136916335,0.0
2018-10-04,1.0,-0.18959588537839822,-0.8422924320352683,-0.0405878030859662,-0.4137839823659074,-0.45275532696546655,0.0
2018-10-05,1.0,-0.17804849478739604,-0.8393756588965678,-0.03016282066299637,-0.41979032446995435,-0.4610226074733512,0.0
2018-10-08,1.0,-0.17643790754115615,-0.837129740635691,-0.026901371385128218,-0.42279014006257487,-0.46077370683353314,0.0
2018-10-09,1.0,-0.17484644632933607,-0.8379935653699913,-0.022813688212927757,-0.42515355367066393,-0.4640245685873063,0.0
2018-10-10,1.0,-0.17508259992397884,-0.8375778486009181,-0.023186456536358587,-0.42525072366305083,-0.4627934855705974,0.0
2018-10-11,1.0,-0.12729711220180345,-0.8404862458623447,-0.0,-0.41145417189818523,-0.4743180002282845,0.0
2018-10-12,1.0,-0.12136460554371002,-0.843866382373845,-0.0,-0.40707889125799573,-0.47064676616915424,0.0
2018-10-15,1.0,-0.09474162665833356,-0.8711684327149797,-0.0,-0.40257379051731484,-0.472372943950456,0.0
2018-10-16,1.0,-0.09192920655663192,-0.8757137581318712,-0.0,-0.4017215420016477,-0.4714922871509332,0.0
2018-10-17,1.0,-0.0721643697195947,-0.8441069975018947,-0.0,-0.40342998287815424,-0.4871586156566649,0.0
2018-10-18,1.0,-0.0714606489278096,-0.8428763893566859,-0.0,-0.40501852475581007,-0.4874536881104749,0.0
2018-10-19,1.0,-0.052420934788692974,-0.8369437447523089,-0.0,-0.4146935348446683,-0.49471032745591936,0.0
2018-10-22,1.0,-0.05256227060043148,-0.8265389033649939,-0.0,-0.42173096859152165,-0.5009946485108291,0.0
2018-10-23,1.0,-0.046172539489671933,-0.8337336460482071,-0.0,-0.4351069541382916,-0.5107519285653734,0.0
2018-10-24,1.0,-0.0450437689452959,-0.840278761438001,-0.0,-0.4364712881384742,-0.5111476245786,0.0
2018-10-25,1.0,-0.03340800896107533,-0.830327639316718,-0.0,-0.4343321198543825,-0.5022682721926631,0.0
2018-10-26,1.0,-0.028748920522606344,-0.8240242917235423,-0.0,-0.4347438504610413,-0.4982310499484637,0.0
2018-10-29,1.0,-0.01004328043502386,-0.833952946398846,-0.0,-0.42658972367106873,-0.5037731661302852,0.0
2018-10-30,1.0,-0.0,-0.8345841672225929,-0.0,-0.4266733377807427,-0.5183733600177896,0.0
2018-10-31,1.0,-0.0,-0.8281163434903047,-0.0,-0.4255401662049862,-0.516426592797784,0.0
2018-11-01,1.0,-0.0,-0.8370251412116514,-0.0,-0.4190109646693986,-0.5128198028574593,0.0
2018-11-02,1.0,-0.0,-0.8131080671388805,-0.0,-0.43163464983601135,-0.5113689606702864,0.0
2018-11-05,1.0,-0.0,-0.8315841802916482,-0.0,-0.4330534688466637,-0.497182942996023,0.0
2018-11-06,1.0,-0.0,-0.8406702798363013,-0.0,-0.4323636765844486,-0.49217453821479923,0.0
2018-11-07,1.0,-0.0,-0.8412865367581931,-0.0,-0.43370792736935343,-0.4929417626217892,0.0
2018-11-08,1.0,-0.0,-0.8391575705919552,-0.0,-0.41722801132770615,-0.4930576558246955,0.0
2018-11-09,1.0,-0.0,-0.8388409303348545,-0.0,-0.4176059822950459,-0.4927695606752076,0.0
2018-11-12,1.0,-0.0,-0.8322822987497258,-0.0,-0.41873217810923447,-0.4908148716823865,0.0
2018-11-13,1.0,-0.0,-0.8280442000979805,-0.0,-0.4106199989113276,-0.48301671112078814,0.0
2018-11-14,1.0,-0.0,-0.8276312566342778,-0.0,-0.41117552597915136,-0.4829482050025856,0.0
2018-11-15,1.0,-0.0,-0.8293541433599826,-0.0,-0.41103440748724385,-0.4881988594504625,0.0
2018-11-16,1.0,-0.0,-0.8325723815512481,-0.0,-0.41318314787981514,-0.4881756294939443,0.0
2018-11-19,1.0,-0.0,-0.8338808585194919,-0.0,-0.41480508103372754,-0.488939991239597,0.0
2018-11-20,1.0,-0.0,-0.828179537521815,-0.0,-0.40777705061082026,-0.49091950261780104,0.0
2018-11-21,1.0,-0.0,-0.8273780520816414,-0.0,-0.4083157381841806,-0.47125223323046933,0.0
2018-11-23,1.0,-0.0,-0.8162415127005167,-0.0,-0.41515405632050206,-0.473719804149647,0.0
2018-11-26,1.0,-0.0,-0.8204538692488708,-0.0,-0.4129182332098131,-0.47145059641340514,0.0
2018-11-27,1.0,-0.0,-0.8210744692315983,-0.0,-0.4067518051514172,-0.46640262959370626,0.0
2018-11-28,1.0,-0.0,-0.8330183075012151,-0.0,-0.4027920289463736,-0.46443808392288166,0.0
2018-11-29,1.0,-0.0,-0.8223770601634731,-0.0,-0.39488141498057083,-0.46262896958327754,0.0
2018-11-30,1.0,-0.0,-0.8227030215287274,-0.0,-0.3944609775060994,-0.4638730260864903,0.0
2018-12-03,1.0,-0.0,-0.8231679501972254,-0.0,-0.3954168567365229,-0.46472750690959835,0.0
2018-12-04,1.0,-0.0,-0.8260054624323889,-0.0,-0.3896267337867509,-0.4620307395705029,0.0
2018-12-06,1.0,-0.0,-0.8403733074391757,-0.0,-0.390084695473917,-0.46685008361655067,0.0
2018-12-07,1.0,-0.0,-0.841173931808373,-0.0,-0.39126564523090207,-0.4650140267587397,0.0
2018-12-10,1.0,-0.0,-0.8462465518626636,-0.0,-0.3856825303302177,-0.4462626208521921,0.0
2018-12-11,1.0,-0.0,-0.8470424271662512,-0.0,-0.38254134169547854,-0.45056417678432636,0.0
