Date,AQUA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5299588210799057,-1.2070050432610004,-0.0,-0.9766344329801508,-0.9132466571045205,0.0
2018-09-25,1.0,-0.5345298117396734,-1.205282390489847,-0.0,-0.9754382718904668,-0.910310375132985,0.0
2018-09-26,1.0,-0.5409592726598015,-1.2133314778736433,-0.0,-0.9786622135634103,-0.905649874756471,0.0
2018-09-27,1.0,-0.5406836336615269,-1.2172580345532231,-0.0,-0.9795652981608768,-0.9066970091027307,0.0
2018-09-28,1.0,-0.5390581460152332,-1.2189299647036969,-0.0,-0.9794259706483373,-0.9068363366152702,0.0
2018-10-01,1.0,-0.539065403195838,-1.2195745076179858,-0.0,-0.9793292456335935,-0.9071441843180973,0.0
2018-10-02,1.0,-0.5418911387702025,-1.2089448263050342,-0.0,-0.9826769459409251,-0.9107375069663756,0.0
2018-10-03,1.0,-0.5429969704031695,-1.1930552318806804,-0.0,-0.9955255185271499,-0.9293404800745748,0.0
2018-10-04,1.0,-0.5507090875163277,-1.1844560552341856,-0.0,-1.005411457361448,-0.9244728494122039,0.0
2018-10-05,1.0,-0.5342249465960807,-1.1764651249187332,-0.0,-1.0066406612798364,-0.9264883440141172,0.0
2018-10-08,1.0,-0.5303777446966877,-1.1744975809452922,-0.0,-1.0181429103088946,-0.9290565686639374,0.0
2018-10-09,1.0,-0.5253700772739969,-1.1749371566893212,-0.0,-1.0209477702262357,-0.9337584954845917,0.0
2018-10-10,1.0,-0.5258480294076591,-1.174026336606021,-0.0,-1.021311246568331,-0.9319249918570566,0.0
2018-10-11,1.0,-0.45547405840795574,-1.1418350357737477,-0.0,-0.983890563830266,-0.9185978490752823,0.0
2018-10-12,1.0,-0.4568327796234773,-1.127486157253599,-0.0,-0.9576965669988926,-0.8876633444075305,0.0
2018-10-15,1.0,-0.4044061900726932,-1.1972082236988806,-0.0,-0.9579003701556438,-0.9001917673817063,0.0
2018-10-16,1.0,-0.40957613113582564,-1.1927732368573853,-0.0,-0.9610076376792174,-0.9031667336638528,0.0
2018-10-17,1.0,-0.3781405935393504,-1.135953777466515,-0.0,-0.9514575855729669,-0.911581896174385,0.0
2018-10-18,1.0,-0.38023163990523823,-1.1421865403176275,-0.0,-0.9510397473019215,-0.9136614898657541,0.0
2018-10-19,1.0,-0.3575992003129211,-1.1259507149376333,-0.0,-0.9517580077361033,-0.9108175061932288,0.0
2018-10-22,1.0,-0.35768294802711625,-1.115026942464801,-0.0,-0.9570658786719972,-0.9157830697027639,0.0
2018-10-23,1.0,-0.361838960587494,-1.1153261200191196,-0.0,-0.9540259853126494,-0.9141789423369401,0.0
2018-10-24,1.0,-0.3632424388322318,-1.1324025036109773,-0.0,-0.9620519105353,-0.9192454151529742,0.0
2018-10-25,1.0,-0.31490921346421197,-1.0649618738678015,-0.0,-0.9607785314066648,-0.8721826684079707,0.0
2018-10-26,1.0,-0.29235825117517367,-1.0452181871126087,-0.0,-0.9640168060235451,-0.8583135737759475,0.0
2018-10-29,1.0,-0.2716028955532575,-1.0501758014477767,-0.0,-0.9544570837642192,-0.8602275077559463,0.0
2018-10-30,1.0,-0.24154569277484295,-1.0595649099455098,-0.0,-0.9641861819391871,-0.8942639657252193,0.0
2018-10-31,1.0,-1.0776501262934897,-2.026154974333904,-0.11284934408864987,-2.01377006436894,-1.9174610934571825,0.0
2018-11-01,1.0,-1.0788916055419722,-2.0252648736756313,-0.11540342298288508,-2.013284433577832,-1.9171964140179298,0.0
2018-11-02,1.0,-1.0840322580645163,-1.9615322580645163,-0.10080645161290323,-2.0187096774193547,-1.8994354838709677,0.0
2018-11-05,1.0,-1.0831436931079323,-2.0132477243172953,-0.10086150845253576,-2.0373862158647595,-1.8927178153446034,0.0
2018-11-06,1.0,-1.082994635018696,-2.0124370021134776,-0.10274752072833686,-2.0373110063404325,-1.8931880994960169,0.0
2018-11-07,1.0,-1.0835308541070698,-2.0273804658765835,-0.11238250919493258,-2.0460972619534123,-1.9039640375970575,0.0
2018-11-08,1.0,-1.0350554978838937,-1.9938513135830072,-0.07386409007426335,-2.0036732412361253,-1.878862892278208,0.0
2018-11-09,1.0,-1.037093292829163,-1.9964825325765447,-0.07362698856823087,-2.005595970900951,-1.881445359341274,0.0
2018-11-12,1.0,-1.0273029439696106,-1.9586894586894588,-0.06877176321620766,-1.9965178854067742,-1.8625356125356125,0.0
2018-11-13,1.0,-0.9849828820417057,-1.9387643946467477,-0.01758481170245876,-1.9921413009648303,-1.847416744475568,0.0
2018-11-14,1.0,-0.9876187509733686,-1.9390281887556455,-0.01822146083164616,-1.9939261797227845,-1.8481544930696152,0.0
