Date,AU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-17,1.0,-0.5576354084898255,-1.6924098786305173,-0.0,-1.443028802608538,-1.3452086226677133,0.0
2018-10-18,1.0,-0.5616172637449233,-1.703461235376129,-0.0,-1.4458992544098925,-1.3507910529187126,0.0
2018-10-19,1.0,-0.5267605633802817,-1.7113900796080832,-0.0,-1.4956521739130435,-1.3899571341090018,0.0
2018-10-22,1.0,-0.5266409738789992,-1.6969474521318895,-0.0,-1.4997858934361044,-1.3939560775677493,0.0
2018-10-23,1.0,-0.5304475421863536,-1.696197114208853,-0.0,-1.495842504279775,-1.3914159941305941,0.0
2018-10-24,1.0,-0.5317352723687454,-1.7003943800838057,-0.0,-1.5152822282474734,-1.4147769287650973,0.0
2018-10-25,1.0,-0.43268343331795106,-1.5437240424550072,-0.0,-1.4888670973696356,-1.3030110752191972,0.0
2018-10-26,1.0,-0.388335052137046,-1.5263549902601121,-0.0,-1.520568351094305,-1.2940300217715137,0.0
2018-10-29,1.0,-0.3378062011077485,-1.5542168674698793,-0.0,-1.5053388911094614,-1.312682007651459,0.0
2018-10-30,1.0,-0.3320782702949398,-1.5527411717724913,-0.0,-1.5040789548747788,-1.315990644075532,0.0
2018-10-31,1.0,-0.33450861875979404,-1.4954107902395344,-0.0,-1.47873293037833,-1.2878889635101858,0.0
2018-11-01,1.0,-0.2813679515040604,-1.5910442639826148,-0.0,-1.5183575431773992,-1.3280338556559534,0.0
2018-11-02,1.0,-0.2842556552152084,-1.5462289163423026,-0.0,-1.504428273255486,-1.3061995825576804,0.0
2018-11-05,1.0,-0.27645629696593027,-1.5740437312842532,-0.0,-1.5095768122492794,-1.2899598847392508,0.0
2018-11-06,1.0,-0.2734285714285714,-1.5844000000000003,-0.0,-1.536457142857143,-1.32,0.0
2018-11-07,1.0,-0.28453087362669643,-1.641795429175724,-0.0,-1.582750719699195,-1.3660184477997768,0.0
2018-11-08,1.0,-0.22284363468634683,-1.6290359778597785,-0.0,-1.5495848708487083,-1.3642181734317342,0.0
2018-11-09,1.0,-0.2225808310760187,-1.62809059996542,-0.0,-1.5494207826638235,-1.3632643651662728,0.0
2018-11-12,1.0,-0.2188765326489877,-1.595779868833761,-0.0,-1.541089250071286,-1.3471343028229257,0.0
2018-11-13,1.0,-0.16065224700212932,-1.5759834136501176,-0.0,-1.5369830774403226,-1.3299338787403339,0.0
2018-11-14,1.0,-0.16051805337519623,-1.577259475218659,-0.0,-1.5378448082529714,-1.3310159228526577,0.0
2018-11-15,1.0,-0.160056258790436,-1.5907172995780592,-0.0,-1.5572995780590717,-1.317805907172996,0.0
2018-11-16,1.0,-0.15500195497961236,-1.568954923755795,-0.0,-1.5454951684075295,-1.316203988158409,0.0
2018-11-19,1.0,-0.15400089405453732,-1.5699597675458201,-0.0,-1.5467702279839068,-1.3170540902995083,0.0
2018-11-20,1.0,-0.056634214186369956,-1.5596105702364393,-0.0,-1.5702364394993047,-1.3768011126564674,0.0
2018-11-21,1.0,-0.06538419379590046,-1.5404472213087799,-0.0,-1.5608900580949248,-1.3139318206730242,0.0
2018-11-23,1.0,-0.0677332453680796,-1.5504975534663807,-0.0,-1.5622079278684922,-1.3173896310957172,0.0
2018-11-26,1.0,-0.06783201407211961,-1.5505167106420403,-0.0,-1.561675461741425,-1.316952506596306,0.0
2018-11-27,1.0,-0.04650275309382325,-1.5536171836667938,-0.0,-1.5485471296952515,-1.3030038706863654,0.0
2018-11-28,1.0,-0.04581194714426122,-1.565305230970842,-0.0,-1.546467183575407,-1.3027192311892541,0.0
2018-11-29,1.0,-0.0,-1.518290089323692,-0.0,-1.5119629944704382,-1.2861548277328796,0.0
2018-11-30,1.0,-0.0,-1.5182054961994365,-0.0,-1.5121990113219583,-1.2850688353797906,0.0
2018-12-03,1.0,-0.0,-1.5248347900234491,-0.0,-1.5163611170326157,-1.2881581752291622,0.0
2018-12-04,1.0,-0.0,-1.5184871278737155,-0.0,-1.5016421231062613,-1.2770420595402054,0.0
2018-12-06,1.0,-0.0,-1.4163069796820715,-0.0,-1.581166438572481,-1.2662385514264658,0.0
2018-12-07,1.0,-0.0,-1.4340274089025813,-0.0,-1.6058642303197703,-1.2719111866567512,0.0
2018-12-10,1.0,-0.0,-1.4864063005717987,-0.0,-1.6483978854245336,-1.259520983924911,0.0
2018-12-11,1.0,-0.0,-1.4885529157667385,-0.0,-1.6457883369330455,-1.2652267818574514,0.0
2018-12-12,1.0,-0.0,-1.4987508146860742,-0.0,-1.6619595915707146,-1.270530089072344,0.0
2018-12-13,1.0,-0.0,-1.4970420624151968,-0.0,-1.66078697421981,-1.2695793758480325,0.0
2018-12-14,1.0,-0.0,-1.4730281421806108,-0.0,-1.6914702520276523,-1.2788634260519296,0.0
2018-12-17,1.0,-0.0,-1.4568407423392318,-0.0,-1.6490073370738023,-1.2891130772550712,0.0
2018-12-18,1.0,-0.0,-1.4390942498919153,-0.0,-1.6547233030696067,-1.3104193687851275,0.0
2018-12-19,1.0,-0.0,-1.4494534776224917,-0.0,-1.6666485398879765,-1.3219859698732939,0.0
2018-12-20,1.0,-0.0,-1.4283867492593592,-0.0,-1.6517102073794776,-1.3063829787234043,0.0
2018-12-21,1.0,-0.0,-1.4728019720624486,-0.0,-1.7133388112845795,-1.2918104628868803,0.0
2018-12-24,1.0,-0.0,-1.4126245127760937,-0.0,-1.6833044608055436,-1.3176158510177567,0.0
2018-12-26,1.0,-0.0,-1.4868269704770773,-0.0,-1.6693323108944513,-1.321137098099359,0.0
2018-12-27,1.0,-0.0,-1.4194627309407517,-0.0,-1.5142811637290294,-1.3752389042259503,0.0
2018-12-28,1.0,-0.0,-1.4197563559322035,-0.0,-1.5084745762711864,-1.3684322033898304,0.0
2018-12-31,1.0,-0.0,-1.4179936305732483,-0.0,-1.5149150743099786,-1.3748938428874733,0.0
2019-01-02,1.0,-0.0,-1.4131999576585161,-0.0,-1.5078861014078544,-1.3715994495607071,0.0
2019-01-03,1.0,-0.0,-1.4107388225346158,-0.0,-1.5121551633019765,-1.361959623718423,0.0
2019-01-04,1.0,-0.0,-1.4578783986298438,-0.0,-1.4852815242988653,-1.4090130593020767,0.0
2019-01-07,1.0,-0.0,-1.4157560897606738,-0.0,-1.515324343052076,-1.3991258461702467,0.0
2019-01-08,1.0,-0.0,-1.3874524918366253,-0.0,-1.5592313045340185,-1.406402226861517,0.0
2019-01-09,1.0,-0.0,-1.3631758558174254,-0.0,-1.5542817532259785,-1.414738189186307,0.0
2019-01-10,1.0,-0.0,-1.3611614278103357,-0.0,-1.5534363345764517,-1.4129994672349495,0.0
2019-01-11,1.0,-0.0,-1.3471466293043055,-0.0,-1.5837150401465752,-1.4579403998491136,0.0
2019-01-14,1.0,-0.0,-1.341501340482574,-0.0,-1.5728686327077748,-1.4476139410187667,0.0
2019-01-15,1.0,-0.0,-1.335001075962987,-0.0,-1.5737572627501615,-1.4710565956531096,0.0
2019-01-16,1.0,-0.0,-1.3378363832077504,-0.0,-1.5440796555435952,-1.5002691065662002,0.0
2019-01-17,1.0,-0.0,-1.3361299343874369,-0.0,-1.5431321931805961,-1.4988168226309562,0.0
2019-01-18,1.0,-0.0,-1.351915803321822,-0.0,-1.576659540645727,-1.5530340404538727,0.0
2019-01-22,1.0,-0.0,-1.4283908253566913,-0.0,-1.9129492504966588,-1.6787670820540606,0.0
2019-01-23,1.0,-0.0,-1.3316187594553706,-0.0,-1.9527987897125565,-1.7670196671709528,0.0
2019-01-24,1.0,-0.0,-1.3298349915069159,-0.0,-1.967483620480466,-1.769170104343606,0.0
2019-01-25,1.0,-0.0,-1.2301227759175366,-0.0,-2.3391110235703496,-1.9963232880309894,0.0
2019-01-28,1.0,-0.0,-1.1556758847418296,-0.0,-2.353123187004448,-1.937471797846967,0.0
2019-01-29,1.0,-0.0,-1.1703528172722486,-0.0,-2.3931674565560823,-2.018891521853607,0.0
2019-01-30,1.0,-0.0,-1.1665020738692475,-0.0,-2.389294884455856,-2.027914938442294,0.0
2019-01-31,1.0,-0.0,-1.1861836004768844,-0.0,-2.338654126374354,-2.0985561001457147,0.0
2019-02-01,1.0,-0.0,-1.1843571712883108,-0.0,-2.366127106275706,-2.083388616160276,0.0
2019-02-04,1.0,-0.0,-1.1900652216878582,-0.0,-2.344950260227946,-2.052967916200013,0.0
2019-02-05,1.0,-0.0,-1.1514150943396226,-0.0,-2.395822102425876,-2.191374663072776,0.0
2019-02-06,1.0,-0.0,-1.1385123744015107,-0.0,-2.396722638074044,-2.2083080450468673,0.0
2019-02-07,1.0,-0.0,-1.1421628189550426,-0.0,-2.406777372755502,-2.201363574996625,0.0
2019-02-08,1.0,-0.0,-1.1359518658734453,-0.0,-2.4457138994050838,-2.178745267712277,0.0
2019-02-11,1.0,-0.0,-1.0949088197410344,-0.0,-2.4577994712222897,-2.2264931191105686,0.0
2019-02-12,1.0,-0.0,-1.0944941500344114,-0.0,-2.5220922229869234,-2.2657949070887815,0.0
2019-02-13,1.0,-0.0,-1.1332877180978447,-0.0,-2.487307560725282,-2.2217584673280877,0.0
2019-02-14,1.0,-0.0,-1.0644007155635062,-0.0,-2.562955827714325,-2.2530617861565982,0.0
2019-02-15,1.0,-0.0,-1.1320311960797846,-0.0,-2.538477465663607,-2.23127890123542,0.0
2019-02-19,1.0,-0.0,-1.0883291701359976,-0.0,-2.6068553982792118,-2.2434776575076327,0.0
2019-02-20,1.0,-0.0,-1.1608288474301305,-0.0,-2.7744266647002434,-2.4387582036722955,0.0
2019-02-21,1.0,-0.0,-1.1899276325505832,-0.0,-2.7702702702702697,-2.424235711120957,0.0
2019-02-22,1.0,-0.0,-1.1891831902929861,-0.0,-2.7780408404853505,-2.4314146197099733,0.0
2019-02-25,1.0,-0.0,-1.1737959916242895,-0.0,-2.83121447801376,-2.4732276398444513,0.0
2019-02-26,1.0,-0.0,-1.1939298087061303,-0.0,-2.8563036601897873,-2.4810212381382737,0.0
2019-02-27,1.0,-0.0,-1.1815024537561343,-0.0,-2.8764816912042277,-2.4920347300868246,0.0
2019-02-28,1.0,-0.0,-1.1820314865273995,-0.0,-2.8793521041477446,-2.507493188010899,0.0
2019-03-01,1.0,-0.0,-1.177084120625803,-0.0,-2.877333534880205,-2.5035900536618545,0.0
2019-03-04,1.0,-0.0,-1.1692602529704867,-0.0,-2.894518972786508,-2.601993100804906,0.0
2019-03-05,1.0,-0.0,-1.1353942927278307,-0.0,-2.9347192390303776,-2.601027922675667,0.0
2019-03-06,1.0,-0.0,-1.124684464162778,-0.0,-2.93306815574084,-2.5916010097146787,0.0
2019-03-07,1.0,-0.0,-1.030888321058169,-0.0,-2.9392003607395156,-2.5453179016984815,0.0
2019-03-08,1.0,-0.0,-1.0003884702043355,-0.0,-3.138916945070313,-2.6300986714319015,0.0
2019-03-11,1.0,-0.0,-0.9357047179639827,-0.0,-2.8973805625837175,-2.6084982884357792,0.0
2019-03-12,1.0,-0.0,-0.8465964343598055,-0.0,-3.251539708265802,-3.0055105348460294,0.0
2019-03-13,1.0,-0.0,-0.9145653616456536,-0.0,-3.3302919708029197,-3.0497677504976775,0.0
2019-03-14,1.0,-0.0,-0.9157678056813503,-0.0,-3.291724989707699,-3.0263482914779742,0.0
2019-03-15,1.0,-0.0,-0.8917568692756037,-0.0,-3.336969192339717,-3.09766860949209,0.0
2019-03-18,1.0,-0.0,-0.9447248655357882,-0.0,-3.265784029788995,-3.064211832850641,0.0
2019-03-19,1.0,-0.0,-0.9344853001392188,-0.0,-3.1949062320858244,-3.0599459503726147,0.0
2019-03-20,1.0,-0.0,-0.9464765784114053,-0.0,-3.146395112016293,-3.0537678207739307,0.0
2019-03-21,1.0,-0.0,-0.9629843840370156,-0.0,-3.3130628769726513,-2.9863670164422045,0.0
2019-03-22,1.0,-0.0,-0.9493091393374397,-0.0,-3.4172631929415687,-2.9571333444314964,0.0
2019-03-25,1.0,-0.0,-0.6334063711444463,-0.0,-3.71093881678746,-3.0830945558739256,0.0
2019-03-26,1.0,-0.0,-0.6744957875925452,-0.0,-3.7013871159901286,-3.134116245425921,0.0
2019-03-27,1.0,-0.0,-0.6032082838227805,-0.0,-3.7467323035138347,-3.137667628585979,0.0
2019-03-28,1.0,-0.0,-0.5702700443106764,-0.0,-3.656216035448541,-3.1340188947412426,0.0
2019-03-29,1.0,-0.0,-0.5459166092350103,-0.0,-3.7921261199172984,-3.27670572019297,0.0
2019-04-01,1.0,-0.0,-0.561570493753718,-0.0,-3.7144556811421774,-3.2224016316818225,0.0
2019-04-02,1.0,-0.0,-0.6456122184830442,-0.0,-3.875226507895418,-3.1080334800241607,0.0
2019-04-03,1.0,-0.0,-0.6454372623574145,-0.0,-3.896819910127895,-3.099204977531974,0.0
2019-04-04,1.0,-0.0,-0.6386873920552677,-0.0,-3.8753886010362693,-3.1215025906735754,0.0
2019-04-05,1.0,-0.0,-0.6230134607034303,-0.0,-3.902214502822406,-3.1590099869735124,0.0
2019-04-08,1.0,-0.0,-0.6003640145605824,-0.0,-3.9063962558502343,-3.1602530767897385,0.0
2019-04-09,1.0,-0.0,-0.554897176716626,-0.0,-4.022133147438131,-3.1368072499128616,0.0
2019-04-10,1.0,-0.0,-0.5019230769230769,-0.0,-4.094318181818181,-3.145104895104895,0.0
2019-04-11,1.0,-0.0,-0.4405513561582926,-0.0,-4.273010226767452,-3.1792796798577148,0.0
2019-04-12,1.0,-0.0,-0.4460797431094461,-0.0,-4.288555882615288,-3.185086076175185,0.0
2019-04-15,1.0,-0.0,-0.4593348996927526,-0.0,-4.327308874028557,-3.2501355503343574,0.0
2019-04-16,1.0,-0.0,-0.46216436126932464,-0.0,-4.331253955338577,-3.2473555736371034,0.0
2019-04-17,1.0,-0.0,-0.40209442989979244,-0.0,-4.3905389545905935,-3.2350817008215222,0.0
2019-04-18,1.0,-0.0,-0.40139001714956224,-0.0,-4.3808105424677315,-3.2438848271504646,0.0
2019-04-22,1.0,-0.0,-0.4242893586005831,-0.0,-4.412536443148688,-3.274052478134111,0.0
2019-04-23,1.0,-0.0,-0.4549047790154509,-0.0,-4.341358246496586,-3.1868487243981316,0.0
2019-04-24,1.0,-0.0,-0.38013388818527233,-0.0,-4.3994933960557265,-3.2669621856341595,0.0
2019-04-25,1.0,-0.0,-0.3862433862433863,-0.0,-4.462780514504653,-3.273399014778325,0.0
2019-04-26,1.0,-0.0,-0.35552706291784963,-0.0,-4.515065482187014,-3.2878468724242147,0.0
2019-04-29,1.0,-0.0,-0.33693561681472667,-0.0,-4.515157065665354,-3.3062551515706566,0.0
2019-04-30,1.0,-0.0,-0.3204866270430906,-0.0,-4.606983655274889,-3.359212481426449,0.0
2019-05-01,1.0,-0.0,-0.33708806553714393,-0.0,-4.6160863898715325,-3.3560789424688138,0.0
2019-05-02,1.0,-0.0,-0.34333855077801306,-0.0,-4.506675260104963,-3.357333578860142,0.0
2019-05-03,1.0,-0.0,-0.34863648884399956,-0.0,-4.48645670737306,-3.3468001101827194,0.0
2019-05-06,1.0,-0.0,-0.26394458621946776,-0.0,-4.487969376594969,-3.3621946773605544,0.0
2019-05-07,1.0,-0.0,-0.26589331384727805,-0.0,-4.4949762513701135,-3.373218852758495,0.0
2019-05-08,1.0,-0.0,-0.31695495153012737,-0.0,-4.626116707850219,-3.5608249382246724,0.0
2019-05-09,1.0,-0.0,-0.3192925739279262,-0.0,-4.627175049919178,-3.5619473233811925,0.0
2019-05-10,1.0,-0.0,-0.3132143194483801,-0.0,-4.608671011618022,-3.5235666383300273,0.0
2019-05-13,1.0,-0.0,-0.3173325668295487,-0.0,-4.671936380185877,-3.5920283606400307,0.0
2019-05-14,1.0,-0.0,-0.13372093023255813,-0.0,-5.078989574979952,-3.811347233360064,0.0
2019-05-15,1.0,-0.0,-0.1481216091718702,-0.0,-5.261746340464736,-3.8265943289998976,0.0
2019-05-16,1.0,-0.0,-0.16305575521100726,-0.0,-5.264298182564945,-3.840640722866824,0.0
2019-05-17,1.0,-0.0,-0.13359774553804404,-0.0,-5.3071704414987995,-3.9965556831228466,0.0
2019-05-20,1.0,-0.0,-0.08758210822646231,-0.0,-5.328432905849234,-4.010322177040976,0.0
2019-05-21,1.0,-0.0,-0.08500676308396629,-0.0,-5.314119238372697,-4.005618562064301,0.0
2019-05-22,1.0,-0.0,-0.051190354551956675,-0.0,-5.238070910391336,-3.9283743741698167,0.0
2019-05-23,1.0,-0.0,-0.04128207728978598,-0.0,-5.23328938026169,-3.8684450755654733,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-5.257426746426037,-3.881476224272534,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-5.258267397037939,-3.8856766078312033,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-5.285122296341217,-3.8220133414190416,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-5.294887401095557,-3.849158044228038,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-5.372221653180375,-3.8705315988937827,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-5.917654737300119,-3.960187098879582,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-5.968062769366781,-4.082882086418389,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-5.7971940110983144,-3.672809129934038,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-5.742100857920067,-3.720234358652438,0.0
2019-06-07,1.0,-0.0,-0.02763871506049228,-0.0,-5.688986232790988,-3.7130788485607007,0.0
2019-06-10,1.0,-0.0,-0.029723550197464147,-0.0,-5.636665973810018,-3.7264601953855747,0.0
2019-06-11,1.0,-0.0,-0.043995749202975554,-0.0,-5.802656748140277,-3.780340063761955,0.0
2019-06-12,1.0,-0.0,-0.05763719350387432,-0.0,-5.788663623819128,-3.7682836216962103,0.0
2019-06-13,1.0,-0.0,-0.15600743413140922,-0.0,-5.96993549797748,-3.806603257898765,0.0
2019-06-14,1.0,-0.0,-0.14175954983226924,-0.0,-5.9484904231143805,-3.7310897089059623,0.0
2019-06-17,1.0,-0.0,-0.1111111111111111,-0.0,-5.921663442940038,-3.7129808725553404,0.0
2019-06-18,1.0,-0.0,-0.12196432409198367,-0.0,-5.913604126370084,-3.710186976144423,0.0
2019-06-19,1.0,-0.0,-0.0782543265613243,-0.05664839299150812,-5.943889068042567,-3.6704288939051914,0.0
2019-06-20,1.0,-0.0,-0.10110893672537506,-0.044683626875407695,-6.01250271798217,-3.7136333985649053,0.0
2019-06-21,1.0,-0.0,-0.12026628833351523,-0.05816872203426825,-6.012113936483684,-3.722798210193168,0.0
2019-06-24,1.0,-0.0,-0.06187602852441031,-0.07734503565551289,-6.0058145913329675,-3.825891387822271,0.0
2019-06-25,1.0,-0.0,-0.0,-0.09760712298274903,-6.135781858653311,-3.8962715637173067,0.0
2019-06-26,1.0,-0.0,-0.0,-0.06647236856854613,-6.132496356910661,-4.010536935321152,0.0
2019-06-27,1.0,-0.0,-0.0,-0.11142280071813285,-6.1064856373429075,-4.002805206463195,0.0
2019-06-28,1.0,-0.0,-0.0,-0.11275002793608224,-6.1020225723544534,-3.959660297239915,0.0
2019-07-01,1.0,-0.0,-0.0,-0.12513966480446928,-6.143687150837989,-3.9043575418994414,0.0
2019-07-02,1.0,-0.0,-0.0,-0.10375072129255625,-6.359030582804385,-4.077784189267167,0.0
2019-07-03,1.0,-0.0,-0.0,-0.1255781683626272,-6.362627197039777,-4.075161887141536,0.0
2019-07-05,1.0,-0.0,-0.0,-0.11411099573093342,-6.344409830391139,-4.079496942425291,0.0
2019-07-08,1.0,-0.0,-0.0,-0.1094941094941095,-6.350889350889351,-4.089628089628089,0.0
2019-07-09,1.0,-0.0,-0.0,-0.10044278722908413,-6.416453041249127,-4.135399673735726,0.0
2019-07-10,1.0,-0.0,-0.0,-0.08876641651031895,-6.4692776735459665,-4.168151969981238,0.0
2019-07-11,1.0,-0.0,-0.0,-0.1213261227368916,-6.484481542440631,-4.1505995767693395,0.0
2019-07-12,1.0,-0.0,-0.0,-0.12687714319498639,-6.533286035237081,-4.164242639233771,0.0
2019-07-15,1.0,-0.0,-0.0,-0.22560545497296025,-6.46908064895368,-4.061603573947802,0.0
2019-07-16,1.0,-0.0,-0.0,-0.29967274427302476,-6.404043945769051,-3.983987844787284,0.0
2019-07-17,1.0,-0.0,-0.0,-0.2941107598641845,-6.421262147289545,-3.992857979159349,0.0
2019-07-18,1.0,-0.0,-0.0,-0.3216799904545997,-6.5675933659467844,-4.0425963488843815,0.0
2019-07-19,1.0,-0.0,-0.0,-0.3544897223223945,-6.584565452578435,-4.081620387065754,0.0
2019-07-22,1.0,-0.0,-0.0,-0.3160100586756077,-6.551790204765895,-4.106813555262843,0.0
2019-07-23,1.0,-0.0,-0.0,-0.31753385602280826,-6.488714659063911,-4.073176526490853,0.0
2019-07-24,1.0,-0.0,-0.0,-0.3717383533897295,-6.498510663648278,-4.0444417967353745,0.0
2019-07-25,1.0,-0.0,-0.0,-0.38848155156102177,-6.482734153263955,-3.954588457899716,0.0
2019-07-26,1.0,-0.0,-0.0,-0.38573782066368556,-6.458343139562251,-3.9233937397034593,0.0
2019-07-29,1.0,-0.0,-0.0,-0.385881230622466,-6.5135940853803955,-4.025160982590031,0.0
2019-07-30,1.0,-0.0,-0.0,-0.3963649494463168,-6.565479056331246,-4.074747231584015,0.0
2019-07-31,1.0,-0.0,-0.0,-0.404344193817878,-6.480964315550781,-4.049289891395154,0.0
2019-08-01,1.0,-0.0,-0.0,-0.39042615294804434,-6.330064214827788,-3.954932866316404,0.0
2019-08-02,1.0,-0.0,-0.0,-0.5660589410589411,-6.720654345654345,-4.200924075924076,0.0
2019-08-05,1.0,-0.0,-0.0,-0.521849593495935,-6.9018038617886175,-4.279598577235773,0.0
2019-08-06,1.0,-0.0,-0.0,-0.5060380267214799,-6.8994090441932165,-4.441289825282631,0.0
2019-08-07,1.0,-0.0,-0.0,-0.4435929648241206,-6.72072864321608,-4.398492462311557,0.0
2019-08-08,1.0,-0.0,-0.0,-0.42667335171722237,-6.71158185008774,-4.396339934820757,0.0
2019-08-09,1.0,-0.0,-0.0,-0.3686080446643827,-6.763608679101636,-4.55652835934526,0.0
2019-08-12,1.0,-0.0,-0.0,-0.41660377358490563,-6.7279245283018865,-4.4340880503144655,0.0
2019-08-13,1.0,-0.0,-0.0,-0.3828399397892624,-6.739212242849975,-4.421851480180632,0.0
2019-08-14,1.0,-0.0,-0.0,-0.3799643584521385,-6.832993890020367,-4.51616598778004,0.0
2019-08-15,1.0,-0.0,-0.0,-0.4977347092876919,-6.837905864585956,-4.249307827837906,0.0
2019-08-16,1.0,-0.0,-0.0,-0.5065000631074088,-6.84993058185031,-4.264924902183516,0.0
2019-08-19,1.0,-0.0,-0.0,-0.5154714233709501,-6.589248877563402,-4.02972940177163,0.0
2019-08-20,1.0,-0.0,-0.0,-0.5642241917363625,-6.8165023093246795,-4.102234427661965,0.0
2019-08-21,1.0,-0.0,-0.0,-0.6300404541302362,-7.174735743181521,-4.244943233720475,0.0
2019-08-22,1.0,-0.0,-0.0,-0.5995337391529594,-7.132366273798731,-4.219790182618832,0.0
2019-08-23,1.0,-0.0,-0.0,-0.605181347150259,-7.126683937823834,-4.221632124352331,0.0
2019-08-26,1.0,-0.0,-0.0,-0.6138297872340426,-7.442287234042554,-4.241755319148936,0.0
2019-08-27,1.0,-0.0,-0.0,-0.59075863895141,-7.397590361445784,-4.251423275519661,0.0
2019-08-28,1.0,-0.0,-0.0,-0.6498248450552413,-7.579762867151712,-4.243869576933442,0.0
2019-08-29,1.0,-0.0,-0.0,-0.6866297147492227,-7.630525888873868,-4.201838583209409,0.0
2019-08-30,1.0,-0.0,-0.0,-0.7265777036419238,-7.9270225187656385,-4.246872393661384,0.0
2019-09-03,1.0,-0.0,-0.0,-0.8040420592653285,-7.71705585142701,-4.134507715417178,0.0
2019-09-04,1.0,-0.0,-0.0,-0.8214823948486094,-7.732840115084259,-4.146047403753939,0.0
2019-09-05,1.0,-0.0,-0.0,-0.810368164591229,-7.713589604764484,-4.011505143475907,0.0
2019-09-06,1.0,-0.0,-0.0,-0.9401611047180668,-8.360471806674338,-4.083860759493671,0.0
2019-09-09,1.0,-0.0,-0.0,-0.9645307254415414,-8.50299226390308,-4.128886293971683,0.0
2019-09-10,1.0,-0.0,-0.0,-1.1116497722932275,-8.583076245041868,-3.9960334949316874,0.0
2019-09-11,1.0,-0.0,-0.0,-1.2223210315695865,-8.664295242329924,-3.9347858307395875,0.0
2019-09-12,1.0,-0.0,-0.0,-1.241486068111455,-8.618310482087571,-3.883090078136518,0.0
2019-09-13,1.0,-0.0,-0.0,-1.2126496231712725,-8.640608837003104,-3.9243387025269696,0.0
2019-09-16,1.0,-0.0,-0.0,-1.2369203329369798,-8.679548156956004,-3.946789536266349,0.0
2019-09-17,1.0,-0.0,-0.0,-1.2347501864280388,-8.732438478747204,-3.947203579418345,0.0
2019-09-18,1.0,-0.0,-0.0,-1.248184916283894,-8.661283153059713,-3.907541858053045,0.0
2019-09-19,1.0,-0.0,-0.0,-1.253351008985123,-8.547797908381204,-3.9284136102518774,0.0
2019-09-20,1.0,-0.0,-0.0,-1.3649296196466005,-8.622192273135669,-3.9874213836477987,0.0
2019-09-23,1.0,-0.0,-0.0,-1.4049636803874093,-8.671004842615012,-4.057203389830509,0.0
2019-09-24,1.0,-0.0,-0.0,-1.4101166136604573,-8.672118733908828,-4.062395880660305,0.0
2019-09-25,1.0,-0.0,-0.0,-1.4160527931246165,-8.85926949048496,-4.071362799263352,0.0
2019-09-26,1.0,-0.0,-0.0,-1.9927814467823683,-8.771924435570572,-3.5939179849485487,0.0
2019-09-27,1.0,-0.0,-0.0,-1.667857142857143,-7.494708994708994,-3.06494708994709,0.0
