Date,AFB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-29,1.0,-0.046852453102453104,-0.18353174603174605,-0.0,-0.1567310004810005,-0.11601130351130351,0.0
2018-10-30,1.0,-0.045930022844775764,-0.18350967897078274,-0.0,-0.15674221474089214,-0.11676385716003367,0.0
2018-10-31,1.0,-0.048277408265451016,-0.17509902099992528,-0.0,-0.1562812943726179,-0.11498393244152155,0.0
2018-11-01,1.0,-0.04553872808196672,-0.17706186336888013,-0.0,-0.15604743555276757,-0.11492965319473071,0.0
2018-11-02,1.0,-0.04706425021575454,-0.16952355444454364,-0.0,-0.15796208671844778,-0.1134273725560218,0.0
2018-11-05,1.0,-0.046851055599363214,-0.17005638790115007,-0.0,-0.15797539166530283,-0.11290970496778897,0.0
2018-11-06,1.0,-0.04407002253495903,-0.16890772605847149,-0.0,-0.16168460011640576,-0.11771904427895592,0.0
2018-11-07,1.0,-0.04487775611219439,-0.1706764661766912,-0.0,-0.16475176241187942,-0.11963401829908504,0.0
2018-11-08,1.0,-0.030181536351983784,-0.17353265567710974,-0.0,-0.16159418129788058,-0.1251378662771634,0.0
2018-11-09,1.0,-0.030479258000059645,-0.1737347529152128,-0.0,-0.16155199665980735,-0.12539142882705556,0.0
2018-11-12,1.0,-0.030308888921937508,-0.1701937805803007,-0.0,-0.16231168483514524,-0.12437352210704779,0.0
2018-11-13,1.0,-0.021264376279323195,-0.16712562769670283,-0.0,-0.16239857452103615,-0.1218136569131312,0.0
2018-11-14,1.0,-0.021120537292329444,-0.16731471662542713,-0.0,-0.1624543419347237,-0.12195121951219512,0.0
2018-11-15,1.0,-0.020902899339521337,-0.16710551477618746,-0.0,-0.1626189670643268,-0.120371868610347,0.0
2018-11-16,1.0,-0.019736552271025158,-0.16420694010015127,-0.0,-0.16226852871638986,-0.1222667665242228,0.0
2018-11-19,1.0,-0.019490056693005905,-0.16436565520077548,-0.0,-0.16250036718268074,-0.12238933114002878,0.0
2018-11-20,1.0,-0.01085384559199474,-0.16147834343729459,-0.0,-0.16264699437586735,-0.1258490979475568,0.0
2018-11-21,1.0,-0.011350919264588328,-0.15955235811350918,-0.0,-0.16132548506649225,-0.1211685197296708,0.0
2018-11-23,1.0,-0.011981874691375955,-0.1540360763354344,-0.0,-0.16423156243645975,-0.12209893397623958,0.0
2018-11-26,1.0,-0.011862585666163317,-0.15454756650017423,-0.0,-0.1638401672668138,-0.12170403066558254,0.0
2018-11-27,1.0,-0.009313895638088626,-0.15509660997338887,-0.0,-0.16203864398935552,-0.11982239962975817,0.0
2018-11-28,1.0,-0.011298533656286712,-0.14843285422135843,-0.0,-0.16733142848854918,-0.12332661319564302,0.0
2018-11-29,1.0,-0.004714057116496317,-0.14554471146222267,-0.0,-0.16664984791038967,-0.1246990643966151,0.0
2018-11-30,1.0,-0.00532138559020981,-0.14928879029100875,-0.0,-0.1724012933721925,-0.12295735641683704,0.0
2018-12-03,1.0,-0.004189134342204442,-0.1498231576506059,-0.0,-0.17259523395373105,-0.12293442337797876,0.0
2018-12-04,1.0,-0.004437290642537086,-0.14962080016241064,-0.0,-0.17302533315932195,-0.12302605820681256,0.0
2018-12-06,1.0,-0.004234167893961708,-0.12478758355047015,-0.0,-0.17467712699671462,-0.11239662399456213,0.0
2018-12-07,1.0,-0.004105729616468223,-0.12470091883397279,-0.0,-0.17466340095989125,-0.11229878385457223,0.0
2018-12-10,1.0,-0.0,-0.12401325954434361,-0.0,-0.17346967441076494,-0.10712981431019468,0.0
2018-12-11,1.0,-0.0,-0.12404472915261856,-0.0,-0.17392953472690492,-0.10683580579905597,0.0
2018-12-12,1.0,-0.0,-0.1247836548609059,-0.0,-0.17361081796051614,-0.10872838307512629,0.0
2018-12-13,1.0,-0.0,-0.12447064451228948,-0.0,-0.17388184644821814,-0.10858646256876345,0.0
2018-12-14,1.0,-0.0,-0.12695931387046347,-0.0,-0.17257453490500937,-0.10877800780204769,0.0
2018-12-17,1.0,-0.0,-0.12512101017186952,-0.0,-0.16620133286566116,-0.11169414240617327,0.0
2018-12-18,1.0,-0.0,-0.12509641680106584,-0.0,-0.1662015286445551,-0.11111422761377182,0.0
2018-12-19,1.0,-0.0,-0.12513323983169705,-0.0,-0.1662412342215989,-0.11115007012622721,0.0
2018-12-20,1.0,-0.0,-0.12084148727984344,-0.0,-0.16766843723790886,-0.10929549902152641,0.0
2018-12-21,1.0,-0.0,-0.1199977721462586,-0.0,-0.16722827146397837,-0.10518254476593611,0.0
2018-12-24,1.0,-0.0,-0.1107313360547983,-0.0,-0.16263751470282986,-0.11042690098941395,0.0
2018-12-26,1.0,-0.0,-0.11457403720738654,-0.0,-0.15329168668909177,-0.10508684011807509,0.0
2018-12-27,1.0,-0.0,-0.1020746887966805,-0.0,-0.1268504885557489,-0.10958372373176281,0.0
2018-12-28,1.0,-0.0,-0.10223030919283412,-0.0,-0.12652689884002516,-0.10914734490186372,0.0
2018-12-31,1.0,-0.0,-0.10315845824411135,-0.0,-0.12629817987152034,-0.10887312633832978,0.0
2019-01-02,1.0,-0.0,-0.10565001413513185,-0.0,-0.13050092214907852,-0.11005209805742902,0.0
2019-01-03,1.0,-0.0,-0.11060114945659576,-0.0,-0.12345763081197395,-0.127856617546918,0.0
2019-01-04,1.0,-0.0,-0.11064556807549934,-0.0,-0.11737108299773556,-0.12794749759318771,0.0
2019-01-07,1.0,-0.0,-0.10292974508805317,-0.0,-0.1147907899321843,-0.12249711850322995,0.0
2019-01-08,1.0,-0.0,-0.10978172999191592,-0.0,-0.1125437887361897,-0.1250202101859337,0.0
2019-01-09,1.0,-0.0,-0.1063242755817553,-0.0,-0.11240763919731901,-0.12715845008815493,0.0
2019-01-10,1.0,-0.0,-0.10546070952899866,-0.0,-0.11318292502455234,-0.12669007547322114,0.0
2019-01-11,1.0,-0.0,-0.10200783743384641,-0.0,-0.11439690811888122,-0.13023337238583876,0.0
2019-01-14,1.0,-0.0,-0.10038641120592497,-0.0,-0.11020769602318468,-0.13111146889926475,0.0
2019-01-15,1.0,-0.0,-0.09963203695745597,-0.0,-0.11036205414697035,-0.13292329179200688,0.0
2019-01-16,1.0,-0.0,-0.09887293707231988,-0.0,-0.10829196296793239,-0.13457668053132968,0.0
2019-01-17,1.0,-0.0,-0.09942648871737149,-0.0,-0.10749316610387522,-0.13307337728466526,0.0
2019-01-18,1.0,-0.0,-0.10003505271388898,-0.0,-0.11013293067651739,-0.1380133200312778,0.0
2019-01-22,1.0,-0.0,-0.07051885312754877,-0.0,-0.06581341363950059,-0.11845159671246627,0.0
2019-01-23,1.0,-0.0,-0.06741798146756825,-0.0,-0.06581517655897821,-0.11895817680941648,0.0
2019-01-24,1.0,-0.0,-0.06367088131727673,-0.0,-0.07303166626984624,-0.1164145812709114,0.0
2019-01-25,1.0,-0.0,-0.05126590872619092,-0.0,-0.05066103766248195,-0.1324914515671098,0.0
2019-01-28,1.0,-0.0,-0.042586302723399,-0.0,-0.06305193602173778,-0.12946334836040263,0.0
2019-01-29,1.0,-0.0,-0.041239281869811066,-0.0,-0.06661634971108994,-0.12943418171019908,0.0
2019-01-30,1.0,-0.0,-0.04174947844013481,-0.0,-0.06683373041835891,-0.12586566593010481,0.0
2019-01-31,1.0,-0.0,-0.041439489975508,-0.0,-0.055654699634466044,-0.13365989341669643,0.0
2019-02-01,1.0,-0.0,-0.042454112008695866,-0.0,-0.060352281429877225,-0.13241433829887103,0.0
2019-02-04,1.0,-0.0,-0.041474540442312684,-0.0,-0.05890497323625035,-0.13580903168382924,0.0
2019-02-05,1.0,-0.0,-0.03993922024015417,-0.0,-0.05897613282601176,-0.13644561940999161,0.0
2019-02-06,1.0,-0.0,-0.04162446579876979,-0.0,-0.056680912032805515,-0.13684197524764705,0.0
2019-02-07,1.0,-0.0,-0.036885953020630496,-0.0,-0.05418895270020458,-0.1413201547903675,0.0
2019-02-08,1.0,-0.0,-0.03749584814673572,-0.0,-0.05289768603378071,-0.13979751257857767,0.0
2019-02-11,1.0,-0.0,-0.03618449411909601,-0.0,-0.05517581131843094,-0.14023030974813722,0.0
2019-02-12,1.0,-0.0,-0.03395472703062583,-0.0,-0.05825565912117177,-0.14072594565270996,0.0
2019-02-13,1.0,-0.0,-0.032415751141834336,-0.0,-0.05965930132082459,-0.14232810764103196,0.0
2019-02-14,1.0,-0.0,-0.030507258922167536,-0.0,-0.06204090717977889,-0.14406549105928326,0.0
2019-02-15,1.0,-0.0,-0.042949425315859296,-0.0,-0.0571460454043867,-0.139784012993937,0.0
2019-02-19,1.0,-0.0,-0.04157481485150968,-0.0,-0.05777375969088252,-0.13910286577663292,0.0
2019-02-20,1.0,-0.0,-0.04213211799965324,-0.0,-0.05845490798305799,-0.13786441433631388,0.0
2019-02-21,1.0,-0.0,-0.04264146737178456,-0.0,-0.05823415032882107,-0.1376218371871246,0.0
2019-02-22,1.0,-0.0,-0.041606300382629365,-0.0,-0.059648080042596925,-0.13701598623029582,0.0
2019-02-25,1.0,-0.0,-0.039414554212081336,-0.0,-0.06256672542642203,-0.13943441666459766,0.0
2019-02-26,1.0,-0.0,-0.03959621545109141,-0.0,-0.06421813305520375,-0.1378355558866622,0.0
2019-02-27,1.0,-0.0,-0.04045217089180905,-0.0,-0.06097606373078212,-0.1394359031629627,0.0
2019-02-28,1.0,-0.0,-0.03955700131608353,-0.0,-0.0603784360954533,-0.14164038638226017,0.0
2019-03-01,1.0,-0.0,-0.038673004604520125,-0.0,-0.06105022774378514,-0.14137490226254454,0.0
2019-03-04,1.0,-0.0,-0.03731222943051713,-0.0,-0.06147586737288661,-0.14164506245580957,0.0
2019-03-05,1.0,-0.0,-0.034676337622335934,-0.0,-0.06648368026230811,-0.14082915196979484,0.0
2019-03-06,1.0,-0.0,-0.032541809339486874,-0.0,-0.06775098010024316,-0.14035283608753907,0.0
2019-03-07,1.0,-0.0,-0.030729166666666665,-0.0,-0.06841517857142856,-0.14093501984126985,0.0
2019-03-08,1.0,-0.0,-0.027341860090064386,-0.0,-0.07060005706558821,-0.14261434827376596,0.0
2019-03-11,1.0,-0.0,-0.02698061079722229,-0.0,-0.07293974164322871,-0.1445727655126067,0.0
2019-03-12,1.0,-0.0,-0.023126135769585023,-0.0,-0.07393393243882403,-0.1476189290781907,0.0
2019-03-13,1.0,-0.0,-0.026704488653403982,-0.0,-0.07573977806658003,-0.1471933419974008,0.0
2019-03-14,1.0,-0.0,-0.026904428671398584,-0.0,-0.07546486054183746,-0.1472558232530241,0.0
2019-03-15,1.0,-0.0,-0.02741545439737373,-0.0,-0.07444022603966971,-0.1511358368103848,0.0
2019-03-18,1.0,-0.0,-0.03127915479462417,-0.0,-0.07688040545651681,-0.15258831538868856,0.0
2019-03-19,1.0,-0.0,-0.032042048871705454,-0.0,-0.07615040557956182,-0.15529527708285953,0.0
2019-03-20,1.0,-0.0,-0.028301411290322584,-0.0,-0.07690272177419355,-0.1548765120967742,0.0
2019-03-21,1.0,-0.0,-0.028628671513715804,-0.0,-0.08909917969783646,-0.14234951676516172,0.0
2019-03-22,1.0,-0.0,-0.02837193417407693,-0.0,-0.09369189319098878,-0.14285894987161163,0.0
2019-03-25,1.0,-0.0,-0.009884678747940693,-0.0,-0.10357533609165336,-0.14413270118339475,0.0
2019-03-26,1.0,-0.0,-0.011178323881537491,-0.0,-0.10292375551354759,-0.14614996849401388,0.0
2019-03-27,1.0,-0.0,-0.011906116103590794,-0.0,-0.10314842199724467,-0.14887700805116347,0.0
2019-03-28,1.0,-0.0,-0.010464777860731142,-0.0,-0.10249661508092171,-0.1524289166993559,0.0
2019-03-29,1.0,-0.0,-0.008755836169701265,-0.0,-0.1025394455480622,-0.15399896245871977,0.0
2019-04-01,1.0,-0.0,-0.010162241514591613,-0.0,-0.10264749803842163,-0.1527120402946164,0.0
2019-04-02,1.0,-0.0,-0.013090826303074761,-0.0,-0.10734477568521306,-0.1443785335744912,0.0
2019-04-03,1.0,-0.0,-0.013159892696259553,-0.0,-0.10578529128916334,-0.1464291137318419,0.0
2019-04-04,1.0,-0.0,-0.013224899293151933,-0.0,-0.10326568873350053,-0.1502622178308125,0.0
2019-04-05,1.0,-0.0,-0.01543791328975484,-0.0,-0.10140218229634218,-0.14751362354755915,0.0
2019-04-08,1.0,-0.0,-0.012461610404054448,-0.0,-0.10285252075881854,-0.14852824084021082,0.0
2019-04-09,1.0,-0.0,-0.010716499867150828,-0.0,-0.10698786644229917,-0.14752584232701138,0.0
2019-04-10,1.0,-0.0,-0.003397494190158634,-0.0,-0.10798726886935435,-0.15163685965444074,0.0
2019-04-11,1.0,-0.0,-0.0059398933346813945,-0.0,-0.10571746328640397,-0.15214973586431768,0.0
2019-04-12,1.0,-0.0,-0.005610665318759083,-0.0,-0.10616035888039427,-0.1518923358817211,0.0
2019-04-15,1.0,-0.0,-0.006192341716163275,-0.0,-0.10406925312776445,-0.1534816125363326,0.0
2019-04-16,1.0,-0.0,-0.003965697975473295,-0.0,-0.10245140757018906,-0.1565440331401003,0.0
2019-04-17,1.0,-0.0,-0.0,-0.0,-0.116750819381699,-0.14870354200675753,0.0
2019-04-18,1.0,-0.0,-0.0011007502815137214,-0.0,-0.11161860900590863,-0.1524981970469527,0.0
2019-04-22,1.0,-0.0,-0.0025989502776439565,-0.0,-0.11205912928826794,-0.15312254367504247,0.0
2019-04-23,1.0,-0.0,-0.0036767036450079237,-0.0,-0.11284944532488116,-0.1513026941362916,0.0
2019-04-24,1.0,-0.0,-0.004657242201974569,-0.0,-0.11431181949696706,-0.15003426308976928,0.0
2019-04-25,1.0,-0.0,-0.0058546373553802974,-0.0,-0.11709274710760595,-0.14703902668241448,0.0
2019-04-26,1.0,-0.0,-0.007378719418815102,-0.0,-0.11809748009770792,-0.1401703560263761,0.0
2019-04-29,1.0,-0.0,-0.005906607305474046,-0.0,-0.11741121117069715,-0.14148031974096933,0.0
2019-04-30,1.0,-0.0,-0.004868795447360102,-0.0,-0.1171925387290547,-0.142560859943092,0.0
2019-05-01,1.0,-0.0,-0.0028621362174210377,-0.0,-0.11831007319976698,-0.14525974519389073,0.0
2019-05-02,1.0,-0.0,-0.004885766723625087,-0.0,-0.11191696728055185,-0.1489399405100943,0.0
2019-05-03,1.0,-0.0,-0.005909597084430045,-0.0,-0.11081443612067218,-0.14870166025511236,0.0
2019-05-06,1.0,-0.0,-0.0021001758580989614,-0.0,-0.11001885097607571,-0.15305980440530864,0.0
2019-05-07,1.0,-0.0,-0.004206829465492628,-0.0,-0.10792475712823882,-0.1511805652058567,0.0
2019-05-08,1.0,-0.0,-0.004245073813596908,-0.0,-0.11027054425647849,-0.152670594943927,0.0
2019-05-09,1.0,-0.0,-0.003487005849578653,-0.0,-0.10510290457480007,-0.15481800608962615,0.0
2019-05-10,1.0,-0.0,-0.0029564865820993582,-0.0,-0.10604184565623896,-0.15445747207762672,0.0
2019-05-13,1.0,-0.0,-0.0027413873694051064,-0.0,-0.10570132774107154,-0.15486943668911152,0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-0.10846916590215028,-0.1482700984026844,0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-0.11293810026650576,-0.14416452959219592,0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-0.1132407686890029,-0.14441845256061978,0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-0.11371591166620502,-0.1453302445043185,0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-0.11333568530605045,-0.14664969886349316,0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-0.11287136188043437,-0.1454492833863925,0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-0.1131724016412012,-0.14541747426183704,0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-0.11387147927206828,-0.14465503788164819,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-0.11111250391726732,-0.14241303666562208,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-0.11076849797565776,-0.1427067273342609,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-0.11092887280740193,-0.14109000763731516,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-0.10928141840779225,-0.1410780599422334,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-0.10974816815465026,-0.14065821391952385,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-0.11139518351770325,-0.13575196737463052,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-0.10820755893725832,-0.1391418236247973,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-0.11414687360539495,-0.12550205781722618,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-0.11225539403403105,-0.12704019035580177,0.0
2019-06-07,1.0,-0.0,-0.0,-0.0,-0.11292403901034816,-0.12786311636101944,0.0
2019-06-10,1.0,-0.0,-0.0,-0.0,-0.1163030642053577,-0.12679470445646093,0.0
2019-06-11,1.0,-0.0,-0.0,-0.0,-0.11674578124611676,-0.1258915923155305,0.0
2019-06-12,1.0,-0.0,-0.0,-0.0,-0.11681081618451139,-0.1258574410975246,0.0
2019-06-13,1.0,-0.0,-0.0,-0.0,-0.11966003409614115,-0.12472467988203233,0.0
2019-06-14,1.0,-0.0,-0.0,-0.0,-0.11749324501002353,-0.12766619765660991,0.0
2019-06-17,1.0,-0.0,-0.0,-0.0,-0.12265794122769912,-0.1214635845629401,0.0
2019-06-18,1.0,-0.0,-0.0,-0.0,-0.12276488521122379,-0.12154544888944192,0.0
2019-06-19,1.0,-0.0,-0.0,-0.0,-0.1240601970945333,-0.11865438864655954,0.0
2019-06-20,1.0,-0.0,-0.0,-0.0,-0.12350439043804881,-0.12023332752916595,0.0
2019-06-21,1.0,-0.0,-0.0,-0.0,-0.11720722951225551,-0.12072295122555088,0.0
2019-06-24,1.0,-0.0,-0.0,-0.0,-0.11201169938528653,-0.12732996232401347,0.0
2019-06-25,1.0,-0.0,-0.0,-0.0,-0.11249488828580989,-0.12669615970853934,0.0
2019-06-26,1.0,-0.0,-0.0,-0.0,-0.1167764586202191,-0.12381058716984877,0.0
2019-06-27,1.0,-0.0,-0.0,-0.0,-0.11378441761487015,-0.12704892605874105,0.0
2019-06-28,1.0,-0.0,-0.0,-0.0,-0.11293746663521582,-0.1285428745235819,0.0
2019-07-01,1.0,-0.0,-0.0,-0.0,-0.1155711574481809,-0.12486200181103241,0.0
2019-07-02,1.0,-0.0,-0.0,-0.0,-0.11347526519282244,-0.1257311390899177,0.0
2019-07-03,1.0,-0.0,-0.0,-0.0,-0.11545132436383458,-0.1234297182784509,0.0
2019-07-05,1.0,-0.0,-0.0,-0.0,-0.11623152129465557,-0.12291049677203504,0.0
2019-07-08,1.0,-0.0,-0.0,-0.0,-0.11654046819426715,-0.12272439988598763,0.0
2019-07-09,1.0,-0.0,-0.0,-0.0,-0.11625342304499213,-0.12285788632392848,0.0
2019-07-10,1.0,-0.0,-0.0,-0.0,-0.11755083832112719,-0.12164020967322206,0.0
2019-07-11,1.0,-0.0,-0.0,-0.0,-0.1220369289607987,-0.11967764767238274,0.0
2019-07-12,1.0,-0.0,-0.0,-0.0,-0.12403774521976658,-0.11756890985845542,0.0
2019-07-15,1.0,-0.0,-0.0,-0.0,-0.12231903485254693,-0.11886853341276933,0.0
2019-07-16,1.0,-0.0,-0.0,-0.0,-0.12148709036742801,-0.11982373386295929,0.0
2019-07-17,1.0,-0.0,-0.0,-0.0,-0.12331746603860351,-0.11955157285076871,0.0
2019-07-18,1.0,-0.0,-0.0,-0.0,-0.12469886998634049,-0.11707438221780703,0.0
2019-07-19,1.0,-0.0,-0.0,-0.0,-0.12501707713898927,-0.11695666753604829,0.0
2019-07-22,1.0,-0.0,-0.0,-0.0,-0.12483076426238061,-0.11726639257722739,0.0
2019-07-23,1.0,-0.0,-0.0,-0.0,-0.12447813121272366,-0.11805417495029821,0.0
2019-07-24,1.0,-0.0,-0.0,-0.0,-0.12464124641246414,-0.11780784474511412,0.0
2019-07-25,1.0,-0.0,-0.0,-0.0,-0.1259297892684623,-0.11587130102199208,0.0
2019-07-26,1.0,-0.0,-0.0,-0.0,-0.12511322604261021,-0.11572011763100097,0.0
2019-07-29,1.0,-0.0,-0.0,-0.0,-0.1251086983527541,-0.11715819026559667,0.0
2019-07-30,1.0,-0.0,-0.0,-0.0,-0.1251958127160156,-0.11805952706566875,0.0
2019-07-31,1.0,-0.0,-0.0,-0.0,-0.125216093526522,-0.11848765624028355,0.0
2019-08-01,1.0,-0.0,-0.0,-0.0,-0.1252298822009046,-0.11737660917540634,0.0
2019-08-02,1.0,-0.0,-0.0,-0.0,-0.12366232153941652,-0.11781502172563625,0.0
2019-08-05,1.0,-0.0,-0.0,-0.0,-0.12359369379426688,-0.11680869273992484,0.0
2019-08-06,1.0,-0.0,-0.0,-0.0,-0.11931543972973978,-0.11813985719765874,0.0
2019-08-07,1.0,-0.0,-0.0,-0.0,-0.11642108386075949,-0.11973397943037975,0.0
2019-08-08,1.0,-0.0,-0.0,-0.0,-0.11731049652752032,-0.11845975136551246,0.0
2019-08-09,1.0,-0.0,-0.0,-0.0,-0.11382194044946592,-0.11960677899203197,0.0
2019-08-12,1.0,-0.0,-0.0,-0.0,-0.11446778090026129,-0.11809150520140019,0.0
2019-08-13,1.0,-0.0,-0.0,-0.0,-0.11078881341411174,-0.11312649164677803,0.0
2019-08-14,1.0,-0.0,-0.0,-0.0,-0.10630690000244075,-0.11406848746674476,0.0
2019-08-15,1.0,-0.0,-0.0,-0.0,-0.10779988850376906,-0.10411566522044745,0.0
2019-08-16,1.0,-0.0,-0.0,-0.0,-0.11194971606076785,-0.10146580595058972,0.0
2019-08-19,1.0,-0.0,-0.0,-0.0,-0.11159443118343411,-0.10007148828924889,0.0
2019-08-20,1.0,-0.0,-0.0,-0.0,-0.11137636024332906,-0.10042170572695766,0.0
2019-08-21,1.0,-0.0,-0.0,-0.0,-0.10917014708552751,-0.10141032625143756,0.0
2019-08-22,1.0,-0.0,-0.0,-0.0,-0.10856071147679834,-0.10143384354770403,0.0
2019-08-23,1.0,-0.0,-0.0,-0.0,-0.10939542088194007,-0.10073091630766251,0.0
2019-08-26,1.0,-0.0,-0.0,-0.0,-0.10743493529609853,-0.095239813344879,0.0
2019-08-27,1.0,-0.0,-0.0,-0.0,-0.1081610576923077,-0.09376201923076923,0.0
2019-08-28,1.0,-0.0,-0.0,-0.0,-0.10808992274141806,-0.09344323356603026,0.0
2019-08-29,1.0,-0.0,-0.0,-0.0,-0.10857472396765706,-0.09287181766847283,0.0
2019-08-30,1.0,-0.0,-0.0,-0.0,-0.10448190001915342,-0.09260678031028538,0.0
2019-09-03,1.0,-0.0,-0.0,-0.0,-0.10363499444172175,-0.09169366117213928,0.0
2019-09-04,1.0,-0.0,-0.0,-0.0,-0.10231019160017202,-0.09220459649290458,0.0
2019-09-05,1.0,-0.0,-0.0,-0.0,-0.10145601545451294,-0.09100990949093121,0.0
2019-09-06,1.0,-0.0,-0.0,-0.0,-0.11154587188696748,-0.07776932042529912,0.0
2019-09-09,1.0,-0.0,-0.0,-0.0,-0.11011473501674704,-0.07761835760267953,0.0
2019-09-10,1.0,-0.0,-0.0,-0.004156868334164707,-0.11604788712320958,-0.06747191144682772,0.0
2019-09-11,1.0,-0.0,-0.0,-0.019445367776247682,-0.11636355002611709,-0.05132010066954746,0.0
2019-09-12,1.0,-0.0,-0.0,-0.020179850994163147,-0.11660655815498505,-0.049577658615289705,0.0
2019-09-13,1.0,-0.0,-0.0,-0.015405581560703915,-0.11496118978491437,-0.0546898145404989,0.0
2019-09-16,1.0,-0.0,-0.0,-0.023864952305910726,-0.11686544178217113,-0.053114143476236525,0.0
2019-09-17,1.0,-0.0,-0.0,-0.02389677357747353,-0.116917531064612,-0.05283072919775117,0.0
2019-09-18,1.0,-0.0,-0.0,-0.025745128009170806,-0.11717854413450515,-0.051191727168513564,0.0
2019-09-19,1.0,-0.0,-0.0,-0.02922310186951545,-0.10792636398321251,-0.05514355207935902,0.0
2019-09-20,1.0,-0.0,-0.0,-0.01563624777257225,-0.10940653064114517,-0.05505139310116947,0.0
2019-09-23,1.0,-0.0,-0.0,-0.012690713882087023,-0.1113674891693351,-0.05318798267093615,0.0
2019-09-24,1.0,-0.0,-0.0,-0.008414734612216077,-0.11428739555137107,-0.05418382958691303,0.0
2019-09-25,1.0,-0.0,-0.0,-0.008359100367988525,-0.11429982247198936,-0.053023266750532,0.0
2019-09-26,1.0,-0.0,-0.0,-0.007030164309654214,-0.11285632539617663,-0.04791489063540073,0.0
2019-09-27,1.0,-0.0,-0.0,-0.007814239019646894,-0.11533910517005048,-0.048385018217603715,0.0
2019-09-30,1.0,-0.0,-0.0,-0.008119603041629076,-0.1152444668361668,-0.04830753728807602,0.0
