Date,CRON,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-21,1.0,-0.803758233242929,-4.949631925610229,-0.0,-6.844633862843859,-5.7745060054242545,0.0
2018-11-23,1.0,-0.8042430086788814,-4.862873674059787,-0.0,-6.855930568948891,-5.763162970106075,0.0
2018-11-26,1.0,-0.7948519450358041,-4.932455970582542,-0.0,-6.86297658215599,-5.763112057286627,0.0
2018-11-27,1.0,-0.7077346978941152,-5.124188151938594,-0.0,-6.9887817358787645,-5.860657350915174,0.0
2018-11-28,1.0,-0.7126549891753592,-5.126156268451092,-0.0,-6.98366463294627,-5.858689234402677,0.0
2018-11-29,1.0,-0.42594718714121693,-4.987753539992346,-0.0,-6.881171067738231,-5.840221967087638,0.0
2018-11-30,1.0,-0.4300498275201227,-4.999808355691837,-0.0,-6.905136067458797,-5.829628210042163,0.0
2018-12-03,1.0,-0.41494648318042815,-4.995030581039756,-0.0,-6.889717125382264,-5.813455657492355,0.0
2018-12-04,1.0,-0.34081478687287814,-4.962466993587326,-0.0,-6.815729913240287,-5.741795548849491,0.0
2018-12-06,1.0,-0.4522900763358778,-4.606870229007633,-0.0,-7.220229007633588,-5.804580152671755,0.0
2018-12-07,1.0,-0.4562273507533855,-4.603089834064467,-0.0,-7.217623497997329,-5.796299828342552,0.0
2018-12-10,1.0,-0.2900679675509757,-5.572242929182197,-0.0,-8.439596579697435,-6.622889717167288,0.0
2018-12-11,1.0,-0.32383249287436966,-5.5614996711247535,-0.0,-8.444858583643938,-6.594606445954835,0.0
2018-12-12,1.0,-0.3292415607189829,-5.559622972380535,-0.0,-8.439938623410784,-6.591407277509864,0.0
2018-12-13,1.0,-0.2994425863991081,-5.614715719063545,-0.0,-8.6809364548495,-6.701449275362319,0.0
2018-12-14,1.0,-0.31422222222222224,-5.545111111111112,-0.0,-8.683333333333334,-6.679333333333334,0.0
2018-12-17,1.0,-0.16335978835978837,-5.534832451499119,-0.0,-8.527336860670195,-6.820105820105821,0.0
2018-12-18,1.0,-0.05649717514124294,-5.401781833985224,-0.0,-8.44980443285528,-6.821599304650152,0.0
2018-12-19,1.0,-0.07355821545157781,-5.403482045701851,-0.0,-8.456365614798695,-6.829379760609358,0.0
2018-12-20,1.0,-0.05603079555175363,-5.226689478186484,-0.0,-8.407185628742514,-6.695680068434559,0.0
2018-12-21,1.0,-0.035797500529548824,-5.23363694132599,-0.0,-8.412836263503495,-6.499470451175598,0.0
2018-12-24,1.0,-0.0,-4.913916786226686,-0.0,-8.126870260299242,-6.455216232834597,0.0
2018-12-26,1.0,-0.0,-5.0112721417069235,-0.0,-7.840579710144927,-6.276771336553945,0.0
2018-12-27,1.0,-0.0,-4.7272901494825605,-0.0,-7.074932924492143,-6.3622077424300505,0.0
2018-12-28,1.0,-0.0,-4.745173007073217,-0.0,-7.045880328809023,-6.3259415025807675,0.0
2018-12-31,1.0,-0.0,-4.746702351366851,-0.0,-7.044733320588797,-6.3253679984706555,0.0
2019-01-02,1.0,-0.0,-4.745461494362698,-0.0,-7.024077966749474,-6.340149054079878,0.0
2019-01-03,1.0,-0.0,-4.72911102632583,-0.0,-7.032430370087753,-6.315146890499809,0.0
2019-01-04,1.0,-0.0,-4.8080365644639125,-0.0,-6.849171586364502,-6.386783469815273,0.0
2019-01-07,1.0,-0.0,-4.537398673544583,-0.0,-6.73581429624171,-6.149963154016212,0.0
2019-01-08,1.0,-0.0,-4.413944150392408,-0.0,-6.749954371235627,-6.087424712538785,0.0
2019-01-09,1.0,-0.0,-4.3304744525547445,-0.0,-6.760583941605839,-6.157116788321168,0.0
2019-01-10,1.0,-0.0,-4.302054919076196,-0.0,-6.752318603382433,-6.130751045644662,0.0
2019-01-11,1.0,-0.0,-4.293946555171787,-0.0,-6.751681512452281,-6.132703144882748,0.0
2019-01-14,1.0,-0.0,-4.292257360959651,-0.0,-6.753544165757907,-6.129407488186114,0.0
2019-01-15,1.0,-0.0,-4.261035422343324,-0.0,-6.761489554950045,-6.142779291553134,0.0
2019-01-16,1.0,-0.0,-4.290535583272193,-0.0,-6.73881144534116,-6.312729273661041,0.0
2019-01-17,1.0,-0.0,-4.2718944668376695,-0.0,-6.738915353609381,-6.310919750824477,0.0
2019-01-18,1.0,-0.0,-4.2503197515074,-0.0,-6.727023570253974,-6.29398867166088,0.0
2019-01-22,1.0,-0.0,-4.217359985593373,-0.0,-6.6310102647217715,-6.159913560237708,0.0
2019-01-23,1.0,-0.0,-4.1888928828181164,-0.0,-6.660496046010064,-6.1231128684399705,0.0
2019-01-24,1.0,-0.0,-4.198201438848921,-0.0,-6.6575539568345325,-6.1298561151079145,0.0
2019-01-25,1.0,-0.0,-4.188713156002875,-0.0,-6.663371675053918,-6.1205966930266,0.0
2019-01-28,1.0,-0.0,-4.137128535624776,-0.0,-6.669709989258862,-6.095059076262084,0.0
2019-01-29,1.0,-0.0,-4.290166975881261,-0.0,-6.8846011131725415,-6.3782931354359915,0.0
2019-01-30,1.0,-0.0,-4.292262015216181,-0.0,-6.8858786416774915,-6.3781777695305255,0.0
2019-01-31,1.0,-0.0,-4.288379826343987,-0.0,-6.748198780713098,-6.437465361167559,0.0
2019-02-01,1.0,-0.0,-4.258408380812351,-0.0,-6.706855357471054,-6.413710714942106,0.0
2019-02-04,1.0,-0.0,-4.258741258741258,-0.0,-6.7145748987854255,-6.429333824070667,0.0
2019-02-05,1.0,-0.0,-4.243422263109475,-0.0,-6.720883164673412,-6.435142594296228,0.0
2019-02-06,1.0,-0.0,-4.2795479807336045,-0.0,-6.746387550944794,-6.499444238606891,0.0
2019-02-07,1.0,-0.0,-4.335644677661169,-0.0,-6.863380809595203,-6.541791604197901,0.0
2019-02-08,1.0,-0.0,-4.474207107374857,-0.0,-7.061520825372564,-6.569927397783722,0.0
2019-02-11,1.0,-0.0,-4.488161693936477,-0.0,-7.103176130895091,-6.657940327237728,0.0
2019-02-12,1.0,-0.0,-4.462916586399538,-0.0,-7.12829897900212,-6.67289539587748,0.0
2019-02-13,1.0,-0.0,-4.288468404141378,-0.0,-6.504284184219922,-6.05801499464477,0.0
2019-02-14,1.0,-0.0,-4.073373408769449,-0.0,-6.5498585572843,-6.057107496463932,0.0
2019-02-15,1.0,-0.0,-4.181066338201654,-0.0,-6.449938412810136,-5.965335210276263,0.0
2019-02-19,1.0,-0.0,-4.112715744980627,-0.0,-6.523247622402255,-5.976047904191617,0.0
2019-02-20,1.0,-0.0,-4.150810429880197,-0.0,-6.5063424947145885,-5.960887949260042,0.0
2019-02-21,1.0,-0.0,-4.164202745512143,-0.0,-6.495248152059133,-5.939985920450545,0.0
2019-02-22,1.0,-0.0,-4.137737174982432,-0.0,-6.516163035839775,-5.914617006324667,0.0
2019-02-25,1.0,-0.0,-4.082586540151116,-0.0,-6.551396942540854,-5.937445088736601,0.0
2019-02-26,1.0,-0.0,-4.119950608572941,-0.0,-6.57364614570471,-5.946375022049745,0.0
2019-02-27,1.0,-0.0,-4.105993242041615,-0.0,-6.678819135692691,-5.999288635959451,0.0
2019-02-28,1.0,-0.0,-4.1126559714795015,-0.0,-6.690909090909091,-6.021746880570411,0.0
2019-03-01,1.0,-0.0,-4.118958444801141,-0.0,-6.712323880863206,-6.003566969859104,0.0
2019-03-04,1.0,-0.0,-4.092345942106198,-0.0,-6.6421594743384835,-6.024329603977979,0.0
2019-03-05,1.0,-0.0,-3.8641444539982803,-0.0,-6.507824591573517,-5.824763542562339,0.0
2019-03-06,1.0,-0.0,-3.8594969644405897,-0.0,-6.619427580225499,-5.867302688638334,0.0
2019-03-07,1.0,-0.0,-3.7390705679862304,-0.0,-6.667297762478485,-5.805335628227194,0.0
2019-03-08,1.0,-0.0,-3.760106382978724,-0.0,-6.981205673758865,-5.98936170212766,0.0
2019-03-11,1.0,-0.0,-3.7432553153475077,-0.0,-6.980525281400751,-6.142933714489906,0.0
2019-03-12,1.0,-0.0,-3.529047532325624,-0.0,-7.191221999635768,-6.491531597158987,0.0
2019-03-13,1.0,-0.0,-3.6457058059729177,-0.0,-7.322018178445558,-6.581710257837137,0.0
2019-03-14,1.0,-0.0,-3.6703662597114324,-0.0,-7.270255271920089,-6.55734369219386,0.0
2019-03-15,1.0,-0.0,-3.649086843086098,-0.0,-7.331159150204995,-6.655609392471114,0.0
2019-03-18,1.0,-0.0,-3.8383060635226176,-0.0,-7.5474494706448505,-6.863522617901828,0.0
2019-03-19,1.0,-0.0,-3.7172541743970315,-0.0,-7.192022263450834,-6.643413729128015,0.0
2019-03-20,1.0,-0.0,-3.7382587711156487,-0.0,-7.1646556524967515,-6.660293298682012,0.0
2019-03-21,1.0,-0.0,-3.7491172644489876,-0.0,-7.252183608994611,-6.582419624605093,0.0
2019-03-22,1.0,-0.0,-3.825710991544965,-0.0,-7.647578785549577,-6.74250576479631,0.0
2019-03-25,1.0,-0.0,-3.3319085671808217,-0.0,-7.634826240475748,-6.616985690392121,0.0
2019-03-26,1.0,-0.0,-3.5009585889570554,-0.0,-7.8510352760736195,-6.8197852760736195,0.0
2019-03-27,1.0,-0.0,-3.453828395536745,-0.0,-7.931704501731435,-6.852635629088112,0.0
2019-03-28,1.0,-0.0,-3.4452852153667055,-0.0,-8.004850601474581,-6.952270081490105,0.0
2019-03-29,1.0,-0.0,-3.4181084198385236,-0.0,-7.913879277201077,-6.891580161476355,0.0
2019-04-01,1.0,-0.0,-3.5088332362648034,-0.0,-7.985439720442632,-6.919433119782567,0.0
2019-04-02,1.0,-0.0,-3.548591144335825,-0.0,-7.9737396971439525,-6.645773433007475,0.0
2019-04-03,1.0,-0.0,-3.548918246218648,-0.0,-7.9599846831323,-6.637373157189354,0.0
2019-04-04,1.0,-0.0,-3.536220774243005,-0.0,-7.966078957454964,-6.662131084706784,0.0
2019-04-05,1.0,-0.0,-3.5044213763936947,-0.0,-8.017877739331027,-6.701076509034987,0.0
2019-04-08,1.0,-0.0,-3.4637931034482756,-0.0,-8.002298850574713,-6.691187739463601,0.0
2019-04-09,1.0,-0.0,-3.4273586725834457,-0.0,-8.169592899864943,-6.696893690912599,0.0
2019-04-10,1.0,-0.0,-3.348353552859619,-0.0,-8.223762757558251,-6.684575389948007,0.0
2019-04-11,1.0,-0.0,-3.2681940700808627,-0.0,-8.329226030034656,-6.655564112437427,0.0
2019-04-12,1.0,-0.0,-3.275381937729646,-0.0,-8.382711274415007,-6.68071939663508,0.0
2019-04-15,1.0,-0.0,-3.285631517960603,-0.0,-8.337388953263808,-6.6894553881807655,0.0
2019-04-16,1.0,-0.0,-3.298205421916762,-0.0,-8.21172203130966,-6.581137838869798,0.0
2019-04-17,1.0,-0.0,-3.297266297075129,-0.0,-8.254062320779965,-6.565475052571211,0.0
2019-04-18,1.0,-0.0,-3.27227533460803,-0.0,-8.238049713193117,-6.6103250478011475,0.0
2019-04-22,1.0,-0.0,-3.281387770749473,-0.0,-8.257044278320874,-6.629672225416907,0.0
2019-04-23,1.0,-0.0,-3.314252785247791,-0.0,-8.307337687283903,-6.587207068766808,0.0
2019-04-24,1.0,-0.0,-3.2447322636767835,-0.0,-8.379277015271603,-6.707133191571622,0.0
2019-04-25,1.0,-0.0,-3.2382978723404254,-0.0,-8.41392649903288,-6.690135396518375,0.0
2019-04-26,1.0,-0.0,-3.181395348837209,-0.0,-8.502131782945737,-6.696317829457365,0.0
2019-04-29,1.0,-0.0,-3.16692367000771,-0.0,-8.436777178103315,-6.671549730146491,0.0
2019-04-30,1.0,-0.0,-3.1779612209637165,-0.0,-8.402764446150893,-6.61681704741793,0.0
2019-05-01,1.0,-0.0,-3.1773076923076924,-0.0,-8.4275,-6.626153846153846,0.0
2019-05-02,1.0,-0.0,-3.176291214027063,-0.0,-8.261673337145034,-6.620545073375262,0.0
2019-05-03,1.0,-0.0,-3.184065411675223,-0.0,-8.229891614375356,-6.601064841224568,0.0
2019-05-06,1.0,-0.0,-2.983953181045875,-0.05040589012648669,-8.197092693977723,-6.64696998300925,0.0
2019-05-07,1.0,-0.0,-3.0011365788975186,-0.07993938245879902,-8.197385868535708,-6.664519795415799,0.0
2019-05-08,1.0,-0.0,-2.9238606891441274,-0.22878844016302333,-7.870322341608003,-6.502408299370137,0.0
2019-05-09,1.0,-0.0,-2.914476119955572,-0.24490929285449836,-7.875601629026287,-6.4768604220659025,0.0
2019-05-10,1.0,-0.0,-2.9112513924990715,-0.21834385443743037,-7.927033048644635,-6.510025993316004,0.0
2019-05-13,1.0,-0.0,-2.906500279381635,-0.20897746321475136,-7.972248090892159,-6.5377165207673675,0.0
2019-05-14,1.0,-0.0,-2.4922112802148617,-0.5853178155774396,-7.594449418084155,-6.233124440465533,0.0
2019-05-15,1.0,-0.0,-2.5086145010768126,-0.626346015793252,-7.629576453697057,-6.182340272792534,0.0
2019-05-16,1.0,-0.0,-2.528087864602089,-0.6575441123514584,-7.6213539791141525,-6.198235505941664,0.0
2019-05-17,1.0,-0.0,-2.534930139720559,-0.6951551442569406,-7.611867174741426,-6.30357466884413,0.0
2019-05-20,1.0,-0.0,-2.4723681826417825,-0.745606088059431,-7.599746330857039,-6.3015038956332665,0.0
2019-05-21,1.0,-0.0,-2.4718958973432135,-0.7663112235676849,-7.5546719681908545,-6.280498825230436,0.0
2019-05-22,1.0,-0.0,-2.4324178782983306,-0.8240890324896787,-7.48429366361515,-6.209298151139831,0.0
2019-05-23,1.0,-0.0,-2.400323857502699,-0.9012234616768623,-7.5365239294710324,-6.154012234616769,0.0
2019-05-24,1.0,-0.0,-2.267114806297541,-0.9640898637891385,-7.399080134441889,-6.059260569609058,0.0
2019-05-28,1.0,-0.0,-2.2388849682427665,-0.9645377558221595,-7.381263232180664,-6.058221594918843,0.0
2019-05-29,1.0,-0.0,-2.288732394366197,-0.9839788732394366,-7.372007042253521,-5.960915492957746,0.0
2019-05-30,1.0,-0.0,-2.2735849056603774,-0.9587700908455625,-7.311320754716981,-5.926624737945493,0.0
2019-05-31,1.0,-0.0,-2.2993719469644103,-0.945917655268667,-7.29291695743196,-5.907711095603628,0.0
2019-06-03,1.0,-0.0,-2.27722432153899,-1.0116798351082101,-7.190999656475437,-5.696324287186534,0.0
2019-06-04,1.0,-0.0,-2.2762954036839385,-1.0573248407643312,-7.243587536581167,-5.637631261835083,0.0
2019-06-05,1.0,-0.0,-2.158581465373034,-1.1446972231515558,-7.132987621278019,-5.291736366677819,0.0
2019-06-06,1.0,-0.0,-2.141346315259359,-1.153768675507806,-7.191539365452409,-5.300151082759779,0.0
2019-06-07,1.0,-0.0,-2.202529539024796,-1.1509402562822433,-7.0667332334831094,-5.221501081710767,0.0
2019-06-10,1.0,-0.0,-2.203872248883005,-1.0872083402283634,-7.03226874069171,-5.2248883005129905,0.0
2019-06-11,1.0,-0.0,-2.199161073825503,-1.163255033557047,-7.129026845637584,-5.287080536912752,0.0
2019-06-12,1.0,-0.0,-2.2149564050972503,-1.1693494299128102,-7.117203219315896,-5.2657612340710935,0.0
2019-06-13,1.0,-0.0,-2.276635198921106,-1.2296021577882672,-7.103169251517195,-5.248314227916386,0.0
2019-06-14,1.0,-0.0,-2.232103383778269,-1.3048801224281585,-7.213909199115797,-5.253188233293657,0.0
2019-06-17,1.0,-0.0,-2.225510204081633,-1.292687074829932,-7.228231292517007,-5.260374149659864,0.0
2019-06-18,1.0,-0.0,-2.231187361984033,-1.2957363682690675,-7.21012400203839,-5.249532869033463,0.0
2019-06-19,1.0,-0.0,-2.211502467245193,-1.3688956950825248,-7.238386932108218,-5.196869150927344,0.0
2019-06-20,1.0,-0.0,-2.2449641515875722,-1.3463639467395014,-7.259644930010242,-5.219699556162513,0.0
2019-06-21,1.0,-0.0,-2.2610988263310086,-1.3274366388841639,-7.21959516924647,-5.201394795033169,0.0
2019-06-24,1.0,-0.0,-2.1973101804562476,-1.3394620360912495,-7.203098399727613,-5.284473953013279,0.0
2019-06-25,1.0,-0.0,-2.142784119952292,-1.3583233941046176,-7.237008008178566,-5.3007326631453395,0.0
2019-06-26,1.0,-0.0,-2.13438937148697,-1.2990972577073754,-7.182081417135071,-5.417305399420883,0.0
2019-06-27,1.0,-0.0,-2.1029537305787946,-1.3583745945023051,-7.194809629503159,-5.417449206078198,0.0
2019-06-28,1.0,-0.0,-2.0017076502732243,-1.394467213114754,-7.2544398907103815,-5.426058743169398,0.0
2019-07-01,1.0,-0.0,-1.9532901466075692,-1.434708489601091,-7.280088646437095,-5.379133992499148,0.0
2019-07-02,1.0,-0.0,-1.9897733083347537,-1.4181012442474858,-7.251235725242884,-5.385375830918698,0.0
2019-07-03,1.0,-0.0,-2.011415914125064,-1.4012608621570966,-7.232237178394957,-5.393763843925711,0.0
2019-07-05,1.0,-0.0,-1.9851358277806255,-1.3989407141636767,-7.2626003758756195,-5.43840765419443,0.0
2019-07-08,1.0,-0.0,-1.9892436400887827,-1.4034488646064538,-7.249103636674066,-5.431791019293153,0.0
2019-07-09,1.0,-0.0,-1.962534059945504,-1.4032697547683923,-7.231607629427793,-5.432731607629428,0.0
2019-07-10,1.0,-0.0,-1.917134592479156,-1.3964607793091715,-7.264080313084907,-5.4378084056491405,0.0
2019-07-11,1.0,-0.0,-1.9021145975443383,-1.4415075034106413,-7.280866302864939,-5.428717598908595,0.0
2019-07-12,1.0,-0.0,-1.9361158432708687,-1.431686541737649,-7.250596252129472,-5.417376490630324,0.0
2019-07-15,1.0,-0.0,-2.0354317165462676,-1.539559683522532,-7.311833505331958,-5.313037495700034,0.0
2019-07-16,1.0,-0.0,-2.0263975155279503,-1.5736714975845412,-7.330400276052451,-5.3229813664596275,0.0
2019-07-17,1.0,-0.0,-2.065435082872928,-1.5573204419889504,-7.327866022099447,-5.314571823204419,0.0
2019-07-18,1.0,-0.0,-2.0674698795180726,-1.5846815834767642,-7.287263339070568,-5.272289156626506,0.0
2019-07-19,1.0,-0.0,-2.084772099447514,-1.6032458563535912,-7.3026588397790055,-5.274516574585635,0.0
2019-07-22,1.0,-0.0,-2.023411946978826,-1.5606817008090894,-7.289722843862971,-5.341022551213634,0.0
2019-07-23,1.0,-0.0,-2.042391866276064,-1.555747027399621,-7.29226262278132,-5.342236774082371,0.0
2019-07-24,1.0,-0.0,-2.0270547945205477,-1.576541095890411,-7.239554794520548,-5.28013698630137,0.0
2019-07-25,1.0,-0.0,-1.9424657534246574,-1.6309931506849316,-7.308561643835616,-5.24126712328767,0.0
2019-07-26,1.0,-0.0,-1.8866575901974132,-1.631211708645337,-7.279441797140913,-5.2210687542545955,0.0
2019-07-29,1.0,-0.0,-1.8208853187489318,-1.6446761237395318,-7.313108870278585,-5.312425226457016,0.0
2019-07-30,1.0,-0.0,-1.8287084618019869,-1.6469681397738951,-7.3290510448783825,-5.324426173347037,0.0
2019-07-31,1.0,-0.0,-1.8456684856753072,-1.6301159618008185,-7.279672578444748,-5.29774897680764,0.0
2019-08-01,1.0,-0.0,-1.9075106592325355,-1.5888816005247623,-6.901607084289932,-5.000983929157101,0.0
2019-08-02,1.0,-0.0,-1.8558177379983727,-1.5825874694873883,-6.842636289666396,-4.992351505288853,0.0
2019-08-05,1.0,-0.0,-1.8478513356562138,-1.570101211216194,-7.0615563298490125,-5.112327857972458,0.0
2019-08-06,1.0,-0.0,-1.8375918236984992,-1.50558926860428,-6.679974449057809,-4.946343021398914,0.0
2019-08-07,1.0,-0.0,-1.8289080911233309,-1.4427336999214453,-6.541712490180675,-4.897564807541241,0.0
2019-08-08,1.0,-0.0,-1.8295830055074744,-1.45051140833989,-6.557041699449253,-4.8985051140834,0.0
2019-08-09,1.0,-0.0,-1.7628539788008226,-1.4258819806992564,-6.566840689764278,-5.064704951748141,0.0
2019-08-12,1.0,-0.0,-1.7290212501938886,-1.4138358926632542,-6.44253140995812,-4.925701876841942,0.0
2019-08-13,1.0,-0.0,-1.7067510548523206,-1.31374321880651,-6.300783604581072,-4.7478902953586495,0.0
2019-08-14,1.0,-0.0,-1.7242294646807257,-1.281669370299366,-6.106768913139656,-4.634567172983336,0.0
2019-08-15,1.0,-0.0,-1.7836854624317895,-1.255211977053309,-5.738491674828599,-4.214495592556316,0.0
2019-08-16,1.0,-0.0,-1.53828125,-0.6915364583333333,-5.829036458333334,-3.961979166666667,0.0
2019-08-19,1.0,-0.0,-1.4224516129032259,-0.7366451612903226,-5.828387096774193,-3.915870967741936,0.0
2019-08-20,1.0,-0.0,-1.4792899408284024,-0.6996097192496538,-5.658567291955181,-3.752360569054513,0.0
2019-08-21,1.0,-0.0,-1.4632858546168959,-0.8613703339882123,-5.407170923379175,-3.5471512770137528,0.0
2019-08-22,1.0,-0.0,-1.46682956627978,-0.8658521686010996,-5.381062919975565,-3.5036041539401346,0.0
2019-08-23,1.0,-0.0,-1.4604298974108454,-0.8729848558866635,-5.377503663898388,-3.502198339032731,0.0
2019-08-26,1.0,-0.0,-1.3792357606344627,-0.8830809901465994,-5.336457582311944,-3.4175678923335737,0.0
2019-08-27,1.0,-0.0,-1.3631137724550897,-0.8677844311377244,-5.317844311377245,-3.4273053892215564,0.0
2019-08-28,1.0,-0.0,-1.3275451950523312,-0.879162702188392,-5.287702188392007,-3.3989058039961937,0.0
2019-08-29,1.0,-0.0,-1.2255516840882696,-0.8824622531939607,-5.182229965156794,-3.324157955865273,0.0
2019-08-30,1.0,-0.0,-1.1762999071494893,-0.9158542246982357,-5.216225626740947,-3.2979340761374187,0.0
2019-09-03,1.0,-0.0,-1.198512319851232,-0.9454904695490469,-5.204556020455602,-3.273942352394235,0.0
2019-09-04,1.0,-0.0,-1.144498047323685,-0.9159200551343901,-5.161038364346428,-3.264759935676545,0.0
2019-09-05,1.0,-0.0,-1.2324446965399887,-0.9436188315371525,-5.0653431650595575,-3.1028927963698236,0.0
2019-09-06,1.0,-0.0,-1.2032584269662923,-0.9814606741573034,-5.03932584269663,-3.011797752808989,0.0
2019-09-09,1.0,-0.0,-1.1724176313446126,-0.9716162065894924,-4.987088156723063,-2.999777382012467,0.0
2019-09-10,1.0,-0.0,-1.1140518111472468,-1.1690030279241896,-5.051474711225748,-2.8800044858136142,0.0
2019-09-11,1.0,-0.0,-1.1201836917562724,-1.173163082437276,-5.040994623655914,-2.8663754480286743,0.0
2019-09-12,1.0,-0.0,-1.025070264193367,-1.220910623946037,-5.0940978077571675,-2.9020798201236646,0.0
2019-09-13,1.0,-0.0,-1.0209059233449478,-1.204788130830617,-5.0930650781162194,-2.9209846015510847,0.0
2019-09-16,1.0,-0.0,-1.02360346184107,-1.197145105091604,-5.09587501404968,-2.923232550297853,0.0
2019-09-17,1.0,-0.0,-1.0356099752864525,-1.1919793304875308,-5.093574477645473,-2.9123792406200852,0.0
2019-09-18,1.0,-0.0,-1.0188446438586651,-1.1644419517666855,-5.091755468311835,-2.9420078519349415,0.0
2019-09-19,1.0,-0.0,-1.034200493384167,-1.1662928907826868,-5.064812738282127,-2.947970396949989,0.0
2019-09-20,1.0,-0.0,-1.0825033952014487,-1.2071072883657765,-5.071299230421006,-2.956428248076053,0.0
2019-09-23,1.0,-0.0,-1.0914246823956442,-1.218693284936479,-5.06318058076225,-2.9697141560798546,0.0
2019-09-24,1.0,-0.0,-1.0926619031416582,-1.2207099920607918,-5.0594306453442215,-2.968923670182602,0.0
2019-09-25,1.0,-0.0,-1.078324844368987,-1.2115449915110357,-5.070514997170346,-2.9583474816072437,0.0
2019-09-26,1.0,-0.0,-0.9519635742743312,-1.559248719408082,-5.091291974957314,-2.7805350028457596,0.0
2019-09-27,1.0,-0.0,-0.9135946040237237,-1.5875101756018142,-5.230957088033493,-2.897081055936737,0.0
2019-09-30,1.0,-0.0,-0.8550333997421774,-1.6480721903199345,-5.270830891831712,-2.945154107582327,0.0
2019-10-01,1.0,-0.0,-0.6189955137323558,-1.6116642958748222,-4.951964109858847,-2.7594922858080757,0.0
2019-10-02,1.0,-0.0,-0.7084513177956872,-1.7516880853844479,-4.860487911130473,-2.570246133739926,0.0
2019-10-03,1.0,-0.0,-0.8501924721984602,-1.6943969204448244,-4.748396065012831,-2.3998075278015394,0.0
2019-10-04,1.0,-0.0,-0.8982688608677067,-1.7501602906603977,-4.671404146185083,-2.366103868347938,0.0
2019-10-07,1.0,-0.0,-0.8945466142234506,-1.6571701924099076,-4.6758796640799405,-2.4027851599872436,0.0
2019-10-08,1.0,-0.0,-0.905638784852268,-1.6620890553474825,-4.506346233874324,-2.329692051602164,0.0
2019-10-09,1.0,-0.0,-0.9180665773472122,-1.626404204885087,-4.488714830464804,-2.272802226115634,0.0
2019-10-10,1.0,-0.0,-1.0311993954442404,-1.8269459138508042,-4.523048688329915,-2.4144445643959838,0.0
2019-10-11,1.0,-0.0,-1.1008958566629339,-2.063605823068309,-4.5704367301231805,-2.4631578947368418,0.0
2019-10-14,1.0,-0.0,-1.0190161694374857,-2.2259166476884538,-4.709291733090413,-2.4327032566613527,0.0
2019-10-15,1.0,-0.0,-1.0026920919798095,-2.138306225462703,-4.641503084688727,-2.434324172742569,0.0
2019-10-16,1.0,-0.0,-1.055160744500846,-2.1723632261703325,-4.634743372814438,-2.4181613085166385,0.0
2019-10-17,1.0,-0.0,-1.0289030496131089,-2.2457897132453346,-4.660332271279017,-2.4441283568502503,0.0
2019-10-18,1.0,-0.0,-1.1338854382332644,-2.3127444214400734,-4.612146307798482,-2.443409247757074,0.0
2019-10-21,1.0,-0.0,-1.0198212648945921,-2.3182859761686525,-4.592804766269477,-2.526466544454629,0.0
2019-10-22,1.0,-0.0,-0.9937006070324133,-2.3275684343145118,-4.597067918909633,-2.5352193334096897,0.0
2019-10-23,1.0,-0.0,-1.000226988991034,-2.313471796617864,-4.525593008739077,-2.510157757348769,0.0
