Date,IGR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19751472906812712,-0.3205128205128205,-0.0,-0.29879263131690315,-0.2576757115592067,0.0
2018-09-25,1.0,-0.19884690364594138,-0.3199427599651582,-0.0,-0.2983947903272637,-0.2567505910655772,0.0
2018-09-26,1.0,-0.1972390278384166,-0.319798748414728,-0.0,-0.2999230753238113,-0.2620844508201834,0.0
2018-09-27,1.0,-0.19879906085727939,-0.3166490057969208,-0.0,-0.30013089821105776,-0.26214963951048226,0.0
2018-09-28,1.0,-0.1979718637657669,-0.31760280946740643,-0.0,-0.30016831868337385,-0.26228622488207304,0.0
2018-10-01,1.0,-0.1981296758104738,-0.317477140482128,-0.0,-0.3002285951787198,-0.26230257689110553,0.0
2018-10-02,1.0,-0.2026410614234238,-0.3036387494532503,-0.0,-0.3072629189144155,-0.2693341109329112,0.0
2018-10-03,1.0,-0.2044366388592695,-0.31284367224905396,-0.0,-0.30678040519350186,-0.2667210269919923,0.0
2018-10-04,1.0,-0.20697873763876984,-0.3091509690368171,-0.0,-0.3101126884238255,-0.26445192448412114,0.0
2018-10-05,1.0,-0.21195458265997857,-0.3147942157953282,-0.0,-0.3098621109408777,-0.2621571137742145,0.0
2018-10-08,1.0,-0.2108738026870114,-0.3133030118840519,-0.0,-0.3102848399740102,-0.2614910607616692,0.0
2018-10-09,1.0,-0.21125875005239553,-0.3133461877017228,-0.0,-0.3101186234648111,-0.26109737184054993,0.0
2018-10-10,1.0,-0.21273207325761703,-0.31256024475084865,-0.0,-0.3110095972507439,-0.2591676794769708,0.0
2018-10-11,1.0,-0.19942136805125027,-0.30611696631535446,-0.0,-0.3045257284562926,-0.256478611283323,0.0
2018-10-12,1.0,-0.20201296974408284,-0.3008612401039216,-0.0,-0.29634024098357303,-0.2464660515925782,0.0
2018-10-15,1.0,-0.185353102152514,-0.31677082056937467,-0.0,-0.2932034472899563,-0.24690601641955642,0.0
2018-10-16,1.0,-0.182961949306591,-0.32070423398214903,-0.0,-0.2925389595800739,-0.24623680071893958,0.0
2018-10-17,1.0,-0.18587070399967132,-0.3277799461780234,-0.0,-0.29452125146367014,-0.24610201524271247,0.0
2018-10-18,1.0,-0.1860207100591716,-0.32827909270216965,-0.0,-0.2941526955950033,-0.24609631821170283,0.0
2018-10-19,1.0,-0.17736241761381027,-0.32044401820148144,-0.0,-0.2965494725243332,-0.2461485093966168,0.0
2018-10-22,1.0,-0.17717748352477913,-0.3162834350070389,-0.0,-0.298675861506131,-0.2481586517862608,0.0
2018-10-23,1.0,-0.1725637396673025,-0.3195700777388058,-0.0,-0.30586835681906754,-0.2531536520829487,0.0
2018-10-24,1.0,-0.1725051878942286,-0.3227589324238253,-0.0,-0.30658913932321097,-0.2527583160403526,0.0
2018-10-25,1.0,-0.15568309519987156,-0.29970701557232304,-0.0,-0.3136940118799165,-0.2376585326697704,0.0
2018-10-26,1.0,-0.15685919852084085,-0.30065517102777445,-0.0,-0.3136782025001005,-0.23855460428473813,0.0
2018-10-29,1.0,-0.16117253066494514,-0.30001210458360233,-0.0,-0.3185724661071659,-0.2376734990316333,0.0
2018-10-30,1.0,-0.15577788087217861,-0.3001795187284427,-0.0,-0.31889787603122416,-0.24220908889202655,0.0
2018-10-31,1.0,-0.1591387924634308,-0.2886409695607681,-0.0,-0.3186989586050525,-0.24006260408933122,0.0
2018-11-01,1.0,-0.1496100876049957,-0.2961730449251248,-0.0,-0.31852534931740273,-0.2404025419481587,0.0
2018-11-02,1.0,-0.1524872245289045,-0.2827770680293836,-0.0,-0.3227603002235708,-0.2381627275630789,0.0
2018-11-05,1.0,-0.15314415799668507,-0.28122691055774107,-0.0,-0.3228028835593186,-0.23975078379295883,0.0
2018-11-06,1.0,-0.15318248087715444,-0.2812206666533522,-0.0,-0.3228415649777316,-0.23991931457330593,0.0
2018-11-07,1.0,-0.152929434075257,-0.2812256712246731,-0.0,-0.32230761553049203,-0.23974448547759256,0.0
2018-11-08,1.0,-0.14790804963410756,-0.28056395163856185,-0.0,-0.32009624562519884,-0.2399976137448298,0.0
2018-11-09,1.0,-0.14714834192046788,-0.2808689251825181,-0.0,-0.32125166603672245,-0.24004853886092822,0.0
2018-11-12,1.0,-0.1471918134221799,-0.2707044264635888,-0.0,-0.3265111851499286,-0.23875535459305092,0.0
2018-11-13,1.0,-0.1363591631074458,-0.2675025094967229,-0.0,-0.3281437597181491,-0.23622729151494873,0.0
2018-11-14,1.0,-0.13648888014170438,-0.2673686282227908,-0.0,-0.32812438496358987,-0.23613461916945483,0.0
2018-11-15,1.0,-0.1363573802080261,-0.26844806228986023,-0.0,-0.3310525177451385,-0.23036237440767612,0.0
2018-11-16,1.0,-0.13239979546080322,-0.26210518034850333,-0.0,-0.33316288400267474,-0.23905518624867247,0.0
2018-11-19,1.0,-0.1357417068609115,-0.2618564819371985,-0.0,-0.3320405551727532,-0.23907864947337337,0.0
2018-11-20,1.0,-0.11386206491293362,-0.2571837110453842,-0.0,-0.33600376079760247,-0.25167962705423774,0.0
2018-11-21,1.0,-0.11657098375012163,-0.2538483993383283,-0.0,-0.33500048652330444,-0.2406538873212027,0.0
2018-11-23,1.0,-0.11657516645251724,-0.2548767667328583,-0.0,-0.3346766343495698,-0.24068449947436046,0.0
2018-11-26,1.0,-0.1164094279764106,-0.25555187917242456,-0.0,-0.33418322661009364,-0.2401759473714942,0.0
