Date,IWF,IWM,MTUM,OR,SPY,VLUE,VXX
2018-09-24,-0.4241404775580536,-1.1220152621646016,-0.0,1.0,-0.8515631410519405,-0.7050545663411832,0.0
2018-09-25,-0.43137577002053384,-1.1216016427104725,-0.0,1.0,-0.8514989733059548,-0.702340862422998,0.0
2018-09-26,-0.4386601765530897,-1.1316723042653245,-0.0,1.0,-0.856117482055936,-0.6986222258889531,0.0
2018-09-27,-0.4387877782844824,-1.1436922183989056,-0.0,1.0,-0.8602877160980058,-0.7029973881679864,0.0
2018-09-28,-0.4369946510760045,-1.1457063482190986,-0.0,1.0,-0.8603474727370735,-0.7034042376746694,0.0
2018-10-01,-0.4388432166256312,-1.1580353044276595,-0.0,1.0,-0.8657930976922755,-0.7103868463881817,0.0
2018-10-02,-0.44316426633270717,-1.1433938634940513,-0.0,1.0,-0.8715090795241077,-0.7164266332707159,0.0
2018-10-03,-0.45069526878073596,-1.1346023401729692,-0.0,1.0,-0.9009665931829743,-0.7531795828387315,0.0
2018-10-04,-0.45872961956521735,-1.1267832880434783,-0.0,1.0,-0.911514945652174,-0.7488960597826088,0.0
2018-10-05,-0.43247581633084103,-1.113589321167575,-0.0,1.0,-0.9194863346428421,-0.7586702150128839,0.0
2018-10-08,-0.42742207245155855,-1.1071609098567818,-0.0,1.0,-0.9217354675652906,-0.7559393428812132,0.0
2018-10-09,-0.4230801652195903,-1.1076456208378993,-0.0,1.0,-0.9241760094411194,-0.759841524066425,0.0
2018-10-10,-0.42225036943213,-1.110956301456618,-0.0,1.0,-0.9253958201393288,-0.7634367743297445,0.0
2018-10-11,-0.30032135553607947,-1.135219732064605,-0.0,1.0,-0.9200367263469805,-0.8178707065648346,0.0
2018-10-12,-0.38396643306699996,-1.2509038967995356,-0.0,1.0,-0.9745123420970405,-0.8542605900995401,0.0
2018-10-15,-0.3516971743380131,-1.274435756175582,-0.0,1.0,-0.9656122267638173,-0.8510751732717257,0.0
2018-10-16,-0.34908509504352464,-1.27789127731391,-0.0,1.0,-0.9643808847042104,-0.8499289394208563,0.0
2018-10-17,-0.31014568841055257,-1.214770092313077,-0.0,1.0,-0.9689810561316009,-0.8811305070656692,0.0
2018-10-18,-0.3091785323110624,-1.2136254107338442,-0.0,1.0,-0.9748959474260679,-0.8835049288061336,0.0
2018-10-19,-0.28533206749234025,-1.1900487636473482,-0.0,1.0,-0.9675915936650412,-0.8723514434902688,0.0
2018-10-22,-0.2853754258851943,-1.1793677491697934,-0.0,1.0,-0.971708284814767,-0.8763100012938285,0.0
2018-10-23,-0.29908854166666665,-1.1895833333333332,-0.0,1.0,-0.9717447916666667,-0.8798611111111112,0.0
2018-10-24,-0.2970727676047149,-1.1856378582923752,-0.0,1.0,-0.9781218737766952,-0.8886955765299465,0.0
2018-10-25,-0.23315673105001877,-1.1050018772683659,-0.0,1.0,-0.9981227316340578,-0.8354261399190688,0.0
2018-10-26,-0.2050175703927761,-1.1900716160313152,-0.0,1.0,-1.1396735020684132,-0.9134380143232063,0.0
2018-10-29,-0.16503564628260195,-1.2104237700925473,-0.0,1.0,-1.1262454058362485,-0.9264048177832883,0.0
2018-10-30,-0.16053097345132744,-1.209513274336283,-0.0,1.0,-1.1255309734513272,-0.9292477876106194,0.0
2018-10-31,-0.1639244363193175,-1.1690606772873682,-0.0,1.0,-1.1091233568381649,-0.9106381126490816,0.0
2018-11-01,-0.13457520891364902,-1.194507311977716,-0.0,1.0,-1.1100713788300836,-0.9132137883008357,0.0
2018-11-02,-0.13727096356973487,-1.1687001508945893,-0.0,1.0,-1.1035568010347057,-0.9017029532226774,0.0
2018-11-05,-0.13019234925437648,-1.1952452993300193,-0.0,1.0,-1.1095310136157337,-0.8874864923276421,0.0
2018-11-06,-0.14126619577934738,-1.2070893097023008,-0.0,1.0,-1.1056896477011744,-0.8793170689431035,0.0
2018-11-07,-0.14007545860618414,-1.2103733899995663,-0.0,1.0,-1.105381846567501,-0.880870809662171,0.0
2018-11-08,-0.07487047819907387,-1.3271743615606804,-0.0,1.0,-1.1849525468800148,-0.9978451240199899,0.0
2018-11-09,-0.07397209985315711,-1.3283773861967696,-0.0,1.0,-1.1879129955947136,-0.9985774596182085,0.0
2018-11-12,-0.07247170500182547,-1.2966867469879517,-0.0,1.0,-1.2012595837897042,-0.9932913472070098,0.0
2018-11-13,-0.04603017783366266,-1.2793694988324051,-0.0,1.0,-1.1893748877312735,-0.9759744925453566,0.0
2018-11-14,-0.0479464365956682,-1.2790060213894132,-0.0,1.0,-1.1906174170935562,-0.9760492495731105,0.0
2018-11-15,-0.048831404583616976,-1.3011572498298163,-0.0,1.0,-1.2194236442024053,-0.9688223281143635,0.0
2018-11-16,-0.04844103027564393,-1.2910076818798013,-0.0,1.0,-1.2125621328513332,-0.966741979213737,0.0
2018-11-19,-0.045378303640237545,-1.296840291944331,-0.0,1.0,-1.2194569110113787,-0.97166689333152,0.0
2018-11-20,-0.0,-1.2762329013678906,-0.0,1.0,-1.2196274298056156,-1.0038246940244782,0.0
2018-11-21,-0.0,-1.2570911018821243,-0.0,1.0,-1.2077405672881505,-0.953300344614297,0.0
2018-11-23,-0.0,-1.2674588746508224,-0.0,1.0,-1.2095951758080963,-0.9569458608610828,0.0
2018-11-26,-0.0,-1.2691999287241624,-0.0,1.0,-1.2196186742694226,-0.9659657875980042,0.0
2018-11-27,-0.0,-1.2669199505212934,-0.0,1.0,-1.2013606644283443,-0.9494610355186428,0.0
2018-11-28,-0.0,-1.291529641809617,-0.0,1.0,-1.2008265931917164,-0.9516487423340148,0.0
2018-11-29,-0.0,-1.2470394308766755,-0.0,1.0,-1.1603262048323428,-0.9305079599184488,0.0
2018-11-30,-0.0,-1.2470190348176735,-0.0,1.0,-1.1609504400988595,-0.9280232406885487,0.0
2018-12-03,-0.0,-1.24552972247478,-0.0,1.0,-1.1583322509416807,-0.9257046369658397,0.0
2018-12-04,-0.0,-1.243950744854904,-0.0,1.0,-1.144966847498493,-0.9166020838715233,0.0
2018-12-06,-0.0,-1.1277657355527382,-0.0,1.0,-1.114064864422723,-0.84794077951822,0.0
2018-12-07,-0.0,-1.1325241922256848,-0.0,1.0,-1.12186321141545,-0.8459898310644579,0.0
2018-12-10,-0.0,-1.2272962483829235,-0.0,1.0,-1.2134109529969814,-0.8714963346269944,0.0
2018-12-11,-0.0,-1.2285627888893689,-0.0,1.0,-1.2257116938096677,-0.8655665471510648,0.0
2018-12-12,-0.0,-1.230127151630482,-0.0,1.0,-1.2259752616555661,-0.8687829772511029,0.0
2018-12-13,-0.0,-1.2243030982998189,-0.0,1.0,-1.2257702597738844,-0.8651074480020713,0.0
2018-12-14,-0.0,-1.2063519461465435,-0.0,1.0,-1.2409596962112712,-0.8678691637179597,0.0
2018-12-17,-0.0,-1.1943624620385815,-0.0,1.0,-1.2128405834295737,-0.8701398691133069,0.0
2018-12-18,-0.0,-1.1804620858159374,-0.0,1.0,-1.2178833211882205,-0.888164944918342,0.0
2018-12-19,-0.0,-1.1947646701915575,-0.0,1.0,-1.2349397590361444,-0.9041778625292537,0.0
2018-12-20,-0.0,-1.1680560330010312,-0.0,1.0,-1.2377964936404262,-0.8911567548985905,0.0
2018-12-21,-0.0,-1.1763091306771885,-0.0,1.0,-1.2522622978942404,-0.8601878457777588,0.0
2018-12-24,-0.0,-1.1309787234042554,-0.0,1.0,-1.2340000000000002,-0.8903829787234043,0.0
2018-12-26,-0.0,-1.2092264881081787,-0.0,1.0,-1.234358015565894,-0.9044306274185834,0.0
2018-12-27,-0.0,-1.131329833409119,-0.0,1.0,-1.0841221942044563,-0.9183167293621595,0.0
2018-12-28,-0.0,-1.1326484300862316,-0.0,1.0,-1.0800429096010233,-0.9131905763914676,0.0
2018-12-31,-0.0,-1.131385656515639,-0.0,1.0,-1.0808781051415368,-0.914170174135512,0.0
2019-01-02,-0.0,-1.1293671720500988,-0.0,1.0,-1.0778263019116678,-0.9127801582069875,0.0
2019-01-03,-0.0,-1.1281850738895978,-0.0,1.0,-1.0797349030584942,-0.9084921582348825,0.0
2019-01-04,-0.0,-1.1557597582681403,-0.0,1.0,-1.0481394097437808,-0.9353450060019041,0.0
2019-01-07,-0.0,-1.0941308531109686,-0.0,1.0,-1.0248556767158434,-0.8899534958306606,0.0
2019-01-08,-0.0,-1.070913122354364,-0.0,1.0,-1.063616206409998,-0.8969159443660553,0.0
2019-01-09,-0.0,-1.061447574649359,-0.0,1.0,-1.0597194872000963,-0.897681147771571,0.0
2019-01-10,-0.0,-1.059340747581001,-0.0,1.0,-1.0594611956478097,-0.8960934676998433,0.0
2019-01-11,-0.0,-1.0399306255798006,-0.0,1.0,-1.0719557939741056,-0.9215101036582907,0.0
2019-01-14,-0.0,-1.0393678623130125,-0.0,1.0,-1.0699292263149427,-0.9119350168891749,0.0
2019-01-15,-0.0,-1.0292814564201707,-0.0,1.0,-1.0664975028193975,-0.9319316900273884,0.0
2019-01-16,-0.0,-1.0286862193652069,-0.0,1.0,-1.0449176376054639,-0.9441141020490157,0.0
2019-01-17,-0.0,-1.0203180212014133,-0.0,1.0,-1.0479842595566977,-0.9471169290073883,0.0
2019-01-18,-0.0,-1.0238425171177046,-0.0,1.0,-1.0660661884577765,-0.9857352461688946,0.0
2019-01-22,-0.0,-1.0830793010175603,-0.0,1.0,-1.253660212099094,-0.9567644154394401,0.0
2019-01-23,-0.0,-0.960889150844104,-0.0,1.0,-1.2403064876015661,-1.008798888561445,0.0
2019-01-24,-0.0,-0.956261839612713,-0.0,1.0,-1.247526836455483,-1.005851399705325,0.0
2019-01-25,-0.0,-0.8646112012631025,-0.0,1.0,-1.456076487873339,-1.0650848646989168,0.0
2019-01-28,-0.0,-0.824371356477856,-0.0,1.0,-1.4849038545201427,-1.041242495432002,0.0
2019-01-29,-0.0,-0.8362810175079075,-0.0,1.0,-1.5085757562257762,-1.1100815253708736,0.0
2019-01-30,-0.0,-0.8333482262532392,-0.0,1.0,-1.5099633634170315,-1.1245643820927531,0.0
2019-01-31,-0.0,-0.8507509527011882,-0.0,1.0,-1.4681909885675857,-1.1643577673167451,0.0
2019-02-01,-0.0,-0.8497102035314733,-0.0,1.0,-1.4869479264950354,-1.1563103742642764,0.0
2019-02-04,-0.0,-0.8557434245840043,-0.0,1.0,-1.474995526927894,-1.1423331544104491,0.0
2019-02-05,-0.0,-0.7815023037578729,-0.0,1.0,-1.379760747347508,-1.0657733440419328,0.0
2019-02-06,-0.0,-0.7695396711332797,-0.0,1.0,-1.381367037240563,-1.07617195756013,0.0
2019-02-07,-0.0,-0.7703725631158286,-0.0,1.0,-1.3872795703471898,-1.0712141074977797,0.0
2019-02-08,-0.0,-0.7733304976605699,-0.0,1.0,-1.4147171416418545,-1.0655040408336878,0.0
2019-02-11,-0.0,-0.7751364828268066,-0.0,1.0,-1.451059622576624,-1.0724756050380433,0.0
2019-02-12,-0.0,-0.7725463043101957,-0.0,1.0,-1.4716548381512895,-1.0833044832958283,0.0
2019-02-13,-0.0,-0.7986198515689423,-0.0,1.0,-1.469858079076429,-1.071611475196389,0.0
2019-02-14,-0.0,-0.7236910316226024,-0.0,1.0,-1.5077328494902367,-1.088603767064109,0.0
2019-02-15,-0.0,-0.7770078877413169,-0.0,1.0,-1.4995424238462545,-1.0812742406414781,0.0
2019-02-19,-0.0,-0.7550204294531861,-0.0,1.0,-1.516039294097192,-1.0756324437103366,0.0
2019-02-20,-0.0,-0.7588132635253054,-0.0,1.0,-1.5176701570680629,-1.08651832460733,0.0
2019-02-21,-0.0,-0.7917078835318911,-0.0,1.0,-1.480151391338007,-1.0290310094189496,0.0
2019-02-22,-0.0,-0.8186419421302518,-0.0,1.0,-1.5915972408850667,-1.0688882916778644,0.0
2019-02-25,-0.0,-0.8255903899531328,-0.0,1.0,-1.6306593256586432,-1.0939163671110708,0.0
2019-02-26,-0.0,-0.8308232931726907,-0.0,1.0,-1.6423420956553487,-1.0905896312522818,0.0
2019-02-27,-0.0,-0.8174763522821196,-0.0,1.0,-1.6754982092019468,-1.0988153182110387,0.0
2019-02-28,-0.0,-0.8143133462282399,-0.0,1.0,-1.6761075803628995,-1.1149028276687851,0.0
2019-03-01,-0.0,-0.810044571060975,-0.0,1.0,-1.678491016863484,-1.106419151771355,0.0
2019-03-04,-0.0,-0.8004874011403347,-0.0,1.0,-1.6589111642449879,-1.1386794187971307,0.0
