Date,CALX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6959055806498615,-1.4001165670989366,-0.014085191121472631,-0.9523531983097772,-0.794550488124727,0.0
2018-09-25,1.0,-0.6966019417475728,-1.3983495145631069,-0.015922330097087378,-0.950873786407767,-0.7926699029126214,0.0
2018-09-26,1.0,-0.6974802155653737,-1.3995242025537702,-0.01772102733407778,-0.9504782249842211,-0.789872311501675,0.0
2018-09-27,1.0,-0.6972820537754656,-1.4040453153109351,-0.017503768172314874,-0.9518646375261341,-0.7914620508581709,0.0
2018-09-28,1.0,-0.6984922178988326,-1.4032101167315174,-0.018093385214007784,-0.9521400778210116,-0.7918774319066149,0.0
2018-10-01,1.0,-0.6983949416342412,-1.4029669260700388,-0.0186284046692607,-0.9519455252918287,-0.7918774319066149,0.0
2018-10-02,1.0,-0.6983702262223304,-1.4047676964242277,-0.019070785696910727,-0.95130138652396,-0.7915835563123327,0.0
2018-10-03,1.0,-0.6999561339377102,-1.4119023249013014,-0.020812009553053568,-0.9512111907198909,-0.790125261977872,0.0
2018-10-04,1.0,-0.7028343235609233,-1.4045972533359308,-0.021914872893737215,-0.9546605629687348,-0.7858673419694167,0.0
2018-10-05,1.0,-0.6920765689362732,-1.4000969227041433,-0.006348437121395686,-0.9586140053307488,-0.7889508117276471,0.0
2018-10-08,1.0,-0.6902055622732769,-1.3969528415961308,-0.004111245465538089,-0.9585006045949215,-0.7869891172914147,0.0
2018-10-09,1.0,-0.6910982099661346,-1.3976777939042089,-0.005176584421867441,-0.9580551523947751,-0.7858732462506047,0.0
2018-10-10,1.0,-0.6911430368112998,-1.3978135732598076,-0.004692110482271562,-0.9582063561166739,-0.7853238523678228,0.0
2018-10-11,1.0,-0.5812520423883105,-1.3824284580551793,-0.0,-0.9155501610569067,-0.7890387937071098,0.0
2018-10-12,1.0,-0.5925959990802483,-1.373787077489078,-0.0,-0.8830995631179581,-0.7492297079788457,0.0
2018-10-15,1.0,-0.5578440366972477,-1.4062844036697248,-0.0,-0.8750917431192661,-0.7479357798165137,0.0
2018-10-16,1.0,-0.5512967638283223,-1.4184530640348865,-0.0,-0.8738581592839111,-0.7467064493917834,0.0
2018-10-17,1.0,-0.5196606517640722,-1.358649789029536,-0.0,-0.8600412963461711,-0.7504264296615495,0.0
2018-10-18,1.0,-0.5189390539448883,-1.3574185441163271,-0.0,-0.8611884031954045,-0.7503814738353828,0.0
2018-10-19,1.0,-0.4955543700542367,-1.341735573930826,-0.0,-0.8622299279807949,-0.7461100737974571,0.0
2018-10-22,1.0,-0.4957124450171058,-1.3363398053938775,-0.0,-0.8634646998711513,-0.7475007775358777,0.0
2018-10-23,1.0,-0.49877848354284193,-1.3362501665704258,-0.0,-0.8608359614444987,-0.7460134144716386,0.0
2018-10-24,1.0,-0.49629531035094726,-1.3315142641643374,-0.0,-0.8612627002085274,-0.7476374284573406,0.0
2018-10-25,1.0,-0.4475768673877864,-1.2607103313176051,-0.0,-0.8564858189251341,-0.6938506089770888,0.0
2018-10-26,1.0,-0.4252047889098929,-1.238983406847301,-0.0,-0.8575929426591051,-0.6790170132325142,0.0
2018-10-29,1.0,-0.4038573933372297,-1.2461801786757953,-0.0,-0.8452867996994239,-0.6793854888536361,0.0
2018-10-30,1.0,-0.38900254686651914,-1.247171308087345,-0.0,-0.8466869859296062,-0.6923301741054653,0.0
2018-10-31,1.0,-0.39135296310100637,-1.2263221104070898,-0.0,-0.8398558827183502,-0.6837702406095996,0.0
2018-11-01,1.0,-0.36472779962740637,-1.248975367418754,-0.0,-0.8403643138066653,-0.6858621403436143,0.0
2018-11-02,1.0,-0.3711374095989481,-1.211785009861933,-0.0,-0.8484138724523339,-0.677802432610125,0.0
2018-11-05,1.0,-0.36777691075608854,-1.2205018686599038,-0.0,-0.8486590825085218,-0.6700480512546716,0.0
2018-11-06,1.0,-0.3669981099515161,-1.2195332402005095,-0.0,-0.8500698496178815,-0.6722409400936806,0.0
2018-11-07,1.0,-0.5880929604411682,-1.6229249901524956,-0.0,-1.3088177367621405,-1.1072533903550728,0.0
2018-11-08,1.0,-0.5513261569193209,-1.6121962046387748,-0.0,-1.2856508711574741,-1.0996004882920876,0.0
2018-11-09,1.0,-0.5502224694104562,-1.6162958843159065,-0.0,-1.29238042269188,-1.102780867630701,0.0
2018-11-12,1.0,-0.5541529352622466,-1.5912975478970004,-0.0,-1.3277662961514831,-1.1124392559906162,0.0
2018-11-13,1.0,-0.508232044198895,-1.584696132596685,-0.0,-1.3298342541436465,-1.1020994475138122,0.0
2018-11-14,1.0,-0.5119021257750221,-1.5860828166519043,-0.0,-1.33381310894597,-1.10412976085031,0.0
2018-11-15,1.0,-0.5112673716848458,-1.5919384308731521,-0.0,-1.343225735009136,-1.0903604451580755,0.0
2018-11-16,1.0,-0.5053467092933525,-1.5758461029654944,-0.0,-1.3375592547679418,-1.0933193694190277,0.0
2018-11-19,1.0,-0.5111466725526984,-1.5761505352610088,-0.0,-1.3367729831144466,-1.0940293565831587,0.0
2018-11-20,1.0,-0.43530250671932424,-1.5650266030387803,-0.0,-1.3494048598540946,-1.1354286654599308,0.0
2018-11-21,1.0,-0.4352839278947653,-1.5476641585015969,-0.0,-1.3347047041628322,-1.0956531153575488,0.0
2018-11-23,1.0,-0.4408298484766198,-1.5236517677727694,-0.0,-1.358279476456851,-1.108184434910118,0.0
2018-11-26,1.0,-0.4400303918376207,-1.5256702485618148,-0.0,-1.3557473135786389,-1.1057201780093346,0.0
2018-11-27,1.0,-0.42026865995016793,-1.5411114722131947,-0.0,-1.353753656158596,-1.1013974650633733,0.0
2018-11-28,1.0,-0.42005743078506796,-1.5452131982445685,-0.0,-1.3520615484639973,-1.1006664138267324,0.0
2018-11-29,1.0,-0.37037629250612936,-1.5180684362008314,-0.0,-1.339516043065771,-1.1019081121415628,0.0
2018-11-30,1.0,-0.3698498370117031,-1.522043499171699,-0.0,-1.3427029337893444,-1.1092823171057553,0.0
2018-12-03,1.0,-0.3650572743817578,-1.5281019162830531,-0.0,-1.3471255754201905,-1.1124611925917995,0.0
2018-12-04,1.0,-0.35057593856655295,-1.533383105802048,-0.0,-1.3406036689419796,-1.1081484641638226,0.0
2018-12-06,1.0,-0.329942160710597,-1.4269778971286924,-0.0,-1.3480685808717205,-1.0592336294154099,0.0
2018-12-07,1.0,-0.3370722630001034,-1.4277369998966196,-0.0,-1.3496329990695752,-1.0545849271167167,0.0
2018-12-10,1.0,-0.30079894152969316,-1.4235916747239328,-0.0,-1.3397791460994353,-1.0246297898325785,0.0
2018-12-11,1.0,-0.2948397942030462,-1.427334318170241,-0.0,-1.3390555753654931,-1.0327543171514442,0.0
2018-12-12,1.0,-0.29480387162506366,-1.4273051451859398,-0.0,-1.3388181355068771,-1.033265410086602,0.0
