Date,IWF,IWM,MTUM,SPY,TX,VLUE,VXX
2018-09-24,-0.5941824343405817,-1.0823213781417678,-0.19198908029746775,-0.9630048009036994,1.0,-0.8752706391791395,0.0
2018-09-25,-0.5935995468705749,-1.0885018408382896,-0.18800151043141697,-0.9682337392617767,1.0,-0.8817143396582648,0.0
2018-09-26,-0.5998483196663033,-1.0985922169028772,-0.1953358297388254,-0.9712281367019008,1.0,-0.8750533251173153,0.0
2018-09-27,-0.6030874135808315,-1.0888815228714839,-0.19803011648830382,-0.9709252770148687,1.0,-0.8744199261293683,0.0
2018-09-28,-0.6021968656787083,-1.0891529757113771,-0.1986648359452677,-0.9704559443208182,1.0,-0.874201032148099,0.0
2018-10-01,-0.6017812307546544,-1.091003837225828,-0.1992515040977782,-0.9703917760197072,1.0,-0.8748401155905065,0.0
2018-10-02,-0.6036287839310247,-1.075844426547918,-0.2049362831019944,-0.9739447628973423,1.0,-0.8789615803685632,0.0
2018-10-03,-0.60426944971537,-1.0610056925996205,-0.20227703984819734,-0.9832068311195447,1.0,-0.8930265654648957,0.0
2018-10-04,-0.6035286284953395,-1.0687654555830322,-0.20268213810157884,-0.9822617462431045,1.0,-0.8983260414685182,0.0
2018-10-05,-0.5893575723145387,-1.0601713771718033,-0.18742602849973963,-0.9901529138853382,1.0,-0.9071154665530464,0.0
2018-10-08,-0.5865293784243341,-1.0552144341583223,-0.1828358208955224,-0.9930568675609295,1.0,-0.9056773096542604,0.0
2018-10-09,-0.5839243498817968,-1.0576359338061465,-0.17427895981087468,-0.9989598108747045,1.0,-0.9133333333333334,0.0
2018-10-10,-0.5837825059101655,-1.0579196217494091,-0.1737115839243499,-0.9992434988179669,1.0,-0.9134751773049646,0.0
2018-10-11,-0.5164925783397472,-1.0520890599230346,-0.08333333333333334,-0.9887300714678395,1.0,-0.9406267179769104,0.0
2018-10-12,-0.5394264418488388,-1.0512657364904785,-0.0770349497795755,-0.9663682225151117,1.0,-0.910739444621188,0.0
2018-10-15,-0.5292063492063492,-1.0649433106575963,-0.06195011337868481,-0.9665759637188208,1.0,-0.9124716553287981,0.0
2018-10-16,-0.5264042137765064,-1.0810062207691957,-0.05103755165054715,-0.9685783044998411,1.0,-0.9136811515234073,0.0
2018-10-17,-0.5038711121056164,-1.0289550234951892,-0.02224211232938017,-0.9772656075184605,1.0,-0.9428955023495188,0.0
2018-10-18,-0.5020841737259647,-1.0268029223253103,-0.024203307785397338,-0.9836851777150284,1.0,-0.945273631840796,0.0
2018-10-19,-0.4870678161941161,-1.0118211714514265,-0.008843658341480758,-0.9896453648564572,1.0,-0.9466269664918674,0.0
2018-10-22,-0.49000266595574515,-1.0041766640007108,-0.001421843064071803,-0.9957344708077845,1.0,-0.9518794988003199,0.0
2018-10-23,-0.4908283366644459,-1.0033755274261604,-0.003952920275371974,-0.9931601154785699,1.0,-0.950210970464135,0.0
2018-10-24,-0.49008121421914524,-1.0015976567700706,-0.0,-0.9945857187236498,1.0,-0.9516708827053654,0.0
2018-10-25,-0.448686125139091,-0.9366173071984935,-0.0,-0.9876316014722246,1.0,-0.9068304373876572,0.0
2018-10-26,-0.4273757186337504,-0.9174416638484951,-0.0,-0.9894741291849848,1.0,-0.8929658437605682,0.0
2018-10-29,-0.3941910462861479,-0.9362616980018549,-0.0,-0.9783323497175619,1.0,-0.9067110698929265,0.0
2018-10-30,-0.3973683100670575,-0.936738222765805,-0.0,-0.9786596938129982,1.0,-0.9046855889671461,0.0
2018-10-31,-0.4016479150110837,-0.9108285582834915,-0.0,-0.9735664394161195,1.0,-0.896482496131164,0.0
2018-11-01,-0.4500621277689704,-0.9097219246754361,-0.0,-1.0035134324521189,1.0,-0.9213762371995373,0.0
2018-11-02,-0.4616730687153222,-0.8638924455825864,-0.0,-1.0248399487836106,1.0,-0.917626973965002,0.0
2018-11-05,-0.45247588424437296,-0.9011789924973204,-0.0,-1.0339978563772776,1.0,-0.8995927116827437,0.0
2018-11-06,-0.4547207817254532,-0.9024557493678481,-0.0,-1.031843312047315,1.0,-0.8967985256932242,0.0
2018-11-07,-0.4536139929692189,-0.9049129726485466,-0.0,-1.0308668438652149,1.0,-0.897667838463517,0.0
2018-11-08,-0.40564426607463067,-0.9189223806677482,-0.0,-1.0255742464349757,1.0,-0.9193493296900349,0.0
2018-11-09,-0.40553231452232563,-0.91868009903526,-0.0,-1.025569879620934,1.0,-0.9189789123196449,0.0
2018-11-12,-0.40419657647708446,-0.9000127426411247,-0.0,-1.029308074586926,1.0,-0.9139871724079345,0.0
2018-11-13,-0.3717339167753608,-0.8921193251146547,-0.0,-1.0339967181385956,1.0,-0.9096646610846973,0.0
2018-11-14,-0.3721341129948256,-0.891590593580413,-0.0,-1.033822725169324,1.0,-0.909259181355433,0.0
2018-11-15,-0.3709738378196783,-0.8914458489060597,-0.0,-1.0361567211187166,1.0,-0.9008104816696763,0.0
2018-11-16,-0.3695633956255761,-0.8854856280901701,-0.0,-1.0334366881756474,1.0,-0.9015754630017598,0.0
2018-11-19,-0.3745911949685535,-0.8850314465408805,-0.0,-1.0317819706498952,1.0,-0.9014675052410902,0.0
2018-11-20,-0.30979622515450145,-0.875939535660598,-0.0,-1.0471855687322533,1.0,-0.9428344746951729,0.0
2018-11-21,-0.31098873799271276,-0.8662636634647233,-0.0,-1.0419841006955946,1.0,-0.9212073534282874,0.0
2018-11-23,-0.31194177968905057,-0.8572609990076083,-0.0,-1.0444508766126364,1.0,-0.9213116109824678,0.0
2018-11-26,-0.3126449155349453,-0.8558711493872143,-0.0,-1.0476151043391853,1.0,-0.9243126863199734,0.0
2018-11-27,-0.2980777163600363,-0.8641201221021368,-0.0,-1.0436845144790035,1.0,-0.9191898358221269,0.0
2018-11-28,-0.29253406905777113,-0.9161859376306329,-0.0,-1.0460663824094976,1.0,-0.9254660981523285,0.0
2018-11-29,-0.24559225229699527,-0.9034848108600281,-0.0,-1.0491267279198742,1.0,-0.9405264464862181,0.0
2018-11-30,-0.248094305827467,-0.914191694089224,-0.0,-1.0637314116715957,1.0,-0.9393926771358353,0.0
2018-12-03,-0.24537962037962038,-0.9148767898767899,-0.0,-1.0635198135198134,1.0,-0.9387695637695638,0.0
2018-12-04,-0.24887010378305993,-0.9184382323401405,-0.0,-1.072480749916304,1.0,-0.9450117174422497,0.0
2018-12-06,-0.2389916649725554,-0.8326895710510267,-0.0,-1.082252490343566,1.0,-0.9119333197804431,0.0
2018-12-07,-0.23646642534672793,-0.8334078984829382,-0.0,-1.0834180664578843,1.0,-0.9138569162565583,0.0
2018-12-10,-0.2017296862429606,-0.8383346741753822,-0.0,-1.0877715205148835,1.0,-0.8946902654867257,0.0
2018-12-11,-0.18165263839430235,-0.8533910650696017,-0.0,-1.0899562965360956,1.0,-0.9216170281644546,0.0
2018-12-12,-0.18066631583208517,-0.8541472695624013,-0.0,-1.0897866655871757,1.0,-0.923450593045379,0.0
2018-12-13,-0.1798980335032775,-0.8483046046775108,-0.0,-1.0972728008416281,1.0,-0.920814113457959,0.0
2018-12-14,-0.1933802874241746,-0.8183039531001914,-0.0,-1.130277246264707,1.0,-0.9292431706224811,0.0
2018-12-17,-0.17390775715327875,-0.816486990354219,-0.0,-1.1163572991813244,1.0,-0.9460971062657049,0.0
2018-12-18,-0.16014635519279483,-0.8018173776687708,-0.0,-1.1117767681235173,1.0,-0.9470065538176994,0.0
2018-12-19,-0.16066259247346415,-0.8017047282084271,-0.0,-1.1114104213573497,1.0,-0.9468478610485687,0.0
2018-12-20,-0.1589464849526398,-0.7846209184285201,-0.0,-1.1145038167938932,1.0,-0.9386115662843212,0.0
2018-12-21,-0.15179993628544122,-0.7893039184453647,-0.0,-1.1261150047785917,1.0,-0.914980885632367,0.0
2018-12-24,-0.12442159383033419,-0.761637334387977,-0.0,-1.124579790389559,1.0,-0.9443148111528574,0.0
2018-12-26,-0.12488740943802623,-0.7724299980419032,-0.0,-1.0933620520853728,1.0,-0.9255140003916194,0.0
2018-12-27,-0.0590407294374741,-0.7372744056365623,-0.0,-1.018575034851739,1.0,-0.9528653780942694,0.0
2018-12-28,-0.053000339021358346,-0.7440388744490903,-0.0,-1.0192488793460655,1.0,-0.9506535578408106,0.0
