Date,GIII,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6070166708136353,-1.2791739238616573,-0.1947748196068674,-0.9480467778054243,-0.9473500870863399,0.0
2018-09-25,1.0,-0.6077201084228491,-1.2974600943680352,-0.1857745206304588,-0.9634574841883344,-0.9651139443830941,0.0
2018-09-26,1.0,-0.6098051034759895,-1.3002310628892908,-0.18942133815551537,-0.9632810930279284,-0.9603676913803496,0.0
2018-09-27,1.0,-0.6247474747474747,-1.2878282828282828,-0.1965151515151515,-0.9731818181818181,-0.9682323232323231,0.0
2018-09-28,1.0,-0.625,-1.2873737373737373,-0.19707070707070706,-0.973030303030303,-0.968080808080808,0.0
2018-10-01,1.0,-0.6247221660941604,-1.2880379874722165,-0.19766619519094766,-0.97282279248333,-0.9682764194786825,0.0
2018-10-02,1.0,-0.6257289184118452,-1.3149434612849247,-0.1916738502104356,-0.9718574108818011,-0.9665331372648446,0.0
2018-10-03,1.0,-0.6488061176715393,-1.3891172033501533,-0.20043697653852155,-0.9908963221141341,-0.9728450293918743,0.0
2018-10-04,1.0,-0.6495059802392096,-1.3866874674987,-0.20124804992199688,-0.991315652626105,-0.9714508580343214,0.0
2018-10-05,1.0,-0.6532220193060266,-1.4009392121054005,-0.19530393947299765,-0.9953561179232978,-0.9730237411948867,0.0
2018-10-08,1.0,-0.6526864893062077,-1.4012519561815338,-0.19394887845592068,-0.9956181533646322,-0.9729264475743349,0.0
2018-10-09,1.0,-0.650928631051753,-1.4021807178631054,-0.18922161936560936,-0.998174040066778,-0.9765233722871454,0.0
2018-10-10,1.0,-0.6508110936682365,-1.4100470957613813,-0.18529565672422815,-1.0015698587127158,-0.9851909994767137,0.0
2018-10-11,1.0,-0.591740323072234,-1.4032307223407496,-0.1097226455348979,-0.980493751904907,-0.994564665244336,0.0
2018-10-12,1.0,-0.6125069231156537,-1.4037561049292582,-0.1026635114042596,-0.9540305120588087,-0.9619858013191682,0.0
2018-10-15,1.0,-0.6059737516970886,-1.4139387539598733,-0.09156735555890784,-0.9539900437471716,-0.9629406144717655,0.0
2018-10-16,1.0,-0.6025938635446104,-1.4436314089624545,-0.07312272910779168,-0.9597295115058537,-0.9673496164715382,0.0
2018-10-17,1.0,-0.5789369199463993,-1.3910367760186608,-0.04819097721971313,-0.9594520819891805,-0.9853590748920542,0.0
2018-10-18,1.0,-0.5810186335403726,-1.395726708074534,-0.046111801242236024,-0.9592049689440992,-0.9868819875776398,0.0
2018-10-19,1.0,-0.5671796389464339,-1.386702180132189,-0.02984117589030285,-0.9619709973364902,-0.986731774686791,0.0
2018-10-22,1.0,-0.5674895480788373,-1.4165837149114076,-0.049621739996018314,-0.9583913995620148,-0.9850189130001992,0.0
2018-10-23,1.0,-0.5778422157784222,-1.4222577742225777,-0.06419358064193581,-0.9517548245175483,-0.9834516548345165,0.0
2018-10-24,1.0,-0.5780508516908937,-1.4208002397722164,-0.056845996303511656,-0.9534941805284979,-0.9860132873769919,0.0
2018-10-25,1.0,-0.5280310378273522,-1.3589718719689623,-0.03908826382153249,-0.9776915615906887,-0.9458292919495636,0.0
2018-10-26,1.0,-0.5116546762589929,-1.3423980815347725,-0.018609112709832135,-0.9874820143884891,-0.9360191846522782,0.0
2018-10-29,1.0,-0.4739157762413576,-1.395300488323744,-0.0,-0.9894115940627567,-0.9763090460764878,0.0
2018-10-30,1.0,-0.4643340421418906,-1.3951768799536053,-0.0,-0.9895128552097429,-0.983713512468587,0.0
2018-10-31,1.0,-0.46477305719539336,-1.3979967095712764,-0.0,-0.9908545436949578,-0.9852898480596147,0.0
2018-11-01,1.0,-0.4397505921020833,-1.41785489873846,-0.0,-0.9898980134370923,-0.9860312243221035,0.0
2018-11-02,1.0,-0.4428159538683325,-1.3919269581931761,-0.0,-0.9920230658337338,-0.9785679961556942,0.0
2018-11-05,1.0,-0.4343531679113466,-1.42447602987232,-0.0,-0.9986991086485183,-0.960587810166225,0.0
2018-11-06,1.0,-0.4524455205811138,-1.4455205811138014,-0.0,-0.9952058111380145,-0.9494430992736078,0.0
2018-11-07,1.0,-0.45143161668523807,-1.4482340971852137,-0.0,-0.9943801172423815,-0.950632236810232,0.0
2018-11-08,1.0,-0.41145408285728,-1.4510105131774758,-0.0,-0.9801737794632999,-0.9578992847198886,0.0
2018-11-09,1.0,-0.40990251906186664,-1.4589807933597143,-0.0,-0.9925682849145836,-0.9643374191680341,0.0
