Date,EHTH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.2705922396187883,-2.390656909462219,-0.1795439074200136,-1.905292716133424,-1.7631041524846833,0.0
2018-09-25,1.0,-1.2775412906521368,-2.3875361825302233,-0.18917078154265282,-1.9024348714455985,-1.7567682615358422,0.0
2018-09-26,1.0,-1.2801158630090306,-2.3912080422559208,-0.19304821945817005,-1.902794343158971,-1.7521724314193219,0.0
2018-09-27,1.0,-1.2814890362060174,-2.374808771035186,-0.19641339452660206,-1.898521162672106,-1.7478327383987762,0.0
2018-09-28,1.0,-1.2800339847068818,-2.3742565845369583,-0.19762107051826677,-1.8972812234494478,-1.746983857264231,0.0
2018-10-01,1.0,-1.2811384876805438,-2.3723874256584536,-0.19813084112149534,-1.8976210705182668,-1.7468139337298216,0.0
2018-10-02,1.0,-1.2880980759407457,-2.343946875532096,-0.2113059765026392,-1.910182189681594,-1.7600034054146092,0.0
2018-10-03,1.0,-1.2903913377099498,-2.3505840225083126,-0.2140847472077756,-1.9109898542075199,-1.7598260721289112,0.0
2018-10-04,1.0,-1.2910886032853859,-2.3407949612733,-0.2155928164099072,-1.9104604647204018,-1.7534258234743383,0.0
2018-10-05,1.0,-1.2736077481840193,-2.37097890003459,-0.16715669318574886,-1.9943791075752333,-1.841490833621584,0.0
2018-10-08,1.0,-1.2816287383381288,-2.388002441363676,-0.1521492719504752,-2.033830325224518,-1.8635452088237858,0.0
2018-10-09,1.0,-1.2839193787627607,-2.390192827850973,-0.15469854288456503,-2.034028444289329,-1.8624029316813542,0.0
2018-10-10,1.0,-1.3006501493586364,-2.4032683183974695,-0.16341591987348442,-2.0542083992268494,-1.864259356879283,0.0
2018-10-11,1.0,-1.1358478243121888,-2.2788799085639644,-0.009959996734427299,-1.9315046126214384,-1.8077394072985549,0.0
2018-10-12,1.0,-1.134855597103986,-2.231442437743655,-0.0,-1.8615641658047577,-1.7281406635372742,0.0
2018-10-15,1.0,-1.0752219403931516,-2.280199746353836,-0.0,-1.8463855421686748,-1.7246353836398225,0.0
2018-10-16,1.0,-1.0676918199112237,-2.2924857324032972,-0.0,-1.843849080532657,-1.7223367152821816,0.0
2018-10-17,1.0,-0.9978650400304994,-2.1530308806709875,-0.0,-1.7839115516584065,-1.6900495615707207,0.0
2018-10-18,1.0,-0.9977079990831996,-2.1527236610894644,-0.0,-1.794254717701887,-1.695240278096111,0.0
2018-10-19,1.0,-0.9553557824165779,-2.1343135761084873,-0.0,-1.8182233734572606,-1.7104982477525523,0.0
2018-10-22,1.0,-0.9549535839293867,-2.120605691675544,-0.0,-1.820727438746005,-1.7129051894688783,0.0
2018-10-23,1.0,-0.9562671128688773,-2.119637967751749,-0.0,-1.8185275327045938,-1.71128688773958,0.0
2018-10-24,1.0,-0.9505160898603522,-2.1105039465695206,-0.0,-1.8171675774134792,-1.7113691560412874,0.0
2018-10-25,1.0,-0.8401999285969296,-1.9394501963584432,-0.0,-1.7750803284541234,-1.585647982863263,0.0
2018-10-26,1.0,-0.7905491698595146,-1.9198949907762166,-0.0,-1.8088548318433375,-1.5759188307081027,0.0
2018-10-29,1.0,-0.7895996171638221,-2.2789918647312173,-0.0,-2.030706651778593,-1.8765353325889298,0.0
2018-10-30,1.0,-0.7465587044534413,-2.3209716599190284,-0.0,-2.071255060728745,-1.9583805668016194,0.0
2018-10-31,1.0,-0.7828688524590164,-2.299016393442623,-0.0,-2.122704918032787,-1.9921311475409837,0.0
2018-11-01,1.0,-0.764734693877551,-2.3015510204081635,-0.0,-2.1128163265306124,-1.9842448979591838,0.0
2018-11-02,1.0,-0.7871924393025909,-2.220954863940036,-0.0,-2.156672641355711,-1.9824832980283524,0.0
2018-11-05,1.0,-0.7784387222946546,-2.2477998696219035,-0.0,-2.158898305084746,-1.9634126466753585,0.0
2018-11-06,1.0,-0.8015573770491804,-2.2783606557377047,-0.0,-2.1606557377049183,-1.9562295081967214,0.0
2018-11-07,1.0,-0.7983633387888707,-2.2765139116202944,-0.0,-2.1552373158756137,-1.9531096563011456,0.0
2018-11-08,1.0,-0.7212616074287543,-2.2462375920589177,-0.0,-2.1020653218059557,-1.935638808837656,0.0
2018-11-09,1.0,-0.7201923076923077,-2.2486378205128204,-0.0,-2.106730769230769,-1.9372596153846156,0.0
2018-11-12,1.0,-0.7130055511498812,-2.1961934972244253,-0.0,-2.1043616177636797,-1.9166534496431404,0.0
2018-11-13,1.0,-0.6389018873810638,-2.170020277647793,-0.0,-2.0961628451099674,-1.8940102948058026,0.0
2018-11-14,1.0,-0.6394043349446437,-2.1687197879307654,-0.0,-2.0955091220957427,-1.8930297832527676,0.0
2018-11-15,1.0,-0.6376890690784344,-2.1694214876033056,-0.0,-2.0964447216591298,-1.8931857165133321,0.0
2018-11-16,1.0,-0.6313792302330985,-2.1448153024084258,-0.0,-2.081003639742895,-1.8870130875861535,0.0
2018-11-19,1.0,-0.6272359620469746,-2.157333955514077,-0.0,-2.09503810857054,-1.8976512676932649,0.0
