Date,FOX,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-11-11,1.0,-0.0,-0.08957094763985388,-0.7533127999426974,-0.8919848148413437,-0.8465367810328772,0.0
2019-11-12,1.0,-0.0,-0.08982808022922636,-0.7532593123209169,-0.8920845272206304,-0.8464899713467049,0.0
2019-11-13,1.0,-0.0,-0.09162989272772935,-0.7536325476267356,-0.8931941305205755,-0.8492447888637751,0.0
2019-11-14,1.0,-0.0,-0.09240261137814766,-0.7476504770787001,-0.893823086304613,-0.8531817203529666,0.0
2019-11-15,1.0,-0.0,-0.09305829596412557,-0.7484484304932736,-0.8927713004484304,-0.8531300448430493,0.0
2019-11-18,1.0,-0.0,-0.09726999140154773,-0.750859845227859,-0.8885425623387792,-0.8459802235597593,0.0
2019-11-19,1.0,-0.0,-0.0900173736788765,-0.7728391486897349,-0.9046619371651946,-0.8519979730707976,0.0
2019-11-20,1.0,-0.0,-0.12450847083899892,-0.8250339936055271,-0.9140421153210098,-0.8113998015508433,0.0
2019-11-21,1.0,-0.0,-0.12456836382337814,-0.8245536698258761,-0.9141870545882006,-0.8101902872676511,0.0
2019-11-22,1.0,-0.0,-0.1231136405360749,-0.8219937580319443,-0.9149990820635213,-0.8116394345511291,0.0
2019-11-25,1.0,-0.0,-0.12350846275287294,-0.8223005470499688,-0.9149318941146235,-0.8107353967030142,0.0
2019-11-26,1.0,-0.0,-0.08706175737127769,-0.8258764852574447,-0.9300278714977264,-0.8243362182778349,0.0
2019-11-27,1.0,-0.0,-0.08896235078053259,-0.8333516988062443,-0.9313865932047751,-0.8193939393939395,0.0
2019-11-29,1.0,-0.0,-0.08369153899849371,-0.8355927844520372,-0.9313347294169515,-0.8233219442301334,0.0
2019-12-02,1.0,-0.0,-0.07999265785609398,-0.834618208516887,-0.9342878120411161,-0.8221365638766521,0.0
2019-12-03,1.0,-0.0,-0.07004530838935984,-0.8179260450160772,-0.9351066939491377,-0.8308243203741597,0.0
2019-12-04,1.0,-0.0,-0.06874771814530851,-0.8206644760861629,-0.934136546184739,-0.8274187659729829,0.0
2019-12-05,1.0,-0.0,-0.06795302013422819,-0.8202509483513276,-0.9328129559381384,-0.82652465713452,0.0
2019-12-06,1.0,-0.0,-0.06871648976912134,-0.8201845570266622,-0.9325600904548272,-0.8258744574534047,0.0
2019-12-09,1.0,-0.0,-0.06172524427592241,-0.8363351319819162,-0.9208473093189441,-0.8270016042000874,0.0
2019-12-10,1.0,-0.0,-0.06149469307364044,-0.8367071524966261,-0.9223839223839223,-0.8268227741911952,0.0
2019-12-11,1.0,-0.0,-0.06387713410185321,-0.8362760834670948,-0.9219684809572452,-0.8259521377498906,0.0
2019-12-12,1.0,-0.0,-0.062073246430788334,-0.837660203746303,-0.9237594479132435,-0.827874539014861,0.0
2019-12-13,1.0,-0.0,-0.0614755594494944,-0.8381338298105355,-0.92366663016099,-0.8272551381739861,0.0
2019-12-16,1.0,-0.0,-0.06198663892235242,-0.8381338298105355,-0.9233745847479283,-0.8270726097908225,0.0
2019-12-17,1.0,-0.0,-0.06421851068485157,-0.8393260885420465,-0.923127415943403,-0.820035008387426,0.0
2019-12-18,1.0,-0.0,-0.07327491785323112,-0.8373128879152976,-0.9245710113179995,-0.8158451989777291,0.0
2019-12-19,1.0,-0.0,-0.07200789127575624,-0.8388133859418383,-0.9268960982025426,-0.8156510302498903,0.0
2019-12-20,1.0,-0.0,-0.07165802730524932,-0.8351463824195079,-0.9275753814703949,-0.8160911148426663,0.0
2019-12-23,1.0,-0.0,-0.07852429732784076,-0.8284422733403813,-0.9317560424337428,-0.8067514855455507,0.0
2019-12-24,1.0,-0.0,-0.08155963637691212,-0.8206710233288307,-0.9435581030265416,-0.8050454528859845,0.0
2019-12-26,1.0,-0.0,-0.08102088505914999,-0.8203592814371257,-0.9443186797137433,-0.8055352709215715,0.0
2019-12-27,1.0,-0.0,-0.08120937705396918,-0.8204191922880304,-0.9444606733367414,-0.80541152413642,0.0
2019-12-30,1.0,-0.0,-0.07967283747763537,-0.8206448314893928,-0.9452660021177931,-0.8057837660203746,0.0
2019-12-31,1.0,-0.0,-0.08075689076855767,-0.8183243400904185,-0.9426863059647076,-0.8041417529531865,0.0
2020-01-02,1.0,-0.0,-0.08181420446259297,-0.8184337173691119,-0.9428686014291964,-0.8027563074230712,0.0
2020-01-03,1.0,-0.0,-0.09224326292789511,-0.8254552075746541,-0.9233066278222869,-0.8006554989075018,0.0
2020-01-06,1.0,-0.0,-0.09366020441566944,-0.8309751573127705,-0.9171789182701051,-0.7954752118721129,0.0
2020-01-07,1.0,-0.0,-0.09362042627482359,-0.8321451953153415,-0.9136538881210444,-0.7977740597948643,0.0
2020-01-08,1.0,-0.0,-0.08786443148688047,-0.8369169096209913,-0.9079081632653062,-0.811661807580175,0.0
2020-01-09,1.0,-0.0,-0.08857486251229196,-0.8356339002804386,-0.9029755617875224,-0.8148377462942056,0.0
2020-01-10,1.0,-0.0,-0.0920956951716114,-0.8295520651541594,-0.89586969168121,-0.8183173356602675,0.0
2020-01-13,1.0,-0.0,-0.09231776516804889,-0.8292230467044959,-0.8970245889713371,-0.8188563945875164,0.0
2020-01-14,1.0,-0.0,-0.09051958897643514,-0.8233905813151302,-0.8941578010965471,-0.8228822482843761,0.0
2020-01-15,1.0,-0.0,-0.09384079023823358,-0.8229227193492156,-0.8883280069726903,-0.8265180127832655,0.0
2020-01-16,1.0,-0.0,-0.09618459302325581,-0.8259811046511628,-0.8880087209302325,-0.823546511627907,0.0
2020-01-17,1.0,-0.0,-0.10932275015617536,-0.8431631940616617,-0.9000110241428729,-0.8222173226031677,0.0
2020-01-21,1.0,-0.0,-0.10780204426796088,-0.8453195087874108,-0.9010221339804397,-0.8226340172071476,0.0
2020-01-22,1.0,-0.0,-0.10754467240238254,-0.8453195087874108,-0.9011692036179131,-0.8227443194352526,0.0
2020-01-23,1.0,-0.0,-0.10946060227230946,-0.8439901459719822,-0.9046586020516969,-0.8188035445085855,0.0
2020-01-24,1.0,-0.0,-0.11683591261662982,-0.872709558961292,-0.9313148724097876,-0.8262449881965002,0.0
2020-01-27,1.0,-0.0,-0.11368578927634046,-0.8727784026996626,-0.9358080239970004,-0.8272590926134233,0.0
2020-01-28,1.0,-0.0,-0.15548391933428293,-0.9161856211110277,-0.9011170252642626,-0.7756203613464276,0.0
2020-01-29,1.0,-0.0,-0.15795569170994134,-0.9139985803414652,-0.8910972466096312,-0.7728919938730526,0.0
2020-01-30,1.0,-0.0,-0.15777080062794346,-0.9156014053973238,-0.8885774089855722,-0.7758466023772146,0.0
2020-01-31,1.0,-0.0,-0.15693539935623926,-0.9206901714200165,-0.8897372557826185,-0.7754322928362902,0.0
2020-02-03,1.0,-0.0,-0.1411669008356134,-0.9059010574576648,-0.8753974709753753,-0.7749759668712565,0.0
2020-02-04,1.0,-0.0,-0.13792976106946345,-0.9028029100040622,-0.8746630230067581,-0.7775397909819417,0.0
2020-02-05,1.0,-0.0,-0.14067827681026582,-0.8983684692942255,-0.8627681026581119,-0.7645096241979835,0.0
2020-02-06,1.0,-0.0,-0.1407806092560047,-0.913884007029877,-0.856363503222027,-0.7503661394258935,0.0
