Date,IWF,IWM,MTUM,SCL,SPY,VLUE,VXX
2018-09-24,-0.5270066952531408,-0.8574813811780637,-0.1025727826675694,1.0,-0.6983750846310088,-0.5759422252313248,0.0
2018-09-25,-0.5268404619493662,-0.8577286235564081,-0.10232103223864875,1.0,-0.698604371214686,-0.5763081668735658,0.0
2018-09-26,-0.5264465610059105,-0.8578097353461583,-0.10010164514550315,1.0,-0.7000715280653541,-0.5802431954222038,0.0
2018-09-27,-0.527741207447809,-0.8530750423170962,-0.10137295467368819,1.0,-0.6996426556328758,-0.5797254090652625,0.0
2018-09-28,-0.5247345832392138,-0.8570514268503877,-0.10217604096077103,1.0,-0.7002108274979293,-0.580641517957985,0.0
2018-10-01,-0.5248851743091634,-0.8566749491755138,-0.10240192756569534,1.0,-0.7001731797304419,-0.5806038701904976,0.0
2018-10-02,-0.5246525292854721,-0.8613130438057931,-0.10154808090700215,1.0,-0.699273042299145,-0.5798335153866435,0.0
2018-10-03,-0.5243222891566265,-0.858132530120482,-0.10139307228915662,1.0,-0.699887048192771,-0.5812876506024096,0.0
2018-10-04,-0.5245444963107966,-0.8572127691612709,-0.10194247854238819,1.0,-0.6999322391206144,-0.5808989609998495,0.0
2018-10-05,-0.516447245039571,-0.8527812160084017,-0.09076928847380067,1.0,-0.7050748284010352,-0.585649450508233,0.0
2018-10-08,-0.5152241489082805,-0.850679749822104,-0.08872326879143103,1.0,-0.7058911651249017,-0.5846597505711396,0.0
2018-10-09,-0.5130069720368843,-0.8524627033510758,-0.08167778694055026,1.0,-0.710510533023465,-0.5907489317040258,0.0
2018-10-10,-0.5141272577381398,-0.85123285617927,-0.08281495915461291,1.0,-0.7110844637637713,-0.5880611556621449,0.0
2018-10-11,-0.4614227537880178,-0.8666030744395936,-0.0,1.0,-0.7146787981069084,-0.6260777048097736,0.0
2018-10-12,-0.46982711753832773,-0.8593019462868327,-0.0,1.0,-0.6944293429016708,-0.6008118589395093,0.0
2018-10-15,-0.45341816998662376,-0.8724196522179241,-0.0,1.0,-0.6901052022703444,-0.5992914211344492,0.0
2018-10-16,-0.4482621432963217,-0.8814785344858764,-0.0,1.0,-0.6889218416579261,-0.5981048139173206,0.0
2018-10-17,-0.4280629315868157,-0.8442372036733822,-0.0,1.0,-0.6830639994304832,-0.6040791628105645,0.0
2018-10-18,-0.42790532123153585,-0.8441715607759388,-0.0,1.0,-0.6832176543869016,-0.604057661505606,0.0
2018-10-19,-0.41561516982999325,-0.8346940939454989,-0.0,1.0,-0.6831725161700773,-0.600961368536387,0.0
2018-10-22,-0.4183974154152022,-0.8496112472041751,-0.0,1.0,-0.6819327581922108,-0.6003479248766287,0.0
2018-10-23,-0.4237860111541331,-0.850733544101453,-0.0,1.0,-0.6787680721821605,-0.598984050300167,0.0
2018-10-24,-0.42248571124285567,-0.8499769249884626,-0.0,1.0,-0.6787603393801698,-0.5987787993893997,0.0
2018-10-25,-0.37931276543469866,-0.8156961847600996,-0.0,1.0,-0.7317398476711944,-0.5831666140184619,0.0
2018-10-26,-0.3589102029469002,-0.8021962746733388,-0.0,1.0,-0.7395398943564081,-0.5744717820405894,0.0
2018-10-29,-0.3396611341632088,-0.8097164591977869,-0.0,1.0,-0.7306016597510373,-0.5778354080221301,0.0
2018-10-30,-0.3388652629395291,-0.8096670469868271,-0.0,1.0,-0.730525879058189,-0.5783978148878055,0.0
2018-10-31,-0.3418595069697178,-0.7919041406303645,-0.0,1.0,-0.726944997596649,-0.5726155325139051,0.0
2018-11-01,-0.3053231939163498,-0.8329070169374352,-0.0,1.0,-0.73556861389561,-0.5828551676460422,0.0
2018-11-02,-0.3123732251521298,-0.8002544091862344,-0.0,1.0,-0.7471035170351016,-0.5782308247670781,0.0
2018-11-05,-0.3048624771370397,-0.8291748628222383,-0.0,1.0,-0.7537357214342408,-0.5632053007557718,0.0
2018-11-06,-0.30630692796025394,-0.8298371515318798,-0.0,1.0,-0.7524151255865306,-0.5616547060447143,0.0
2018-11-07,-0.30544034287294347,-0.8339554818194386,-0.0,1.0,-0.7529724872113921,-0.5639776026545001,0.0
2018-11-08,-0.3092694095608131,-0.8370221327967806,-0.0,1.0,-0.7577534170540484,-0.5650801359883438,0.0
2018-11-09,-0.3109775167668624,-0.8387253709559717,-0.0,1.0,-0.7582096813427389,-0.5670500747124438,0.0
2018-11-12,-0.31018935978358886,-0.8340153984878963,-0.0,1.0,-0.7587570229590068,-0.5651314420475828,0.0
