Date,IWF,IWM,JEF,MTUM,SPY,VLUE,VXX
2018-10-17,-0.15328901329601122,-0.6812806158152555,1.0,-0.0,-0.8019244226731981,-0.8624562631210636,0.0
2018-10-18,-0.15231556084915573,-0.6793596300707629,1.0,-0.0,-0.8071533664961816,-0.8642892174034891,0.0
2018-10-19,-0.13413785908047576,-0.6664811852264032,1.0,-0.0,-0.8107393753912499,-0.8664185852403143,0.0
2018-10-22,-0.1343833663641737,-0.6588088035881924,1.0,-0.0,-0.8142275998748305,-0.8695107958694066,0.0
2018-10-23,-0.12959083926825862,-0.6631057114928083,1.0,-0.0,-0.8228250244379278,-0.8756458595168273,0.0
2018-10-24,-0.12710828648252262,-0.6641058770122568,1.0,-0.0,-0.8241086706009707,-0.8766630582812445,0.0
2018-10-25,-0.08887003732609433,-0.6175771971496437,1.0,-0.0,-0.8364099083814047,-0.8504241601628775,0.0
2018-10-26,-0.06860699865410497,-0.6063257065948856,1.0,-0.0,-0.8471063257065947,-0.842664872139973,0.0
2018-10-29,-0.03585737853944312,-0.6290360593919396,1.0,-0.0,-0.8405104205245615,-0.8614861452476347,0.0
2018-10-30,-0.01951203073397587,-0.6310574914066186,1.0,-0.0,-0.8427242704050685,-0.876659702096111,0.0
2018-10-31,-0.021380697050938337,-0.6177278820375335,1.0,-0.0,-0.839778820375335,-0.8723190348525468,0.0
2018-11-01,-0.023909325643003253,-0.6164112538144262,1.0,-0.0,-0.8403138727742195,-0.8726736192615944,0.0
2018-11-02,-0.03174126364273556,-0.5837255098294449,1.0,-0.0,-0.8534428089850138,-0.8687627248756719,0.0
2018-11-05,-0.029892573563755253,-0.5883432308000267,1.0,-0.0,-0.8535063721892306,-0.8644825515446721,0.0
2018-11-06,-0.029107417050537418,-0.5875892916750116,1.0,-0.0,-0.8548300954669871,-0.8664797383002869,0.0
2018-11-07,-0.029645721925133685,-0.5884692513368983,1.0,-0.0,-0.8565842245989305,-0.8675467914438503,0.0
2018-11-08,-0.0007295881143463555,-0.5904025999867348,1.0,-0.0,-0.8492405650991577,-0.8759368574650129,0.0
2018-11-09,-0.0009284743177371753,-0.5903438670955333,1.0,-0.0,-0.849122923367709,-0.8756176012202805,0.0
2018-11-12,-0.0,-0.5715371900826446,1.0,-0.0,-0.859702479338843,-0.8742479338842974,0.0
2018-11-13,-0.0,-0.5605926217929765,1.0,-0.0,-0.8549981932262409,-0.8694523832988404,0.0
2018-11-14,-0.0,-0.5606438896189225,1.0,-0.0,-0.8550262812089356,-0.8694809461235217,0.0
2018-11-15,-0.0,-0.5600498638585442,1.0,-0.0,-0.8563461601548404,-0.8640881802972149,0.0
2018-11-16,-0.0,-0.5539443535188215,1.0,-0.0,-0.8538461538461539,-0.865531914893617,0.0
2018-11-19,-0.0,-0.5550276858556404,1.0,-0.0,-0.8551816781887882,-0.8661904917925363,0.0
2018-11-20,-0.0,-0.5363660062565172,1.0,-0.0,-0.845444473409802,-0.8767596454640252,0.0
2018-11-21,-0.0,-0.5295011968687325,1.0,-0.0,-0.8441806301352137,-0.861066183606133,0.0
2018-11-23,-0.0,-0.5285728145920249,1.0,-0.0,-0.8444422884124059,-0.8610329549497105,0.0
2018-11-26,-0.0,-0.5291968442834972,1.0,-0.0,-0.8437338334195551,-0.8603530781169166,0.0
2018-11-27,-0.0,-0.5290253688842869,1.0,-0.0,-0.8451333160755891,-0.8616360341703341,0.0
2018-11-28,-0.0,-0.5297543927774002,1.0,-0.0,-0.8448047115166812,-0.8613726822638578,0.0
2018-11-29,-0.0,-0.5157287157287157,1.0,-0.0,-0.8330607663940998,-0.8579124579124578,0.0
2018-11-30,-0.0,-0.5157422250721385,1.0,-0.0,-0.8339211285668483,-0.8564604039756332,0.0
2018-12-03,-0.0,-0.5166698724113612,1.0,-0.0,-0.8333653907802784,-0.8557094313008912,0.0
2018-12-04,-0.0,-0.5231518569551703,1.0,-0.0,-0.8272502964078572,-0.8540071137885731,0.0
2018-12-06,-0.0,-0.505929105070736,1.0,-0.0,-0.8246701637259578,-0.8485455412494038,0.0
2018-12-07,-0.0,-0.5082003828972559,1.0,-0.0,-0.8259093809827697,-0.8567326100829611,0.0
2018-12-10,-0.0,-0.5027218635270287,1.0,-0.0,-0.8188378275731105,-0.8433978984681605,0.0
2018-12-11,-0.0,-0.5056913662449665,1.0,-0.0,-0.81318367735185,-0.8518342369764419,0.0
2018-12-12,-0.0,-0.5058823529411764,1.0,-0.0,-0.8127794514032027,-0.8523862375138733,0.0
2018-12-13,-0.0,-0.5042940896846775,1.0,-0.0,-0.8135953097765807,-0.8512121692283315,0.0
2018-12-14,-0.0,-0.5065779045807576,1.0,-0.0,-0.8123949912822951,-0.8511016008876209,0.0
2018-12-17,-0.0,-0.5090319297799263,1.0,-0.0,-0.8213649662892761,-0.8498600686935506,0.0
2018-12-18,-0.0,-0.49397476041370153,1.0,-0.0,-0.8153841287914728,-0.8534965366733086,0.0
2018-12-19,-0.0,-0.49403801752221904,1.0,-0.0,-0.8153208716829554,-0.8534965366733086,0.0
2018-12-20,-0.0,-0.4819887902260848,1.0,-0.0,-0.8189747465205618,-0.8478178726620065,0.0
2018-12-21,-0.0,-0.47915032474663494,1.0,-0.0,-0.8185497787957705,-0.8399171660757428,0.0
2018-12-24,-0.0,-0.4557787064180129,1.0,-0.0,-0.8085199276492234,-0.8542381338489365,0.0
2018-12-26,-0.0,-0.4590529247910864,1.0,-0.0,-0.79124110182606,-0.8447539461467038,0.0
2018-12-27,-0.0,-0.4359137055837564,1.0,-0.0,-0.7468878414309886,-0.8387116267826928,0.0
2018-12-28,-0.0,-0.43728486019687185,1.0,-0.0,-0.7454556434567305,-0.8367655051633552,0.0
2018-12-31,-0.0,-0.4377208080442069,1.0,-0.0,-0.7453271733550744,-0.8365492043361415,0.0
2019-01-02,-0.0,-0.4368305120545548,1.0,-0.0,-0.7424941914848677,-0.8380857548052262,0.0
2019-01-03,-0.0,-0.4382175226586103,1.0,-0.0,-0.7385196374622356,-0.8444108761329305,0.0
2019-01-04,-0.0,-0.4379998797281857,1.0,-0.0,-0.723014011666366,-0.8457814661134163,0.0
2019-01-07,-0.0,-0.4230494554543831,1.0,-0.0,-0.7168065226447657,-0.8358328869844669,0.0
2019-01-08,-0.0,-0.4137828605376504,1.0,-0.0,-0.7227981583246695,-0.833863062527848,0.0
2019-01-09,-0.0,-0.40883059849856096,1.0,-0.0,-0.7222040888994392,-0.8362659861725172,0.0
2019-01-10,-0.0,-0.40696363959902726,1.0,-0.0,-0.7236490895070883,-0.8351622278901478,0.0
2019-01-11,-0.0,-0.4027604259622821,1.0,-0.0,-0.7280028556130645,-0.843833660538997,0.0
2019-01-14,-0.0,-0.40351660121385224,1.0,-0.0,-0.7253064381768417,-0.8462751398310128,0.0
2019-01-15,-0.0,-0.3956053784919949,1.0,-0.0,-0.7255299484213351,-0.8603202051220894,0.0
2019-01-16,-0.0,-0.3956551539172155,1.0,-0.0,-0.7210120094168132,-0.8633668087135322,0.0
2019-01-17,-0.0,-0.40141517883800076,1.0,-0.0,-0.7206365319161641,-0.863557652116797,0.0
2019-01-18,-0.0,-0.40319097888675626,1.0,-0.0,-0.7235784548944338,-0.8722708733205374,0.0
2019-01-22,-0.0,-0.2770805116629045,1.0,-0.0,-0.7416704288939052,-0.9910308502633559,0.0
2019-01-23,-0.0,-0.23401434339781838,1.0,-0.0,-0.745645754233713,-1.033658771771229,0.0
2019-01-24,-0.0,-0.22982862994307746,1.0,-0.0,-0.7529741288437792,-1.0290034033069302,0.0
2019-01-25,-0.0,-0.13337797528459244,1.0,-0.0,-0.7732391793997686,-1.1371218116515491,0.0
2019-01-28,-0.0,-0.12923677151914167,1.0,-0.0,-0.7827359180687636,-1.1360643745427945,0.0
2019-01-29,-0.0,-0.12783423357441484,1.0,-0.0,-0.7750312795630016,-1.1487991699472062,0.0
2019-01-30,-0.0,-0.12470265324794144,1.0,-0.0,-0.7704788045135711,-1.1545288197621226,0.0
2019-01-31,-0.0,-0.1253622083269788,1.0,-0.0,-0.7626353515327131,-1.1621778252249506,0.0
2019-02-01,-0.0,-0.1217407215394468,1.0,-0.0,-0.7726510322954468,-1.1552255191973408,0.0
2019-02-04,-0.0,-0.12280755269499434,1.0,-0.0,-0.7774151236921574,-1.1501387914467864,0.0
2019-02-05,-0.0,-0.12624321191042773,1.0,-0.0,-0.7712185002135579,-1.153395570199524,0.0
2019-02-06,-0.0,-0.12382492980100111,1.0,-0.0,-0.7681906971065805,-1.1601147601025517,0.0
2019-02-07,-0.0,-0.1183513068908792,1.0,-0.0,-0.7750563577651861,-1.1529580210808505,0.0
2019-02-08,-0.0,-0.11514263026082706,1.0,-0.0,-0.7795797446704538,-1.1594587990959624,0.0
2019-02-11,-0.0,-0.10035809383894959,1.0,-0.0,-0.7800936553117253,-1.180179352982585,0.0
2019-02-12,-0.0,-0.11409642988590356,1.0,-0.0,-0.7791375291375291,-1.1738437001594897,0.0
2019-02-13,-0.0,-0.11555895865237366,1.0,-0.0,-0.7782235834609493,-1.1690045941807043,0.0
2019-02-14,-0.0,-0.1035816223183869,1.0,-0.0,-0.7930822821716845,-1.172390510388853,0.0
2019-02-15,-0.0,-0.10707815138952863,1.0,-0.0,-0.7921080915092892,-1.1715952709964685,0.0
2019-02-19,-0.0,-0.10888799827357647,1.0,-0.0,-0.7980392761352776,-1.1759718839596758,0.0
2019-02-20,-0.0,-0.10953540709683386,1.0,-0.0,-0.7996115547060455,-1.1737521965656503,0.0
2019-02-21,-0.0,-0.10587509637625289,1.0,-0.0,-0.8026831148804935,-1.1754510408635312,0.0
2019-02-22,-0.0,-0.1008213932806324,1.0,-0.0,-0.8065711462450592,-1.1805521245059287,0.0
2019-02-25,-0.0,-0.09410051434591311,1.0,-0.0,-0.814432670260891,-1.1899361715312635,0.0
2019-02-26,-0.0,-0.09493710107207039,1.0,-0.0,-0.8151453182128028,-1.1883869368531943,0.0
2019-02-27,-0.0,-0.09089782130349892,1.0,-0.0,-0.8198159109926549,-1.188427805497877,0.0
2019-02-28,-0.0,-0.09411436368146861,1.0,-0.0,-0.8218494170181097,-1.1850037211610023,0.0
2019-03-01,-0.0,-0.09737723214285714,1.0,-0.0,-0.8189794146825397,-1.1838417658730158,0.0
2019-03-04,-0.0,-0.09639226382345649,1.0,-0.0,-0.8247582444830152,-1.1782791966278205,0.0
2019-03-05,-0.0,-0.10523044410603848,1.0,-0.0,-0.8207726015476894,-1.1817758025919134,0.0
2019-03-06,-0.0,-0.093621748387694,1.0,-0.0,-0.812849075816953,-1.1792513963032678,0.0
2019-03-07,-0.0,-0.08287088420273771,1.0,-0.0,-0.8206622271550129,-1.179461092613146,0.0
2019-03-08,-0.0,-0.0677269756294936,1.0,-0.0,-0.8421675122163776,-1.2025584363036508,0.0
2019-03-11,-0.0,-0.0707834159192122,1.0,-0.0,-0.8420937088377346,-1.2232954901837798,0.0
2019-03-12,-0.0,-0.04174962864637653,1.0,-0.0,-0.8581587181188963,-1.2605480231345405,0.0
2019-03-13,-0.0,-0.05374329002953975,1.0,-0.0,-0.8675158021789536,-1.255090048597656,0.0
2019-03-14,-0.0,-0.04819506619678064,1.0,-0.0,-0.8751944629647268,-1.2515160173984823,0.0
2019-03-15,-0.0,-0.045387947509236845,1.0,-0.0,-0.8759396101414192,-1.263791565804561,0.0
2019-03-18,-0.0,-0.06193072482360487,1.0,-0.0,-0.8827774214239896,-1.2624759461193071,0.0
2019-03-19,-0.0,-0.07022807187328624,1.0,-0.0,-0.8782218781251008,-1.2774605632439757,0.0
2019-03-20,-0.0,-0.07971295577967416,1.0,-0.0,-0.8717675200413756,-1.2810318076027927,0.0
2019-03-21,-0.0,-0.08069369398518135,1.0,-0.0,-0.8704177047270844,-1.2843692367424855,0.0
2019-03-22,-0.0,-0.08187343582409724,1.0,-0.0,-0.9016478694705365,-1.2667143367894174,0.0
2019-03-25,-0.0,-0.06675361631491582,1.0,-0.0,-0.7190241878112402,-1.1784147498221484,0.0
2019-03-26,-0.0,-0.07592713852015001,1.0,-0.0,-0.7112923388296922,-1.1891481635811656,0.0
2019-03-27,-0.0,-0.06901173527134093,1.0,-0.0,-0.7154047775064037,-1.1941085363674273,0.0
2019-03-28,-0.0,-0.0658181059409187,1.0,-0.0,-0.7103168688705399,-1.2047276954720243,0.0
2019-03-29,-0.0,-0.06786939018935441,1.0,-0.0,-0.709467720292232,-1.2046220366780975,0.0
2019-04-01,-0.0,-0.07696436558819145,1.0,-0.0,-0.7120620247502609,-1.1929327568212316,0.0
2019-04-02,-0.0,-0.0838105464089716,1.0,-0.0,-0.7218146027201144,-1.1769565736101169,0.0
2019-04-03,-0.0,-0.0849413940171195,1.0,-0.0,-0.7262071639476275,-1.171344209490292,0.0
2019-04-04,-0.0,-0.08588242322858167,1.0,-0.0,-0.7189628390488708,-1.1823694587166926,0.0
2019-04-05,-0.0,-0.08084979054458408,1.0,-0.0,-0.7207660083782167,-1.1906044284859365,0.0
2019-04-08,-0.0,-0.08289041504926845,1.0,-0.0,-0.7200955509107198,-1.182979994028068,0.0
2019-04-09,-0.0,-0.0752707473224436,1.0,-0.0,-0.7391551486866511,-1.177257224914737,0.0
2019-04-10,-0.0,-0.0735680975726414,1.0,-0.0,-0.7428255410737774,-1.1729642472796844,0.0
2019-04-11,-0.0,-0.06503797619759584,1.0,-0.0,-0.764756892530351,-1.1604270079540697,0.0
2019-04-12,-0.0,-0.06399450023912003,1.0,-0.0,-0.767007412721186,-1.1579985652797704,0.0
2019-04-15,-0.0,-0.06133862529316256,1.0,-0.0,-0.7846833844488543,-1.160743279812376,0.0
2019-04-16,-0.0,-0.0633196967873902,1.0,-0.0,-0.7837504512092407,-1.1609914571050415,0.0
2019-04-17,-0.0,-0.039973531446446296,1.0,-0.0,-0.8117724907510453,-1.156044154359792,0.0
2019-04-18,-0.0,-0.031686326432354354,1.0,-0.0,-0.8131319210399616,-1.164329561868079,0.0
2019-04-22,-0.0,-0.03703368890495993,1.0,-0.0,-0.8138371602482974,-1.162478153438197,0.0
2019-04-23,-0.0,-0.03421147817699542,1.0,-0.0,-0.8088979985531709,-1.1711176754280201,0.0
2019-04-24,-0.0,-0.03486691557268457,1.0,-0.0,-0.8037456341081537,-1.1723774539323135,0.0
2019-04-25,-0.0,-0.04460865631126527,1.0,-0.0,-0.8097421203438395,-1.1617855527069822,0.0
2019-04-26,-0.0,-0.03530228906202815,1.0,-0.0,-0.829135712991484,-1.155432747478408,0.0
2019-04-29,-0.0,-0.036712758891371294,1.0,-0.0,-0.8293581305476722,-1.1530704667592535,0.0
2019-04-30,-0.0,-0.03636143996134332,1.0,-0.0,-0.827947571877265,-1.1557441410968832,0.0
2019-05-01,-0.0,-0.054641527560946326,1.0,-0.0,-0.7969556863216045,-1.150684520235379,0.0
2019-05-02,-0.0,-0.0617080549980529,1.0,-0.0,-0.7675463559296648,-1.1663121948297037,0.0
2019-05-03,-0.0,-0.06475574325336209,1.0,-0.0,-0.76499835265223,-1.1654236678946897,0.0
2019-05-06,-0.0,-0.05647234678624813,1.0,-0.0,-0.7689686098654708,-1.1640956651718983,0.0
2019-05-07,-0.0,-0.053469375542323686,1.0,-0.0,-0.7696657790012268,-1.1689656204182999,0.0
2019-05-08,-0.0,-0.0778732545649839,1.0,-0.0,-0.7659326888650196,-1.1398436567609498,0.0
2019-05-09,-0.0,-0.07747613365155132,1.0,-0.0,-0.7691527446300715,-1.1366348448687351,0.0
2019-05-10,-0.0,-0.08042655863691876,1.0,-0.0,-0.7616692979059306,-1.1366655744541418,0.0
2019-05-13,-0.0,-0.07592896582599612,1.0,-0.0,-0.7686017012386211,-1.1400984927622742,0.0
2019-05-14,-0.0,-0.11149299280021333,1.0,-0.0,-0.7419335723385975,-1.1094782376818466,0.0
2019-05-15,-0.0,-0.11607910576096302,1.0,-0.0,-0.7561894031488124,-1.0927150354315533,0.0
2019-05-16,-0.0,-0.11704397297617637,1.0,-0.0,-0.7527260874718501,-1.0933981272964324,0.0
2019-05-17,-0.0,-0.112699448365858,1.0,-0.0,-0.7438163592146629,-1.1092294916661725,0.0
2019-05-20,-0.0,-0.11052818780010669,1.0,-0.0,-0.7426640583318513,-1.1108245894836681,0.0
2019-05-21,-0.0,-0.11135138337579241,1.0,-0.0,-0.7394099176491499,-1.1114994964156644,0.0
2019-05-22,-0.0,-0.1109642552941522,1.0,-0.0,-0.7285223367697595,-1.097629747114283,0.0
2019-05-23,-0.0,-0.1159488322966788,1.0,-0.0,-0.734010092712123,-1.083969017720925,0.0
2019-05-24,-0.0,-0.10415629302012244,1.0,-0.0,-0.7342491432588384,-1.0906534665065464,0.0
2019-05-28,-0.0,-0.10717843539408146,1.0,-0.0,-0.7326106065045415,-1.0901845883387051,0.0
2019-05-29,-0.0,-0.11143283320171976,1.0,-0.0,-0.733789593752742,-1.0795238513058991,0.0
2019-05-30,-0.0,-0.1086405362086551,1.0,-0.0,-0.7263004516975083,-1.0792656272767012,0.0
2019-05-31,-0.0,-0.11262350986621586,1.0,-0.0,-0.721938849864467,-1.080124748608237,0.0
2019-06-03,-0.0,-0.11460726437316428,1.0,-0.0,-0.7214645069357606,-1.0720039549829878,0.0
2019-06-04,-0.0,-0.11142790643547072,1.0,-0.0,-0.7154369835912952,-1.0825090189689281,0.0
2019-06-05,-0.0,-0.10202370627348946,1.0,-0.0,-0.7224631396357329,-1.0665510263081817,0.0
2019-06-06,-0.0,-0.09483977040006923,1.0,-0.0,-0.6902708471545185,-1.0993106233234302,0.0
2019-06-07,-0.0,-0.10958548475495429,1.0,-0.0,-0.6827242045749561,-1.0922779588657803,0.0
2019-06-10,-0.0,-0.11718008456294762,1.0,-0.0,-0.6629562516179136,-1.09615439928668,0.0
2019-06-11,-0.0,-0.1175012251722448,1.0,-0.0,-0.6684539767649688,-1.0968030211306177,0.0
2019-06-12,-0.0,-0.11457732672125476,1.0,-0.0,-0.6684350132625995,-1.100132625994695,0.0
2019-06-13,-0.0,-0.11305374733567602,1.0,-0.0,-0.6685869001670603,-1.0987096030877355,0.0
2019-06-14,-0.0,-0.11168696553511272,1.0,-0.0,-0.6698626587198756,-1.0977224957530736,0.0
2019-06-17,-0.0,-0.11194287688586893,1.0,-0.0,-0.6705343775192906,-1.0967119659103997,0.0
2019-06-18,-0.0,-0.11812767916223135,1.0,-0.0,-0.6649788543974222,-1.0938174285796483,0.0
2019-06-19,-0.0,-0.10839010088816073,1.0,-0.0,-0.6694260009772642,-1.0964904716737087,0.0
2019-06-20,-0.0,-0.11205408515535097,1.0,-0.0,-0.6678365937859608,-1.0969792865362484,0.0
2019-06-21,-0.0,-0.11372469985316556,1.0,-0.0,-0.669996832983042,-1.0953847925603892,0.0
2019-06-24,-0.0,-0.1059060789397868,1.0,-0.0,-0.6744454047824834,-1.1006626332469027,0.0
2019-06-25,-0.0,-0.0927793465106898,1.0,-0.0,-0.6841468334005648,-1.104419985017,0.0
2019-06-26,-0.0,-0.09006515597070865,1.0,-0.0,-0.6676468892348498,-1.1252955082742317,0.0
2019-06-27,-0.0,-0.0790626621317807,1.0,-0.0,-0.6714705712803366,-1.1317807113621952,0.0
2019-06-28,-0.0,-0.07428966630165408,1.0,-0.0,-0.6754077574779552,-1.131980865656158,0.0
2019-07-01,-0.0,-0.07748854103606331,1.0,-0.0,-0.6721727348727262,-1.1331257747412724,0.0
2019-07-02,-0.0,-0.0732997918112422,1.0,-0.0,-0.6855193152903077,-1.1326914179967615,0.0
2019-07-03,-0.0,-0.08012264260094873,1.0,-0.0,-0.6774846696748814,-1.1349357861853522,0.0
2019-07-05,-0.0,-0.06944073975282297,1.0,-0.0,-0.744435553184553,-1.1498770042381672,0.0
2019-07-08,-0.0,-0.08122705977141834,1.0,-0.0,-0.7441437140043567,-1.1587538420220225,0.0
2019-07-09,-0.0,-0.07426747031091484,1.0,-0.0,-0.745031926955899,-1.1645282568478845,0.0
2019-07-10,-0.0,-0.08400906272358692,1.0,-0.0,-0.7346470307655616,-1.1625029811590746,0.0
2019-07-11,-0.0,-0.07984620886981403,1.0,-0.0,-0.7443967572722938,-1.156235097758703,0.0
2019-07-12,-0.0,-0.09663438546150166,1.0,-0.0,-0.7528993304638928,-1.1394966523194643,0.0
2019-07-15,-0.0,-0.21219876919537584,1.0,-0.0,-0.6356760798297578,-1.0278368896301835,0.0
2019-07-16,-0.0,-0.21047939493285023,1.0,-0.0,-0.6358093923446353,-1.0295056509360712,0.0
2019-07-17,-0.0,-0.22766396970218628,1.0,-0.0,-0.6244620416594939,-1.0169851380042463,0.0
2019-07-18,-0.0,-0.2277599449730597,1.0,-0.0,-0.6192250372578242,-1.0190014903129656,0.0
2019-07-19,-0.0,-0.23154698822788072,1.0,-0.0,-0.6139833299916936,-1.0187322773751897,0.0
2019-07-22,-0.0,-0.2577765140744953,1.0,-0.0,-0.5989195336934887,-0.9866363377878873,0.0
2019-07-23,-0.0,-0.26337354882768044,1.0,-0.0,-0.5956351012975188,-0.9864272706578648,0.0
2019-07-24,-0.0,-0.2622301953414204,1.0,-0.0,-0.5961615126146136,-0.989150862805399,0.0
2019-07-25,-0.0,-0.26470672022334274,1.0,-0.0,-0.5924279976070421,-0.9916246474660285,0.0
2019-07-26,-0.0,-0.2589059429905744,1.0,-0.0,-0.5955235356095339,-0.993194179457243,0.0
2019-07-29,-0.0,-0.2657580919931857,1.0,-0.0,-0.5888131743327655,-0.9847245883021011,0.0
2019-07-30,-0.0,-0.27114025376820233,1.0,-0.0,-0.5894291634732749,-0.9780294643617475,0.0
2019-07-31,-0.0,-0.28444683806230336,1.0,-0.0,-0.5823861220556138,-0.9677145043793758,0.0
2019-08-01,-0.0,-0.2914402173913043,1.0,-0.0,-0.5783514492753623,-0.960824275362319,0.0
2019-08-02,-0.0,-0.29253459888033195,1.0,-0.0,-0.5741566966949899,-0.9751342749154566,0.0
2019-08-05,-0.0,-0.2912480844542823,1.0,-0.0,-0.560105567852886,-0.9864918553833928,0.0
2019-08-06,-0.0,-0.29463806212725063,1.0,-0.0,-0.5503829955623393,-0.9815144577291613,0.0
2019-08-07,-0.0,-0.29352318405706845,1.0,-0.0,-0.5553133669252109,-0.9819679556134291,0.0
2019-08-08,-0.0,-0.29749610977507424,1.0,-0.0,-0.5537699816098458,-0.977988400056585,0.0
2019-08-09,-0.0,-0.2886940834907123,1.0,-0.0,-0.5423231953096372,-0.9877385348253799,0.0
2019-08-12,-0.0,-0.2868409193330329,1.0,-0.0,-0.5418826047769265,-0.987860522757999,0.0
2019-08-13,-0.0,-0.2872526357332131,1.0,-0.0,-0.5410723346676439,-0.9906692225291763,0.0
2019-08-14,-0.0,-0.2958217426732979,1.0,-0.0,-0.5288150833122595,-0.9852482508640311,0.0
2019-08-15,-0.0,-0.30263819797663627,1.0,-0.0,-0.5295399921748365,-0.962523056285283,0.0
2019-08-16,-0.0,-0.305989110707804,1.0,-0.0,-0.5278235376239006,-0.9582856345106798,0.0
2019-08-19,-0.0,-0.31055085573889496,1.0,-0.0,-0.5245832984337047,-0.9568361392634783,0.0
2019-08-20,-0.0,-0.31369377910381174,1.0,-0.0,-0.5217354934054597,-0.9529877589716421,0.0
2019-08-21,-0.0,-0.3146981773591216,1.0,-0.0,-0.5243854857588763,-0.9478568641658772,0.0
2019-08-22,-0.0,-0.3149494443051726,1.0,-0.0,-0.5258906437146598,-0.9445697891423638,0.0
2019-08-23,-0.0,-0.31442021113618,1.0,-0.0,-0.5253335561683519,-0.9456561098576642,0.0
2019-08-26,-0.0,-0.31246009936991703,1.0,-0.0,-0.5229411274877176,-0.9402947789158133,0.0
2019-08-27,-0.0,-0.3106230762831711,1.0,-0.0,-0.5188974849568809,-0.9433768682583257,0.0
2019-08-28,-0.0,-0.30591822591822593,1.0,-0.0,-0.5243797643797644,-0.9417325017325017,0.0
2019-08-29,-0.0,-0.29750027713113847,1.0,-0.0,-0.5321749251745926,-0.9416361822414367,0.0
2019-08-30,-0.0,-0.2887563178390919,1.0,-0.0,-0.53561466014859,-0.9375258927831635,0.0
2019-09-03,-0.0,-0.29237908460624806,1.0,-0.0,-0.5390713476783692,-0.9307239731513963,0.0
2019-09-04,-0.0,-0.2898502679706061,1.0,-0.0,-0.538676169954141,-0.9340295043925079,0.0
2019-09-05,-0.0,-0.2978324416744802,1.0,-0.0,-0.5378909050796977,-0.9219568694501131,0.0
2019-09-06,-0.0,-0.29541077422549933,1.0,-0.0,-0.5414350960215705,-0.9144885269355637,0.0
2019-09-09,-0.0,-0.2932519050370004,1.0,-0.0,-0.5416632279717202,-0.9160408241864048,0.0
2019-09-10,-0.0,-0.29555891654062977,1.0,-0.0,-0.5351299326275265,-0.9192080296988864,0.0
2019-09-11,-0.0,-0.3027326602282704,1.0,-0.0,-0.5412093942054433,-0.8996652765583845,0.0
2019-09-12,-0.0,-0.29742170589363504,1.0,-0.0,-0.5411677672137436,-0.9013617557607474,0.0
2019-09-13,-0.0,-0.29486898366407194,1.0,-0.0,-0.5503782479991229,-0.8956802982129153,0.0
2019-09-16,-0.0,-0.2954719877206447,1.0,-0.0,-0.5502686108979279,-0.8951869312575376,0.0
2019-09-17,-0.0,-0.289771636921896,1.0,-0.0,-0.5527044438961538,-0.8990048523727281,0.0
2019-09-18,-0.0,-0.30430249149379873,1.0,-0.0,-0.5400889035232137,-0.8995445066403249,0.0
2019-09-19,-0.0,-0.3036988255954341,1.0,-0.0,-0.5415157501920755,-0.8987213258698277,0.0
2019-09-20,-0.0,-0.34018258618340375,1.0,-0.0,-0.521651451151383,-0.8633328791388474,0.0
2019-09-23,-0.0,-0.3399056423682129,1.0,-0.0,-0.5232212495568463,-0.8639722926722844,0.0
