Date,FHI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2697976326842306,-0.9030164184803359,-0.0,-0.7709812905689193,-0.8744940817105765,0.0
2018-09-25,1.0,-0.2699782367989004,-0.9028673971975107,-0.0,-0.7708754915810775,-0.8743461494406477,0.0
2018-09-26,1.0,-0.26898395721925134,-0.9024828113063408,-0.0,-0.7714285714285715,-0.8767761650114592,0.0
2018-09-27,1.0,-0.26996488013437164,-0.8997938616582684,-0.0,-0.771186440677966,-0.8764315162620246,0.0
2018-09-28,1.0,-0.27051996640452014,-0.8996716805375277,-0.0,-0.7711689699931282,-0.8763075513476368,0.0
2018-10-01,1.0,-0.27253973105134477,-0.8985712102689487,-0.0,-0.7726161369193154,-0.8766045232273839,0.0
2018-10-02,1.0,-0.27603728891266144,-0.8868724688622298,-0.0,-0.7768778176816689,-0.8807977382134944,0.0
2018-10-03,1.0,-0.2754298815437524,-0.8755827283148644,-0.0,-0.7815055406954529,-0.888651127244937,0.0
2018-10-04,1.0,-0.27582648576342444,-0.8760175807376266,-0.0,-0.7812344735333461,-0.8888209440091726,0.0
2018-10-05,1.0,-0.25062933862232056,-0.8652833930887176,-0.0,-0.7926233885117094,-0.9055992066519185,0.0
2018-10-08,1.0,-0.2466437833714722,-0.8617848970251717,-0.0,-0.799351639969489,-0.906140350877193,0.0
2018-10-09,1.0,-0.24434613477746844,-0.861599481331757,-0.0,-0.8001220395865909,-0.9077075626406316,0.0
2018-10-10,1.0,-0.24271733312944418,-0.8658536585365855,-0.0,-0.801284501873232,-0.9130667482223412,0.0
2018-10-11,1.0,-0.1618694362017804,-0.8478115727002967,-0.0,-0.7752225519287833,-0.9242952522255192,0.0
2018-10-12,1.0,-0.15519013360739978,-0.8396711202466597,-0.0,-0.7625165173983263,-0.9131551901336074,0.0
2018-10-15,1.0,-0.1160842244515489,-0.8816374526880535,-0.0,-0.7584242825120348,-0.9185683313122405,0.0
2018-10-16,1.0,-0.10962734061729756,-0.8945296692785931,-0.0,-0.7573483427141963,-0.9173012544605084,0.0
2018-10-17,1.0,-0.08332125778872627,-0.8507462686567163,-0.0,-0.7557238081437472,-0.9329082741631648,0.0
2018-10-18,1.0,-0.0824528918418473,-0.8492902007769668,-0.0,-0.7630250880441491,-0.9359183821660676,0.0
2018-10-19,1.0,-0.0630471592751378,-0.8378427063443455,-0.0,-0.7640595165183558,-0.9377454335843212,0.0
2018-10-22,1.0,-0.06359799430034992,-0.8256195663937087,-0.0,-0.7727715450380578,-0.9453843656433751,0.0
2018-10-23,1.0,-0.06654643823264203,-0.825716862037872,-0.0,-0.7704238052299369,-0.9441298467087466,0.0
2018-10-24,1.0,-0.06343713956170703,-0.8206459054209918,-0.0,-0.7720227797001152,-0.9482771049596308,0.0
2018-10-25,1.0,-0.023016205644034646,-0.7715842414082146,-0.0,-0.7786392847164012,-0.9193559653534507,0.0
2018-10-26,1.0,-0.015525905389014036,-0.7615664529544274,-0.0,-0.7772656385375153,-0.9112805406342056,0.0
2018-10-29,1.0,-0.0,-0.8946622402924391,-0.0,-0.8228579954492894,-1.0125704054608526,0.0
2018-10-30,1.0,-0.0,-0.8931428998728783,-0.0,-0.818776639497495,-1.0269573020264715,0.0
2018-10-31,1.0,-0.0,-0.8732007716278379,-0.0,-0.8154028787653954,-1.0211455705594301,0.0
2018-11-01,1.0,-0.0,-0.9221619993977717,-0.0,-0.8151159289370671,-1.0266485998193313,0.0
2018-11-02,1.0,-0.0,-0.8876917321361766,-0.0,-0.8302282080059858,-1.023157500935279,0.0
2018-11-05,1.0,-0.0,-0.9034178115524277,-0.0,-0.8303447759517839,-1.0097330887582827,0.0
2018-11-06,1.0,-0.0,-0.910186814421025,-0.0,-0.8287971247800531,-1.0047920332447307,0.0
2018-11-07,1.0,-0.0,-0.9096827297216401,-0.0,-0.827596527985633,-1.0041155342711763,0.0
2018-11-08,1.0,-0.0,-0.9012899399510712,-0.0,-0.8046185781006746,-1.0008154792794128,0.0
2018-11-09,1.0,-0.0,-0.901078536748082,-0.0,-0.8048626811459916,-1.0003706311849079,0.0
2018-11-12,1.0,-0.0,-0.878556609365738,-0.0,-0.8240589804386484,-1.0021487848251334,0.0
2018-11-13,1.0,-0.0,-0.8666200860515574,-0.0,-0.8160188283749493,-0.9947780678851174,0.0
2018-11-14,1.0,-0.0,-0.8665464714106997,-0.0,-0.8177570093457943,-0.9951431304731767,0.0
2018-11-15,1.0,-0.0,-0.8666936046725195,-0.0,-0.8197112735554493,-0.9869595562575761,0.0
2018-11-16,1.0,-0.0,-0.8565516736248442,-0.0,-0.8161209990478282,-0.9895261114773309,0.0
2018-11-19,1.0,-0.0,-0.8574098504837291,-0.0,-0.8171357373204339,-0.9900688947522721,0.0
2018-11-20,1.0,-0.0,-0.835204490777867,-0.0,-0.8036378216811257,-1.0062695924764893,0.0
2018-11-21,1.0,-0.0,-0.838653448088027,-0.0,-0.8166466935396013,-0.9762138214039292,0.0
2018-11-23,1.0,-0.0,-0.8364791288566242,-0.0,-0.8172050816696914,-0.9760798548094373,0.0
2018-11-26,1.0,-0.0,-0.8396763777527846,-0.0,-0.814715379312847,-0.9736603417625077,0.0
