Date,IMMU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-07,1.0,-0.562683460532636,-1.5254843358061587,-0.0,-1.2187650104072156,-1.030100869936489,0.0
2018-12-10,1.0,-0.5429811560448867,-1.5247723904298114,-0.0,-1.2125238196061825,-1.0129155197967394,0.0
2018-12-11,1.0,-0.5925647362200493,-1.5319651874932847,-0.0,-1.2560975609756098,-0.9916192113462985,0.0
2018-12-12,1.0,-0.5930163846360462,-1.5316680096696211,-0.0,-1.2559226430298145,-0.9914585012087026,0.0
2018-12-13,1.0,-0.5933404940923738,-1.5303974221267453,-0.0,-1.2558539205155745,-0.9909774436090225,0.0
2018-12-14,1.0,-0.5957595276435856,-1.5241009125067098,-0.0,-1.257380568974772,-0.990499194847021,0.0
2018-12-17,1.0,-0.5711842667806755,-1.5238884138520736,-0.0,-1.2382962804617357,-1.010741769987174,0.0
2018-12-18,1.0,-0.5566928298684768,-1.5093338990241834,-0.0,-1.2297942299533304,-1.007530759439966,0.0
2018-12-19,1.0,-0.5604115837488066,-1.5083271454333298,-0.0,-1.2282274318447013,-1.006948127718256,0.0
2018-12-20,1.0,-0.5569967309923021,-1.4856058209427396,-0.0,-1.2331013392386376,-0.9968891700938521,0.0
2018-12-21,1.0,-0.5861854387056628,-1.5711942071618485,-0.0,-1.34242235673474,-1.1572099338122983,0.0
2018-12-24,1.0,-0.5220350715274573,-1.553068758652515,-0.0,-1.4025149976926627,-1.2907245039224735,0.0
2018-12-26,1.0,-0.5214212270078831,-1.5701473780418143,-0.0,-1.357763052667657,-1.2630526676568035,0.0
2018-12-27,1.0,-0.48801360469581434,-1.5001371441110316,-0.0,-1.2588732239837621,-1.2387404684842833,0.0
2018-12-28,1.0,-0.4592721946822893,-1.578413699864804,-0.0,-1.3159080666967102,-1.2795741324921135,0.0
2018-12-31,1.0,-0.4622147083685545,-1.5744716821639901,-0.0,-1.3172161172161172,-1.2814877430262046,0.0
2019-01-02,1.0,-0.448448334659543,-1.5921336819370238,-0.0,-1.333011253836535,-1.3101625554166192,0.0
2019-01-03,1.0,-0.4383303871813879,-1.6007869076809031,-0.0,-1.3318127387808634,-1.3312995381194048,0.0
2019-01-04,1.0,-0.3739214350590372,-1.6284059945504086,-0.0,-1.3180631244323342,-1.356267029972752,0.0
2019-01-07,1.0,-0.34012661039537984,-1.5806863616170592,-0.0,-1.309029320302088,-1.3232452243447357,0.0
2019-01-08,1.0,-0.343026476127174,-1.5644178575384957,-0.0,-1.3137254901960784,-1.3177689154757948,0.0
2019-01-09,1.0,-0.3455021736707168,-1.5863337420577415,-0.0,-1.323263850183926,-1.3183591572845836,0.0
2019-01-10,1.0,-0.3488034807831762,-1.580074747587438,-0.0,-1.3322362916271544,-1.3170078652312154,0.0
2019-01-11,1.0,-0.3519937363682121,-1.5691516134444383,-0.0,-1.3389072199541414,-1.3324758123147475,0.0
2019-01-14,1.0,-0.3599374021909233,-1.5652805723228258,-0.0,-1.335177733065057,-1.328750279454505,0.0
2019-01-15,1.0,-0.3590733590733591,-1.561748083487214,-0.0,-1.3359632924850315,-1.338928991102904,0.0
2019-01-16,1.0,-0.35427613191727225,-1.5595304639463388,-0.0,-1.3337059809949692,-1.3422023476802682,0.0
2019-01-17,1.0,-0.35987920138694707,-1.5511436720541356,-0.0,-1.3367261338851295,-1.3447234494715061,0.0
2019-01-18,1.0,-0.3638513513513513,-1.5380067567567568,-0.0,-1.3445382882882881,-1.3841779279279278,0.0
2019-01-22,1.0,-0.052638888888888895,-2.0655555555555556,-0.0,-2.021805555555556,-1.8044444444444447,0.0
2019-01-23,1.0,-0.03800475059382424,-2.033603465139025,-0.0,-2.062875506497136,-1.8516836663406457,0.0
2019-01-24,1.0,-0.048037983521854496,-2.024298282362799,-0.0,-2.0647255969836613,-1.8452730065633294,0.0
2019-01-25,1.0,-0.0,-2.029225736095965,-0.0,-2.2360596146855687,-2.0048709560159943,0.0
2019-01-28,1.0,-0.0,-1.971574922444268,-0.0,-2.2631844744246443,-1.979799437270038,0.0
2019-01-29,1.0,-0.0,-1.9452153801676784,-0.0,-2.275729979762937,-2.006649320612894,0.0
2019-01-30,1.0,-0.0,-1.9433239355165184,-0.0,-2.2755729053712135,-2.0101207258006215,0.0
2019-01-31,1.0,-0.0,-1.967265353418308,-0.0,-2.2349362688296637,-2.0399768250289685,0.0
2019-02-01,1.0,-0.0,-1.966959552683175,-0.0,-2.250453852298308,-2.044223367947135,0.0
2019-02-04,1.0,-0.0,-1.9618985412584369,-0.0,-2.2496552725161476,-2.0458668989041295,0.0
2019-02-05,1.0,-0.0,-1.9485224715022147,-0.0,-2.2436651419443843,-2.068394685253758,0.0
2019-02-06,1.0,-0.0,-1.9376089482858805,-0.0,-2.2428094131319,-2.08280069726903,0.0
2019-02-07,1.0,-0.0,-1.9395480636489137,-0.0,-2.2477657487466396,-2.0784712635326597,0.0
2019-02-08,1.0,-0.0,-1.9416180758017496,-0.0,-2.266909620991254,-2.0800291545189507,0.0
2019-02-11,1.0,-0.0,-1.9250749981707762,-0.0,-2.2776029852930413,-2.1142898953684055,0.0
2019-02-12,1.0,-0.0,-1.9293166789125642,-0.0,-2.2986774430565764,-2.1195444526083764,0.0
2019-02-13,1.0,-0.0,-1.9637792961575198,-0.0,-2.285724781426787,-2.0975681434134152,0.0
2019-02-14,1.0,-0.0,-1.9491225482967116,-0.0,-2.305928329154992,-2.118492847662587,0.0
2019-02-15,1.0,-0.0,-1.952894270525694,-0.0,-2.308845245126993,-2.121603662138216,0.0
2019-02-19,1.0,-0.0,-1.9274538745387453,-0.0,-2.3305535055350552,-2.122140221402214,0.0
2019-02-20,1.0,-0.0,-1.9413154203882779,-0.0,-2.323909352624197,-2.1164833542481727,0.0
2019-02-21,1.0,-0.0,-1.9360100376411542,-0.0,-2.3259281127758507,-2.1186803454129457,0.0
2019-02-22,1.0,-0.0,-1.9229805424528301,-0.0,-2.3367482311320757,-2.11048054245283,0.0
2019-02-25,1.0,-0.0,-1.9185694228921892,-0.0,-2.353432350550506,-2.1172688982487253,0.0
2019-02-26,1.0,-0.0,-1.9183914843287992,-0.0,-2.3534151389710227,-2.1201951507983443,0.0
2019-02-27,1.0,-0.0,-1.9049187691846972,-0.0,-2.416635472037134,-2.16515684659729,0.0
2019-02-28,1.0,-0.0,-1.9127310830027693,-0.0,-2.4183070129481328,-2.153431629369059,0.0
2019-03-01,1.0,-0.0,-1.9156852449178605,-0.0,-2.4199234866101564,-2.165703998199685,0.0
2019-03-04,1.0,-0.0,-1.9249681433175923,-0.0,-2.4028183794318267,-2.1679034555130796,0.0
2019-03-05,1.0,-0.0,-1.9016121741750789,-0.0,-2.4519361157149313,-2.1799758927226156,0.0
2019-03-06,1.0,-0.0,-1.899398043641836,-0.0,-2.453122648607976,-2.1719337848006024,0.0
2019-03-07,1.0,-0.0,-1.8668760750878768,-0.0,-2.4688504973450005,-2.1431456136414626,0.0
2019-03-08,1.0,-0.0,-1.8576394136315548,-0.0,-2.5327187547226835,-2.165936224875321,0.0
2019-03-11,1.0,-0.0,-1.8603923364628656,-0.0,-2.5425540035111824,-2.2300587741393785,0.0
2019-03-12,1.0,-0.0,-1.826714241390009,-0.0,-2.605414210363016,-2.324619919329817,0.0
2019-03-13,1.0,-0.026120278407757876,-1.8518808164542113,-0.0,-2.6108547743802295,-2.3316649722374287,0.0
2019-03-14,1.0,-0.02430474409908857,-1.853704136480486,-0.0,-2.590246942432032,-2.3216483602087714,0.0
2019-03-15,1.0,-0.04422220485975467,-1.8333463551839988,-0.0,-2.592780685991093,-2.342761153215095,0.0
2019-03-18,1.0,-0.05088495575221239,-1.8600663716814159,-0.0388748419721871,-2.589522756005057,-2.3619627054361563,0.0
2019-03-19,1.0,-0.03912698412698413,-1.870952380952381,-0.039841269841269844,-2.5985714285714283,-2.388095238095238,0.0
2019-03-20,1.0,-0.04612075832404014,-1.8771706229090328,-0.0386331049864585,-2.6029950613350326,-2.400669109447188,0.0
2019-03-21,1.0,-0.05228706624605678,-1.8637223974763408,-0.05362776025236593,-2.5828864353312304,-2.33391167192429,0.0
2019-03-22,1.0,-0.03775241439859525,-1.8597653444009894,-0.11517279910607389,-2.6350865990901107,-2.333705802538111,0.0
2019-03-25,1.0,-0.0009403651751430139,-1.6810594780973276,-0.236815296606849,-2.618055011362746,-2.2993495807538595,0.0
2019-03-26,1.0,-0.0,-1.7006167958247669,-0.25770994780958406,-2.624466234382414,-2.3248458010438084,0.0
2019-03-27,1.0,-0.0,-1.65303554576911,-0.2754010695187166,-2.620242214532872,-2.3154293803082733,0.0
2019-03-28,1.0,-0.0,-1.6549748901443815,-0.27652228499686127,-2.6089139987445074,-2.3058694287507846,0.0
2019-03-29,1.0,-0.0022743314249862754,-1.655870127833111,-0.26633205238804797,-2.6128931064230256,-2.3050741118343656,0.0
2019-04-01,1.0,-0.002981561396626128,-1.6637897214593957,-0.258061985092193,-2.607767752059631,-2.313613181639859,0.0
2019-04-02,1.0,-0.0,-1.711236407571486,-0.39057591623036647,-2.6872331856625054,-2.265807490938381,0.0
2019-04-03,1.0,-0.0,-1.7138245500766685,-0.3893955290129933,-2.70526995399887,-2.2618836252118473,0.0
2019-04-04,1.0,-0.0,-1.7125879214164443,-0.3854798286037675,-2.715740965316517,-2.270595844449834,0.0
2019-04-05,1.0,-0.026895657809462088,-1.6948314970836036,-0.3879617627997408,-2.718324692158134,-2.2730881399870384,0.0
2019-04-08,1.0,-0.030084917104731098,-1.6793368378487668,-0.38883946623534166,-2.7162959967650626,-2.272786089769511,0.0
2019-04-09,1.0,-0.07455429497568881,-1.6392220421393842,-0.40899513776337115,-2.7314424635332255,-2.2495137763371154,0.0
2019-04-10,1.0,-0.07432869621481722,-1.614687803299903,-0.4274506632157878,-2.7366548042704624,-2.2348754448398576,0.0
2019-04-11,1.0,-0.08005822416302766,-1.6117580462558627,-0.4308588064046579,-2.732330583858968,-2.2317645156073103,0.0
2019-04-12,1.0,-0.07967321847448029,-1.611663835638599,-0.4332281808622503,-2.733559815578743,-2.2305265712205773,0.0
2019-04-15,1.0,-0.06681461520171197,-1.5964175319014027,-0.4353649837520805,-2.6450820321788067,-2.182214472537053,0.0
2019-04-16,1.0,-0.060716262155111084,-1.5885840777927112,-0.42817614040635626,-2.644873112499012,-2.1834137085935645,0.0
2019-04-17,1.0,-0.05158982511923689,-1.5784578696343403,-0.46963434022257555,-2.681160572337043,-2.1682829888712245,0.0
2019-04-18,1.0,-0.055029821073558645,-1.5864811133200796,-0.4868389662027833,-2.6714910536779324,-2.1523658051689862,0.0
2019-04-22,1.0,-0.0825848501708926,-1.5787298306970827,-0.4627613067323742,-2.669501629441221,-2.1549161433908277,0.0
2019-04-23,1.0,-0.0804259715489152,-1.5764126202018598,-0.4608598903282206,-2.6682031312087737,-2.161328776921243,0.0
2019-04-24,1.0,-0.06905573614524697,-1.5548243875366687,-0.4742725759137398,-2.66082613176881,-2.169349084278126,0.0
2019-04-25,1.0,-0.06675183647396998,-1.5396039603960396,-0.4716544235068668,-2.6994570424784414,-2.2072820185244333,0.0
2019-04-26,1.0,-0.07982385908726981,-1.498238590872698,-0.5029623698959168,-2.733706965572458,-2.1917534027221777,0.0
2019-04-29,1.0,-0.08165064102564103,-1.4818108974358977,-0.4950320512820513,-2.7396634615384614,-2.2145833333333336,0.0
2019-04-30,1.0,-0.07695413436692507,-1.4688307493540051,-0.5127583979328165,-2.7804425064599485,-2.2360303617571056,0.0
2019-05-01,1.0,-0.07845357489485603,-1.4475897767712715,-0.5331607893885475,-2.78760918796506,-2.2411840828210936,0.0
2019-05-02,1.0,-0.0642752799870151,-1.4564194124330467,-0.5283233241356923,-2.812449277714657,-2.2540983606557377,0.0
2019-05-03,1.0,-0.08107891145540659,-1.4147868668218673,-0.5417837360520189,-2.7709721441759654,-2.218993337079554,0.0
2019-05-06,1.0,-0.07301204819277109,-1.3436144578313254,-0.5749397590361446,-2.791646586345381,-2.2489959839357434,0.0
2019-05-07,1.0,-0.06112272800386038,-1.3472736046324594,-0.5874215859739423,-2.7926652726395367,-2.253981019784462,0.0
2019-05-08,1.0,-0.06556465071922435,-1.3296511165858698,-0.6120956846538982,-2.726933163792418,-2.212906302153699,0.0
2019-05-09,1.0,-0.06279771355986029,-1.3231184503016833,-0.6159892029215625,-2.7280088917116547,-2.209114004445856,0.0
2019-05-10,1.0,-0.061974289795270594,-1.321774321536264,-0.6182352007617838,-2.7286938581177593,-2.204491350579273,0.0
2019-05-13,1.0,-0.03095827016675976,-1.3217106837947818,-0.635442431979574,-2.7656586611346046,-2.2252453522700075,0.0
2019-05-14,1.0,-0.0,-1.204011010617381,-0.7929217459693275,-2.7013763271726305,-2.1664176169878093,0.0
2019-05-15,1.0,-0.0,-1.2163454004074596,-0.8019119260304027,-2.695345557122708,-2.1221595361228647,0.0
2019-05-16,1.0,-0.0,-1.224139283193475,-0.8200141165398791,-2.677515488981256,-2.1209316916320287,0.0
2019-05-17,1.0,-0.0,-1.2133312247963943,-0.8458132363406341,-2.7064916581007354,-2.141377401755357,0.0
2019-05-20,1.0,-0.0,-1.183457711442786,-0.8386971393034826,-2.6574160447761193,-2.093983208955224,0.0
2019-05-21,1.0,-0.0,-1.1840204984859073,-0.846882521934933,-2.644615265160339,-2.089059709604783,0.0
2019-05-22,1.0,-0.0,-1.1642508332687387,-0.8637314936826602,-2.6423533059452753,-2.08100147275405,0.0
2019-05-23,1.0,-0.0,-1.1763104681910095,-0.8575206097371286,-2.6460569295380307,-2.097371286358687,0.0
2019-05-24,1.0,-0.0,-1.1272503462071088,-0.8818279735343898,-2.6133251269426063,-2.0710878596707185,0.0
2019-05-28,1.0,-0.0,-1.1296054149680794,-0.8764710406891778,-2.612645181139913,-2.0729943850473043,0.0
2019-05-29,1.0,-0.0,-1.1236196319018408,-0.8708588957055216,-2.611733128834356,-2.062423312883436,0.0
2019-05-30,1.0,-0.0,-1.1183867504983898,-0.8675049838981751,-2.6112559423401316,-2.0704646526606347,0.0
2019-05-31,1.0,-0.0,-1.1410887282792554,-0.8492234353375365,-2.6151007227433487,-2.0833461479317235,0.0
2019-06-03,1.0,-0.0,-1.1420068676077832,-0.8752384586035864,-2.5948111407859598,-2.0185425410148796,0.0
2019-06-04,1.0,-0.0,-1.1166512059369202,-0.9267934446505874,-2.7050092764378477,-1.9819109461966604,0.0
2019-06-05,1.0,-0.0,-1.071972581873572,-0.9741812642802742,-2.7016755521706015,-1.8683929931454684,0.0
2019-06-06,1.0,-0.0,-1.0624904971871674,-0.9696670214383458,-2.7010034970351224,-1.8690132279154632,0.0
2019-06-07,1.0,-0.0,-1.0940710860796101,-0.9702412664586346,-2.6825481391277872,-1.8639926935078772,0.0
2019-06-10,1.0,-0.0,-1.093704913053383,-0.9561090439668919,-2.678183613030602,-1.8655175032272762,0.0
2019-06-11,1.0,-0.0,-1.0939766394381252,-1.021910069470952,-2.6661577219635086,-1.8521261164974425,0.0
2019-06-12,1.0,-0.0,-1.097594501718213,-1.0251240931653303,-2.6648339060710193,-1.8489499809087437,0.0
2019-06-13,1.0,-0.0,-1.123048668503214,-1.047520661157025,-2.648836853382308,-1.8328741965105604,0.0
2019-06-14,1.0,-0.0,-1.1101429335779256,-1.0695559122525415,-2.651685393258427,-1.812199036918138,0.0
2019-06-17,1.0,-0.0,-1.1109244980532866,-1.066493625467593,-2.640506908924346,-1.8161691732193297,0.0
2019-06-18,1.0,-0.0,-1.1406202026404666,-1.0591034694504144,-2.661344795824378,-1.8147067853853238,0.0
2019-06-19,1.0,-0.0,-1.1165761493153827,-1.08536678650654,-2.653943241796068,-1.7934674520003058,0.0
2019-06-20,1.0,-0.0,-1.1312002449479486,-1.070805266380894,-2.6550826699326393,-1.7974586650336803,0.0
2019-06-21,1.0,-0.0,-1.1437858508604206,-1.0665391969407265,-2.640458891013384,-1.797399617590822,0.0
2019-06-24,1.0,-0.0,-1.122757245821193,-1.07330164085263,-2.639549148903542,-1.8318509431068855,0.0
2019-06-25,1.0,-0.0,-1.1235438381361127,-1.0733445738810545,-2.6374156958920905,-1.8297057020232985,0.0
2019-06-26,1.0,-0.0,-1.1263360246059209,-1.0437524029219531,-2.6136870434448287,-1.9055747789311803,0.0
2019-06-27,1.0,-0.0,-1.1087459509486348,-1.0572265926268702,-2.616998303254666,-1.9294308190652476,0.0
2019-06-28,1.0,-0.0,-1.108118507118122,-1.0588687956906502,-2.6068487879953826,-1.9214313197383608,0.0
2019-07-01,1.0,-0.0,-1.0919575580501306,-1.0698139320313702,-2.622712594187298,-1.9041980624327233,0.0
2019-07-02,1.0,-0.0,-1.100806142034549,-1.0625719769673703,-2.613589251439539,-1.9005758157389634,0.0
2019-07-03,1.0,-0.0,-1.0962291682666463,-1.0668151447661471,-2.616849704323785,-1.9000076799016974,0.0
2019-07-05,1.0,-0.0,-1.0732831464126595,-1.078276232908281,-2.625672146259026,-1.9044400061453375,0.0
2019-07-08,1.0,-0.0,-1.0635949679709809,-1.0872115458825347,-2.6489928224125956,-1.9180365825422552,0.0
2019-07-09,1.0,-0.0,-1.0528994447871685,-1.0879858112276373,-2.647979642196175,-1.9224244293645898,0.0
2019-07-10,1.0,-0.0,-1.0036081682788272,-1.078535237217872,-2.6705819130968833,-1.9242284661446338,0.0
2019-07-11,1.0,-0.0,-0.9967729542835192,-1.0938916634652325,-2.6743757203227045,-1.918401844026124,0.0
2019-07-12,1.0,-0.0,-1.0109553359380985,-1.0835057075001915,-2.6455221021987283,-1.92109093694936,0.0
2019-07-15,1.0,-0.0,-1.0499731739097111,-1.1077642369893461,-2.6186862880355637,-1.8881735264811834,0.0
2019-07-16,1.0,-0.0,-1.0622553158823982,-1.1093881937514394,-2.6189452675213016,-1.8856989329853382,0.0
2019-07-17,1.0,-0.0,-1.0613026819923372,-1.1082758620689654,-2.6071264367816087,-1.8861302681992336,0.0
2019-07-18,1.0,-0.0,-1.0671233931183126,-1.1299361096143485,-2.6189669771380184,-1.8816873219921484,0.0
2019-07-19,1.0,-0.0,-1.0698784054178851,-1.1409111897798985,-2.6069724488225337,-1.878097583500077,0.0
2019-07-22,1.0,-0.0,-1.0497768887521155,-1.1297891983382058,-2.6133251269426063,-1.9006000923218955,0.0
2019-07-23,1.0,-0.0,-1.0489780177400696,-1.1386039336675666,-2.6236791361357503,-1.9018125723100658,0.0
2019-07-24,1.0,-0.0,-1.0496103695702492,-1.1619473806033487,-2.6190108787902164,-1.8848854255072909,0.0
2019-07-25,1.0,-0.0,-1.0047872751138909,-1.1922631457030346,-2.656628831750444,-1.8677322214500813,0.0
2019-07-26,1.0,-0.0,-0.9883496643777485,-1.1979013964971839,-2.661677339711442,-1.8676028084252758,0.0
2019-07-29,1.0,-0.0,-0.9602404068423485,-1.1938665433811064,-2.664046848512868,-1.8872707659115426,0.0
2019-07-30,1.0,-0.0,-0.957174767003004,-1.19910652391589,-2.6553955172148194,-1.890780251097589,0.0
2019-07-31,1.0,-0.0,-0.9745247440929733,-1.1957207727237744,-2.641576233356423,-1.8846301854844918,0.0
2019-08-01,1.0,-0.0,-0.9943151263732042,-1.190059153414765,-2.6297918107090728,-1.8680187447184449,0.0
2019-08-02,1.0,-0.0,-0.9730164814105019,-1.2039862016098122,-2.617094672288233,-1.8716749712533536,0.0
2019-08-05,1.0,-0.0,-0.9676088617265088,-1.1831932773109244,-2.6109243697478997,-1.8776165011459132,0.0
2019-08-06,1.0,-0.0,-0.956505380389796,-1.1565956806381217,-2.539318233125141,-1.872526149446911,0.0
2019-08-07,1.0,-0.0,-0.9582548413834678,-1.152136236907543,-2.5499962323864063,-1.8747645241504032,0.0
2019-08-08,1.0,-0.0,-0.9416304510714821,-1.131649932564064,-2.5388880563464706,-1.880788251161397,0.0
2019-08-09,1.0,-0.0,-0.911511645156505,-1.1186025812194036,-2.505711318795431,-1.8814715917519655,0.0
2019-08-12,1.0,-0.0,-0.9014814814814814,-1.1365925925925924,-2.508888888888889,-1.8604444444444443,0.0
2019-08-13,1.0,-0.0,-0.9060810310347381,-1.1342122805718096,-2.512406488408266,-1.854158951188801,0.0
2019-08-14,1.0,-0.0,-0.9228347609634674,-1.1221172853063914,-2.4654074236766967,-1.8108207042975328,0.0
2019-08-15,1.0,-0.0,-0.9553847259142179,-1.136001149507867,-2.4120267260579062,-1.680939722681227,0.0
2019-08-16,1.0,-0.0,-0.9588942480742928,-1.1321719098696996,-2.4099056943344612,-1.6978619249874018,0.0
2019-08-19,1.0,-0.0,-0.9187084791770841,-1.1349382098721337,-2.411243660261447,-1.6784770340738624,0.0
2019-08-20,1.0,-0.0,-0.9280262500891646,-1.1445181539339468,-2.4053070832441685,-1.6553962479492117,0.0
2019-08-21,1.0,-0.0,-0.9268031675822217,-1.1326246700435187,-2.4136405792965685,-1.661054433901691,0.0
2019-08-22,1.0,-0.0,-0.9297320410490307,-1.1345496009122007,-2.417545610034207,-1.644811858608894,0.0
2019-08-23,1.0,-0.0,-0.9294579172610558,-1.1374465049928675,-2.421398002853067,-1.6443651925820257,0.0
2019-08-26,1.0,-0.0,-0.8861782902137232,-1.1353346456692912,-2.408113048368954,-1.6008155230596175,0.0
