Date,FINX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31766674635429115,-0.4033946928042075,-0.2795601243126942,-0.25147023667224483,-0.13853693521396127,0.0
2018-09-25,1.0,-0.31738402678144423,-0.40380200860832133,-0.27902917264466764,-0.2518651362984218,-0.1390961262553802,0.0
2018-09-26,1.0,-0.31974793942879054,-0.4073940962238834,-0.2827534981790301,-0.25206057120950737,-0.13405692926969523,0.0
2018-09-27,1.0,-0.3202155688622755,-0.4058443113772455,-0.2831616766467066,-0.25197604790419165,-0.1339880239520958,0.0
2018-09-28,1.0,-0.3188482177079341,-0.40705251054043695,-0.2833461096205443,-0.25203622077424304,-0.1342707934074358,0.0
2018-10-01,1.0,-0.31900723491926597,-0.4067845335633175,-0.28328781562934213,-0.2522159934837813,-0.13437305351923723,0.0
2018-10-02,1.0,-0.31881695947079547,-0.40977398557150735,-0.28229034345564796,-0.25180356158473743,-0.13405076336792657,0.0
2018-10-03,1.0,-0.3188933905497087,-0.4106153956800038,-0.2824059645674011,-0.2516481672380313,-0.13374727303238798,0.0
2018-10-04,1.0,-0.3193269253817206,-0.4095975454828735,-0.2824612286967569,-0.2523071022795369,-0.1333205493899662,0.0
2018-10-05,1.0,-0.3218542411088995,-0.4124319528046236,-0.2840116069929734,-0.25046164176598956,-0.12935562003884984,0.0
2018-10-08,1.0,-0.3215192906781692,-0.41176611550443326,-0.2835370237239396,-0.2507069254732806,-0.12882818116462977,0.0
2018-10-09,1.0,-0.3292559351476549,-0.4164736537348002,-0.2955993051534453,-0.24850414977803512,-0.1228044779000193,0.0
2018-10-10,1.0,-0.3300209835749259,-0.4156436168929838,-0.2966402161067027,-0.24871566050022914,-0.12090880586575337,0.0
2018-10-11,1.0,-0.3387429848643133,-0.4211267947814679,-0.30458443672408353,-0.25091713029323875,-0.11411287383688443,0.0
2018-10-12,1.0,-0.34024484660795506,-0.4203038807703474,-0.3059372882996226,-0.24637085067260234,-0.10660021291009388,0.0
2018-10-15,1.0,-0.34888068761229546,-0.410673529840237,-0.31547127664740443,-0.24787549167192735,-0.10510853202544554,0.0
2018-10-16,1.0,-0.3486537014106393,-0.41144050307135743,-0.31483235001335375,-0.2478937528831913,-0.10513025954791559,0.0
2018-10-17,1.0,-0.34704843042815303,-0.4071447588159838,-0.31386596316286275,-0.24706537260691727,-0.10521093012561417,0.0
2018-10-18,1.0,-0.34661923430618075,-0.4063936885920333,-0.3142877885871933,-0.24759208169982092,-0.10510139877063067,0.0
2018-10-19,1.0,-0.34341294298921415,-0.4017238058551618,-0.3131500385208012,-0.24747207241910632,-0.10179121725731895,0.0
2018-10-22,1.0,-0.34458434648626524,-0.3984158701880251,-0.3093145869947276,-0.2505477044562679,-0.10462960733803596,0.0
2018-10-23,1.0,-0.34564097626727003,-0.3980166562364608,-0.31184710922832526,-0.24820680691281954,-0.10328310788042169,0.0
2018-10-24,1.0,-0.34564929594415694,-0.3990612588759177,-0.3128174268865086,-0.24770730533156818,-0.10184137682031533,0.0
2018-10-25,1.0,-0.3394897182025895,-0.3882092536176695,-0.3142374333587205,-0.24697734196496574,-0.09110814927646611,0.0
2018-10-26,1.0,-0.3351412804054854,-0.38445323417256816,-0.3082352383884797,-0.2510362142062007,-0.08962364700030791,0.0
2018-10-29,1.0,-0.3375678430071339,-0.384044746758941,-0.3097907235797407,-0.2519375251819022,-0.0866968454482971,0.0
2018-10-30,1.0,-0.3504391497869707,-0.3856425392140528,-0.31628305524480516,-0.25235046295194347,-0.0755004403398948,0.0
2018-10-31,1.0,-0.3503441049698759,-0.3865644274045674,-0.3161479294168075,-0.2525659038411164,-0.07572690686542995,0.0
2018-11-01,1.0,-0.3561761546723953,-0.3807136889843657,-0.3215896885069817,-0.25265544814416996,-0.07578469984485023,0.0
2018-11-02,1.0,-0.3572245793011393,-0.37657911045430703,-0.32094675120369925,-0.2537779472755875,-0.07503456166277352,0.0
2018-11-05,1.0,-0.35564504598961066,-0.38080827336415196,-0.3209264642806081,-0.25406281275318116,-0.07141495496354192,0.0
2018-11-06,1.0,-0.36240938573063713,-0.3863744753910721,-0.3170784051888592,-0.25188382296833267,-0.06686379244563144,0.0
2018-11-07,1.0,-0.3625155012877993,-0.38643518076886385,-0.31691786702279884,-0.2520032433463703,-0.06696556329295049,0.0
2018-11-08,1.0,-0.36383593022978356,-0.3866472595385239,-0.31792693693478724,-0.2522131284449641,-0.06549905748168651,0.0
2018-11-09,1.0,-0.3658227545482799,-0.38827129503454544,-0.3161682086590643,-0.2528389394917402,-0.06756078318869684,0.0
2018-11-12,1.0,-0.3660438745484558,-0.39018205306093157,-0.31614076218272286,-0.25238630654769023,-0.06753426951508337,0.0
2018-11-13,1.0,-0.37360599272587136,-0.39576558999927747,-0.31948358503745455,-0.25314931232988896,-0.06664739745164631,0.0
2018-11-14,1.0,-0.3740125240847784,-0.39539980732177266,-0.3195086705202312,-0.253131021194605,-0.06642581888246628,0.0
2018-11-15,1.0,-0.3741901298200824,-0.39552975746043983,-0.3196608781521713,-0.2528480936438739,-0.06633107733808617,0.0
2018-11-16,1.0,-0.3742409638554217,-0.3960963855421687,-0.31973493975903616,-0.2530843373493976,-0.06648192771084338,0.0
2018-11-19,1.0,-0.37414703542063515,-0.3974634099293516,-0.3166638535914933,-0.25520217973139153,-0.06775492489089287,0.0
2018-11-20,1.0,-0.3980168931325744,-0.41042967315460893,-0.33335781613416576,-0.25484147386461015,-0.051634226955563724,0.0
2018-11-21,1.0,-0.3990563270095834,-0.41020438098963424,-0.3344905143751222,-0.25354488558576177,-0.04745257187561119,0.0
2018-11-23,1.0,-0.3999215070643642,-0.4209919544740974,-0.3305288461538462,-0.252649136577708,-0.048837323390894825,0.0
2018-11-26,1.0,-0.3998184984425204,-0.42490986240219764,-0.3294007995879424,-0.25130607539672806,-0.047263986657182795,0.0
2018-11-27,1.0,-0.40013242109909514,-0.42509625052110156,-0.32958140219230486,-0.2510605949140489,-0.04639642953480958,0.0
2018-11-28,1.0,-0.39957312136601164,-0.42943009249037073,-0.328353082603469,-0.24989573366698564,-0.0460734525649518,0.0
2018-11-29,1.0,-0.39692918013517486,-0.42798021353707516,-0.32628073268684493,-0.2500979527867568,-0.047531589773729066,0.0
2018-11-30,1.0,-0.3973753152314962,-0.4281517028621795,-0.32597997208824037,-0.2504713169943442,-0.04642166344294004,0.0
2018-12-03,1.0,-0.3973367276999902,-0.4292813081366885,-0.3227259375305983,-0.25154215215901304,-0.046974444335650636,0.0
2018-12-04,1.0,-0.39626794492406275,-0.42965100638313486,-0.3235833598278266,-0.25040964562596296,-0.04575802783144611,0.0
2018-12-06,1.0,-0.39685438122367495,-0.42570545126969056,-0.32848830131716705,-0.24687751077350087,-0.03676381077593553,0.0
2018-12-07,1.0,-0.3948682960111114,-0.42730086015741126,-0.3259338677843027,-0.24854406783791028,-0.04008382270523161,0.0
2018-12-10,1.0,-0.39082551003080807,-0.4287654949906605,-0.32615287582174995,-0.24745894282318126,-0.032627416733377,0.0
2018-12-11,1.0,-0.39019360473579506,-0.42906011936532584,-0.3256344315590276,-0.24746469988839825,-0.03374739191615314,0.0
2018-12-12,1.0,-0.390658740749727,-0.4288001941040883,-0.32604634235108576,-0.2477496057260706,-0.03304622103603057,0.0
2018-12-13,1.0,-0.3910214388035059,-0.4299900454026756,-0.32529681695680673,-0.24745672178114453,-0.034161264476655254,0.0
2018-12-14,1.0,-0.390738131104524,-0.4337431362068128,-0.3232664366587298,-0.24665921570533067,-0.03525438553865591,0.0
