Date,ANGO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.46107931316434997,-1.1581357318070318,-0.0,-0.733278822567457,-0.7358135731807032,0.0
2018-09-25,1.0,-0.4631196109680846,-1.1568387070409873,-0.0,-0.7323770994238077,-0.7340934166973151,0.0
2018-09-26,1.0,-0.46802063713045616,-1.1625583490295637,-0.0,-0.734378838751945,-0.7297518630742773,0.0
2018-09-27,1.0,-0.4783875867164731,-1.15225154960798,-0.0,-0.7401994991995403,-0.7341242149337055,0.0
2018-09-28,1.0,-0.5294332556971275,-1.3254327076768506,-0.0,-0.8639539662967529,-0.8480157099146002,0.0
2018-10-01,1.0,-0.5295944464742419,-1.3254475703324808,-0.0,-0.8639477530142492,-0.8481001096090611,0.0
2018-10-02,1.0,-0.5380213340658334,-1.3033923911550611,-0.0,-0.8763448244288788,-0.8603671656823696,0.0
2018-10-03,1.0,-0.5481423217507981,-1.3355850645444873,-0.0,-0.8826169435062232,-0.8605468930736131,0.0
2018-10-04,1.0,-0.5545938440175885,-1.327239065031243,-0.0,-0.8908123119648229,-0.8559129831057626,0.0
2018-10-05,1.0,-0.5323754259924472,-1.317491019618679,-0.0,-0.893709127751681,-0.8617021276595744,0.0
2018-10-08,1.0,-0.5286442780355585,-1.31281297376763,-0.0,-0.8936004042817108,-0.8590526944457205,0.0
2018-10-09,1.0,-0.5283686314145266,-1.3132264436991776,-0.0,-0.8936004042817108,-0.8589148711352046,0.0
2018-10-10,1.0,-0.52897685525349,-1.3124081557678178,-0.0,-0.8938739897134459,-0.8569526083761939,0.0
2018-10-11,1.0,-0.4236912156166815,-1.2975598935226265,-0.0,-0.8532830523513754,-0.8620230700976043,0.0
2018-10-12,1.0,-0.4385787693794194,-1.2972901752382624,-0.0,-0.8263428345557556,-0.8297246255874215,0.0
2018-10-15,1.0,-0.4092740169892285,-1.3222261143707856,-0.0,-0.8188107540064804,-0.8283562483579998,0.0
2018-10-16,1.0,-0.40485156318416676,-1.3294071284700937,-0.0,-0.8174095805236886,-0.8269988615465452,0.0
2018-10-17,1.0,-0.37646857044850357,-1.277120315581854,-0.0,-0.8045622159334533,-0.8296887059428866,0.0
2018-10-18,1.0,-0.3754984777668196,-1.2754170061318124,-0.0,-0.8069122250332318,-0.8301530809141975,0.0
2018-10-19,1.0,-0.35328349333106784,-1.261702489168295,-0.0,-0.8059213320873333,-0.8268626284937559,0.0
2018-10-22,1.0,-0.3551982303896546,-1.2671431002212012,-0.0,-0.8051727071635187,-0.8263144461459928,0.0
2018-10-23,1.0,-0.3546355784367953,-1.2674126707228863,-0.0,-0.805939667276518,-0.8268306173679957,0.0
2018-10-24,1.0,-0.35287101720906455,-1.2629493951269382,-0.0,-0.8100187425455785,-0.833830294769126,0.0
2018-10-25,1.0,-0.30107305842206966,-1.2003453521358385,-0.0,-0.8198413024709124,-0.7900752374295934,0.0
2018-10-26,1.0,-0.2772204849124802,-1.181172074889331,-0.0,-0.8256508142793324,-0.7772001786947164,0.0
2018-10-29,1.0,-0.24733182406209572,-1.1966769081500648,-0.0,-0.8130659767141009,-0.785616106080207,0.0
2018-10-30,1.0,-0.23185182189509443,-1.198002183847616,-0.0,-0.8148178104905569,-0.7994904355562745,0.0
2018-10-31,1.0,-0.23689803119611852,-1.170616303781226,-0.0,-0.8106179076947753,-0.7916516299771442,0.0
2018-11-01,1.0,-0.2134385768090392,-1.1899591313406521,-0.0,-0.8104415417902076,-0.7928920586585464,0.0
2018-11-02,1.0,-0.2211473386679406,-1.1510012341255622,-0.0,-0.8224451610334805,-0.7864564672160516,0.0
2018-11-05,1.0,-0.21540974463168797,-1.1695948368590892,-0.0,-0.8250268913589099,-0.7738735508545476,0.0
2018-11-06,1.0,-0.21563471192923742,-1.1690971392142802,-0.0,-0.8252848832576302,-0.7743246473822617,0.0
2018-11-07,1.0,-0.21492834394904461,-1.1686703821656053,-0.0,-0.823765923566879,-0.7735270700636944,0.0
2018-11-08,1.0,-0.18593202315781182,-1.1667913827734235,-0.0,-0.8104446457406166,-0.7752353196014334,0.0
2018-11-09,1.0,-0.18499546869459,-1.1672642736120413,-0.0,-0.8125615666495921,-0.7754442649434572,0.0
2018-11-12,1.0,-0.18343009571630317,-1.1547152047701241,-0.0,-0.8135885768084106,-0.7711046602855798,0.0
2018-11-13,1.0,-0.15221527589018755,-1.1516716499048656,-0.0,-0.8140799130198424,-0.7650759134858076,0.0
2018-11-14,1.0,-0.15091546552395793,-1.1571873782625632,-0.0,-0.8179197506817297,-0.7695753798208026,0.0
2018-11-15,1.0,-0.149585780405274,-1.1586480494729883,-0.0,-0.8212438255999378,-0.7599471043522228,0.0
2018-11-16,1.0,-0.1500796642443555,-1.1559476159017603,-0.0,-0.8199976683635798,-0.7599968911514398,0.0
2018-11-19,1.0,-0.14662356881377056,-1.1597865877404783,-0.0,-0.8248695381260223,-0.76310460316224,0.0
2018-11-20,1.0,-0.11880345187879728,-1.153980109128904,-0.0,-0.8247358848341784,-0.7722611354049767,0.0
2018-11-21,1.0,-0.12569018404907975,-1.148504601226994,-0.0,-0.8226226993865031,-0.7375766871165645,0.0
2018-11-23,1.0,-0.12774435802138012,-1.131920763247634,-0.0,-0.8313345338901873,-0.7405647725966512,0.0
2018-11-26,1.0,-0.1268576681476942,-1.136624789336602,-0.0,-0.8288264133598897,-0.7379347326489966,0.0
2018-11-27,1.0,-0.11137884872824631,-1.1500095620577548,-0.0,-0.8280359533371581,-0.7353987378083763,0.0
2018-11-28,1.0,-0.11398170474987561,-1.1424197190645693,-0.0,-0.8325869789872545,-0.7384697822176293,0.0
2018-11-29,1.0,-0.08217780632485736,-1.1264215815921714,-0.0,-0.8271810178713115,-0.7425095401821136,0.0
2018-11-30,1.0,-0.08163959199093314,-1.1267472610502456,-0.0,-0.8274650547789951,-0.7420098224404987,0.0
2018-12-03,1.0,-0.08036995092487731,-1.1265760664401658,-0.0,-0.8268403171007926,-0.7412608531521329,0.0
2018-12-04,1.0,-0.06691814409656732,-1.1376461712561299,-0.0,-0.825273481705017,-0.7423236514522821,0.0
2018-12-06,1.0,-0.05457804440867688,-1.0720635036763362,-0.0,-0.8228408384241138,-0.7085634853861068,0.0
2018-12-07,1.0,-0.06047073465353783,-1.072294007833376,-0.0,-0.823529411764706,-0.7041253340166185,0.0
2018-12-10,1.0,-0.027554493446303136,-1.0806720254906221,-0.0,-0.8266348033890941,-0.6860018828300384,0.0
2018-12-11,1.0,-0.03411189570885388,-1.0783632084012311,-0.0,-0.8283541553503531,-0.6803910917979359,0.0
2018-12-12,1.0,-0.03649079576750254,-1.078417161907523,-0.0,-0.8299391216118279,-0.6789027395274677,0.0
2018-12-13,1.0,-0.03771735579191927,-1.0814244745344321,-0.0,-0.829636621047664,-0.6813809126220641,0.0
2018-12-14,1.0,-0.0405601509214918,-1.0743360905528951,-0.0,-0.8320998403714991,-0.6809243941372805,0.0
2018-12-17,1.0,-0.0319337456149868,-1.0737767169360966,-0.0,-0.8259375791110629,-0.6848215254421178,0.0
2018-12-18,1.0,-0.02107341590378747,-1.0645126548196016,-0.0,-0.820893914916532,-0.6835397594686771,0.0
2018-12-19,1.0,-0.02290514827313851,-1.063976448624973,-0.0,-0.8200258490701515,-0.6832411861851081,0.0
2018-12-20,1.0,-0.02231106986042195,-1.0505479598757719,-0.0,-0.8204048120515475,-0.6765073358797702,0.0
2018-12-21,1.0,-0.01783616362277048,-1.0511588166186052,-0.0,-0.8205347288974332,-0.6705471892911816,0.0
2018-12-24,1.0,-0.0,-1.0294377495847618,-0.0,-0.8148566985899566,-0.689649079407711,0.0
2018-12-26,1.0,-0.0,-1.0357567699951018,-0.0,-0.7896228395493667,-0.6733258694283115,0.0
2018-12-27,1.0,-0.0,-0.9876572274164256,-0.0,-0.709322660926885,-0.6662070357166879,0.0
2018-12-28,1.0,-0.0,-0.9879979828542612,-0.0,-0.708623298033283,-0.6653219028408136,0.0
2018-12-31,1.0,-0.0,-0.9896092541529357,-0.0,-0.7082184410518528,-0.664873226175264,0.0
2019-01-02,1.0,-0.0,-0.988809731836817,-0.0,-0.7049196854627328,-0.6667114725451979,0.0
